Ett gemensamt bostadsförsörjningsansvar;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//5 planering//NN|UTR|SIN|IND|NOM//nmod//2 för//PP//case//7 bostäder//NN|UTR|PLU|IND|NOM//nmod//5
Till statsrådet Peter Eriksson;Till//PP//case//1 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//5 att//IE//mark//3 biträda//VB|INF|AKT//acl//1 utredaren//NN|UTR|SIN|DEF|NOM//obj//3 förordnades//VB|PRT|SFO//ROOT//5 från//PP//case//14 och//KN//fixed//6 med//PP//fixed//6 den//DT|UTR|SIN|DEF//det//11 25//RG|NOM//nummod//11 september//NN|UTR|SIN|IND|NOM//nmod//14 2017//RG|NOM//nummod//13 departementssekreterarna//NN|UTR|PLU|DEF|NOM//nmod//14 Christine//PM|NOM//obl//5 Johansson//PM|NOM//flat:name//14 ,//MID//punct//17 Lisette//PM|NOM//conj//14 Wahlroth//PM|NOM//flat:name//17 och//KN//cc//20 Danielle//PM|NOM//conj//14 Zachrisson//PM|NOM//flat:name//20 .//MAD//punct//5
Till statsrådet Peter Eriksson;Samma//DT|UTR/NEU|SIN/PLU|IND//det//24 dag//NN|UTR|SIN|IND|NOM//obl//25 förordnades//VB|PRT|SFO//parataxis//5 projektledare//NN|UTR|SIN|IND|NOM//amod//27 bostad//NN|UTR|SIN|IND|NOM//compound//28 Elin//PM|NOM//nsubj:pass//25 Blume//PM|NOM//flat:name//28 ,//MID//punct//31 utredare//NN|UTR|SIN|IND|NOM//parataxis//25 Johan//PM|NOM//nsubj//31 Kihlberg//PM|NOM//flat:name//32 ,//MID//punct//31 professor//NN|UTR|SIN|IND|NOM//amod//40 Hans//PM|NOM//nmod:poss//40 Lind//PM|NOM//flat//36 ,//MID//punct//36 samhällspolitisk//JJ|POS|UTR|SIN|IND|NOM//amod//40 chef//NN|UTR|SIN|IND|NOM//nmod//41 Martin//PM|NOM//dep//31 Lindvall//PM|NOM//flat:name//41 ,//MID//punct//31 utredningsansvarig//NN|NEU|SIN|IND|NOM//advmod//45 Jörgen//PM|NOM//conj//25 Mark-Nielsen//PM|NOM//flat:name//45 och//KN//cc//48 specialist//NN|UTR|SIN|IND|NOM//conj//45 social//JJ|POS|UTR|SIN|IND|NOM//amod//50 hållbarhet//NN|UTR|SIN|IND|NOM//nsubj:pass//25 Viktoria//PM|NOM//xcomp//25 Walldin//PM|NOM//flat:name//51 att//IE//mark//57 jämte//PP//advmod//57 sedan//PP//advmod//57 tidigare//AB|KOM//advmod//57 förordnade//PC|PRF|UTR/NEU|SIN|DEF|NOM//advcl//25 bostadspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 experten//NN|UTR|SIN|DEF|NOM//obj//57 Jan-Ove//PM|NOM//nsubj//62 Östbrink//PM|NOM//flat:name//60 biträda//VB|INF|AKT//conj//57 utredaren//NN|UTR|SIN|DEF|NOM//obj//62 som//KN//mark//65 experter//NN|UTR|PLU|IND|NOM//xcomp//62 .//MAD//punct//5
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//69 16//RG|NOM//nummod//69 oktober//NN|UTR|SIN|IND|NOM//obl//71 2017//RG|NOM//nummod//69 förordnades//VB|PRT|SFO//parataxis//5 chefsekonomen//NN|UTR|SIN|DEF|NOM//nmod//73 Martin//PM|NOM//nsubj:pass//71 Hofverberg//PM|NOM//flat:name//73 som//KN//mark//76 expert//NN|UTR|SIN|IND|NOM//xcomp//71 .//MAD//punct//5
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//2 13//RG|NOM//nummod//2 september//NN|UTR|SIN|IND|NOM//obl//4 2017//RG|NOM//nummod//2 anställdes//VB|PRT|SFO//advcl//29 experten//NN|UTR|SIN|DEF|NOM//nmod//6 Micael//PM|NOM//nsubj:pass//4 Nilsson//PM|NOM//flat:name//6 som//KN//case//9 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//11 utredningen//NN|UTR|SIN|DEF|NOM//nmod//9 vid//PP//mark//17 sidan//NN|UTR|SIN|DEF|NOM//fixed//12 av//PP//fixed//12 sedan//PP//advmod//17 tidigare//AB|KOM//advmod//17 anställde//PC|PRF|MAS|SIN|DEF|NOM//dep//4 huvudsekreteraren//NN|UTR|SIN|DEF|NOM//obj//17 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//20 Lars//PM|NOM//obj//17 Arell//PM|NOM//flat:name//20 .//MAD//punct//4
Till statsrådet Peter Eriksson;För//PP//case//24 utarbetande//NN|NEU|SIN|IND|NOM//conj//4 av//PP//case//26 författningsförslagen//NN|UTR|SIN|DEF|NOM//nmod//24 i//PP//case//28 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//26 anställdes//VB|PRT|SFO//ROOT//29 den//DT|UTR|SIN|DEF//det//32 12//RG|NOM//nummod//32 februari//NN|UTR|SIN|IND|NOM//nsubj:pass//29 2018//RG|NOM//nummod//32 juristen//NN|UTR|SIN|DEF|NOM//nmod//35 Assar//PM|NOM//appos//32 Lindén//PM|NOM//flat:name//35 som//KN//case//38 sekreterare//NN|UTR|SIN|IND|NOM//obl//29 i//PP//case//40 utredningen//NN|UTR|SIN|DEF|NOM//nmod//38 .//MAD//punct//29
Till statsrådet Peter Eriksson;Härmed//AB//advmod//1 överlämnas//VB|PRS|SFO//ROOT//1 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 slutbetänkande//NN|NEU|SIN|IND|NOM//nsubj:pass//1 Ett//DT|NEU|SIN|IND//det//6 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//6 bostadsförsörjningsansvar//NN|NEU|SIN|IND|NOM//obj//1 ,//MID//punct//6 SOU//PM|NOM//appos//6 2018:35//RG|NOM//conj//6 .//MAD//punct//1
Till statsrådet Peter Eriksson;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//15 är//VB|PRS|AKT//aux:pass//15 därmed//AB//advmod//15 avslutat//PC|PRF|NEU|SIN|IND|NOM//conj//1 .//MAD//punct//1
Till statsrådet Peter Eriksson;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 maj//NN|UTR|SIN|IND|NOM//obl//0 2018//RG|NOM//nummod//2
Till statsrådet Peter Eriksson;Hanna//PM|NOM//ROOT//0 Wiik//PM|NOM//flat:name//0 ///MID//cc//3 Lars//PM|NOM//conj//0 Arell//PM|NOM//flat:name//3
Till statsrådet Peter Eriksson;Micael//PM|NOM//ROOT//0 Nilsson//PM|NOM//flat:name//0
Till statsrådet Peter Eriksson;Assar//PM|NOM//ROOT//0 Lindén//PM|NOM//flat:name//0


Begrepp;Regioner//NN|UTR|PLU|IND|NOM//ROOT//0
Begrepp;I//PP//case//1 betänkandet//NN|NEU|SIN|DEF|NOM//obl//2 används//VB|PRS|SFO//ROOT//2 begreppet//NN|NEU|SIN|DEF|NOM//nmod//4 regioner//NN|UTR|PLU|IND|NOM//nsubj:pass//2 i//PP//case//8 stället//NN|NEU|SIN|DEF|NOM//fixed//5 för//PP//fixed//5 landsting//NN|NEU|SIN|IND|NOM//obl//2 .//MAD//punct//2
Begrepp;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 ligger//VB|PRS|AKT//parataxis//2 i//PP//case//16 linje//NN|UTR|SIN|IND|NOM//fixed//12 med//PP//fixed//12 den//DT|UTR|SIN|DEF//det//16 förändring//NN|UTR|SIN|IND|NOM//obl//11 som//HP|-|-|-//nsubj:pass//18 föreslagits//VB|SUP|SFO//acl:relcl//16 av//PP//case//20 Indelningskommittén//NN|UTR|SIN|DEF|NOM//obl:agent//18 i//PP//case//25 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//25 slutbetänkande//NN|NEU|SIN|IND|NOM//amod//25 Myndighetsgemensam//JJ|POS|UTR|SIN|IND|NOM//amod//25 indelning//NN|UTR|SIN|IND|NOM//nmod//20 –//RG|NOM//punct//27 samverkan//NN|UTR|SIN|IND|NOM//appos//25 på//PP//case//30 regional//JJ|POS|UTR|SIN|IND|NOM//amod//30 nivå//NN|UTR|SIN|IND|NOM//nmod//27 ,//MID//punct//27 SOU//PM|NOM//conj//25 2018:10//RG|NOM//punct//25 s.//NN|AN//nmod//35 158//RG|NOM//nummod//36 f.//NN|AN//nmod//25 Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//38 markerar//VB|PRS|AKT//advcl//11 också//AB//advmod//38 att//SN//mark//43 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//43 är//VB|PRS|AKT//cop//43 landsting//NN|NEU|SIN|IND|NOM//ccomp//38 med//PP//case//46 regionalt//JJ|POS|NEU|SIN|IND|NOM//amod//46 utvecklingsansvar//NN|NEU|SIN|IND|NOM//nmod//43 som//HP|-|-|-//nsubj:pass//48 avses//VB|PRS|SFO//acl:relcl//46 .//MAD//punct//43
Begrepp;Om//SN//mark//52 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//52 beslutar//VB|PRS|AKT//advcl//43 i//PP//case//57 enlighet//NN|UTR|SIN|IND|NOM//fixed//53 med//PP//fixed//53 de//DT|UTR/NEU|PLU|DEF//det//57 förslag//NN|NEU|PLU|IND|NOM//obl//52 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//59 lämnat//VB|SUP|AKT//acl:relcl//57 i//PP//case//61 prop//NN|UTR|SIN|IND|NOM//obl//59 .//MAD//punct//43
Begrepp;2017/18:206//RG|NOM//nummod//67 Ett//DT|NEU|SIN|IND//det//67 enhetligt//JJ|POS|NEU|SIN|IND|NOM//advmod//66 regionalt//JJ|POS|NEU|SIN|IND|NOM//amod//67 utvecklingsansvar//NN|NEU|SIN|IND|NOM//appos//43 ,//MID//punct//74 kommer//VB|PRS|AKT//aux//74 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//74 att//IE//mark//74 vara//VB|INF|AKT//cop//74 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//74 landsting//NN|NEU|PLU|IND|NOM//conj//67 från//PP//case//80 och//KN//fixed//75 med//PP//fixed//75 den//DT|UTR|SIN|DEF//det//80 1//RO|NOM//nummod//80 januari//NN|UTR|SIN|IND|NOM//nmod//74 2019//RG|NOM//nummod//80 .//MAD//punct//2


1.1 Förslag till bostadsförsörjningslag (2019:000) / Lagens innehåll;1//RG|NOM//nummod//1 §//NN|AN//obl//5  //_SP////1 Denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//nsubj//5 innehåller//VB|PRS|AKT//ROOT//5 bestämmelser//NN|UTR|PLU|IND|NOM//obj//5 som//HP|-|-|-//nsubj//8 avser//VB|PRS|AKT//acl:relcl//6 att//IE//mark//10 skapa//VB|INF|AKT//xcomp//8 förutsättningar//NN|UTR|PLU|IND|NOM//obj//10 för//PP//mark//14 att//IE//mark//14 trygga//VB|INF|AKT//advcl//10 invånarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//16 rätt//NN|UTR|SIN|IND|NOM//obj//14 till//PP//case//18 bostad//NN|UTR|SIN|IND|NOM//obl//14 .//MAD//punct//5

1.1 Förslag till bostadsförsörjningslag (2019:000) / Det allmännas roller;1//RG|NOM//discourse//3 .//MAD//punct//3
1.1 Förslag till bostadsförsörjningslag (2019:000) / Det allmännas roller;fortlöpande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//3 bedöma//VB|INF|AKT//ROOT//3 hur//HA//advmod//13 det//DT|NEU|SIN|DEF//det//6 utbud//NN|NEU|SIN|IND|NOM//nsubj:pass//13 av//PP//case//8 bostäder//NN|UTR|PLU|IND|NOM//nmod//6 som//HP|-|-|-//nsubj//10 motsvarar//VB|PRS|AKT//acl:relcl//8 invånarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//12 behov//NN|NEU|PLU|IND|NOM//nsubj:pass//13 utvecklas//VB|PRS|SFO//ccomp//3 ,//MID//punct//13 och//KN//cc//13 2//RG|NOM//nummod//13 .//MAD//punct//3
1.1 Förslag till bostadsförsörjningslag (2019:000) / Det allmännas roller;fortlöpande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//3 bedöma//VB|INF|AKT//xcomp//18 hur//HA//advmod//26 det//DT|NEU|SIN|DEF//det//23 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 utbudet//NN|NEU|SIN|DEF|NOM//nsubj:pass//26 av//PP//case//25 bostäder//NN|UTR|PLU|IND|NOM//nmod//23 utvecklas//VB|PRS|SFO//ccomp//19 .//MAD//punct//3
1.1 Förslag till bostadsförsörjningslag (2019:000) / Det allmännas roller;Om//SN//mark//3 det//DT|NEU|SIN|DEF//det//3 bedömda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//3 utbud//NN|NEU|SIN|IND|NOM//advcl//17 som//HP|-|-|-//nsubj//5 motsvarar//VB|PRS|AKT//acl:relcl//3 invånarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//7 behov//NN|NEU|PLU|IND|NOM//obj//5 avviker//VB|PRS|AKT//xcomp//5 från//PP//case//13 det//DT|NEU|SIN|DEF//det//13 bedömda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//13 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 utbudet//NN|NEU|SIN|DEF|NOM//obl//8 av//PP//case//15 bostäder//NN|UTR|PLU|IND|NOM//nmod//13 så//KN//advcl//17 motiverar//VB|PRS|AKT//ROOT//17 det//PN|NEU|SIN|DEF|SUB/OBJ//det//19 insatser//NN|UTR|PLU|IND|NOM//obj//17 från//PP//case//22 det//DT|NEU|SIN|DEF//det//22 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//19 .//MAD//punct//17
1.1 Förslag till bostadsförsörjningslag (2019:000) / Det allmännas roller;3//RG|NOM//nummod//25 §//NN|AN//nsubj//38  //_SP////25 Regionen//NN|UTR|SIN|DEF|NOM//conj//25 ska//VB|PRS|AKT//aux//38 utifrån//PP//case//31 de//DT|UTR/NEU|PLU|DEF//det//31 bedömningar//NN|UTR|PLU|IND|NOM//obl//38 som//HP|-|-|-//nsubj:pass//33 gjorts//VB|SUP|SFO//acl:relcl//31 i//PP//case//36 2//RG|NOM//nummod//36 §//NN|AN//obl//33 fortlöpande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//33 analysera//VB|INF|AKT//parataxis//17 hur//HA//advmod//43 behov//NN|NEU|PLU|IND|NOM//nsubj:pass//43 och//KN//cc//42 utbud//NN|NEU|SIN|IND|NOM//conj//40 utvecklas//VB|PRS|SFO//ccomp//38 i//PP//case//45 länet//NN|NEU|SIN|DEF|NOM//obl//43 och//KN//cc//48 vilket//HD|NEU|SIN|IND//det//48 behov//NN|NEU|SIN|IND|NOM//nsubj//63 av//PP//case//50 insatser//NN|UTR|PLU|IND|NOM//nmod//48 från//PP//case//53 det//DT|NEU|SIN|DEF//det//53 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//50 som//HP|-|-|-//obj//56 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//56 motiverar//VB|PRS|AKT//acl:relcl//53 .//MAD//punct//48
1.1 Förslag till bostadsförsörjningslag (2019:000) / Det allmännas roller;4//RG|NOM//nummod//59 §//NN|AN//nmod//48  //_SP////59 Kommunen//NN|UTR|SIN|DEF|NOM//conj//59 ska//VB|PRS|AKT//aux//63 fortlöpande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//43 1//RG|NOM//nummod//63 .//MAD//punct//38
1.1 Förslag till bostadsförsörjningslag (2019:000) / Det allmännas roller;bedöma//VB|INF|AKT//conj//38 behovet//NN|NEU|SIN|DEF|NOM//obj//66 av//PP//case//69 tillskott//NN|NEU|SIN|IND|NOM//nmod//67 av//PP//case//71 bostäder//NN|UTR|PLU|IND|NOM//nmod//69 i//PP//case//73 kommunen//NN|UTR|SIN|DEF|NOM//nmod//71 ,//MID//punct//66 2//RG|NOM//nummod//66 .//MAD//punct//38
1.1 Förslag till bostadsförsörjningslag (2019:000) / Det allmännas roller;bedöma//VB|INF|AKT//conj//38 hur//HA//advmod//79 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//ccomp//77 och//KN//cc//82 vilka//HD|UTR/NEU|PLU|IND//det//82 typer//NN|UTR|PLU|IND|NOM//conj//79 av//PP//case//84 hushåll//NN|NEU|PLU|IND|NOM//nmod//82 som//HP|-|-|-//nsubj//92 inte//AB//advmod//92 utan//PP//case//89 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//89 stöd//NN|NEU|SIN|IND|NOM//fixed//86 kommer//VB|PRS|AKT//aux//92 att//IE//mark//92 lösa//VB|INF|AKT//acl:relcl//84 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//94 bostadsbehov//NN|NEU|PLU|IND|NOM//obj//92 samt//KN//cc//96 genomföra//VB|INF|AKT//conj//92 insatser//NN|UTR|PLU|IND|NOM//obj//96 för//PP//mark//100 att//IE//mark//100 möta//VB|INF|AKT//advcl//96 dessa//DT|UTR/NEU|PLU|DEF//det//102 behov//NN|NEU|PLU|IND|NOM//obj//100 ,//MID//punct//77 och//KN//cc//105 3//RG|NOM//conj//77 .//MAD//punct//38
1.1 Förslag till bostadsförsörjningslag (2019:000) / Det allmännas roller;följa//VB|INF|AKT//conj//38 upp//PL//compound:prt//107 genomförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//110 insatser//NN|UTR|PLU|IND|NOM//obj//107 .//MAD//punct//17
1.1 Förslag till bostadsförsörjningslag (2019:000) / Det allmännas roller;Bedömningar//NN|UTR|PLU|IND|NOM//nsubj:pass//7 och//KN//cc//2 insatser//NN|UTR|PLU|IND|NOM//conj//0 i//PP//case//5 första//RO|NOM//amod//5 stycket//NN|NEU|SIN|DEF|NOM//nmod//2 ska//VB|PRS|AKT//aux//7 genomföras//VB|INF|SFO//ROOT//7 med//PP//case//9 beaktande//NN|NEU|SIN|IND|NOM//obl//7 av//PP//case//13 den//DT|UTR|SIN|DEF//det//13 regionala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 analysen//NN|UTR|SIN|DEF|NOM//nmod//9 enligt//PP//case//16 3//RG|NOM//nummod//16 §//NN|AN//nmod//13 .//MAD//punct//7
1.1 Förslag till bostadsförsörjningslag (2019:000) / Det allmännas roller;Kommunfullmäktige//NN|UTR|PLU|DEF|NOM//nsubj//6 ska//VB|PRS|AKT//aux//6 en//DT|UTR|SIN|IND//det//3 gång//NN|UTR|SIN|IND|NOM//obl//6 per//PP//case//5 mandatperiod//NN|UTR|SIN|IND|NOM//nmod//3 ta//VB|INF|AKT//ROOT//6 ställning//NN|UTR|SIN|IND|NOM//obj//6 till//PP//case//10 gjorda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 bedömningar//NN|UTR|PLU|IND|NOM//obl//6 och//KN//cc//12 uppföljningar//NN|UTR|PLU|IND|NOM//conj//10 .//MAD//punct//6
1.1 Förslag till bostadsförsörjningslag (2019:000) / Det allmännas roller;5//RG|NOM//nummod//15 §//NN|AN//nsubj//19  //_SP////15 Länsstyrelsen//NN|UTR|SIN|DEF|NOM//conj//15 ska//VB|PRS|AKT//aux//19 lämna//VB|INF|AKT//parataxis//6 kommunerna//NN|UTR|PLU|DEF|NOM//obj//19 i//PP//case//22 länet//NN|NEU|SIN|DEF|NOM//nmod//20 råd//NN|NEU|SIN|IND|NOM//obj//19 och//KN//cc//25 information//NN|UTR|SIN|IND|NOM//conj//23 till//PP//case//27 stöd//NN|NEU|SIN|IND|NOM//nmod//25 för//PP//mark//30 att//IE//mark//30 lösa//VB|INF|AKT//advcl//19 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//32 uppgifter//NN|UTR|PLU|IND|NOM//obj//30 enligt//PP//case//35 4//RG|NOM//nummod//35 §//NN|AN//obl//30 .//MAD//punct//6
1.1 Förslag till bostadsförsörjningslag (2019:000) / Det allmännas roller;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//1 ska//VB|PRS|AKT//ROOT//1 ,//MID//punct//7 inom//PP//advmod//6 ramen//NN|UTR|SIN|DEF|NOM//fixed//3 för//PP//fixed//3 tilldelade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//7 resurser//NN|UTR|PLU|IND|NOM//obl//1 ,//MID//punct//9 sträva//VB|INF|AKT//conj//1 efter//PP//mark//12 att//IE//mark//12 sluta//VB|INF|AKT//advcl//9 avtal//NN|NEU|PLU|IND|NOM//obj//12 med//PP//case//15 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//13 och//KN//cc//17 regionen//NN|UTR|SIN|DEF|NOM//conj//15 om//PP//case//19 genomförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//17 av//PP//case//21 insatser//NN|UTR|PLU|IND|NOM//nmod//19 som//HP|-|-|-//nsubj//23 kräver//VB|PRS|AKT//acl:relcl//21 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//25 medverkan//NN|UTR|SIN|IND|NOM//obj//23 .//MAD//punct//1
1.1 Förslag till bostadsförsörjningslag (2019:000) / Det allmännas roller;Avtal//NN|NEU|SIN|IND|NOM//nsubj//6 enligt//PP//case//3 andra//RO|NOM//amod//3 stycket//NN|NEU|SIN|DEF|NOM//nmod//0 kan//VB|PRS|AKT//aux//6 också//AB//advmod//6 omfatta//VB|INF|AKT//ROOT//6 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 parter//NN|UTR|PLU|IND|NOM//obj//6 .//MAD//punct//6

