– en långsiktigt hållbar militär personalförsörjning och en modern folkförankring av försvaret;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//6 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 personalförsörjning//NN|UTR|SIN|IND|NOM//nmod//2
Till statsrådet och chefen för Försvarsdepartementet;Samma//DT|UTR/NEU|SIN/PLU|IND//det//30 datum//NN|NEU|SIN|IND|NOM//nsubj:pass//31 förordnades//VB|PRT|SFO//parataxis//4 som//KN//mark//33 experter//NN|UTR|PLU|IND|NOM//xcomp//31 ,//MID//punct//35 rikshemvärnschefen//NN|UTR|SIN|DEF|NOM//conj//33 ,//MID//punct//33 brigadgeneralen//NN|UTR|SIN|DEF|NOM//nmod//38 Roland//PM|NOM//conj//33 Ekenberg//PM|NOM//flat//38 ,//MID//punct//38 ställföreträdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 personaldirektören//NN|UTR|SIN|DEF|NOM//conj//33 i//PP//case//44 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//42 ,//MID//punct//47 brigadgeneralen//NN|UTR|SIN|DEF|NOM//nmod//47 Klas//PM|NOM//conj//31 Eksell//PM|NOM//flat:name//47 ,//MID//punct//31 och//KN//cc//52 rikslottachefen//NN|UTR|SIN|DEF|NOM//nmod//52 Annette//PM|NOM//conj//31 Rihagen//PM|NOM//flat:name//52 .//MAD//punct//4
Till statsrådet och chefen för Försvarsdepartementet;Den//DT|UTR|SIN|DEF//det//57 4//RO|NOM//nummod//57 mars//NN|UTR|SIN|IND|NOM//nsubj:pass//59 2014//RG|NOM//nummod//57 förordnades//VB|PRT|SFO//parataxis//4 arbetsrättsjuristen//NN|UTR|SIN|DEF|NOM//nmod//61 Carl//PM|NOM//nsubj:pass//59 Durling//PM|NOM//flat:name//61 ,//MID//punct//61 Arbetsgivarverket//PM|NOM//appos//61 ,//MID//punct//64 som//KN//mark//67 expert//NN|UTR|SIN|IND|NOM//advcl//59 .//MAD//punct//4
Till statsrådet och chefen för Försvarsdepartementet;Den//DT|UTR|SIN|DEF//det//71 6//RO|NOM//nummod//71 mars//NN|UTR|SIN|IND|NOM//obl//73 2014//RG|NOM//nummod//71 förordnades//VB|PRT|SFO//parataxis//4 juristen//NN|UTR|SIN|DEF|NOM//nmod//75 Lars//PM|NOM//nsubj:pass//73 Gellner//PM|NOM//flat//75 ,//MID//punct//75 Svenskt//JJ|POS|NEU|SIN|IND|NOM//compound//79 Näringsliv//NN|NEU|SIN|IND|NOM//appos//75 ,//MID//punct//75 och//KN//cc//83 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 ordföranden//NN|UTR|SIN|DEF|NOM//conj//75 i//PP//case//87 Frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//87 försvarsorganisationernas//NN|UTR|PLU|DEF|GEN//nmod:poss//87 samarbetskommitté//NN|UTR|SIN|IND|NOM//nmod//83 (//PAD//punct//75 FOS//PM|NOM//appos//75 )//PAD//punct//4
Till statsrådet och chefen för Försvarsdepartementet;Reidun//PM|NOM//ROOT//0 Eklöw//PM|NOM//flat:name//0 som//KN//mark//3 experter//NN|UTR|PLU|IND|NOM//nmod//0 .//MAD//punct//0
Till statsrådet och chefen för Försvarsdepartementet;Den//DT|UTR|SIN|DEF//det//7 7//RO|NOM//nummod//7 mars//NN|UTR|SIN|IND|NOM//obl//9 2014//RG|NOM//nummod//7 förordnades//VB|PRT|SFO//parataxis//0 enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//11 Soledad//PM|NOM//compound//12 Grafeuille//PM|NOM//nsubj:pass//9 ,//MID//punct//14 Arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//conj//12 ,//MID//punct//14 som//KN//mark//17 expert//NN|UTR|SIN|IND|NOM//advcl//12 .//MAD//punct//0
Till statsrådet och chefen för Försvarsdepartementet;Den//DT|UTR|SIN|DEF//det//21 14//RG|NOM//nummod//21 mars//NN|UTR|SIN|IND|NOM//obl//23 2014//RG|NOM//nummod//21 förordnades//VB|PRT|SFO//parataxis//0 ledamoten//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 i//PP//case//26 Intresseorganisationen//NN|UTR|SIN|DEF|NOM//nmod//24 Svensk//PM|NOM//amod//28 Soldat//NN|UTR|SIN|IND|NOM//obl:agent//23 (//PAD//punct//28 SveSo//NN|UTR|SIN|IND|NOM//appos//28 )//PAD//punct//30 Madeleine//PM|NOM//conj//28 Engström//PM|NOM//flat:name//32 som//KN//mark//35 expert//NN|UTR|SIN|IND|NOM//conj//28 .//MID//punct//28
Till statsrådet och chefen för Försvarsdepartementet;Vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 rektorn//NN|UTR|SIN|DEF|NOM//appos//28 Andrew//PM|NOM//nsubj:pass//41 Casson//PM|NOM//flat//39 förordnades//VB|PRT|SFO//conj//0 som//KN//mark//43 expert//NN|UTR|SIN|IND|NOM//xcomp//41 den//DT|UTR|SIN|DEF//det//46 21//RG|NOM//nummod//46 maj//NN|UTR|SIN|IND|NOM//obl//41 2014//RG|NOM//nummod//46 och//KN//cc//51 samma//DT|UTR/NEU|SIN/PLU|IND//det//50 dag//NN|UTR|SIN|IND|NOM//obl//51 förordnades//VB|PRT|SFO//conj//0 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//53 Helena//PM|NOM//nsubj//51 Mähler//PM|NOM//flat//53 Lejon//PM|NOM//flat//53 ,//MID//punct//57 Utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//conj//53 ,//MID//punct//57 som//KN//mark//60 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//xcomp//51 .//MAD//punct//0
Till statsrådet och chefen för Försvarsdepartementet;Den//DT|UTR|SIN|DEF//det//64 27//RG|NOM//nummod//64 maj//NN|UTR|SIN|IND|NOM//obl//66 2014//RG|NOM//nummod//64 förordnades//VB|PRT|SFO//parataxis//0 samordnaren//NN|UTR|SIN|DEF|NOM//nmod//68 Pär//PM|NOM//nsubj//66 Sellberg//PM|NOM//flat:name//68 ,//MID//punct//68 Myndigheten//NN|UTR|SIN|DEF|NOM//appos//0 för//PP//case//73 yrkeshögskolan//NN|UTR|SIN|DEF|NOM//nmod//71 ,//MID//punct//76 som//KN//mark//76 expert//NN|UTR|SIN|IND|NOM//acl:relcl//71 .//MAD//punct//0
Till statsrådet och chefen för Försvarsdepartementet;Som//KN//mark//2 utredningssekreterare//NN|UTR|PLU|IND|NOM//nsubj:pass//2 anställdes//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 27//RG|NOM//nummod//6 januari//NN|UTR|SIN|IND|NOM//nmod//21 2014//RG|NOM//nummod//6 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//appos//6 Anna//PM|NOM//flat:name//8 Tengberg//PM|NOM//conj//8 och//KN//cc//15 fr.o.m.//AB|AN//case//15 den//DT|UTR|SIN|DEF//det//15 10//RG|NOM//nummod//15 mars//NN|UTR|SIN|IND|NOM//conj//8 2014//RG|NOM//nummod//15 fil//NN|AN//conj//8 .//MAD//punct//6
Till statsrådet och chefen för Försvarsdepartementet;kand//NN|AN//appos//6 .//MID//punct//6
Till statsrådet och chefen för Försvarsdepartementet;Cecilia//PM|NOM//obl//2 Wihlborg//PM|NOM//flat:name//21 .//MAD//punct//2
Till statsrådet och chefen för Försvarsdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//12 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Utredningen//NN|UTR|SIN|DEF|NOM//obj//4 om//PP//case//10 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 personalförsörjning//NN|UTR|SIN|IND|NOM//nmod//6 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//12 härmed//AB//advmod//12 betänkandet//NN|NEU|SIN|DEF|NOM//obj//12
Till statsrådet och chefen för Försvarsdepartementet;Försvarsmakten//NN|UTR|SIN|DEF|NOM//ROOT//0 i//PP//case//2 samhället//NN|NEU|SIN|DEF|NOM//nmod//0 –//RG|NOM//punct//0 en//DT|UTR|SIN|IND//det//8 långsiktigt//AB|POS//advmod//6 hållbar//JJ|POS|UTR|SIN|IND|NOM//amod//8 militär//JJ|POS|UTR|SIN|IND|NOM//amod//8 personalförsörjning//NN|UTR|SIN|IND|NOM//appos//0 och//KN//cc//12 en//DT|UTR|SIN|IND//det//12 modern//JJ|POS|UTR|SIN|IND|NOM//amod//12 folkförankring//NN|UTR|SIN|IND|NOM//conj//8 av//PP//case//14 försvaret//NN|NEU|SIN|DEF|NOM//nmod//12 (//PAD//punct//12 SOU//PM|NOM//nmod//12 2014:73//RG|NOM//nummod//16 )//PAD//punct//12 .//MAD//punct//0
Till statsrådet och chefen för Försvarsdepartementet;Till//PP//case//1 betänkandet//NN|NEU|SIN|DEF|NOM//obl//2 bifogas//VB|PRS|SFO//ROOT//2 ett//DT|NEU|SIN|IND//det//5 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//5 yttrande//NN|NEU|SIN|IND|NOM//nsubj:pass//2 av//PP//case//9 Helena//PM|NOM//compound//9 Mähler//PM|NOM//flat//7 Lejon//NN|NEU|SIN|IND|NOM//nmod//5 .//MAD//punct//2
Till statsrådet och chefen för Försvarsdepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 med//PP//case//4 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//5 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//5 .//MAD//punct//5
Till statsrådet och chefen för Försvarsdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 november//NN|UTR|SIN|IND|NOM//obl//0 2014//RG|NOM//nummod//2 .//MAD//punct//0
Till statsrådet och chefen för Försvarsdepartementet;Stefan//PM|NOM//ROOT//0 Ryding-Berg//PM|NOM//flat:name//0 /Anna//RG|NOM//cc//3 Tengberg//PM|NOM//conj//0
Till statsrådet och chefen för Försvarsdepartementet;Cecilia//PM|NOM//ROOT//0 Wihlborg//PM|NOM//flat:name//0


1.1 Uppdraget;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 fått//VB|SUP|AKT//ROOT//2 i//PP//compound:prt//2 uppdrag//NN|NEU|SIN|IND|NOM//fixed//3 att//IE//mark//6 lämna//VB|INF|AKT//xcomp//2 förslag//NN|NEU|SIN|IND|NOM//obj//6 till//PP//mark//13 hur//HA//advmod//13 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 personalförsörjning//NN|UTR|SIN|IND|NOM//nsubj:pass//13 bör//VB|PRS|AKT//aux//13 utvecklas//VB|INF|SFO//advcl//6 inom//PP//case//19 ramen//NN|UTR|SIN|DEF|NOM//fixed//14 för//PP//fixed//14 den//DT|UTR|SIN|DEF//det//19 försvarspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 inriktning//NN|UTR|SIN|IND|NOM//obl//13 som//HP|-|-|-//obl//23 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//23 har//VB|PRS|AKT//aux//23 beslutat//VB|SUP|AKT//acl:relcl//19 om//PP//case//20 .//MAD//punct//2
1.1 Uppdraget;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//29 har//VB|PRS|AKT//aux//29 vidare//AB|KOM//advmod//29 fått//VB|SUP|AKT//parataxis//2 i//PP//compound:prt//29 uppdrag//NN|NEU|SIN|IND|NOM//fixed//30 att//IE//mark//39 inom//PP//case//38 ramen//NN|UTR|SIN|DEF|NOM//fixed//33 för//PP//fixed//33 det//DT|NEU|SIN|DEF//det//38 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 personalförsörjningssystemet//NN|NEU|SIN|DEF|NOM//obl//39 analysera//VB|INF|AKT//advcl//29 och//KN//cc//41 föreslå//VB|INF|AKT//conj//39 hur//HA//advmod//46 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//44 folkförankring//NN|UTR|SIN|IND|NOM//nsubj:pass//46 kan//VB|PRS|AKT//aux//46 säkerställas//VB|INF|SFO//ccomp//41 samt//KN//cc//49 att//IE//mark//49 analysera//VB|INF|AKT//conj//39 hemvärnet//NN|NEU|SIN|DEF|NOM//obj//49 med//PP//case//55 de//DT|UTR/NEU|PLU|DEF//det//54 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 skyddsstyrkornas//NN|UTR|PLU|DEF|GEN//nmod:poss//55 roll//NN|UTR|SIN|IND|NOM//obl//49 i//PP//case//59 det//DT|NEU|SIN|DEF//det//59 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 försvaret//NN|NEU|SIN|DEF|NOM//nmod//55 .//MAD//punct//29
1.1 Uppdraget;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//62 förslag//NN|NEU|SIN|IND|NOM//nsubj//64 ska//VB|PRS|AKT//aux//64 bidra//VB|INF|AKT//parataxis//29 till//PP//case//69 en//DT|UTR|SIN|IND//det//69 långsiktigt//AB|POS//advmod//68 hållbar//JJ|POS|UTR|SIN|IND|NOM//amod//69 personalförsörjning//NN|UTR|SIN|IND|NOM//obl//64 av//PP//case//73 det//DT|NEU|SIN|DEF//det//73 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//73 försvaret//NN|NEU|SIN|DEF|NOM//nmod//69 .//MAD//punct//2
1.1 Uppdraget;Inom//PP//case//3 ramen//NN|UTR|SIN|DEF|NOM//fixed//0 för//PP//fixed//0 uppdraget//NN|NEU|SIN|DEF|NOM//obl//4 ska//VB|PRS|AKT//ROOT//4 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//4 ://MAD//punct//4
1.1 Uppdraget;•//NN|UTR|SIN|IND|NOM//punct//2 särskilt//AB//advmod//2 kartlägga//VB|INF|AKT//ROOT//2 och//KN//cc//4 analysera//VB|INF|AKT//conj//2 andelen//NN|UTR|SIN|DEF|NOM//amod//6 avhopp//NN|NEU|PLU|IND|NOM//obj//4 från//PP//case//11 den//DT|UTR|SIN|DEF//det//11 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 utbildningen//NN|UTR|SIN|DEF|NOM//nmod//6 (//PAD//punct//6 GMU//PM|NOM//appos//6 )//PAD//punct//13 ,//MID//punct//2
1.1 Uppdraget;•//NN|UTR|SIN|IND|NOM//nsubj//1 kartlägga//VB|INF|AKT//ROOT//1 och//KN//cc//3 analysera//VB|INF|AKT//conj//1 i//PP//case//6 vilken//HD|UTR|SIN|IND//det//6 utsträckning//NN|UTR|SIN|IND|NOM//obl//3 gruppbefäl//NN|NEU|SIN|IND|NOM//nsubj//14 ,//MID//punct//9 soldater//NN|UTR|PLU|IND|NOM//conj//7 och//KN//cc//11 sjömän//NN|UTR|PLU|IND|NOM//conj//7 kommer//VB|PRS|AKT//aux//14 att//IE//mark//14 fullfölja//VB|INF|AKT//conj//1 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//16 anställningar//NN|UTR|PLU|IND|NOM//obj//14 i//PP//case//19 den//DT|UTR|SIN|DEF//det//19 utsträckning//NN|UTR|SIN|IND|NOM//obl//14 som//HP|-|-|-//obj//23 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//23 har//VB|PRS|AKT//aux//23 antagit//VB|SUP|AKT//acl:relcl//19 ,//MID//punct//1
1.1 Uppdraget;•//NN|UTR|SIN|IND|NOM//nsubj//1 analysera//VB|INF|AKT//ROOT//1 det//DT|NEU|SIN|DEF//det//4 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 systemet//NN|NEU|SIN|DEF|NOM//obj//1 för//PP//case//6 rekrytering//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//8 gruppbefäl//NN|UTR|SIN|IND|NOM//nmod//6 ,//MID//punct//10 soldater//NN|UTR|PLU|IND|NOM//conj//8 och//KN//cc//12 sjömän//NN|UTR|PLU|IND|NOM//conj//8 inklusive//PP//case//14 soldatförsörjningen//NN|UTR|SIN|DEF|NOM//nmod//6 inom//PP//case//16 hemvärnet//NN|NEU|SIN|DEF|NOM//nmod//14 med//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 skyddsstyrkorna//NN|UTR|PLU|DEF|NOM//nmod//16 ,//MID//punct//1
1.1 Uppdraget;•//NN|UTR|SIN|IND|NOM//nsubj//1 analysera//VB|INF|AKT//ROOT//1 behovet//NN|NEU|SIN|DEF|NOM//obj//1 av//PP//compound:prt//1 och//KN//cc//5 föreslå//VB|INF|AKT//conj//1 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 förbättringar//NN|UTR|PLU|IND|NOM//obj//5 i//PP//case//13 fråga//NN|UTR|SIN|IND|NOM//fixed//8 om//PP//fixed//8 bl.a.//AB|AN//advmod//13 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 villkor//NN|NEU|PLU|IND|NOM//obl//5 för//PP//case//15 gruppbefäl//NN|NEU|SIN|IND|NOM//nmod//13 ,//MID//punct//17 soldater//NN|UTR|PLU|IND|NOM//conj//15 och//KN//cc//19 sjömän//NN|UTR|PLU|IND|NOM//conj//15 ,//MID//punct//1
1.1 Uppdraget;•//NN|UTR|SIN|IND|NOM//nsubj//1 föreslå//VB|INF|AKT//ROOT//1 åtgärder//NN|UTR|PLU|IND|NOM//obj//1 för//PP//mark//6 att//IE//mark//6 särskilt//AB//advmod//6 stärka//VB|INF|AKT//advcl//1 rekryteringen//NN|UTR|SIN|DEF|NOM//obj//6 av//PP//case//11 tidvis//AB//advmod//10 tjänstgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 personal//NN|UTR|SIN|IND|NOM//nmod//7 ,//MID//punct//1
