Konsumenten i centrum;–//RG|NOM//punct//4  //_SP////0 ett//DT|NEU|SIN|IND//det//4 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 konsumentstöd//NN|NEU|SIN|IND|NOM//ROOT//4
Till statsrådet Birgitta Ohlsson;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Utredningen//NN|UTR|SIN|DEF|NOM//obj//2 om//PP//case//7 framtidens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 stöd//NN|NEU|SIN|IND|NOM//nmod//4 till//PP//case//9 konsumenter//NN|UTR|PLU|IND|NOM//nmod//7 (//PAD//punct//4 Ju//NN|AN//advmod//12 2011:06//RG|NOM//appos//4 )//PAD//punct//2 .//MAD//punct//2
Till statsrådet Birgitta Ohlsson;Härmed//AB//advmod//1 överlämnar//VB|PRS|AKT//ROOT//1 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 sitt//PS|NEU|SIN|DEF//nmod:poss//4 betänkande//NN|NEU|SIN|IND|NOM//nmod//5 Konsumenten//NN|UTR|SIN|DEF|NOM//obj//1 i//PP//case//7 centrum//NN|NEU|SIN|DEF|NOM//obl//1  //_SP////7 –//PAD//punct//1 e//PP//nummod//11 tt//NN|NEU|SIN|IND|NOM//appos//1 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 konsumentstöd//NN|NEU|SIN|IND|NOM//obj//11  //_SP////13 (//PAD//punct//13 SOU//PM|NOM//appos//13 2012:43//RG|NOM//nummod//16 )//PAD//punct//16 .//MAD//punct//23
Till statsrådet Birgitta Ohlsson;Till//PP//case//21 betänkandet//NN|NEU|SIN|DEF|NOM//obl//23 har//VB|PRS|AKT//aux//23 fogats//VB|SUP|SFO//conj//1 två//RG|NOM//nummod//26 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//26 yttranden//NN|NEU|PLU|IND|NOM//obj//23 .//MAD//punct//1
Till statsrådet Birgitta Ohlsson;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 härmed//AB//advmod//3 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//3 .//MAD//punct//3
Till statsrådet Birgitta Ohlsson;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 juni//NN|UTR|SIN|IND|NOM//obl//0 2012//RG|NOM//nummod//2
Till statsrådet Birgitta Ohlsson;Elisabeth//PM|NOM//ROOT//0 Tandan//PM|NOM//flat:name//0 /Hanna//RG|NOM//compound//3 Borén//PM|NOM//nmod//0


Bakgrund;4.1//RG|NOM//nsubj//12 Tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 utredningar//NN|UTR|PLU|IND|NOM//nmod//0 och//KN//cc//5 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 mål//NN|NEU|SIN|IND|NOM//conj//2 med//PP//case//9 5.2//RG|NOM//nummod//9 Bristande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 kunskaper//NN|UTR|PLU|IND|NOM//nmod//5 och//KN//cc//11 engagemang//NN|NEU|SIN|IND|NOM//conj//9 rörande//PP//ROOT//12


1 Förslag till förordning (0000:000) om konsumentinformation;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//1 .//MAD//punct//1
1 Förslag till förordning (0000:000) om konsumentinformation;1//RG|NOM//nummod//5 §//NN|AN//obl//16  //_SP////5 I//PP//nmod//5 syfte//NN|NEU|SIN|IND|NOM//fixed//7 att//IE//mark//10 förbättra//VB|INF|AKT//acl//5 tillgängligheten//NN|UTR|SIN|DEF|NOM//obj//10 till//PP//case//13 konsumentinformation//NN|UTR|SIN|IND|NOM//nmod//11 ska//VB|PRS|AKT//aux//16 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 finnas//VB|INF|SFO//parataxis//1 en//DT|UTR|SIN|IND//det//19 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//19 informationstjänst//NN|UTR|SIN|IND|NOM//nsubj//16 med//PP//case//22 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//22 information//NN|UTR|SIN|IND|NOM//obl//16 som//HP|-|-|-//nsubj//26 ska//VB|PRS|AKT//aux//26 vara//VB|INF|AKT//cop//26 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//22 genom//PP//case//30 ett//DT|NEU|SIN|IND//det//30 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//30 nätverk//NN|NEU|SIN|IND|NOM//obl//26 .//MAD//punct//1
1 Förslag till förordning (0000:000) om konsumentinformation;2//RG|NOM//nummod//33 §//NN|AN//nsubj//37  //_SP////33 Informationstjänsten//NN|UTR|SIN|DEF|NOM//conj//33 ska//VB|PRS|AKT//aux//37 innehålla//VB|INF|AKT//parataxis//1 information//NN|UTR|SIN|IND|NOM//obj//37 om//PP//case//42 konsumentens//NN|UTR|SIN|DEF|GEN//nmod:poss//42 rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 ställning//NN|UTR|SIN|IND|NOM//nmod//38 samt//KN//cc//44 information//NN|UTR|SIN|IND|NOM//conj//42 som//HP|-|-|-//nsubj//46 syftar//VB|PRS|AKT//acl:relcl//44 till//PP//mark//49 att//IE//mark//49 möjliggöra//VB|INF|AKT//xcomp//46 för//PP//case//51 konsumenten//NN|UTR|SIN|DEF|NOM//obl//49 att//IE//mark//53 göra//VB|INF|AKT//xcomp//49 medvetna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 och//KN//cc//56 välinformerade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//54 val//NN|NEU|PLU|IND|NOM//obj//53 .//MAD//punct//1
1 Förslag till förordning (0000:000) om konsumentinformation;Informationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//61 ska//VB|PRS|AKT//aux//61 tillhandahållas//VB|INF|SFO//parataxis//1 elektroniskt//AB|POS//advmod//61 av//PP//case//66 de//DT|UTR/NEU|PLU|DEF//det//66 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 myndigheter//NN|UTR|PLU|IND|NOM//obl:agent//61 som//HP|-|-|-//nsubj//69 är//VB|PRS|AKT//cop//69 informationsansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//66 .//MAD//punct//61
1 Förslag till förordning (0000:000) om konsumentinformation;Den//DT|UTR|SIN|DEF//det//1 samordningsmyndighet//NN|UTR|SIN|IND|NOM//nsubj//9 som//HP|-|-|-//nsubj:pass//3 avses//VB|PRS|SFO//acl:relcl//1 i//PP//case//6 5//RG|NOM//nummod//6 §//NN|AN//obl//3 ska//VB|PRS|AKT//aux//9 ensam//JJ|POS|UTR|SIN|IND|NOM//amod//9 besluta//VB|INF|AKT//ROOT//9 vilken//HD|UTR|SIN|IND//det//11 information//NN|UTR|SIN|IND|NOM//obj//9 som//HP|-|-|-//nsubj//14 ska//VB|PRS|AKT//aux//14 ingå//VB|INF|AKT//acl:relcl//11 i//PP//case//16 informationstjänsten//NN|UTR|SIN|DEF|NOM//obl//14 .//MAD//punct//9

1 Förslag till förordning (0000:000) om konsumentinformation / Informationsansvar;3//RG|NOM//nummod//1 §//NN|AN//nmod//3  //_SP////1 Informationsansvar//NN|NEU|SIN|IND|NOM//nsubj//7 enligt//PP//case//6 denna//DT|UTR|SIN|DEF//det//6 förordning//NN|UTR|SIN|IND|NOM//nmod//3 innefattar//VB|PRS|AKT//ROOT//7 en//DT|UTR|SIN|IND//det//9 skyldighet//NN|UTR|SIN|IND|NOM//obj//7 att//IE//mark//11 tillhandahålla//VB|INF|AKT//acl//9 aktuell//JJ|POS|UTR|SIN|IND|NOM//amod//15 ,//MID//punct//14 tillförlitlig//JJ|POS|UTR|SIN|IND|NOM//amod//15 information//NN|UTR|SIN|IND|NOM//obj//11 som//HP|-|-|-//nsubj//18 är//VB|PRS|AKT//cop//18 relevant//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//15 ur//PP//case//21 ett//DT|NEU|SIN|IND//det//21 konsumentperspektiv//NN|NEU|SIN|IND|NOM//obl//18 .//MAD//punct//7
1 Förslag till förordning (0000:000) om konsumentinformation / Informationsansvar;Informationsansvaret//NN|NEU|SIN|DEF|NOM//nsubj//24 innebär//VB|PRS|AKT//parataxis//7 även//AB//advmod//24 en//DT|UTR|SIN|IND//det//27 skyldighet//NN|UTR|SIN|IND|NOM//obj//24 att//IE//mark//29 se//VB|INF|AKT//acl//27 till//PL//compound:prt//29 att//SN//mark//33 informationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//33 görs//VB|PRS|SFO//ccomp//29 elektroniskt//AB|POS//advmod//35 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//xcomp//33 för//PP//case//37 samordningsmyndigheten//NN|UTR|SIN|DEF|NOM//obl//33 samt//KN//cc//40 ett//DT|NEU|SIN|IND//det//40 ansvar//NN|NEU|SIN|IND|NOM//conj//37 för//PP//case//42 säkerheten//NN|UTR|SIN|DEF|NOM//nmod//40 i//PP//case//46 det//DT|NEU|SIN|DEF//det//46 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 informationssystemet//NN|NEU|SIN|DEF|NOM//nmod//42 .//MAD//punct//7

1 Förslag till förordning (0000:000) om konsumentinformation / Samordning;5//RG|NOM//nummod//1 §//NN|AN//nsubj//5  //_SP////1 Konsumentverket//NN|NEU|SIN|DEF|NOM//nmod//1 är//VB|PRS|AKT//cop//5 samordningsmyndighet//NN|UTR|SIN|IND|NOM//ROOT//5 för//PP//case//7 informationstjänsten//NN|UTR|SIN|DEF|NOM//nmod//5 enligt//PP//case//10 denna//DT|UTR|SIN|DEF//det//10 förordning//NN|UTR|SIN|IND|NOM//nmod//7 .//MAD//punct//5
1 Förslag till förordning (0000:000) om konsumentinformation / Samordning;6//RG|NOM//nummod//13 §//NN|AN//appos//5  //_SP////13 Samordningsmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//17 ska//VB|PRS|AKT//aux//17 utveckla//VB|INF|AKT//acl:relcl//5 ,//MID//punct//19 tillhandahålla//VB|INF|AKT//conj//17 och//KN//cc//21 förvalta//VB|INF|AKT//conj//17 informationstjänsten//NN|UTR|SIN|DEF|NOM//obj//21 samt//KN//cc//24 sköta//VB|INF|AKT//conj//17 praktisk//JJ|POS|UTR|SIN|IND|NOM//amod//26 samordning//NN|UTR|SIN|IND|NOM//obj//24 och//KN//cc//29 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 driftsfrågor//NN|UTR|PLU|IND|NOM//conj//26 .//MAD//punct//5
1 Förslag till förordning (0000:000) om konsumentinformation / Samordning;Myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//32 ansvarar//VB|PRS|AKT//parataxis//5 även//AB//advmod//32 för//PP//case//37 det//DT|NEU|SIN|DEF//det//37 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 systemet//NN|NEU|SIN|DEF|NOM//obl//32 och//KN//cc//39 uppföljning//NN|UTR|SIN|IND|NOM//conj//37 av//PP//case//41 informationstjänsten//NN|UTR|SIN|DEF|NOM//nmod//39 .//MAD//punct//5
1 Förslag till förordning (0000:000) om konsumentinformation / Samordning;Samordningsmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//1 ansvarar//VB|PRS|AKT//ROOT//1 för//PP//mark//4 att//IE//mark//4 träffa//VB|INF|AKT//advcl//1 avtal//NN|NEU|PLU|IND|NOM//obj//4 med//PP//case//8 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 aktörer//NN|UTR|PLU|IND|NOM//nmod//5 än//KN//case//10 myndigheter//NN|UTR|PLU|IND|NOM//nmod//8 med//PP//case//12 informationsansvar//NN|NEU|PLU|IND|NOM//nmod//10 ,//MID//punct//18 som//HP|-|-|-//obj//18 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//18 bedömer//VB|PRS|AKT//aux//18 kan//VB|PRS|AKT//aux//18 ha//VB|INF|AKT//advcl//4 en//DT|UTR|SIN|IND//det//21 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//21 roll//NN|UTR|SIN|IND|NOM//obj//18 i//PP//case//23 informationstjänsten//NN|UTR|SIN|DEF|NOM//obl//18 och//KN//cc//26 om//SN//case//26 villkoren//NN|NEU|PLU|DEF|NOM//conj//18 för//PP//case//29 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//29 medverkan//NN|UTR|SIN|IND|NOM//nmod//26 .//MAD//punct//1
1 Förslag till förordning (0000:000) om konsumentinformation / Samordning;Samordningsmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//1 ansvarar//VB|PRS|AKT//ROOT//1 för//PP//case//3 huvudredaktörskapet//NN|NEU|SIN|DEF|NOM//obl//1 .//MAD//punct//1
1 Förslag till förordning (0000:000) om konsumentinformation / Samordning;I//PP//case//6 huvudredaktörskapet//NN|NEU|SIN|DEF|NOM//obl//7 ingår//VB|PRS|AKT//conj//1 att//SN//mark//10 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//10 beslutar//VB|PRS|AKT//ccomp//7 om//PP//case//12 strukturering//NN|UTR|SIN|IND|NOM//obl//10 av//PP//case//14 information//NN|UTR|SIN|IND|NOM//nmod//12 och//KN//cc//17 redaktionellt//JJ|POS|NEU|SIN|IND|NOM//amod//17 upplägg//NN|NEU|SIN|IND|NOM//conj//14 .//MAD//punct//7
1 Förslag till förordning (0000:000) om konsumentinformation / Samordning;Ändringar//NN|UTR|PLU|IND|NOM//nsubj:pass//28 som//HP|-|-|-//nsubj//26 inte//AB//advmod//26 är//VB|PRS|AKT//cop//26 av//PP//case//26 enbart//AB//advmod//25 redaktionell//JJ|POS|UTR|SIN|IND|NOM//amod//26 karaktär//NN|UTR|SIN|IND|NOM//acl:relcl//19 ska//VB|PRS|AKT//aux//28 göras//VB|INF|SFO//parataxis//7 i//PP//case//30 samråd//NN|NEU|SIN|IND|NOM//obl//28 med//PP//case//32 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//30 som//HP|-|-|-//nsubj//34 lämnat//VB|SUP|AKT//acl:relcl//32 informationen//NN|UTR|SIN|DEF|NOM//obj//34 .//MAD//punct//28
1 Förslag till förordning (0000:000) om konsumentinformation / Samordning;7//RG|NOM//nummod//38 §//NN|AN//obl//28  //_SP////38 Vid//PP//case//41 Konsumentverket//NN|NEU|SIN|DEF|NOM//nmod//38 ska//VB|PRS|AKT//aux//44 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 finnas//VB|INF|SFO//conj//1 ett//DT|NEU|SIN|IND//det//47 rådgivande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 organ//NN|NEU|SIN|IND|NOM//nsubj//44 ,//MID//punct//47 som//HP|-|-|-//nsubj//50 benämns//VB|PRS|SFO//acl:relcl//47 Rådet//NN|NEU|SIN|DEF|NOM//obj//50 för//PP//case//53 konsumentinformation//NN|UTR|SIN|IND|NOM//nmod//51 .//MAD//punct//1
1 Förslag till förordning (0000:000) om konsumentinformation / Samordning;Rådet//NN|NEU|SIN|DEF|NOM//nsubj//60 har//VB|PRS|AKT//aux//60 till//PP//case//58 uppgift//NN|UTR|SIN|IND|NOM//obl//60 att//IE//mark//60 bistå//VB|INF|AKT//conj//1 Konsumentverket//NN|NEU|SIN|DEF|NOM//obj//60 i//PP//case//64 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//64 uppgifter//NN|UTR|PLU|IND|NOM//obl//60 enligt//PP//case//67 denna//DT|UTR|SIN|DEF//det//67 förordning//NN|UTR|SIN|IND|NOM//obl//60 .//MAD//punct//60
