
1 KAP. PROBLEMFORMULERING;Jämställdhet//NN|UTR|SIN|IND|NOM//nsubj:pass//2 kan//VB|PRS|AKT//aux//2 beaktas//VB|INF|SFO//ROOT//2 i//PP//case//6 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 slag//NN|NEU|PLU|IND|NOM//obl//2 av//PP//case//8 regler//NN|UTR|PLU|IND|NOM//nmod//6 ,//MID//punct//11 exempelvis//AB//advmod//11 arbetsrätt//NN|UTR|SIN|IND|NOM//conj//8 ,//MID//punct//13 arbetsmiljö//NN|UTR|SIN|IND|NOM//conj//11 ,//MID//punct//15 villkor//NN|NEU|PLU|IND|NOM//conj//11 för//PP//case//17 verksamheter//NN|UTR|PLU|IND|NOM//nmod//15 ,//MID//punct//19 planering//NN|UTR|SIN|IND|NOM//conj//17 och//KN//cc//21 byggande//NN|NEU|SIN|IND|NOM//conj//17 av//PP//case//23 anläggningar//NN|UTR|PLU|IND|NOM//nmod//21 ,//MID//punct//25 upphandling//NN|UTR|SIN|IND|NOM//conj//17 av//PP//case//27 entreprenader//NN|UTR|PLU|IND|NOM//nmod//25 ,//MID//punct//29 trafikering//NN|UTR|SIN|IND|NOM//conj//27 och//KN//cc//32 mycket//JJ|POS|NEU|SIN|IND|NOM//advmod//32 annat//PN|NEU|SIN|IND|SUB/OBJ//conj//27 .//MAD//punct//2
1 KAP. PROBLEMFORMULERING / 1.1 F RÅGESTÄLLNINGAR;Vilka//HD|UTR/NEU|PLU|IND//det//15 aktörer//NN|UTR|PLU|IND|NOM//nsubj//16 tar//VB|PRS|AKT//parataxis//5 till//PP//compound:prt//16 vara//VB|INF|AKT//amod//19 jämställdhet//NN|UTR|SIN|IND|NOM//obj//16 i//PP//case//22 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 procedurer//NN|UTR|PLU|IND|NOM//obl//16 ?//MAD//punct//5
1 KAP. PROBLEMFORMULERING / 1.1 F RÅGESTÄLLNINGAR;"•//PP//case//2 Beslutets//NN|NEU|SIN|DEF|GEN//nmod:poss//2 ramar//NN|UTR|PLU|IND|NOM//nsubj:pass//8 (//PAD//punct//2 gränser//NN|UTR|PLU|IND|NOM//appos//2 för//PP//case//6 beslutsutrymmet//NN|NEU|SIN|DEF|NOM//nmod//4 )//PAD//punct//2 sätts//VB|PRS|SFO//ROOT//8 på//PP//case//11 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 sätt//NN|NEU|PLU|IND|NOM//obl//8 ;//MID//punct//8"
1 KAP. PROBLEMFORMULERING / 1.1 F RÅGESTÄLLNINGAR;är//VB|PRS|AKT//cop//15 det//PN|NEU|SIN|DEF|SUB/OBJ//det//15 skyddskrav//NN|NEU|SIN|IND|NOM//parataxis//8 ,//MID//punct//17 riktvärden//NN|NEU|PLU|IND|NOM//conj//15 eller//KN//cc//19 mål//NN|NEU|PLU|IND|NOM//conj//17 ,//MID//punct//22 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 värderingar//NN|UTR|PLU|IND|NOM//conj//15 ,//MID//punct//24 pengar//NN|UTR|PLU|IND|NOM//conj//22 eller//KN//cc//26 annat//PN|NEU|SIN|IND|SUB/OBJ//conj//15 som//HP|-|-|-//nsubj//28 drar//VB|PRS|AKT//acl:relcl//26 gränserna//NN|UTR|PLU|DEF|NOM//obj//28 ?//MID//punct//15
1 KAP. PROBLEMFORMULERING / 1.1 F RÅGESTÄLLNINGAR;Vilka//HP|UTR/NEU|PLU|IND//nsubj//34 av//PP//case//33 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//31 utgör//VB|PRS|AKT//parataxis//15 hinder//NN|NEU|PLU|IND|NOM//obj//34 för//PP//case//37 jämställdhet//NN|UTR|SIN|IND|NOM//nmod//35 och//KN//cc//40 vad//HP|NEU|SIN|IND//nsubj//40 samverkar//VB|PRS|AKT//conj//34 ?//MAD//punct//8
1 KAP. PROBLEMFORMULERING / 1.1 F RÅGESTÄLLNINGAR;"•//PP//nmod//1 Beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//2 fattas//VB|PRS|SFO//ROOT//2 på//PP//case//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 sätt//NN|NEU|PLU|IND|NOM//obl//2 ;//MID//punct//2"
1 KAP. PROBLEMFORMULERING / 1.1 F RÅGESTÄLLNINGAR;är//VB|PRS|AKT//cop//9 det//PN|NEU|SIN|DEF|SUB/OBJ//det//9 avvägningar//NN|UTR|PLU|IND|NOM//parataxis//2 ,//MID//punct//11 rimlighetsbedömningar//NN|UTR|PLU|IND|NOM//conj//9 ,//MID//punct//14 absoluta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 gränser//NN|UTR|PLU|IND|NOM//conj//9 eller//KN//cc//16 annat//PN|NEU|SIN|IND|SUB/OBJ//conj//14 ?//MID//punct//9
1 KAP. PROBLEMFORMULERING / 1.1 F RÅGESTÄLLNINGAR;Hur//HA//advmod//21 kan//VB|PRS|AKT//aux//21 jämställdhet//NN|UTR|SIN|IND|NOM//nsubj//21 komma//VB|INF|AKT//parataxis//9 in//PL//compound:prt//21 i//PP//case//26 de//DT|UTR/NEU|PLU|DEF//det//26 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 typerna//NN|UTR|PLU|DEF|NOM//obl//21 av//PP//case//28 beslut//NN|NEU|PLU|IND|NOM//nmod//26 ?//MID//punct//9
1 KAP. PROBLEMFORMULERING / 1.1 F RÅGESTÄLLNINGAR;Som//KN//case//33 en//DT|UTR|SIN|IND//det//33 extra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 vikt//NN|UTR|SIN|IND|NOM//conj//9 på//PP//case//35 vågen//NN|UTR|SIN|DEF|NOM//nmod//33 ,//MID//punct//9 en//DT|UTR|SIN|IND//det//38 värderingsgrund//NN|UTR|SIN|IND|NOM//conj//9 eller//KN//cc//42 ett//DT|NEU|SIN|IND//det//42 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//42 stopp//NN|NEU|SIN|IND|NOM//conj//38 ?//MAD//punct//2
1 KAP. PROBLEMFORMULERING / 1.1 F RÅGESTÄLLNINGAR;•//PP//nmod//1 Beslut//NN|NEU|SIN|IND|NOM//nsubj//19 har//VB|PRS|AKT//aux//19 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 funktioner//NN|UTR|PLU|IND|NOM//obj//2 ://MID//punct//4
1 KAP. PROBLEMFORMULERING / 1.1 F RÅGESTÄLLNINGAR;exempelvis//AB//advmod//8 att//IE//mark//8 planera//VB|INF|AKT//appos//4 för//PP//case//13 en//DT|UTR|SIN|IND//det//13 samlat//VB|SUP|AKT//amod//13 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 lösning//NN|UTR|SIN|IND|NOM//obl//8 ,//MID//punct//15 pröva//VB|INF|AKT//conj//2 om//SN//compound:prt//15 ett//DT|NEU|SIN|IND//det//18 förslag//NN|NEU|SIN|IND|NOM//nsubj//19 klarar//VB|PRS|AKT//ROOT//19 lägsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//22 godtagbara//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 nivån//NN|UTR|SIN|DEF|NOM//obj//19 eller//KN//cc//24 skapa//VB|INF|AKT//conj//19 förutsättningar//NN|UTR|PLU|IND|NOM//obj//24 för//PP//case//28 ständiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 förbättringar//NN|UTR|PLU|IND|NOM//nmod//25 ?//MID//punct//19
1 KAP. PROBLEMFORMULERING / 1.1 F RÅGESTÄLLNINGAR;Vilka//HD|UTR/NEU|PLU|IND//det//31 slags//NN|NEU|PLU|IND|GEN//nmod:poss//32 jämställdhetsaspekter//NN|UTR|PLU|IND|NOM//nsubj//34 måste//VB|PRS|AKT//aux//34 finnas//VB|INF|SFO//conj//19 med//PL//compound:prt//34 eller//KN//cc//37 passar//VB|PRS|AKT//conj//34 in//PL//compound:prt//37 i//PP//case//41 respektive//AB//amod//41 funktion//NN|UTR|SIN|IND|NOM//obl//37 ?//MAD//punct//19
1 KAP. PROBLEMFORMULERING / 1.1 F RÅGESTÄLLNINGAR;"•//PP//nmod//1 Beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//2 fattas//VB|PRS|SFO//ROOT//2 i//PP//case//6 ”//PAD//punct//6 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 världar//NN|UTR|PLU|IND|NOM//obl//2 ”//PM|NOM//punct//2 ;//MID//punct//2"
1 KAP. PROBLEMFORMULERING / 1.1 F RÅGESTÄLLNINGAR;är//VB|PRS|AKT//cop//11 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 tekniker//NN|UTR|PLU|IND|NOM//nsubj:pass//32 ,//MID//punct//13 jurister//NN|UTR|PLU|IND|NOM//conj//11 ,//MID//punct//15 politiker//NN|UTR|PLU|IND|NOM//conj//11 ,//MID//punct//17 samhällsvetare//NN|UTR|PLU|IND|NOM//conj//11 ,//MID//punct//19 experter//NN|UTR|PLU|IND|NOM//conj//11 av//PP//case//22 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 slag//NN|NEU|PLU|IND|NOM//nmod//19 eller//KN//cc//25 en//DT|UTR|SIN|IND//det//25 blandning//NN|UTR|SIN|IND|NOM//conj//11 ?//MID//punct//11
1 KAP. PROBLEMFORMULERING / 1.1 F RÅGESTÄLLNINGAR;Hur//HA//advmod//32 ska//VB|PRS|AKT//aux//32 förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//32 för//PP//case//31 jämställdhet//NN|UTR|SIN|IND|NOM//nmod//29 uttryckas//VB|INF|SFO//conj//2 ,//MID//punct//32 för//PP//mark//37 att//IE//mark//37 verkligen//AB//advmod//37 nå//VB|INF|AKT//advcl//32 in//PL//compound:prt//37 i//PP//case//42 de//DT|UTR/NEU|PLU|DEF//det//42 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 typerna//NN|UTR|PLU|DEF|NOM//obl//37 av//PP//case//44 beslutsrum//NN|NEU|PLU|IND|NOM//nmod//42 ?//MAD//punct//2

1. KAP P ROBLEMFORMULERING (1);"•//NN|UTR|SIN|IND|NOM//advmod//5 Beslutens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 formulering//NN|UTR|SIN|IND|NOM//nsubj//5 och//KN//cc//4 omfattning//NN|UTR|SIN|IND|NOM//conj//2 skiljer//VB|PRS|AKT//ROOT//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//5 ;//MID//punct//5"
1. KAP P ROBLEMFORMULERING (1);kortfattade//VB|PRT|AKT//amod//9 jan//NN|AN//parataxis//5 ///MID//cc//22 nej//IN//discourse//22 ,//MID//punct//11 motiverande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 resonemang//NN|NEU|SIN|IND|NOM//conj//11 ,//MID//punct//16 gränsättande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//11 eller//KN//cc//18 målstyrande//NN|NEU|SIN|IND|NOM//conj//11 ?//MID//punct//11
1. KAP P ROBLEMFORMULERING (1);Vilka//HD|UTR/NEU|PLU|IND//det//21 jämställdhetsfrågor//NN|UTR|PLU|IND|NOM//nsubj//22 mår//VB|PRS|AKT//conj//5 bra//AB|POS//advmod//22 av//PP//case//26 respektive//AB//amod//26 typ//NN|UTR|SIN|IND|NOM//obl//22 ?//MAD//punct//5
1. KAP P ROBLEMFORMULERING (1);•//NN|UTR|SIN|IND|NOM//advmod//7 Begreppet//NN|NEU|SIN|DEF|NOM//nmod//2 jämställdhet//NN|UTR|SIN|IND|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 mer//AB|KOM//advmod//7 eller//KN//cc//6 mindre//AB|KOM//conj//4 synligt//JJ|POS|NEU|SIN|IND|NOM//advmod//21 i//PP//case//9 regelverken//NN|NEU|PLU|DEF|NOM//obl//7 och//KN//cc//12 kan//VB|PRS|AKT//aux//12 antas//VB|INF|SFO//conj//7 stå//VB|INF|AKT//xcomp//12 för//PP//case//16 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 saker//NN|UTR|PLU|IND|NOM//obl//13 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//19 på//PP//case//19 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//13 .//MID//punct//7
1. KAP P ROBLEMFORMULERING (1);Hur//HA//advmod//22 kan//VB|PRS|AKT//ROOT//22 begreppet//NN|NEU|SIN|DEF|NOM//nmod//24 synlig-//NN|UTR|-|-|SMS//nsubj//22 och//KN//cc//26 tydliggöras//VB|PRS|SFO//conj//24 bäst//AB|SUV//advmod//26 för//PP//case//30 respektive//AB//amod//30 sammanhang//NN|NEU|SIN|IND|NOM//obl//26 ?//MAD//punct//22
1. KAP P ROBLEMFORMULERING (1);Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 tar//VB|PRS|AKT//ROOT//1 stöd//NN|NEU|SIN|IND|NOM//obj//1 av//PP//case//4 frågorna//NN|UTR|PLU|DEF|NOM//obl//1 i//PP//case//8 den//DT|UTR|SIN|DEF//det//8 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//8 analysen//NN|UTR|SIN|DEF|NOM//nmod//4 av//PP//case//10 regler//NN|UTR|PLU|IND|NOM//nmod//8 och//KN//cc//12 förslag//NN|NEU|PLU|IND|NOM//conj//10 ,//MID//punct//15 men//KN//cc//15 har//VB|PRS|AKT//conj//1 ingen//DT|UTR|SIN|IND//det//17 möjlighet//NN|UTR|SIN|IND|NOM//obj//15 att//IE//mark//19 besvara//VB|INF|AKT//acl//17 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//19 i//PP//case//23 denna//DT|UTR|SIN|DEF//det//23 utredning//NN|UTR|SIN|IND|NOM//obl//19 .//MAD//punct//1

1. KAP P ROBLEMFORMULERING / Beslut på olika nivåer;Beslut//NN|NEU|SIN|IND|NOM//nsubj//3 kan//VB|PRS|AKT//aux//3 vara//VB|INF|AKT//cop//3 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//3 och//KN//cc//6 av//PP//case//6 policykaraktär//NN|UTR|SIN|IND|NOM//amod//13 ,//MID//punct//8 detaljerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//6 och//KN//cc//10 genomförandeinriktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//6 eller//KN//cc//12 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//6 ting//NN|NEU|PLU|IND|NOM//obl//3 där//AB//advmod//3 emellan//PP//advcl//3 .//MAD//punct//3
1. KAP P ROBLEMFORMULERING / Beslut på olika nivåer;Olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 aktörer//NN|UTR|PLU|IND|NOM//nsubj//19 har//VB|PRS|AKT//parataxis//3 initiativet//NN|NEU|SIN|DEF|NOM//obj//19 ,//MID//punct//22 ansvaret//NN|NEU|SIN|DEF|NOM//conj//20 och//KN//cc//25 ”//PAD//punct//25 inträdesbiljett//NN|UTR|SIN|IND|NOM//conj//20 ”//PAD//punct//19 till//PP//case//29 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 nivåer//NN|UTR|PLU|IND|NOM//obl//19 .//MAD//punct//19
1. KAP P ROBLEMFORMULERING / Beslut på olika nivåer;För//PP//mark//2 att//IE//mark//2 bedöma//VB|INF|AKT//advcl//8 styrverkan//NN|UTR|SIN|DEF|NOM//obj//2 och//KN//cc//5 vad//HP|NEU|SIN|IND//obj//8 reglerna//NN|UTR|PLU|DEF|NOM//nsubj//8 egentligen//AB//advmod//8 styr//VB|PRS|AKT//ROOT//8 i//PP//case//11 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 beslutsskeden//NN|NEU|PLU|IND|NOM//obl//8 ,//MID//punct//17 är//VB|PRS|AKT//cop//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 en//DT|UTR|SIN|IND//det//17 god//JJ|POS|UTR|SIN|IND|NOM//amod//17 början//NN|UTR|SIN|IND|NOM//parataxis//8 att//IE//mark//19 klargöra//VB|INF|AKT//acl//17
1. KAP P ROBLEMFORMULERING / Beslut på olika nivåer;•//PP//case//3 vilka//HD|UTR/NEU|PLU|IND//det//2 slags//NN|NEU|PLU|IND|GEN//nmod:poss//3 frågor//NN|UTR|PLU|IND|NOM//ROOT//3 som//HP|-|-|-//nsubj//5 passar//VB|PRS|AKT//acl:relcl//3 in//PL//compound:prt//5 i//PP//case//9 respektive//AB//amod//9 typ//NN|UTR|SIN|IND|NOM//obl//5 av//PP//case//11 beslut//NN|NEU|SIN|IND|NOM//nmod//9 och//KN//cc//13 skede//NN|NEU|SIN|IND|NOM//conj//11
1. KAP P ROBLEMFORMULERING / Beslut på olika nivåer;•//NN|UTR|SIN|IND|NOM//mark//3 hur//HA//advmod//3 besluten//NN|NEU|PLU|DEF|NOM//nsubj//3 hänger//VB|PRS|AKT//ROOT//3 ihop//PL//compound:prt//3 ,//MID//punct//3 eller//KN//parataxis//3 inte//AB//advmod//3
1. KAP P ROBLEMFORMULERING / Beslut på olika nivåer;•//NN|UTR|SIN|IND|NOM//punct//7 vilken//HD|UTR|SIN|IND//det//2 kunskaps-//NN|UTR|-|-|SMS//nsubj//7 och//KN//cc//4 värdegrund//NN|UTR|SIN|IND|NOM//conj//2 de//DT|UTR/NEU|PLU|DEF//det//6 beslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//7 har//VB|PRS|AKT//ROOT//7
