
Finansdepartementet;Skatte-//NN|UTR|-|-|SMS//ROOT//0 och//KN//cc//2 tullavdelningen//NN|UTR|SIN|DEF|NOM//conj//0 Enheten//NN|UTR|SIN|IND|NOM//flat:name//0 för//PP//case//5 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//0 (//PAD//punct//7 S2//PM|NOM//appos//0 )//PAD//punct//7 Ylva//PM|NOM//conj//0 Börjesson//PM|NOM//flat:name//9
6.6 Statskontoret / Mervärdesskatteutredningen har haft till uppgift att anpassa den svenska mervärdesskattelagen (ML) till sjätte mervärdesskattedirektivets regler. Mervärdesskatteutredningen föreslår dock en del förändringar som inte hade varit nödvändiga utifrån en strikt tolkning av sjätte mervärdesskattedirektivet. På sidan 18 i betänkandet skrivs: ”För att den ideella sektorn även fortsättningsvis skall få en positiv särbehandling, föreslår utredningen att direktivets möjligheter att undanta ideella aktiviteter från skatteplikt utnyttjas.” Som Statskontoret tidigare argumenterat finns det skäl att inte frångå principen om breddad och likformig beskattning. Som även Skattebasutredningen konstaterar leder undantag till tolkningsproblem och möjligheter till skatteplanering och skatteundandragande. Mervärdesskatteutredningen konstaterar precis som Kommunkontoutredningen gjort tidigare att sjätte mervärdesskattedirektivet är gammalmodigt och att mycket har hänt när det gäller ökad privatisering inom den offentliga sektorn och tilltagande extern upphandling. Denna utveckling medför att undantagen för den offentliga sektorns organ och olikformig skattemässig behandling innebär tydligare snedvridande effekter än tidigare. Tyvärr dras inga slutsatser utifrån detta konstaterande när det gäller hälso- och sjukvård eller andra sociala tjänster.;Sammanfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 kommentarer//NN|UTR|PLU|IND|NOM//ROOT//1


6.8 Kommerskollegium / Vi stöder även betänkandets förslag om att ta bort de regler i ML som saknar stöd i ovannämnda direktiv.;Problem//NN|NEU|PLU|IND|NOM//ROOT//0 med//PP//case//2 tillämpningen//NN|UTR|SIN|DEF|NOM//nmod//0 av//PP//case//4 mervärdesskatteregler//NN|UTR|PLU|IND|NOM//nmod//2

6.8 Kommerskollegium / I vårt arbete med att bekämpa handelshinder har vi uppmärksammat flera problem inom mervärdesskatteområdet som försvårar den fria rörligheten på den inre marknaden. Inte sällan anmärker svenska företag på att mervärdesskattesystemet inom EU skapar problem, bl.a. beroende på olika skattesatser och svårigheter i samband med återbetalning av mervärdesskatt från andra medlemsländer. Enligt vår erfarenhet uppstår ofta svårigheter vid den praktiska tillämpningen av det sjätte mervärdesskattedirektivet (direktivet). Dess bestämmelser tolkas inte alltid på samma sätt i medlemsstaterna, vilket kan leda till bristande förutsebarhet.;Synpunkter//NN|UTR|PLU|IND|NOM//ROOT//0 på//PP//case//3 betänkandets//NN|NEU|SIN|DEF|GEN//nmod:poss//3 förslag//NN|NEU|SIN|IND|NOM//nmod//0


3 Osäkerhetsfaktorer / Samtliga föreningar ombads skicka in sin årsredovisning avseende verksamheten under år 2002. Vid en närmare analys och jämförelse av föreningarnas respektive årsredovisningar kunde det konstateras att åtminstone tre av fyra föreningar inte uppfyller de krav som ställs i den nya bokföringslagen. Bevis på detta är bl.a. följande:;·//PP//nmod//1 Lagkassorna//NN|UTR|PLU|DEF|NOM//nsubj:pass//2 inkluderas//VB|PRS|SFO//ROOT//2 inte//AB//advmod//5 i//PP//case//5 redovisningen//NN|UTR|SIN|DEF|NOM//obl//2 ,//MID//punct//5 d.v.s.//AB|AN//advmod//9 föreningarna//NN|UTR|PLU|DEF|NOM//nsubj//9 har//VB|PRS|AKT//acl:relcl//5 mer//AB|KOM//advmod//13 eller//KN//fixed//10 mindre//AB|KOM//fixed//10 inte//AB//advmod//9 någon//DT|UTR|SIN|IND//det//15 kontroll//NN|UTR|SIN|IND|NOM//obj//9 på//PP//case//18 dessa//DT|UTR/NEU|PLU|DEF//det//18 pengar//NN|UTR|PLU|IND|NOM//obl//9 .//MAD//punct//2
3 Osäkerhetsfaktorer / Samtliga föreningar ombads skicka in sin årsredovisning avseende verksamheten under år 2002. Vid en närmare analys och jämförelse av föreningarnas respektive årsredovisningar kunde det konstateras att åtminstone tre av fyra föreningar inte uppfyller de krav som ställs i den nya bokföringslagen. Bevis på detta är bl.a. följande:;Lagkassorna//NN|UTR|PLU|DEF|NOM//nsubj//22 kan//VB|PRS|AKT//aux//22 innehålla//VB|INF|AKT//parataxis//2 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 summor//NN|UTR|PLU|IND|NOM//nmod//25 pengar//NN|UTR|PLU|IND|NOM//obj//22 .//MAD//punct//25 ·//PP//nmod//28
3 Osäkerhetsfaktorer / Samtliga föreningar ombads skicka in sin årsredovisning avseende verksamheten under år 2002. Vid en närmare analys och jämförelse av föreningarnas respektive årsredovisningar kunde det konstateras att åtminstone tre av fyra föreningar inte uppfyller de krav som ställs i den nya bokföringslagen. Bevis på detta är bl.a. följande:;Årsredovisningarna//NN|UTR|PLU|DEF|NOM//nsubj//29 består//VB|PRS|AKT//conj//2 i//PP//case//33 huvudsak//NN|UTR|SIN|IND|NOM//fixed//30 av//PP//case//33 nettoredovisning//NN|UTR|SIN|IND|NOM//obl//29 med//PP//case//37 undantag//NN|NEU|SIN|IND|NOM//fixed//34 för//PP//fixed//34 bruttoredovisning//NN|UTR|SIN|IND|NOM//nmod//33 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 poster//NN|UTR|PLU|IND|NOM//nmod//37 såsom//KN//advmod//41 bingolotto//NN|NEU|PLU|IND|NOM//obl//29 och//KN//cc//43 lotterier//NN|NEU|PLU|IND|NOM//conj//41 .//MAD//punct//2
3 Osäkerhetsfaktorer / Samtliga föreningar ombads skicka in sin årsredovisning avseende verksamheten under år 2002. Vid en närmare analys och jämförelse av föreningarnas respektive årsredovisningar kunde det konstateras att åtminstone tre av fyra föreningar inte uppfyller de krav som ställs i den nya bokföringslagen. Bevis på detta är bl.a. följande:;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//46 anges//VB|PRS|SFO//parataxis//2 inte//AB//advmod//46 uttryckligen//AB//advmod//46 när//HA//mark//52 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//52 är//VB|PRS|AKT//cop//52 fråga//NN|UTR|SIN|IND|NOM//advcl//46 om//PP//case//54 brutto-//NN|UTR|-|-|SMS//obl//52 eller//KN//cc//56 nettoredovisning//NN|UTR|SIN|IND|NOM//conj//54 utan//KN//cc//60 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//60 har//VB|PRS|AKT//aux//60 framkommit//VB|SUP|AKT//conj//52 genom//PP//case//62 diskussioner//NN|UTR|PLU|IND|NOM//obl//60 med//PP//case//65 ansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 personer//NN|UTR|PLU|IND|NOM//nmod//62 för//PP//case//68 respektive//AB//amod//68 förening//NN|UTR|SIN|IND|NOM//nmod//65 .//MAD//punct//46 ·//PP//nummod//72
3 Osäkerhetsfaktorer / Samtliga föreningar ombads skicka in sin årsredovisning avseende verksamheten under år 2002. Vid en närmare analys och jämförelse av föreningarnas respektive årsredovisningar kunde det konstateras att åtminstone tre av fyra föreningar inte uppfyller de krav som ställs i den nya bokföringslagen. Bevis på detta är bl.a. följande:;"Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 poster//NN|UTR|PLU|IND|NOM//appos//46 såsom//KN//mark//75 ""//PAD//punct//75 bidrag//NN|NEU|PLU|IND|NOM//acl//72 och//KN//cc//77 medlemsavgifter//NN|UTR|PLU|IND|NOM//conj//75 ""//PAD//punct//81 och//KN//cc//81 ""//PAD//punct//81 entréavgifter//NN|UTR|PLU|IND|NOM//conj//75 och//KN//cc//83 kiosk//NN|UTR|SIN|IND|NOM//conj//81 ""//PAD//punct//86 har//VB|PRS|AKT//aux//86 sammanfogats//VB|SUP|SFO//acl//72 i//PP//case//88 redovisningen//NN|UTR|SIN|DEF|NOM//obl//86 och//KN//cc//91 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 föreningar//NN|UTR|PLU|IND|NOM//conj//88 kunde//VB|PRT|AKT//aux//94 inte//AB//advmod//94 förtydliga//VB|INF|AKT//conj//86 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//94 eftersom//SN//mark//99 föreningen//NN|UTR|SIN|DEF|NOM//nsubj//99 inte//AB//advmod//99 särredovisar//VB|PRS|AKT//advcl//94 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 poster//NN|UTR|PLU|IND|NOM//obj//99 .//MAD//punct//2"


5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras:;·//PP//nmod//2 Förening//NN|UTR|SIN|IND|NOM//nmod//2 A//NN|NEU|SIN|IND|NOM//nsubj:pass//7 ,//MID//punct//4 B//PM|NOM//conj//2 och//KN//cc//6 C//PM|NOM//conj//2 drabbas//VB|PRS|SFO//dep//26 inte//AB//advmod//7 av//PP//case//11 någon//DT|UTR|SIN|IND//det//11 inkomstskatt//NN|UTR|SIN|IND|NOM//obl:agent//7 alls//AB//advmod//7 trots//PP//mark//18 att//SN//mark//18 föreningarna//NN|UTR|PLU|DEF|NOM//nsubj//18 totalt//AB|POS//advmod//17 sett//PC|PRF|NEU|SIN|IND|NOM//advmod//18 uppvisar//VB|PRS|AKT//advcl//7 ett//DT|NEU|SIN|IND//det//21 positivt//JJ|POS|NEU|SIN|IND|NOM//amod//21 resultat//NN|NEU|SIN|IND|NOM//obj//18 .//MAD//punct//7 ·//PP//nmod//25
5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras:;Förening//NN|UTR|SIN|IND|NOM//nmod//25 D//NN|NEU|SIN|IND|NOM//obl//7 uppvisar//VB|PRS|AKT//ROOT//26 en//DT|UTR|SIN|IND//det//28 vinst//NN|UTR|SIN|IND|NOM//obj//26 på//PP//case//30 ca//AB|AN//nmod//28 .//MAD//punct//26
5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras:;2.7//RG|NOM//nummod//33 miljoner//NN|UTR|PLU|IND|NOM//nmod//34 kronor//NN|UTR|PLU|IND|NOM//obj//26 och//KN//cc//36 drabbas//VB|PRS|SFO//conj//26 av//PP//case//39 en//DT|UTR|SIN|IND//det//39 skatt//NN|UTR|SIN|IND|NOM//obl:agent//36 om//PP//case//44 ca//AB|AN//advmod//42 400//RG|NOM//nummod//43 000//RG|NOM//nummod//44 kronor//NN|UTR|PLU|IND|NOM//nmod//39 .//MAD//punct//26
5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras:;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//50 bör//VB|PRS|AKT//aux//50 inte//AB//advmod//50 nödvändigtvis//AB//advmod//50 anses//VB|INF|SFO//conj//26 oskäligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//50 att//SN//mark//55 förening//NN|UTR|SIN|IND|NOM//nmod//54 D//NN|NEU|SIN|IND|NOM//nsubj:pass//55 drabbas//VB|PRS|SFO//advcl//50 av//PP//case//58 denna//DT|UTR|SIN|DEF//det//58 skatt//NN|UTR|SIN|IND|NOM//obl:agent//55 eftersom//SN//mark//61 föreningen//NN|UTR|SIN|DEF|NOM//nsubj//61 har//VB|PRS|AKT//advcl//55 en//DT|UTR|SIN|IND//det//65 mycket//AB|POS//advmod//64 stor//JJ|POS|UTR|SIN|IND|NOM//amod//65 omsättning//NN|UTR|SIN|IND|NOM//obj//61 och//KN//cc//70 en//DT|UTR|SIN|IND//det//70 relativt//AB|POS//advmod//69 liten//JJ|POS|UTR|SIN|IND|NOM//amod//70 breddverksamhet//NN|UTR|SIN|IND|NOM//conj//65 ,//MID//punct//77 d.v.s.//AB|AN//advmod//77 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//74 delen//NN|UTR|SIN|DEF|NOM//nsubj//77 av//PP//case//76 omsättningen//NN|UTR|SIN|DEF|NOM//nmod//74 avser//VB|PRS|AKT//appos//50 föreningens//NN|UTR|SIN|DEF|GEN//nmod:poss//79 elitverksamhet//NN|UTR|SIN|IND|NOM//obj//77 .//MAD//punct//77 *//MID//punct//82
5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras:;Intäkter//NN|UTR|PLU|IND|NOM//nsubj:pass//87 från//PP//case//84 bingo//NN|UTR|SIN|IND|NOM//nmod//82 och//KN//cc//86 lotterier//NN|UTR|PLU|IND|NOM//conj//82 redovisas//VB|PRS|SFO//conj//50 netto//NN|NEU|SIN|IND|NOM//nsubj:pass//87 m.a.a//AB|AN//xcomp//87 .//MAD//punct//87
5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras:;att//SN//mark//96 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 föreningar//NN|UTR|PLU|IND|NOM//nsubj//96 endast//AB//advmod//96 kan//VB|PRS|AKT//aux//96 uppvisa//VB|INF|AKT//advcl//87 nettoresultat//PC|PRF|NEU|SIN|IND|NOM//obj//96 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//96 dessa//DT|UTR/NEU|PLU|DEF//det//100 poster//NN|UTR|PLU|IND|NOM//obj//98 .//MAD//punct//50


5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras: / SKATT (28 %);*//MID//punct//1 Intäkter//NN|UTR|PLU|IND|NOM//nsubj:pass//6 från//PP//case//3 bingo//NN|UTR|SIN|IND|NOM//nmod//1 och//KN//cc//5 lotteri//NN|NEU|SIN|IND|NOM//conj//3 redovisas//VB|PRS|SFO//ROOT//6 netto//NN|NEU|SIN|IND|NOM//nsubj:pass//6 m.a.a//AB|AN//xcomp//6 .//MAD//punct//6
5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras: / SKATT (28 %);att//SN//mark//15 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 föreningar//NN|UTR|PLU|IND|NOM//nsubj//15 endast//AB//advmod//15 kan//VB|PRS|AKT//aux//15 uppvisa//VB|INF|AKT//advcl//6 nettoresultat//PC|PRF|NEU|SIN|IND|NOM//obj//15 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//15 dessa//DT|UTR/NEU|PLU|DEF//det//19 poster//NN|UTR|PLU|IND|NOM//obj//17 .//MAD//punct//15 *//MID//punct//23 *//MID//punct//23
5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras: / SKATT (28 %);Kapital//NN|NEU|SIN|IND|NOM//conj//15 inkl.//PP|AN//advmod//23 i//PP//case//26 inkomstskattberäkningen//NN|UTR|SIN|DEF|NOM//obl//27 m.a.a//AB|AN//conj//23 .//MID//punct//23
5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras: / SKATT (28 %);att//SN//mark//34 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//34 är//VB|PRS|AKT//cop//34 en//DT|UTR|SIN|IND//det//34 skattepliktig//JJ|POS|UTR|SIN|IND|NOM//amod//34 intäkt//NN|UTR|SIN|IND|NOM//ccomp//23 .//MAD//punct//23 *//MID//punct//37
5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras: / SKATT (28 %);Intäkter//NN|UTR|PLU|IND|NOM//nsubj:pass//42 från//PP//case//39 bingo//NN|UTR|SIN|IND|NOM//nmod//37 och//KN//cc//41 lotteri//NN|NEU|SIN|IND|NOM//conj//39 redovisas//VB|PRS|SFO//conj//15 netto//NN|NEU|SIN|IND|NOM//nsubj:pass//42 m.a.a//AB|AN//xcomp//42 .//MAD//punct//42
5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras: / SKATT (28 %);att//SN//mark//51 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 föreningar//NN|UTR|PLU|IND|NOM//nsubj//51 endast//AB//advmod//51 kan//VB|PRS|AKT//aux//51 uppvisa//VB|INF|AKT//conj//15 nettoresultat//PC|PRF|NEU|SIN|IND|NOM//obj//51 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//51 dessa//DT|UTR/NEU|PLU|DEF//det//55 poster//NN|UTR|PLU|IND|NOM//obj//53 .//MAD//punct//51 *//MID//punct//59 *//MID//punct//59
5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras: / SKATT (28 %);Kapital//NN|NEU|SIN|IND|NOM//conj//51 och//KN//cc//61 fastighetsförsäljning//NN|UTR|SIN|IND|NOM//conj//59 inkl.//PP|AN//cc//65 i//PP//case//64 inkomstskattberäkningen//NN|UTR|SIN|DEF|NOM//obl//65 m.a.a//AB|AN//conj//59 .//MID//punct//59
5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras: / SKATT (28 %);att//SN//mark//72 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//72 är//VB|PRS|AKT//cop//72 en//DT|UTR|SIN|IND//det//72 skattepliktig//JJ|POS|UTR|SIN|IND|NOM//amod//72 intäkt//NN|UTR|SIN|IND|NOM//conj//59 .//MAD//punct//6

5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras: / EXTERN FÖRSÄLJNINGSVERKSAMHET;*//MID//punct//1 Intäkter//NN|UTR|PLU|IND|NOM//nsubj:pass//6 från//PP//case//3 bingo//NN|UTR|SIN|IND|NOM//nmod//1 och//KN//cc//5 lotteri//NN|NEU|SIN|IND|NOM//conj//3 redovisas//VB|PRS|SFO//ROOT//6 netto//NN|NEU|SIN|IND|NOM//nsubj:pass//6 m.a.a//AB|AN//xcomp//6 .//MAD//punct//6
5.3 Pilotstudiens resultat Mot bakgrund av föreningarnas resultat enligt Bilaga 1 – 4 kan följande konstateras: / EXTERN FÖRSÄLJNINGSVERKSAMHET;att//SN//mark//15 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 föreningar//NN|UTR|PLU|IND|NOM//nsubj//15 endast//AB//advmod//15 kan//VB|PRS|AKT//aux//15 uppvisa//VB|INF|AKT//advcl//6 nettoresultat//PC|PRF|NEU|SIN|IND|NOM//obj//15 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//15 dessa//DT|UTR/NEU|PLU|DEF//det//19 poster//NN|UTR|PLU|IND|NOM//obj//17 .//MAD//punct//15 *//MID//punct//23 *//MID//punct//23
