Mitt uppdrag;Omställningen//NN|UTR|SIN|DEF|NOM//nsubj//20 av//PP//case//3 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 personalförsörjningssystem//NN|NEU|SIN|IND|NOM//nmod//0 från//PP//mark//8 att//IE//mark//8 ha//VB|INF|AKT//aux//8 varit//VB|SUP|AKT//cop//8 grundat//PC|PRF|NEU|SIN|IND|NOM//acl//0 på//PP//case//10 plikt//NN|UTR|SIN|IND|NOM//obl//8 till//PP//case//12 anställningsförhållanden//NN|NEU|PLU|IND|NOM//obl//8 mellan//PP//case//14 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//12 och//KN//cc//17 den//DT|UTR|SIN|DEF//det//17 enskilde//JJ|POS|MAS|SIN|DEF|NOM//conj//14 är//VB|PRS|AKT//cop//20 att//IE//mark//20 betrakta//VB|INF|AKT//ROOT//20 som//KN//case//23 en//DT|UTR|SIN|IND//det//23 samhällsreform//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//20

Mina bedömningar och förslag;Det//DT|NEU|SIN|DEF//det//2 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 försvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//6 har//VB|PRS|AKT//aux//6 sedan//PP//case//5 1990-talet//NN|NEU|SIN|DEF|NOM//nsubj:pass//6 utvecklats//VB|SUP|SFO//ROOT//6 från//PP//case//9 ett//DT|NEU|SIN|IND//det//9 invasionsförsvar//NN|NEU|SIN|IND|NOM//obl//6 till//PP//case//12 ett//DT|NEU|SIN|IND//det//12 insatsförsvar//NN|NEU|SIN|IND|NOM//obl//6 .//MAD//punct//6
Mina bedömningar och förslag;Med//PP//case//17 försvarsreformen//NN|UTR|SIN|DEF|NOM//nmod//17 år//NN|NEU|SIN|IND|NOM//nmod//17 2010//RG|NOM//obl//18 kom//VB|PRT|AKT//parataxis//6 värnpliktsförsvaret//NN|NEU|SIN|DEF|NOM//nsubj//18 att//IE//mark//23 i//PP//case//22 fred//NN|UTR|SIN|IND|NOM//obl//23 utvecklas//VB|PRS|SFO//advcl//18 till//PP//case//26 ett//DT|NEU|SIN|IND//det//26 försvar//NN|NEU|SIN|IND|NOM//obl//23 som//HP|-|-|-//nsubj:pass//30 närmast//AB|SUV//advmod//30 kan//VB|PRS|AKT//aux//30 liknas//VB|INF|SFO//acl:relcl//26 vid//PP//case//33 ett//DT|NEU|SIN|IND//det//33 yrkesförsvar//NN|NEU|SIN|IND|NOM//obl//30 där//HA//advmod//40 gruppbefäl//NN|NEU|SIN|IND|NOM//nsubj:pass//40 ,//MID//punct//37 soldater//NN|UTR|PLU|IND|NOM//conj//35 och//KN//cc//39 sjömän//NN|UTR|PLU|IND|NOM//conj//35 tjänstgör//VB|PRS|AKT//acl:relcl//33 i//PP//case//43 tidsbegränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//43 anställningar//NN|UTR|PLU|IND|NOM//obl//40 med//PP//case//45 anställningsavtal//NN|NEU|SIN|IND|NOM//obl//40 och//KN//cc//50 inte//AB//advmod//50 med//PP//case//50 ett//DT|NEU|SIN|IND//det//50 pliktsystem//NN|NEU|SIN|IND|NOM//conj//40 som//KN//mark//52 grund//NN|UTR|SIN|IND|NOM//nmod//50 .//MAD//punct//6
Mina bedömningar och förslag;Även//AB//advmod//1 internationellt//AB|POS//advmod//2 har//VB|PRS|AKT//aux//5 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 länder//NN|NEU|PLU|IND|NOM//nsubj//5 gått//VB|SUP|AKT//ROOT//5 över//PL//compound:prt//5 till//PP//case//9 ett//DT|NEU|SIN|IND//det//9 försvar//NN|NEU|SIN|IND|NOM//obl//5 baserat//PC|PRF|NEU|SIN|IND|NOM//acl//9 på//PP//case//12 anställningar//NN|UTR|PLU|IND|NOM//obl//10 eller//KN//cc//14 kontrakt//NN|NEU|PLU|IND|NOM//conj//12 i//PP//case//18 stället//NN|NEU|SIN|DEF|NOM//fixed//15 för//PP//fixed//15 plikt//NN|UTR|SIN|IND|NOM//obl//10 .//MAD//punct//5
Mina bedömningar och förslag;I//PP//case//22 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 länder//NN|NEU|PLU|IND|NOM//obl//23 har//VB|PRS|AKT//aux//27 en//DT|UTR|SIN|IND//det//25 del//NN|UTR|SIN|IND|NOM//nmod//26 pliktinslag//NN|NEU|PLU|IND|NOM//nsubj:pass//27 behållits//VB|SUP|SFO//parataxis//5 men//KN//cc//34 rekryteringen//NN|UTR|SIN|DEF|NOM//nsubj//34 är//VB|PRS|AKT//cop//34 till//PP//case//33 övervägande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 del//NN|UTR|SIN|IND|NOM//obl//34 frivillig//JJ|POS|UTR|SIN|IND|NOM//conj//27 .//MAD//punct//5
Mina bedömningar och förslag;Sverige//PM|NOM//nsubj//42 är//VB|PRS|AKT//cop//42 sålunda//AB//advmod//42 inte//AB//advmod//42 det//DT|NEU|SIN|DEF//det//42 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 land//NN|NEU|SIN|IND|NOM//parataxis//5 som//HP|-|-|-//nsubj//48 på//PP//case//46 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 tid//NN|UTR|SIN|IND|NOM//obl//48 har//VB|PRS|AKT//aux//48 lämnat//VB|SUP|AKT//acl:relcl//42 det//DT|NEU|SIN|DEF//obj//48 tidigare//AB|KOM//advmod//51 använda//PC|PRF|UTR/NEU|SIN|DEF|NOM//advcl//48 pliktsystemet//NN|NEU|SIN|DEF|NOM//obj//51 .//MAD//punct//42
Mina bedömningar och förslag;Norge//PM|NOM//nsubj//55 har//VB|PRS|AKT//parataxis//42 däremot//AB//advmod//55 ett//DT|NEU|SIN|IND//det//58 system//NN|NEU|SIN|IND|NOM//obj//55 med//PP//case//61 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//61 värnplikt//NN|UTR|SIN|IND|NOM//nmod//58 som//HP|-|-|-//nsubj//67 inom//PP//case//64 kort//AB//obl//67 kommer//VB|PRS|AKT//aux//67 att//IE//mark//67 omfatta//VB|INF|AKT//acl:relcl//61 både//KN//cc//69 kvinnor//NN|UTR|PLU|IND|NOM//obj//67 och//KN//cc//71 män//NN|UTR|PLU|IND|NOM//conj//69 .//MAD//punct//5
Mina bedömningar och förslag;Mina//PS|UTR/NEU|PLU|DEF//nmod:poss//1 bedömningar//NN|UTR|PLU|IND|NOM//nsubj//4 och//KN//cc//3 förslag//NN|NEU|PLU|IND|NOM//conj//1 har//VB|PRS|AKT//ROOT//4 som//KN//mark//7 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 målsättning//NN|UTR|SIN|IND|NOM//obj//4 att//IE//mark//9 bidra//VB|INF|AKT//acl//7 till//PP//case//11 långsiktighet//NN|UTR|SIN|IND|NOM//obl//9 ,//MID//punct//13 uthållighet//NN|UTR|SIN|IND|NOM//conj//11 och//KN//cc//15 stabilitet//NN|UTR|SIN|IND|NOM//conj//11 i//PP//case//19 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 personalförsörjningssystem//NN|NEU|SIN|IND|NOM//nmod//15 .//MAD//punct//4
Mina bedömningar och förslag;Bedömningarna//NN|UTR|PLU|DEF|NOM//nsubj//25 och//KN//cc//23 förslagen//NN|NEU|PLU|DEF|NOM//conj//21 ska//VB|PRS|AKT//aux//25 bidra//VB|INF|AKT//parataxis//4 till//PP//case//29 en//DT|UTR|SIN|IND//det//29 bred//JJ|POS|UTR|SIN|IND|NOM//amod//29 rekryteringsbas//NN|UTR|SIN|IND|NOM//obl//25 för//PP//case//33 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//33 personal//NN|UTR|SIN|IND|NOM//nmod//29 .//MID//punct//25
Mina bedömningar och förslag;Jag//PN|UTR|SIN|DEF|SUB//nsubj//36 föreslår//VB|PRS|AKT//conj//4 bl.a.//AB|AN//advmod//36 målsättningar//NN|UTR|PLU|IND|NOM//obj//36 och//KN//cc//40 åtgärder//NN|UTR|PLU|IND|NOM//conj//38 som//HP|-|-|-//nsubj//42 innebär//VB|PRS|AKT//acl:relcl//40 att//SN//mark//47 andelen//NN|UTR|SIN|DEF|NOM//det//45 kvinnor//NN|UTR|PLU|IND|NOM//dislocated//47 som//HP|-|-|-//nsubj//47 söker//VB|PRS|AKT//ccomp//42 till//PP//case//51 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 militär//JJ|POS|UTR|SIN|IND|NOM//amod//51 utbildning//NN|UTR|SIN|IND|NOM//obl//47 och//KN//cc//54 därefter//AB//advmod//54 anställs//VB|PRS|SFO//conj//47 inom//PP//case//58 det//DT|NEU|SIN|DEF//det//58 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 försvaret//NN|NEU|SIN|DEF|NOM//nsubj//60 ska//VB|PRS|AKT//aux//60 öka//VB|INF|AKT//conj//47 markant//AB|POS//advmod//60 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//65 med//PP//fixed//62 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//65 förhållanden//NN|NEU|PLU|IND|NOM//obl//60 .//MAD//punct//36
Mina bedömningar och förslag;Jag//PN|UTR|SIN|DEF|SUB//nsubj//68 lämnar//VB|PRS|AKT//conj//36 förslag//NN|NEU|PLU|IND|NOM//obj//68 som//HP|-|-|-//nsubj//71 tydliggör//VB|PRS|AKT//acl:relcl//69 och//KN//cc//73 möjliggör//VB|PRS|AKT//conj//71 en//DT|UTR|SIN|IND//det//76 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//76 användning//NN|UTR|SIN|IND|NOM//obj//73 av//PP//case//79 de//DT|UTR/NEU|PLU|DEF//det//79 resurser//NN|UTR|PLU|IND|NOM//nmod//76 som//HP|-|-|-//nsubj//81 finns//VB|PRS|SFO//acl:relcl//79 inom//PP//case//83 hemvärnet//NN|NEU|SIN|DEF|NOM//obl//81 med//PP//case//87 de//DT|UTR/NEU|PLU|DEF//det//87 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//87 skyddsstyrkorna//NN|UTR|PLU|DEF|NOM//nmod//83 i//PP//case//89 fredstid//NN|UTR|SIN|IND|NOM//nmod//87 .//MAD//punct//36
Mina bedömningar och förslag;Vidare//AB|KOM//advmod//92 lämnar//VB|PRS|AKT//parataxis//36 jag//PN|UTR|SIN|DEF|SUB//nsubj//92 förslag//NN|NEU|SIN|IND|NOM//obj//92 som//HP|-|-|-//nsubj//97 ska//VB|PRS|AKT//aux//97 bidra//VB|INF|AKT//acl:relcl//94 till//PP//mark//101 att//IE//mark//101 ytterligare//AB|KOM//advmod//101 säkerställa//VB|INF|AKT//advcl//97 folkförankringen//NN|UTR|SIN|DEF|NOM//obj//101 av//PP//case//104 försvaret//NN|NEU|SIN|DEF|NOM//nmod//102 .//MAD//punct//36
Mina bedömningar och förslag;De//DT|UTR/NEU|PLU|DEF//det//2 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 bedömningarna//NN|UTR|PLU|DEF|NOM//nsubj//5 och//KN//cc//4 förslagen//NN|NEU|PLU|DEF|NOM//conj//2 samverkar//VB|PRS|AKT//ROOT//5 och//KN//cc//7 hör//VB|PRS|AKT//conj//5 ihop//PL//compound:prt//7 .//MAD//punct//5
Mina bedömningar och förslag;I//PP//case//12 detta//DT|NEU|SIN|DEF//det//12 avsnitt//NN|NEU|SIN|IND|NOM//obl//13 redovisas//VB|PRS|SFO//conj//5 en//DT|UTR|SIN|IND//det//16 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 sammanfattning//NN|UTR|SIN|IND|NOM//nsubj:pass//13 av//PP//case//19 mina//PS|UTR/NEU|PLU|DEF//nmod:poss//19 bedömningar//NN|UTR|PLU|IND|NOM//nmod//16 och//KN//cc//21 förslag//NN|NEU|PLU|IND|NOM//conj//19 .//MID//punct//5
Mina bedömningar och förslag;De//DT|UTR/NEU|PLU|DEF//det//24 konsekvenser//NN|UTR|PLU|IND|NOM//appos//5 som//HP|-|-|-//nsubj//27 förslagen//NN|NEU|PLU|DEF|NOM//nsubj//27 bedöms//VB|PRS|SFO//acl:relcl//24 medföra//VB|INF|AKT//xcomp//27 redovisas//VB|INF|SFO//xcomp//28 i//PP//case//32 avsnitt//NN|NEU|SIN|IND|NOM//nmod//32 14//RG|NOM//obl//29 .//MAD//punct//5

Mönstring och utredning med personlig inställelse bör vara förbehållet värnpliktssystemet;Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 personalförsörjningssystem//NN|NEU|SIN|IND|NOM//nsubj//2 bygger//VB|PRS|AKT//ROOT//2 numera//AB//advmod//2 på//PP//case//6 frivilligt//JJ|POS|NEU|SIN|IND|NOM//advmod//6 engagemang//NN|NEU|SIN|IND|NOM//obl//2 för//PP//case//9 alla//DT|UTR/NEU|PLU|IND/DEF//det//9 personalkategorier//NN|UTR|PLU|IND|NOM//nmod//6 .//MAD//punct//2
Mönstring och utredning med personlig inställelse bör vara förbehållet värnpliktssystemet;Om//PP//mark//19 krig//NN|NEU|SIN|IND|NOM//nsubj//19 ,//MID//punct//14 krigsfara//NN|UTR|SIN|IND|NOM//conj//12 eller//KN//cc//18 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 extraordinära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 omständigheter//NN|UTR|PLU|IND|NOM//conj//12 råder//VB|PRS|AKT//advcl//32 kan//VB|PRS|AKT//aux//32 dock//AB//advmod//32 ,//MID//punct//21 på//PP//case//25 samma//DT|UTR/NEU|SIN/PLU|IND//amod//25 sätt//NN|NEU|SIN|IND|NOM//obl//32 som//KN//mark//27 tidigare//AB|KOM//acl//25 ,//MID//punct//32 insatsorganisationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//32 komma//VB|INF|AKT//aux//32 att//IE//mark//32 bemannas//VB|INF|SFO//parataxis//2 med//PP//case//34 pliktpersonal//NN|NEU|SIN|IND|NOM//obl//32 .//MAD//punct//2
Mönstring och utredning med personlig inställelse bör vara förbehållet värnpliktssystemet;Skyldigheten//NN|UTR|SIN|DEF|NOM//parataxis//2 att//IE//mark//38 genomgå//VB|INF|AKT//acl//36 mönstring//NN|UTR|SIN|IND|NOM//obj//38 och//KN//cc//42 att//IE//mark//42 fullgöra//VB|INF|AKT//conj//2 värnplikt//NN|UTR|SIN|IND|NOM//obj//42 kan//VB|PRS|AKT//aux//45 beslutas//VB|INF|SFO//conj//2 av//PP//case//47 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//45 om//PP//case//49 regeringen//NN|UTR|SIN|DEF|NOM//nmod//47 ,//MID//punct//55 med//PP//case//55 hänsyn//NN|UTR|SIN|IND|NOM//fixed//51 till//PP//case//55 Sveriges//PM|GEN//nmod:poss//55 försvarsberedskap//NN|UTR|SIN|IND|NOM//nmod//49 ,//MID//punct//57 anser//VB|PRS|AKT//conj//2 att//SN//mark//61 så//AB//advmod//61 ska//VB|PRS|AKT//aux//61 ske//VB|INF|AKT//ccomp//57 .//MAD//punct//2
