Förord;"I//PP//case//2 mitt//PS|NEU|SIN|DEF//nmod:poss//2 uppdrag//NN|NEU|SIN|IND|NOM//obl//12 som//KN//mark//5 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//5 utredare//NN|UTR|SIN|IND|NOM//nmod//2 av//PP//case//7 frågor//NN|UTR|PLU|IND|NOM//nmod//5 om//PP//case//9 bemötande//NN|NEU|SIN|IND|NOM//nmod//7 av//PP//case//11 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//9 ingår//VB|PRS|AKT//ROOT//12 bl.a.//AB|AN//advmod//12 att//SN//mark//18 jag//PN|UTR|SIN|DEF|SUB//nsubj//18 skall//VB|PRS|AKT//aux//18 ""//PAD//punct//18 redovisa//VB|INF|AKT//ccomp//12 ett//DT|NEU|SIN|IND//det//20 antal//NN|NEU|SIN|IND|NOM//nmod//22 god//JJ|POS|UTR|SIN|IND|NOM//amod//22 a//PP//advmod//18 exempel//NN|NEU|SIN|IND|NOM//fixed//22 på//PP//case//25 verksamheter//NN|UTR|PLU|IND|NOM//obl//18 i//PP//case//29 vilka//HP|UTR/NEU|PLU|IND//det//29 det//PN|NEU|SIN|DEF|SUB/OBJ//det//29 målmedvetet//AB|POS//nsubj:pass//30 arbetats//VB|SUP|SFO//advcl//18 med//PP//case//32 kvalitetsutveckling//NN|UTR|SIN|IND|NOM//obl//30 och//KN//cc//43 där//HA//advmod//43 frågor//NN|UTR|PLU|IND|NOM//nsubj//43 om//PP//case//37 bemötande//NN|NEU|SIN|IND|NOM//nmod//35 av//PP//case//39 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//37 är//VB|PRS|AKT//cop//43 ett//DT|NEU|SIN|IND//det//43 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//43 inslag//NN|NEU|SIN|IND|NOM//conj//32 ""//PAD//punct//43 (//PAD//punct//18 dir//NN|AN//appos//18 .//MAD//punct//18"
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 människor//NN|UTR|PLU|IND|NOM//nsubj//5 ,//MID//punct//5 men//KN//cc//5 också//AB//advmod//5 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//5 ,//MID//punct//7 har//VB|PRS|AKT//conj//5 med//PP//case//9 TV-bilder//NN|UTR|PLU|IND|NOM//obl//7 p//NN|NEU|SIN|IND|NOM//advmod//13 å//PP//case//12 näthinnan//NN|UTR|SIN|DEF|NOM//nmod//10 börjat//VB|SUP|AKT//advcl//22 känna//VB|INF|AKT//xcomp//13 ängslan//NN|UTR|SIN|IND|NOM//obj//14 inför//PP//case//17 ålderdomen//NN|UTR|SIN|DEF|NOM//obl//14 .//MAD//punct//13
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Äldr//NN|UTR|SIN|IND|NOM//parataxis//13 e//PP//nummod//21 medborgare//NN|UTR|SIN|IND|NOM//obl//13 ser//VB|PRS|AKT//conj//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//22 som//KN//mark//25 problem//NN|NEU|PLU|IND|NOM//xcomp//22 och//KN//cc//27 belastning//NN|UTR|SIN|IND|NOM//conj//25 i//PP//case//31 den//DT|UTR|SIN|DEF//det//31 trånga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 samhällsekonomin//NN|UTR|SIN|DEF|NOM//nmod//27 .//MAD//punct//22
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//34 tror//VB|PRS|AKT//conj//5 att//SN//mark//44 samhället//NN|NEU|SIN|DEF|NOM//nsubj//44 på//PP//case//40 grund//NN|UTR|SIN|IND|NOM//fixed//37 av//PP//fixed//37 befolk//NN|NEU|PLU|IND|NOM//obl//44 -//MID//punct//40 ningens//NN|UTR|SIN|DEF|GEN//nmod:poss//43 ålderssammansättning//NN|UTR|SIN|IND|NOM//conj//40 står//VB|PRS|AKT//ccomp//34 inför//PP//case//50 en//DT|UTR|SIN|IND//det//50 helt//AB|POS//advmod//48 övermäkti//PC|PRF|UTR|SIN|IND|NOM//amod//50 g//NN|AN//amod//50 uppgift//NN|UTR|SIN|IND|NOM//obl//44 .//MAD//punct//34
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Sant//JJ|POS|NEU|SIN|IND|NOM//nsubj//21 är//VB|PRS|AKT//cop//0 ,//MID//punct//0 att//SN//mark//6 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj:pass//6 förändrats//VB|SUP|SFO//csubj//0 och//KN//cc//11 att//SN//mark//11 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//11 måste//VB|PRS|AKT//aux//11 leda//VB|INF|AKT//conj//6 till//PP//case//13 omprövning//NN|UTR|SIN|IND|NOM//obl//11 .//MAD//punct//0
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;På//PP//case//18 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 hå//NN|NEU|PLU|IND|NOM//nmod//18 ll//NN|AN//obl//21 har//VB|PRS|AKT//aux//21 man//PN|UTR|SIN|IND|SUB//nsubj//21 visat//VB|SUP|AKT//ROOT//21 att//SN//mark//28 en//DT|UTR|SIN|IND//det//25 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//25 omprövning//NN|UTR|SIN|IND|NOM//nsubj:pass//28 inte//AB//advmod//28 kan//VB|PRS|AKT//aux//28 förenklas//VB|INF|SFO//ccomp//21 blott//AB|POS//advmod//28 och//KN//cc//31 bart//AB|POS//advmod//33 till//PP//case//33 nedskärningar//NN|UTR|PLU|IND|NOM//obl//28 i//PP//case//37 den//DT|UTR|SIN|DEF//det//37 befintliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//33 .//MAD//punct//21
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//46 måste//VB|PRS|AKT//aux//46 i//PP//advmod//45 stället//NN|NEU|SIN|DEF|NOM//fixed//41 vara//VB|INF|AKT//cop//45 en//DT|UTR|SIN|IND//det//45 prövnin//NN|UTR|SIN|IND|NOM//nmod//46 g//NN|NEU|SIN|IND|NOM//parataxis//21 av//PP//case//50 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//50 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 vägar//NN|UTR|PLU|IND|NOM//nmod//46 att//IE//mark//52 nå//VB|INF|AKT//csubj//46 de//DT|UTR/NEU|PLU|DEF//det//54 mål//NN|NEU|PLU|IND|NOM//obj//52 som//HP|-|-|-//mark//56 fastsla//NN|UTR|SIN|IND|NOM//obl//52 -//MID//punct//46 gits//VB|SUP|SFO//parataxis//46 .//MID//punct//46
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//63 måste//VB|PRS|AKT//aux//63 också//AB//advmod//63 bli//VB|INF|AKT//conj//21 en//DT|UTR|SIN|IND//det//65 granskning//NN|UTR|SIN|IND|NOM//xcomp//63 av//PP//case//68 den//DT|UTR|SIN|DEF//det//68 service//NN|UTR|SIN|IND|NOM//nmod//65 ,//MID//punct//65 vår//PS|UTR|SIN|DEF//nmod:poss//71 d//NN|AN//conj//65 och//KN//cc//73 omsorg//NN|UTR|SIN|IND|NOM//conj//71 som//HP|-|-|-//nsubj:pass//75 erbjudits//VB|SUP|SFO//acl:relcl//73 hittills//AB//advmod//75 .//MAD//punct//21
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 sägs//VB|PRS|SFO//ROOT//1 ibland//AB//advmod//1 att//SN//mark//6 vi//PN|UTR|PLU|DEF|SUB//nsubj//6 har//VB|PRS|AKT//aux//6 övergivit//VB|SUP|AKT//csubj//1 humanistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 ideal//NN|NEU|PLU|IND|NOM//obj//6 oc//NN|AN//case//10 h//NN|AN//nmod//8 givit//VB|SUP|AKT//advcl//6 vika//PL//xcomp//11 för//PP//case//14 ekonomismen//NN|UTR|SIN|DEF|NOM//obl//12 .//MAD//punct//1
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Min//PS|UTR|SIN|DEF//nmod:poss//2 bestämda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//2 uppfattning//NN|UTR|SIN|IND|NOM//nsubj//3 är//VB|PRS|AKT//ROOT//3 att//SN//mark//8 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//8 inte//AB//advmod//8 är//VB|PRS|AKT//cop//8 sant//JJ|POS|NEU|SIN|IND|NOM//ccomp//3 .//MID//punct//3
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Men//KN//cc//13 de//DT|UTR/NEU|PLU|DEF//det//12 t//NN|AN//nsubj//13 gäller//VB|PRS|AKT//conj//3 att//IE//mark//16 kunna//VB|INF|AKT//aux//16 identifiera//VB|INF|AKT//csubj//13 riskerna//NN|UTR|PLU|DEF|NOM//obj//16 för//PP//case//21 en//DT|UTR|SIN|IND//det//21 oönskad//JJ|POS|UTR|SIN|IND|NOM//amod//21 utveckling//NN|UTR|SIN|IND|NOM//obl//16 och//KN//cc//23 mobilisera//VB|INF|AKT//conj//16 motkrafterna//NN|UTR|PLU|DEF|NOM//obj//23 !//MID//punct//23
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;I//PP//case//27 undersökning//NN|UTR|SIN|IND|NOM//obl//32 efter//PP//case//29 undersök//NN|NEU|SIN|IND|NOM//nmod//27 -//MID//punct//32 ning//NN|UTR|SIN|IND|NOM//nsubj//32 uttalar//VB|PRS|AKT//conj//16 medborgarna//NN|UTR|PLU|DEF|NOM//iobj//32 sitt//PS|NEU|SIN|DEF//nmod:poss//35 stöd//NN|NEU|SIN|IND|NOM//obj//32 för//PP//mark//41 att//SN//mark//41 äldreomsorgen//NN|UTR|SIN|DEF|NOM//nsubj//39 skal//NN|NEU|SIN|IND|NOM//nsubj//41 l//NN|NEU|SIN|IND|NOM//nummod//39 få//VB|INF|AKT//advcl//32 medel//NN|NEU|SIN|IND|NOM//obj//41 till//PP//case//45 sitt//PS|NEU|SIN|DEF//nmod:poss//45 förfogande//NN|NEU|SIN|IND|NOM//obl//41 så//AB//advmod//52 at//SN//nummod//49 t//NN|AN//nmod//49 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//52 skall//VB|PRS|AKT//aux//52 kunna//VB|INF|AKT//aux//52 uppleva//VB|INF|AKT//advcl//41 en//DT|UTR|SIN|IND//det//57 trygg//JJ|POS|UTR|SIN|IND|NOM//amod//57 och//KN//cc//56 värdig//JJ|POS|UTR|SIN|IND|NOM//conj//54 ålderdom//NN|UTR|SIN|IND|NOM//obj//52 .//MAD//punct//3
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//60 finns//VB|PRS|SFO//parataxis//3 ett//DT|NEU|SIN|IND//det//66 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//66 och//KN//cc//64 djupt//AB|POS//conj//62 känt//PC|PRF|NEU|SIN|IND|NOM//amod//66 engagemang//NN|NEU|SIN|IND|NOM//nsubj//60 .//MID//punct//60
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//69 finns//VB|PRS|SFO//parataxis//60 också//AB//advmod//69 ett//DT|NEU|SIN|IND//det//73 starkt//JJ|POS|NEU|SIN|IND|NOM//amod//73 intresse//NN|NEU|SIN|IND|NOM//nsubj//69 att//IE//mark//75 bevaka//VB|INF|AKT//acl//73 att//SN//mark//79 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 resurser//NN|UTR|PLU|IND|NOM//nsubj:pass//79 används//VB|PRS|SFO//ccomp//75 på//PP//case//82 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//82 sätt//NN|NEU|SIN|IND|NOM//obl//79 .//MID//punct//69
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//92 är//VB|PRS|AKT//cop//92 inte//AB//advmod//92 alltid//AB//advmod//92 så//AB//advmod//92 att//SN//mark//92 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//91 personalresurser//NN|UTR|PLU|IND|NOM//nsubj//92 åstadkommer//VB|PRS|AKT//parataxis//69 ett//DT|NEU|SIN|IND//det//96 mera//AB|KOM//advmod//95 värdig//JJ|POS|UTR|SIN|IND|NOM//amod//96 t//NN|AN//nmod//97 bemötande//NN|NEU|SIN|IND|NOM//obj//92 och//KN//cc//101 ett//DT|NEU|SIN|IND//det//101 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//101 innehåll//NN|NEU|SIN|IND|NOM//conj//97 i//PP//case//103 vård//NN|UTR|SIN|IND|NOM//nmod//101 och//KN//cc//105 omsorg//NN|UTR|SIN|IND|NOM//conj//103 .//MAD//punct//92
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//108 krävs//VB|PRS|SFO//parataxis//92 en//DT|UTR|SIN|IND//det//110 medvetenhet//NN|UTR|SIN|IND|NOM//nsubj:pass//108 om//PP//mark//127 vad//HP|NEU|SIN|IND//nsubj//127  //_SP////112 som//HP|-|-|-//nsubj:pass//116 skall//VB|PRS|AKT//aux//116 göras//VB|INF|SFO//acl:relcl//112 och//KN//cc//122 hur//HA//advmod//122  //_SP////118 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//122 skall//VB|PRS|AKT//aux//122 ske//VB|INF|AKT//conj//116 .//MAD//punct//124
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Kunskaper//NN|UTR|PLU|IND|NOM//nsubj//127 och//KN//cc//126 erfarenheter//NN|UTR|PLU|IND|NOM//conj//124 finns//VB|PRS|SFO//advcl//108 förvisso//AB//advmod//127 ,//MID//punct//127 men//KN//cc//132 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//132 återstå//VB|INF|AKT//conj//127 r//NN|NEU|SIN|IND|NOM//nummod//132 mycket//PN|NEU|SIN|IND|SUB/OBJ//fixed//133 att//IE//mark//136 göra//VB|INF|AKT//acl//134 för//PP//mark//141 att//SN//mark//141 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//141 skall//VB|PRS|AKT//aux//141 få//VB|INF|AKT//advcl//132 spridning//NN|UTR|SIN|IND|NOM//obj//141 och//KN//cc//144 komma//VB|INF|AKT//conj//141 til//PP//compound:prt//144 l//NN|AN//fixed//145 vardaglig//JJ|POS|UTR|SIN|IND|NOM//amod//148 användning//NN|UTR|SIN|IND|NOM//obj//144 .//MAD//punct//92
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 exempel//NN|NEU|PLU|IND|NOM//nsubj:pass//4 skall//VB|PRS|AKT//aux//4 inte//AB//advmod//4 visas//VB|INF|SFO//ROOT//4 upp//PL//compound:prt//4 för//PP//mark//9 att//IE//mark//9 kosmetiskt//AB|POS//advmod//9 dölja//VB|INF|AKT//advcl//4 att//SN//mark//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 finns//VB|PRS|SFO//ccomp//9 företeelser//NN|UTR|PLU|IND|NOM//nsubj//12 som//HP|-|-|-//obj//16 oundgängligen//AB//advmod//16 må//VB|PRS|AKT//acl:relcl//13 ste//NN|NEU|SIN|IND|NOM//obj//16 bort//PL//advmod//16 .//MID//punct//12
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Inte//AB//advmod//21 heller//AB//advmod//12 för//PP//mark//24 att//IE//mark//24 nonchalera//VB|INF|AKT//advcl//12 att//SN//mark//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 finns//VB|PRS|SFO//ccomp//24 frågor//NN|UTR|PLU|IND|NOM//nsubj//27 som//HP|-|-|-//nsubj//31 är//VB|PRS|AKT//cop//31 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//28 och//KN//cc//33 tar//VB|PRS|AKT//conj//31 tid//NN|UTR|SIN|IND|NOM//obj//33 at//PL//nsubj//38 t//PM|NOM//nmod//37 lö//PM|NOM//nmod//35 sa//VB|PRT|AKT//nsubj//27 .//MAD//punct//4
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Jag//PN|UTR|SIN|DEF|SUB//nsubj//41 ser//VB|PRS|AKT//parataxis//4 de//DT|UTR/NEU|PLU|DEF//det//44 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 exemplens//NN|NEU|PLU|DEF|GEN//nmod:poss//45 möjligheter//NN|UTR|PLU|IND|NOM//obj//41 att//IE//mark//47 stimulera//VB|INF|AKT//acl//45 til//PP//nummod//49 l//JJ|AN//obl//47 förändringsarbete//NN|NEU|SIN|IND|NOM//obj//47 .//MID//punct//41
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Inte//AB//advmod//53 nödvändigtvis//AB//advmod//41 till//PP//case//57 samma//DT|UTR/NEU|SIN/PLU|IND//det//57 tillämpnin//NN|UTR|SIN|DEF|NOM//amod//57 g//NN|NEU|SIN|IND|NOM//obl//41 som//HP|-|-|-//nsubj//66 i//PP//case//60 exemplen//NN|NEU|PLU|DEF|NOM//obl//66 utan//KN//cc//66 självfallet//AB|POS//fixed//61 också//AB//advmod//66 till//PP//case//66 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//66 tänkande//NN|NEU|SIN|IND|NOM//nmod//57 !//MID//punct//41
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 är//VB|PRS|AKT//cop//71 min//PS|UTR|SIN|DEF//nmod:poss//71 övertygelse//NN|UTR|SIN|IND|NOM//parataxis//41 att//SN//mark//74 förebilder//NN|UTR|PLU|IND|NOM//nsubj//74 ger//VB|PRS|AKT//csubj//71 inspiration//NN|UTR|SIN|IND|NOM//obj//74 och//KN//cc//77 frigör//VB|PRS|AKT//conj//74 kraf//NN|UTR|SIN|IND|NOM//obj//77 ter//VB|PRS|AKT//conj//71 .//MID//punct//71
