Fingeravtryck i uppehållstillstånd;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Viseringsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet Tobias Billström;Enligt//PP//case//25 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//28 ska//VB|PRS|AKT//aux//28 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//28 redovisa//VB|INF|AKT//conj//2 delbetänkandet//NN|NEU|SIN|DEF|NOM//obj//28 senast//AB|SUV//case//33 den//DT|UTR|SIN|DEF//det//32 15//RG|NOM//nummod//33 september//NN|UTR|SIN|IND|NOM//nmod//29 2009//RG|NOM//nummod//33 och//KN//cc//36 slutbetänkandet//NN|NEU|SIN|DEF|NOM//conj//33 senast//AB|SUV//case//40 den//DT|UTR|SIN|DEF//det//40 31//RG|NOM//nummod//40 januari//NN|UTR|SIN|IND|NOM//nmod//36 2010//RG|NOM//nummod//40 .//MAD//punct//2
Till statsrådet Tobias Billström;Den//DT|UTR|SIN|DEF//det//2 24//RG|NOM//nummod//2 september//NN|UTR|SIN|IND|NOM//obl//4 2009//RG|NOM//nummod//2 överlämnades//VB|PRT|SFO//ROOT//4 delbetänkande//NN|NEU|SIN|IND|NOM//amod//6 EU//PM|NOM//nsubj:pass//4 ://MID//punct//6 s//NN|NEU|SIN|IND|GEN//case//9 viseringskodex//NN|UTR|SIN|IND|NOM//obl:agent//4 (//PAD//punct//9 SOU//PM|NOM//appos//9 2009:77//RG|NOM//conj//9 )//PAD//punct//9 .//MAD//punct//4
Till statsrådet Tobias Billström;Härmed//AB//advmod//1 överlämnas//VB|PRS|SFO//ROOT//1 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 slutbetänkande//NN|NEU|SIN|IND|NOM//amod//4 Fingeravtryck//NN|NEU|PLU|IND|NOM//nsubj:pass//1 i//PP//advmod//1 uppehållstillstånd//NN|NEU|SIN|IND|NOM//fixed//5  //_SP////6 (//PAD//punct//1 SOU//PM|NOM//appos//1 2009:91//RG|NOM//obl//1 )//PAD//punct//1 .//MAD//punct//1
Till statsrådet Tobias Billström;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 härmed//AB//advmod//3 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//3 .//MAD//punct//3
Till statsrådet Tobias Billström;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 november//NN|UTR|SIN|IND|NOM//obl//0 2009//RG|NOM//nummod//0
Till statsrådet Tobias Billström;Håkan//PM|NOM//nsubj//36 Sandesjö//PM|NOM//flat//0 /Dina//RG|NOM//punct//0 Gutrad//PM|NOM//amod//4 4.5//RG|NOM//nmod//5 Kontroll//NN|UTR|SIN|IND|NOM//obj//0 av//PP//case//7 uppehållstillståndet//NN|NEU|SIN|DEF|NOM//nmod//5 och//KN//cc//12 de//DT|UTR/NEU|PLU|DEF//det//11 biometriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 4.6//RG|NOM//nmod//12 Registrering//NN|UTR|SIN|IND|NOM//conj//5 av//PP//case//15 biometriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 uppgifter//NN|UTR|PLU|IND|NOM//nmod//12 i//PP//case//20 en//DT|UTR|SIN|IND//det//19 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//19 6.2//RG|NOM//nmod:poss//20 Förslag//NN|NEU|PLU|IND|NOM//nmod//12 till//PP//case//22 förordning//NN|UTR|SIN|IND|NOM//nmod//20 om//PP//case//24 ändring//NN|UTR|SIN|IND|NOM//nmod//20 i//PP//case//28 3//RG|NOM//nummod//27 Rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//28 förordning//NN|UTR|SIN|IND|NOM//nmod//24 (//PAD//punct//30 EG//PM|NOM//appos//28 )//PAD//punct//30 nr//NN|AN//nmod//33 1030/2002//RG|NOM//conj//28 4//RG|NOM//nummod//36 Rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//36 förordning//NN|UTR|SIN|IND|NOM//ROOT//36 (//PAD//punct//38 EG//PM|NOM//appos//36 )//PAD//punct//38 nr//NN|AN//nmod//41 380/2008//RG|NOM//conj//36 av//PP//case//45 den//DT|UTR|SIN|DEF//det//45 18//RG|NOM//nummod//45 april//NN|UTR|SIN|IND|NOM//nmod//41 2008//RG|NOM//nummod//45 om//PP//case//48 ändring//NN|UTR|SIN|IND|NOM//nmod//36 av//PP//case//50 förordning//NN|UTR|SIN|IND|NOM//nmod//48 (//PAD//punct//52 EG//PM|NOM//appos//50 )//PAD//punct//52 5//RG|NOM//nummod//56 Rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//56 förordning//NN|UTR|SIN|IND|NOM//appos//36 (//PAD//punct//58 EG//PM|NOM//appos//56 )//PAD//punct//58 nr//NN|AN//nmod//61 2252/2004//RG|NOM//conj//56 av//PP//case//65 den//DT|UTR|SIN|DEF//det//65 13//RG|NOM//nummod//65 december//NN|UTR|SIN|IND|NOM//nmod//61 2004//RG|NOM//nummod//65 om//PP//case//68 standarder//NN|UTR|PLU|IND|NOM//nmod//65 för//PP//case//70 säkerhetsdetaljer//NN|UTR|PLU|IND|NOM//nmod//68 och//KN//cc//73 biometriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 kännetecken//NN|NEU|PLU|IND|NOM//conj//70 i//PP//case//75 pass//NN|NEU|PLU|IND|NOM//nmod//68 och//KN//cc//77 resehandlingar//NN|UTR|PLU|IND|NOM//conj//68 som//HP|-|-|-//nsubj:pass//79 utfärdas//VB|PRS|SFO//acl:relcl//77 av//PP//case//81 medlemsstaterna//NN|UTR|PLU|DEF|NOM//obl:agent//79

EG-förordningen om en enhetlig utformning av uppehållstillstånd innebär att uppehållstillstånd för medborgare i tredjeland som utfärdas efter den 20 maj 2011 ska innehålla ett lagringsmedium för innehavarens ansiktsbild. Först efter den 20 maj 2012 behöver uppehållstillstånden innehålla biometriska uppgifter i form av fingeravryck. Utredningen föreslår att biometriska uppgifter i form av såväl ansiktsbild som fingeravtryck ska införas samtidigt i uppehållstillstånd och att författningsförslagen ska träda i kraft den 1 januari 2011. Under en övergångsperiod från ikraftträdandet fram till den 20 maj 2011 bör uppehållstillstånd alltjämt få utfärdas i form av ett tillståndsmärke som infogas i passet.;EG-förordningen//NN|UTR|SIN|DEF|NOM//nsubj//7 om//PP//case//4 en//DT|UTR|SIN|IND//det//4 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//4 utformning//NN|UTR|SIN|IND|NOM//nmod//0 av//PP//case//6 uppehållstillstånd//NN|NEU|SIN|IND|NOM//nmod//4 innebär//VB|PRS|AKT//ROOT//7 att//SN//mark//9 uppehållstillstånd//NN|NEU|SIN|IND|NOM//nsubj//22 för//PP//case//11 medborgare//NN|UTR|PLU|IND|NOM//nmod//9 i//PP//case//13 tredjeland//NN|NEU|PLU|IND|NOM//obl//9 som//HP|-|-|-//nsubj:pass//15 utfärdas//VB|PRS|SFO//acl:relcl//13 efter//PP//case//19 den//DT|UTR|SIN|DEF//det//19 20//RG|NOM//nummod//19 maj//NN|UTR|SIN|IND|NOM//obl//15 2011//RG|NOM//nummod//19 ska//VB|PRS|AKT//aux//22 innehålla//VB|INF|AKT//ccomp//7 ett//DT|NEU|SIN|IND//det//24 lagringsmedium//NN|NEU|SIN|IND|NOM//obj//22 för//PP//case//27 innehavarens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 ansiktsbild//NN|UTR|SIN|IND|NOM//nmod//24 .//MAD//punct//7
EG-förordningen om en enhetlig utformning av uppehållstillstånd innebär att uppehållstillstånd för medborgare i tredjeland som utfärdas efter den 20 maj 2011 ska innehålla ett lagringsmedium för innehavarens ansiktsbild. Först efter den 20 maj 2012 behöver uppehållstillstånden innehålla biometriska uppgifter i form av fingeravryck. Utredningen föreslår att biometriska uppgifter i form av såväl ansiktsbild som fingeravtryck ska införas samtidigt i uppehållstillstånd och att författningsförslagen ska träda i kraft den 1 januari 2011. Under en övergångsperiod från ikraftträdandet fram till den 20 maj 2011 bör uppehållstillstånd alltjämt få utfärdas i form av ett tillståndsmärke som infogas i passet.;Först//AB//advmod//33 efter//PP//case//33 den//DT|UTR|SIN|DEF//det//33 20//RG|NOM//nummod//33 maj//NN|UTR|SIN|IND|NOM//obl//35 2012//RG|NOM//nummod//33 behöver//VB|PRS|AKT//aux//37 uppehållstillstånden//NN|NEU|PLU|DEF|NOM//nsubj//37 innehålla//VB|INF|AKT//parataxis//7 biometriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 uppgifter//NN|UTR|PLU|IND|NOM//obj//37 i//PP//case//43 form//NN|UTR|SIN|IND|NOM//fixed//40 av//PP//fixed//40 fingeravryck//NN|NEU|SIN|IND|NOM//obl//37 .//MAD//punct//46
EG-förordningen om en enhetlig utformning av uppehållstillstånd innebär att uppehållstillstånd för medborgare i tredjeland som utfärdas efter den 20 maj 2011 ska innehålla ett lagringsmedium för innehavarens ansiktsbild. Först efter den 20 maj 2012 behöver uppehållstillstånden innehålla biometriska uppgifter i form av fingeravryck. Utredningen föreslår att biometriska uppgifter i form av såväl ansiktsbild som fingeravtryck ska införas samtidigt i uppehållstillstånd och att författningsförslagen ska träda i kraft den 1 januari 2011. Under en övergångsperiod från ikraftträdandet fram till den 20 maj 2011 bör uppehållstillstånd alltjämt få utfärdas i form av ett tillståndsmärke som infogas i passet.;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//46 föreslår//VB|PRS|AKT//parataxis//7 att//SN//mark//66 biometriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 uppgifter//NN|UTR|PLU|IND|NOM//dep//47 i//PP//case//54 form//NN|UTR|SIN|IND|NOM//fixed//50 av//PP//fixed//50 såväl//KN//amod//54 ansiktsbild//NN|UTR|SIN|IND|NOM//nmod//49 som//KN//obl//58 fingeravtryck//NN|NEU|PLU|IND|NOM//nsubj:pass//58 ska//VB|PRS|AKT//aux//58 införas//VB|INF|SFO//acl:relcl//49 samtidigt//AB//advmod//58 i//PP//case//61 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obl//58 och//KN//cc//66 att//SN//mark//66 författningsförslagen//NN|UTR|SIN|DEF|NOM//nsubj//66 ska//VB|PRS|AKT//aux//66 träda//VB|INF|AKT//ccomp//46 i//PP//compound:prt//66 kraft//NN|UTR|SIN|IND|NOM//fixed//67 den//DT|UTR|SIN|DEF//det//71 1//RO|NOM//nummod//71 januari//NN|UTR|SIN|IND|NOM//obl//66 2011//RG|NOM//nummod//71 .//MAD//punct//46
EG-förordningen om en enhetlig utformning av uppehållstillstånd innebär att uppehållstillstånd för medborgare i tredjeland som utfärdas efter den 20 maj 2011 ska innehålla ett lagringsmedium för innehavarens ansiktsbild. Först efter den 20 maj 2012 behöver uppehållstillstånden innehålla biometriska uppgifter i form av fingeravryck. Utredningen föreslår att biometriska uppgifter i form av såväl ansiktsbild som fingeravtryck ska införas samtidigt i uppehållstillstånd och att författningsförslagen ska träda i kraft den 1 januari 2011. Under en övergångsperiod från ikraftträdandet fram till den 20 maj 2011 bör uppehållstillstånd alltjämt få utfärdas i form av ett tillståndsmärke som infogas i passet.;Under//PP//case//76 en//DT|UTR|SIN|IND//det//76 övergångsperiod//NN|UTR|SIN|IND|NOM//obl//89 från//PP//case//78 ikraftträdandet//NN|NEU|SIN|DEF|NOM//nmod//76 fram//AB//advmod//76 till//PP//case//83 den//DT|UTR|SIN|DEF//det//83 20//RG|NOM//nummod//83 maj//NN|UTR|SIN|IND|NOM//nmod//76 2011//RG|NOM//nummod//83 bör//VB|PRS|AKT//aux//89 uppehållstillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//89 alltjämt//AB//advmod//89 få//PN|UTR/NEU|PLU|IND|SUB/OBJ//aux//89 utfärdas//VB|INF|SFO//advcl//46 i//PP//case//94 form//NN|UTR|SIN|IND|NOM//fixed//90 av//PP//fixed//90 ett//DT|NEU|SIN|IND//det//94 tillståndsmärke//NN|NEU|SIN|IND|NOM//obl//89 som//HP|-|-|-//nsubj:pass//96 infogas//VB|PRS|SFO//acl:relcl//94 i//PP//case//98 passet//NN|NEU|SIN|DEF|NOM//obl//96 .//MAD//punct//7
EG-förordningen om en enhetlig utformning av uppehållstillstånd innebär att uppehållstillstånd för medborgare i tredjeland som utfärdas efter den 20 maj 2011 ska innehålla ett lagringsmedium för innehavarens ansiktsbild. Först efter den 20 maj 2012 behöver uppehållstillstånden innehålla biometriska uppgifter i form av fingeravryck. Utredningen föreslår att biometriska uppgifter i form av såväl ansiktsbild som fingeravtryck ska införas samtidigt i uppehållstillstånd och att författningsförslagen ska träda i kraft den 1 januari 2011. Under en övergångsperiod från ikraftträdandet fram till den 20 maj 2011 bör uppehållstillstånd alltjämt få utfärdas i form av ett tillståndsmärke som infogas i passet.;I//PP//case//1 EG-förordningen//NN|UTR|SIN|DEF|NOM//obl//2 lämnas//VB|PRS|SFO//ROOT//2 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//2 till//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 medlemsstaterna//NN|UTR|PLU|DEF|NOM//obl//2 att//IE//mark//9 bestämma//VB|INF|AKT//acl//7 om//SN//mark//15 redan//AB//advmod//12 utfärdade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 uppehållstillstånd//NN|NEU|SIN|IND|NOM//nsubj//15 ska//VB|PRS|AKT//aux//15 fortsätta//VB|INF|AKT//ccomp//9 att//IE//mark//18 vara//VB|INF|AKT//cop//18 giltiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//15 efter//PP//case//22 den//DT|UTR|SIN|DEF//det//22 20//RG|NOM//nummod//22 maj//NN|UTR|SIN|IND|NOM//obl//18 2011//RG|NOM//nummod//22 .//MAD//punct//2
EG-förordningen om en enhetlig utformning av uppehållstillstånd innebär att uppehållstillstånd för medborgare i tredjeland som utfärdas efter den 20 maj 2011 ska innehålla ett lagringsmedium för innehavarens ansiktsbild. Först efter den 20 maj 2012 behöver uppehållstillstånden innehålla biometriska uppgifter i form av fingeravryck. Utredningen föreslår att biometriska uppgifter i form av såväl ansiktsbild som fingeravtryck ska införas samtidigt i uppehållstillstånd och att författningsförslagen ska träda i kraft den 1 januari 2011. Under en övergångsperiod från ikraftträdandet fram till den 20 maj 2011 bör uppehållstillstånd alltjämt få utfärdas i form av ett tillståndsmärke som infogas i passet.;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//26 föreslår//VB|PRS|AKT//parataxis//2 att//SN//mark//37 uppehållstillstånd//NN|NEU|SIN|IND|NOM//nsubj//37 som//HP|-|-|-//nsubj:pass//30 utfärdats//VB|SUP|SFO//acl:relcl//28 enligt//PP//case//33 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 bestämmelser//NN|UTR|PLU|IND|NOM//obl//30 endast//AB//advmod//37 bör//VB|PRS|AKT//aux//37 vara//VB|INF|AKT//cop//37 fortsatt//AB//ccomp//26 giltiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//37 fram//AB//advmod//38 till//PP//case//43 den//DT|UTR|SIN|DEF//det//43 20//RG|NOM//nummod//43 maj//NN|UTR|SIN|IND|NOM//obl//38 2015//RG|NOM//nummod//43 .//MAD//punct//26
EG-förordningen om en enhetlig utformning av uppehållstillstånd innebär att uppehållstillstånd för medborgare i tredjeland som utfärdas efter den 20 maj 2011 ska innehålla ett lagringsmedium för innehavarens ansiktsbild. Först efter den 20 maj 2012 behöver uppehållstillstånden innehålla biometriska uppgifter i form av fingeravryck. Utredningen föreslår att biometriska uppgifter i form av såväl ansiktsbild som fingeravtryck ska införas samtidigt i uppehållstillstånd och att författningsförslagen ska träda i kraft den 1 januari 2011. Under en övergångsperiod från ikraftträdandet fram till den 20 maj 2011 bör uppehållstillstånd alltjämt få utfärdas i form av ett tillståndsmärke som infogas i passet.;Innehavare//NN|UTR|SIN|IND|NOM//nsubj//54 av//PP//case//48 uppehållstillstånd//NN|NEU|SIN|IND|NOM//nmod//46 som//HP|-|-|-//nsubj:pass//50 utfärdats//VB|SUP|SFO//acl:relcl//48 enligt//PP//case//53 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 bestämmelser//NN|UTR|PLU|IND|NOM//obl//50 har//VB|PRS|AKT//parataxis//26 möjlighet//NN|UTR|SIN|IND|NOM//obj//54 att//IE//mark//68 under//PP//case//58 perioden//NN|UTR|SIN|DEF|NOM//obl//61 den//DT|UTR|SIN|DEF//det//61 20//RG|NOM//nummod//61 maj//NN|UTR|SIN|IND|NOM//obl//68 2011//RG|NOM//nummod//61 till//PP//case//66 den//DT|UTR|SIN|DEF//det//66 20//RG|NOM//nummod//66 maj//NN|UTR|SIN|IND|NOM//obl//68 2015//RG|NOM//nummod//66 förnya//VB|INF|AKT//acl//55 sitt//PS|NEU|SIN|DEF//nmod:poss//70 tillståndsbevis//NN|NEU|SIN|IND|NOM//obj//68 .//MAD//punct//2
EG-förordningen om en enhetlig utformning av uppehållstillstånd innebär att uppehållstillstånd för medborgare i tredjeland som utfärdas efter den 20 maj 2011 ska innehålla ett lagringsmedium för innehavarens ansiktsbild. Först efter den 20 maj 2012 behöver uppehållstillstånden innehålla biometriska uppgifter i form av fingeravryck. Utredningen föreslår att biometriska uppgifter i form av såväl ansiktsbild som fingeravtryck ska införas samtidigt i uppehållstillstånd och att författningsförslagen ska träda i kraft den 1 januari 2011. Under en övergångsperiod från ikraftträdandet fram till den 20 maj 2011 bör uppehållstillstånd alltjämt få utfärdas i form av ett tillståndsmärke som infogas i passet.;Vid//PP//case//1 förnyande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//8 av//PP//case//3 tillståndsbevis//NN|NEU|SIN|IND|NOM//nmod//1 till//PP//case//7 uppehållstillstånd//NN|NEU|SIN|IND|NOM//amod//7 innehållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 biometri//NN|UTR|SIN|IND|NOM//nmod//1 krävs//VB|PRS|SFO//ROOT//8 upptagande//NN|NEU|SIN|IND|NOM//nsubj:pass//8 av//PP//case//11 fingeravtryck//NN|NEU|PLU|IND|NOM//nmod//9 och//KN//cc//13 fotografi//NN|UTR|SIN|IND|NOM//conj//11 .//MAD//punct//8
