9 Utblick i Sverige och övriga Norden ;Enligt//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//29 skall//VB|PRS|AKT//aux//29 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//29 ,//MID//punct//3 där//HA//advmod//8 så//AB//advmod//8 är//VB|PRS|AKT//cop//8 lämpligt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//3 ,//MID//punct//10 tillvarata//VB|INF|AKT//conj//8 erfarenheter//NN|UTR|PLU|IND|NOM//obj//10 från//PP//case//15 de//DT|UTR/NEU|PLU|DEF//det//15 nordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 länderna//NN|NEU|PLU|DEF|NOM//nmod//11 när//HA//case//19 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//16 gäller//VB|PRS|AKT//fixed//16 styrningen//NN|UTR|SIN|DEF|NOM//obl//10 av//PP//case//24 den//DT|UTR|SIN|DEF//det//24 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 regionala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 förvaltningen//NN|UTR|SIN|DEF|NOM//nmod//19 .//MAD//punct//8
9 Utblick i Sverige och övriga Norden ;Island//PM|NOM//nsubj//40 med//PP//case//35 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//33 286//RG|NOM//nummod//34 000//RG|NOM//nummod//35 invånare//NN|UTR|PLU|IND|NOM//nmod//30 (//PAD//punct//35 2001//RG|NOM//nummod//35 )//PAD//punct//30 är//VB|PRS|AKT//aux:pass//40 uppdelat//PC|PRF|NEU|SIN|IND|NOM//conj//20 på//PP//case//43 sex//RG|NOM//nummod//43 regioner//NN|UTR|PLU|IND|NOM//obl//40 och//KN//cc//46 105//RG|NOM//nummod//46 kommuner//NN|UTR|PLU|IND|NOM//conj//43 .//MAD//punct//40
9 Utblick i Sverige och övriga Norden ;I//PP//case//52 det//DT|NEU|SIN|DEF//det//52 nu//AB//advmod//51 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 avseendet//NN|NEU|SIN|DEF|NOM//obl//40 är//VB|PRS|AKT//cop//55 dock//AB//advmod//55 skillnaderna//NN|UTR|PLU|DEF|NOM//xcomp//3 mellan//PP//case//57 Island//PM|NOM//nmod//55 och//KN//cc//62 de//DT|UTR/NEU|PLU|DEF//det//62 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 nordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 länderna//NN|NEU|PLU|DEF|NOM//conj//57 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//55 .//MAD//punct//55
9 Utblick i Sverige och övriga Norden ;Island//PM|NOM//conj//55 saknar//VB|PRS|AKT//conj//3 dessutom//AB//advmod//66 en//DT|UTR|SIN|IND//det//70 regional//JJ|POS|UTR|SIN|IND|NOM//amod//70 förvaltning//NN|UTR|SIN|IND|NOM//obj//66 .//MAD//punct//3
9 Utblick i Sverige och övriga Norden ;9.1.1//RG|NOM//parataxis//3 Danmark//PM|NOM//obj//72 och//KN//cc//75 statsamterna//NN|UTR|PLU|DEF|NOM//conj//73
9 Utblick i Sverige och övriga Norden ;I//PP//case//1 Danmark//PM|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 14//RG|NOM//nummod//4 statsamter//NN|UTR|PLU|IND|NOM//nsubj//2 som//HP|-|-|-//nsubj//7 geografiskt//AB|POS//advmod//7 följer//VB|PRS|AKT//acl:relcl//4 amtsstrukturen//NN|UTR|SIN|DEF|NOM//obj//7 .//MAD//punct//2
9 Utblick i Sverige och övriga Norden ;Därutöver//AB//advmod//11 finns//VB|PRS|SFO//parataxis//2 Köpenhamns//PM|GEN//nsubj//11 Överpresidium//PM|NOM//nsubj//11 ,//MID//punct//13 som//HP|-|-|-//nsubj//16 ansvarar//VB|PRS|AKT//acl:relcl//13 för//PP//case//19 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 uppgifter//NN|UTR|PLU|IND|NOM//obl//16 som//HP|-|-|-//nsubj//21 ligger//VB|PRS|AKT//acl:relcl//19 inom//PP//case//27 ramen//NN|UTR|SIN|DEF|NOM//fixed//22 för//PP//fixed//22 ett//DT|NEU|SIN|IND//det//27 statsamts//NN|NEU|SIN|IND|GEN//amod//27 ansvarsområde//NN|NEU|SIN|IND|NOM//obl//21 .//MAD//punct//11
9 Utblick i Sverige och övriga Norden ;Normalt//AB|POS//advmod//30 benämns//VB|PRS|SFO//parataxis//11 alla//DT|UTR/NEU|PLU|IND/DEF//det//32 15//RG|NOM//nsubj:pass//30 som//KN//case//34 statsamter//NN|UTR|PLU|IND|NOM//xcomp//30 .//MAD//punct//2
9 Utblick i Sverige och övriga Norden ;Varje//DT|UTR/NEU|SIN|IND//det//1 statsamt//NN|UTR|SIN|IND|NOM//nsubj:pass//2 leds//VB|PRS|SFO//ROOT//2 av//PP//case//5 en//DT|UTR|SIN|IND//det//5 statsamtsman//NN|UTR|SIN|IND|NOM//obl:agent//2 utsedd//PC|PRF|UTR|SIN|IND|NOM//xcomp//2 av//PP//case//8 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//6 .//MAD//punct//2
9 Utblick i Sverige och övriga Norden ;Statsamterna//NN|UTR|PLU|DEF|NOM//nsubj//14 är//VB|PRS|AKT//cop//14 självständiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 institutioner//NN|UTR|PLU|IND|NOM//parataxis//2 och//KN//cc//16 lyder//VB|PRS|AKT//conj//14 under//PP//case//19 Indenrigsog//PM|NOM//nmod:poss//19 Sundhedsministeriet//NN|NEU|SIN|DEF|NOM//obl//16 .//MAD//punct//14
9 Utblick i Sverige och övriga Norden ;Under//PP//case//23 år//NN|NEU|SIN|IND|NOM//nmod//23 2002//RG|NOM//conj//14 var//VB|PRT|AKT//cop//30 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//30 dock//AB//advmod//30 endast//AB//advmod//30 ca//AB|AN//advmod//29 12//RG|NOM//nummod//30 procent//NN|UTR|PLU|IND|NOM//xcomp//2 av//PP//case//32 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//30 som//HP|-|-|-//nsubj//34 sorterade//VB|PRT|AKT//acl:relcl//32 under//PP//case//38 detta//DT|NEU|SIN|DEF//det//38 ministeriums//NN|NEU|SIN|IND|GEN//amod//38 ansvarsområde//NN|NEU|SIN|IND|NOM//obl//34 .//MAD//punct//30
9 Utblick i Sverige och övriga Norden ;Tyngdpunkten//NN|UTR|SIN|DEF|NOM//nsubj//43 i//PP//case//42 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//40 ligger//VB|PRS|AKT//conj//2 istället//AB//advmod//43 på//PP//case//46 frågor//NN|UTR|PLU|IND|NOM//obl//43 som//HP|-|-|-//nsubj//48 sorterar//VB|PRS|AKT//acl:relcl//46 under//PP//case//50 Justitieministeriet//PM|NOM//obl//48 (//PAD//punct//43 52//RG|NOM//nummod//53 procent//NN|UTR|PLU|IND|NOM//appos//43 )//PAD//punct//53 och//KN//cc//56 Socialministeriet//NN|NEU|SIN|DEF|NOM//conj//43 (//PAD//punct//56 32//RG|NOM//nummod//59 procent//NN|UTR|PLU|IND|NOM//appos//56 )//PAD//punct//56 .//MAD//punct//2
9 Utblick i Sverige och övriga Norden ;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//63 beror//VB|PRS|AKT//parataxis//2 på//PP//mark//67 att//SN//mark//67 statsamterna//NN|UTR|PLU|DEF|NOM//nsubj//67 har//VB|PRS|AKT//advcl//63 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 person-//NN|UTR|-|-|SMS//amod//72 och//KN//cc//71 familjerättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//69 uppgifter//NN|UTR|PLU|IND|NOM//obj//67 (//PAD//punct//72 skilsmässor//NN|UTR|PLU|IND|NOM//appos//72 ,//MID//punct//76 adoptioner//NN|UTR|PLU|IND|NOM//conj//74 och//KN//cc//80 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 domstolsliknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 uppgifter//NN|UTR|PLU|IND|NOM//conj//74 )//PAD//punct//72 .//MAD//punct//87
9 Utblick i Sverige och övriga Norden ;Därutöver//AB//advmod//87 har//VB|PRS|AKT//aux//87 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//87 även//AB//advmod//87 ansvar//NN|NEU|SIN|IND|NOM//xcomp//63 för//PP//case//89 frågor//NN|UTR|PLU|IND|NOM//nmod//87 som//HP|-|-|-//nsubj//91 rör//VB|PRS|AKT//acl:relcl//89 de//DT|UTR/NEU|PLU|DEF//det//94 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 valen//NN|NEU|PLU|DEF|NOM//obj//91 ,//MID//punct//96 överklagande//NN|NEU|SIN|IND|NOM//advcl//91 av//PP//case//99 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 beslut//NN|NEU|PLU|IND|NOM//obl//96 ,//MID//punct//101 värnplikt//NN|UTR|SIN|IND|NOM//conj//99 ,//MID//punct//103 boende//NN|UTR|PLU|IND|NOM//conj//99 ,//MID//punct//105 skatter//NN|UTR|PLU|IND|NOM//conj//99 och//KN//cc//107 kyrkoförvaltning//NN|UTR|SIN|IND|NOM//conj//99 .//MID//punct//63
9 Utblick i Sverige och övriga Norden ;Statsamterna//NN|UTR|PLU|DEF|NOM//nsubj//110 fungerar//VB|PRS|AKT//parataxis//63 också//AB//advmod//110 som//KN//mark//113 tillsynsmyndigheter//NN|UTR|PLU|IND|NOM//advcl//110 över//PP//case//115 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//113 .//MAD//punct//110
9 Utblick i Sverige och övriga Norden ;Anslagstilldelningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//123 till//PP//case//119 statsamterna//NN|UTR|PLU|DEF|NOM//nmod//117 för//PP//case//122 år//NN|NEU|SIN|IND|NOM//nmod//122 2004//RG|NOM//nmod//119 beräknas//VB|PRS|SFO//conj//110 till//PP//case//129 ca//AB|AN//advmod//126 334//RG|NOM//nummod//127 miljoner//NN|UTR|PLU|IND|NOM//nmod//129 danska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//129 kronor//NN|UTR|PLU|IND|NOM//obl//123 och//KN//cc//132 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//132 sysselsätter//VB|PRS|AKT//conj//123 ca//AB|AN//advmod//134 700//RG|NOM//nummod//135 årsarbetskrafter//NN|UTR|PLU|IND|NOM//obj//132 .//MAD//punct//2
9 Utblick i Sverige och övriga Norden ;Indenrigsog//PM|NOM//nsubj//5 Sundhedsministeriets//PM|GEN//nmod:poss//2 styrning//NN|UTR|SIN|IND|NOM//obj//0 av//PP//case//4 statsamterna//NN|UTR|PLU|DEF|NOM//nmod//2 sker//VB|PRS|AKT//ROOT//5 genom//PP//case//8 s.k.//AB|AN//amod//8 resultatkontrakt//NN|UTR|SIN|IND|NOM//obl//5 .//MAD//punct//5
9 Utblick i Sverige och övriga Norden ;Kontraktet//NN|NEU|SIN|DEF|NOM//nsubj//11 sluts//VB|PRS|SFO//parataxis//5 mellan//PP//case//14 respektive//AB//cc//14 statsamt//JJ|POS|NEU|SIN|IND|NOM//obl//11 och//KN//cc//16 Indenrigsog//PM|NOM//conj//14 Sundhedsministeriet//NN|NEU|SIN|DEF|NOM//conj//14 .//MAD//punct//11
9 Utblick i Sverige och övriga Norden ;Kontraktet//NN|NEU|SIN|DEF|NOM//nsubj//20 innehåller//VB|PRS|AKT//parataxis//11 bl.a.//AB|AN//advmod//20 mål//NN|NEU|PLU|IND|NOM//obj//20 för//PP//case//24 produktivitet//NN|UTR|SIN|IND|NOM//obl//20 ,//MID//punct//26 effektivitet//NN|UTR|SIN|IND|NOM//conj//24 ,//MID//punct//28 handläggningstider//NN|UTR|PLU|IND|NOM//conj//24 och//KN//cc//30 kvalitet//NN|UTR|SIN|IND|NOM//conj//24 .//MAD//punct//20
9 Utblick i Sverige och övriga Norden ;Sedan//PP//mark//36 år//NN|NEU|SIN|IND|NOM//nmod//34 2001//RG|NOM//obl//36 är//VB|PRS|AKT//cop//36 kontraktet//NN|NEU|SIN|DEF|NOM//parataxis//20 på//PP//case//39 fyra//RG|NOM//nummod//39 år//NN|NEU|PLU|IND|NOM//nmod//36 och//KN//cc//41 rullande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//36 .//MAD//punct//49
9 Utblick i Sverige och övriga Norden ;Endast//AB//advmod//47 det//DT|NEU|SIN|DEF//det//46 första//RO|NOM//amod//46 årets//NN|NEU|SIN|DEF|GEN//nmod:poss//47 mål//NN|NEU|SIN|IND|NOM//nsubj//49 är//VB|PRS|AKT//cop//49 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 medan//SN//mark//55 de//DT|UTR/NEU|PLU|DEF//det//53 fleråriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 målen//NN|NEU|PLU|DEF|NOM//nsubj//55 är//VB|PRS|AKT//cop//55 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//49 av//PP//case//57 riktmärken//NN|NEU|PLU|IND|NOM//nmod//55 .//MAD//punct//36
9 Utblick i Sverige och övriga Norden ;Tidigare//AB|KOM//advmod//62 har//VB|PRS|AKT//aux//62 resultatkontraktet//NN|NEU|SIN|DEF|NOM//nsubj//62 haft//VB|SUP|AKT//conj//20 ett//DT|NEU|SIN|IND//det//65 ettårigt//JJ|POS|NEU|SIN|IND|NOM//amod//65 fokus//NN|NEU|SIN|IND|NOM//obj//62 ,//MID//punct//69 men//KN//cc//69 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//69 omfattar//VB|PRS|AKT//conj//20 nu//AB//advmod//69 också//AB//advmod//69 mer//AB|KOM//advmod//73 långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 överväganden//NN|NEU|PLU|IND|NOM//obj//69 .//MAD//punct//20
9 Utblick i Sverige och övriga Norden ;"Resultatkontrakten//NN|UTR|SIN|DEF|NOM//nsubj//78 är//VB|PRS|AKT//aux:pass//78 utformade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//20 enligt//PP//case//81 en//DT|UTR|SIN|IND//det//81 styrkortsmodell//NN|UTR|SIN|IND|NOM//obl//78 med//PP//case//84 tre//RG|NOM//nummod//84 fokusområden//NN|NEU|PLU|IND|NOM//nmod//81 ;//MID//punct//84"
9 Utblick i Sverige och övriga Norden ;produktivitet//NN|UTR|SIN|IND|NOM//appos//84 ,//MID//punct//88 service//NN|UTR|SIN|IND|NOM//conj//86 och//KN//cc//90 kvalitet//NN|UTR|SIN|IND|NOM//conj//86 samt//KN//cc//92 utveckling//NN|UTR|SIN|IND|NOM//conj//86 av//PP//case//95 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//95 myndigheten//NN|UTR|SIN|DEF|NOM//nmod//92 (//PAD//punct//84 personalmässigt//AB|POS//appos//84 ,//MID//punct//99 organisatoriskt//JJ|POS|NEU|SIN|IND|NOM//conj//97 och//KN//cc//101 sakmässigt//JJ|POS|NEU|SIN|IND|NOM//conj//97 )//PAD//punct//84 .//MAD//punct//11
9 Utblick i Sverige och övriga Norden ;Kontraktets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 struktur//NN|UTR|SIN|IND|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 samma//DT|UTR/NEU|SIN/PLU|IND//ROOT//3 för//PP//case//6 alla//DT|UTR/NEU|PLU|IND/DEF//det//6 statsamter//NN|UTR|PLU|IND|NOM//obl//3 ,//MID//punct//13 men//KN//cc//13 innehållet//NN|NEU|SIN|DEF|NOM//nsubj//13 i//PP//case//11 uppgifterna//NN|UTR|PLU|DEF|NOM//nmod//9 kan//VB|PRS|AKT//aux//13 variera//VB|INF|AKT//conj//3 något//PN|NEU|SIN|IND|SUB/OBJ//obj//13 .//MID//punct//13
9 Utblick i Sverige och övriga Norden ;Även//AB//advmod//17 ambitionsnivåerna//NN|UTR|PLU|DEF|NOM//nsubj//22 i//PP//case//19 målen//NN|NEU|PLU|DEF|NOM//nmod//17 är//VB|PRS|AKT//cop//22 individuellt//AB|POS//advmod//22 anpassade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//13 för//PP//case//25 varje//DT|UTR/NEU|SIN|IND//det//25 statsamt//JJ|POS|NEU|SIN|IND|NOM//obl//22 .//MAD//punct//13
9 Utblick i Sverige och övriga Norden ;Ambitionsnivåerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//28 sätts//VB|PRS|SFO//parataxis//13 i//PP//case//34 förhållande//NN|NEU|SIN|IND|NOM//fixed//29 till//PP//case//34 föregående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 års//NN|NEU|SIN|IND|GEN//nmod:poss//34 resultat//NN|NEU|SIN|IND|NOM//obl//28 .//MAD//punct//3
9 Utblick i Sverige och övriga Norden ;Folketinget//NN|NEU|SIN|DEF|NOM//nsubj//1 beslutar//VB|PRS|AKT//ROOT//1 varje//DT|UTR/NEU|SIN|IND//det//3 år//NN|NEU|SIN|IND|NOM//obl//1 om//PP//case//5 medelstilldelning//NN|UTR|SIN|IND|NOM//obl//1 till//PP//case//7 statsamterna//NN|UTR|PLU|DEF|NOM//nmod//5 .//MAD//punct//1
9 Utblick i Sverige och övriga Norden ;Fördelningen//NN|UTR|SIN|DEF|NOM//nsubj//12 av//PP//case//11 medel//NN|NEU|PLU|IND|NOM//nmod//9 sker//VB|PRS|AKT//parataxis//1 efter//PP//case//14 principen//NN|UTR|SIN|DEF|NOM//obl//12 att//SN//mark//21 den//DT|UTR|SIN|DEF//det//19 mest//AB|SUV//advmod//18 produktiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 statsamten//NN|UTR|SIN|DEF|NOM//nsubj//21 skall//VB|PRS|AKT//aux//21 få//VB|INF|AKT//advcl//12 den//DT|UTR|SIN|DEF//det//24 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//24 delen//NN|UTR|SIN|DEF|NOM//obj//21 av//PP//case//27 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 medel//NN|NEU|PLU|IND|NOM//nmod//24 .//MAD//punct//12
9 Utblick i Sverige och övriga Norden ;80//RG|NOM//nummod//30 procent//NN|UTR|PLU|IND|NOM//nsubj:pass//33 av//PP//case//32 medlen//NN|NEU|PLU|DEF|NOM//nmod//30 fördelas//VB|PRS|SFO//parataxis//12 utifrån//PP//case//38 en//DT|UTR|SIN|IND//det//37 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//37 aktivitetsbaserad//PC|PRF|UTR|SIN|IND|NOM//amod//38 fördelningsmodell//NN|UTR|SIN|IND|NOM//obl//33 .//MAD//punct//44
