Promemoria;2011-01-19//RG|NOM//det//1 S2011/686//RG|NOM//ROOT//1 ///MID//cc//3 PBB//PM|NOM//conj//1
5. Begravningsombuden;Man//PN|UTR|SIN|IND|SUB//nsubj//35 finner//VB|PRS|AKT//parataxis//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 också//AB//advmod//35 rimligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//35 att//IE//mark//40 införa//VB|INF|AKT//acl//38 en//DT|UTR|SIN|IND//det//42 bestämmelse//NN|UTR|SIN|IND|NOM//obj//40 i//PP//case//44 begravningslagen//NN|UTR|SIN|DEF|NOM//nmod//42 om//PP//mark//49 att//SN//mark//49 länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//49 måste//VB|PRS|AKT//aux//49 göra//VB|INF|AKT//advcl//40 en//DT|UTR|SIN|IND//det//52 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//52 prövning//NN|UTR|SIN|IND|NOM//obj//49 av//PP//case//56 en//DT|UTR|SIN|IND//det//56 persons//NN|UTR|SIN|IND|GEN//nmod:poss//56 kvalifikationer//NN|UTR|PLU|IND|NOM//nmod//52 och//KN//cc//58 lämplighet//NN|UTR|SIN|IND|NOM//conj//56 innan//SN//mark//63 han//PN|UTR|SIN|DEF|SUB//nsubj:pass//63 eller//KN//cc//62 hon//PN|UTR|SIN|DEF|SUB//conj//60 förordnas//VB|PRS|SFO//advcl//49 .//MAD//punct//35
5. Begravningsombuden;Hovrätten//NN|UTR|SIN|DEF|NOM//nsubj//5 för//PP//case//3 Västra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 Sverige//PM|NOM//nmod//0  //_SP////3 noterar//VB|PRS|AKT//ROOT//5 att//SN//mark//15 förslaget//NN|NEU|SIN|DEF|NOM//nsubj//15 när//HA//mark//15 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//8 gäller//VB|PRS|AKT//fixed//8 ersättningen//NN|UTR|SIN|DEF|NOM//obj//10 till//PP//case//14 ett//DT|NEU|SIN|IND//det//14 ombud//NN|NEU|SIN|IND|NOM//obl//10 innebär//VB|PRS|AKT//ccomp//5 att//SN//mark//19 ombuden//NN|NEU|PLU|DEF|NOM//nsubj//19 är//VB|PRS|AKT//cop//19 berättigade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//15 till//PP//case//24 dels//KN//advmod//24 ett//DT|NEU|SIN|IND//det//24 årligt//JJ|POS|NEU|SIN|IND|NOM//amod//24 grundarvode//NN|NEU|SIN|IND|NOM//obl//19 ,//MID//punct//28 dels//KN//advmod//28 ett//DT|NEU|SIN|IND//det//28 sammanträdesarvode//NN|NEU|SIN|IND|NOM//appos//24 .//MAD//punct//5
5. Begravningsombuden;Hovrätten//NN|UTR|SIN|DEF|NOM//nsubj//31 instämmer//VB|PRS|AKT//parataxis//5 i//PP//case//34 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 bedömning//NN|UTR|SIN|IND|NOM//obl//31 att//SN//mark//38 systemet//NN|NEU|SIN|DEF|NOM//nsubj//38 kan//VB|PRS|AKT//aux//38 bidra//VB|INF|AKT//ccomp//31 till//PP//mark//42 att//SN//mark//42 årsberättelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//42 ges//VB|PRS|SFO//advcl//38 in//PL//compound:prt//42 i//PP//case//45 tid//NN|UTR|SIN|IND|NOM//obl//42 .//MAD//punct//31
5. Begravningsombuden;Enligt//PP//case//48 hovrätten//NN|UTR|SIN|DEF|NOM//obl//49 finns//VB|PRS|SFO//conj//31 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//49 emellertid//AB//advmod//49 skäl//NN|NEU|PLU|IND|NOM//nsubj//49 att//IE//mark//54 överväga//VB|INF|AKT//acl//52 om//SN//mark//59 inte//AB//advmod//57 sammanträdesarvodet//NN|NEU|SIN|DEF|NOM//nsubj:pass//59 bör//VB|PRS|AKT//aux//59 utbetalas//VB|INF|SFO//advcl//49 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//59 enligt//PP//case//64 en//DT|UTR|SIN|IND//det//64 separat//JJ|POS|UTR|SIN|IND|NOM//amod//64 ordning//NN|UTR|SIN|IND|NOM//obl//59 .//MAD//punct//31
5. Begravningsombuden;Den//DT|UTR|SIN|DEF//det//68 fördröjda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//68 utbetalningen//NN|UTR|SIN|DEF|NOM//nsubj//69 innebär//VB|PRS|AKT//conj//31 en//DT|UTR|SIN|IND//det//71 nackdel//NN|UTR|SIN|IND|NOM//obj//69 för//PP//case//73 ombuden//NN|NEU|PLU|DEF|NOM//nmod//71 .//MAD//punct//31
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//5 i//PP//case//3 Stockholms//PM|GEN//nmod:poss//3 län//NN|NEU|SIN|IND|NOM//nmod//0  //_SP////3 anser//VB|PRS|AKT//ROOT//5 att//SN//mark//15 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//15 som//KN//mark//9 begravningsombud//NN|NEU|SIN|IND|NOM//acl//7 i//PP//case//11 normalfallet//NN|NEU|SIN|DEF|NOM//obl//9 inte//AB//advmod//15 är//VB|PRS|AKT//cop//15 mer//AB|KOM//advmod//15 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//5 än//KN//mark//26 att//SN//mark//26 en//DT|UTR|SIN|IND//det//20 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 person//NN|UTR|SIN|IND|NOM//nsubj//26 på//PP//case//24 ett//DT|NEU|SIN|IND//det//24 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 sätt//NN|NEU|SIN|IND|NOM//nmod//20 kan//VB|PRS|AKT//aux//26 inneha//VB|INF|AKT//advcl//15 uppgiften//NN|UTR|SIN|DEF|NOM//obj//26 gentemot//PP//case//29 huvudmännen//NN|UTR|SIN|DEF|NOM//nmod//27 i//PP//case//32 en//DT|UTR|SIN|IND//det//32 kommun//NN|UTR|SIN|IND|NOM//nmod//29 .//MAD//punct//5
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//36 är//VB|PRS|AKT//cop//36 positiv//JJ|POS|UTR|SIN|IND|NOM//parataxis//5 till//PP//mark//42 att//SN//mark//42 en//DT|UTR|SIN|IND//det//41 generell//JJ|POS|UTR|SIN|IND|NOM//amod//41 regel//NN|UTR|SIN|IND|NOM//nsubj:pass//42 ställs//VB|PRS|SFO//advcl//36 upp//PL//compound:prt//42 för//PP//case//45 vem//HP|UTR|SIN|IND//obl//42 som//HP|-|-|-//nsubj:pass//48 kan//VB|PRS|AKT//aux//48 förordnas//VB|INF|SFO//acl:relcl//45 som//KN//mark//50 ombud//NN|NEU|SIN|IND|NOM//obl//48 ,//MID//punct//42 så//SN//mark//56 att//SN//fixed//52 likartade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 kompetenskrav//NN|NEU|PLU|IND|NOM//nsubj:pass//56 ställs//VB|PRS|SFO//advcl//42 i//PP//case//59 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 landet//NN|NEU|SIN|DEF|NOM//obl//56 .//MAD//punct//36
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nmod:poss//62 delar//VB|PRS|AKT//appos//36 utredarens//NN|UTR|SIN|DEF|GEN//nmod:poss//64 uppfattning//NN|UTR|SIN|IND|NOM//obj//62 att//SN//mark//72 krav//NN|NEU|PLU|IND|NOM//nsubj:pass//72 på//PP//case//69 formell//JJ|POS|UTR|SIN|IND|NOM//amod//69 kompetens//NN|UTR|SIN|IND|NOM//nmod//66 inte//AB//advmod//72 bör//VB|PRS|AKT//aux//72 ställas//VB|INF|SFO//advcl//62 ,//MID//punct//72 eftersom//SN//mark//79 ett//DT|NEU|SIN|IND//det//77 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//77 krav//NN|NEU|SIN|IND|NOM//nsubj//79 skulle//VB|PRT|AKT//aux//79 minska//VB|INF|AKT//advcl//72 utbudet//NN|NEU|SIN|DEF|NOM//obj//79 av//PP//case//83 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 kandidater//NN|UTR|PLU|IND|NOM//nmod//80 .//MAD//punct//36
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//88 är//VB|PRS|AKT//cop//88 även//AB//advmod//88 positiv//JJ|POS|UTR|SIN|IND|NOM//parataxis//36 till//PP//mark//94 att//SN//mark//94 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//94 i//PP//case//93 begravningslagen//NN|UTR|SIN|DEF|NOM//obl//94 införs//VB|PRS|SFO//advcl//88 ett//DT|NEU|SIN|IND//det//96 krav//NN|NEU|SIN|IND|NOM//nsubj:pass//94 på//PP//case//99 skriftlig//JJ|POS|UTR|SIN|IND|NOM//amod//99 motivering//NN|UTR|SIN|IND|NOM//nmod//96 av//PP//case//102 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//102 förslag//NN|NEU|SIN|IND|NOM//nmod//99 ,//MID//punct//94 med//PP//case//108 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//104 i//PP//case//108 de//DT|UTR/NEU|PLU|DEF//det//108 kvalifikationer//NN|UTR|PLU|IND|NOM//obl//94 som//HP|-|-|-//nsubj:pass//110 anges//VB|PRS|SFO//acl:relcl//108 i//PP//case//112 begravningslagen//NN|UTR|SIN|DEF|NOM//obl//110 .//MAD//punct//88
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nmod:poss//115 delar//VB|PRS|AKT//nmod//117 utredarens//NN|UTR|SIN|DEF|GEN//nmod:poss//117 uppfattning//NN|UTR|SIN|IND|NOM//parataxis//88 att//SN//mark//126 trossamfund//NN|NEU|PLU|IND|NOM//nsubj//126 utanför//PP//case//122 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//122 kyrkan//NN|UTR|SIN|DEF|NOM//nmod//119 samt//KN//cc//124 livsåskådningsorganisationer//NN|UTR|PLU|IND|NOM//conj//119 är//VB|PRS|AKT//cop//126 instanser//NN|UTR|PLU|IND|NOM//acl//117 som//HP|-|-|-//nsubj:pass//130 lämpligen//AB//advmod//130 bör//VB|PRS|AKT//aux//130 ges//VB|INF|SFO//acl:relcl//126 nomineringsrätt//NN|UTR|SIN|IND|NOM//obj//130 .//MAD//punct//88
5. Begravningsombuden;Mot//PP//case//134 bakgrund//NN|UTR|SIN|IND|NOM//obl//143 av//PP//mark//142 att//SN//mark//142 begravningsombudens//NN|UTR|SIN|DEF|GEN//nmod:poss//138 kompetens//NN|UTR|SIN|IND|NOM//nsubj//142 i//PP//case//140 redovisningsfrågor//NN|UTR|PLU|IND|NOM//nmod//138 kan//VB|PRS|AKT//aux//142 variera//VB|INF|AKT//acl//134 ser//VB|PRS|AKT//conj//88 man//PN|UTR|SIN|IND|SUB//nsubj//143 värdet//NN|NEU|SIN|DEF|NOM//obj//143 i//PP//case//149 en//DT|UTR|SIN|IND//det//149 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//149 samverkan//NN|UTR|SIN|IND|NOM//nmod//145 mellan//PP//case//151 begravningsombudet//NN|NEU|SIN|DEF|NOM//nmod//149 och//KN//cc//154 huvudmannens//NN|UTR|SIN|DEF|GEN//nmod:poss//154 revisor//NN|UTR|SIN|IND|NOM//conj//151 .//MAD//punct//36
5. Begravningsombuden;Man//PN|UTR|SIN|IND|SUB//nsubj//157 anser//VB|PRS|AKT//conj//36 dock//AB//advmod//157 att//SN//mark//162 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//162 är//VB|PRS|AKT//cop//162 svårt//JJ|POS|NEU|SIN|IND|NOM//ccomp//157 att//IE//mark//164 se//VB|INF|AKT//csubj//162 hur//HA//advmod//169 detta//DT|NEU|SIN|DEF//det//167 samråd//NN|NEU|SIN|IND|NOM//nsubj//169 är//VB|PRS|AKT//cop//169 tänkt//PC|PRF|NEU|SIN|IND|NOM//ccomp//164 att//IE//mark//171 fungera//VB|INF|AKT//xcomp//169 .//MAD//punct//157
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nmod:poss//174 delar//VB|PRS|AKT//nmod//176 utredarens//NN|UTR|SIN|DEF|GEN//nmod:poss//176 uppfattning//NN|UTR|SIN|IND|NOM//obj//157 att//SN//mark//183 ombudens//NN|NEU|PLU|DEF|GEN//nmod:poss//179 ersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//183 från//PP//case//181 länsstyrelsen//NN|UTR|SIN|DEF|NOM//nmod//179 bör//VB|PRS|AKT//aux//183 fastställas//VB|INF|SFO//acl//176 i//PP//case//187 ett//DT|NEU|SIN|IND//det//187 överklagbart//JJ|POS|NEU|SIN|IND|NOM//amod//187 beslut//NN|NEU|SIN|IND|NOM//obl//183 .//MAD//punct//157
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//4 i//PP//case//3 Gotlands//PM|GEN//nmod:poss//3 län//NN|NEU|SIN|IND|NOM//nmod//0 tillstyrker//VB|PRS|AKT//ROOT//4 förslaget//NN|NEU|SIN|DEF|NOM//obj//4 .//MAD//punct//4
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//5 i//PP//case//2 Skåne//PM|NOM//nmod//0 län//NN|NEU|SIN|IND|NOM//nmod//0  //_SP////3 har//VB|PRS|AKT//ROOT//5 inte//AB//advmod//5 något//PN|NEU|SIN|IND|SUB/OBJ//obj//5 att//IE//mark//9 erinra//VB|INF|AKT//acl//7 mot//PP//case//11 förslaget//NN|NEU|SIN|DEF|NOM//obl//9 .//MAD//punct//5
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//5 i//PP//case//4 Västra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 Götalands//PM|GEN//nmod:poss//4 län//NN|NEU|SIN|IND|NOM//nmod//0 anser//VB|PRS|AKT//ROOT//5 att//SN//mark//10 innan//SN//mark//10 en//DT|UTR|SIN|IND//det//9 person//NN|UTR|SIN|IND|NOM//nsubj:pass//10 förordnas//VB|PRS|SFO//ccomp//5 som//KN//mark//12 begravningsombud//NN|NEU|SIN|IND|NOM//obl//10 måste//VB|PRS|AKT//aux//15 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//15 göras//VB|INF|SFO//conj//5 en//DT|UTR|SIN|IND//det//18 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//18 lämplighets-//NN|UTR|-|-|SMS//nsubj:pass//15 och//KN//cc//20 jävsprövning//NN|UTR|SIN|IND|NOM//conj//18 ,//MID//punct//15 i//PP//case//25 enlighet//NN|UTR|SIN|IND|NOM//fixed//22 med//PP//fixed//22 förslaget//NN|NEU|SIN|DEF|NOM//obl//15 .//MAD//punct//5
5. Begravningsombuden;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//29 ”//RG|NOM//punct//27 kunskaper//NN|UTR|PLU|IND|NOM//nsubj:pass//44 om//PP//case//29 och//KN//cc//32 förståelse//NN|UTR|SIN|IND|NOM//conj//29 för//PP//case//35 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 religioner//NN|UTR|PLU|IND|NOM//nmod//32 och//KN//cc//37 livsåskådningar//NN|UTR|PLU|IND|NOM//conj//35 samt//KN//cc//40 dessas//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//40 begravningsseder//NN|UTR|PLU|IND|NOM//conj//35 ”//RG|NOM//punct//29 kan//VB|PRS|AKT//aux//44 dock//AB//advmod//44 tolkas//VB|INF|SFO//advcl//5 på//PP//case//49 en//DT|UTR|SIN|IND//det//47 rad//NN|UTR|SIN|IND|NOM//nmod//49 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 sätt//NN|NEU|PLU|IND|NOM//obl//44 .//MAD//punct//5
5. Begravningsombuden;Formuleringen//NN|UTR|SIN|DEF|NOM//nsubj//52 verkar//VB|PRS|AKT//conj//5 olycklig//JJ|POS|UTR|SIN|IND|NOM//xcomp//52 utifrån//PP//case//56 ett//DT|NEU|SIN|IND//det//56 tillämparperspektiv//NN|NEU|SIN|IND|NOM//obl//53 .//MAD//punct//52
5. Begravningsombuden;Beträffande//PP//amod//59 förordnandetiden//NN|UTR|SIN|DEF|NOM//parataxis//52 bör//VB|PRS|AKT//aux//63 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//63 inte//AB//advmod//63 finnas//VB|INF|SFO//conj//5 hinder//NN|NEU|PLU|IND|NOM//obj//63 att//IE//mark//66 eftersträva//VB|INF|AKT//acl//64 en//DT|UTR|SIN|IND//det//69 annan//JJ|POS|UTR|SIN|IND|NOM//amod//69 tid//NN|UTR|SIN|IND|NOM//obj//66 än//KN//case//72 fyra//RG|NOM//nummod//72 år//NN|NEU|PLU|IND|NOM//nmod//69 ,//MID//punct//72 t.ex.//AB|AN//advmod//76 sex//RG|NOM//nummod//76 år//NN|NEU|PLU|IND|NOM//appos//63 som//HP|-|-|-//nsubj//82 är//VB|PRS|AKT//cop//82 en//DT|UTR|SIN|IND//det//82 vanligt//AB|POS//advmod//81 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//82 förordnandetid//NN|UTR|SIN|IND|NOM//acl:relcl//76 för//PP//case//84 tjänstemän//NN|UTR|PLU|IND|NOM//nmod//82 .//MAD//punct//76
5. Begravningsombuden;Även//AB//advmod//87 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//88 grupper//NN|UTR|PLU|IND|NOM//nsubj//90 bör//VB|PRS|AKT//aux//90 ha//VB|INF|AKT//conj//5 rätt//NN|UTR|SIN|IND|NOM//obj//90 att//IE//mark//93 nominera//VB|INF|AKT//acl//91 begravningsombud//NN|NEU|SIN|IND|NOM//obj//93 .//MAD//punct//5
5. Begravningsombuden;Vidare//AB|KOM//advmod//97 anser//VB|PRS|AKT//parataxis//5 man//PN|UTR|SIN|IND|SUB//nsubj//97 att//SN//mark//102 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//102 vore//VB|KON|PRT|AKT//cop//102 naturligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//97 att//IE//mark//104 dra//VB|INF|AKT//csubj//102 paralleller//NN|UTR|PLU|IND|NOM//obj//104 till//PP//case//107 frågan//NN|UTR|SIN|DEF|NOM//obl//104 om//PP//mark//112 vilka//HD|UTR/NEU|PLU|IND//det//110 trossamfund//NN|NEU|PLU|IND|NOM//dislocated//112 som//HP|-|-|-//nsubj//112 har//VB|PRS|AKT//advcl//104 vigselrätt//NN|UTR|SIN|IND|NOM//obj//112 .//MID//punct//97
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//116 anser//VB|PRS|AKT//parataxis//97 att//SN//mark//120 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//120 är//VB|PRS|AKT//cop//120 rimligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//116 att//SN//mark//123 ombuden//NN|NEU|PLU|DEF|NOM//nsubj//123 får//VB|PRS|AKT//csubj//120 ersättning//NN|UTR|SIN|IND|NOM//obj//123 för//PP//case//127 förlorad//PC|PRF|UTR|SIN|IND|NOM//amod//127 arbetsförtjänst//NN|UTR|SIN|IND|NOM//obl//123 .//MAD//punct//97
5. Begravningsombuden;Huvudregeln//NN|UTR|SIN|DEF|NOM//nsubj//131 bör//VB|PRS|AKT//aux//131 vara//VB|INF|AKT//parataxis//97 att//SN//mark//136 ersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//136 för//PP//case//135 inkomstförlust//NN|UTR|SIN|IND|NOM//nmod//133 utbetalas//VB|PRS|SFO//ccomp//131 vid//PP//case//139 ett//DT|NEU|SIN|IND//det//139 tillfälle//NN|NEU|SIN|IND|NOM//obl//136 om//PP//case//141 året//NN|NEU|SIN|DEF|NOM//nmod//139 ,//MID//punct//152 men//KN//cc//152 att//SN//mark//152 inkomstförluster//NN|UTR|PLU|IND|NOM//nsubj:pass//152 vid//PP//case//149 varje//DT|UTR/NEU|SIN|IND//det//149 enskilt//JJ|POS|NEU|SIN|IND|NOM//amod//149 utbildningstillfälle//NN|NEU|SIN|IND|NOM//nmod//145 inte//AB//advmod//152 ska//VB|PRS|AKT//aux//152 beräknas//VB|INF|SFO//conj//136 .//MAD//punct//5
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//5 i//PP//case//3 Värmlands//PM|GEN//nmod:poss//3 län//NN|NEU|SIN|IND|NOM//nmod//0  //_SP////3 har//VB|PRS|AKT//ROOT//5 inget//PN|NEU|SIN|IND|SUB/OBJ//obj//5 att//IE//mark//8 erinra//VB|INF|AKT//acl//6 mot//PP//case//10 förslaget//NN|NEU|SIN|DEF|NOM//obl//8 .//MAD//punct//5
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//5 i//PP//case//3 Dalarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//3 län//NN|NEU|SIN|IND|NOM//nmod//0  //_SP////3 tillstyrker//VB|PRS|AKT//ROOT//5 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 förslag//NN|NEU|SIN|IND|NOM//obj//5 .//MAD//punct//5
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//12 hade//VB|PRT|AKT//aux//12 dock//AB//advmod//12 föredragit//VB|SUP|AKT//parataxis//5 att//SN//mark//17 ombudets//NN|NEU|SIN|DEF|GEN//nmod:poss//15 roll//NN|UTR|SIN|IND|NOM//nsubj:pass//17 formellt//AB|POS//advmod//17 delats//VB|SUP|SFO//ccomp//12 i//PP//case//19 två//RG|NOM//nummod//24 ://MID//punct//19
5. Begravningsombuden;en//DT|UTR|SIN|IND//det//22 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//24 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 frågor//NN|UTR|PLU|IND|NOM//obl//17 och//KN//cc//29 en//DT|UTR|SIN|IND//det//29 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 frågor//NN|UTR|PLU|IND|NOM//conj//24 ,//MID//punct//32 med//PP//case//32 möjlighet//NN|UTR|SIN|IND|NOM//obl//17 att//IE//mark//34 förordna//VB|INF|AKT//acl//32 samma//DT|UTR/NEU|SIN/PLU|IND//det//36 person//NN|UTR|SIN|IND|NOM//obj//34 för//PP//case//39 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//39 rollerna//NN|UTR|PLU|DEF|NOM//obl//34 .//MAD//punct//12
5. Begravningsombuden;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//44 skulle//VB|PRT|AKT//aux//44 sannolikt//AB|POS//advmod//44 öka//VB|INF|AKT//conj//12 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//44 att//IE//mark//47 förordna//VB|INF|AKT//acl//45 kompetenta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 personer//NN|UTR|PLU|IND|NOM//obj//47 .//MAD//punct//44
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//52 ser//VB|PRS|AKT//conj//12 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//52 som//KN//mark//55 positivt//JJ|POS|NEU|SIN|IND|NOM//xcomp//52 att//SN//mark//61 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//61 även//AB//advmod//61 fortsättningsvis//AB//advmod//61 ska//VB|PRS|AKT//aux//61 ges//VB|INF|SFO//ccomp//52 tillfälle//NN|NEU|SIN|IND|NOM//obj//61 att//IE//mark//64 lämna//VB|INF|AKT//acl//62 förslag//NN|NEU|SIN|IND|NOM//obj//64 på//PP//case//67 kandidater//NN|UTR|PLU|IND|NOM//nmod//65 till//PP//case//69 uppdraget//NN|NEU|SIN|DEF|NOM//obl//64 som//KN//mark//71 begravningsombud//NN|NEU|SIN|IND|NOM//xcomp//64 .//MAD//punct//12
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//5 i//PP//case//3 Jämtlands//PM|GEN//nmod:poss//3 län//NN|NEU|SIN|IND|NOM//nmod//0  //_SP////3 anser//VB|PRS|AKT//ROOT//5 att//SN//mark//13 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//13 med//PP//case//9 begravningsombud//NN|NEU|SIN|IND|NOM//nmod//7 tills//PP//mark//13 vidare//AB|KOM//advmod//13 ska//VB|PRS|AKT//aux//13 behållas//VB|INF|SFO//ccomp//5 ,//MID//punct//19 men//KN//cc//19 att//SN//mark//19 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//19 bör//VB|PRS|AKT//aux//19 reformeras//VB|INF|SFO//conj//5 i//PP//case//23 enlighet//NN|UTR|SIN|IND|NOM//fixed//20 med//PP//fixed//20 förslaget//NN|NEU|SIN|DEF|NOM//obl//19 .//MAD//punct//5
5. Begravningsombuden;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//5 i//PP//case//3 Norrbottens//PM|GEN//nmod:poss//3 län//NN|NEU|SIN|IND|NOM//nmod//0  //_SP////3 tillstyrker//VB|PRS|AKT//ROOT//5 i//PP//case//8 huvudsak//NN|UTR|SIN|IND|NOM//fixed//6 förslagen//NN|NEU|PLU|DEF|NOM//obl//5 i//PP//case//10 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//8 ,//MID//punct//13 men//KN//cc//13 konstaterar//VB|PRS|AKT//conj//5 också//AB//advmod//13 att//SN//mark//20 förslagen//NN|NEU|PLU|DEF|NOM//nsubj//20 i//PP//case//19 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 stycken//NN|NEU|PLU|IND|NOM//nmod//16 innebär//VB|PRS|AKT//ccomp//13 en//DT|UTR|SIN|IND//det//24 kraftigt//AB|POS//advmod//23 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//24 detaljreglering//NN|UTR|SIN|IND|NOM//obj//20 .//MAD//punct//5
5. Begravningsombuden;Diskrimineringsombudsmannen//NN|UTR|SIN|DEF|NOM//nsubj//2  //_SP////0 välkomnar//VB|PRS|AKT//ROOT//2 förslaget//NN|NEU|SIN|DEF|NOM//obj//2 som//HP|-|-|-//nsubj//5 syftar//VB|PRS|AKT//acl:relcl//3 till//PP//mark//8 att//IE//mark//8 ge//VB|INF|AKT//advcl//5 ombuden//NN|NEU|PLU|DEF|NOM//obj//8 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 och//KN//cc//12 bredare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//10 kompetens//NN|UTR|SIN|IND|NOM//obj//8 ,//MID//punct//13 inte//AB//advmod//17 minst//AB|SUV//advmod//17 förslaget//NN|NEU|SIN|DEF|NOM//conj//13 att//SN//mark//27 även//AB//advmod//21 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 trossamfund//NN|NEU|PLU|IND|NOM//nsubj//27 än//KN//case//24 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 kyrkan//NN|UTR|SIN|DEF|NOM//nmod//21 ska//VB|PRS|AKT//aux//27 kunna//VB|INF|AKT//aux//27 nominera//VB|INF|AKT//acl//17 ombud//NN|NEU|PLU|IND|NOM//obj//27 .//MAD//punct//2
