Inledning;Enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//13 som//HP|-|-|-//nsubj//3 söker//VB|PRS|AKT//acl:relcl//1 asyl//NN|UTR|SIN|IND|NOM//obj//3 i//PP//case//6 Sverige//PM|NOM//obl//3 och//KN//cc//8 får//VB|PRS|AKT//aux//13 avslag//NN|NEU|SIN|IND|NOM//nsubj:pass//13 på//PP//case//12 sin//PS|UTR|SIN|DEF//nmod:poss//12 ansökan//NN|UTR|SIN|IND|NOM//nmod//9 meddelas//VB|INF|SFO//ROOT//13 som//KN//mark//15 huvudregel//NN|UTR|SIN|IND|NOM//xcomp//13 också//AB//advmod//13 i//PP//case//22 samband//NN|NEU|SIN|IND|NOM//fixed//17 med//PP//fixed//17 detta//PN|NEU|SIN|DEF|SUB/OBJ//det//22 ett//DT|NEU|SIN|IND//det//22 beslut//NN|NEU|SIN|IND|NOM//obl//13 som//HP|-|-|-//nsubj//24 innebär//VB|PRS|AKT//acl:relcl//22 att//SN//mark//28 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//28 ska//VB|PRS|AKT//aux//28 återvända//VB|INF|AKT//ccomp//24 till//PP//case//31 det//DT|NEU|SIN|DEF//det//31 land//NN|NEU|SIN|IND|NOM//obl//28 där//HA//advmod//35 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//35 är//VB|PRS|AKT//cop//35 medborgare//NN|UTR|PLU|IND|NOM//acl:relcl//28 eller//KN//cc//40 till//PP//case//40 sitt//PS|NEU|SIN|DEF//nmod:poss//40 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 vistelseland//NN|NEU|SIN|IND|NOM//conj//35 .//MAD//punct//13
Utredningens uppdrag;Utöver//PP//case//1 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//5 har//VB|PRS|AKT//aux//5 vårt//PS|NEU|SIN|DEF//nmod:poss//4 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//5 varit//VB|SUP|AKT//ROOT//5 att//IE//mark//7 analysera//VB|INF|AKT//csubj//5 om//SN//case//9 syftet//NN|NEU|SIN|DEF|NOM//obl//7 med//PP//case//11 lagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//9 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 verkställighetshinder//NN|UTR|PLU|IND|NOM//nmod//11 respektive//AB//cc//16 preskription//NN|UTR|SIN|IND|NOM//conj//14 har//VB|PRS|AKT//aux//18 fått//VB|SUP|AKT//conj//5 genomslag//NN|NEU|SIN|IND|NOM//obj//18 i//PP//case//21 praxis//NN|UTR|SIN|IND|NOM//obl//18 och//KN//cc//23 redovisa//VB|INF|AKT//conj//18 vilka//HD|UTR/NEU|PLU|IND//det//25 krav//NN|NEU|PLU|IND|NOM//obj//23 som//HP|-|-|-//nsubj:pass//27 ställs//VB|PRS|SFO//acl:relcl//25 för//PP//mark//33 att//SN//mark//33 en//DT|UTR|SIN|IND//det//31 sökande//NN|UTR|SIN|IND|NOM//nsubj:pass//33 ska//VB|PRS|AKT//aux//33 anses//VB|INF|SFO//advcl//27 ha//VB|INF|AKT//aux//35 fullgjort//VB|SUP|AKT//xcomp//33 sin//PS|UTR|SIN|DEF//nmod:poss//37 skyldighet//NN|UTR|SIN|IND|NOM//obj//35 att//IE//mark//39 medverka//VB|INF|AKT//acl//37 till//PP//case//41 verkställighet//NN|UTR|SIN|IND|NOM//obl//39 .//MAD//punct//5
Utredningens uppdrag;Vidare//AB|KOM//advmod//3 har//VB|PRS|AKT//aux//3 vi//PN|UTR|PLU|DEF|SUB//nsubj//3 haft//VB|SUP|AKT//ROOT//3 i//PP//compound:prt//3 uppdrag//NN|NEU|SIN|IND|NOM//fixed//4 att//IE//mark//7 kartlägga//VB|INF|AKT//advcl//3 förekomsten//NN|UTR|SIN|DEF|NOM//obj//7 av//PP//case//10 situationer//NN|UTR|PLU|IND|NOM//nmod//8 där//HA//advmod//10 ett//DT|NEU|SIN|IND//det//13 beslut//NN|NEU|SIN|IND|NOM//obj//7 om//PP//case//15 avvisning//NN|UTR|SIN|IND|NOM//nmod//13 eller//KN//cc//17 utvisning//NN|UTR|SIN|IND|NOM//conj//15 inte//AB//advmod//20 kan//VB|PRS|AKT//aux//20 verkställas//VB|INF|SFO//conj//3 på//PP//case//24 grund//NN|UTR|SIN|IND|NOM//fixed//21 av//PP//fixed//21 skäl//NN|NEU|PLU|IND|NOM//obl//20 utanför//PP//case//29 den//DT|UTR|SIN|DEF//det//28 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 personens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 kontroll//NN|UTR|SIN|IND|NOM//nmod//24 .//MAD//punct//3
Utredningens uppdrag;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 lämnar//VB|PRS|AKT//ROOT//1 ,//MID//punct//1 i//PP//case//6 enlighet//NN|UTR|SIN|IND|NOM//fixed//3 med//PP//fixed//3 direktiven//NN|NEU|PLU|DEF|NOM//obl//1 ,//MID//punct//8 lagförslag//NN|NEU|PLU|IND|NOM//conj//6 där//HA//advmod//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 klart//AB|POS//advmod//12 framgår//VB|PRS|AKT//acl:relcl//8 av//PP//case//14 lagstiftningen//NN|UTR|SIN|DEF|NOM//obl//12 att//SN//mark//18 uppehållstillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//18 får//VB|PRS|AKT//aux//18 beviljas//VB|INF|SFO//acl//6 för//PP//case//20 personer//NN|UTR|PLU|IND|NOM//obl//18 vars//HS|DEF//nmod:poss//22 avvisnings-//NN|UTR|-|-|SMS//nsubj:pass//27 eller//KN//cc//24 utvisningsbeslut//NN|NEU|SIN|IND|NOM//conj//22 inte//AB//advmod//27 kan//VB|PRS|AKT//aux//27 verkställas//VB|INF|SFO//conj//1 av//PP//case//29 skäl//NN|NEU|PLU|IND|NOM//obl:agent//27 utanför//PP//case//32 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//32 kontroll//NN|UTR|SIN|IND|NOM//obl//27 .//MAD//punct//1
Utredningens uppdrag;Vi//PN|UTR|PLU|DEF|SUB//nsubj//35 lämnar//VB|PRS|AKT//parataxis//1 därutöver//AB//advmod//35 ,//MID//punct//35 i//PP//case//41 enlighet//NN|UTR|SIN|IND|NOM//fixed//38 med//PP//fixed//38 direktiven//NN|NEU|PLU|DEF|NOM//obl//35 ,//MID//punct//41 ett//DT|NEU|SIN|IND//det//44 antal//NN|NEU|SIN|IND|NOM//nmod//46 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 förslag//NN|NEU|PLU|IND|NOM//appos//41 som//HP|-|-|-//nsubj//48 syftar//VB|PRS|AKT//acl:relcl//46 till//PP//mark//51 att//IE//mark//51 motverka//VB|INF|AKT//advcl//48 att//SN//mark//59 personer//NN|UTR|PLU|IND|NOM//nsubj//59 som//HP|-|-|-//nsubj//56 har//VB|PRS|AKT//aux//56 ansökt//VB|SUP|AKT//acl:relcl//53 om//PP//mark//59 asyl//NN|UTR|SIN|IND|NOM//nsubj//59 hamnar//VB|PRS|AKT//ccomp//51 eller//KN//cc//61 blir//VB|PRS|AKT//conj//59 kvar//PL//compound:prt//61 i//PP//case//65 en//DT|UTR|SIN|IND//det//65 situation//NN|UTR|SIN|IND|NOM//obl//61 där//HA//advmod//71 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//68 avlägsnandebeslut//NN|NEU|SIN|IND|NOM//nsubj:pass//71 inte//AB//advmod//71 kan//VB|PRS|AKT//aux//71 verkställas//VB|INF|SFO//acl:relcl//65 på//PP//case//76 grund//NN|UTR|SIN|IND|NOM//fixed//72 av//PP//fixed//72 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 skäl//NN|NEU|PLU|IND|NOM//obl//71 utanför//PP//case//79 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//79 kontroll//NN|UTR|SIN|IND|NOM//nmod//76 .//MAD//punct//35

Begreppet ”praktiska verkställighetshinder”;En//DT|UTR|SIN|IND//det//1 kärnfråga//NN|UTR|SIN|IND|NOM//nsubj//6 för//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 har//VB|PRS|AKT//aux//6 varit//VB|SUP|AKT//cop//6 innebörden//NN|UTR|SIN|DEF|NOM//ROOT//6 av//PP//case//8 formuleringen//NN|UTR|SIN|DEF|NOM//nmod//6 ”//PM|NOM//punct//10 avlägsnandebeslut//NN|NEU|SIN|IND|NOM//nmod//6 som//HP|-|-|-//nsubj:pass//14 inte//AB//advmod//14 kan//VB|PRS|AKT//aux//14 verkställas//VB|INF|SFO//acl:relcl//10 på//PP//case//19 grund//NN|UTR|SIN|IND|NOM//fixed//15 av//PP//fixed//15 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 skäl//NN|NEU|PLU|IND|NOM//obl//14 utanför//PP//case//23 den//DT|UTR|SIN|DEF//det//23 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//23 kontroll//NN|UTR|SIN|IND|NOM//nmod//19 ”//PM|NOM//punct//6 (//PAD//punct//27 härefter//AB//advmod//27 benämnt//VB|SUP|AKT//parataxis//6 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 verkställighetshinder//NN|UTR|PLU|IND|NOM//obj//27 )//PAD//punct//27 ,//MID//punct//33 dvs.//AB|AN//advmod//33 skäl//NN|NEU|PLU|IND|NOM//dislocated//52 som//HP|-|-|-//nsubj//39 enligt//PP//case//36 utlänningslagen//NN|UTR|SIN|DEF|NOM//obl//39 redan//AB//advmod//39 kan//VB|PRS|AKT//aux//39 ligga//VB|INF|AKT//acl:relcl//33 till//PP//mark//44 grund//NN|UTR|SIN|IND|NOM//fixed//40 för//PP//fixed//40 att//IE//mark//44 bevilja//VB|INF|AKT//advcl//39 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obj//44 i//PP//case//47 Sverige//PM|NOM//obl//44 .//MAD//punct//33
Begreppet ”praktiska verkställighetshinder”;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 är//VB|PRS|AKT//cop//52 inte//AB//advmod//52 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//27 att//IE//mark//55 uttömmande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//55 ange//VB|INF|AKT//csubj//52 vad//HP|NEU|SIN|IND//dislocated//59 som//HP|-|-|-//nsubj//59 kan//VB|PRS|AKT//aux//59 utgöra//VB|INF|AKT//ccomp//55 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 verkställighetshinder//NN|UTR|PLU|IND|NOM//obj//59 .//MAD//punct//27
Begreppet ”praktiska verkställighetshinder”;En//DT|UTR|SIN|IND//det//65 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 innebörd//NN|UTR|SIN|IND|NOM//nsubj//83 är//VB|PRS|AKT//cop//83 att//SN//mark//83 en//DT|UTR|SIN|IND//det//69 person//NN|UTR|SIN|IND|NOM//nsubj//83 som//HP|-|-|-//nsubj//72 har//VB|PRS|AKT//aux//72 fått//VB|SUP|AKT//acl:relcl//69 beslut//NN|NEU|SIN|IND|NOM//obj//72 om//PP//case//75 avvisning//NN|UTR|SIN|IND|NOM//obl//72 eller//KN//cc//77 utvisning//NN|UTR|SIN|IND|NOM//conj//75 ,//MID//punct//83 eller//KN//cc//83 kan//VB|PRS|AKT//aux//83 komma//VB|INF|AKT//aux//83 att//IE//mark//83 få//VB|INF|AKT//parataxis//27 ett//DT|NEU|SIN|IND//det//86 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//86 beslut//NN|NEU|SIN|IND|NOM//obj//83 ,//MID//punct//90 inte//AB//advmod//90 kan//VB|PRS|AKT//aux//90 resa//VB|INF|AKT//conj//83 till//PP//mark//92 anvisat//PC|PRF|NEU|SIN|IND|NOM//advcl//90 mottagarland//NN|NEU|SIN|IND|NOM//obj//90 .//MAD//punct//90
Begreppet ”praktiska verkställighetshinder”;Bakgrunden//NN|UTR|SIN|DEF|NOM//nsubj//101 till//PP//case//99 en//DT|UTR|SIN|IND//det//99 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//99 situation//NN|UTR|SIN|IND|NOM//nmod//95 kan//VB|PRS|AKT//aux//101 variera//VB|INF|AKT//conj//83 ://MID//punct//101 –//PAD//punct//108
Begreppet ”praktiska verkställighetshinder”;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//108 kan//VB|PRS|AKT//aux//108 vara//VB|INF|AKT//cop//108 praktiskt//AB|POS//advmod//108 omöjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//101 att//IE//mark//110 ta//VB|INF|AKT//csubj//108 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//110 till//PP//case//113 landet//NN|NEU|SIN|DEF|NOM//obl//110 .//MAD//punct//108 –//PAD//punct//118
