Dataskydd vid europeiskt polisiärt och straffrättsligt samarbete;Dataskyddsrambeslutet//NN|NEU|SIN|DEF|NOM//ROOT//0 ,//MID//punct//0 Europolanställdas//PM|GEN//amod//3 befattning//NN|UTR|SIN|IND|NOM//conj//0 med//PP//case//6 hemliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 uppgifter//NN|UTR|PLU|IND|NOM//nmod//3
Till statsrådet och chefen för Justitiedepartementet;Ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj//29 av//PP//case//3 de//DT|UTR/NEU|PLU|DEF//det//3 experter//NN|UTR|PLU|IND|NOM//nmod//0 som//HP|-|-|-//nsubj:pass//5 förordnades//VB|PRT|SFO//acl:relcl//3 från//PP//case//11 och//KN//fixed//6 med//PP//fixed//6 den//DT|UTR|SIN|DEF//det//11 12//RG|NOM//nummod//11 januari//NN|UTR|SIN|IND|NOM//obl//29 2011//RG|NOM//nummod//11 eller//KN//cc//14 från//PP//conj//11 och//KN//fixed//14 med//PP//fixed//14 den//DT|UTR|SIN|DEF//det//19 25//RG|NOM//nummod//19 januari//NN|UTR|SIN|IND|NOM//obl//22 2011//RG|NOM//nummod//19 har//VB|PRS|AKT//aux//22 deltagit//VB|SUP|AKT//acl:relcl//11 i//PP//case//24 arbetet//NN|NEU|SIN|DEF|NOM//obl//22 med//PP//case//27 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 delbetänkande//NN|NEU|SIN|IND|NOM//obl//22 (//PAD//punct//11 se//VB|IMP|AKT//ROOT//29 nedan//AB//advmod//29 )//PAD//punct//29 .//MAD//punct//29
Till statsrådet och chefen för Justitiedepartementet;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//2 anställdes//VB|PRT|SFO//ROOT//2 från//PP//case//8 och//KN//fixed//3 med//PP//fixed//3 den//DT|UTR|SIN|DEF//det//8 1//RO|NOM//nummod//8 april//NN|UTR|SIN|IND|NOM//obl//2 2010//RG|NOM//nummod//10 kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//12 Hans//PM|NOM//nmod:poss//12 Wikner//PM|NOM//nmod//8 .//MAD//punct//2
Till statsrådet och chefen för Justitiedepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 21//RG|NOM//nummod//4 oktober//NN|UTR|SIN|IND|NOM//obl//1 2010//RG|NOM//nummod//4 om//PP//case//8 en//DT|UTR|SIN|IND//det//8 utvidgning//NN|UTR|SIN|IND|NOM//obl//1 av//PP//advmod//8 och//KN//cc//11 förlängd//PC|PRF|UTR|SIN|IND|NOM//conj//8 tid//NN|UTR|SIN|IND|NOM//obj//11 för//PP//case//14 uppdraget//NN|NEU|SIN|DEF|NOM//obl//11 ,//MID//punct//20 varvid//HA//advmod//20 den//DT|UTR|SIN|DEF//det//19 särskilde//PC|PRF|MAS|SIN|DEF|NOM//amod//19 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//20 gavs//VB|PRT|SFO//acl:relcl//8 i//PP//case//22 uppdrag//NN|NEU|SIN|IND|NOM//obl//20 att//SN//mark//35 –//RG|NOM//punct//35 utöver//PP//case//26 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//35 som//HP|-|-|-//nsubj:pass//28 omfattas//VB|PRS|SFO//acl:relcl//26 av//PP//case//32 de//DT|UTR/NEU|PLU|DEF//det//32 ursprungliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 direktiven//NN|NEU|PLU|DEF|NOM//obl:agent//28 –//RG|NOM//punct//35 även//AB//advmod//35 se//VB|INF|AKT//ccomp//20 över//PL//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 regler//NN|UTR|PLU|IND|NOM//obj//35 om//PP//case//40 sekretess//NN|UTR|SIN|IND|NOM//nmod//38 och//KN//cc//42 utbyte//NN|NEU|SIN|IND|NOM//conj//40 av//PP//case//44 information//NN|UTR|SIN|IND|NOM//nmod//42 mellan//PP//case//46 myndigheter//NN|UTR|PLU|IND|NOM//nmod//44 som//HP|-|-|-//nsubj//48 gäller//VB|PRS|AKT//acl:relcl//46 när//HA//mark//51 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//51 samverkar//VB|PRS|AKT//advcl//48 i//PP//case//53 bekämpningen//NN|UTR|SIN|DEF|NOM//obl//51 av//PP//case//57 grov//JJ|POS|UTR|SIN|IND|NOM//amod//57 organiserad//PC|PRF|UTR|SIN|IND|NOM//amod//57 brottslighet//NN|UTR|SIN|IND|NOM//nmod//53 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Enligt//PP//case//1 tilläggsdirektiven//NN|NEU|PLU|DEF|NOM//obl//2 beslutades//VB|PRT|SFO//ROOT//2 att//SN//mark//6 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//6 skulle//VB|PRT|AKT//aux//6 redovisas//VB|INF|SFO//ccomp//2 senast//AB|SUV//case//10 den//DT|UTR|SIN|DEF//det//10 1//RO|NOM//nummod//10 december//NN|UTR|SIN|IND|NOM//obl//6 2011//RG|NOM//nummod//10 ,//MID//punct//6 i//PP//case//19 stället//NN|NEU|SIN|DEF|NOM//fixed//13 för//PP//fixed//13 den//DT|UTR|SIN|DEF//det//19 ursprungligen//AB//advmod//18 angivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//19 tidpunkten//NN|UTR|SIN|DEF|NOM//obl//6 den//DT|UTR|SIN|DEF//det//22 1//RO|NOM//nummod//22 februari//NN|UTR|SIN|IND|NOM//nmod//19 2011//RG|NOM//nummod//22 .//MAD//punct//2
Till statsrådet och chefen för Justitiedepartementet;Den//DT|UTR|SIN|DEF//det//2 särskilde//PC|PRF|MAS|SIN|DEF|NOM//amod//2 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//3 gavs//VB|PRT|SFO//ROOT//3 dock//AB//advmod//3 frihet//NN|UTR|SIN|IND|NOM//obj//3 att//IE//mark//9 under//PP//case//8 utredningstiden//NN|UTR|SIN|DEF|NOM//obl//9 välja//VB|INF|AKT//acl//5 att//IE//mark//11 redovisa//VB|INF|AKT//xcomp//9 någon//DT|UTR|SIN|IND//det//13 del//NN|UTR|SIN|IND|NOM//obj//11 av//PP//case//15 utredningen//NN|UTR|SIN|DEF|NOM//nmod//13 särskilt//AB//advmod//11 .//MAD//punct//3
Till statsrådet och chefen för Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Utredningen//NN|UTR|SIN|DEF|NOM//obj//2 om//PP//case//6 informationsutbyte//NN|NEU|SIN|IND|NOM//nmod//4 vid//PP//case//8 brottsbekämpning//NN|UTR|SIN|IND|NOM//nmod//6 m.m.//AB|AN//nmod//4 (//PAD//punct//4 Ju//KN//advmod//12 2010:02//RG|NOM//appos//4 )//PAD//punct//12 .//MAD//punct//2
Till statsrådet och chefen för Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 delbetänkandet//NN|NEU|SIN|DEF|NOM//obj//1
Till statsrådet och chefen för Justitiedepartementet;DATASKYDD//NN|NEU|SIN|IND|NOM//amod//1 VID//PP//nsubj//6 EUROPEISKT//NN|NEU|SIN|DEF|NOM//nmod//4 POLISIÄRT//NN|UTR|SIN|IND|NOM//nmod:poss//4 OCH//KN//nmod//1 STRAFFRÄTTSLIGT//PM|NOM//conj//1 SAMARBETE//NN|NEU|SIN|IND|NOM//ROOT//6 Dataskyddsrambeslutet//NN|NEU|SIN|DEF|NOM//obj//6 ,//MID//punct//10 Europolanställdas//PM|GEN//amod//10 befattning//NN|UTR|SIN|IND|NOM//conj//6 med//PP//case//13 hemliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 uppgifter//NN|UTR|PLU|IND|NOM//nmod//10 (//PAD//punct//13 SOU//PM|NOM//appos//13 2011:20//RG|NOM//obl//6 )//PAD//punct//6 .//MAD//punct//6
Till statsrådet och chefen för Justitiedepartementet;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 bedrivits//VB|SUP|SFO//ROOT//2 i//PP//case//5 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 samråd//NN|NEU|SIN|IND|NOM//obl//2 med//PP//case//8 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 experter//NN|UTR|PLU|IND|NOM//nmod//5 .//MAD//punct//2
Till statsrådet och chefen för Justitiedepartementet;Betänkandet//NN|NEU|SIN|DEF|NOM//nsubj//13 är//VB|PRS|AKT//cop//13 därför//AB//advmod//13 skrivet//PC|PRF|NEU|SIN|IND|NOM//parataxis//2 i//PP//case//15 vi-form//NN|UTR|SIN|IND|NOM//obl//13 .//MAD//punct//13
Till statsrådet och chefen för Justitiedepartementet;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj//1 fortsätter//VB|PRS|AKT//ROOT//1 nu//AB//advmod//1 med//PP//case//4 tilläggsdirektiven//NN|NEU|PLU|DEF|NOM//obl//1 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 februari//NN|UTR|SIN|IND|NOM//obl//0 2011//RG|NOM//nummod//2
