Sammanfattning;Expertgruppen//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 för//PP//case//3 digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 investeringar//NN|UTR|PLU|IND|NOM//nmod//0 bildades//VB|PRT|SFO//ROOT//4 som//KN//case//7 en//DT|UTR|SIN|IND//det//7 del//NN|UTR|SIN|IND|NOM//obl//4 av//PP//case//10 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 ambitioner//NN|UTR|PLU|IND|NOM//nmod//7 om//PP//mark//15 att//SN//mark//15 Sverige//PM|NOM//nsubj//15 ska//VB|PRS|AKT//aux//15 bli//VB|INF|AKT//advcl//4 bäst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//15 i//PP//case//18 världen//NN|UTR|SIN|DEF|NOM//obl//15 på//PP//mark//21 att//IE//mark//21 använda//VB|INF|AKT//advcl//15 digitaliseringens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 möjligheter//NN|UTR|PLU|IND|NOM//obj//21 och//KN//cc//28 med//PP//case//28 det//DT|NEU|SIN|DEF//det//28 uttryckliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 syftet//NN|NEU|SIN|DEF|NOM//conj//23 att//SN//mark//33 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//33 ska//VB|PRS|AKT//aux//33 bli//VB|INF|AKT//acl//28 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//33 på//PP//case//37 digital//JJ|POS|UTR|SIN|IND|NOM//amod//37 verksamhetsutveckling//NN|UTR|SIN|IND|NOM//obl//33 .//MAD//punct//4
Expertgruppens övergripande iakttagelser;Satsningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//113 bedrivs//VB|PRS|SFO//parataxis//5 dessutom//AB//advmod//113 ofta//AB|POS//advmod//113 som//KN//case//120 långa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//120 och//KN//cc//119 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//117 projekt//NN|NEU|PLU|IND|NOM//obl//113 ,//MID//punct//123 vilket//HP|NEU|SIN|IND//nsubj//123 innebär//VB|PRS|AKT//conj//5 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//125 risker//NN|UTR|PLU|IND|NOM//obj//123 i//PP//mark//131 och//KN//fixed//126 med//PP//fixed//126 att//SN//mark//131 komplexiteten//NN|UTR|SIN|DEF|NOM//nsubj//131 ökar//VB|PRS|AKT//advcl//123 och//KN//cc//139 att//SN//mark//138 användarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//135 krav//NN|NEU|PLU|IND|NOM//nsubj//138 och//KN//cc//137 förväntningar//NN|UTR|PLU|IND|NOM//conj//135 hinner//VB|PRS|AKT//aux:pass//139 förändras//VB|INF|SFO//conj//131 .//MAD//punct//5
Expertgruppens övergripande iakttagelser;Dessutom//AB//advmod//142 innebär//VB|PRS|AKT//parataxis//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//142 att//SN//mark//152 en//DT|UTR|SIN|IND//det//147 stor//JJ|POS|UTR|SIN|IND|NOM//amod//147 del//NN|UTR|SIN|IND|NOM//nsubj//152 av//PP//case//150 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//150 medel//NN|NEU|PLU|IND|NOM//nmod//147 är//VB|PRS|AKT//cop//152 låsta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//142 under//PP//case//155 lång//JJ|POS|UTR|SIN|IND|NOM//amod//155 tid//NN|UTR|SIN|IND|NOM//obl//152 framöver//AB//advmod//152 .//MAD//punct//5
Expertgruppens övergripande iakttagelser;Expertgruppen//NN|UTR|SIN|DEF|NOM//nsubj//159 bedömer//VB|PRS|AKT//parataxis//5 att//SN//mark//163 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//163 kommer//VB|PRS|AKT//aux//163 ta//VB|INF|AKT//ccomp//159 lång//JJ|POS|UTR|SIN|IND|NOM//amod//165 tid//NN|UTR|SIN|IND|NOM//obj//163 innan//SN//mark//169 staten//NN|UTR|SIN|DEF|NOM//nsubj//169 kan//VB|PRS|AKT//aux//169 börja//VB|INF|AKT//advcl//163 närma//VB|INF|AKT//xcomp//169 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//170 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//170 som//HP|-|-|-//nsubj//174 brukar//VB|PRS|AKT//acl:relcl//172 kallas//VB|INF|SFO//xcomp//174 digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//177 ekosystem//NN|NEU|PLU|IND|NOM//nsubj:pass//175 ,//MID//punct//177 dvs.//AB|AN//advmod//181 en//DT|UTR|SIN|IND//det//181 digital//JJ|POS|UTR|SIN|IND|NOM//appos//177 och//KN//cc//184 organisatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//184 infrastruktur//NN|UTR|SIN|IND|NOM//conj//177 som//HP|-|-|-//nsubj//186 möjliggör//VB|PRS|AKT//acl:relcl//184 informations-//NN|UTR|-|-|SMS//obj//186 och//KN//cc//189 tjänsteflöden//NN|NEU|PLU|IND|NOM//conj//187 mellan//PP//case//193 delvis//AB//advmod//192 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//193 aktörer//NN|UTR|PLU|IND|NOM//obl//186 ,//MID//punct//197 och//KN//cc//197 som//HP|-|-|-//nsubj//197 har//VB|PRS|AKT//conj//169 egenskaper//NN|UTR|PLU|IND|NOM//obj//197 som//HP|-|-|-//nsubj//200 möjliggör//VB|PRS|AKT//acl:relcl//198 självorganisering//NN|UTR|SIN|IND|NOM//obj//200 ,//MID//punct//203 skalbarhet//NN|UTR|SIN|IND|NOM//conj//201 och//KN//cc//205 hållbarhet//NN|UTR|SIN|IND|NOM//conj//201 över//PP//case//207 tid//NN|UTR|SIN|IND|NOM//obl//200 .//MAD//punct//5

Expertgruppens reflektioner kring åtgärdsbehov;Ett//RG|NEU|SIN|IND|NOM//det//1 år//NN|NEU|SIN|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 en//DT|UTR|SIN|IND//det//5 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//5 tid//NN|UTR|SIN|IND|NOM//obl//10 och//KN//cc//7 expertgruppen//NN|UTR|SIN|DEF|NOM//conj//5 kan//VB|PRS|AKT//aux//10 inte//AB//advmod//10 hävda//VB|INF|AKT//ROOT//10 att//SN//mark//13 vi//PN|UTR|PLU|DEF|SUB//nsubj//13 har//VB|PRS|AKT//ccomp//10 en//DT|UTR|SIN|IND//det//16 fullständig//JJ|POS|UTR|SIN|IND|NOM//amod//16 bild//NN|UTR|SIN|IND|NOM//obj//13 av//PP//case//22 de//DT|UTR/NEU|PLU|DEF//det//20 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//22 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 utvecklingssatsningar//NN|UTR|PLU|IND|NOM//nmod//16 eller//KN//cc//25 de//DT|UTR/NEU|PLU|DEF//det//25 behov//NN|NEU|PLU|IND|NOM//conj//22 som//HP|-|-|-//nsubj//27 finns//VB|PRS|SFO//acl:relcl//25 .//MAD//punct//10
Expertgruppens reflektioner kring åtgärdsbehov;Utifrån//PP//case//31 de//DT|UTR/NEU|PLU|DEF//det//31 iakttagelser//NN|UTR|PLU|IND|NOM//obl//37 vi//PN|UTR|PLU|DEF|SUB//nsubj//33 gjort//VB|SUP|AKT//acl:relcl//31 under//PP//case//36 arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//36 gång//NN|UTR|SIN|IND|NOM//obl//33 ser//VB|PRS|AKT//parataxis//10 vi//PN|UTR|PLU|DEF|SUB//nsubj//37 dock//AB//advmod//37 anledning//NN|UTR|SIN|IND|NOM//obj//37 att//IE//mark//42 reflektera//VB|INF|AKT//advcl//37 över//PP//case//45 några//DT|UTR/NEU|PLU|IND//det//45 områden//NN|NEU|PLU|IND|NOM//obl//42 där//HA//advmod//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 finns//VB|PRS|SFO//acl:relcl//45 utrymme//NN|NEU|SIN|IND|NOM//nsubj//48 för//PP//case//51 förbättringar//NN|UTR|PLU|IND|NOM//nmod//49 och//KN//cc//56 där//HA//advmod//56 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//56 behöver//VB|PRS|AKT//aux//56 vidtas//VB|INF|SFO//conj//51 .//MAD//punct//10

Det behövs en satsning på digital kompetens;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 ambitioner//NN|UTR|PLU|IND|NOM//obj//1 både//KN//cc//6 inom//PP//case//6 digitalisering//NN|UTR|SIN|IND|NOM//obl//1 och//KN//cc//9 inom//PP//case//9 förvaltningspolitiken//NN|UTR|SIN|DEF|NOM//conj//6 .//MAD//punct//1
Det behövs en satsning på digital kompetens;Ambitionsnivån//NN|UTR|SIN|DEF|NOM//nsubj//12 förutsätter//VB|PRS|AKT//parataxis//1 enligt//PP//case//14 expertgruppen//NN|UTR|SIN|DEF|NOM//obl//12 en//DT|UTR|SIN|IND//det//17 bred//JJ|POS|UTR|SIN|IND|NOM//amod//17 satsning//NN|UTR|SIN|IND|NOM//obj//12 på//PP//case//20 digital//JJ|POS|UTR|SIN|IND|NOM//amod//20 kompetens//NN|UTR|SIN|IND|NOM//nmod//17 .//MAD//punct//1
Det behövs en satsning på digital kompetens;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 handlar//VB|PRS|AKT//parataxis//1 om//PP//mark//26 att//IE//mark//26 möjliggöra//VB|INF|AKT//advcl//23 för//PP//case//28 ledare//NN|UTR|PLU|IND|NOM//obl//26 inom//PP//case//31 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//31 förvaltning//NN|UTR|SIN|IND|NOM//obl//26 att//IE//mark//33 leda//VB|INF|AKT//acl//31 och//KN//cc//35 inspirera//VB|INF|AKT//conj//33 till//PP//case//38 digital//JJ|POS|UTR|SIN|IND|NOM//amod//38 verksamhetsutveckling//NN|UTR|SIN|IND|NOM//obl//35 .//MAD//punct//1

Goda exempel att bygga vidare på – viktigt att röra sig mot bredare satsningar;Expertgruppen//NN|UTR|SIN|DEF|NOM//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//9 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 satsningar//NN|UTR|PLU|IND|NOM//nsubj//9 i//PP//case//7 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//7 grad//NN|UTR|SIN|IND|NOM//nmod//4 behöver//VB|PRS|AKT//aux//9 fokusera//VB|INF|AKT//ccomp//1 mer//AB|KOM//advmod//9 på//PP//mark//13 att//IE//mark//13 skapa//VB|INF|AKT//advcl//9 värde//NN|NEU|SIN|IND|NOM//obj//13 för//PP//case//16 individer//NN|UTR|PLU|IND|NOM//obl//13 och//KN//cc//18 företag//NN|NEU|PLU|IND|NOM//conj//16 .//MAD//punct//1
Goda exempel att bygga vidare på – viktigt att röra sig mot bredare satsningar;Staten//NN|UTR|SIN|DEF|NOM//nsubj//22 behöver//VB|PRS|AKT//aux//22 röra//VB|INF|AKT//parataxis//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//22 mot//PP//case//26 bredare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 satsningar//NN|UTR|PLU|IND|NOM//obl//22 och//KN//cc//29 samskapande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 initiativ//NN|NEU|PLU|IND|NOM//conj//26 för//PP//mark//32 att//IE//mark//32 möjliggöra//VB|INF|AKT//advcl//22 de//DT|UTR/NEU|PLU|DEF//det//35 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 vinsterna//NN|UTR|PLU|DEF|NOM//obj//32 med//PP//case//37 digitaliseringen//NN|UTR|SIN|DEF|NOM//obl//32 .//MAD//punct//22
Goda exempel att bygga vidare på – viktigt att röra sig mot bredare satsningar;Expertgruppen//NN|UTR|SIN|DEF|NOM//nsubj//41 har//VB|PRS|AKT//aux//41 noterat//VB|SUP|AKT//conj//22 en//DT|UTR|SIN|IND//det//43 frånvaro//NN|UTR|SIN|IND|NOM//obj//41 av//PP//case//45 dialog//NN|UTR|SIN|IND|NOM//nmod//43 på//PP//case//49 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//49 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 nivåer//NN|UTR|PLU|IND|NOM//nmod//45 ://MID//punct//41
Goda exempel att bygga vidare på – viktigt att röra sig mot bredare satsningar;inom//PP//case//52 myndigheter//NN|UTR|PLU|IND|NOM//obl//41 ,//MID//punct//55 mellan//PP//case//55 myndigheter//NN|UTR|PLU|IND|NOM//conj//52 ,//MID//punct//58 mellan//PP//case//58 myndigheter//NN|UTR|PLU|IND|NOM//conj//52 och//KN//cc//60 Regeringskansliet//NN|NEU|SIN|DEF|NOM//conj//58 samt//KN//cc//63 mellan//PP//case//63 myndigheter//NN|UTR|PLU|IND|NOM//conj//58 ,//MID//punct//65 näringslivet//NN|NEU|SIN|DEF|NOM//conj//63 och//KN//cc//67 akademin//NN|UTR|SIN|DEF|NOM//conj//63 .//MAD//punct//41
Goda exempel att bygga vidare på – viktigt att röra sig mot bredare satsningar;Expertgruppen//NN|UTR|SIN|DEF|NOM//nsubj//70 anser//VB|PRS|AKT//conj//41 att//SN//mark//73 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//73 krävs//VB|PRS|SFO//ccomp//70 en//DT|UTR|SIN|IND//det//80 öppnare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 och//KN//cc//78 mer//AB|KOM//advmod//78 praktiskt//AB|POS//advmod//79 orienterad//PC|PRF|UTR|SIN|IND|NOM//amod//80 dialog//NN|UTR|SIN|IND|NOM//nsubj:pass//73 för//PP//mark//84 att//IE//mark//84 kunna//VB|INF|AKT//aux//84 ta//VB|INF|AKT//acl//80 tillvara//PL//compound:prt//84 den//DT|UTR|SIN|DEF//det//88 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//88 potential//NN|UTR|SIN|IND|NOM//obj//84 som//HP|-|-|-//obj//91 digitaliseringen//NN|UTR|SIN|DEF|NOM//nsubj//91 erbjuder//VB|PRS|AKT//acl:relcl//88 .//MAD//punct//22

Agera i nuet men höj också blicken – de digitala satsningarna behöver ett tydligare framtidsperspektiv;Myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//1 satsningar//NN|UTR|PLU|IND|NOM//nsubj//2 behöver//VB|PRS|AKT//aux//6 i//PP//case//5 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 grad//NN|UTR|SIN|IND|NOM//obl//6 ha//VB|INF|AKT//ROOT//6 ett//DT|NEU|SIN|IND//det//9 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 framtidsperspektiv//NN|NEU|SIN|IND|NOM//obj//6 .//MAD//punct//6
Agera i nuet men höj också blicken – de digitala satsningarna behöver ett tydligare framtidsperspektiv;För//PP//mark//14 att//IE//mark//14 kunna//VB|INF|AKT//aux//14 genomföra//VB|INF|AKT//advcl//20 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//17 digital//JJ|POS|UTR|SIN|IND|NOM//amod//17 verksamhetsutveckling//NN|UTR|SIN|IND|NOM//obj//14 är//VB|PRS|AKT//cop//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 centralt//JJ|POS|NEU|SIN|IND|NOM//parataxis//6 att//IE//mark//22 hantera//VB|INF|AKT//acl//20 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//24 initiativ//NN|NEU|PLU|IND|NOM//obj//22 som//KN//mark//27 en//DT|UTR|SIN|IND//det//27 del//NN|UTR|SIN|IND|NOM//obl//22 av//PP//case//31 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//31 strategiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 inriktning//NN|UTR|SIN|IND|NOM//nmod//27 .//MAD//punct//6
Agera i nuet men höj också blicken – de digitala satsningarna behöver ett tydligare framtidsperspektiv;Den//DT|UTR|SIN|DEF//det//34 verksamhetsutveckling//NN|UTR|SIN|IND|NOM//nsubj//37 som//HP|-|-|-//nsubj:pass//36 genomförs//VB|PRS|SFO//acl:relcl//34 behöver//VB|PRS|AKT//aux//40 inte//AB//advmod//40 enbart//AB//advmod//40 utgå//VB|INF|AKT//parataxis//6 från//PP//case//43 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//43 behov//NN|NEU|SIN|IND|NOM//obl//40 utan//KN//cc//46 även//AB//advmod//46 möjliggöra//VB|INF|AKT//conj//40 fortsatt//PC|PRF|UTR|SIN|IND|NOM//xcomp//46 och//KN//cc//50 kontinuerlig//JJ|POS|UTR|SIN|IND|NOM//amod//50 utveckling//NN|UTR|SIN|IND|NOM//conj//47 .//MAD//punct//6

Accelerera myndigheternas verksamhetsutveckling genom att etablera ett mer flexibelt och snabbfotat arbetssätt;Digitaliseringen//NN|UTR|SIN|DEF|NOM//nsubj//3 och//KN//cc//2 teknikutvecklingen//NN|UTR|SIN|DEF|NOM//conj//0 går//VB|PRS|AKT//ROOT//3 allt//AB//advmod//5 fortare//AB|KOM//advmod//3 .//MAD//punct//3
