Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 25//RG|NOM//nummod//5 mars//NN|UTR|SIN|IND|NOM//nmod//0 1999//RG|NOM//nummod//5 .//MAD//punct//0
Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//160 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//160 mekanismer//NN|UTR|PLU|IND|NOM//nsubj//168 protokollet//NN|NEU|SIN|DEF|NOM//nsubj//162 anvisar//VB|PRS|AKT//acl:relcl//160 utöver//PP//case//165 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//165 genomförande//NN|NEU|SIN|IND|NOM//obl//162 är//VB|PRS|AKT//cop//168 dels//KN//advmod//168 handel//NN|UTR|SIN|IND|NOM//parataxis//84 med//PP//case//170 utsläppsrätter//NN|NEU|PLU|IND|NOM//nmod//168 och//KN//cc//175 dels//KN//advmod//175 den//DT|UTR|SIN|DEF//det//175 s.k.//AB|AN//amod//175 mekanismen//NN|UTR|SIN|DEF|NOM//conj//168 för//PP//case//178 ren//JJ|POS|UTR|SIN|IND|NOM//amod//178 utveckling//NN|UTR|SIN|IND|NOM//nmod//175 (//PAD//punct//182 clean//UO//advmod//181 development//UO//amod//182 mechanism//UO//appos//175 )//PAD//punct//182 Vid//PP//case//187 det//DT|NEU|SIN|DEF//det//187 fjärde//RO|NOM//amod//187 partsmötet//NN|NEU|SIN|DEF|NOM//obl//193 i//PP//case//190 Buenos//PM|NOM//amod//190 Aires//PM|NOM//nmod//187 år//NN|NEU|SIN|IND|NOM//nmod//192 1998//RG|NOM//nmod//187 beslutades//VB|PRT|SFO//advcl//84 om//PP//case//196 en//DT|UTR|SIN|IND//det//196 handlingsplan//NN|UTR|SIN|IND|NOM//obl//193 för//PP//mark//200 att//IE//mark//200 närmare//AB|KOM//advmod//200 definiera//VB|INF|AKT//acl//196 ett//DT|NEU|SIN|IND//det//202 regelverk//NN|NEU|SIN|IND|NOM//obj//200 för//PP//case//205 dessa//DT|UTR/NEU|PLU|DEF//det//205 mekanismer//NN|UTR|PLU|IND|NOM//nmod//202 .//MAD//punct//84

EU:s klimatpolitiska åtagande;EU//PM|NOM//nsubj//5 och//KN//cc//3 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//3 medlemsstater//NN|UTR|PLU|IND|NOM//conj//0 har//VB|PRS|AKT//aux//5 åtagit//VB|SUP|AKT//ROOT//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//5 att//IE//mark//9 gemensamt//AB|POS//advmod//9 minska//VB|INF|AKT//ccomp//5 utsläppen//NN|NEU|PLU|DEF|NOM//obj//9 av//PP//case//12 koldioxid//NN|UTR|SIN|IND|NOM//nmod//10 och//KN//cc//16 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 växthusgaser//NN|UTR|PLU|IND|NOM//conj//12 under//PP//case//18 perioden//NN|UTR|SIN|DEF|NOM//nmod//16 2008//RG|NOM//nummod//18 –//NN|AN//punct//21 2012//RG|NOM//nummod//24 till//PP//case//24 92//RG|NOM//nummod//24 %//NN|AN//obl//9 av//PP//case//28 1990//RG|NOM//nummod//27 års//NN|NEU|SIN|IND|GEN//nmod:poss//28 nivå//NN|UTR|SIN|IND|NOM//nmod//24 .//MAD//punct//5
EU:s klimatpolitiska åtagande;EU-länderna//NN|UTR|PLU|DEF|NOM//nsubj//31 har//VB|PRS|AKT//parataxis//5 vidare//AB|KOM//advmod//31 i//PP//case//34 rådsslutsatser//NN|UTR|PLU|IND|NOM//obl//31 i//PP//case//36 juni//NN|UTR|SIN|IND|NOM//obl//38 1998//RG|NOM//nummod//36 redovisat//VB|SUP|AKT//conj//31 hur//HA//advmod//42 åtagandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//42 skall//VB|PRS|AKT//aux//42 fördelas//VB|INF|SFO//ccomp//38 mellan//PP//case//44 medlemsstaterna//NN|UTR|PLU|DEF|NOM//obl//42 .//MAD//punct//31
EU:s klimatpolitiska åtagande;Sverige//PM|NOM//nsubj//5 skall//VB|PRS|AKT//aux//5 enligt//PP//case//4 denna//DT|UTR|SIN|DEF//det//4 fördelning//NN|UTR|SIN|IND|NOM//obl//5 begränsa//VB|INF|AKT//ROOT//5 utsläppen//NN|NEU|PLU|DEF|NOM//obj//5 av//PP//case//9 protokollets//NN|NEU|SIN|DEF|GEN//nmod:poss//9 växthusgaser//NN|UTR|PLU|IND|NOM//nmod//6 till//PP//case//13 högst//AB|SUV//advmod//12 104//RG|NOM//nummod//13 %//NN|AN//obl//5 av//PP//case//17 1990//RG|NOM//nummod//16 års//NN|NEU|SIN|IND|GEN//nmod:poss//17 nivå//NN|UTR|SIN|IND|NOM//nmod//13 .//MAD//punct//5

Klimatpolitiska beslut, utredningar och åtgärder i Sverige;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 klimatpolitiken//NN|UTR|SIN|DEF|NOM//nsubj//3 grundar//VB|PRS|AKT//ROOT//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//3 på//PP//case//7 riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 beslut//NN|NEU|SIN|IND|NOM//obl//3 år//NN|NEU|SIN|IND|NOM//nmod//9 1993//RG|NOM//obl//3 (//PAD//punct//9 prop//NN|UTR|SIN|IND|NOM//appos//9 .//MAD//punct//9
Klimatpolitiska beslut, utredningar och åtgärder i Sverige;1992/93:179//RG|NOM//xcomp//3 ,//MID//punct//15 bet//VB|PRT|AKT//conj//13 .//MAD//punct//13
Klimatpolitiska beslut, utredningar och åtgärder i Sverige;1992/93//RG|NOM//obl//3 ://MID//punct//17
Klimatpolitiska beslut, utredningar och åtgärder i Sverige;JoU19//PM|NOM//appos//17 ,//MID//punct//21 rskr//NN|NEU|SIN|IND|NOM//conj//19 .//MID//punct//19
Klimatpolitiska beslut, utredningar och åtgärder i Sverige;1992/93:361//RG|NOM//conj//19 )//PAD//punct//19 .//MAD//punct//28
Klimatpolitiska beslut, utredningar och åtgärder i Sverige;Genom//PP//case//27 riksdagsbeslutet//NN|NEU|SIN|DEF|NOM//obl//28 fastlades//VB|PRT|SFO//conj//3 den//DT|UTR|SIN|DEF//det//31 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 strategin//NN|UTR|SIN|DEF|NOM//nsubj:pass//28 att//SN//mark//38 koldioxidutsläppen//NN|NEU|PLU|DEF|NOM//nsubj:pass//38 från//PP//case//36 fossila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 bränslen//NN|NEU|PLU|IND|NOM//nmod//33 skulle//VB|PRT|AKT//aux//38 stabiliseras//VB|INF|SFO//acl//31 på//PP//case//42 1990//RG|NOM//nummod//41 års//NN|NEU|SIN|IND|GEN//nmod:poss//42 nivå//NN|UTR|SIN|IND|NOM//obl//38 år//NN|NEU|SIN|IND|NOM//nmod//44 2000//RG|NOM//obl//38 för//PP//mark//48 att//IE//mark//48 därefter//AB//advmod//48 minska//VB|INF|AKT//advcl//38 .//MAD//punct//28
Klimatpolitiska beslut, utredningar och åtgärder i Sverige;I//PP//case//51 beslutet//NN|NEU|SIN|DEF|NOM//obl//52 betonades//VB|PRT|SFO//advcl//28 att//SN//mark//56 klimatpolitiken//NN|UTR|SIN|DEF|NOM//nsubj:pass//56 bör//VB|PRS|AKT//aux//56 utformas//VB|INF|SFO//ccomp//52 i//PP//case//60 ett//DT|NEU|SIN|IND//det//60 internationellt//JJ|POS|NEU|SIN|IND|NOM//amod//60 perspektiv//NN|NEU|SIN|IND|NOM//obl//56 och//KN//cc//63 med//PP//case//63 jämförande//NN|NEU|SIN|IND|NOM//conj//60 av//PP//case//65 åtgärder//NN|UTR|PLU|IND|NOM//nmod//63 i//PP//case//68 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 industriländer//NN|NEU|PLU|IND|NOM//nmod//65 .//MAD//punct//3
Klimatpolitiska beslut, utredningar och åtgärder i Sverige;Riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//71 beslutade//VB|PRT|AKT//parataxis//3 också//AB//advmod//71 att//SN//mark//76 Sverige//PM|NOM//nsubj//76 skulle//VB|PRT|AKT//aux//76 inleda//VB|INF|AKT//ccomp//71 omedelbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 insatser//NN|UTR|PLU|IND|NOM//obj//76 i//PP//case//82 de//DT|UTR/NEU|PLU|DEF//det//82 baltiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 länderna//NN|NEU|PLU|DEF|NOM//nmod//78 i//PP//case//84 syfte//NN|NEU|SIN|IND|NOM//nmod//82 att//IE//mark//86 effektivisera//VB|INF|AKT//advcl//76 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//88 energisystem//NN|NEU|PLU|IND|NOM//obj//86 .//MAD//punct//71
Klimatpolitiska beslut, utredningar och åtgärder i Sverige;Vidare//AB|KOM//advmod//91 angavs//VB|PRT|SFO//parataxis//71 att//SN//mark//109 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//94 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//109 i//PP//case//96 framtiden//NN|UTR|SIN|DEF|NOM//nmod//94 i//PP//case//101 enlighet//NN|UTR|SIN|IND|NOM//fixed//97 med//PP//fixed//97 klimatkonventionens//NN|UTR|SIN|DEF|GEN//nmod:poss//101 stadgande//NN|NEU|SIN|IND|NOM//nmod//94 om//PP//mark//104 gemensamt//JJ|POS|NEU|SIN|IND|NOM//advmod//104 genomförande//NN|NEU|SIN|IND|NOM//acl//101 till//PP//case//106 del//NN|UTR|SIN|IND|NOM//nmod//104 skulle//VB|PRT|AKT//aux//109 kunna//VB|INF|AKT//aux//109 räknas//VB|INF|SFO//ccomp//91 som//KN//mark//112 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//112 insatser//NN|UTR|PLU|IND|NOM//obl//109 mot//PP//case//115 klimatpåverkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//115 gaser//NN|UTR|PLU|IND|NOM//nmod//112 .//MAD//punct//71
Klimatpolitiska beslut, utredningar och åtgärder i Sverige;Sverige//PM|NOM//nsubj//119 borde//VB|PRT|AKT//aux//119 genomföra//VB|INF|AKT//parataxis//71 kostnadseffektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//121 insatser//NN|UTR|PLU|IND|NOM//obj//119 såväl//KN//advmod//123 nationellt//AB|POS//amod//121 som//KN//mark//125 internationellt//AB|POS//advmod//119 .//MID//punct//119
Klimatpolitiska beslut, utredningar och åtgärder i Sverige;Att//SN//mark//134 formerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//134 för//PP//case//131 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//131 genomförande//NN|NEU|SIN|IND|NOM//nmod//128 inte//AB//advmod//134 hade//VB|PRT|AKT//aux//134 fastlagts//VB|SUP|SFO//advcl//119 borde//VB|PRT|AKT//aux//137 inte//AB//advmod//137 utgöra//VB|INF|AKT//conj//119 ett//DT|NEU|SIN|IND//det//139 hinder//NN|NEU|SIN|IND|NOM//obj//137 för//PP//case//142 klimatpolitiskt//AB|POS//amod//142 motiverade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//144 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//144 åtgärder//NN|UTR|PLU|IND|NOM//nmod//139 i//PP//case//146 Baltikum//PM|NOM//nmod//144 och//KN//cc//150 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//150 östeuropeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//150 länder//NN|NEU|PLU|IND|NOM//conj//146 .//MAD//punct//119
