En sjukförsäkring anpassad efter individen;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet Ardalan Shekarabi;Som//KN//case//50 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//53 i//PP//case//52 utredningen//NN|UTR|SIN|DEF|NOM//nmod//50 förordnades//VB|PRT|SFO//conj//4 från//PP//compound:prt//53 och//KN//cc//59 med//PP//case//59 den//DT|UTR|SIN|DEF//det//59 1//RO|NOM//nummod//59 juni//NN|UTR|SIN|IND|NOM//conj//4 2018//RG|NOM//nummod//59 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//62 Eeva//PM|NOM//appos//59 Seppälä//PM|NOM//flat:name//62 (//PAD//punct//65 Socialdepartement//PM|NOM//appos//59 )//PAD//punct//65 ,//MID//punct//59 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//69 Leif//PM|NOM//appos//59 Westerlind//PM|NOM//flat:name//69 (//PAD//punct//69 Socialdepartementet//NN|NEU|SIN|DEF|NOM//appos//69 )//PAD//punct//69 och//KN//cc//76 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//76 Joakim//PM|NOM//conj//59 Ceije//PM|NOM//flat:name//76 (//PAD//punct//79 Finansdepartementet//NN|NEU|SIN|DEF|NOM//appos//76 )//PAD//punct//79 .//MAD//punct//4
Till statsrådet Ardalan Shekarabi;Från//PP//case//5 och//KN//fixed//0 med//PP//fixed//0 den//DT|UTR|SIN|DEF//det//4 31//RG|NOM//nummod//5 augusti//NN|UTR|SIN|IND|NOM//obl//7 2018//RG|NOM//nummod//5 entledigades//VB|PRT|SFO//ROOT//7 Nina//PM|NOM//nsubj:pass//7 Karnehed//PM|NOM//nsubj:pass//7 och//KN//cc//11 från//PP//case//16 och//KN//fixed//11 med//PP//fixed//11 den//DT|UTR|SIN|DEF//det//16 15//RG|NOM//nummod//16 september//NN|UTR|SIN|IND|NOM//obl//18 2018//RG|NOM//nummod//16 förordnades//VB|PRT|SFO//parataxis//7 utredaren//NN|UTR|SIN|DEF|NOM//nmod//20 Anna//PM|NOM//nsubj:pass//18 Ericsson//PM|NOM//flat:name//20 (//PAD//punct//23 Socialstyrelsen//NN|UTR|SIN|DEF|NOM//appos//18 )//PAD//punct//23 som//KN//mark//26 expert//NN|UTR|SIN|IND|NOM//xcomp//18 .//MAD//punct//18
Till statsrådet Ardalan Shekarabi;Från//PP//advmod//33 och//KN//fixed//28 med//PP//fixed//28 den//DT|UTR|SIN|DEF//det//33 31//RG|NOM//nummod//33 augusti//NN|UTR|SIN|IND|NOM//obl//35 2018//RG|NOM//nummod//33 entledigades//VB|PRT|SFO//parataxis//18 Lisa//PM|NOM//nsubj:pass//35 Widén//PM|NOM//flat:name//36 och//KN//cc//44 från//PP//advmod//44 och//KN//fixed//39 med//PP//fixed//39 den//DT|UTR|SIN|DEF//det//44 15//RG|NOM//nummod//44 september//NN|UTR|SIN|IND|NOM//obl//46 2018//RG|NOM//nummod//44 förordnades//VB|PRT|SFO//conj//7 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//48 Abukar//PM|NOM//nsubj:pass//46 Omarsson//PM|NOM//flat:name//48 (//PAD//punct//48 Arbetsmarknadsdepartementet//NN|NEU|SIN|DEF|NOM//appos//48 )//PAD//punct//51 som//KN//case//54 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//xcomp//46 .//MAD//punct//7
Till statsrådet Ardalan Shekarabi;Från//PP//case//61 och//KN//fixed//56 med//PP//fixed//56 den//DT|UTR|SIN|DEF//det//61 4//RO|NOM//nummod//61 februari//NN|UTR|SIN|IND|NOM//obl//63 2019//RG|NOM//nummod//61 förordnades//VB|PRT|SFO//parataxis//7 juristen//NN|UTR|SIN|DEF|NOM//nsubj:pass//63 och//KN//cc//66 utredaren//NN|UTR|SIN|DEF|NOM//conj//64 Louise//PM|NOM//nmod//66 Grönqvist//PM|NOM//flat:name//67 (//PAD//punct//66 Inspektionen//NN|UTR|SIN|DEF|NOM//appos//66 för//PP//case//72 socialförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//70 )//PAD//punct//70 som//KN//mark//75 expert//NN|UTR|SIN|IND|NOM//xcomp//63 .//MAD//punct//63
Till statsrådet Ardalan Shekarabi;Från//PP//advmod//82 och//KN//fixed//77 med//PP//fixed//77 den//DT|UTR|SIN|DEF//det//82 31//RG|NOM//nummod//82 maj//NN|UTR|SIN|IND|NOM//obl//84 2019//RG|NOM//nummod//82 entledigades//VB|PRT|SFO//parataxis//63 Carl//PM|NOM//nsubj:pass//84 Johan//PM|NOM//flat//85 Fahlander//PM|NOM//flat//85 och//KN//cc//96 från//PP//case//94 och//KN//fixed//89 med//PP//fixed//89 den//DT|UTR|SIN|DEF//det//94 3//RO|NOM//nummod//94 juni//NN|UTR|SIN|IND|NOM//obl//96 2019//RG|NOM//nummod//94 förordnades//VB|PRT|SFO//conj//63 rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//98 experten//NN|UTR|SIN|DEF|NOM//nmod//99 Maria//PM|NOM//obl//114 Ohlander//PM|NOM//flat:name//99 (//PAD//punct//99 Försäkringskassan//NN|UTR|SIN|DEF|NOM//appos//99 )//PAD//punct//99 som//KN//mark//105 expert//NN|UTR|SIN|IND|NOM//advcl//99 .//MAD//punct//99
Till statsrådet Ardalan Shekarabi;Från//PP//advmod//111 och//KN//fixed//107 med//PP//fixed//107 den//DT|UTR|SIN|DEF//det//111 21//RG|NOM//nummod//112 augusti//NN|UTR|SIN|IND|NOM//obl//113 2019//RG|NOM//nummod//99 entledigades//VB|PRT|SFO//conj//7 Joakim//PM|NOM//nsubj:pass//114 Ceije//PM|NOM//flat//115 och//KN//cc//121 från//PP//advmod//121 och//KN//fixed//118 med//PP//fixed//118 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//115
Till statsrådet Ardalan Shekarabi;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 från//PP//mark//12 och//KN//cc//10 med//PP//case//10 den//DT|UTR|SIN|DEF//det//10 7//RO|NOM//nummod//10 februari//NN|UTR|SIN|IND|NOM//obl//12 2019//RG|NOM//nummod//10 förordnades//VB|PRT|SFO//advcl//4 f.d.//JJ|AN//amod//15 enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//15 Tommy//PM|NOM//nsubj//12 Sundholm//PM|NOM//flat:name//15 som//KN//case//18 sekreterare//NN|UTR|SIN|IND|NOM//xcomp//12 .//MAD//punct//4
Till statsrådet Ardalan Shekarabi;Betänkandet//NN|NEU|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 skrivet//PC|PRF|NEU|SIN|IND|NOM//ROOT//2 i//PP//case//4 vi-form//NN|UTR|SIN|IND|NOM//obl//2 och//KN//cc//8 med//PP//case//7 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//8 avses//VB|PRS|SFO//conj//2 utredaren//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 och//KN//cc//11 utredningssekretariatet//NN|NEU|SIN|DEF|NOM//conj//9 .//MID//punct//2
Till statsrådet Ardalan Shekarabi;Jag//PN|UTR|SIN|DEF|SUB//nsubj//19 som//KN//mark//19 utredare//NN|UTR|SIN|IND|NOM//nsubj//19 är//VB|PRS|AKT//cop//19 dock//AB//advmod//19 ensamt//AB|POS//amod//19 ansvarig//JJ|POS|UTR|SIN|IND|NOM//parataxis//2 för//PP//case//21 förslagen//NN|NEU|PLU|DEF|NOM//nmod//19 .//MAD//punct//19
Till statsrådet Ardalan Shekarabi;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//14 som//HP|-|-|-//nsubj//3 har//VB|PRS|AKT//aux//3 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//obj//3 ”//PM|NOM//punct//0 En//DT|UTR|SIN|IND//det//8 trygg//JJ|POS|UTR|SIN|IND|NOM//amod//8 sjukförsäkring//NN|UTR|SIN|IND|NOM//appos//0 med//PP//case//10 människan//NN|UTR|SIN|DEF|NOM//nmod//8 i//PP//case//12 centrum//NN|NEU|SIN|DEF|NOM//nmod//0 ”//PM|NOM//punct//0 överlämnar//VB|PRS|AKT//ROOT//14 härmed//AB//advmod//14 sitt//PS|NEU|SIN|DEF//nmod:poss//17 slutbetänkande//NN|NEU|SIN|IND|NOM//obj//14
Till statsrådet Ardalan Shekarabi;En//DT|UTR|SIN|IND//det//1 sjukförsäkring//NN|UTR|SIN|IND|NOM//nsubj//2 anpassad//PC|PRF|UTR|SIN|IND|NOM//ROOT//2 efter//PP//case//4 individen//NN|UTR|SIN|DEF|NOM//obl//2 (//PAD//punct//2 SOU//PM|NOM//appos//2 2020:26//RG|NOM//nummod//6 )//PAD//punct//2 .//MAD//punct//2
Till statsrådet Ardalan Shekarabi;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 april//NN|UTR|SIN|IND|NOM//obl//0 2020//RG|NOM//nummod//0
Till statsrådet Ardalan Shekarabi;Claes//PM|NOM//ROOT//0 Jansson//PM|NOM//flat:name//0 /Carl//RG|NOM//cc//3 Johan//PM|NOM//conj//0 Hardt//PM|NOM//flat:name//3
Till statsrådet Ardalan Shekarabi;Tommy//PM|NOM//ROOT//0 Sundholm//PM|NOM//flat:name//0


1.1 Förslag till lag om ändring i socialförsäkringsbalken;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//case//5 socialförsäkringsbalken//NN|UTR|SIN|DEF|NOM//obl//1 att//SN//mark//17 27//RG|NOM//nummod//8 kap.//NN|AN//nmod//10 46//RG|NOM//nummod//10 §//NN|AN//nsubj//17 och//KN//cc//10 28//RG|NOM//nummod//10 kap.//NN|AN//advmod//14 11//RG|NOM//nummod//15 §//NN|AN//nmod//10 ska//VB|PRS|AKT//aux//17 ha//VB|INF|AKT//acl//5 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 lydelse//NN|UTR|SIN|IND|NOM//obj//17
1.1 Förslag till lag om ändring i socialförsäkringsbalken;Om//SN//mark//2 den//DT|UTR|SIN|DEF//nsubj//2 försäkrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//advcl//8 på//PP//case//6 grund//NN|UTR|SIN|IND|NOM//fixed//3 av//PP//fixed//3 sjukdomen//NN|UTR|SIN|DEF|NOM//obl//2 behöver//VB|PRS|AKT//aux//8 avstå//VB|INF|AKT//ROOT//8 från//PP//case//10 förvärvsarbete//NN|NEU|SIN|IND|NOM//obl//8 under//PP//case//14 minst//AB|SUV//advmod//13 en//DT|UTR|SIN|IND//det//14 fjärdedel//NN|UTR|SIN|IND|NOM//obl//8 av//PP//case//18 sin//PS|UTR|SIN|DEF//nmod:poss//18 normala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 arbetstidstid//NN|UTR|SIN|IND|NOM//nmod//14 en//DT|UTR|SIN|IND//det//21 viss//JJ|POS|UTR|SIN|IND|NOM//amod//21 dag//NN|UTR|SIN|IND|NOM//nmod//14 ,//MID//punct//8 ska//VB|PRS|AKT//aux//28 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//27 eller//KN//cc//26 hennes//PS|UTR/NEU|SIN/PLU|DEF//conj//24 arbetsförmåga//NN|UTR|SIN|IND|NOM//nsubj:pass//28 anses//VB|PRS|SFO//conj//8 nedsatt//PC|PRF|UTR|SIN|IND|NOM//xcomp//28 i//PP//case//33 minst//AB|SUV//advmod//32 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 grad//NN|UTR|SIN|IND|NOM//obl//29 den//DT|UTR|SIN|DEF//det//35 dagen//NN|UTR|SIN|DEF|NOM//obl//28 .//MAD//punct//8
1.1 Förslag till lag om ändring i socialförsäkringsbalken;Partiell//JJ|POS|UTR|SIN|IND|NOM//amod//1 sjukpenning//NN|UTR|SIN|IND|NOM//nsubj:pass//3 får//VB|PRS|AKT//aux//3 beviljas//VB|INF|SFO//ROOT//3 utifrån//PP//case//6 en//DT|UTR|SIN|IND//det//6 förläggning//NN|UTR|SIN|IND|NOM//obl//3 av//PP//case//8 arbetstiden//NN|UTR|SIN|DEF|NOM//nmod//6 som//HP|-|-|-//nsubj//10 innebär//VB|PRS|AKT//acl:relcl//8 att//SN//mark//14 arbetstiden//NN|UTR|SIN|DEF|NOM//nsubj:pass//14 inte//AB//advmod//14 minskas//VB|PRS|SFO//ccomp//10 varje//DT|UTR/NEU|SIN|IND//det//16 dag//NN|UTR|SIN|IND|NOM//obl//14 i//PP//case//19 samma//DT|UTR/NEU|SIN/PLU|IND//det//19 omfattning//NN|UTR|SIN|IND|NOM//obl//14 om//PP//case//23 en//DT|UTR|SIN|IND//det//23 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//23 förläggning//NN|UTR|SIN|IND|NOM//nsubj//27 av//PP//case//25 arbetstiden//NN|UTR|SIN|DEF|NOM//nmod//23 inte//AB//advmod//27 försämrar//VB|PRS|AKT//conj//3 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//27 till//PP//case//30 återgång//NN|UTR|SIN|IND|NOM//obl//27 i//PP//case//32 arbete//NN|NEU|SIN|IND|NOM//nmod//30 .//MAD//punct//27
1.1 Förslag till lag om ändring i socialförsäkringsbalken;28//RG|NOM//nummod//35 kap.//NN|AN//appos//27  //_SP////35 11//RG|NOM//nummod//38 §//NN|AN//nmod//35
1.1 Förslag till lag om ändring i socialförsäkringsbalken;Till//PP//case//2 den//DT|UTR|SIN|DEF//det//2 del//NN|UTR|SIN|IND|NOM//obl//7 den//DT|UTR|SIN|DEF//nsubj//4 försäkrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//acl:relcl//2 är//VB|PRS|AKT//cop//7 arbetslös//JJ|POS|UTR|SIN|IND|NOM//nsubj:pass//7 lämnas//VB|INF|SFO//ROOT//7 hel//JJ|POS|UTR|SIN|IND|NOM//amod//9 sjukpenning//NN|UTR|SIN|IND|NOM//nsubj:pass//7 med//PP//case//13 högst//AB|SUV//advmod//12 543//RG|NOM//nummod//13 kronor//NN|UTR|PLU|IND|NOM//obl//7 om//PP//case//15 dagen//NN|UTR|SIN|DEF|NOM//nmod//13 .//MID//punct//7
1.1 Förslag till lag om ändring i socialförsäkringsbalken;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//18 gäller//VB|PRS|AKT//parataxis//7 dock//AB//advmod//18 inte//AB//advmod//18 sjukpenning//NN|UTR|SIN|IND|NOM//obj//18 som//HP|-|-|-//nsubj:pass//23 avses//VB|PRS|SFO//acl:relcl//21 i//PP//case//26 27//RG|NOM//nummod//26 kap.//NN|AN//obl//23 6//RG|NOM//nummod//28 §//NN|AN//obl//23 .//MAD//punct//7


2.1 Uppdraget;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 slutbetänkande//NN|NEU|SIN|IND|NOM//obl//3 redovisar//VB|PRS|AKT//ROOT//3 vi//PN|UTR|PLU|DEF|SUB//nsubj//3 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//8 två//RG|NOM//nummod//8 sista//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//8 uppdrag//NN|NEU|PLU|IND|NOM//obj//3 .//MAD//punct//3
2.1 Uppdraget;I//PP//case//12 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//12 direktiv//NN|NEU|PLU|IND|NOM//obl//3 sägs//VB|PRS|SFO//advcl//3 att//SN//mark//16 vi//PN|UTR|PLU|DEF|SUB//nsubj//16 ska//VB|PRS|AKT//ccomp//13
2.1 Uppdraget;•//NN|UTR|SIN|IND|NOM//nsubj//1 utreda//VB|INF|AKT//ROOT//1 behovet//NN|NEU|SIN|DEF|NOM//obj//1 av//PP//case//4 anpassningar//NN|UTR|PLU|IND|NOM//nmod//2 av//PP//case//6 försäkringsskyddet//NN|NEU|SIN|DEF|NOM//nmod//4 för//PP//case//8 personer//NN|UTR|PLU|IND|NOM//nmod//6 med//PP//case//10 timanställningar//NN|UTR|PLU|IND|NOM//nmod//8 och//KN//cc//13 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//13 tidsbegränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//1 anställningar//NN|UTR|PLU|IND|NOM//obj//13
2.1 Uppdraget;•//NN|UTR|SIN|IND|NOM//nsubj//1 kartlägga//VB|INF|AKT//ROOT//1 om//PL//mark//6 det//DT|NEU|SIN|DEF//det//5 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 regelverket//NN|NEU|SIN|DEF|NOM//nsubj//6 ger//VB|PRS|AKT//ccomp//1 ett//DT|NEU|SIN|IND//det//9 tillräckligt//JJ|POS|NEU|SIN|IND|NOM//amod//9 utrymme//NN|NEU|SIN|IND|NOM//obj//6 för//PP//mark//17 att//SN//fixed//10 den//DT|UTR|SIN|DEF//det//14 försäkrades//JJ|POS|MAS|SIN|DEF|GEN//amod//14 arbetsförmåga//NN|UTR|SIN|IND|NOM//nsubj:pass//17 ska//VB|PRS|AKT//aux//17 kunna//VB|INF|AKT//aux//17 tas//VB|INF|SFO//advcl//6 till//PP//compound:prt//17 vara//NN|-|-|-|-//cop//20 fullt//JJ|POS|NEU|SIN|IND|NOM//advmod//17 ut//AB//advmod//17 .//MAD//punct//1
2.1 Uppdraget;Det//DT|NEU|SIN|DEF//det//2 första//RO|NOM//amod//2 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//3 handlar//VB|PRS|AKT//ROOT//3 om//PP//mark//12 hur//HA//advmod//12 bedömningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//12 av//PP//case//8 rätten//NN|UTR|SIN|DEF|NOM//nmod//6 till//PP//case//10 sjukpenning//NN|UTR|SIN|IND|NOM//nmod//8 ska//VB|PRS|AKT//aux//12 göras//VB|INF|SFO//advcl//3 för//PP//case//14 personer//NN|UTR|PLU|IND|NOM//obl//12 med//PP//case//16 timanställningar//NN|UTR|PLU|IND|NOM//nmod//14 och//KN//cc//19 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//19 tidsbegränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 anställningar//NN|UTR|PLU|IND|NOM//obl//12 .//MAD//punct//3
2.1 Uppdraget;Det//DT|NEU|SIN|DEF//det//2 andra//RO|NOM//amod//2 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//3 består//VB|PRS|AKT//ROOT//3 egentligen//AB//advmod//3 av//PP//case//7 två//RG|NOM//nummod//7 delar//NN|UTR|PLU|IND|NOM//obl//3 som//HP|-|-|-//nsubj//11 är//VB|PRS|AKT//cop//11 nära//AB|POS//advmod//11 förknippade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//7 med//PP//case//13 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//11 .//MAD//punct//3
2.1 Uppdraget;Den//DT|UTR|SIN|DEF//det//17 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 delen//NN|UTR|SIN|DEF|NOM//nsubj//18 handlar//VB|PRS|AKT//parataxis//3 om//PP//case//20 möjligheten//NN|UTR|SIN|DEF|NOM//obl//18 att//IE//mark//22 bevilja//VB|INF|AKT//acl//20 partiell//JJ|POS|UTR|SIN|IND|NOM//amod//24 sjukpenning//NN|UTR|SIN|IND|NOM//obj//22 utifrån//PP//case//28 en//DT|UTR|SIN|IND//det//28 annan//JJ|POS|UTR|SIN|IND|NOM//amod//28 förläggning//NN|UTR|SIN|IND|NOM//obl//22 av//PP//case//30 arbetstiden//NN|UTR|SIN|DEF|NOM//nmod//28 än//KN//mark//34 att//SN//mark//34 denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//34 minskas//VB|PRS|SFO//advcl//22 med//PP//case//37 lika//AB//advmod//37 mycket//AB|POS//advmod//34 varje//DT|UTR/NEU|SIN|IND//det//39 dag//NN|UTR|SIN|IND|NOM//obl//34 .//MAD//punct//18
2.1 Uppdraget;Där//AB//advmod//44 ska//VB|PRS|AKT//aux//44 vi//PN|UTR|PLU|DEF|SUB//nsubj//44 utreda//VB|INF|AKT//advcl//3 om//PP//case//47 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//47 regelverk//NN|NEU|SIN|IND|NOM//obl//44 är//VB|PRS|AKT//cop//50 ändamålsenligt//AB|POS//advmod//50 utformat//PC|PRF|NEU|SIN|IND|NOM//xcomp//3 .//MAD//punct//3
