Validering;Illustrationer//NN|UTR|PLU|IND|NOM//nsubj//1 finns//VB|PRS|SFO//ROOT//1 endast//AB//advmod//1 i//PP//case//6 den//DT|UTR|SIN|DEF//det//6 tryckta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//6 versionen//NN|UTR|SIN|DEF|NOM//obl//1
Validering av kunskap och kompetens för livslångt lärande;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//22 representerade//VB|PRT|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//24 möjlighet//NN|UTR|SIN|IND|NOM//obj//22 för//PP//case//26 individerna//NN|UTR|PLU|DEF|NOM//nmod//24 att//IE//mark//28 återvända//VB|INF|AKT//acl//24 till//PP//case//32 det//DT|NEU|SIN|DEF//det//32 formella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 utbildningssystemet//NN|NEU|SIN|DEF|NOM//obl//28 eller//KN//cc//34 gav//VB|PRT|AKT//conj//28 tillträde//NN|NEU|SIN|IND|NOM//obj//34 till//PP//case//40 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 icke-formella///PP//nmod:poss//40 informella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 utbildning//NN|UTR|SIN|IND|NOM//obl//34 .//MAD//punct//22
Validering av kunskap och kompetens för livslångt lärande;Med//PP//case//43 tiden//NN|UTR|SIN|DEF|NOM//obl//44 började//VB|PRT|AKT//conj//1 dock//AB//advmod//44 målen//NN|NEU|PLU|DEF|NOM//nsubj//44 för//PP//case//50 ”//NN|UTR|SIN|IND|NOM//punct//50 återkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 utbildning//NN|UTR|SIN|IND|NOM//nmod//46 ”//RG|NOM//punct//1 förändras//VB|PRS|SFO//ROOT//52 .//MID//punct//52
Validering av kunskap och kompetens för livslångt lärande;Livslångt//JJ|POS|NEU|SIN|IND|NOM//amod//55 lärande//NN|NEU|SIN|IND|NOM//nsubj//56 dök//VB|PRT|AKT//parataxis//52 upp//PL//compound:prt//56 som//KN//case//61 en//DT|UTR|SIN|IND//det//61 ny//JJ|POS|UTR|SIN|IND|NOM//amod//61 etapp//NN|UTR|SIN|IND|NOM//obl//56 i//PP//case//63 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//56 mot//PP//case//68 ett//DT|NEU|SIN|IND//det//68 mer//AB|KOM//advmod//67 generellt//JJ|POS|NEU|SIN|IND|NOM//amod//68 synsätt//NN|NEU|SIN|IND|NOM//obl//56 vad//HP|NEU|SIN|IND//nsubj//70 gäller//VB|PRS|AKT//acl:relcl//68 utbildning//NN|UTR|SIN|IND|NOM//obj//70 och//KN//cc//73 lärande//NN|NEU|SIN|IND|NOM//conj//71 .//MAD//punct//52
Validering av kunskap och kompetens för livslångt lärande;Det//DT|NEU|SIN|DEF//det//77 livslånga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//77 lärandet//NN|NEU|SIN|DEF|NOM//nsubj//78 bygger//VB|PRS|AKT//parataxis//52 på//PP//case//81 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//81 utbildning//NN|UTR|SIN|IND|NOM//obl//78 i//PP//case//85 det//DT|NEU|SIN|DEF//det//85 formella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//85 utbildningssystemet//NN|NEU|SIN|DEF|NOM//nmod//81 kompletterad//PC|PRF|UTR|SIN|IND|NOM//acl//81 med//PP//case//90 återkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 formell//JJ|POS|UTR|SIN|IND|NOM//amod//90 utbildning//NN|UTR|SIN|IND|NOM//obl//86 senare//AB|KOM//advmod//86 i//PP//case//93 livet//NN|NEU|SIN|DEF|NOM//obl//91 .//MAD//punct//52
Validering av kunskap och kompetens för livslångt lärande;Men//KN//cc//97 nu//AB//advmod//97 erkänner//VB|PRS|AKT//conj//52 man//PN|UTR|SIN|IND|SUB//nsubj//97 att//SN//mark//101 därutöver//AB//advmod//101 inträffar//VB|PRS|AKT//ccomp//97 också//AB//advmod//101 lärande//NN|NEU|SIN|IND|NOM//xcomp//101 inte//AB//advmod//107 bara//AB//advmod//107 efter//PP//case//107 tiden//NN|UTR|SIN|DEF|NOM//obl//103 i//PP//case//109 ungdomsutbildning//NN|UTR|SIN|IND|NOM//nmod//107 –//RG|NOM//punct//111 grundskola//NN|UTR|SIN|IND|NOM//conj//107 ,//MID//punct//113 gymnasieskola//NN|UTR|SIN|IND|NOM//conj//111 och//KN//cc//115 högskola//NN|UTR|SIN|IND|NOM//conj//111 –//RG|NOM//punct//111 utan//KN//cc//120 även//AB//advmod//120 i//PP//case//120 mängder//NN|UTR|PLU|IND|NOM//conj//107 av//PP//case//123 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//123 sammanhang//NN|NEU|PLU|IND|NOM//nmod//120 .//MAD//punct//52
Validering av kunskap och kompetens för livslångt lärande;Detta//DT|NEU|SIN|DEF//det//126 lärande//NN|NEU|SIN|IND|NOM//nsubj//127 leder//VB|PRS|AKT//parataxis//52 också//AB//advmod//127 till//PP//case//131 ”//PM|GEN//nmod//131 utbildningsresultat//NN|NEU|SIN|IND|NOM//obl//127 ”//PAD//punct//52 även//AB//mark//138 om//SN//fixed//133 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//138 inte//AB//advmod//138 alltid//AB//advmod//138 dokumenteras//VB|PRS|SFO//advcl//52 i//PP//case//141 formella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//141 utbildningsbevis//NN|NEU|PLU|IND|NOM//obl//138 ,//MID//punct//143 examina//NN|UTR|PLU|IND|NOM//conj//141 eller//KN//cc//145 diplom//NN|NEU|PLU|IND|NOM//conj//141 .//MAD//punct//52
Validering av kunskap och kompetens för livslångt lärande;Livslångt//JJ|POS|NEU|SIN|IND|NOM//amod//1 lärande//NN|NEU|SIN|IND|NOM//nsubj:pass//2 behövs//VB|PRS|SFO//ROOT//2 för//PP//mark//6 att//IE//mark//6 kunna//VB|INF|AKT//aux//6 möta//VB|INF|AKT//advcl//2 kunskapssamhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//8 utmaningar//NN|UTR|PLU|IND|NOM//obj//6 ,//MID//punct//8 globaliseringen//NN|UTR|SIN|DEF|NOM//conj//8 och//KN//cc//12 förändringarna//NN|UTR|PLU|DEF|NOM//conj//8 i//PP//case//14 teknik//NN|UTR|SIN|IND|NOM//nmod//12 och//KN//cc//16 arbetsorganisation//NN|UTR|SIN|IND|NOM//conj//14 (//PAD//punct//8 OECD//PM|NOM//appos//8 ,//MID//punct//20 1996a//RG|NOM//conj//18 )//PAD//punct//8 .//MAD//punct//25
Validering av kunskap och kompetens för livslångt lärande;Dessa//DT|UTR/NEU|PLU|DEF//det//24 faktorer//NN|UTR|PLU|IND|NOM//nsubj//25 styr//VB|PRS|AKT//conj//2 statsmakter//NN|UTR|PLU|IND|NOM//obj//25 ,//MID//punct//28 företag//NN|NEU|PLU|IND|NOM//conj//26 och//KN//cc//30 individer//NN|UTR|PLU|IND|NOM//conj//26 i//PP//case//36 riktning//NN|UTR|SIN|IND|NOM//fixed//31 mot//PP//case//36 ett//DT|NEU|SIN|IND//det//36 livslångt//JJ|POS|NEU|SIN|IND|NOM//amod//36 lärande//NN|NEU|SIN|IND|NOM//obl//25 .//MAD//punct//2
Validering av kunskap och kompetens för livslångt lärande;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//39 innebär//VB|PRS|AKT//parataxis//2 inte//AB//advmod//39 bara//AB//advmod//43 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 utbildning//NN|UTR|SIN|IND|NOM//obj//39 för//PP//case//45 individerna//NN|UTR|PLU|DEF|NOM//nmod//43 ,//MID//punct//64 utan//KN//cc//64 framför//PP//case//52 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//48 en//DT|UTR|SIN|IND//det//52 annan//JJ|POS|UTR|SIN|IND|NOM//amod//52 fördelning//NN|UTR|SIN|IND|NOM//obl//64 av//PP//case//54 utbildningsaktiviteterna//NN|UTR|PLU|DEF|NOM//nmod//52 över//PP//case//56 livstiden//NN|UTR|SIN|DEF|NOM//nmod//54 ://MID//punct//52
Validering av kunskap och kompetens för livslångt lärande;basen//NN|UTR|SIN|DEF|NOM//nsubj:pass//64 för//PP//case//62 det//DT|NEU|SIN|DEF//det//62 livslånga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//62 lärandet//NN|NEU|SIN|DEF|NOM//nmod//58 måste//VB|PRS|AKT//aux//64 läggas//VB|INF|SFO//advcl//39 i//PP//case//66 ungdomen//NN|UTR|SIN|DEF|NOM//obl//64 –//RG|NOM//punct//64 i//PP//case//71 den//DT|UTR|SIN|DEF//det//71 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//71 utbildningen//NN|UTR|SIN|DEF|NOM//obl//64 –//RG|NOM//punct//75 men//KN//cc//75 därutöver//AB//advmod//75 krävs//VB|PRS|SFO//conj//2 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//77 möjligheter//NN|UTR|PLU|IND|NOM//nsubj:pass//75 till//PP//case//80 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 utbildning//NN|UTR|SIN|IND|NOM//nmod//77 och//KN//cc//82 kompetensutveckling//NN|UTR|SIN|IND|NOM//conj//80 i//PP//case//84 takt//NN|UTR|SIN|IND|NOM//nmod//82 med//PP//mark//88 att//SN//mark//88 förändringar//NN|UTR|PLU|IND|NOM//nsubj//88 inträffar//VB|PRS|AKT//acl//77 i//PP//case//90 arbetslivet//NN|NEU|SIN|DEF|NOM//obl//88 och//KN//cc//97 i//PP//case//97 individernas//NN|UTR|PLU|DEF|GEN//nmod:poss//97 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//97 och//KN//cc//96 kulturella//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//94 situation//NN|UTR|SIN|IND|NOM//conj//90 .//MID//punct//75
Validering av kunskap och kompetens för livslångt lärande;Ett//DT|NEU|SIN|IND//det//101 dylikt//JJ|POS|NEU|SIN|IND|NOM//amod//101 scenario//NN|NEU|SIN|IND|NOM//nsubj//102 reser//VB|PRS|AKT//parataxis//75 frågor//NN|UTR|PLU|IND|NOM//obj//102 av//PP//case//106 principiell//JJ|POS|UTR|SIN|IND|NOM//amod//106 natur//NN|UTR|SIN|IND|NOM//nmod//103 om//PP//case//110 såväl//KN//advmod//110 utbildningens//NN|UTR|SIN|DEF|GEN//nmod:poss//110 innehåll//NN|NEU|SIN|IND|NOM//obl//102 ,//MID//punct//113 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//113 organisation//NN|UTR|SIN|IND|NOM//conj//110 och//KN//cc//115 finansiering//NN|UTR|SIN|IND|NOM//conj//113 som//HP|-|-|-//case//119 om//PP//fixed//116 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//119 resultat//NN|NEU|SIN|IND|NOM//conj//110 och//KN//cc//124 hur//HA//advmod//124 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//124 skall//VB|PRS|AKT//aux//124 valideras//VB|INF|SFO//conj//102 –//RG|NOM//punct//126 bedömas//VB|INF|SFO//conj//102 och//KN//cc//128 vinna//VB|INF|AKT//conj//126 erkännande//NN|NEU|SIN|IND|NOM//obj//128 .//MAD//punct//2
Validering av kunskap och kompetens för livslångt lärande;Validering//NN|UTR|SIN|IND|NOM//ROOT//0 –//PAD//punct//2 bedömning//NN|UTR|SIN|IND|NOM//conj//0 och//KN//cc//4 erkännande//NN|NEU|SIN|IND|NOM//conj//2 ://MID//punct//2
Validering av kunskap och kompetens för livslångt lärande;nyckelfrågor//NN|UTR|PLU|IND|NOM//conj//0 och//KN//cc//8 drivkrafter//NN|UTR|PLU|IND|NOM//conj//6
Validering av kunskap och kompetens för livslångt lärande;Nyckelfrågor//NN|UTR|PLU|IND|NOM//ROOT//0 ://MID//punct//0
Validering av kunskap och kompetens för livslångt lärande;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 roll//NN|UTR|SIN|IND|NOM//appos//0 för//PP//case//6 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 kompetensutveckling//NN|UTR|SIN|IND|NOM//nmod//3
Validering av kunskap och kompetens för livslångt lärande;I//PP//case//3 det//DT|NEU|SIN|DEF//det//3 här//AB//fixed//1 avsnittet//NN|NEU|SIN|DEF|NOM//obl//4 diskuteras//VB|PRS|SFO//ROOT//4 tre//RG|NOM//nummod//6 områden//NN|NEU|PLU|IND|NOM//nsubj:pass//4 inom//PP//case//8 vilka//HP|UTR/NEU|PLU|IND//obl//11 staten//NN|UTR|SIN|DEF|NOM//nsubj//11 kan//VB|PRS|AKT//aux//11 agera//VB|INF|AKT//acl:relcl//6 för//PP//mark//14 att//IE//mark//14 stimulera//VB|INF|AKT//advcl//11 kompetensutveckling//NN|UTR|SIN|IND|NOM//obj//14 ://MID//punct//4
Validering av kunskap och kompetens för livslångt lärande;"garantera//VB|INF|AKT//parataxis//4 kvaliteten//NN|UTR|SIN|DEF|NOM//obj//17 i//PP//case//20 validering//NN|UTR|SIN|IND|NOM//obl//17 av//PP//case//22 kompetens//NN|UTR|SIN|IND|NOM//nmod//20 ;//MID//punct//4"
Validering av kunskap och kompetens för livslångt lärande;"fastställa//VB|INF|AKT//parataxis//4 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 ram-//NN|UTR|-|-|SMS//obj//24 och//KN//cc//28 regelverk//NN|NEU|PLU|IND|NOM//conj//26 särskilt//AB//advmod//24 genom//PP//mark//32 att//IE//mark//32 ställa//VB|INF|AKT//advcl//24 upp//PL//compound:prt//32 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 kvalitetsnormer//NN|UTR|PLU|IND|NOM//obj//32 ;//MID//punct//4"
Validering av kunskap och kompetens för livslångt lärande;länka//VB|IMP|AKT//parataxis//4 samman//PL//compound:prt//37 politiken//NN|UTR|SIN|DEF|NOM//obj//37 när//HA//case//43 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//40 gäller//VB|PRS|AKT//fixed//40 validering//NN|UTR|SIN|IND|NOM//obl//37 av//PP//case//45 kunskap//NN|UTR|SIN|IND|NOM//nmod//43 och//KN//cc//47 kompetens//NN|UTR|SIN|IND|NOM//conj//45 för//PP//case//49 vuxna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//47 och//KN//cc//52 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 människor//NN|UTR|PLU|IND|NOM//conj//49 .//MAD//punct//4 –//IE//punct//55
Validering av kunskap och kompetens för livslångt lärande;Garantera//VB|INF|AKT//parataxis//4 kvaliteten//NN|UTR|SIN|DEF|NOM//obj//55 i//PP//case//58 validering//NN|UTR|SIN|IND|NOM//obl//55 av//PP//case//60 kunskap//NN|UTR|SIN|IND|NOM//nmod//58 och//KN//cc//62 kompetens//NN|UTR|SIN|IND|NOM//conj//60 .//MAD//punct//55
Validering av kunskap och kompetens för livslångt lärande;Staten//NN|UTR|SIN|DEF|NOM//nsubj//2 kan//VB|PRS|AKT//aux//2 spela//VB|INF|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//5 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//5 roll//NN|UTR|SIN|IND|NOM//obj//2 genom//PP//mark//8 att//IE//mark//8 ta//VB|INF|AKT//advcl//2 fram//PL//compound:prt//8 hjälpmedel//NN|NEU|PLU|IND|NOM//obj//8 för//PP//mark//13 att//IE//mark//13 mäta//VB|INF|AKT//advcl//8 ,//MID//punct//15 värdera//VB|INF|AKT//conj//13 och//KN//cc//17 godkänna//VB|INF|AKT//conj//13 vad//HP|NEU|SIN|IND//dislocated//20 som//HP|-|-|-//nsubj:pass//20 lärts//VB|SUP|SFO//ccomp//17 in//PL//compound:prt//20 under//PP//case//24 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 omständigheter//NN|UTR|PLU|IND|NOM//obl//20 och//KN//cc//27 därigenom//AB//advmod//27 göra//VB|INF|AKT//conj//13 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//27 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//27 för//PP//case//32 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 individer//NN|UTR|PLU|IND|NOM//obl//27 att//IE//mark//34 få//VB|INF|AKT//acl//32 en//DT|UTR|SIN|IND//det//36 kontinuitet//NN|UTR|SIN|IND|NOM//obj//34 i//PP//case//40 sitt//PS|NEU|SIN|DEF//nmod:poss//40 livslånga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 lärande//NN|NEU|SIN|IND|NOM//nmod//36 .//MAD//punct//2
Validering av kunskap och kompetens för livslångt lärande;En//DT|UTR|SIN|IND//det//45 annan//JJ|POS|UTR|SIN|IND|NOM//amod//45 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//45 roll//NN|UTR|SIN|IND|NOM//obj//2 är//VB|PRS|AKT//cop//48 att//IE//mark//48 garantera//VB|INF|AKT//advcl//2 kvaliteten//NN|UTR|SIN|DEF|NOM//obj//48 i//PP//case//54 både//KN//cc//54 den//DT|UTR|SIN|DEF//det//54 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 utbildningen//NN|UTR|SIN|DEF|NOM//obl//48 och//KN//cc//59 i//PP//case//59 det//DT|NEU|SIN|DEF//det//59 livslånga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 lärandet//NN|NEU|SIN|DEF|NOM//conj//54 .//MAD//punct//48
Validering av kunskap och kompetens för livslångt lärande;I//PP//case//63 det//DT|NEU|SIN|DEF//det//63 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//65 kan//VB|PRS|AKT//aux//65 ligga//VB|INF|AKT//parataxis//48 en//DT|UTR|SIN|IND//det//67 differentiering//NN|UTR|SIN|IND|NOM//obj//65 när//HA//mark//72 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//68 gäller//VB|PRS|AKT//fixed//68 att//IE//mark//72 hantera//VB|INF|AKT//advcl//65 validering//NN|UTR|SIN|IND|NOM//obj//72 av//PP//case//79 vuxna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 och//KN//cc//77 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//75 människors//NN|UTR|PLU|IND|GEN//nmod:poss//79 kunskaper//NN|UTR|PLU|IND|NOM//nmod//73 och//KN//cc//81 kompetens//NN|UTR|SIN|IND|NOM//conj//79 (//PAD//punct//83 jämför//VB|IMP|AKT//parataxis//2 nedan//AB//advmod//83 )//PAD//punct//83 .//MAD//punct//2
