Sammanfattning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//11 om//PP//case//3 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 elever//NN|UTR|PLU|IND|NOM//nmod//0 i//PP//case//5 skolan//NN|UTR|SIN|DEF|NOM//nmod//3 (//PAD//punct//0 dir//NN|AN//nmod:poss//8 1995:134//RG|NOM//appos//0 )//PAD//punct//0 har//VB|PRS|AKT//aux//11 haft//VB|SUP|AKT//ROOT//11 till//PP//case//13 huvuduppgift//NN|UTR|SIN|IND|NOM//obj//11 att//IE//mark//15 utreda//VB|INF|AKT//acl//13 hur//HA//advmod//26 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//26 för//PP//case//19 utbildning//NN|UTR|SIN|IND|NOM//nmod//17 och//KN//cc//21 omvårdnad//NN|UTR|SIN|IND|NOM//conj//19 för//PP//case//24 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//24 elever//NN|UTR|PLU|IND|NOM//nmod//21 skall//VB|PRS|AKT//aux//26 fördelas//VB|INF|SFO//ccomp//15 mellan//PP//case//28 stat//NN|UTR|SIN|IND|NOM//obl//26 ,//MID//punct//30 kommun//NN|UTR|SIN|IND|NOM//conj//28 och//KN//cc//32 landsting//NN|NEU|SIN|IND|NOM//conj//28 samt//KN//cc//34 vem//HP|UTR|SIN|IND//conj//28 som//HP|-|-|-//nsubj//37 skall//VB|PRS|AKT//aux//37 finansiera//VB|INF|AKT//acl:relcl//34 verksamheten//NN|UTR|SIN|DEF|NOM//obj//37 .//MAD//punct//11
Från urvalsskola till en skola för alla (kap 2);I//PP//case//4 enlighet//NN|UTR|SIN|IND|NOM//fixed//0 med//PP//fixed//0 detta//DT|NEU|SIN|DEF//det//4 synsätt//NN|NEU|SIN|IND|NOM//obl//5 föreslår//VB|PRS|AKT//ROOT//5 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//5 att//SN//mark//22 formuleringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//22 1//RG|NOM//nummod//10 kap//NN|AN//nmod//8 2//RG|NOM//nummod//12 §//NN|AN//nmod//8 ,//MID//punct//15 andra//RO|NOM//amod//15 stycket//NN|NEU|SIN|DEF|NOM//conj//12 ,//MID//punct//17 skollagen//NN|UTR|SIN|DEF|NOM//conj//12 I//PP//case//19 utbildningen//NN|UTR|SIN|DEF|NOM//nmod//17 skall//VB|PRS|AKT//aux//22 hänsyn//NN|UTR|SIN|IND|NOM//nsubj:pass//22 tas//VB|INF|SFO//ccomp//5 till//PP//case//24 elever//NN|UTR|PLU|IND|NOM//obl//22 med//PP//case//27 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//27 behov//NN|NEU|PLU|IND|NOM//obl//22  //_SP////27 ersätts//VB|PRS|SFO//advcl//5 med//PP//case//32 I//PP//case//32 utbildningen//NN|UTR|SIN|DEF|NOM//obl//29 skall//VB|PRS|AKT//aux//35 hänsyn//NN|UTR|SIN|IND|NOM//nsubj:pass//35 tas//VB|INF|SFO//conj//5 till//PP//case//37 elever//NN|UTR|PLU|IND|NOM//obl//35 i//PP//case//39 behov//NN|NEU|SIN|IND|NOM//obl//35 av//PP//case//42 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//42 stöd//NN|NEU|SIN|IND|NOM//nmod//39 .//MAD//punct//5
Från urvalsskola till en skola för alla (kap 2);Den//DT|UTR|SIN|DEF//det//46 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 formuleringen//NN|UTR|SIN|DEF|NOM//nsubj//47 antyder//VB|PRS|AKT//parataxis//5 ett//DT|NEU|SIN|IND//det//50 stadigvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 tillstånd//NN|NEU|SIN|IND|NOM//obj//47 hos//PP//case//52 eleven//NN|UTR|SIN|DEF|NOM//nmod//50 och//KN//cc//54 ger//VB|PRS|AKT//conj//47 intryck//NN|NEU|SIN|IND|NOM//obj//54 av//PP//mark//60 att//SN//mark//60 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//60 bör//VB|PRS|AKT//aux//60 sättas//VB|INF|SFO//advcl//54 in//PL//advmod//60 hos//PP//case//63 eleven//NN|UTR|SIN|DEF|NOM//obl//60 ,//MID//punct//60 när//HA//mark//69 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//69 snarare//AB|KOM//advmod//69 kan//VB|PRS|AKT//aux//69 vara//VB|INF|AKT//advcl//60 i//PP//case//71 omgivningen//NN|UTR|SIN|DEF|NOM//obl//69 som//HA//obj//75 åtgärderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//75 skall//VB|PRS|AKT//aux//75 vidtas//VB|INF|SFO//acl:relcl//69 .//MAD//punct//5

Elever med funktionshinder i dagens skola (kap 3);I//PP//case//3 enlighet//NN|UTR|SIN|IND|NOM//fixed//0 med//PP//fixed//0 FN//PM|NOM//obl//8 ://MID//punct//3 s//NN|AN//nummod//6 standardregler//NN|UTR|PLU|IND|NOM//appos//3 är//VB|PRS|AKT//cop//8 grundinställningen//NN|UTR|SIN|DEF|NOM//ROOT//8 i//PP//case//12 det//DT|NEU|SIN|DEF//det//12 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 skolväsendet//NN|NEU|SIN|DEF|NOM//nmod//8 att//SN//mark//21 flertalet//NN|NEU|SIN|DEF|NOM//nmod//15 barn//NN|NEU|PLU|IND|NOM//nsubj//21 och//KN//cc//17 ungdomar//NN|UTR|PLU|IND|NOM//conj//15 med//PP//case//19 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//17 skall//VB|PRS|AKT//aux//21 få//VB|INF|AKT//acl//12 sin//PS|UTR|SIN|DEF//nmod:poss//23 utbildning//NN|UTR|SIN|IND|NOM//obj//21 i//PP//case//28 den//DT|UTR|SIN|DEF//det//28 vanliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 grundskolan//NN|UTR|SIN|DEF|NOM//obl//21 ,//MID//punct//30 gymnasieskolan//NN|UTR|SIN|DEF|NOM//conj//28 och//KN//cc//32 särskolan//NN|UTR|SIN|DEF|NOM//conj//28 .//MAD//punct//8
Elever med funktionshinder i dagens skola (kap 3);De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//37 skall//VB|PRS|AKT//aux//37 där//AB//advmod//37 ges//VB|PRS|SFO//parataxis//8 det//DT|NEU|SIN|DEF//det//39 stöd//NN|NEU|SIN|IND|NOM//obj//37 som//HP|-|-|-//nsubj:pass//41 krävs//VB|PRS|SFO//acl:relcl//39 för//PP//mark//44 att//IE//mark//44 uppnå//VB|INF|AKT//advcl//41 en//DT|UTR|SIN|IND//det//47 fullgod//JJ|POS|UTR|SIN|IND|NOM//amod//47 skolsituation//NN|UTR|SIN|IND|NOM//obj//44 .//MAD//punct//8

Ansvaret för skola och stöd (kap 4);·//PP//nmod//1 Kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//83 ett//DT|NEU|SIN|IND//det//7 helt//JJ|POS|NEU|SIN|IND|NOM//amod//7 och//KN//cc//6 odelat//JJ|POS|NEU|SIN|IND|NOM//conj//4 ansvar//NN|NEU|SIN|IND|NOM//obj//2 för//PP//case//10 all//DT|UTR|SIN|IND/DEF//det//10 skolverksamhet//NN|UTR|SIN|IND|NOM//nmod//7 utifrån//PP//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 mål//NN|NEU|PLU|IND|NOM//nmod//10 som//HP|-|-|-//nsubj:pass//16 anges//VB|PRS|SFO//acl:relcl//14 i//PP//case//18 skollag//NN|UTR|SIN|IND|NOM//obl//16 ,//MID//punct//20 läroplaner//NN|UTR|PLU|IND|NOM//conj//18 och//KN//cc//22 kursplaner//NN|UTR|PLU|IND|NOM//conj//18 .//MAD//punct//2
Ansvaret för skola och stöd (kap 4);Kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//25 har//VB|PRS|AKT//parataxis//2 också//AB//advmod//28 genom//PP//case//28 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//obj//25 och//KN//cc//43 lagen//NN|UTR|SIN|DEF|NOM//nsubj//43 om//PP//case//32 stöd//NN|NEU|SIN|IND|NOM//nmod//30 och//KN//cc//34 service//NN|UTR|SIN|IND|NOM//conj//32 till//PP//case//37 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//30 (//PAD//punct//37 LSS//PM|NOM//appos//37 )//PAD//punct//37 ett//DT|NEU|SIN|IND//det//43 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//43 ansvar//NN|NEU|SIN|IND|NOM//conj//28 för//PP//case//45 barn//NN|NEU|PLU|IND|NOM//nmod//43 och//KN//cc//47 ungdomar//NN|UTR|PLU|IND|NOM//conj//45 med//PP//case//49 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//47 .//MAD//punct//2 ·//NN|UTR|SIN|IND|NOM//obl//53
Ansvaret för skola och stöd (kap 4);Landstingen//NN|NEU|PLU|DEF|NOM//nsubj//53 har//VB|PRS|AKT//parataxis//2 ansvar//NN|NEU|SIN|IND|NOM//obj//53 för//PP//case//56 hälso-//NN|UTR|-|-|SMS//nmod//54 och//KN//cc//58 sjukvård//NN|UTR|SIN|IND|NOM//conj//56 .//MAD//punct//53
Ansvaret för skola och stöd (kap 4);Enligt//PP//case//61 hälso-//NN|UTR|-|-|SMS//obl//64 och//KN//cc//63 sjukvårdslagen//NN|UTR|SIN|DEF|NOM//conj//61 innebär//VB|PRS|AKT//conj//53 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//64 att//SN//mark//69 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//69 skall//VB|PRS|AKT//aux//69 erbjuda//VB|INF|AKT//ccomp//64 habilitering//NN|UTR|SIN|IND|NOM//obj//69 samt//KN//cc//74 att//SN//mark//74 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//74 svarar//VB|PRS|AKT//conj//64 för//PP//case//76 hjälpmedel//NN|NEU|PLU|IND|NOM//obl//74 till//PP//case//79 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//74 .//MAD//punct//64 ·//PM|NOM//nmod//82
Ansvaret för skola och stöd (kap 4);Staten//NN|UTR|SIN|DEF|NOM//nsubj//83 svarar//VB|PRS|AKT//ROOT//83 för//PP//case//85 lagstiftning//NN|UTR|SIN|IND|NOM//obl//83 ,//MID//punct//87 tillsyn//NN|UTR|SIN|IND|NOM//conj//85 ,//MID//punct//89 uppföljning//NN|UTR|SIN|IND|NOM//conj//85 ,//MID//punct//91 utvärdering//NN|UTR|SIN|IND|NOM//conj//85 och//KN//cc//94 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 utvecklingsinsatser//NN|UTR|PLU|IND|NOM//conj//85 i//PP//case//99 förhållande//NN|NEU|SIN|IND|NOM//fixed//95 till//PP//fixed//95 både//KN//cc//99 skola//NN|UTR|SIN|IND|NOM//nmod//94 och//KN//cc//101 hälso-//NN|UTR|-|-|SMS//conj//99 och//KN//cc//103 sjukvård//NN|UTR|SIN|IND|NOM//conj//99 samt//KN//cc//105 har//VB|PRS|AKT//conj//83 ansvar//NN|NEU|SIN|IND|NOM//obj//105 för//PP//case//108 lärarutbildning//NN|UTR|SIN|IND|NOM//nmod//106 och//KN//cc//111 viss//JJ|POS|UTR|SIN|IND|NOM//amod//111 kompetensutveckling//NN|UTR|SIN|IND|NOM//conj//108 .//MAD//punct//83
Ansvaret för skola och stöd (kap 4);För//PP//case//2 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 elever//NN|UTR|PLU|IND|NOM//obl//7 med//PP//case//4 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//2 har//VB|PRS|AKT//aux//7 staten//NN|UTR|SIN|DEF|NOM//nsubj//7 tagit//VB|SUP|AKT//ROOT//7 ett//DT|NEU|SIN|IND//det//10 utökat//PC|PRF|NEU|SIN|IND|NOM//amod//10 ansvar//NN|NEU|SIN|IND|NOM//obj//7 .//MAD//punct//7
Ansvaret för skola och stöd (kap 4);Detta//DT|NEU|SIN|DEF//det//13 t//NN|AN//nmod//14 ex//NN|AN//obj//7 genom//PP//mark//20 att//SN//mark//20 staten//NN|UTR|SIN|DEF|NOM//nsubj//20 –//PM|NOM//punct//20 är//VB|PRS|AKT//cop//20 huvudman//NN|UTR|SIN|IND|NOM//advcl//7 för//PP//case//22 specialskolorna//NN|UTR|PLU|DEF|NOM//obl//20 ,//MID//punct//7 –//RG|NOM//punct//25 bidrar//VB|PRS|AKT//parataxis//7 ekonomiskt//AB|POS//advmod//25 till//PP//case//30 viss//JJ|POS|UTR|SIN|IND|NOM//amod//30 riksrekryterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 gymnasieutbildning//NN|UTR|SIN|IND|NOM//obl//25 för//PP//case//32 elever//NN|UTR|PLU|IND|NOM//nmod//30 med//PP//case//34 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//32 ,//MID//punct//25 –//RG|NOM//punct//25 svarar//VB|PRS|AKT//conj//7 för//PP//case//40 visst//JJ|POS|NEU|SIN|IND|NOM//amod//40 stöd//NN|NEU|SIN|IND|NOM//obl//37 till//PP//case//42 kommunerna//NN|UTR|PLU|DEF|NOM//obl//37 i//PP//case//45 specialpedagogiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 frågor//NN|UTR|PLU|IND|NOM//nmod//42 ,//MID//punct//7 –//RG|NOM//punct//7 svarar//VB|PRS|AKT//parataxis//7 för//PP//case//50 produktion//NN|UTR|SIN|IND|NOM//obl//48 av//PP//case//52 läromedel//NN|NEU|PLU|IND|NOM//nmod//50 för//PP//case//54 elever//NN|UTR|PLU|IND|NOM//nmod//52 med//PP//case//57 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//54 .//MAD//punct//7
Ansvaret för skola och stöd (kap 4);Totalt//AB|POS//advmod//1 bidrar//VB|PRS|AKT//ROOT//1 staten//NN|UTR|SIN|DEF|NOM//nsubj//1 med//PP//case//7 knappt//AB|POS//advmod//5 en//DT|UTR|SIN|IND//det//6 miljard//NN|UTR|SIN|IND|NOM//nmod//7 kronor//NN|UTR|PLU|IND|NOM//obl//1 per//PP//case//9 år//NN|NEU|SIN|IND|NOM//nmod//7 specialdestinerat//VB|SUP|AKT//xcomp//1 till//PP//case//13 gruppen//NN|UTR|SIN|DEF|NOM//nmod//13 elever//NN|UTR|PLU|IND|NOM//obl//1 med//PP//case//15 funktionshinder//NN|NEU|PLU|IND|NOM//obl//1 ,//MID//punct//18 inkl//PP//amod//18 sjukhusundervisning//NN|UTR|SIN|IND|NOM//conj//15 .//MAD//punct//1
Ansvaret för skola och stöd (kap 4);I//PP//advmod//1 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//20 bidrar//VB|PRS|AKT//conj//1 staten//NN|UTR|SIN|DEF|NOM//nsubj//22 till//PP//case//25 skolan//NN|UTR|SIN|DEF|NOM//obl//22 i//PP//advmod//22 första//RO|NOM//fixed//26 hand//NN|UTR|SIN|IND|NOM//fixed//26 via//PP//case//32 det//DT|NEU|SIN|DEF//det//32 generella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 statsbidraget//NN|NEU|SIN|DEF|NOM//obl//22 till//PP//case//34 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//32 .//MAD//punct//1
