Makars, registrerade partners och sambors förmögenhetsförhållanden i internationella situationer;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 EU-bodelning//NN|UTR|SIN|IND|NOM//nmod//2
1.1 Förslag till lag om internationella frågor rörande makars, registrerade partners och sambors förmögenhetsförhållanden / 1 kap. Kompletterande bestämmelser till förordningarna om makars respektive registrerade partners förmögenhetsförhållanden Kapitlets tillämpningsområde;1//RG|NOM//nummod//1 §//NN|AN//nsubj//6  //_SP////1 I//PP//case//5 detta//DT|NEU|SIN|DEF//det//5 kapitel//NN|NEU|SIN|IND|NOM//nmod//1 finns//VB|PRS|SFO//ROOT//6 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//6 till//PP//case//10 1//RG|NOM//obl//6 .//MAD//punct//6
1.1 Förslag till lag om internationella frågor rörande makars, registrerade partners och sambors förmögenhetsförhållanden / 1 kap. Kompletterande bestämmelser till förordningarna om makars respektive registrerade partners förmögenhetsförhållanden Kapitlets tillämpningsområde;rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//13 förordning//NN|UTR|SIN|IND|NOM//nsubj//6 (//PAD//punct//13 EU//PM|NOM//appos//13 )//PAD//punct//13 2016/1103//RG|NOM//appos//13 av//PP//case//21 den//DT|UTR|SIN|DEF//det//21 24//RG|NOM//nummod//21 juni//NN|UTR|SIN|IND|NOM//nmod//17 2016//RG|NOM//nummod//21 om//PP//case//24 genomförande//NN|NEU|SIN|IND|NOM//nmod//13 av//PP//case//28 ett//DT|NEU|SIN|IND//det//28 fördjupat//PC|PRF|NEU|SIN|IND|NOM//amod//28 samarbete//NN|NEU|SIN|IND|NOM//nmod//24 på//PP//case//30 området//NN|NEU|SIN|DEF|NOM//nmod//24 för//PP//case//33 domstols//NN|UTR|SIN|IND|GEN//amod//33 behörighet//NN|UTR|SIN|IND|NOM//nmod//30 ,//MID//punct//13 tillämplig//JJ|POS|UTR|SIN|IND|NOM//amod//36 lag//NN|UTR|SIN|IND|NOM//conj//13 samt//KN//cc//38 erkännande//NN|NEU|SIN|IND|NOM//conj//36 och//KN//cc//40 verkställighet//NN|UTR|SIN|IND|NOM//conj//38 av//PP//case//42 domar//NN|UTR|PLU|IND|NOM//nmod//40 i//PP//case//44 mål//NN|NEU|PLU|IND|NOM//nmod//42 om//PP//case//47 makars//NN|UTR|PLU|IND|GEN//nmod:poss//47 förmögenhetsförhållanden//NN|NEU|PLU|IND|NOM//nmod//44 ,//MID//punct//13 i//PP//case//52 den//DT|UTR|SIN|DEF//det//52 ursprungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 lydelsen//NN|UTR|SIN|DEF|NOM//nmod//13 (//PAD//punct//52 förordningen//NN|UTR|SIN|DEF|NOM//appos//52 om//PP//case//57 makars//NN|UTR|PLU|IND|GEN//nmod:poss//57 förmögenhetsförhållanden//NN|NEU|PLU|IND|NOM//nmod//54 )//PAD//punct//54 ,//MID//punct//52 och//KN//cc//52 2//RG|NOM//nummod//52 .//MID//punct//13
1.1 Förslag till lag om internationella frågor rörande makars, registrerade partners och sambors förmögenhetsförhållanden / 1 kap. Kompletterande bestämmelser till förordningarna om makars respektive registrerade partners förmögenhetsförhållanden Kapitlets tillämpningsområde;rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//64 förordning//NN|UTR|SIN|IND|NOM//conj//13 (//PAD//punct//64 EU//PM|NOM//appos//64 )//PAD//punct//68 2016/1104//RG|NOM//conj//64 av//PP//case//72 den//DT|UTR|SIN|DEF//det//72 24//RG|NOM//nummod//72 juni//NN|UTR|SIN|IND|NOM//nmod//68 2016//RG|NOM//nummod//72 om//PP//case//75 genomförande//NN|NEU|SIN|IND|NOM//obl//68 av//PP//case//79 ett//DT|NEU|SIN|IND//det//79 fördjupat//PC|PRF|NEU|SIN|IND|NOM//amod//79 samarbete//NN|NEU|SIN|IND|NOM//nmod//75 på//PP//case//81 området//NN|NEU|SIN|DEF|NOM//nmod//79 för//PP//case//84 domstols//NN|UTR|SIN|IND|GEN//amod//84 behörighet//NN|UTR|SIN|IND|NOM//nmod//81 ,//MID//punct//64 tillämplig//JJ|POS|UTR|SIN|IND|NOM//amod//87 lag//NN|UTR|SIN|IND|NOM//conj//64 samt//KN//cc//89 erkännande//NN|NEU|SIN|IND|NOM//conj//87 och//KN//cc//91 verkställighet//NN|UTR|SIN|IND|NOM//conj//89 av//PP//case//93 domar//NN|UTR|PLU|IND|NOM//nmod//91 i//PP//case//95 mål//NN|NEU|PLU|IND|NOM//nmod//93 om//PP//case//98 förmögenhetsrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//98 verkningar//NN|UTR|PLU|IND|NOM//nmod//95 av//PP//case//101 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//101 partnerskap//NN|NEU|PLU|IND|NOM//nmod//98 ,//MID//punct//106 i//PP//case//106 den//DT|UTR|SIN|DEF//det//106 ursprungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//106 lydelsen//NN|UTR|SIN|DEF|NOM//conj//64 (//PAD//punct//106 förordningen//NN|UTR|SIN|DEF|NOM//conj//13 om//PP//case//112 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//111 partners//NN|UTR|PLU|IND|GEN//nmod:poss//112 förmögenhetsförhållanden//NN|NEU|PLU|IND|NOM//nmod//108 )//PAD//punct//13 .//MAD//punct//6

1.1 Förslag till lag om internationella frågor rörande makars, registrerade partners och sambors förmögenhetsförhållanden / Reservforum (1);2//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//21  //_SP////1 Om//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 finns//VB|PRS|SFO//advcl//1 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//8 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//8 behörighet//NN|UTR|SIN|IND|NOM//nsubj//5 enligt//PP//case//10 förordningarna//NN|UTR|PLU|DEF|NOM//obl//5 om//PP//case//16 makars//NN|UTR|PLU|IND|GEN//nmod:poss//15 respektive//AB//amod//15 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//15 partners//NN|UTR|PLU|IND|GEN//nmod:poss//16 förmögenhetsförhållanden//NN|NEU|PLU|IND|NOM//nmod//10 och//KN//cc//20 annan//JJ|POS|UTR|SIN|IND|NOM//amod//20 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//20 domstol//NN|UTR|SIN|IND|NOM//conj//10 saknas//VB|PRS|SFO//ROOT//21 ,//MID//punct//26 är//VB|PRS|AKT//cop//26 Stockholms//PM|GEN//nmod:poss//25 tingsrätt//NN|UTR|SIN|IND|NOM//nsubj//26 behörig//JJ|POS|UTR|SIN|IND|NOM//conj//21 .//MAD//punct//21

1.1 Förslag till lag om internationella frågor rörande makars, registrerade partners och sambors förmögenhetsförhållanden / Registrering av lagvalsavtal;3//RG|NOM//nummod//1 §//NN|AN//obl//37  //_SP////1 Om//SN//mark//7 ett//DT|NEU|SIN|IND//det//5 lagvalsavtal//NN|NEU|SIN|IND|NOM//nsubj:pass//7 ska//VB|PRS|AKT//aux//7 registreras//VB|INF|SFO//acl//1 hos//PP//case//9 Skatteverket//PM|NOM//obl//7 enligt//PP//case//11 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//7 i//PP//case//14 artikel//NN|UTR|SIN|IND|NOM//nmod//14 23//RG|NOM//nmod//11 i//PP//case//16 förordningarna//NN|UTR|PLU|DEF|NOM//nmod//14 om//PP//case//22 makars//NN|UTR|PLU|IND|GEN//nmod:poss//21 respektive//AB//amod//21 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//21 partners//NN|UTR|PLU|IND|GEN//nmod:poss//22 förmögenhetsförhållanden//NN|NEU|PLU|IND|NOM//nmod//16 ,//MID//punct//1 ska//VB|PRS|AKT//aux//37 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//37 i//PP//case//29 16//RG|NOM//nummod//28 kap.//NN|AN//nmod//29 2//RG|NOM//nmod//25 ,//MID//punct//29 4//RG|NOM//nummod//29 och//KN//cc//31 5//RG|NOM//nummod//34 §//NN|AN//nmod//35 §//NN|AN//nmod//36 äktenskapsbalken//NN|UTR|SIN|DEF|NOM//nmod//25 tillämpas//VB|PRS|SFO//ROOT//37 .//MAD//punct//37

1.1 Förslag till lag om internationella frågor rörande makars, registrerade partners och sambors förmögenhetsförhållanden / Internationellt tvingande regler;4//RG|NOM//nummod//1 §//NN|AN//nmod//4  //_SP////1 Äktenskapsbalkens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//26 om//PP//mark//6 förfogande//NN|NEU|SIN|IND|NOM//acl//4 över//PP//case//10 makars//NN|UTR|PLU|IND|GEN//nmod:poss//10 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 bostad//NN|UTR|SIN|IND|NOM//obl//6 och//KN//cc//12 bohag//NN|NEU|SIN|IND|NOM//conj//10 och//KN//cc//17 om//PP//case//17 en//DT|UTR|SIN|IND//det//16 makes//NN|UTR|SIN|IND|GEN//nmod:poss//17 rätt//NN|UTR|SIN|IND|NOM//conj//6 att//IE//mark//21 vid//PP//case//20 bodelning//NN|UTR|SIN|IND|NOM//obl//21 överta//VB|INF|AKT//acl//17 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//23 egendom//NN|UTR|SIN|IND|NOM//obj//21 ska//VB|PRS|AKT//aux//26 alltid//AB//advmod//26 tillämpas//VB|INF|SFO//ROOT//26 ,//MID//punct//26 om//SN//mark//32 bostaden//NN|UTR|SIN|DEF|NOM//nsubj//32 och//KN//cc//31 bohaget//NN|NEU|SIN|DEF|NOM//conj//29 finns//VB|PRS|SFO//advcl//26 i//PP//case//34 Sverige//PM|NOM//obl//32 .//MAD//punct//26

1.1 Förslag till lag om internationella frågor rörande makars, registrerade partners och sambors förmögenhetsförhållanden / Rättsverkningar vid legal separation;5//RG|NOM//nummod//1 §//NN|AN//obl//6  //_SP////1 Har//VB|PRS|AKT//aux//6 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 utomlands//AB//advmod//6 meddelats//VB|SUP|SFO//ROOT//6 ett//DT|NEU|SIN|IND//det//9 slutligt//JJ|POS|NEU|SIN|IND|NOM//amod//9 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//6 om//PP//case//12 legal//JJ|POS|UTR|SIN|IND|NOM//amod//12 separation//NN|UTR|SIN|IND|NOM//nmod//9 och//KN//cc//17 har//VB|PRS|AKT//aux//17 makarna//NN|UTR|PLU|DEF|NOM//nsubj//17 inte//AB//advmod//17 återupptagit//VB|SUP|AKT//conj//6 sammanlevnaden//NN|UTR|SIN|DEF|NOM//obj//17 ,//MID//punct//6 ska//VB|PRS|AKT//aux//29 egendom//NN|UTR|SIN|IND|NOM//nsubj//29 som//HP|-|-|-//obj//25 makarna//NN|UTR|PLU|DEF|NOM//nsubj//25 har//VB|PRS|AKT//aux//25 förvärvat//VB|SUP|AKT//acl:relcl//21 efter//PP//case//27 separationen//NN|UTR|SIN|DEF|NOM//obl//25 inte//AB//advmod//29 ingå//VB|INF|AKT//conj//6 i//PP//case//32 en//DT|UTR|SIN|IND//det//32 bodelning//NN|UTR|SIN|IND|NOM//obl//29 där//HA//advmod//37 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//35 lag//NN|UTR|SIN|IND|NOM//nsubj//37 är//VB|PRS|AKT//cop//37 tillämplig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//32 på//PP//case//40 makarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//40 förmögenhetsförhållanden//NN|NEU|PLU|IND|NOM//obl//37 .//MAD//punct//29
1.1 Förslag till lag om internationella frågor rörande makars, registrerade partners och sambors förmögenhetsförhållanden / Rättsverkningar vid legal separation;Vid//PP//case//45 en//DT|UTR|SIN|IND//det//45 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//45 bodelning//NN|UTR|SIN|IND|NOM//obl//50 ska//VB|PRS|AKT//aux//50 täckning//NN|UTR|SIN|IND|NOM//nsubj:pass//50 för//PP//case//49 skulder//NN|UTR|PLU|IND|NOM//nmod//47 beräknas//VB|PRS|SFO//conj//6 med//PP//case//54 hänsyn//NN|UTR|SIN|IND|NOM//fixed//51 till//PP//fixed//51 förhållandena//NN|NEU|PLU|DEF|NOM//obl//50 vid//PP//case//56 separationen//NN|UTR|SIN|DEF|NOM//nmod//54 .//MAD//punct//6

1.1 Förslag till lag om internationella frågor rörande makars, registrerade partners och sambors förmögenhetsförhållanden / Erkännande och verkställighet enligt förordningarna om makars respektive registrerade partners förmögenhetsförhållanden;6//RG|NOM//nummod//1 §//NN|AN//nmod//4  //_SP////1 En//DT|UTR|SIN|IND//det//4 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//27 om//PP//mark//11 att//SN//mark//11 ett//DT|NEU|SIN|IND//det//9 utländskt//JJ|POS|NEU|SIN|IND|NOM//amod//9 avgörande//NN|NEU|SIN|IND|NOM//nsubj:pass//11 ska//VB|PRS|AKT//aux//11 erkännas//VB|INF|SFO//acl//4 eller//KN//cc//13 förklaras//VB|INF|SFO//conj//11 verkställbart//AB|POS//advmod//13 i//PP//case//16 Sverige//PM|NOM//obl//13 enligt//PP//case//18 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//13 av//PP//case//20 förordningarna//NN|UTR|PLU|DEF|NOM//nmod//18 om//PP//case//26 makars//NN|UTR|PLU|IND|GEN//nmod:poss//25 respektive//AB//amod//25 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//25 partners//NN|UTR|PLU|IND|GEN//nmod:poss//26 förmögenhetsförhållanden//NN|NEU|PLU|IND|NOM//nmod//20 görs//VB|PRS|SFO//ROOT//27 till//PP//case//29 tingsrätten//NN|UTR|SIN|DEF|NOM//obl//27 .//MAD//punct//27
1.1 Förslag till lag om internationella frågor rörande makars, registrerade partners och sambors förmögenhetsförhållanden / Erkännande och verkställighet enligt förordningarna om makars respektive registrerade partners förmögenhetsförhållanden;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//41 kan//VB|PRS|AKT//aux//41 med//PP//case//34 stöd//NN|NEU|SIN|IND|NOM//obl//41 av//PP//case//40 8//RG|NOM//nummod//37 kap.//NN|AN//nmod//40 7//RG|NOM//nummod//39 §//NN|AN//nmod//40 regeringsformen//NN|UTR|SIN|DEF|NOM//nmod//34 meddela//VB|INF|AKT//parataxis//27 föreskrifter//NN|UTR|PLU|IND|NOM//obj//41 om//PP//mark//48 vilka//HD|UTR/NEU|PLU|IND//det//45 tingsrätter//NN|UTR|PLU|IND|NOM//dislocated//48 som//HP|-|-|-//nsubj//48 får//VB|PRS|AKT//aux//48 pröva//VB|INF|AKT//advcl//41 en//DT|UTR|SIN|IND//det//50 ansökan//NN|UTR|SIN|IND|NOM//obj//48 .//MAD//punct//41
1.1 Förslag till lag om internationella frågor rörande makars, registrerade partners och sambors förmögenhetsförhållanden / Erkännande och verkställighet enligt förordningarna om makars respektive registrerade partners förmögenhetsförhållanden;7//RG|NOM//nummod//53 §//NN|AN//obl//41  //_SP////53 En//DT|UTR|SIN|IND//det//56 ansökan//NN|UTR|SIN|IND|NOM//nmod//53 enligt//PP//case//58 någon//PN|UTR|SIN|IND|SUB/OBJ//nmod//56 av//PP//case//60 förordningarna//NN|UTR|PLU|DEF|NOM//nmod//58 om//PP//case//66 makars//NN|UTR|PLU|IND|GEN//nmod:poss//65 respektive//AB//amod//65 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//65 partners//NN|UTR|PLU|IND|GEN//nmod:poss//66 förmögenhetsförhållanden//NN|NEU|PLU|IND|NOM//nmod//60 om//PP//case//68 ändring//NN|UTR|SIN|IND|NOM//nmod//66 av//PP//case//71 ett//DT|NEU|SIN|IND//det//71 beslut//NN|NEU|SIN|IND|NOM//nmod//68 med//PP//case//73 anledning//NN|UTR|SIN|IND|NOM//nmod//71 av//PP//case//76 en//DT|UTR|SIN|IND//det//76 ansökan//NN|UTR|SIN|IND|NOM//nmod//73 enligt//PP//case//79 6//RG|NOM//nummod//79 §//NN|AN//nmod//76 görs//VB|PRS|SFO//conj//41 till//PP//case//83 den//DT|UTR|SIN|DEF//det//83 tingsrätt//NN|UTR|SIN|IND|NOM//obl//80 som//HP|-|-|-//nsubj//86 har//VB|PRS|AKT//aux//86 meddelat//VB|SUP|AKT//acl:relcl//83 beslutet//NN|NEU|SIN|DEF|NOM//obj//86 .//MAD//punct//41
1.1 Förslag till lag om internationella frågor rörande makars, registrerade partners och sambors förmögenhetsförhållanden / Erkännande och verkställighet enligt förordningarna om makars respektive registrerade partners förmögenhetsförhållanden;Om//SN//mark//4 en//DT|UTR|SIN|IND//det//3 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//3 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//4 görs//VB|PRS|SFO//advcl//18 av//PP//case//6 den//PN|UTR|SIN|DEF|SUB/OBJ//obl:agent//4 som//HP|-|-|-//nsubj//9 har//VB|PRS|AKT//aux//9 gjort//VB|SUP|AKT//acl:relcl//6 ansökan//NN|UTR|SIN|IND|NOM//obj//9 enligt//PP//case//13 6//RG|NOM//nummod//13 §//NN|AN//obl//9 ,//MID//punct//4 ska//VB|PRS|AKT//aux//18 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//18 ha//VB|INF|AKT//aux//18 kommit//VB|SUP|AKT//ROOT//18 in//PL//compound:prt//18 till//PP//case//21 tingsrätten//NN|UTR|SIN|DEF|NOM//obl//18 inom//PP//case//24 fyra//RG|NOM//nummod//24 veckor//NN|UTR|PLU|IND|NOM//nmod//21 från//PP//case//27 den//DT|UTR|SIN|DEF//det//27 dag//NN|UTR|SIN|IND|NOM//obl//18 då//HA//advmod//30 beslutet//NN|NEU|SIN|DEF|NOM//nsubj:pass//30 meddelades//VB|PRT|SFO//acl:relcl//27 .//MAD//punct//18
