Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 11//RG|NOM//nummod//5 oktober//NN|UTR|SIN|IND|NOM//obl//0 2001//RG|NOM//nummod//5 .//MAD//punct//0
Bakgrund och utgångspunkter;N//PM|NOM//nsubj//10  //_SP////0 För//PP//case//4 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 ämnen//NN|NEU|PLU|IND|NOM//obl//0 ,//MID//punct//8 framför//PP//case//8 allt//PN|NEU|SIN|IND|SUB/OBJ//det//8 miljögifter//NN|NEU|PLU|IND|NOM//nmod//0 ,//MID//punct//0 kommer//VB|PRS|AKT//aux//14 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 miljökvalitetsnormer//NN|UTR|PLU|IND|NOM//nsubj:pass//14 att//IE//mark//14 fastställas//VB|INF|SFO//ROOT//14 ,//MID//punct//31 medan//SN//mark//31 biologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 normer//NN|UTR|PLU|IND|NOM//nsubj:pass//31 eller//KN//cc//20 mål//NN|NEU|PLU|IND|NOM//conj//18 och//KN//cc//22 normer//NN|UTR|PLU|IND|NOM//conj//20 eller//KN//cc//24 mål//NN|NEU|PLU|IND|NOM//conj//20 för//PP//case//29 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 relevanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 kemiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 ämnen//NN|NEU|PLU|IND|NOM//nmod//24 kan//VB|PRS|AKT//aux//31 fastställas//VB|INF|SFO//advcl//14 i//PP//case//34 varje//DT|UTR/NEU|SIN|IND//det//34 medlemsstat//NN|UTR|SIN|IND|NOM//obl//31 eller//KN//cc//39 av//PP//case//39 den//DT|UTR|SIN|DEF//det//39 behöriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 myndigheten//NN|UTR|SIN|DEF|NOM//conj//34 i//PP//case//47 enlighet//NN|UTR|SIN|IND|NOM//fixed//40 med//PP//fixed//40 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 givna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//47 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 normativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 definitioner//NN|UTR|PLU|IND|NOM//nmod//39 .//MAD//punct//14
Bakgrund och utgångspunkter;(//PAD//punct//51 Artikel//NN|UTR|SIN|IND|NOM//nmod//51 4//RG|NOM//appos//14 och//KN//cc//51 16.7//RG|NOM//nummod//51 )//PAD//punct//14
Bakgrund och utgångspunkter;N//PM|NOM//nsubj//4  //_SP////0 Medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//0 skall//VB|PRS|AKT//aux//4 se//VB|INF|AKT//ROOT//4 till//PL//compound:prt//4 att//SN//mark//7 prispolitiken//NN|UTR|SIN|DEF|NOM//ccomp//4 för//PP//case//9 vatten//NN|NEU|SIN|IND|NOM//nmod//7 ger//VB|PRS|AKT//conj//4 incitament//NN|NEU|SIN|IND|NOM//obj//10 till//PP//case//15 en//DT|UTR|SIN|IND//det//15 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//15 användning//NN|UTR|SIN|IND|NOM//obl//10 av//PP//case//17 vattenresurserna//NN|UTR|PLU|DEF|NOM//nmod//15 och//KN//cc//22 att//SN//mark//22 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//22 därigenom//AB//advmod//22 bidrar//VB|PRS|AKT//conj//4 till//PP//mark//31 att//SN//mark//31 de//DT|UTR/NEU|PLU|DEF//det//26 miljömål//NN|NEU|PLU|IND|NOM//nsubj:pass//31 som//HP|-|-|-//nsubj:pass//28 anges//VB|PRS|SFO//acl:relcl//26 i//PP//case//30 direktivet//NN|NEU|SIN|DEF|NOM//obl//28 uppfylls//VB|PRS|SFO//advcl//22 .//MAD//punct//4
Bakgrund och utgångspunkter;(//PAD//punct//35 Artikel//NN|UTR|SIN|IND|NOM//nmod//35 9//RG|NOM//appos//4 )//PAD//punct//4
Bakgrund och utgångspunkter;N//PM|NOM//nsubj//7  //_SP////0 Medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//0 skall//VB|PRS|AKT//aux//7 för//PP//case//6 varje//DT|UTR/NEU|SIN|IND//det//6 avrinningsdistrikt//NN|NEU|SIN|IND|NOM//obl//7 upprätta//VB|INF|AKT//ROOT//7 åtgärdsprogram//NN|NEU|SIN|IND|NOM//obj//7 för//PP//mark//11 att//IE//mark//11 uppnå//VB|INF|AKT//advcl//7 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//13 mål//NN|NEU|SIN|IND|NOM//obj//11 för//PP//case//15 vattenkvaliteten//NN|UTR|SIN|DEF|NOM//obl//11 .//MAD//punct//7
Bakgrund och utgångspunkter;(//PAD//punct//19 Artikel//NN|UTR|SIN|IND|NOM//nmod//19 11//RG|NOM//appos//7 )//PAD//punct//19
Bakgrund och utgångspunkter;N//PM|NOM//nsubj//4  //_SP////0 Medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//0 skall//VB|PRS|AKT//aux//4 upprätta//VB|INF|AKT//ROOT//4 förvaltningsplaner//NN|UTR|PLU|IND|NOM//obj//4 för//PP//case//8 varje//DT|UTR/NEU|SIN|IND//det//8 avrinningsdistrikt//NN|NEU|SIN|IND|NOM//obl//4 .//MAD//punct//4
Bakgrund och utgångspunkter;(//PAD//punct//12 Artikel//NN|UTR|SIN|IND|NOM//nmod//12 13//RG|NOM//appos//4 )//PAD//punct//12
Bakgrund och utgångspunkter;Utredningen//NN|UTR|SIN|DEF|NOM//ROOT//0 om//PP//case//3 avrinningsområdesvis//AB//amod//3 vattenadministration//NN|UTR|SIN|IND|NOM//nmod//0
Bakgrund och utgångspunkter;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 1996//RG|NOM//nummod//1 om//PP//case//5 en//DT|UTR|SIN|IND//det//5 utredning//NN|UTR|SIN|IND|NOM//obl//1 med//PP//case//7 uppdrag//NN|NEU|SIN|IND|NOM//nmod//5 att//IE//mark//9 utarbeta//VB|INF|AKT//acl//7 ett//DT|NEU|SIN|IND//det//12 administrativt//JJ|POS|NEU|SIN|IND|NOM//amod//12 system//NN|NEU|SIN|IND|NOM//obj//9 för//PP//case//15 avrinningsområdesvis//AB//amod//15 hantering//NN|UTR|SIN|IND|NOM//nmod//12 av//PP//case//18 vattenanknutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//18 miljö-//NN|UTR|-|-|SMS//nmod//15 och//KN//cc//20 resursfrågor//NN|UTR|PLU|IND|NOM//conj//18 (//PAD//punct//9 dir//NN|AN//nmod//5 .//MAD//punct//5
Bakgrund och utgångspunkter;1996:57//RG|NOM//nmod//5 )//PAD//punct//1 .//MAD//punct//30
Bakgrund och utgångspunkter;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//30 skulle//VB|PRT|AKT//aux//30 även//AB//advmod//30 klargöra//VB|INF|AKT//parataxis//1 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//30 för//PP//mark//34 att//IE//mark//34 tillämpa//VB|INF|AKT//advcl//30 miljösamverkan//NN|UTR|SIN|DEF|NOM//obj//34 mellan//PP//case//37 jordbrukare//NN|UTR|PLU|IND|NOM//nmod//35 i//PP//case//39 delavrinningsområden//NN|NEU|PLU|IND|NOM//nmod//37 .//MAD//punct//1
Bakgrund och utgångspunkter;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 redovisat//VB|SUP|AKT//ROOT//2 sitt//PS|NEU|SIN|DEF//nmod:poss//4 uppdrag//NN|NEU|SIN|IND|NOM//obj//2 dels//KN//advmod//7 i//PP//case//7 delbetänkandet//NN|NEU|SIN|DEF|NOM//nmod//4 En//DT|UTR|SIN|IND//det//10 ny//JJ|POS|UTR|SIN|IND|NOM//amod//10 vattenadministration//NN|UTR|SIN|IND|NOM//obj//2 –//RG|NOM//punct//10 Vatten//NN|NEU|SIN|IND|NOM//nsubj//14 är//VB|PRS|AKT//cop//14 Livet//NN|NEU|SIN|DEF|NOM//conj//2 (//PAD//punct//14 SOU//PM|NOM//appos//14 1997:99//RG|NOM//nummod//16 )//PAD//punct//14 ,//MID//punct//23 dels//KN//advmod//23 i//PP//case//23 slutbetänkandet//NN|NEU|SIN|DEF|NOM//nmod//23 Miljösamverkan//NN|UTR|SIN|DEF|NOM//conj//14 i//PP//case//25 vattenvården//NN|UTR|SIN|DEF|NOM//nmod//23 (//PAD//punct//23 SOU//PM|NOM//nmod//28 1997:155//RG|NOM//appos//23 )//PAD//punct//23 .//MAD//punct//32
Bakgrund och utgångspunkter;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//32 behandlade//VB|PRT|AKT//conj//14 bl.a.//AB|AN//advmod//32 frågan//NN|UTR|SIN|DEF|NOM//obj//32 om//PP//case//38 den//DT|UTR|SIN|DEF//det//38 administrativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 hanteringen//NN|UTR|SIN|DEF|NOM//nmod//34 av//PP//case//40 vattenresursfrågorna//NN|UTR|PLU|DEF|NOM//nmod//38 ,//MID//punct//42 indelning//NN|UTR|SIN|IND|NOM//conj//38 i//PP//case//44 avrinningsdistrikt//NN|NEU|PLU|IND|NOM//nmod//42 ,//MID//punct//47 utökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//47 myndighetsuppgifter//NN|UTR|PLU|IND|NOM//conj//38 ,//MID//punct//49 former//NN|UTR|PLU|IND|NOM//conj//38 för//PP//case//51 miljösamverkan//NN|UTR|SIN|IND|NOM//nmod//49 samt//KN//cc//53 vattenavgifter//NN|UTR|PLU|IND|NOM//conj//51 .//MAD//punct//14
Bakgrund och utgångspunkter;Betänkandena//NN|NEU|PLU|DEF|NOM//nsubj:pass//57 har//VB|PRS|AKT//aux//57 remissbehandlats//VB|SUP|SFO//conj//14 och//KN//cc//60 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//60 framkom//VB|PRT|AKT//conj//57 då//AB//advmod//60 att//SN//mark//67 ett//DT|NEU|SIN|IND//det//64 flertal//NN|NEU|SIN|IND|NOM//nmod//65 remissinstanser//NN|UTR|PLU|IND|NOM//nsubj//67 inte//AB//advmod//67 delade//VB|PRT|AKT//ccomp//60 utredarens//NN|UTR|SIN|DEF|GEN//nmod:poss//69 syn//NN|UTR|SIN|IND|NOM//obj//67 i//PP//case//71 fråga//NN|UTR|SIN|IND|NOM//nmod//69 om//PP//case//73 behovet//NN|NEU|SIN|DEF|NOM//obl//67 av//PP//case//77 en//DT|UTR|SIN|IND//det//77 ny//JJ|POS|UTR|SIN|IND|NOM//amod//77 myndighet//NN|UTR|SIN|IND|NOM//nmod//73 ,//MID//punct//82 utan//KN//cc//82 i//PP//advmod//82 stället//NN|NEU|SIN|DEF|NOM//fixed//80 ansåg//VB|PRT|AKT//advcl//67 att//SN//mark//88 den//DT|UTR|SIN|DEF//det//86 befintliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//86 myndighetsstrukturen//NN|UTR|SIN|DEF|NOM//nsubj:pass//88 borde//VB|PRT|AKT//aux//88 användas//VB|INF|SFO//ccomp//82 för//PP//case//90 ändamålet//NN|NEU|SIN|DEF|NOM//obl//88 .//MAD//punct//2
Bakgrund och utgångspunkter;Behovet//NN|NEU|SIN|DEF|NOM//ROOT//0 av//PP//case//2 avrinningsdistrikt//NN|NEU|SIN|IND|NOM//nmod//0
Bakgrund och utgångspunkter;I//PP//case//3 propositionen//NN|UTR|SIN|DEF|NOM//nmod//3 Svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 miljömål//NN|NEU|PLU|IND|NOM//obl//9 (//PAD//punct//3 prop//NN|UTR|SIN|IND|NOM//appos//3 .//MAD//punct//3
Bakgrund och utgångspunkter;1997/98:145//RG|NOM//nmod//3 )//PAD//punct//3 föreslog//VB|PRT|AKT//ROOT//9 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//9 ett//DT|NEU|SIN|IND//det//12 antal//NN|NEU|SIN|IND|NOM//nmod//13 miljökvalitetsmål//NN|NEU|PLU|IND|NOM//obj//9 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 vatten//NN|NEU|SIN|IND|NOM//obl//9 eller//KN//cc//19 med//PP//case//19 stark//JJ|POS|UTR|SIN|IND|NOM//amod//19 koppling//NN|UTR|SIN|IND|NOM//conj//15 till//PP//case//21 vattenfrågor//NN|UTR|PLU|IND|NOM//nmod//19 .//MAD//punct//9
Bakgrund och utgångspunkter;I//PP//case//24 propositionen//NN|UTR|SIN|DEF|NOM//obl//25 framhöll//VB|PRT|AKT//parataxis//9 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//25 vidare//AB|KOM//advmod//25 att//SN//mark//40 en//DT|UTR|SIN|IND//det//30 förvaltning//NN|UTR|SIN|IND|NOM//nsubj//40 av//PP//case//32 vattenfrågor//NN|UTR|PLU|IND|NOM//nmod//30 som//HP|-|-|-//nsubj//34 bygger//VB|PRS|AKT//acl:relcl//32 på//PP//case//37 en//DT|UTR|SIN|IND//det//37 helhetssyn//NN|UTR|SIN|IND|NOM//obl//34 inom//PP//case//39 avrinningsdistrikt//NN|NEU|SIN|IND|NOM//nmod//37 ökar//VB|PRS|AKT//advcl//25 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//40 att//IE//mark//46 genom//PP//case//45 kostnadseffektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 åtgärder//NN|UTR|PLU|IND|NOM//obl//46 nå//VB|INF|AKT//advcl//40 de//DT|UTR/NEU|PLU|DEF//det//49 uppsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//49 miljökvalitetsmålen//NN|NEU|PLU|DEF|NOM//obj//46 .//MAD//punct//9
Bakgrund och utgångspunkter;I//PP//case//3 propositionen//NN|UTR|SIN|DEF|NOM//nmod//3 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 Miljömål//NN|NEU|PLU|IND|NOM//obl//13 –//RG|NOM//punct//5 delmål//NN|NEU|PLU|IND|NOM//appos//3 och//KN//cc//7 åtgärdsstrategier//NN|UTR|PLU|IND|NOM//conj//5 (//PAD//punct//5 prop//NN|UTR|SIN|IND|NOM//conj//3 .//MID//punct//3
Bakgrund och utgångspunkter;2000/01:130//RG|NOM//conj//3 )//PAD//punct//3 föreslogs//VB|PRT|SFO//ROOT//13 ett//DT|NEU|SIN|IND//det//15 antal//NN|NEU|SIN|IND|NOM//nmod//16 preciseringar//NN|UTR|PLU|IND|NOM//nsubj:pass//13 och//KN//cc//18 delmål//NN|NEU|PLU|IND|NOM//conj//16 med//PP//case//20 koppling//NN|UTR|SIN|IND|NOM//nmod//18 till//PP//case//22 ramdirektivet//NN|NEU|SIN|DEF|NOM//nmod//20 .//MAD//punct//13
Bakgrund och utgångspunkter;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//25 angav//VB|PRT|AKT//parataxis//13 också//AB//advmod//25 att//SN//mark//34 ramdirektivet//NN|NEU|SIN|DEF|NOM//nsubj//34 för//PP//case//30 vatten//NN|NEU|SIN|IND|NOM//nmod//28 är//VB|PRS|AKT//cop//34 av//PP//case//34 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//34 betydelse//NN|UTR|SIN|IND|NOM//obj//25 för//PP//mark//37 att//IE//mark//37 nå//VB|INF|AKT//advcl//25 alla//DT|UTR/NEU|PLU|IND/DEF//det//39 miljökvalitetsmål//NN|NEU|PLU|IND|NOM//obj//37 som//HP|-|-|-//nsubj//41 rör//VB|PRS|AKT//acl:relcl//39 vattenfrågor//NN|UTR|PLU|IND|NOM//obj//41 .//MAD//punct//25
Bakgrund och utgångspunkter;Naturvårdsverket//NN|NEU|SIN|DEF|NOM//nsubj//4 har//VB|PRS|AKT//aux//4 i//PP//case//3 rapporterna//NN|UTR|PLU|DEF|NOM//nmod//4 Kampen//NN|UTR|SIN|DEF|NOM//nsubj//23 mot//PP//case//6 alger//NN|UTR|PLU|IND|NOM//nmod//4 och//KN//cc//8 miljögifter//NN|NEU|PLU|IND|NOM//conj//6 (//PAD//punct//4 Rapport//NN|UTR|SIN|IND|NOM//appos//4 4561//RG|NOM//nummod//10 )//PAD//punct//4 och//KN//cc//14 Kväve//NN|NEU|SIN|IND|NOM//conj//4 från//PP//case//16 land//NN|NEU|SIN|IND|NOM//nmod//14 till//PP//case//18 hav//NN|NEU|SIN|IND|NOM//nmod//14 (//PAD//punct//14 Rapport//NN|UTR|SIN|IND|NOM//appos//14 4735//RG|NOM//nummod//20 )//PAD//punct//4 framhållit//VB|SUP|AKT//ROOT//23 behovet//NN|NEU|SIN|DEF|NOM//obj//23 av//PP//mark//32 att//SN//mark//32 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 samarbetsformer//NN|UTR|PLU|IND|NOM//nsubj:pass//32 och//KN//cc//31 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 styrmedel//NN|NEU|PLU|IND|NOM//conj//28 utvecklas//VB|PRS|SFO//acl//24 för//PP//case//34 skyddet//NN|NEU|SIN|DEF|NOM//obl//32 av//PP//case//37 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//37 vatten//NN|NEU|PLU|IND|NOM//nmod//34 ,//MID//punct//40 med//PP//case//40 avrinningsområden//NN|NEU|PLU|IND|NOM//obl//32 som//KN//mark//42 grund//NN|UTR|SIN|IND|NOM//acl//40 .//MAD//punct//23
Bakgrund och utgångspunkter;Övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 tillsynsansvar//NN|NEU|SIN|IND|NOM//ROOT//1 för//PP//case//3 vattenförsörjning//NN|UTR|SIN|IND|NOM//nmod//1
Bakgrund och utgångspunkter;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//1 saknas//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 dag//NN|UTR|SIN|IND|NOM//fixed//2 en//DT|UTR|SIN|IND//det//6 central//JJ|POS|UTR|SIN|IND|NOM//amod//6 tillsynsmyndighet//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj//9 kan//VB|PRS|AKT//aux//9 föreskriva//VB|INF|AKT//acl:relcl//6 beredskapsåtgärder//NN|UTR|PLU|IND|NOM//obj//9 för//PP//mark//15 att//SN//mark//15 vattenförsörjning//NN|UTR|SIN|IND|NOM//nsubj//15 skall//VB|PRS|AKT//aux//15 fungera//VB|INF|AKT//advcl//9 under//PP//case//18 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 påfrestningar//NN|UTR|PLU|IND|NOM//obl//15 och//KN//cc//21 i//PP//case//21 krig//NN|NEU|SIN|IND|NOM//conj//18 samt//KN//cc//23 kräva//VB|INF|AKT//conj//15 åtgärder//NN|UTR|PLU|IND|NOM//obj//23 i//PP//case//28 fråga//NN|UTR|SIN|IND|NOM//fixed//25 om//PP//fixed//25 kvantitetsmål//NN|NEU|SIN|IND|NOM//obl//23 .//MAD//punct//1
Bakgrund och utgångspunkter;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//31 har//VB|PRS|AKT//aux//47 i//PP//case//33 propositionen//NN|UTR|SIN|DEF|NOM//nmod//34 Beredskapen//NN|UTR|SIN|DEF|NOM//obj//31 mot//PP//case//37 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 påfrestningar//NN|UTR|PLU|IND|NOM//nmod//34 på//PP//case//39 samhället//NN|NEU|SIN|DEF|NOM//nmod//34 i//PP//case//41 fred//NN|UTR|SIN|IND|NOM//obl//31 (//PAD//punct//41 prop//NN|UTR|SIN|IND|NOM//appos//41 .//MAD//punct//31
Bakgrund och utgångspunkter;1996/97:11//RG|NOM//obl//31 )//PAD//punct//31 framhållit//VB|SUP|AKT//parataxis//1 att//SN//mark//66 försörjningen//NN|UTR|SIN|DEF|NOM//nsubj//66 med//PP//case//51 vatten//NN|NEU|SIN|IND|NOM//nmod//49 ,//MID//punct//54 särskilt//PC|PRF|NEU|SIN|IND|NOM//advmod//54 dricksvatten//NN|NEU|SIN|IND|NOM//appos//49 ,//MID//punct//54 är//VB|PRS|AKT//cop//66 av//PP//case//59 vitalt//JJ|POS|NEU|SIN|IND|NOM//amod//59 intresse//NN|NEU|SIN|IND|NOM//obl//56 såväl//KN//advmod//62 i//PP//case//62 fredstid//NN|UTR|SIN|IND|NOM//obl//56 som//KN//mark//66 vid//PP//case//66 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 samhällsstörningar//NN|UTR|PLU|IND|NOM//obj//47 och//KN//cc//69 i//PP//case//69 krig//NN|NEU|SIN|IND|NOM//conj//66 .//MAD//punct//47
Bakgrund och utgångspunkter;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//74 har//VB|PRS|AKT//aux//74 vidare//AB|KOM//advmod//74 anfört//VB|SUP|AKT//conj//1 att//SN//mark//80 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//80 om//PP//case//78 vattenförsörjning//NN|UTR|SIN|IND|NOM//nmod//76 måste//VB|PRS|AKT//aux//80 ses//VB|INF|SFO//ccomp//74 i//PP//case//83 ett//DT|NEU|SIN|IND//det//83 helhetsperspektiv//NN|NEU|SIN|IND|NOM//obl//80 där//HA//advmod//97 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//86 vattenkretsloppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//97 ,//MID//punct//89 såväl//KN//advmod//89 vattenförsörjning//NN|UTR|SIN|IND|NOM//appos//86 i//PP//case//93 alla//DT|UTR/NEU|PLU|IND/DEF//det//93 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//93 delar//NN|UTR|PLU|IND|NOM//nmod//89 som//KN//cc//93 avlopp//NN|NEU|SIN|IND|NOM//appos//93 ,//MID//punct//97 beaktas//VB|PRS|SFO//acl:relcl//83 och//KN//cc//103 där//HA//advmod//103 ansvarsfördelningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//103 för//PP//case//102 beredskapsförberedelserna//NN|UTR|PLU|DEF|NOM//nmod//100 klargörs//VB|PRS|SFO//conj//97 .//MAD//punct//1
