Kemikommitténs förslag i sammandrag:;Sverige//PM|NOM//nsubj//1 arbetar//VB|PRS|AKT//ROOT//1 för//PP//mark//9 att//SN//mark//9 de//DT|UTR/NEU|PLU|DEF//det//6 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 målen//NN|NEU|PLU|DEF|NOM//nsubj//9 och//KN//cc//8 hörnstenarna//NN|UTR|PLU|DEF|NOM//conj//6 blir//VB|PRS|AKT//advcl//1 vägledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//9 i//PP//case//12 EU//PM|NOM//obl//9 ://MID//punct//9 s//NN|NEU|SIN|IND|GEN//nummod//15 kemikaliepolitik//NN|UTR|SIN|IND|NOM//obl//1
Kemikommitténs förslag i sammandrag:;Sverige//PM|NOM//nsubj//1 arbetar//VB|PRS|AKT//ROOT//1 för//PP//mark//10 att//SN//mark//10 kraven//NN|NEU|PLU|DEF|NOM//nsubj:pass//10 i//PP//case//6 kristalldirektivet//NN|NEU|SIN|DEF|NOM//nmod//4 och//KN//cc//9 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 produktdirektiv//NN|NEU|PLU|IND|NOM//conj//6 baseras//VB|PRS|SFO//advcl//1 på//PP//case//12 funktion//NN|UTR|SIN|IND|NOM//obl//10 i//PP//advmod//10 stället//NN|NEU|SIN|DEF|NOM//fixed//13 för//PP//fixed//13 ämnesinnehåll//NN|NEU|SIN|IND|NOM//fixed//13 6.1//RG|NOM//fixed//13 Strategi//NN|UTR|SIN|IND|NOM//fixed//13 för//PP//mark//21 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//21 agerande//NN|NEU|SIN|IND|NOM//advcl//10 i//PP//case//23 EU//PM|NOM//obl//21
Kemikommitténs förslag i sammandrag:;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//5 Sverige//PM|NOM//nsubj//5 ska//VB|PRS|AKT//aux//5 arbeta//VB|INF|AKT//ccomp//1 med//PP//mark//8 att//IE//mark//8 utveckla//VB|INF|AKT//advcl//5 EU//PM|NOM//obj//8 ://MID//punct//5 s//NN|NEU|SIN|IND|GEN//case//13 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 kemikaliepolitik//NN|UTR|SIN|IND|NOM//appos//5 .//MAD//punct//13
Kemikommitténs förslag i sammandrag:;Utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj//25 för//PP//case//18 detta//DT|NEU|SIN|DEF//det//18 arbete//NN|NEU|SIN|IND|NOM//nmod//15 ska//VB|PRS|AKT//aux//25 i//PP//advmod//23 första//RO|NOM//fixed//20 hand//NN|UTR|SIN|IND|NOM//fixed//20 vara//VB|INF|AKT//cop//25 Esbjergdeklarationens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 mål//NN|NEU|SIN|IND|NOM//conj//13 och//KN//cc//31 på//PP//advmod//31 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//fixed//27 sikt//NN|UTR|SIN|IND|NOM//fixed//27 de//DT|UTR/NEU|PLU|DEF//det//31 mål//NN|NEU|PLU|IND|NOM//conj//25 som//HP|-|-|-//obj//34 vi//PN|UTR|PLU|DEF|SUB//nsubj//34 föreslagit//VB|SUP|AKT//acl:relcl//31 i//PP//case//37 kapitel//NN|NEU|SIN|IND|NOM//nmod//37 2//RG|NOM//obl//34 .//MAD//punct//1
Kemikommitténs förslag i sammandrag:;Våra//PS|UTR/NEU|PLU|DEF//nmod:poss//1 mål//NN|NEU|PLU|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 också//AB//advmod//5 ett//DT|NEU|SIN|IND//det//5 förslag//NN|NEU|SIN|IND|NOM//ROOT//5 till//PP//mark//13 hur//HA//advmod//13 EU//PM|NOM//nsubj//13 ://MID//punct//8 s//JJ|AN//nummod//11 medlemsländer//NN|NEU|PLU|IND|NOM//obl//13 ska//VB|PRS|AKT//aux//13 uppnå//VB|INF|AKT//acl//5 de//DT|UTR/NEU|PLU|DEF//det//16 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 målen//NN|NEU|PLU|DEF|NOM//obj//13 i//PP//case//18 Esbjergdeklarationen//NN|NEU|PLU|DEF|NOM//nmod//16 .//MAD//punct//5
Kemikommitténs förslag i sammandrag:;Sverige//PM|NOM//nsubj//28 ska//VB|PRS|AKT//aux//28 i//PP//case//25 sitt//PS|NEU|SIN|DEF//nmod:poss//25 kemikaliepolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 arbete//NN|NEU|SIN|IND|NOM//obl//28 i//PP//case//27 EU//PM|NOM//nmod//25 verka//VB|INF|AKT//parataxis//5 för//PP//mark//32 att//SN//mark//32 lagar//NN|UTR|PLU|IND|NOM//nsubj:pass//32 stiftas//VB|PRS|SFO//advcl//28 som//KN//mark//37 i//PP//advmod//37 första//RO|NOM//fixed//34 hand//NN|UTR|SIN|IND|NOM//fixed//34 medverkar//VB|PRS|AKT//xcomp//32 till//PP//mark//45 att//SN//mark//45 Esbjergdeklarationens//NN|UTR|SIN|DEF|GEN//nmod:poss//41 mål//NN|NEU|PLU|IND|NOM//nsubj:pass//45 och//KN//cc//44 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//44 mål//NN|NEU|PLU|IND|NOM//conj//41 uppfylls//VB|PRS|SFO//advcl//37 .//MAD//punct//5
Kemikommitténs förslag i sammandrag:;Sverige//PM|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 bidra//VB|INF|AKT//ROOT//2 till//PP//mark//5 att//IE//mark//5 öka//VB|INF|AKT//advcl//2 klarheten//NN|UTR|SIN|DEF|NOM//obj//5 i//PP//case//9 var//HA//det//9 gränserna//NN|UTR|PLU|DEF|NOM//obl//5 för//PP//case//13 medlemsstaternas//NN|UTR|PLU|DEF|GEN//nmod:poss//13 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 kemikaliearbete//NN|NEU|SIN|IND|NOM//nmod//9 går//VB|PRS|AKT//conj//2 .//MAD//punct//2
Kemikommitténs förslag i sammandrag:;Medlemsstaternas//NN|UTR|PLU|DEF|GEN//nmod:poss//17 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//24 till//PP//case//20 nationellt//JJ|POS|NEU|SIN|IND|NOM//amod//20 handlande//NN|NEU|SIN|IND|NOM//nmod//17 är//VB|PRS|AKT//cop//24 inte//AB//advmod//24 minst//AB|SUV//advmod//24 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//2 för//PP//mark//33 att//IE//mark//33 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 gemenskapens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 kemikaliearbete//NN|NEU|SIN|IND|NOM//nsubj:pass//33 effektivt//AB|POS//advmod//33 ska//VB|PRS|AKT//aux//33 kunna//VB|INF|AKT//aux//33 drivas//VB|INF|SFO//advcl//24 framåt//AB//advmod//33 .//MAD//punct//2
Kemikommitténs förslag i sammandrag:;Försiktighetsprincipen//NN|UTR|SIN|DEF|NOM//nsubj//6 ,//MID//punct//0 liksom//PP//mark//3 utbytesprincipen//NN|UTR|SIN|DEF|NOM//appos//0 ,//MID//punct//6 behöver//VB|PRS|AKT//aux//6 få//VB|INF|AKT//ROOT//6 en//DT|UTR|SIN|IND//det//9 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//9 tillämpning//NN|UTR|SIN|IND|NOM//obj//6 i//PP//case//11 EU//PM|NOM//nmod//9 .//MAD//punct//6
Kemikommitténs förslag i sammandrag:;För//PP//mark//15 att//IE//mark//15 åstadkomma//VB|INF|AKT//advcl//22 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//15 bör//VB|PRS|AKT//aux//22 lyckade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//19 tillämpningar//NN|UTR|PLU|IND|NOM//nsubj:pass//22 av//PP//case//21 principerna//NN|UTR|PLU|DEF|NOM//nmod//19 lyftas//VB|INF|SFO//conj//6 fram//PL//advmod//22 i//PP//case//25 gemenskapen//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//22
Kemikommitténs förslag i sammandrag:;EU//PM|NOM//nsubj//30 bör//VB|PRS|AKT//aux//30 också//AB//advmod//30 anta//VB|INF|AKT//parataxis//22 ett//DT|NEU|SIN|IND//det//34 mer//AB|KOM//advmod//33 generellt//JJ|POS|NEU|SIN|IND|NOM//amod//34 angreppssätt//NN|NEU|SIN|IND|NOM//obj//30 i//PP//case//36 utvärderingen//NN|UTR|SIN|DEF|NOM//nmod//34 av//PP//case//38 kemikalier//NN|UTR|PLU|IND|NOM//nmod//36 liksom//AB//advmod//41 i//PP//case//41 begränsningsarbetet//NN|NEU|SIN|DEF|NOM//obl//30 .//MAD//punct//30
Kemikommitténs förslag i sammandrag:;6.2//RG|NOM//nummod//44 Sverige//PM|NOM//nsubj//45 arbetar//VB|PRS|AKT//parataxis//30 för//PP//mark//53 att//SN//mark//53 de//DT|UTR/NEU|PLU|DEF//det//50 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 målen//NN|NEU|PLU|DEF|NOM//nsubj//53 och//KN//cc//52 hörnstenarna//NN|UTR|PLU|DEF|NOM//conj//50 blir//VB|PRS|AKT//advcl//45 vägledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//53 i//PP//case//56 EU//PM|NOM//obl//53 ://MID//punct//45 s//NN|NEU|SIN|IND|GEN//nummod//59 kemikaliepolitik//NN|UTR|SIN|IND|NOM//obl//30

Kemikommittén föreslår: (1);Sverige//PM|NOM//nsubj//1 arbetar//VB|PRS|AKT//ROOT//1 långsiktigt//AB|POS//advmod//1 för//PP//mark//7 att//SN//mark//7 EU//PM|NOM//nsubj//7 ska//VB|PRS|AKT//aux//7 ta//VB|INF|AKT//advcl//1 fram//PL//compound:prt//7 lagstiftning//NN|UTR|SIN|IND|NOM//obj//7 som//HP|-|-|-//nsubj//11 innehåller//VB|PRS|AKT//acl:relcl//9 en//DT|UTR|SIN|IND//det//13 avvecklingsplan//NN|UTR|SIN|IND|NOM//obj//11 av//PP//case//15 användningen//NN|UTR|SIN|DEF|NOM//nmod//13 av//PP//case//21 organiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 långlivade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//21 och//KN//cc//20 bioackumulerbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//18 ämnen//NN|NEU|PLU|IND|NOM//nmod//15 som//HP|-|-|-//nsubj:pass//24 är//VB|PRS|AKT//aux:pass//24 framställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//21 av//PP//case//26 människan//NN|UTR|SIN|DEF|NOM//obl:agent//24 .//MAD//punct//1
Kemikommittén föreslår: (1);Ett//DT|NEU|SIN|IND//det//2 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//2 t//JJ|AN//nmod//3 förankringsarbete//NN|NEU|SIN|IND|NOM//ROOT//3 hos//PP//case//6 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 medlemsstater//NN|UTR|PLU|IND|NOM//nmod//3 och//KN//cc//9 EU-institutionerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//9 inleds//VB|PRS|SFO//conj//3 .//MAD//punct//3
Kemikommittén föreslår: (1);EU-kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//11 liksom//PP//mark//5 ett//DT|NEU|SIN|IND//det//4 stort//JJ|POS|NEU|SIN|IND|NOM//amod//4 antal//NN|NEU|SIN|IND|NOM//nmod//5 medlemsländer//NN|NEU|PLU|IND|NOM//nmod//0 ,//MID//punct//5 däribland//AB//nmod//8 Sverige//PM|NOM//appos//5 ,//MID//punct//0 har//VB|PRS|AKT//aux//11 ställt//VB|SUP|AKT//ROOT//11 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//11 bakom//PP//case//15 Esbjerg-deklarationens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 mål//NN|NEU|SIN|IND|NOM//obl//11 .//MAD//punct//11
Kemikommittén föreslår: (1);Vi//PN|UTR|PLU|DEF|SUB//nsubj//18 lägger//VB|PRS|AKT//parataxis//11 stor//JJ|POS|UTR|SIN|IND|NOM//amod//20 vikt//NN|UTR|SIN|IND|NOM//obj//18 vid//PP//case//23 deklarationens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 mål//NN|NEU|SIN|IND|NOM//obl//18 och//KN//cc//25 ser//VB|PRS|AKT//conj//18 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//25 som//KN//mark//28 angeläget//JJ|POS|NEU|SIN|IND|NOM//xcomp//25 att//SN//mark//36 målen//NN|NEU|PLU|DEF|NOM//nsubj:pass//36 inom//PP//case//34 en//DT|UTR|SIN|IND//det//34 snar//JJ|POS|UTR|SIN|IND|NOM//amod//34 framtid//NN|UTR|SIN|IND|NOM//nmod//30 kan//VB|PRS|AKT//aux//36 konkretiseras//VB|INF|SFO//ccomp//25 i//PP//case//38 EG-rätten//NN|UTR|SIN|DEF|NOM//obl//36 .//MAD//punct//18
Kemikommittén föreslår: (1);En//DT|UTR|SIN|IND//det//41 plan//NN|UTR|SIN|IND|NOM//nsubj//49 för//PP//case//43 införande//NN|NEU|SIN|IND|NOM//nmod//41 av//PP//case//46 Esbjergdeklarationens//NN|UTR|SIN|DEF|GEN//nmod:poss//46 mål//NN|NEU|SIN|IND|NOM//nmod//43 bör//VB|PRS|AKT//aux//49 därför//AB//advmod//49 ingå//VB|INF|AKT//conj//18 i//PP//case//51 EU//PM|NOM//obl//49 ://MID//punct//49 s//NN|NEU|SIN|IND|GEN//nummod//54 kemikaliestrategi//NN|UTR|SIN|IND|NOM//appos//49 som//HP|-|-|-//nsubj:pass//57 ska//VB|PRS|AKT//aux//57 tas//VB|INF|SFO//acl:relcl//54 fram//PL//compound:prt//57 .//MAD//punct//18
Kemikommittén föreslår: (1);Ett//DT|NEU|SIN|IND//det//61 förslag//NN|NEU|SIN|IND|NOM//obj//18 till//PP//mark//66 hur//HA//advmod//66 planen//NN|UTR|SIN|DEF|NOM//nsubj//66 kan//VB|PRS|AKT//aux//66 se//VB|INF|AKT//acl//61 ut//PL//compound:prt//66 redovisas//VB|INF|SFO//xcomp//66 i//PP//case//71 avsnitt//NN|NEU|SIN|IND|NOM//nmod//71 6.3//RG|NOM//obl//68 .//MAD//punct//18
Kemikommittén föreslår: (1);Våra//PS|UTR/NEU|PLU|DEF//nmod:poss//1 mål//NN|NEU|PLU|IND|NOM//nsubj//9 ,//MID//punct//1 som//HP|-|-|-//nsubj:pass//4 beskrivs//VB|PRS|SFO//acl:relcl//1 i//PP//case//7 kapitel//NN|NEU|SIN|IND|NOM//nmod//7 2//RG|NOM//obl//4 ,//MID//punct//1 anger//VB|PRS|AKT//ROOT//9 bl.a.//AB|AN//advmod//9 att//SN//mark//16 de//DT|UTR/NEU|PLU|DEF//det//14 kemikaliepolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 insatserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//16 ska//VB|PRS|AKT//aux//16 koncentreras//VB|INF|SFO//ccomp//9 till//PP//case//18 användningen//NN|UTR|SIN|DEF|NOM//obl//16 av//PP//case//25 organiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 ,//MID//punct//22 långlivade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//20 och//KN//cc//24 bioackumulerbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//20 ämnen//NN|NEU|PLU|IND|NOM//nmod//18 som//HP|-|-|-//nsubj//28 är//VB|PRS|AKT//aux:pass//28 framställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//25 av//PP//case//30 människan//NN|UTR|SIN|DEF|NOM//obl:agent//28 .//MAD//punct//9
Kemikommittén föreslår: (1);Erfarenheten//NN|UTR|SIN|DEF|NOM//nsubj//33 visar//VB|PRS|AKT//parataxis//9 att//SN//mark//38 slutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//36 system//NN|NEU|PLU|IND|NOM//nsubj//38 inte//AB//advmod//38 existerar//VB|PRS|AKT//ccomp//33 i//PP//case//40 praktiken//NN|UTR|SIN|DEF|NOM//obl//38 .//MAD//punct//33
Kemikommittén föreslår: (1);Därför//AB//advmod//47 måste//VB|PRS|AKT//aux//47 användningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//47 inte//AB//advmod//47 bara//AB//advmod//47 begränsas//VB|INF|SFO//conj//9 eller//KN//cc//49 kringgärdas//VB|INF|SFO//conj//47 med//PP//case//51 restriktioner//NN|UTR|PLU|IND|NOM//obl//49 utan//KN//cc//53 avvecklas//VB|PRS|SFO//conj//47 helt//AB|POS//advmod//53 .//MAD//punct//47
Kemikommittén föreslår: (1);Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//5 bör//VB|PRS|AKT//aux//5 på//PP//case//4 lång//JJ|POS|UTR|SIN|IND|NOM//amod//4 sikt//NN|UTR|SIN|IND|NOM//obl//5 inriktas//VB|INF|SFO//ROOT//5 på//PP//mark//8 att//IE//mark//8 få//VB|INF|AKT//advcl//5 målen//NN|NEU|PLU|DEF|NOM//obj//8 formulerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//8 i//PP//case//14 juridiskt//AB|POS//advmod//13 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 lagtext//NN|UTR|SIN|IND|NOM//obl//10 .//MAD//punct//5
