Sammanfattning av uppdraget;En//DT|UTR|SIN|IND//det//1 kommitté//NN|UTR|SIN|IND|NOM//nsubj:pass//2 ges//VB|PRS|SFO//ROOT//2 i//PP//mark//8 uppdrag//NN|NEU|SIN|IND|NOM//fixed//3 att//IE//mark//8 till//PP//case//7 regeringen//NN|UTR|SIN|DEF|NOM//obl//8 lämna//VB|INF|AKT//advcl//2 förslag//NN|NEU|SIN|IND|NOM//obj//8 på//PP//case//11 insatser//NN|UTR|PLU|IND|NOM//obl//8 som//HP|-|-|-//nsubj//13 förbättrar//VB|PRS|AKT//acl:relcl//11 transportsystemet//NN|NEU|SIN|DEF|NOM//obj//13 inom//PP//case//17 Stockholms//PM|GEN//nmod:poss//17 län//NN|NEU|SIN|IND|NOM//nmod//14 men//KN//cc//34 också//AB//advmod//20 transportmöjligheterna//NN|UTR|PLU|DEF|NOM//nsubj//34 mellan//PP//case//22 Stockholm//PM|NOM//nmod//20 och//KN//cc//25 övriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 Mälardalen//NN|UTR|SIN|DEF|NOM//conj//22 ,//MID//punct//28 övriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 landet//NN|NEU|SIN|DEF|NOM//conj//22 samt//KN//cc//30 internationellt//AB|POS//conj//22 .//MAD//punct//20
Bakgrund;Inom//PP//case//28 telekommunikation//NN|UTR|SIN|IND|NOM//obl//1 och//KN//cc//31 övrig//JJ|POS|UTR|SIN|IND|NOM//advmod//31 informationsteknologi//NN|UTR|SIN|IND|NOM//conj//28 har//VB|PRS|AKT//conj//1 Stockholmsregionen//NN|UTR|SIN|DEF|NOM//nsubj//32 en//DT|UTR|SIN|IND//det//37 framskjuten//JJ|POS|UTR|SIN|IND|NOM//amod//37 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//37 position//NN|UTR|SIN|IND|NOM//obj//32 som//HP|-|-|-//nsubj//39 är//VB|PRS|AKT//acl:relcl//37 av//PP//case//42 stor//JJ|POS|UTR|SIN|IND|NOM//amod//42 betydelse//NN|UTR|SIN|IND|NOM//obl//39 för//PP//case//44 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//39 i//PP//case//47 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 landet//NN|NEU|SIN|DEF|NOM//nmod//44 .//MID//punct//1
Bakgrund;Eftersom//SN//mark//59 näringar//NN|UTR|PLU|IND|NOM//nsubj:pass//59 och//KN//cc//52 företag//NN|NEU|PLU|IND|NOM//conj//50 under//PP//amod//50 eller//KN//cc//59 efter//PP//case//57 ett//DT|NEU|SIN|IND//det//57 utvecklingsskede//NN|NEU|SIN|IND|NOM//obl//59 ofta//AB|POS//advmod//59 sprids//VB|PRS|SFO//advcl//1 till//PP//case//62 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 delar//NN|UTR|PLU|IND|NOM//obl//59 av//PP//case//64 landet//NN|NEU|SIN|DEF|NOM//nmod//62 ,//MID//punct//1 bidrar//VB|PRS|AKT//parataxis//1 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//66 på//PP//advmod//66 sikt//NN|UTR|SIN|IND|NOM//fixed//68 till//PP//case//73 en//DT|UTR|SIN|IND//det//73 positiv//JJ|POS|UTR|SIN|IND|NOM//amod//73 utveckling//NN|UTR|SIN|IND|NOM//obl//66 även//AB//advmod//75 där//AB//advmod//73 .//MAD//punct//1
Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//4 är//VB|PRS|AKT//cop//4 av//PP//case//4 stor//JJ|POS|UTR|SIN|IND|NOM//amod//4 betydelse//NN|UTR|SIN|IND|NOM//ROOT//4 för//PP//case//7 Sveriges//PM|GEN//nmod:poss//7 utveckling//NN|UTR|SIN|IND|NOM//nmod//4 att//SN//mark//14 den//DT|UTR|SIN|DEF//det//11 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 ekonomins//NN|UTR|SIN|DEF|GEN//nmod:poss//13 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 delar//NN|UTR|PLU|IND|NOM//nsubj//14 fungerar//VB|PRS|AKT//csubj//4 så//AB//advmod//16 bra//AB|POS//advmod//14 som//KN//mark//18 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//14 .//MAD//punct//4
Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//21 gäller//VB|PRS|AKT//parataxis//4 inte//AB//advmod//21 minst//AB|SUV//advmod//24 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 och//KN//cc//26 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 produktionsmiljöer//NN|UTR|PLU|IND|NOM//nsubj//21 .//MAD//punct//21
Bakgrund;Stockholms//PM|GEN//nmod:poss//30 län//NN|NEU|SIN|IND|NOM//nsubj//31 svarar//VB|PRS|AKT//conj//21 i//PP//advmod//31 dag//NN|UTR|SIN|IND|NOM//fixed//32 för//PP//case//37 ungefär//AB//advmod//36 en//DT|UTR|SIN|IND//det//37 fjärdedel//NN|UTR|SIN|IND|NOM//obl//31 av//PP//case//41 landets//NN|NEU|SIN|DEF|GEN//nmod:poss//41 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 bruttonationalprodukt//NN|UTR|SIN|IND|NOM//nmod//37 och//KN//cc//44 regionens//NN|UTR|SIN|DEF|GEN//nmod:poss//44 produktionsandel//NN|UTR|SIN|IND|NOM//conj//41 inom//PP//case//47 kunskapsintensiv//JJ|POS|UTR|SIN|IND|NOM//amod//47 industri//NN|UTR|SIN|IND|NOM//nmod//44 är//VB|PRS|AKT//cop//50 ännu//AB//advmod//50 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//4 .//MAD//punct//4
Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//53 ligger//VB|PRS|AKT//parataxis//4 därför//AB//advmod//53 i//PP//case//58 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 Sveriges//PM|GEN//nmod:poss//58 intresse//NN|NEU|SIN|IND|NOM//obl//53 att//SN//mark//66 inte//AB//advmod//62 minst//AB|SUV//advmod//62 Stockholmsregionen//NN|UTR|SIN|DEF|NOM//nsubj//66 och//KN//cc//65 övriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//65 Mälardalen//NN|UTR|SIN|DEF|NOM//conj//62 utnyttjar//VB|PRS|AKT//acl//58 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//68 produktionsförutsättningar//NN|UTR|PLU|IND|NOM//obj//66 så//AB//advmod//70 bra//AB|POS//advmod//66 som//KN//mark//72 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//66 .//MID//punct//53
Bakgrund;Ett//DT|NEU|SIN|IND//det//77 väl//AB|POS//advmod//76 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//77 transportsystem//NN|NEU|SIN|IND|NOM//nsubj//81 är//VB|PRS|AKT//cop//81 av//PP//case//81 stor//JJ|POS|UTR|SIN|IND|NOM//amod//81 betydelse//NN|UTR|SIN|IND|NOM//parataxis//53 i//PP//case//84 det//DT|NEU|SIN|DEF//det//84 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//53 .//MAD//punct//53
Bakgrund;I//PP//case//1 Stockholmsregionen//NN|UTR|SIN|DEF|NOM//obl//2 sker//VB|PRS|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//5 kraftig//JJ|POS|UTR|SIN|IND|NOM//amod//5 befolkningsökning//NN|UTR|SIN|IND|NOM//nsubj//2 som//HP|-|-|-//nsubj:pass//7 förväntas//VB|PRS|SFO//acl:relcl//5 hålla//VB|INF|AKT//xcomp//7 i//PL//case//10 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//8 .//MAD//punct//2
Bakgrund;Befolkningen//NN|UTR|SIN|DEF|NOM//nsubj//17 i//PP//case//15 Stockholms//PM|GEN//nmod:poss//15 län//NN|NEU|SIN|IND|NOM//nmod//12 har//VB|PRS|AKT//aux//17 ökat//VB|SUP|AKT//parataxis//2 med//PP//case//22 cirka//AB//advmod//20 100//RG|NOM//nummod//21 000//RG|NOM//nummod//22 personer//NN|UTR|PLU|IND|NOM//obl//17 sedan//PP//case//24 1995//RG|NOM//nmod//22 .//MAD//punct//2
Bakgrund;Befolkningsökningen//NN|UTR|SIN|DEF|NOM//nsubj//36 tillsammans//AB//advmod//31 med//PP//case//31 en//DT|UTR|SIN|IND//det//31 förväntad//PC|PRF|UTR|SIN|IND|NOM//amod//31 tillväxt//NN|UTR|SIN|IND|NOM//nmod//26 i//PP//case//35 den//DT|UTR|SIN|DEF//det//35 regionala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 ekonomin//NN|UTR|SIN|DEF|NOM//nmod//31 innebär//VB|PRS|AKT//parataxis//2 ett//DT|NEU|SIN|IND//det//39 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//39 behov//NN|NEU|SIN|IND|NOM//obj//36 av//PP//case//41 transporter//NN|UTR|PLU|IND|NOM//nmod//39 .//MAD//punct//36
Bakgrund;Befolkningsökningen//NN|UTR|SIN|DEF|NOM//nsubj//44 ställer//VB|PRS|AKT//parataxis//36 också//AB//advmod//44 krav//NN|NEU|PLU|IND|NOM//obj//44 på//PP//case//51 en//DT|UTR|SIN|IND//det//51 väl//AB|POS//advmod//50 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 bostadsmarknad//NN|UTR|SIN|IND|NOM//obl//44 .//MAD//punct//44
Bakgrund;Dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//55 begränsade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//55 utbud//NN|NEU|SIN|IND|NOM//nsubj//58 av//PP//case//57 bostäder//NN|UTR|PLU|IND|NOM//nmod//55 tenderar//VB|PRS|AKT//advcl//44 att//IE//mark//60 utgöra//VB|INF|AKT//xcomp//58 ett//DT|NEU|SIN|IND//det//63 allvarligt//JJ|POS|NEU|SIN|IND|NOM//amod//63 hinder//NN|NEU|SIN|IND|NOM//obj//60 för//PP//case//68 en//DT|UTR|SIN|IND//det//68 fortsatt//PC|PRF|UTR|SIN|IND|NOM//amod//68 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//68 tillväxt//NN|UTR|SIN|IND|NOM//nmod//63 i//PP//case//70 Stockholmsregionen//NN|UTR|SIN|DEF|NOM//nmod//68 och//KN//cc//72 därmed//AB//conj//60 också//AB//advmod//72 i//PP//case//75 Sverige//PM|NOM//obl//72 .//MAD//punct//44
Bakgrund;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 företag//NN|NEU|PLU|IND|NOM//nsubj//79 har//VB|PRS|AKT//conj//44 nämligen//AB//advmod//79 i//PP//advmod//79 dag//NN|UTR|SIN|IND|NOM//fixed//81 problem//NN|NEU|SIN|IND|NOM//obj//79 att//IE//mark//85 rekrytera//VB|INF|AKT//advcl//79 tillräckligt//AB|POS//advmod//85 med//PP//case//89 kompetent//JJ|POS|UTR|SIN|IND|NOM//amod//89 personal//NN|UTR|SIN|IND|NOM//obl//85 eftersom//SN//mark//93 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//93 är//VB|PRS|AKT//cop//93 svårt//JJ|POS|NEU|SIN|IND|NOM//advcl//85 för//PP//case//95 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//93 som//HP|-|-|-//nsubj//97 flyttar//VB|PRS|AKT//acl:relcl//95 till//PP//case//99 Stockholmsregionen//NN|UTR|SIN|DEF|NOM//obl//97 att//IE//mark//101 få//VB|INF|AKT//acl//95 tag//NN|NEU|SIN|IND|NOM//compound:prt//101 i//PP//case//104 bostad//NN|UTR|SIN|IND|NOM//obl//101 .//MAD//punct//44
Bakgrund;Under//PP//case//107 1990-talet//NN|NEU|SIN|DEF|NOM//obl//36 har//VB|PRS|AKT//conj//2 möjligheten//NN|UTR|SIN|DEF|NOM//nsubj//2 att//IE//mark//111 pendla//VB|INF|AKT//advcl//2 till//PP//case//113 Stockholm//PM|NOM//obl//111 ökat//VB|SUP|AKT//advcl//2 väsentligt//AB|POS//advmod//114 genom//PP//mark//119 att//SN//mark//119 man//PN|UTR|SIN|IND|SUB//nsubj//119 byggt//VB|SUP|AKT//advcl//114 ut//PL//compound:prt//119 ett//DT|NEU|SIN|IND//det//122 antal//NN|NEU|SIN|IND|NOM//nmod//123 järnvägar//NN|UTR|PLU|IND|NOM//obj//119 men//KN//cc//128 även//AB//advmod//128 genom//PP//case//128 utökad//PC|PRF|UTR|SIN|IND|NOM//amod//128 busstrafik//NN|UTR|SIN|IND|NOM//conj//123 på//PP//case//130 vägnätet//NN|NEU|SIN|DEF|NOM//nmod//128 .//MAD//punct//2
