Karens för statsråd och statssekreterare;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 villkor//NN|NEU|PLU|IND|NOM//nmod//2 för//PP//case//7 statsråd//NN|NEU|PLU|IND|NOM//nmod//5 och//KN//cc//9 statssekreterare//NN|UTR|PLU|IND|NOM//conj//7
Till statsrådet Ardalan Shekarabi;Förordnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//0 experter//NN|UTR|PLU|IND|NOM//obj//0 har//VB|PRS|AKT//aux//7 under//PP//case//5 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 utredningstiden//NN|UTR|SIN|DEF|NOM//obl//7 varit//VB|SUP|AKT//cop//7 f.d.//JJ|AN//conj//0 rättschefen//NN|UTR|SIN|DEF|NOM//obj//7 i//PP//case//12 Statsrådsberedningen//NN|UTR|SIN|DEF|NOM//nmod:poss//12 Christina//PM|NOM//flat//10 Weihe//PM|NOM//nmod//8 ,//MID//punct//15 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//15 David//PM|NOM//appos//8 Törngren//PM|NOM//flat//15 ,//MID//punct//18 Justitiedepartementet//PM|NOM//conj//15 ,//MID//punct//15 och//KN//cc//22 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//22 Johan//PM|NOM//nsubj//34 Ndure//PM|NOM//flat:name//22 ,//MID//punct//22 Finansdepartementet//NN|NEU|SIN|DEF|NOM//nmod//22 .//MAD//punct//22
Till statsrådet Ardalan Shekarabi;Från//PP//advmod//32 och//KN//fixed//27 med//PP//fixed//27 den//DT|UTR|SIN|DEF//det//32 25//RG|NOM//nummod//32 april//NN|UTR|SIN|IND|NOM//nmod//22 2016//RG|NOM//nummod//32 har//VB|PRS|AKT//parataxis//0 även//AB//advmod//34 chefsjuristen//NN|UTR|SIN|DEF|NOM//nsubj//42 vid//PP//case//38 Arbetsgivarverket//PM|NOM//nmod//36 Karl//PM|NOM//flat//38 Pfeifer//PM|NOM//flat//38 varit//VB|SUP|AKT//cop//42 förordnad//PC|PRF|UTR|SIN|IND|NOM//ccomp//34 som//KN//mark//44 expert//NN|UTR|SIN|IND|NOM//xcomp//42 .//MAD//punct//0
Till statsrådet Ardalan Shekarabi;Sekreterare//NN|UTR|PLU|IND|NOM//nsubj//6 har//VB|PRS|AKT//aux//6 under//PP//case//4 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 utredningstiden//NN|UTR|SIN|DEF|NOM//obl//6 varit//VB|SUP|AKT//cop//6 kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//ROOT//6 Anne//PM|NOM//nsubj//6 Olsson//PM|NOM//flat:name//7 .//MAD//punct//6
Till statsrådet Ardalan Shekarabi;Sten//PM|NOM//nsubj//5 Heckscher//PM|NOM//flat:name//0 har//VB|PRS|AKT//aux//5 varit//VB|SUP|AKT//cop//5 ensam//JJ|POS|UTR|SIN|IND|NOM//amod//5 utredningsman//NN|UTR|SIN|IND|NOM//ROOT//5 och//KN//cc//7 svarar//VB|PRS|AKT//conj//5 ensam//JJ|POS|UTR|SIN|IND|NOM//advmod//7 för//PP//case//10 innehållet//NN|NEU|SIN|DEF|NOM//obl//7 i//PP//case//12 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//10 .//MAD//punct//5
Till statsrådet Ardalan Shekarabi;Experterna//NN|UTR|PLU|DEF|NOM//nsubj//17 har//VB|PRS|AKT//aux//17 emellertid//AB//advmod//17 deltagit//VB|SUP|AKT//parataxis//5 i//PP//case//19 arbetet//NN|NEU|SIN|DEF|NOM//obl//17 i//PP//case//22 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//22 utsträckning//NN|UTR|SIN|IND|NOM//obl//17 att//SN//mark//26 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//26 är//VB|PRS|AKT//cop//26 befogat//JJ|POS|NEU|SIN|IND|NOM//acl//22 att//IE//mark//28 använda//VB|INF|AKT//csubj//26 vi-form//NN|UTR|SIN|IND|NOM//obj//28 i//PP//case//31 betänkandet//NN|NEU|SIN|DEF|NOM//obl//28 .//MAD//punct//17
Till statsrådet Ardalan Shekarabi;I//PP//advmod//40 och//KN//fixed//33 med//PP//case//37 detta//DT|NEU|SIN|DEF//det//37 betänkande//NN|NEU|SIN|IND|NOM//fixed//33 är//VB|PRS|AKT//cop//40 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//40 avslutat//PC|PRF|NEU|SIN|IND|NOM//conj//17 .//MAD//punct//17
Till statsrådet Ardalan Shekarabi;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 januari//NN|UTR|SIN|IND|NOM//obl//0 2017//RG|NOM//nummod//2
Till statsrådet Ardalan Shekarabi;Sten//PM|NOM//ROOT//0 Heckscher//PM|NOM//flat:name//0 /Anne//RG|NOM//advmod//0 Olsson//PM|NOM//flat:name//0


1.1 Förslag till lag om restriktioner vid statsråds och statssekreterares övergångar till annan än statlig verksamhet;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

1.1 Förslag till lag om restriktioner vid statsråds och statssekreterares övergångar till annan än statlig verksamhet / Lagens tillämpningsområde;1//RG|NOM//nummod//1 §//NN|AN//obl//5  //_SP////1 Denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//nsubj//5 gäller//VB|PRS|AKT//ROOT//5 statsråd//NN|NEU|PLU|IND|NOM//obj//5 och//KN//cc//8 statssekreterare//NN|UTR|PLU|IND|NOM//conj//6 som//HP|-|-|-//nsubj//10 avser//VB|PRS|AKT//acl:relcl//8 att//IE//mark//15 ,//MID//punct//15 efter//PP//case//15 avslutat//PC|PRF|NEU|SIN|IND|NOM//amod//15 uppdrag//NN|NEU|SIN|IND|NOM//obj//10 som//KN//mark//17 statsråd//NN|NEU|PLU|IND|NOM//nmod//15 eller//KN//cc//19 anställning//NN|UTR|SIN|IND|NOM//conj//17 som//KN//mark//21 statssekreterare//NN|UTR|SIN|IND|NOM//nmod//17 ,//MID//punct//23 börja//VB|INF|AKT//conj//5 ett//DT|NEU|SIN|IND//det//26 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//26 uppdrag//NN|NEU|SIN|IND|NOM//obj//23 eller//KN//cc//30 en//DT|UTR|SIN|IND//det//30 ny//JJ|POS|UTR|SIN|IND|NOM//amod//30 anställning//NN|UTR|SIN|IND|NOM//conj//26 i//PP//case//35 annan//JJ|POS|UTR|SIN|IND|NOM//fixed//31 än//KN//case//35 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//35 verksamhet//NN|UTR|SIN|IND|NOM//nmod//30 eller//KN//cc//37 etablera//VB|INF|AKT//conj//23 näringsverksamhet//NN|UTR|SIN|IND|NOM//obj//37 .//MAD//punct//5
1.1 Förslag till lag om restriktioner vid statsråds och statssekreterares övergångar till annan än statlig verksamhet / Lagens tillämpningsområde;Vid//PP//advmod//4 övergång//NN|UTR|SIN|IND|NOM//fixed//0 till//PP//case//4 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//4 uppdrag//NN|NEU|PLU|IND|NOM//obl//19 som//HP|-|-|-//nsubj:pass//6 beskrivs//VB|PRS|SFO//acl:relcl//4 i//PP//case//9 4//RG|NOM//nummod//9 kap.//NN|AN//nmod//12 1//RG|NOM//nummod//11 §//NN|AN//nmod//12 kommunallagen//NN|UTR|SIN|DEF|NOM//obl//6 (//PAD//punct//12 1991:900//RG|NOM//appos//12 )//PAD//punct//12 samt//KN//cc//19 partipolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 uppdrag//NN|NEU|PLU|IND|NOM//nsubj//19 gäller//VB|PRS|AKT//ROOT//19 dock//AB//advmod//19 endast//AB//advmod//19 6//RG|NOM//nummod//23 §//NN|AN//obj//19 .//MAD//punct//19

1.1 Förslag till lag om restriktioner vid statsråds och statssekreterares övergångar till annan än statlig verksamhet / Definitioner;2//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//7  //_SP////1 Med//PP//case//4 statsråd//NN|NEU|PLU|IND|NOM//nmod//1 eller//KN//cc//6 statssekreterare//NN|UTR|PLU|IND|NOM//conj//4 avses//VB|PRS|SFO//ROOT//7 i//PP//case//10 denna//DT|UTR|SIN|DEF//det//10 lag//NN|UTR|SIN|IND|NOM//obl//7 såväl//KN//advmod//12 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//7 som//KN//case//16 före//PP//case//16 detta//DT|NEU|SIN|DEF//det//16 statsråd//NN|NEU|SIN|IND|NOM//obl//7 och//KN//cc//18 statssekreterare//NN|UTR|PLU|IND|NOM//conj//16 .//MAD//punct//7
1.1 Förslag till lag om restriktioner vid statsråds och statssekreterares övergångar till annan än statlig verksamhet / Definitioner;Med//PP//case//1 karenstid//NN|UTR|SIN|IND|NOM//obl//2 avses//VB|PRS|SFO//ROOT//2 att//SN//nsubj:pass//2 ett//DT|NEU|SIN|IND//det//5 statsråd//NN|NEU|SIN|IND|NOM//dep//3 eller//KN//cc//8 en//DT|UTR|SIN|IND//det//8 statssekreterare//NN|UTR|SIN|IND|NOM//conj//5 under//PP//case//12 en//DT|UTR|SIN|IND//det//12 viss//JJ|POS|UTR|SIN|IND|NOM//amod//12 tid//NN|UTR|SIN|IND|NOM//nmod//8 efter//PP//case//15 avslutat//PC|PRF|NEU|SIN|IND|NOM//amod//15 uppdrag//NN|NEU|SIN|IND|NOM//nmod//12 som//KN//mark//17 statsråd//NN|NEU|PLU|IND|NOM//nmod//15 eller//KN//cc//19 anställning//NN|UTR|SIN|IND|NOM//conj//17 som//KN//obl//24 statssekreterare//NN|UTR|SIN|IND|NOM//nsubj//24 inte//AB//advmod//24 får//VB|PRS|AKT//aux//24 påbörja//VB|INF|AKT//acl:relcl//19 ett//DT|NEU|SIN|IND//det//27 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//27 uppdrag//NN|NEU|SIN|IND|NOM//obj//24 eller//KN//cc//31 en//DT|UTR|SIN|IND//det//31 ny//JJ|POS|UTR|SIN|IND|NOM//amod//31 anställning//NN|UTR|SIN|IND|NOM//conj//27 i//PP//case//36 annan//JJ|POS|UTR|SIN|IND|NOM//fixed//32 än//KN//case//36 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//36 verksamhet//NN|UTR|SIN|IND|NOM//nmod//31 eller//KN//cc//38 etablera//VB|INF|AKT//conj//24 näringsverksamhet//NN|UTR|SIN|IND|NOM//obj//38 eller//KN//cc//41 ha//VB|INF|AKT//conj//38 annat//PN|NEU|SIN|IND|SUB/OBJ//obj//41 än//KN//case//44 kontakter//NN|UTR|PLU|IND|NOM//obl//41 av//PP//case//47 praktisk//JJ|POS|UTR|SIN|IND|NOM//amod//47 natur//NN|UTR|SIN|IND|NOM//nmod//44 med//PP//case//51 den//DT|UTR|SIN|DEF//det//51 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 uppdragsgivaren//NN|UTR|SIN|DEF|NOM//nmod//44 eller//KN//cc//53 arbetsgivaren//NN|UTR|SIN|DEF|NOM//conj//51 .//MAD//punct//2
1.1 Förslag till lag om restriktioner vid statsråds och statssekreterares övergångar till annan än statlig verksamhet / Definitioner;Med//PP//case//1 ämnesrestriktion//NN|UTR|SIN|IND|NOM//obl//2 avses//VB|PRS|SFO//ROOT//2 att//SN//mark//38 ett//DT|NEU|SIN|IND//det//5 statsråd//NN|NEU|SIN|IND|NOM//nsubj//38 eller//KN//cc//8 en//DT|UTR|SIN|IND//det//8 statssekreterare//NN|UTR|SIN|IND|NOM//conj//5 under//PP//case//12 en//DT|UTR|SIN|IND//det//12 viss//JJ|POS|UTR|SIN|IND|NOM//amod//12 tid//NN|UTR|SIN|IND|NOM//nmod//8 efter//PP//case//15 avslutat//PC|PRF|NEU|SIN|IND|NOM//amod//15 uppdrag//NN|NEU|SIN|IND|NOM//nmod//12 som//KN//mark//17 statsråd//NN|NEU|PLU|IND|NOM//nmod//15 eller//KN//cc//19 anställning//NN|UTR|SIN|IND|NOM//conj//17 som//KN//mark//21 statssekreterare//NN|UTR|SIN|IND|NOM//conj//17 ,//MID//punct//5 inom//PP//case//28 ramen//NN|UTR|SIN|DEF|NOM//fixed//23 för//PP//fixed//23 det//DT|NEU|SIN|DEF//det//28 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//5 ,//MID//punct//32 den//DT|UTR|SIN|DEF//det//32 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 anställningen//NN|UTR|SIN|DEF|NOM//conj//5 eller//KN//cc//34 näringsverksamheten//NN|UTR|SIN|DEF|NOM//conj//32 ,//MID//punct//5 inte//AB//advmod//38 får//VB|PRS|AKT//aux//38 befatta//VB|INF|AKT//ccomp//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//38 med//PP//case//44 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 särskilt//AB//advmod//43 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//44 frågor//NN|UTR|PLU|IND|NOM//obl//38 eller//KN//cc//46 områden//NN|NEU|PLU|IND|NOM//conj//44 .//MAD//punct//2
1.1 Förslag till lag om restriktioner vid statsråds och statssekreterares övergångar till annan än statlig verksamhet / Definitioner;Med//PP//case//1 annan//JJ|POS|UTR|SIN|IND|NOM//obl//5 än//KN//case//4 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//4 verksamhet//NN|UTR|SIN|IND|NOM//nmod//1 avses//VB|PRS|SFO//ROOT//5 all//DT|UTR|SIN|IND/DEF//det//7 verksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//5 där//HA//advmod//12 staten//NN|UTR|SIN|DEF|NOM//nsubj//12 inte//AB//advmod//12 är//VB|PRS|AKT//cop//12 huvudman//NN|UTR|SIN|IND|NOM//acl:relcl//7 .//MAD//punct//5
1.1 Förslag till lag om restriktioner vid statsråds och statssekreterares övergångar till annan än statlig verksamhet / Definitioner;Bolag//NN|NEU|PLU|IND|NOM//parataxis//5 som//HP|-|-|-//mark//19 helt//AB|POS//advmod//19 eller//KN//cc//19 delvis//AB//advmod//19 ägs//VB|PRS|SFO//acl:relcl//14 av//PP//case//21 staten//NN|UTR|SIN|DEF|NOM//obl:agent//19 anses//VB|PRS|SFO//conj//5 i//PP//case//25 denna//DT|UTR|SIN|DEF//det//25 lag//NN|UTR|SIN|IND|NOM//obl//22 utgöra//VB|INF|AKT//conj//5 annan//JJ|POS|UTR|SIN|IND|NOM//xcomp//26 än//KN//case//30 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//30 verksamhet//NN|UTR|SIN|IND|NOM//nmod//27 .//MAD//punct//5
1.1 Förslag till lag om restriktioner vid statsråds och statssekreterares övergångar till annan än statlig verksamhet / Definitioner;Med//PP//case//1 näringsverksamhet//NN|UTR|SIN|IND|NOM//obl//2 avses//VB|PRS|SFO//ROOT//2 förvärvsverksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//2 som//HP|-|-|-//nsubj:pass//5 bedrivs//VB|PRS|SFO//acl:relcl//3 yrkesmässigt//AB|POS//advmod//5 och//KN//cc//8 självständigt//AB|POS//conj//6 .//MAD//punct//2
1.1 Förslag till lag om restriktioner vid statsråds och statssekreterares övergångar till annan än statlig verksamhet / Definitioner;Med//PP//case//1 nämnd//NN|UTR|SIN|IND|NOM//obl//2 avses//VB|PRS|SFO//ROOT//2 det//DT|NEU|SIN|DEF//det//5 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//5 prövningsorgan//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 som//HP|-|-|-//nsubj:pass//8 ska//VB|PRS|AKT//aux//8 finnas//VB|INF|SFO//acl:relcl//5 enligt//PP//case//11 9//RG|NOM//nummod//11 §//NN|AN//obl//8 .//MAD//punct//2

1.1 Förslag till lag om restriktioner vid statsråds och statssekreterares övergångar till annan än statlig verksamhet / Övergångsrestriktioner;3//RG|NOM//nummod//1 §//NN|AN//nmod//3  //_SP////1 Nämnden//NN|UTR|SIN|DEF|NOM//obl//30 kan//VB|PRS|AKT//aux//30 för//PP//case//7 ett//DT|NEU|SIN|IND//det//7 statsråd//NN|NEU|SIN|IND|NOM//obl//30 eller//KN//cc//10 en//DT|UTR|SIN|IND//det//10 statssekreterare//NN|UTR|SIN|IND|NOM//conj//7 som//HP|-|-|-//nsubj//12 avser//VB|PRS|AKT//acl:relcl//10 att//IE//mark//14 börja//VB|INF|AKT//xcomp//12 ett//DT|NEU|SIN|IND//det//17 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//17 uppdrag//NN|NEU|SIN|IND|NOM//obj//14 eller//KN//cc//21 en//DT|UTR|SIN|IND//det//21 ny//JJ|POS|UTR|SIN|IND|NOM//amod//21 anställning//NN|UTR|SIN|IND|NOM//conj//17 i//PP//case//26 annan//JJ|POS|UTR|SIN|IND|NOM//fixed//22 än//KN//case//26 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//26 verksamhet//NN|UTR|SIN|IND|NOM//nmod//21 eller//KN//cc//28 etablera//VB|INF|AKT//conj//14 näringsverksamhet//NN|UTR|SIN|IND|NOM//obj//28 meddela//VB|INF|AKT//ROOT//30 en//DT|UTR|SIN|IND//det//32 övergångsrestriktion//NN|UTR|SIN|IND|NOM//obj//30 i//PP//case//36 form//NN|UTR|SIN|IND|NOM//fixed//33 av//PP//fixed//33 karenstid//NN|UTR|SIN|IND|NOM//obl//30 eller//KN//cc//38 ämnesrestriktion//NN|UTR|SIN|IND|NOM//conj//36 .//MAD//punct//30
1.1 Förslag till lag om restriktioner vid statsråds och statssekreterares övergångar till annan än statlig verksamhet / Övergångsrestriktioner;Karenstid//NN|UTR|SIN|IND|NOM//nsubj:pass//4 och//KN//cc//2 ämnesrestriktion//NN|UTR|SIN|IND|NOM//conj//0 kan//VB|PRS|AKT//aux//4 kombineras//VB|INF|SFO//ROOT//4 .//MAD//punct//4
