Kommitténs uppdrag och utgångspunkter för förslagen;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//6 för//PP//case//3 teknologisk//JJ|POS|UTR|SIN|IND|NOM//amod//3 innovation//NN|UTR|SIN|IND|NOM//nmod//0 och//KN//cc//5 etik//NN|UTR|SIN|IND|NOM//conj//3 arbetar//VB|PRS|AKT//ROOT//6 med//PP//mark//9 att//IE//mark//9 skapa//VB|INF|AKT//advcl//6 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 förutsättningar//NN|UTR|PLU|IND|NOM//obj//9 för//PP//case//13 innovation//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//15 konkurrenskraft//NN|UTR|SIN|IND|NOM//conj//13 ,//MID//punct//9 samtidigt//AB//advmod//19 som//HA//case//19 utveckling//NN|UTR|SIN|IND|NOM//obl//9 och//KN//cc//21 spridning//NN|UTR|SIN|IND|NOM//conj//19 av//PP//case//24 ny//JJ|POS|UTR|SIN|IND|NOM//amod//24 teknik//NN|UTR|SIN|IND|NOM//nmod//21 ska//VB|PRS|AKT//aux//26 ske//VB|INF|AKT//conj//6 tryggt//AB|POS//advmod//26 ,//MID//punct//29 säkert//AB|POS//conj//27 och//KN//cc//34 med//PP//case//34 ett//DT|NEU|SIN|IND//det//34 långsiktigt//JJ|POS|NEU|SIN|IND|NOM//amod//34 samhällsperspektiv//NN|NEU|SIN|IND|NOM//conj//27 .//MAD//punct//6
Om antalsberäkning;I//PP//case//37 detta//DT|NEU|SIN|DEF//det//37 tidiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 läge//NN|NEU|SIN|IND|NOM//obl//38 behövs//VB|PRS|SFO//conj//27 en//DT|UTR|SIN|IND//det//40 uppfattning//NN|UTR|SIN|IND|NOM//nsubj:pass//38 om//PP//case//44 antal//NN|NEU|PLU|IND|NOM//nmod//44 möjliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 forskningspersoner//NN|UTR|PLU|IND|NOM//nmod//40 ,//MID//punct//38 men//KN//cc//50 inte//AB//advmod//48 vilka//HP|UTR/NEU|PLU|IND//det//49 personerna//NN|UTR|PLU|DEF|NOM//nsubj//50 är//VB|PRS|AKT//conj//38 och//KN//cc//55 inte//AB//advmod//55 heller//AB//advmod//55 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 information//NN|UTR|SIN|IND|NOM//conj//50 om//PP//case//58 varje//DT|UTR/NEU|SIN|IND//det//58 individ//NN|UTR|SIN|IND|NOM//nmod//55 .//MAD//punct//27
Om antalsberäkning;För//PP//mark//3 att//IE//mark//3 kunna//VB|INF|AKT//aux//3 göra//VB|INF|AKT//advcl//5 antalsberäkning//NN|UTR|SIN|IND|NOM//obj//3 behövs//VB|PRS|SFO//ROOT//5 behandling//NN|UTR|SIN|IND|NOM//nsubj:pass//5 av//PP//case//8 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//6 som//HP|-|-|-//nsubj//11 ofta//AB|POS//advmod//11 rör//VB|PRS|AKT//acl:relcl//8 en//DT|UTR|SIN|IND//det//14 persons//NN|UTR|SIN|IND|GEN//nmod:poss//14 hälsa//NN|UTR|SIN|IND|NOM//obj//11 ,//MID//punct//16 något//PN|NEU|SIN|IND|SUB/OBJ//conj//5 som//HP|-|-|-//fixed//16 enligt//PP//case//19 EU//PM|NOM//nmod//16 ://MID//punct//19 s//NN|NEU|SIN|IND|GEN//case//22 dataskyddsförordning//NN|UTR|SIN|IND|NOM//nsubj:pass//5 (//PAD//punct//22 EU//PM|NOM//appos//22 2016/679//RG|NOM//nummod//24 )//PAD//punct//22 betraktas//VB|PRS|SFO//conj//5 som//KN//mark//30 känsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 personuppgifter//NN|UTR|PLU|IND|NOM//xcomp//27 .//MAD//punct//5
Om antalsberäkning;I//PP//case//35 en//DT|UTR|SIN|IND//det//34 vårdgivares//NN|UTR|SIN|IND|GEN//nmod:poss//35 verksamhet//NN|UTR|SIN|IND|NOM//obl//41 kan//VB|PRS|AKT//aux//41 dessa//DT|UTR/NEU|PLU|DEF//det//38 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//41 till//PP//advmod//41 exempel//NN|NEU|SIN|IND|NOM//fixed//39 finnas//VB|INF|SFO//conj//5 i//PP//case//43 patientjournaler//NN|UTR|PLU|IND|NOM//obl//41 eller//KN//cc//46 i//PP//case//46 kvalitetsregister//NN|NEU|SIN|IND|NOM//conj//43 .//MAD//punct//5
Om antalsberäkning;Bland//PP//case//1 de//PN|UTR/NEU|PLU|DEF|SUB//obl//7 som//HP|-|-|-//nsubj//3 har//VB|PRS|AKT//acl:relcl//1 behov//NN|NEU|SIN|IND|NOM//obj//3 av//PP//case//6 antalsberäkning//NN|UTR|SIN|IND|NOM//nmod//4 finns//VB|PRS|SFO//ROOT//7 universitet//NN|NEU|PLU|IND|NOM//nsubj//7 och//KN//cc//10 högskolor//NN|UTR|PLU|IND|NOM//conj//8 ,//MID//punct//13 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 myndigheter//NN|UTR|PLU|IND|NOM//conj//8 ,//MID//punct//15 kommuner//NN|UTR|PLU|IND|NOM//conj//8 och//KN//cc//17 regioner//NN|UTR|PLU|IND|NOM//conj//8 samt//KN//cc//19 företag//NN|NEU|PLU|IND|NOM//conj//8 ,//MID//punct//8 särskilt//AB//advmod//22 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//7 som//HP|-|-|-//nsubj//25 är//VB|PRS|AKT//cop//25 inriktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//22 på//PP//case//27 läkemedel//NN|NEU|PLU|IND|NOM//obl//25 och//KN//cc//30 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//30 teknik//NN|UTR|SIN|IND|NOM//conj//27 .//MAD//punct//7
Om antalsberäkning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//36 har//VB|PRS|AKT//aux//36 inte//AB//advmod//36 varit//VB|SUP|AKT//cop//36 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//7 att//IE//mark//38 få//VB|INF|AKT//csubj//36 fram//PL//compound:prt//38 exakt//JJ|POS|UTR|SIN|IND|NOM//advmod//41 uppgift//NN|UTR|SIN|IND|NOM//obj//38 över//PP//mark//47 hur//HA//advmod//44 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 antalsberäkningar//NN|UTR|PLU|IND|NOM//dislocated//47 som//HP|-|-|-//nsubj:pass//47 görs//VB|PRS|SFO//acl//41 ,//MID//punct//50 bland//PP//case//50 annat//PN|NEU|SIN|IND|SUB/OBJ//obl//47 eftersom//SN//mark//53 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//53 saknas//VB|PRS|SFO//advcl//47 sammanhållen//PC|PRF|UTR|SIN|IND|NOM//amod//55 statistik//NN|UTR|SIN|IND|NOM//nsubj:pass//53 och//KN//cc//63 för//PP//mark//63 att//SN//fixed//57 förfrågningar//NN|UTR|PLU|IND|NOM//nsubj:pass//63 om//PP//case//62 kliniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 studier//NN|UTR|PLU|IND|NOM//nmod//59 görs//VB|PRS|SFO//conj//47 på//PP//case//67 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 sätt//NN|NEU|PLU|IND|NOM//obl//63 .//MAD//punct//7
Om antalsberäkning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 problem//NN|NEU|PLU|IND|NOM//nsubj//1 med//PP//case//6 den//DT|UTR|SIN|DEF//det//6 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 ordningen//NN|UTR|SIN|DEF|NOM//obl//1 ,//MID//punct//1 eftersom//SN//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//10 råder//VB|PRS|AKT//advcl//1 osäkerhet//NN|UTR|SIN|IND|NOM//obj//10 om//PP//mark//15 huruvida//SN//mark//15 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//15 finns//VB|PRS|SFO//advcl//10 rättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//17 stöd//NN|NEU|SIN|IND|NOM//nsubj//15 för//PP//case//20 den//DT|UTR|SIN|DEF//det//20 personuppgiftsbehandling//NN|UTR|SIN|IND|NOM//obl//15 som//HP|-|-|-//nsubj//22 sker//VB|PRS|AKT//acl:relcl//20 vid//PP//case//24 antalsberäkning//NN|UTR|SIN|IND|NOM//obl//22 .//MID//punct//1
Om antalsberäkning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//30 har//VB|PRS|AKT//aux//30 bland//PP//advmod//30 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//28 lyfts//VB|PRS|SFO//parataxis//1 i//PP//case//33 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 strategi//NN|UTR|SIN|IND|NOM//obl//30 för//PP//case//35 life//UO//nmod//33 science//UO//xcomp//30 och//KN//cc//38 hälsa//NN|UTR|SIN|IND|NOM//conj//36 samt//KN//cc//41 av//PP//case//41 Vetenskapsrådet//NN|NEU|SIN|DEF|NOM//conj//36 .//MAD//punct//30
Om antalsberäkning;Kontakter//NN|UTR|PLU|IND|NOM//nsubj//46 under//PP//case//45 utredningstiden//NN|UTR|SIN|DEF|NOM//nmod//43 ger//VB|PRS|AKT//parataxis//30 vid//PP//case//48 handen//NN|UTR|SIN|DEF|NOM//obl//46 att//SN//mark//53 regioner//NN|UTR|PLU|IND|NOM//nsubj//53 och//KN//cc//52 vårdgivare//NN|UTR|PLU|IND|NOM//conj//50 hanterar//VB|PRS|AKT//ccomp//46 förfrågningar//NN|UTR|PLU|IND|NOM//obj//53 om//PP//case//53 ,//MID//punct//53 och//KN//cc//58 utförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//53 av//PP//case//61 ,//MID//punct//61 antalsberäkning//NN|UTR|SIN|IND|NOM//nmod//58 på//PP//case//65 lite//AB|POS//advmod//64 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 sätt//NN|NEU|PLU|IND|NOM//nmod//61 .//MAD//punct//30

Etiska aspekter;Flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//1 intressenter//NN|UTR|PLU|IND|NOM//nsubj:pass//2 berörs//VB|PRS|SFO//ROOT//2 av//PP//case//4 personuppgiftsbehandling//NN|UTR|SIN|IND|NOM//obl:agent//2 vid//PP//case//6 antalsberäkning//NN|UTR|SIN|IND|NOM//nmod//4 .//MAD//punct//2
Etiska aspekter;Ömsesidig//JJ|POS|UTR|SIN|IND|NOM//amod//9 förståelse//NN|UTR|SIN|IND|NOM//nsubj:pass//11 kan//VB|PRS|AKT//aux//11 skapas//VB|INF|SFO//parataxis//2 genom//PP//mark//14 att//IE//mark//14 involvera//VB|INF|AKT//advcl//11 intressenterna//NN|UTR|PLU|DEF|NOM//obj//14 i//PP//case//17 processen//NN|UTR|SIN|DEF|NOM//nmod//15 med//PP//mark//20 att//IE//mark//20 utarbeta//VB|INF|AKT//advcl//14 ett//DT|NEU|SIN|IND//det//22 förslag//NN|NEU|SIN|IND|NOM//obj//20 till//PP//case//25 ändrat//PC|PRF|NEU|SIN|IND|NOM//amod//25 regelverk//NN|NEU|SIN|IND|NOM//nmod//22 för//PP//case//27 antalsberäkning//NN|UTR|SIN|IND|NOM//nmod//25 och//KN//cc//31 då//AB//advmod//31 vara//VB|INF|AKT//cop//31 noga//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//20 med//PP//mark//39 att//SN//mark//39 så//AB//advmod//35 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 röster//NN|UTR|PLU|IND|NOM//nsubj//39 som//KN//mark//38 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//36 kommer//VB|PRS|AKT//advcl//31 till//PP//compound:prt//39 tals//NN|NEU|SIN|IND|GEN//fixed//40 och//KN//cc//46 att//SN//mark//46 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 perspektiv//NN|NEU|PLU|IND|NOM//nsubj:pass//46 belyses//VB|PRS|SFO//conj//39 .//MID//punct//2
Etiska aspekter;Dessutom//AB//advmod//49 behövs//VB|PRS|SFO//parataxis//2 ett//DT|NEU|SIN|IND//det//52 gott//JJ|POS|NEU|SIN|IND|NOM//amod//52 informations-//NN|UTR|-|-|SMS//nsubj:pass//49 och//KN//cc//54 kommunikationsarbete//NN|NEU|SIN|IND|NOM//conj//52 vid//PP//case//58 en//DT|UTR|SIN|IND//det//58 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//58 förändring//NN|UTR|SIN|IND|NOM//obl//49 av//PP//case//61 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 regler//NN|UTR|PLU|IND|NOM//nmod//58 om//PP//case//63 personuppgiftsbehandling//NN|UTR|SIN|IND|NOM//nmod//61 inom//PP//case//65 hälso-//NN|UTR|-|-|SMS//nmod//63 och//KN//cc//67 sjukvården//NN|UTR|SIN|DEF|NOM//conj//65 .//MAD//punct//49
Etiska aspekter;En//DT|UTR|SIN|IND//det//1 rad//NN|UTR|SIN|IND|NOM//nmod//3 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 värden//NN|NEU|PLU|IND|NOM//nsubj:pass//8 för//PP//case//6 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 intressenter//NN|UTR|PLU|IND|NOM//nmod//3 behöver//VB|PRS|AKT//aux//8 beaktas//VB|INF|SFO//ROOT//8 .//MAD//punct//8
Etiska aspekter;Ett//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//23 av//PP//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 mest//AB|SUV//advmod//14 uppenbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//10 är//VB|PRS|AKT//cop//10 att//IE//mark//17 värna//VB|INF|AKT//acl//10 integriteten//NN|UTR|SIN|DEF|NOM//obj//17 hos//PP//case//22 den//DT|UTR|SIN|DEF//det//22 vars//HS|DEF//nmod:poss//22 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//18 behandlas//VB|PRS|SFO//parataxis//8 .//MID//punct//23
Etiska aspekter;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 värden//NN|NEU|PLU|IND|NOM//nsubj//28 är//VB|PRS|AKT//cop//28 autonomi//NN|UTR|SIN|IND|NOM//parataxis//23 och//KN//cc//30 människovärde//NN|NEU|SIN|IND|NOM//conj//28 .//MAD//punct//23
