Sammanfattning av uppdraget (1);En//DT|UTR|SIN|IND//det//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//nsubj:pass//3 tillkallas//VB|PRS|SFO//ROOT//3 för//PP//mark//6 att//IE//mark//6 utreda//VB|INF|AKT//advcl//3 frågan//NN|UTR|SIN|DEF|NOM//obj//6 om//PP//case//11 en//DT|UTR|SIN|IND//det//11 sammanhållen//PC|PRF|UTR|SIN|IND|NOM//amod//11 rovdjurspolitik//NN|UTR|SIN|IND|NOM//nmod//7 .//MAD//punct//3
Mål och riktlinjer för naturvårdsarbetet;Enligt//PP//case//86 4//RG|NOM//nummod//85 §//NN|AN//nmod//86 jaktlagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//90 (//PAD//punct//88 1987:259//RG|NOM//appos//86 )//PAD//punct//88 stadgas//VB|PRS|SFO//advcl//63 att//SN//mark//94 viltet//NN|NEU|SIN|DEF|NOM//nsubj:pass//94 skall//VB|PRS|AKT//aux//94 vårdas//VB|INF|SFO//ccomp//90 i//PP//case//96 syfte//NN|NEU|SIN|IND|NOM//obl//94 att//IE//mark//98 bevara//VB|INF|AKT//acl//96 de//DT|UTR/NEU|PLU|DEF//det//100 viltarter//NN|UTR|PLU|IND|NOM//obj//98 som//HP|-|-|-//nsubj//102 tillhör//VB|PRS|AKT//acl:relcl//100 landets//NN|NEU|SIN|DEF|GEN//nmod:poss//104 viltbestånd//NN|NEU|SIN|IND|NOM//obj//102 och//KN//cc//107 att//IE//mark//107 främja//VB|INF|AKT//conj//102 en//PN|UTR|SIN|IND|SUB/OBJ//obj//107 med//PP//case//110 hänsyn//NN|UTR|SIN|IND|NOM//obl//107 till//PP//case//115 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//115 och//KN//cc//114 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//112 intressen//NN|NEU|PLU|IND|NOM//obl//107 lämplig//JJ|POS|UTR|SIN|IND|NOM//amod//117 utveckling//NN|UTR|SIN|IND|NOM//obj//107 av//PP//case//119 viltstammarna//NN|UTR|PLU|DEF|NOM//nmod//117 .//MAD//punct//90
Mål och riktlinjer för naturvårdsarbetet;Säkerställandet//NN|NEU|SIN|DEF|NOM//appos//90 av//PP//case//126 de//DT|UTR/NEU|PLU|DEF//det//126 fyra//RG|NOM//nummod//126 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//126 rovdjursarterna//NN|UTR|PLU|DEF|NOM//nmod//121 ,//MID//punct//121 dvs//AB|AN//advmod//129 björn//NN|UTR|SIN|IND|NOM//nsubj//136 ,//MID//punct//131 varg//NN|UTR|SIN|IND|NOM//conj//129 ,//MID//punct//133 järv//NN|UTR|SIN|IND|NOM//conj//129 och//KN//cc//135 lo//NN|UTR|SIN|IND|NOM//conj//129 sker//VB|PRS|AKT//conj//90 bl.a.//AB|AN//advmod//136 genom//PP//case//139 restriktivitet//NN|UTR|SIN|IND|NOM//obl//136 i//PP//advmod//136 fråga//NN|UTR|SIN|IND|NOM//fixed//140 om//PP//mark//144 att//IE//mark//144 tillåta//VB|INF|AKT//advcl//136 jakt//NN|UTR|SIN|IND|NOM//obj//144 .//MAD//punct//90
Mål och riktlinjer för naturvårdsarbetet;Fasta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//148 rovdjursstammar//NN|UTR|PLU|IND|NOM//nsubj//149 orsakar//VB|PRS|AKT//advcl//90 emellertid//AB//advmod//149 skador//NN|UTR|PLU|IND|NOM//obj//149 för//PP//case//154 bl.a.//AB|AN//advmod//154 tamdjursskötseln//NN|UTR|SIN|DEF|NOM//obl//149 och//KN//cc//158 då//AB//advmod//158 främst//AB|SUV//advmod//158 renskötseln//NN|UTR|SIN|DEF|NOM//conj//154 .//MAD//punct//90
Mål och riktlinjer för naturvårdsarbetet;För//PP//mark//162 att//IE//mark//162 ge//VB|INF|AKT//advcl//90 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//162 som//HP|-|-|-//nsubj//165 bedriver//VB|PRS|AKT//acl:relcl//163 tamdjursskötsel//NN|NEU|SIN|IND|NOM//obj//165 möjlighet//NN|UTR|SIN|IND|NOM//obj//165 att//IE//mark//169 skydda//VB|INF|AKT//acl//167 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//171 intressen//NN|NEU|PLU|IND|NOM//obj//169 finns//VB|PRS|SFO//ccomp//162 i//PP//case//175 jaktlagen//NN|UTR|SIN|DEF|NOM//nmod//175 bestämmelser//NN|UTR|PLU|IND|NOM//obl//172 som//HP|-|-|-//nsubj//177 innebär//VB|PRS|AKT//acl:relcl//175 att//SN//mark//183 jakt//NN|UTR|SIN|IND|NOM//nsubj:pass//183 på//PP//case//181 rovdjur//NN|NEU|PLU|IND|NOM//nmod//179 kan//VB|PRS|AKT//aux//183 tillåtas//VB|INF|SFO//ccomp//177 under//PP//case//187 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//187 bestämda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//187 förutsättningar//NN|UTR|PLU|IND|NOM//obl//183 ,//MID//punct//187 bl.a.//AB|AN//advmod//183 för//PP//mark//192 att//IE//mark//192 förhindra//VB|INF|AKT//advcl//183 allvarlig//JJ|POS|UTR|SIN|IND|NOM//amod//194 skada//NN|UTR|SIN|IND|NOM//obj//192 på//PP//case//196 boskap//NN|UTR|SIN|IND|NOM//obl//192 .//MAD//punct//1

Bakgrund;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 rovdjurspolitiken//NN|UTR|SIN|DEF|NOM//nsubj//3 omfattar//VB|PRS|AKT//ROOT//3 ett//DT|NEU|SIN|IND//det//6 stort//JJ|POS|NEU|SIN|IND|NOM//amod//6 antal//NN|NEU|SIN|IND|NOM//nmod//7 frågor//NN|UTR|PLU|IND|NOM//obj//3 ,//MID//punct//10 alltifrån//PP//case//10 jaktregler//NN|UTR|PLU|IND|NOM//conj//7 och//KN//cc//12 åtaganden//NN|NEU|PLU|IND|NOM//conj//10 internationellt//AB|POS//advmod//3 till//PP//case//15 ersättning//NN|UTR|SIN|IND|NOM//obl//3 för//PP//case//18 rovdjursskadad//PC|PRF|UTR|SIN|IND|NOM//amod//18 egendom//NN|UTR|SIN|IND|NOM//nmod//15 .//MAD//punct//3
Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//3 fyra//RG|NOM//nummod//3 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 rovdjursarterna//NN|UTR|PLU|DEF|NOM//nsubj//6 samt//KN//cc//6 örnarterna//NN|UTR|PLU|DEF|NOM//nsubj//6 utgör//VB|PRS|AKT//ROOT//6 värdefulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 inslag//NN|NEU|PLU|IND|NOM//obj//6 i//PP//case//11 vår//PS|UTR|SIN|DEF//nmod:poss//11 fauna//NN|UTR|SIN|IND|NOM//obl//6 och//KN//cc//16 är//VB|PRS|AKT//cop//16 även//AB//advmod//16 internationellt//AB|POS//advmod//16 betydelsefulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//6 .//MAD//punct//16
Bakgrund;Sverige//PM|NOM//nsubj//19 har//VB|PRS|AKT//aux//44 genom//PP//case//21 konventionen//NN|UTR|SIN|DEF|NOM//obl//19 den//DT|UTR|SIN|DEF//det//23 19//RG|NOM//nummod//24 september//NN|UTR|SIN|IND|NOM//obl//19 1979//RG|NOM//nummod//24 om//PP//case//27 skydd//NN|NEU|SIN|IND|NOM//obl//19 av//PP//case//31 europeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 vilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 djur//NN|NEU|PLU|IND|NOM//nmod//27 och//KN//cc//33 växter//NN|UTR|PLU|IND|NOM//conj//31 samt//KN//cc//37 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//37 naturliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 miljö//NN|UTR|SIN|IND|NOM//conj//31 ,//MID//punct//39 Bernkonventionen//NN|UTR|SIN|DEF|NOM//conj//31 (//PAD//punct//39 SÖ//PM|NOM//nmod//42 1983:30//RG|NOM//nmod//39 )//PAD//punct//19 åtagit//VB|SUP|AKT//conj//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//44 att//IE//mark//47 skydda//VB|INF|AKT//xcomp//44 bl.a.//AB|AN//advmod//47 de//DT|UTR/NEU|PLU|DEF//det//52 fyra//RG|NOM//nummod//52 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 rovdjuren//NN|NEU|PLU|DEF|NOM//obj//47 och//KN//cc//54 örnarterna//NN|UTR|PLU|DEF|NOM//conj//52 .//MAD//punct//44
Bakgrund;Genom//PP//case//58 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//58 direktiv//NN|NEU|SIN|IND|NOM//obl//100 92/43//RG|NOM//conj//58 ///MID//cc//61 EEG//NN|AN//nmod//59 av//PP//case//65 den//DT|UTR|SIN|DEF//det//65 21//RG|NOM//nummod//65 maj//NN|UTR|SIN|IND|NOM//nmod//59 1992//RG|NOM//nummod//65 om//PP//case//68 bevarande//NN|NEU|SIN|IND|NOM//nmod//65 av//PP//case//70 livsmiljöer//NN|UTR|PLU|IND|NOM//nmod//68 samt//KN//cc//73 vilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 djur//NN|NEU|PLU|IND|NOM//conj//70 och//KN//cc//75 växter//NN|UTR|PLU|IND|NOM//conj//73 (//PAD//punct//77 art-//NN|UTR|-|-|SMS//conj//70 och//KN//cc//79 habitatdirektivet//NN|NEU|SIN|DEF|NOM//conj//77 )//PAD//punct//70 samt//KN//cc//84 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//83 direktiv//NN|NEU|PLU|IND|NOM//amod//84 79/409//RG|NOM//conj//59 ///MID//cc//86 EEG//NN|AN//conj//84 av//PP//case//90 den//DT|UTR|SIN|DEF//det//90 2//RO|NOM//nummod//90 april//NN|UTR|SIN|IND|NOM//nmod//84 1979//RG|NOM//nummod//90 om//PP//case//93 bevarande//NN|NEU|SIN|IND|NOM//nmod//90 av//PP//case//96 vilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 fåglar//NN|UTR|PLU|IND|NOM//nmod//93 (//PAD//punct//96 fågeldirektivet//NN|NEU|SIN|DEF|NOM//appos//96 )//PAD//punct//96 åläggs//VB|PRS|SFO//conj//44 medlemsstaterna//NN|UTR|PLU|DEF|NOM//iobj//100 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//103 skyldighet//NN|UTR|SIN|IND|NOM//obj//100 att//IE//mark//105 förbjuda//VB|INF|AKT//acl//103 avsiktlig//JJ|POS|UTR|SIN|IND|NOM//amod//107 fångst//NN|UTR|SIN|IND|NOM//obj//105 och//KN//cc//110 avsiktligt//JJ|POS|NEU|SIN|IND|NOM//advmod//110 dödande//NN|NEU|SIN|IND|NOM//conj//107 av//PP//case//113 bl.a.//AB|AN//advmod//113 varg//NN|UTR|SIN|IND|NOM//nmod//110 ,//MID//punct//115 björn//NN|UTR|SIN|IND|NOM//conj//113 ,//MID//punct//117 lo//NN|UTR|SIN|IND|NOM//conj//113 och//KN//cc//119 kungsörn//NN|UTR|SIN|IND|NOM//conj//113 .//MAD//punct//44
Bakgrund;Sveriges//PM|GEN//nmod:poss//123 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//123 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//129 beträffande//PP//case//125 jakt//NN|UTR|SIN|IND|NOM//nmod//123 på//PP//case//127 rovdjur//NN|NEU|PLU|IND|NOM//nmod//125 har//VB|PRS|AKT//aux//129 anpassats//VB|SUP|SFO//advcl//44 efter//PP//case//132 dessa//DT|UTR/NEU|PLU|DEF//det//132 regler//NN|UTR|PLU|IND|NOM//obl//129 .//MAD//punct//6
Bakgrund;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 naturvårdsverk//NN|NEU|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 central//JJ|POS|UTR|SIN|IND|NOM//amod//4 tillsynsmyndighet//NN|UTR|SIN|IND|NOM//ROOT//4 för//PP//case//6 jakt-//NN|NEU|-|-|SMS//nmod//4 och//KN//cc//8 faunavårdsfrågor//NN|UTR|PLU|IND|NOM//conj//6 .//MAD//punct//4
Bakgrund;Naturvårdsverket//NN|NEU|SIN|DEF|NOM//nsubj//11 handlägger//VB|PRS|AKT//parataxis//4 frågor//NN|UTR|PLU|IND|NOM//obj//11 som//HP|-|-|-//nsubj//14 rör//VB|PRS|AKT//acl:relcl//12 rovdjursförekomst//NN|UTR|SIN|IND|NOM//obj//14 och//KN//cc//17 tillstånd//NN|NEU|SIN|IND|NOM//conj//15 till//PP//case//19 jakt//NN|UTR|SIN|IND|NOM//obl//14 efter//PP//case//21 rovdjur//NN|NEU|PLU|IND|NOM//nmod//19 .//MAD//punct//4
Bakgrund;Rovdjurens//NN|NEU|PLU|DEF|GEN//nmod:poss//1 antal//NN|NEU|SIN|IND|NOM//nsubj//7 och//KN//cc//3 utbredning//NN|UTR|SIN|IND|NOM//conj//1 har//VB|PRS|AKT//aux//7 under//PP//case//6 åren//NN|NEU|PLU|DEF|NOM//obl//7 genomgått//VB|SUP|AKT//advcl//29 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 och//KN//cc//10 snabba//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//8 förändringar//NN|UTR|PLU|IND|NOM//obj//7 .//MAD//punct//11
Bakgrund;Under//PP//case//16 1800-talets//NN|NEU|SIN|DEF|GEN//nmod:poss//16 andra//RO|NOM//amod//16 hälft//NN|UTR|SIN|IND|NOM//obl//17 decimerades//VB|PRT|SFO//conj//7 stammarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//17 i//PP//case//20 Sverige//PM|NOM//obl//17 kraftigt//AB|POS//advmod//17 .//MAD//punct//17
Bakgrund;Även//AB//advmod//25 under//PP//case//25 1900-talet//NN|NEU|SIN|DEF|NOM//obl//7 har//VB|PRS|AKT//aux//29 förändringarna//NN|UTR|PLU|DEF|NOM//nsubj//29 varit//VB|SUP|AKT//cop//29 påtagliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//29 .//MAD//punct//29
Bakgrund;Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//34 fyra//RG|NOM//nummod//34 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 rovdjursarter//NN|UTR|PLU|IND|NOM//nsubj//35 ökar//VB|PRS|AKT//parataxis//29 numera//AB//advmod//35 i//PP//case//38 landet//NN|NEU|SIN|DEF|NOM//obl//35 såväl//KN//advmod//41 till//PP//case//41 antal//NN|NEU|PLU|IND|NOM//obl//35 som//HP|-|-|-//mark//44 i//PP//case//44 utbredning//NN|UTR|SIN|IND|NOM//nmod//41 .//MAD//punct//29
Bakgrund;Antalet//NN|NEU|SIN|DEF|NOM//nmod//48 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 rovdjur//NN|NEU|PLU|IND|NOM//nsubj//54 i//PP//case//50 Sverige//PM|NOM//nmod//48 är//VB|PRS|AKT//cop//54 i//PP//advmod//54 dag//NN|UTR|SIN|IND|NOM//fixed//52 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//29 än//SN//mark//59 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 varit//VB|SUP|AKT//cop//59 någon//DT|UTR|SIN|IND//det//59 gång//NN|UTR|SIN|IND|NOM//advcl//29 sedan//AB//case//62 första//RO|NOM//amod//62 världskriget//NN|NEU|SIN|DEF|NOM//nmod//59 .//MAD//punct//29
Bakgrund;Med//PP//case//2 växande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 rovdjursstammar//NN|UTR|PLU|IND|NOM//obl//3 följer//VB|PRS|AKT//ROOT//3 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//5 skador//NN|UTR|PLU|IND|NOM//obj//3 på//PP//case//7 tamdjur//NN|NEU|PLU|IND|NOM//obl//3 ,//MID//punct//10 främst//AB|SUV//advmod//10 ren//JJ|POS|UTR|SIN|IND|NOM//advcl//3 men//KN//cc//13 också//AB//advmod//13 får//NN|NEU|PLU|IND|NOM//conj//10 och//KN//cc//15 hundar//NN|UTR|PLU|IND|NOM//conj//10 .//MAD//punct//3
Bakgrund;En//DT|UTR|SIN|IND//det//19 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 förutsättning//NN|UTR|SIN|IND|NOM//obj//3 för//PP//mark//23 att//SN//mark//23 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//23 näringsidkare//NN|UTR|PLU|IND|NOM//acl//19 ,//MID//punct//25 lokalbefolkningen//NN|UTR|SIN|DEF|NOM//conj//23 och//KN//cc//27 rovdjuren//NN|NEU|PLU|DEF|NOM//conj//23 skall//VB|PRS|AKT//aux//30 kunna//VB|INF|AKT//aux//30 existera//VB|INF|AKT//conj//3 sida//NN|UTR|SIN|IND|NOM//obj//30 vid//PP//case//33 sida//NN|UTR|SIN|IND|NOM//obl//30 är//VB|PRS|AKT//punct//3 bl.a.//AB|AN//advmod//3 att//SN//mark//42 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//42 om//PP//case//39 skador//NN|UTR|PLU|IND|NOM//nmod//37 och//KN//cc//41 skadeersättningar//NN|UTR|PLU|IND|NOM//conj//39 ges//VB|PRS|SFO//ccomp//3 en//DT|UTR|SIN|IND//det//50 långsiktig//JJ|POS|UTR|SIN|IND|NOM//amod//50 och//KN//cc//48 för//PP//case//48 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//48 parter//NN|UTR|PLU|IND|NOM//obl//49 acceptabel//JJ|POS|UTR|SIN|IND|NOM//amod//50 lösning//NN|UTR|SIN|IND|NOM//obj//42 .//MAD//punct//3
