Del B;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 en//DT|UTR|SIN|IND//det//5 kommunallag//NN|UTR|SIN|IND|NOM//nmod//2 för//PP//case//7 framtiden//NN|UTR|SIN|DEF|NOM//nmod//5
18.1 Nuvarande struktur / 6 kap. Styrelsen och övriga nämnder;Här//AB//advmod//1 finns//VB|PRS|SFO//ROOT//1 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//1 om//PP//case//4 styrelsen//NN|UTR|SIN|DEF|NOM//nmod//2 och//KN//cc//7 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 nämnder//NN|UTR|PLU|IND|NOM//conj//4 .//MAD//punct//1

18.1 Nuvarande struktur / 7 kap. Medbestämmandeformer;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 kapitel//NN|NEU|SIN|IND|NOM//obl//3 finns//VB|PRS|SFO//ROOT//3 en//DT|UTR|SIN|IND//det//5 reglering//NN|UTR|SIN|IND|NOM//nsubj//3 av//PP//case//7 medbestämmandeformer//NN|UTR|PLU|IND|NOM//nmod//5 för//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 anställda//NN|UTR|PLU|IND|NOM//obl//3 genom//PP//case//13 partssammansatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 organ//NN|NEU|PLU|IND|NOM//nmod//10 och//KN//cc//15 närvarorätt//NN|UTR|SIN|IND|NOM//conj//13 för//PP//case//17 personalföreträdare//NN|UTR|PLU|IND|NOM//nmod//15 samt//KN//cc//19 möjligheterna//NN|UTR|PLU|DEF|NOM//conj//17 att//IE//mark//21 inrätta//VB|INF|AKT//acl//19 självförvaltningsorgan//NN|UTR|SIN|DEF|NOM//obj//21 ,//MID//punct//27 vilket//HP|NEU|SIN|IND//nsubj//27 är//VB|PRS|AKT//cop//27 en//DT|UTR|SIN|IND//det//27 form//NN|UTR|SIN|IND|NOM//parataxis//3 av//PP//case//29 brukarinflytande//NN|NEU|SIN|IND|NOM//nmod//27 .//MAD//punct//3

18.1 Nuvarande struktur / 8 kap. Ekonomisk förvaltning;Den//DT|UTR|SIN|DEF//det//2 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 förvaltningen//NN|UTR|SIN|DEF|NOM//nsubj//8 och//KN//cc//4 budgetregleringen//NN|UTR|SIN|DEF|NOM//conj//2 samt//KN//cc//8 bl.a.//AB|AN//advmod//7 självkostnadsprincipen//NN|UTR|SIN|DEF|NOM//nsubj//8 finns//VB|PRS|SFO//ROOT//8 i//PP//case//11 detta//DT|NEU|SIN|DEF//det//11 kapitel//NN|NEU|SIN|IND|NOM//obl//8 .//MAD//punct//8


18.1 Nuvarande struktur / 10 kap. Laglighetsprövning;Här//AB//advmod//1 regleras//VB|PRS|SFO//ROOT//1 överklagandeprocessen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 .//MAD//punct//1

18.2 En ny kommunallag med tydligare och modernare struktur;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj//8 ://MID//punct//1
18.2 En ny kommunallag med tydligare och modernare struktur; //_SP////2 En//DT|UTR|SIN|IND//det//6 ny//JJ|POS|UTR|SIN|IND|NOM//amod//6 kommunallag//NN|UTR|SIN|IND|NOM//nsubj//8 ska//VB|PRS|AKT//aux//8 ersätta//VB|INF|AKT//ROOT//8 den//DT|UTR|SIN|DEF//det//10 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//8 .//MAD//punct//8
18.2 En ny kommunallag med tydligare och modernare struktur;I//PP//case//15 den//DT|UTR|SIN|DEF//det//15 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 kommunallagen//NN|UTR|SIN|DEF|NOM//obl//22 ska//VB|PRS|AKT//aux//22 i//PP//case//21 förhållande//NN|NEU|SIN|IND|NOM//fixed//17 till//PP//fixed//17 den//DT|UTR|SIN|DEF//det//21 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//22 föras//VB|INF|SFO//parataxis//8 in//PL//compound:prt//22 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//25 kapitel//NN|NEU|PLU|IND|NOM//obj//22 som//HP|-|-|-//nsubj//28 ska//VB|PRS|AKT//aux//28 handla//VB|INF|AKT//acl:relcl//25 om//PP//compound:prt//28 de//DT|UTR/NEU|PLU|DEF//det//31 anställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//28 ,//MID//punct//33 medborgarna//NN|UTR|PLU|DEF|NOM//conj//31 ,//MID//punct//36 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//36 samverkan//NN|UTR|SIN|IND|NOM//conj//31 och//KN//cc//38 överlämnande//NN|NEU|SIN|IND|NOM//conj//31 av//PP//case//41 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 angelägenheter//NN|UTR|PLU|IND|NOM//obl//38 .//MAD//punct//8
18.2 En ny kommunallag med tydligare och modernare struktur;Det//DT|NEU|SIN|DEF//det//45 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//45 kapitlet//NN|NEU|SIN|DEF|NOM//nsubj//48 om//PP//case//47 medbestämmandeformer//NN|UTR|PLU|IND|NOM//nmod//45 utgår//VB|PRS|AKT//parataxis//8 och//KN//cc//53 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//53 i//PP//case//52 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//50 förs//VB|PRS|SFO//conj//48 till//PP//case//56 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 kapitel//NN|NEU|PLU|IND|NOM//obl//53 .//MAD//punct//8
18.2 En ny kommunallag med tydligare och modernare struktur;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 föreslagit//VB|SUP|AKT//ROOT//2 ett//DT|NEU|SIN|IND//det//4 antal//NN|NEU|SIN|IND|NOM//nmod//5 ändringar//NN|UTR|PLU|IND|NOM//obj//2 av//PP//case//7 kommunallagen//NN|UTR|SIN|DEF|NOM//nmod//5 .//MAD//punct//2
18.2 En ny kommunallag med tydligare och modernare struktur;Den//DT|UTR|SIN|DEF//det//11 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 kommunallagens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 struktur//NN|UTR|SIN|IND|NOM//nsubj//16 med//PP//case//15 tio//RG|NOM//nummod//15 kapitel//NN|NEU|PLU|IND|NOM//nmod//12 börjar//VB|PRS|AKT//parataxis//2 dock//AB//advmod//16 enligt//PP//case//20 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 mening//NN|UTR|SIN|IND|NOM//obl//16 bli//VB|INF|AKT//advcl//16 alltför//AB//advmod//23 begränsad//PC|PRF|UTR|SIN|IND|NOM//xcomp//21 för//PP//mark//27 att//IE//mark//27 kunna//VB|INF|AKT//aux//27 utvecklas//VB|INF|SFO//advcl//21 ytterligare//AB|KOM//advmod//27 .//MAD//punct//16
18.2 En ny kommunallag med tydligare och modernare struktur;Genom//PP//case//32 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//32 förslag//NN|NEU|SIN|IND|NOM//obl//16 tillförs//VB|PRS|SFO//advcl//16 än//AB//mark//36 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//36 bestämmelser//NN|UTR|PLU|IND|NOM//obl//33 .//MAD//punct//16
18.2 En ny kommunallag med tydligare och modernare struktur;Att//IE//mark//39 föra//VB|INF|AKT//advcl//16 in//PL//compound:prt//39 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//39 i//PP//case//45 den//DT|UTR|SIN|DEF//det//45 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 strukturen//NN|UTR|SIN|DEF|NOM//obl//39 innebär//VB|PRS|AKT//conj//2 att//SN//mark//49 lagen//NN|UTR|SIN|DEF|NOM//nsubj//49 blir//VB|PRS|AKT//ccomp//46 mer//AB|KOM//advmod//51 svårgenomtränglig//JJ|POS|UTR|SIN|IND|NOM//xcomp//49 .//MAD//punct//2
18.2 En ny kommunallag med tydligare och modernare struktur;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 är//VB|PRS|AKT//cop//59 en//DT|UTR|SIN|IND//det//59 olycklig//JJ|POS|UTR|SIN|IND|NOM//amod//59 men//KN//cc//58 naturlig//JJ|POS|UTR|SIN|IND|NOM//conj//56 följd//NN|UTR|SIN|IND|NOM//conj//2 om//SN//mark//63 man//PN|UTR|SIN|IND|SUB//nsubj//63 ska//VB|PRS|AKT//aux//63 fortsätta//VB|INF|AKT//advcl//59 att//IE//mark//65 arbeta//VB|INF|AKT//xcomp//63 i//PP//case//69 den//DT|UTR|SIN|DEF//det//69 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 strukturen//NN|UTR|SIN|DEF|NOM//obl//65 .//MAD//punct//59
18.2 En ny kommunallag med tydligare och modernare struktur;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//72 finns//VB|PRS|SFO//conj//2 också//AB//advmod//72 delar//NN|UTR|PLU|IND|NOM//nsubj//72 och//KN//cc//76 uppbyggnad//NN|UTR|SIN|IND|NOM//conj//74 i//PP//case//80 den//DT|UTR|SIN|DEF//det//80 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 lagen//NN|UTR|SIN|DEF|NOM//obl//72 som//HP|-|-|-//nsubj//83 inte//AB//advmod//83 återspeglar//VB|PRS|AKT//acl:relcl//80 den//DT|UTR|SIN|DEF//det//85 utveckling//NN|UTR|SIN|IND|NOM//obj//83 som//HP|-|-|-//nsubj//87 skett//VB|SUP|AKT//acl:relcl//85 sedan//PP//case//89 ikraftträdandet//NN|NEU|SIN|DEF|NOM//obl//87 .//MID//punct//72
18.2 En ny kommunallag med tydligare och modernare struktur;De//DT|UTR/NEU|PLU|DEF//det//94 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 partiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 reformerna//NN|UTR|PLU|DEF|NOM//nsubj//100 sedan//PP//case//97 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//97 tillkomst//NN|UTR|SIN|IND|NOM//nmod//94 har//VB|PRS|AKT//aux//100 också//AB//advmod//100 påverkat//VB|SUP|AKT//parataxis//72 den//DT|UTR|SIN|DEF//det//103 sammantagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//103 utformningen//NN|UTR|SIN|DEF|NOM//obj//100 av//PP//case//105 lagen//NN|UTR|SIN|DEF|NOM//nmod//103 .//MAD//punct//72
18.2 En ny kommunallag med tydligare och modernare struktur;Lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//108 struktur//NN|UTR|SIN|IND|NOM//nsubj:pass//111 behöver//VB|PRS|AKT//aux//111 därför//AB//advmod//111 ses//VB|INF|SFO//conj//72 över//PL//compound:prt//111 .//MAD//punct//72
18.2 En ny kommunallag med tydligare och modernare struktur;I//PP//case//115 grunden//NN|UTR|SIN|DEF|NOM//obl//72 är//VB|PRS|AKT//cop//119 emellertid//AB//advmod//119 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//119 delar//NN|UTR|PLU|IND|NOM//nsubj//124 av//PP//case//119 den//DT|UTR|SIN|DEF//nsubj//124 fortfarande//AB//advmod//124 väl//AB|POS//advmod//124 uppbyggd//PC|PRF|UTR|SIN|IND|NOM//advcl//72 .//MID//punct//72
18.2 En ny kommunallag med tydligare och modernare struktur;Någon//DT|UTR|SIN|IND//det//129 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//129 lagteknisk//JJ|POS|UTR|SIN|IND|NOM//amod//129 förändring//NN|UTR|SIN|IND|NOM//nsubj//72 i//PP//case//131 likhet//NN|UTR|SIN|IND|NOM//nmod//129 med//PP//case//133 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//129 som//HP|-|-|-//nsubj//135 skedde//VB|PRT|AKT//acl:relcl//133 1977//RG|NOM//nummod//135 då//HA//advmod//140 fyra//RG|NOM//nummod//139 lagar//NN|UTR|PLU|IND|NOM//nsubj//140 blev//VB|PRT|AKT//acl:relcl//129 en//PN|UTR|SIN|IND|SUB/OBJ//xcomp//140 behöver//VB|PRS|AKT//aux//145 därför//AB//advmod//145 inte//AB//advmod//145 göras//VB|INF|SFO//advcl//72 .//MAD//punct//72
18.2 En ny kommunallag med tydligare och modernare struktur;Däremot//AB//advmod//148 finns//VB|PRS|SFO//parataxis//72 enskildheter//NN|UTR|PLU|IND|NOM//nsubj//148 i//PP//case//151 strukturen//NN|UTR|SIN|DEF|NOM//obl//148 som//HP|-|-|-//nsubj//153 behöver//VB|PRS|AKT//acl:relcl//151 förändras//VB|INF|SFO//xcomp//153 som//KN//mark//165 t.ex.//AB|AN//advmod//165 att//SN//mark//165 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//165 i//PP//case//161 7//RG|NOM//nummod//161 kap.//NN|AN//nmod//158 om//SN//mark//165 medbestämmandeformer//NN|UTR|PLU|IND|NOM//nsubj:pass//165 inte//AB//advmod//165 används//VB|PRS|SFO//advcl//154 i//PP//case//170 den//DT|UTR|SIN|DEF//det//170 praktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//170 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//170 verksamheten//NN|UTR|SIN|DEF|NOM//obl//165 i//PP//case//173 den//DT|UTR|SIN|DEF//det//173 utsträckning//NN|UTR|SIN|IND|NOM//obl//165 som//HP|-|-|-//nsubj//175 motiverar//VB|PRS|AKT//acl:relcl//173 ett//DT|NEU|SIN|IND//det//178 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//178 kapitel//NN|NEU|SIN|IND|NOM//obj//175 .//MAD//punct//72
18.2 En ny kommunallag med tydligare och modernare struktur;Förändringsbehovet//NN|NEU|SIN|DEF|NOM//nsubj//181 handlar//VB|PRS|AKT//parataxis//72 dock//AB//advmod//181 framför//PP//case//184 allt//PN|NEU|SIN|IND|SUB/OBJ//obl//181 om//PP//mark//188 att//SN//mark//188 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//188 finns//VB|PRS|SFO//advcl//181 delar//NN|UTR|PLU|IND|NOM//nsubj//188 av//PP//case//193 den//DT|UTR|SIN|DEF//det//193 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//193 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//189 som//HP|-|-|-//nsubj:pass//196 inte//AB//advmod//196 lyfts//VB|PRS|SFO//acl:relcl//193 fram//PL//compound:prt//196 genom//PP//case//201 den//DT|UTR|SIN|DEF//det//201 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//201 kommunallagen//NN|UTR|SIN|DEF|NOM//obl//196 .//MAD//punct//72
18.2 En ny kommunallag med tydligare och modernare struktur;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 i//PP//case//4 avsnitt//NN|NEU|SIN|IND|NOM//nmod//4 4//RG|NOM//obl//1 om//PP//case//7 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 principer//NN|UTR|PLU|IND|NOM//obl//1 för//PP//case//11 den//DT|UTR|SIN|DEF//det//11 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 kommunallagen//NN|UTR|SIN|DEF|NOM//nmod//7 gjort//VB|SUP|AKT//conj//1 bedömningen//NN|UTR|SIN|DEF|NOM//obj//12 att//SN//mark//17 kommunallagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//17 behöver//VB|PRS|AKT//aux//17 utformas//VB|INF|SFO//ccomp//12 så//AB//advmod//17 att//SN//fixed//18 den//PN|UTR|SIN|DEF|SUB/OBJ//det//21 tillgodoser//VB|PRS|AKT//fixed//18 både//KN//cc//23 behovet//NN|NEU|SIN|DEF|NOM//conj//17 av//PP//case//25 effektivitet//NN|UTR|SIN|IND|NOM//nmod//23 och//KN//cc//27 professionalitet//NN|UTR|SIN|IND|NOM//conj//25 i//PP//case//29 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//27 samtidigt//AB//mark//34 som//HA//fixed//30 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//34 ska//VB|PRS|AKT//aux//34 bidra//VB|INF|AKT//acl:relcl//23 till//PP//mark//41 att//SN//mark//41 kommuner//NN|UTR|PLU|IND|NOM//nsubj//41 och//KN//cc//39 landsting//NN|NEU|SIN|IND|NOM//conj//37 kan//VB|PRS|AKT//aux//41 fungera//VB|INF|AKT//advcl//34 som//KN//mark//44 demokratiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 arenor//NN|UTR|PLU|IND|NOM//obl//41 .//MAD//punct//1
18.2 En ny kommunallag med tydligare och modernare struktur;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//48 kan//VB|PRS|AKT//aux//48 konstateras//VB|INF|SFO//parataxis//1 att//SN//mark//53 den//DT|UTR|SIN|DEF//det//52 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 lagen//NN|UTR|SIN|DEF|NOM//nsubj//53 reglerar//VB|PRS|AKT//advcl//48 mycket//AB|POS//advmod//53 kring//PP//case//56 rollen//NN|UTR|SIN|DEF|NOM//obl//53 som//KN//mark//59 demokratisk//JJ|POS|UTR|SIN|IND|NOM//amod//59 arena//NN|UTR|SIN|IND|NOM//nmod//56 medan//SN//case//61 frågor//NN|UTR|PLU|IND|NOM//obl//53 om//PP//case//63 rättssäkerhet//NN|UTR|SIN|IND|NOM//nmod//61 och//KN//cc//69 arbetsgivarrollen//NN|UTR|SIN|DEF|NOM//nsubj//69 är//VB|PRS|AKT//cop//69 mer//AB|KOM//advmod//68 sparsamt//AB|POS//advmod//69 reglerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//53 .//MAD//punct//48
18.2 En ny kommunallag med tydligare och modernare struktur;Ska//VB|PRS|AKT//advmod//75 kommuner//NN|UTR|PLU|IND|NOM//nsubj//75 och//KN//cc//74 landsting//NN|NEU|SIN|IND|NOM//conj//72 fungera//VB|INF|AKT//conj//1 som//KN//mark//78 attraktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 arbetsgivare//NN|UTR|PLU|IND|NOM//obl//75 ,//MID//punct//1 attrahera//VB|INF|AKT//conj//1 alla//DT|UTR/NEU|PLU|IND/DEF//det//84 de//DT|UTR/NEU|PLU|DEF//det//84 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 professioner//NN|UTR|PLU|IND|NOM//obj//80 som//HP|-|-|-//nsubj:pass//86 behövs//VB|PRS|SFO//acl:relcl//84 för//PP//case//90 en//DT|UTR|SIN|IND//det//90 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//90 verksamhet//NN|UTR|SIN|IND|NOM//obl//86 och//KN//cc//92 garantera//VB|INF|AKT//conj//86 en//DT|UTR|SIN|IND//det//95 rättssäker//JJ|POS|UTR|SIN|IND|NOM//amod//95 hantering//NN|UTR|SIN|IND|NOM//obj//92 av//PP//case//97 ärenden//NN|NEU|PLU|IND|NOM//nmod//95 kan//VB|PRS|AKT//aux//101 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//101 behöva//VB|INF|AKT//aux//101 stärkas//VB|INF|SFO//conj//1 i//PP//case//104 dessa//DT|UTR/NEU|PLU|DEF//det//104 avseenden//NN|NEU|PLU|IND|NOM//obl//101 .//MAD//punct//1
18.2 En ny kommunallag med tydligare och modernare struktur;En//DT|UTR|SIN|IND//det//3 ytterligare//AB|KOM//advmod//2 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 aspekt//NN|UTR|SIN|IND|NOM//nsubj//62 på//PP//case//6 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 utformning//NN|UTR|SIN|IND|NOM//nmod//3 är//VB|PRS|AKT//cop//3 att//SN//mark//12 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//12 ska//VB|PRS|AKT//aux//12 vara//VB|INF|AKT//cop//12 utformad//PC|PRF|UTR|SIN|IND|NOM//csubj//3 från//PP//case//15 ett//DT|NEU|SIN|IND//det//15 medborgarperspektiv//NN|NEU|SIN|IND|NOM//obl//12 .//MAD//punct//3
18.2 En ny kommunallag med tydligare och modernare struktur;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//18 ställer//VB|PRS|AKT//parataxis//3 krav//NN|NEU|PLU|IND|NOM//obj//18 på//PP//mark//24 att//SN//mark//24 lagen//NN|UTR|SIN|DEF|NOM//nsubj//24 är//VB|PRS|AKT//cop//24 begriplig//JJ|POS|UTR|SIN|IND|NOM//acl//19 även//AB//advmod//27 för//PP//case//27 personer//NN|UTR|PLU|IND|NOM//obl//24 utan//PP//case//30 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 förkunskaper//NN|UTR|PLU|IND|NOM//nmod//27 .//MAD//punct//18
