Utvärdering av IPRED-lagstiftningen ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 utvärdering//NN|UTR|SIN|IND|NOM//nmod//2 av//PP//case//7 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 lagändringar//NN|UTR|PLU|IND|NOM//nmod//4 som//HP|-|-|-//nsubj//9 gäller//VB|PRS|AKT//acl:relcl//7 skyddet//NN|NEU|SIN|DEF|NOM//obj//9 av//PP//case//13 immateriella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 rättigheter//NN|UTR|PLU|IND|NOM//nmod//10 på//PP//case//15 Internet//NN|NEU|SIN|DEF|NOM//nmod//13
1.1 Bakgrund;Innebörden//NN|UTR|SIN|DEF|NOM//conj//18 av//PP//case//68 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//66 är//VB|PRS|AKT//cop//4 att//SN//mark//87 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//72 domstol//NN|UTR|SIN|IND|NOM//nsubj//87 ,//MID//punct//76 under//PP//case//76 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 förutsättningar//NN|UTR|PLU|IND|NOM//nmod//72 och//KN//cc//79 efter//PP//case//79 ansökan//NN|UTR|SIN|IND|NOM//conj//72 från//PP//case//82 en//DT|UTR|SIN|IND//det//82 rättighetshavare//NN|UTR|SIN|IND|NOM//nmod//79 eller//KN//cc//84 licenstagare//NN|UTR|PLU|IND|NOM//conj//82 ,//MID//punct//72 kan//VB|PRS|AKT//aux//87 ålägga//VB|INF|AKT//csubj//4 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//89 aktörer//NN|UTR|PLU|IND|NOM//obj//87 att//IE//mark//93 till//PP//case//92 sökanden//NN|UTR|SIN|DEF|NOM//obl//93 lämna//VB|INF|AKT//acl//89 ut//PL//compound:prt//93 information//NN|UTR|SIN|IND|NOM//obj//93 om//PP//case//101 intrångsgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//98 varors//NN|UTR|PLU|IND|GEN//nmod:poss//101 och//KN//cc//100 tjänsters//NN|UTR|PLU|IND|GEN//conj//98 ursprung//NN|NEU|SIN|IND|NOM//nmod//95 och//KN//cc//103 distributionsnät//NN|NEU|SIN|IND|NOM//conj//101 (//PAD//punct//106 s.k.//AB|AN//amod//106 informationsföreläggande//NN|NEU|SIN|IND|NOM//appos//103 )//PAD//punct//87 .//MAD//punct//4
1.1 Bakgrund;Vidare//AB|KOM//advmod//112 kan//VB|PRS|AKT//aux//112 domstolen//NN|UTR|SIN|DEF|NOM//nsubj//112 ålägga//VB|INF|AKT//parataxis//4 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//112 som//HP|-|-|-//nsubj//115 begått//VB|SUP|AKT//acl:relcl//113 eller//KN//cc//117 medverkat//VB|SUP|AKT//conj//115 till//PP//compound:prt//117 ett//DT|NEU|SIN|IND//det//120 intrång//NN|NEU|SIN|IND|NOM//obj//117 att//IE//mark//122 bekosta//VB|INF|AKT//acl//120 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//124 åtgärder//NN|UTR|PLU|IND|NOM//obj//122 för//PP//mark//127 att//IE//mark//127 sprida//VB|INF|AKT//advcl//122 information//NN|UTR|SIN|IND|NOM//obj//127 om//PP//case//130 domen//NN|UTR|SIN|DEF|NOM//nmod//128 .//MAD//punct//133
1.1 Bakgrund;Lagändringarna//NN|UTR|PLU|DEF|NOM//nsubj//133 innebär//VB|PRS|AKT//ccomp//112 att//SN//mark//158 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//139 och//KN//cc//137 rådets//NN|NEU|SIN|DEF|GEN//conj//135 direktiv//NN|NEU|SIN|IND|NOM//amod//139 2004/48//RG|NOM//nsubj:pass//158 ///MID//cc//141 EG//PM|NOM//conj//139 av//PP//case//145 den//DT|UTR|SIN|DEF//det//145 29//RG|NOM//nummod//145 april//NN|UTR|SIN|IND|NOM//nmod//139 2004//RG|NOM//nummod//145 om//PP//mark//148 säkerställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//139 av//PP//case//150 skyddet//NN|NEU|SIN|DEF|NOM//nmod//148 för//PP//case//153 immateriella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//153 rättigheter//NN|UTR|PLU|IND|NOM//nmod//150 (//PAD//punct//139 IPREDdirektivet//NN|UTR|PLU|IND|NOM//appos//139 )//PAD//punct//139 har//VB|PRS|AKT//aux//158 genomförts//VB|SUP|SFO//ccomp//133 i//PP//case//161 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//161 rätt//NN|UTR|SIN|IND|NOM//obl//158 .//MAD//punct//112
1.1 Bakgrund;Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//1 tar//VB|PRS|AKT//ROOT//1 bl.a.//AB|AN//advmod//1 sikte//NN|NEU|SIN|IND|NOM//compound:prt//1 på//PP//case//5 intrång//NN|NEU|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj//7 sker//VB|PRS|AKT//acl:relcl//5 via//PP//case//9 internet//NN|NEU|SIN|DEF|NOM//obl//7 .//MID//punct//1
1.1 Bakgrund;När//HA//mark//15 ett//DT|NEU|SIN|IND//det//14 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//14 intrång//NN|NEU|SIN|IND|NOM//nsubj:pass//15 upptäcks//VB|PRS|SFO//advcl//16 har//VB|PRS|AKT//parataxis//1 rättighetshavaren//NN|UTR|SIN|DEF|NOM//nsubj//16 normalt//AB|POS//advmod//16 endast//AB//advmod//16 tillgång//NN|UTR|SIN|IND|NOM//obj//16 till//PP//case//23 den//DT|UTR|SIN|DEF//det//23 IP-adress//NN|UTR|SIN|IND|NOM//nmod//20   //_SP////23 som//HP|-|-|-//nsubj:pass//26 använts//VB|SUP|SFO//acl:relcl//23 .//MAD//punct//1
1.1 Bakgrund;Rättighetshavare//NN|UTR|PLU|IND|NOM//parataxis//1 har//VB|PRS|AKT//aux//31 tidigare//AB|KOM//advmod//31 saknat//VB|SUP|AKT//amod//32 möjlighet//NN|UTR|SIN|IND|NOM//obj//1 att//IE//mark//37 utifrån//PP//case//36 denna//DT|UTR|SIN|DEF//det//36 information//NN|UTR|SIN|IND|NOM//obl//37 identifiera//VB|INF|AKT//acl//32 internetabonnenter//NN|UTR|PLU|IND|NOM//obj//37 .//MAD//punct//1
1.1 Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//45 har//VB|PRS|AKT//aux//45 därmed//AB//advmod//45 inte//AB//advmod//45 varit//VB|SUP|AKT//cop//45 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//1 för//PP//case//47 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//45 att//IE//mark//50 t.ex.//AB|AN//advmod//50 kontakta//VB|INF|AKT//csubj//45 en//DT|UTR|SIN|IND//det//52 abonnent//NN|UTR|SIN|IND|NOM//obj//50 i//PP//case//54 syfte//NN|NEU|SIN|IND|NOM//nmod//52 att//IE//mark//56 förmå//VB|INF|AKT//acl//52 denne//PN|MAS|SIN|DEF|SUB/OBJ//obj//56 att//IE//mark//59 upphöra//VB|INF|AKT//advcl//56 med//PP//case//61 intrånget//NN|NEU|SIN|DEF|NOM//obl//59 .//MID//punct//45
1.1 Bakgrund;Inte//AB//advmod//64 heller//AB//advmod//68 har//VB|PRS|AKT//aux//68 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//68 varit//VB|SUP|AKT//cop//68 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//45 att//IE//mark//70 inleda//VB|INF|AKT//advcl//68 ett//DT|NEU|SIN|IND//det//73 civilrättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//73 förfarande//NN|NEU|SIN|IND|NOM//obj//70 .//MAD//punct//45
1.1 Bakgrund;Det//DT|NEU|SIN|DEF//det//77 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//77 alternativet//NN|NEU|SIN|DEF|NOM//nsubj//79 har//VB|PRS|AKT//aux//79 varit//VB|SUP|AKT//parataxis//45 att//IE//mark//81 polisanmäla//VB|INF|AKT//ccomp//79 intrånget//NN|NEU|SIN|DEF|NOM//obj//81 och//KN//cc//84 lämna//VB|INF|AKT//conj//81 över//PL//case//88 de//DT|UTR/NEU|PLU|DEF//det//88 insamlade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//88 uppgifterna//NN|UTR|PLU|DEF|NOM//obj//84 till//PP//case//92 de//DT|UTR/NEU|PLU|DEF//det//92 brottsutredande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//92 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//88 .//MAD//punct//45
1.1 Bakgrund;Genom//PP//case//95 IPRED-reglerna//NN|UTR|PLU|DEF|NOM//obl//100 kan//VB|PRS|AKT//aux//100 en//DT|UTR|SIN|IND//det//98 rättighetshavare//NN|UTR|SIN|IND|NOM//nsubj//100 numera//AB//advmod//100 få//VB|INF|AKT//parataxis//45 del//NN|UTR|SIN|IND|NOM//obj//100 av//PP//case//103 abonnentuppgifter//NN|UTR|PLU|IND|NOM//nmod//101 ,//MID//punct//106 under//PP//case//106 förutsättning//NN|UTR|SIN|IND|NOM//conj//45 att//SN//mark//109 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//109 gör//VB|PRS|AKT//acl//106 sannolikt//AB|POS//advmod//109 att//SN//mark//113 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//113 skett//VB|SUP|AKT//ccomp//109 ett//DT|NEU|SIN|IND//det//116 upphovsrättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//116 intrång//NN|NEU|SIN|IND|NOM//obj//113 och//KN//cc//121 att//SN//mark//121 åtgärden//NN|UTR|SIN|DEF|NOM//nsubj//121 är//VB|PRS|AKT//cop//121 proportionerlig//JJ|POS|UTR|SIN|IND|NOM//conj//113 i//PP//case//125 det//DT|NEU|SIN|DEF//det//125 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//125 fallet//NN|NEU|SIN|DEF|NOM//obl//121 .//MAD//punct//45
1.1 Bakgrund;Proportionalitetskravet//NN|NEU|SIN|DEF|NOM//nsubj//128 förutsätter//VB|PRS|AKT//conj//1 att//SN//mark//132 domstolen//NN|UTR|SIN|DEF|NOM//nsubj//132 ska//VB|PRS|AKT//aux//132 göra//VB|INF|AKT//ccomp//128 en//DT|UTR|SIN|IND//det//134 avvägning//NN|UTR|SIN|IND|NOM//obj//132 mellan//PP//case//137 rättighetshavarens//NN|UTR|SIN|DEF|GEN//nmod:poss//137 intresse//NN|NEU|SIN|IND|NOM//nmod//134 av//PP//mark//140 att//IE//mark//140 få//VB|INF|AKT//acl//137 del//NN|UTR|SIN|IND|NOM//obj//140 av//PP//case//143 uppgifterna//NN|UTR|PLU|DEF|NOM//nmod//141 och//KN//cc//147 den//DT|UTR|SIN|DEF//det//146 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//147 integritetsintresse//NN|NEU|SIN|IND|NOM//conj//137 .//MAD//punct//1
1.1 Bakgrund;Lagändringarna//NN|UTR|PLU|DEF|NOM//nsubj//150 innebär//VB|PRS|AKT//parataxis//1 också//AB//advmod//150 att//SN//mark//160 domstolen//NN|UTR|SIN|DEF|NOM//nsubj//160 i//PP//case//156 ett//DT|NEU|SIN|IND//det//156 mål//NN|NEU|SIN|IND|NOM//nmod//153 om//PP//case//158 intrång//NN|NEU|SIN|IND|NOM//nmod//156 får//VB|PRS|AKT//aux//160 ålägga//VB|INF|AKT//ccomp//150 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//160 som//HP|-|-|-//nsubj//164 har//VB|PRS|AKT//aux//164 begått//VB|SUP|AKT//acl:relcl//161 eller//KN//cc//166 medverkat//VB|SUP|AKT//conj//164 till//PP//compound:prt//166 ett//DT|NEU|SIN|IND//det//169 intrång//NN|NEU|SIN|IND|NOM//obj//166 att//IE//mark//171 bekosta//VB|INF|AKT//acl//169 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//173 åtgärder//NN|UTR|PLU|IND|NOM//obj//171 för//PP//mark//176 att//IE//mark//176 sprida//VB|INF|AKT//advcl//171 information//NN|UTR|SIN|IND|NOM//obj//176 om//PP//case//179 domen//NN|UTR|SIN|DEF|NOM//nmod//177 i//PP//case//181 målet//NN|NEU|SIN|DEF|NOM//nmod//179 .//MAD//punct//150
1.1 Bakgrund;I//PP//case//1 propositionen//NN|UTR|SIN|DEF|NOM//obl//8 med//PP//case//3 förslag//NN|NEU|SIN|IND|NOM//nmod//1 till//PP//case//5 genomförande//NN|NEU|SIN|IND|NOM//nmod//3 av//PP//case//7 IPRED-direktivet//NN|NEU|SIN|DEF|NOM//nmod//5 konstaterade//VB|PRT|AKT//ROOT//8 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//8 att//SN//mark//14 den//DT|UTR|SIN|DEF//det//13 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//13 regleringen//NN|UTR|SIN|DEF|NOM//nsubj//14 innehåller//VB|PRS|AKT//csubj//8 ett//DT|NEU|SIN|IND//det//16 antal//NN|NEU|SIN|IND|NOM//nmod//17 rättssäkerhetsgarantier//NN|NEU|PLU|IND|NOM//obj//14 ,//MID//punct//17 bl.a.//AB|AN//advmod//21 ett//DT|NEU|SIN|IND//det//21 krav//NN|NEU|SIN|IND|NOM//appos//17 på//PP//case//23 domstolsprövning//NN|UTR|SIN|IND|NOM//nmod//21 som//HP|-|-|-//nsubj//25 innefattar//VB|PRS|AKT//acl:relcl//23 en//DT|UTR|SIN|IND//det//27 avvägning//NN|UTR|SIN|IND|NOM//obj//25 mellan//PP//case//29 skälen//NN|NEU|PLU|DEF|NOM//nmod//27 för//PP//case//31 åtgärden//NN|UTR|SIN|DEF|NOM//nmod//27 och//KN//cc//34 de//DT|UTR/NEU|PLU|DEF//det//34 olägenheter//NN|UTR|PLU|IND|NOM//conj//27 som//HP|-|-|-//obl//38 åtgärden//NN|UTR|SIN|DEF|NOM//nsubj//38 kan//VB|PRS|AKT//aux//38 förorsaka//VB|INF|AKT//acl:relcl//34 motparten//NN|UTR|SIN|DEF|NOM//obj//38 eller//KN//cc//44 något//DT|NEU|SIN|IND//det//44 annat//JJ|POS|NEU|SIN|IND|NOM//amod//44 motstående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 intresse//NN|NEU|SIN|IND|NOM//conj//39 .//MAD//punct//8
1.1 Bakgrund;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//47 ansåg//VB|PRT|AKT//parataxis//8 emellertid//AB//advmod//47 ,//MID//punct//47 eftersom//SN//mark//53 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//53 var//VB|PRT|AKT//cop//53 fråga//NN|UTR|SIN|IND|NOM//advcl//47 om//PP//case//57 ett//DT|NEU|SIN|IND//det//57 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//57 förfarande//NN|NEU|SIN|IND|NOM//obl//53 ,//MID//punct//53 att//SN//mark//62 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//62 ändå//AB//advmod//62 fanns//VB|PRT|SFO//csubj//53 skäl//NN|NEU|PLU|IND|NOM//nsubj//62 att//IE//mark//66 omedelbart//AB|POS//advmod//66 inleda//VB|INF|AKT//acl//63 en//DT|UTR|SIN|IND//det//68 utvärdering//NN|UTR|SIN|IND|NOM//obj//66 av//PP//mark//72 hur//HA//advmod//72 regleringen//NN|UTR|SIN|DEF|NOM//nsubj//72 påverkat//VB|SUP|AKT//acl//68 rättighetshavare//NN|UTR|PLU|IND|NOM//obj//72 ,//MID//punct//75 internetleverantörer//NN|UTR|PLU|IND|NOM//conj//73 och//KN//cc//77 konsumenter//NN|UTR|PLU|IND|NOM//conj//73 (//PAD//punct//63 prop//NN|UTR|SIN|IND|NOM//appos//63 .//MAD//punct//47
1.1 Bakgrund;2008/09:67//RG|NOM//nummod//82 s.//NN|AN//nmod//83 174//RG|NOM//nummod//84 f.//NN|AN//obl//47 )//PAD//punct//47 .//MAD//punct//47
1.1 Bakgrund;Riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//1 uttalade//VB|PRT|AKT//ROOT//1 sitt//PS|NEU|SIN|DEF//nmod:poss//3 stöd//NN|NEU|SIN|IND|NOM//obj//1 för//PP//case//6 denna//DT|UTR|SIN|DEF//det//6 utvärdering//NN|UTR|SIN|IND|NOM//obl//1 .//MAD//punct//1
1.1 Bakgrund;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//9 gjordes//VB|PRT|SFO//conj//1 främst//AB|SUV//advmod//9 med//PP//case//14 hänsyn//NN|UTR|SIN|IND|NOM//fixed//11 till//PP//fixed//11 intresset//NN|NEU|SIN|DEF|NOM//obl//9 av//PP//mark//17 att//IE//mark//17 upprätthålla//VB|INF|AKT//acl//14 en//DT|UTR|SIN|IND//det//21 väl//AB|POS//advmod//20 avvägd//PC|PRF|UTR|SIN|IND|NOM//amod//21 balans//NN|UTR|SIN|IND|NOM//obj//17 mellan//PP//case//25 den//DT|UTR|SIN|DEF//det//24 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//25 integritet//NN|UTR|SIN|IND|NOM//nmod//21 och//KN//cc//27 skyddet//NN|NEU|SIN|DEF|NOM//conj//25 av//PP//case//30 immateriella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 rättigheter//NN|UTR|PLU|IND|NOM//nmod//27 men//KN//cc//34 också//AB//advmod//34 mot//PP//case//34 bakgrund//NN|UTR|SIN|IND|NOM//conj//25 av//PP//case//37 de//DT|UTR/NEU|PLU|DEF//det//37 farhågor//NN|UTR|PLU|IND|NOM//nmod//34 om//PP//case//40 lagstiftningens//NN|UTR|SIN|DEF|GEN//nmod:poss//40 verkningar//NN|UTR|PLU|IND|NOM//nmod//37 som//HP|-|-|-//nsubj:pass//42 förts//VB|SUP|SFO//acl:relcl//40 fram//PL//advmod//42 både//KN//cc//48 inom//PP//case//48 och//KN//fixed//45 utom//PP//fixed//45 riksdagen//NN|UTR|SIN|DEF|NOM//obl//42 (//PAD//punct//48 bet//VB|PRT|AKT//appos//48 .//MAD//punct//9
1.1 Bakgrund;2008/09//RG|NOM//obl//9 ://MID//punct//52
1.1 Bakgrund;NU11//PM|NOM//nummod//61 s.//NN|AN//nmod//56 45//RG|NOM//nummod//57 f.//NN|AN//nmod//54 ,//MID//punct//57 rskr//NN|NEU|SIN|IND|NOM//appos//57 .//MID//punct//54
1.1 Bakgrund;2008/09:176//RG|NOM//appos//52 )//PAD//punct//61 .//MAD//punct//9
1.1 Bakgrund;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 mot//PP//case//4 denna//DT|UTR|SIN|DEF//det//4 bakgrund//NN|UTR|SIN|IND|NOM//obl//1 den//DT|UTR|SIN|DEF//det//7 23//RG|NOM//nummod//7 juli//NN|UTR|SIN|IND|NOM//obl//1 2009//RG|NOM//nummod//7 att//IE//mark//10 tillsätta//VB|INF|AKT//acl//7 en//DT|UTR|SIN|IND//det//13 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//13 utredare//NN|UTR|SIN|IND|NOM//obj//10 för//PP//mark//16 att//IE//mark//16 utvärdera//VB|INF|AKT//advcl//10 tillämpningen//NN|UTR|SIN|DEF|NOM//obj//16 av//PP//case//19 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//17 när//HA//case//23 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 gäller//VB|PRS|AKT//fixed//20 intrång//NN|NEU|PLU|IND|NOM//obl//16 som//HP|-|-|-//nsubj:pass//25 begås//VB|PRS|SFO//acl:relcl//23 via//PP//case//27 internet//NN|NEU|SIN|DEF|NOM//obl//25 eller//KN//cc//31 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 kommunikationstjänster//NN|UTR|PLU|IND|NOM//conj//27 .//MAD//punct//1
