– d et statliga åtagandet för framtidens arbetsmarknad;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Arbetsmarknadsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
10 Tydligare ansvarsfördelning mellan stat och kommun;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 ska//VB|PRS|AKT//aux//33 dock//AB//advmod//33 finnas//VB|INF|SFO//parataxis//9 tillräckliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 möjligheter//NN|UTR|PLU|IND|NOM//obj//33 till//PP//case//37 flexibilitet//NN|UTR|SIN|IND|NOM//obl//33 för//PP//mark//43 att//SN//mark//43 anpassning//NN|UTR|SIN|IND|NOM//nsubj:pass//43 ska//VB|PRS|AKT//aux//43 kunna//VB|INF|AKT//aux//43 göras//VB|INF|SFO//advcl//33 till//PP//case//45 förhållanden//NN|NEU|PLU|IND|NOM//obl//43 på//PP//case//47 arbetsmarknaderna//NN|UTR|PLU|DEF|NOM//obl//43 lokalt//AB|POS//advmod//43 och//KN//cc//50 regionalt//AB|POS//conj//48 .//MID//punct//33
10 Tydligare ansvarsfördelning mellan stat och kommun;Samtidigt//AB//advmod//53 beskrivs//VB|PRS|SFO//conj//9 att//SN//mark//56 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//56 tillhandahåller//VB|PRS|AKT//ccomp//53 arbetsmarknadsinsatser//NN|UTR|PLU|IND|NOM//obj//56 till//PP//case//59 personer//NN|UTR|PLU|IND|NOM//obl//56 med//PP//case//61 försörjningsstöd//NN|NEU|SIN|IND|NOM//nmod//59 och//KN//cc//72 att//SN//mark//72 balansen//NN|UTR|SIN|DEF|NOM//nsubj//72 mellan//PP//case//67 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 former//NN|UTR|PLU|IND|NOM//nmod//64 av//PP//case//69 åtagande//NN|NEU|SIN|IND|NOM//nmod//67 behöver//VB|PRS|AKT//aux//72 vara//VB|INF|AKT//cop//72 ändamålsenlig//JJ|POS|UTR|SIN|IND|NOM//conj//56 .//MAD//punct//9
10 Tydligare ansvarsfördelning mellan stat och kommun;I//PP//case//2 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//8 (//PAD//punct//2 dir//NN|AN//appos//2 .//MAD//punct//2
10 Tydligare ansvarsfördelning mellan stat och kommun;2017:71//RG|NOM//punct//2 )//PAD//punct//2 anges//VB|PRS|SFO//ROOT//8 att//SN//mark//17 av//PP//case//12 alla//DT|UTR/NEU|PLU|IND/DEF//det//12 aktörer//NN|UTR|PLU|IND|NOM//obl//17 som//HP|-|-|-//obl//15 Arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//nsubj//15 samarbetar//VB|PRS|AKT//acl:relcl//12 med//PP//case//13 har//VB|PRS|AKT//dep//8 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//17 en//DT|UTR|SIN|IND//det//21 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//21 roll//NN|UTR|SIN|IND|NOM//obj//17 .//MAD//punct//17
10 Tydligare ansvarsfördelning mellan stat och kommun;Kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//24 verksamhet//NN|UTR|SIN|IND|NOM//nsubj//27 är//VB|PRS|AKT//cop//27 en//DT|UTR|SIN|IND//det//27 förutsättning//NN|UTR|SIN|IND|NOM//obj//17 för//PP//case//32 en//DT|UTR|SIN|IND//det//32 väl//AB|POS//advmod//31 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 arbetsmarknad//NN|UTR|SIN|IND|NOM//nmod//27 .//MAD//punct//27
10 Tydligare ansvarsfördelning mellan stat och kommun;Samtidigt//AB//advmod//35 beskrivs//VB|PRS|SFO//conj//8 att//SN//mark//40 överlappningar//NN|UTR|PLU|IND|NOM//det//40 eller//KN//cc//39 bristande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//37 samordning//NN|UTR|SIN|IND|NOM//obl//35 mellan//PP//case//43 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//43 arbetsmarknadsinsatser//NN|UTR|PLU|IND|NOM//nmod//40 ,//MID//punct//43 för//PP//case//46 personer//NN|UTR|PLU|IND|NOM//obl//35 som//HP|-|-|-//nsubj//48 tar//VB|PRS|AKT//acl:relcl//46 emot//PL//compound:prt//48 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//51 bistånd//NN|NEU|SIN|IND|NOM//obj//48 ,//MID//punct//35 och//KN//cc//57 Arbetsförmedlingens//NN|UTR|SIN|DEF|GEN//nmod:poss//55 åtgärder//NN|UTR|PLU|IND|NOM//nsubj//57 kan//VB|PRS|AKT//aux//57 få//VB|INF|AKT//conj//35 till//PP//compound:prt//57 följd//NN|UTR|SIN|IND|NOM//fixed//58 att//SN//fixed//59 de//DT|UTR/NEU|PLU|DEF//det//64 samlade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//64 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 resurserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//66 inte//AB//advmod//66 används//VB|PRS|SFO//advcl//57 effektivt//AB|POS//advmod//66 .//MAD//punct//8
10 Tydligare ansvarsfördelning mellan stat och kommun;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//74 kan//VB|PRS|AKT//aux//74 i//PP//advmod//74 sin//PS|UTR|SIN|DEF//fixed//71 tur//NN|UTR|SIN|IND|NOM//fixed//71 leda//VB|INF|AKT//parataxis//8 till//PP//mark//80 att//SN//mark//80 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//80 inte//AB//advmod//80 får//VB|PRS|AKT//advcl//74 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//83 möjliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//83 stöd//NN|NEU|SIN|IND|NOM//obj//80 från//PP//case//86 det//DT|NEU|SIN|DEF//det//86 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//obl//80 .//MAD//punct//74
10 Tydligare ansvarsfördelning mellan stat och kommun;Kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//89 roll//NN|UTR|SIN|IND|NOM//nsubj:pass//97 inom//PP//case//91 arbetsmarknadspolitiken//NN|UTR|SIN|DEF|NOM//nmod//89 kan//VB|PRS|AKT//aux//97 därför//AB//advmod//96 enligt//PP//case//95 direktivet//NN|NEU|SIN|DEF|NOM//obl//96 behöva//VB|INF|AKT//advcl//97 förtydligas//VB|INF|SFO//parataxis//74 för//PP//mark//100 att//IE//mark//100 skapa//VB|INF|AKT//advcl//97 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//102 förutsättningar//NN|UTR|PLU|IND|NOM//obj//100 för//PP//case//105 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//105 former//NN|UTR|PLU|IND|NOM//obl//100 av//PP//case//107 samarbete//NN|NEU|SIN|IND|NOM//nmod//105 och//KN//cc//109 samverkan//NN|UTR|SIN|IND|NOM//conj//107 mellan//PP//case//111 staten//NN|UTR|SIN|DEF|NOM//nmod//109 och//KN//cc//113 kommunerna//NN|UTR|PLU|DEF|NOM//conj//111 .//MAD//punct//8
10 Tydligare ansvarsfördelning mellan stat och kommun;Arbetsmarknadspolitiken//NN|UTR|SIN|DEF|NOM//nsubj//122 ska//VB|PRS|AKT//aux//122 dock//AB//advmod//122 även//AB//advmod//122 i//PP//case//120 fortsättningen//NN|UTR|SIN|DEF|NOM//obl//122 vara//VB|INF|AKT//cop//122 nationell//JJ|POS|UTR|SIN|IND|NOM//parataxis//8 .//MAD//punct//122
10 Tydligare ansvarsfördelning mellan stat och kommun;Utredaren//NN|UTR|SIN|DEF|NOM//parataxis//122 ska//VB|PRS|AKT//aux//127 därför//AB//advmod//127 analysera//VB|INF|AKT//conj//122 om//PP//case//130 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//130 roll//NN|UTR|SIN|IND|NOM//obl//127 i//PP//case//132 arbetsmarknadspolitiken//NN|UTR|SIN|DEF|NOM//nmod//130 bör//VB|PRS|AKT//aux//134 förtydligas//VB|INF|SFO//conj//122 och//KN//cc//136 lämna//VB|INF|AKT//conj//134 förslag//NN|NEU|SIN|IND|NOM//obj//136 om//PP//mark//147 hur//HA//advmod//141 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//141 kommuner//NN|UTR|PLU|IND|NOM//nsubj//147 i//PP//case//144 de//DT|UTR/NEU|PLU|DEF//det//144 fall//NN|NEU|PLU|IND|NOM//nmod//141 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//147 är//VB|PRS|AKT//cop//147 effektivt//JJ|POS|NEU|SIN|IND|NOM//advcl//136 i//PP//case//150 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//150 grad//NN|UTR|SIN|IND|NOM//obl//153 ska//VB|PRS|AKT//aux//153 kunna//VB|INF|AKT//aux//153 medverka//VB|INF|AKT//conj//122 i//PP//case//155 genomförandet//NN|NEU|SIN|DEF|NOM//obl//153 av//PP//case//157 arbetsmarknadspolitiken//NN|UTR|SIN|DEF|NOM//nmod//155 .//MAD//punct//122
10 Tydligare ansvarsfördelning mellan stat och kommun;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//4 har//VB|PRS|AKT//aux//4 i//PP//case//3 arbetet//NN|NEU|SIN|DEF|NOM//obl//4 inhämtat//VB|SUP|AKT//ROOT//4 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//6 empiri//NN|UTR|SIN|IND|NOM//obj//4 genom//PP//case//8 enkätstudier//NN|NEU|PLU|IND|NOM//obl//4 och//KN//cc//10 fokusgrupper//NN|UTR|PLU|IND|NOM//conj//8 samt//KN//cc//12 varit//VB|SUP|AKT//conj//4 i//PP//case//14 kontakt//NN|UTR|SIN|IND|NOM//obl//12 med//PP//case//16 kommuner//NN|UTR|PLU|IND|NOM//obl//12 och//KN//cc//18 arbetsförmedlingskontor//NN|UTR|PLU|IND|NOM//conj//16 .//MAD//punct//4
10 Tydligare ansvarsfördelning mellan stat och kommun;Utöver//PP//case//21 kontakter//NN|UTR|PLU|IND|NOM//obl//4 med//PP//case//23 Föreningen//NN|UTR|SIN|DEF|NOM//nmod//21 Sveriges//PM|GEN//nmod//21
10 Tydligare ansvarsfördelning mellan stat och kommun;Socialchefer//NN|UTR|PLU|IND|NOM//nsubj:pass//6 ,//MID//punct//0 har//VB|PRS|AKT//aux//6 dialogmöten//NN|NEU|PLU|IND|NOM//nsubj:pass//6 och//KN//cc//5 workshop//NN|UTR|SIN|IND|NOM//conj//3 hållits//VB|SUP|SFO//ROOT//6 med//PP//case//8 representanter//NN|UTR|PLU|IND|NOM//obl//6 från//PP//case//11 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 kommuner//NN|UTR|PLU|IND|NOM//nmod//8 .//MID//punct//6
10 Tydligare ansvarsfördelning mellan stat och kommun;Återkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 möten//NN|NEU|PLU|IND|NOM//nsubj:pass//16 har//VB|PRS|AKT//aux//16 hållits//VB|SUP|SFO//parataxis//6 med//PP//case//18 Vuxenutbildning//NN|UTR|SIN|IND|NOM//obl//16 i//PP//case//20 samverkan//NN|UTR|SIN|IND|NOM//nmod//18 (//PAD//punct//16 ViS//PM|NOM//appos//16 )//PAD//punct//16 .//MAD//punct//6
10 Tydligare ansvarsfördelning mellan stat och kommun;Därutöver//AB//advmod//30 har//VB|PRS|AKT//aux//30 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//30 har//VB|PRS|AKT//aux//30 även//AB//advmod//30 haft//VB|SUP|AKT//conj//6 dialog//NN|UTR|SIN|IND|NOM//obj//30 med//PP//case//33 sakansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//30 på//PP//case//36 Sveriges//PM|GEN//nmod:poss//36 Kommuner//NN|UTR|PLU|IND|NOM//nmod//33 och//KN//cc//38 Landsting//NN|UTR|SIN|IND|NOM//conj//36 (//PAD//punct//40 SKL//PM|NOM//appos//30 )//PAD//punct//40 .//MAD//punct//6
10 Tydligare ansvarsfördelning mellan stat och kommun;Inlagor//NN|UTR|PLU|IND|NOM//nsubj:pass//55 om//PP//case//46 arbetsmarknadsparternas//NN|UTR|PLU|DEF|GEN//nmod:poss//46 syn//NN|UTR|SIN|IND|NOM//nmod//43 på//PP//case//48 ansvarsfördelningen//NN|UTR|SIN|DEF|NOM//nmod//46 mellan//PP//case//50 stat//NN|UTR|SIN|IND|NOM//nmod//48 och//KN//cc//52 kommun//NN|UTR|SIN|IND|NOM//conj//50 har//VB|PRS|AKT//aux//55 också//AB//advmod//55 inhämtats//VB|SUP|SFO//parataxis//6 från//PP//case//57 representanter//NN|UTR|PLU|IND|NOM//obl//55 i//PP//case//60 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//60 referensgrupp//NN|UTR|SIN|IND|NOM//nmod//57 .//MAD//punct//55
