Moderna tillståndsprocesser för elnät;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Nätkoncessionsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet Anders Ygeman;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//2 anställdes//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 7//RO|NOM//nummod//6 maj//NN|UTR|SIN|IND|NOM//obl//2 2018//RG|NOM//nummod//6 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//9 Therése//PM|NOM//dep//2 Karlsson//PM|NOM//flat:name//9 (//PAD//punct//9 t.o.m.//AB|AN//advmod//15 den//DT|UTR|SIN|DEF//det//15 25//RG|NOM//nummod//15 januari//NN|UTR|SIN|IND|NOM//appos//9 2019//RG|NOM//nummod//15 )//PAD//punct//9 och//KN//cc//20 experten//NN|UTR|SIN|DEF|NOM//nmod//20 Roger//PM|NOM//conj//9 Husblad//PM|NOM//flat:name//20 ,//MID//punct//9 samt//KN//cc//31 fr.o.m.//AB|AN//case//27 den//DT|UTR|SIN|DEF//det//27 1//RO|NOM//nummod//27 januari//NN|UTR|SIN|IND|NOM//obl//30 2019//RG|NOM//nummod//27 filosofie//NN|UTR|SIN|IND|NOM//amod//30 doktor//NN|UTR|SIN|IND|NOM//nmod//31 Elon//PM|NOM//conj//9 Strömbäck//PM|NOM//flat:name//31 .//MAD//punct//2
Till statsrådet Anders Ygeman;Betänkandet//NN|NEU|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 tillkommit//VB|SUP|AKT//ROOT//2 i//PP//case//4 samarbete//NN|NEU|SIN|IND|NOM//obl//2 mellan//PP//case//6 utredare//NN|UTR|PLU|IND|NOM//nmod//4 ,//MID//punct//8 experter//NN|UTR|PLU|IND|NOM//conj//6 och//KN//cc//10 sekreterare//NN|UTR|PLU|IND|NOM//conj//6 .//MAD//punct//2
Till statsrådet Anders Ygeman;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//13 innebär//VB|PRS|AKT//parataxis//2 inte//AB//advmod//13 att//SN//mark//19 samtliga//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//19 i//PP//case//18 utredningen//NN|UTR|SIN|DEF|NOM//nmod//16 ställer//VB|PRS|AKT//ccomp//13 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//19 bakom//PP//case//23 alla//DT|UTR/NEU|PLU|IND/DEF//det//23 delar//NN|UTR|PLU|IND|NOM//obl//19 av//PP//case//25 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//23 .//MID//punct//13
Till statsrådet Anders Ygeman;Jag//PN|UTR|SIN|DEF|SUB//nsubj//31 är//VB|PRS|AKT//cop//31 således//AB//advmod//31 ensam//JJ|POS|UTR|SIN|IND|NOM//amod//31 ansvarig//JJ|POS|UTR|SIN|IND|NOM//conj//13 för//PP//case//34 de//DT|UTR/NEU|PLU|DEF//det//34 överväganden//NN|NEU|PLU|IND|NOM//obl//31 och//KN//cc//36 förslag//NN|NEU|PLU|IND|NOM//conj//34 som//HP|-|-|-//obj//39 betänkandet//NN|NEU|SIN|DEF|NOM//nsubj//39 innehåller//VB|PRS|AKT//acl:relcl//36 .//MAD//punct//13
Till statsrådet Anders Ygeman;Särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//1 yttranden//NN|NEU|PLU|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 lämnats//VB|SUP|SFO//ROOT//3 av//PP//case//6 experterna//NN|UTR|PLU|DEF|NOM//nmod//6 Björn//PM|NOM//obl:agent//3 Galant//PM|NOM//flat//6 ,//MID//punct//6 Helén//PM|NOM//appos//6 Mårtensson//PM|NOM//flat:name//9 samt//KN//cc//12 Bengt//PM|NOM//conj//9 Johansson//PM|NOM//flat:name//12 och//KN//cc//15 Ronald//PM|NOM//conj//9 Liljegren//PM|NOM//flat//15 .//MAD//punct//3
Till statsrådet Anders Ygeman;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 här//AB//advmod//1 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//5 Moderna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 tillståndsprocesser//NN|UTR|PLU|IND|NOM//obj//1 för//PP//case//7 elnät//NN|NEU|PLU|IND|NOM//obl//1  //_SP////7 (//PAD//punct//7 SOU//PM|NOM//appos//7 2019:30//RG|NOM//obl//1 )//PAD//punct//1 .//MAD//punct//1
Till statsrådet Anders Ygeman;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//17 är//VB|PRS|AKT//aux:pass//17 därmed//AB//advmod//17 avslutat//PC|PRF|NEU|SIN|IND|NOM//conj//1 .//MAD//punct//1
Till statsrådet Anders Ygeman;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 juni//NN|UTR|SIN|IND|NOM//obl//0 2019//RG|NOM//nummod//2
Till statsrådet Anders Ygeman;Elisabet//PM|NOM//ROOT//0 Falemo//PM|NOM//flat//0 /Roger//RG|NOM//punct//0 Husblad//PM|NOM//conj//0 ///MID//cc//5 Elon//PM|NOM//conj//3 Strömbäck//PM|NOM//flat//5


1.1 Förslag till lag om ändring i ledningsrättslagen (1973:1144);Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 ledningsrättslagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 (//PAD//punct//5 1973:1144//RG|NOM//appos//5 )//PAD//punct//5 att//SN//mark//13 17//RG|NOM//nummod//11 §//NN|AN//nsubj//13 ska//VB|PRS|AKT//aux//13 ha//VB|INF|AKT//acl//5 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 lydelse//NN|UTR|SIN|IND|NOM//obj//13 .//MAD//punct//5
1.1 Förslag till lag om ändring i ledningsrättslagen (1973:1144);17//RG|NOM//nummod//18 §//NN|AN//appos//5
1.1 Förslag till lag om ändring i ledningsrättslagen (1973:1144);Avser//VB|PRS|AKT//advcl//6 förrättning//NN|UTR|SIN|IND|NOM//obj//0 ledning//NN|UTR|SIN|IND|NOM//obj//0 för//PP//case//5 vilken//HD|UTR|SIN|IND//det//5 koncession//NN|UTR|SIN|IND|NOM//nmod//2 fordras//VB|PRS|SFO//ROOT//6 men//KN//cc//11 ännu//AB//advmod//9 ej//AB//advmod//11  //_SP////9 erhållits//VB|SUP|SFO//conj//6 ,//MID//punct//6 får//VB|PRS|AKT//aux//15 förrättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//15 inledas//VB|INF|SFO//conj//6 ,//MID//punct//6 om//SN//mark//24 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//24 som//HP|-|-|-//nsubj//22 har//VB|PRS|AKT//aux//22 att//IE//mark//22 meddela//VB|INF|AKT//acl:relcl//18 koncession//NN|UTR|SIN|IND|NOM//obj//22 medger//VB|PRS|AKT//advcl//6 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//24 .//MAD//punct//6
1.1 Förslag till lag om ändring i ledningsrättslagen (1973:1144);Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2021//RG|NOM//nummod//7 .//MAD//punct//2

1.2 Förslag till lag om ändring i ellagen (1997:857);Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 ellagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 (//PAD//punct//7 1997:857//RG|NOM//appos//5 )//PAD//punct//7 dels//KN//advmod//91  //_SP////9 att//SN//mark//22 2//RG|NOM//nummod//13 kap.//NN|AN//nmod//14 12//RG|NOM//nummod//15 §//NN|AN//obl//22 och//KN//cc//15 5//RG|NOM//nummod//20 kap.//NN|AN//nmod//20 36//RG|NOM//nummod//20 §//NN|AN//conj//15 ska//VB|PRS|AKT//aux//22 upphöra//VB|INF|AKT//advcl//9 att//IE//mark//24 gälla//VB|INF|AKT//advcl//22 ,//MID//punct//91 dels//KN//advmod//91  //_SP////26 att//SN//mark//91 1//RG|NOM//nummod//30 kap.//NN|AN//nmod//31 4//RG|NOM//nummod//32 §//NN|AN//nsubj//91 ,//MID//punct//32 2//RG|NOM//nummod//36 kap.//NN|AN//nmod//36 1–2//RG|NOM//appos//32 ,//MID//punct//38 4–4//RG|NOM//conj//36 a//NN|NEU|SIN|IND|NOM//nmod//38 ,//MID//punct//38 7//RG|NOM//nummod//38 ,//MID//punct//38 9//RG|NOM//nummod//38 ,//MID//punct//38 15//RG|NOM//nummod//46 b//NN|NEU|SIN|IND|NOM//nmod//38 ,//MID//punct//46 16–16//RG|NOM//nummod//49 a//NN|NEU|SIN|IND|NOM//conj//36 och//KN//cc//49 18–19//RG|NOM//nummod//52 §//NN|AN//nmod//53 §//NN|AN//nmod//36 ,//MID//punct//36 3//RG|NOM//nummod//56 kap.//NN|AN//nmod//57 1//RG|NOM//nmod//36 ,//MID//punct//36 3–3//RG|NOM//conj//36 a//NN|NEU|SIN|IND|NOM//nmod//59 ,//MID//punct//62 6–7//RO|NOM//nmod//59 ,//MID//punct//62 8//RG|NOM//nummod//59 och//KN//cc//64 9//RG|NOM//nummod//64 §//NN|AN//nmod//68 §//NN|AN//nmod//59 ,//MID//punct//68 4//RG|NOM//nummod//71 kap.//NN|AN//nmod//72 3//RG|NOM//nmod//68 och//KN//cc//72 5//RG|NOM//nummod//72 §//NN|AN//nmod//76 §//NN|AN//nmod//68 ,//MID//punct//36 5//RG|NOM//nummod//79 kap.//NN|AN//conj//36 33//RG|NOM//nummod//81 §//NN|AN//conj//36 och//KN//cc//85 13//RG|NOM//nummod//84 kap.//NN|AN//nmod//85 5//RG|NOM//nummod//88 och//KN//cc//85 9//RG|NOM//nummod//85 §//NN|AN//nmod//89 §//NN|AN//nmod//32 ska//VB|PRS|AKT//aux//91 ha//VB|INF|AKT//advcl//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//93 lydelse//NN|UTR|SIN|IND|NOM//obj//91 ,//MID//punct//91 dels//KN//advmod//100  //_SP////95 att//SN//mark//100 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//100 ska//VB|PRS|AKT//aux//100 införas//VB|INF|SFO//conj//91 tretton//RG|NOM//nummod//103 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//103 paragrafer//NN|UTR|PLU|IND|NOM//nsubj:pass//100 ,//MID//punct//103 1//RG|NOM//nummod//106 kap.//NN|AN//nmod//107 4//RG|NOM//nummod//108 b//NN|NEU|SIN|IND|NOM//nmod//103 ,//MID//punct//108 2//RG|NOM//nummod//111 kap.//NN|AN//nmod//112 5//RG|NOM//nummod//113 a–b//PM|NOM//obl//100 ,//MID//punct//113 7//RG|NOM//nummod//116 a//NN|NEU|SIN|IND|NOM//appos//113 ,//MID//punct//116 15//RG|NOM//nummod//119 l–p//NN|AN//appos//113 ,//MID//punct//119 18//RG|NOM//nummod//122 a//NN|NEU|SIN|IND|NOM//appos//119 ,//MID//punct//122 27//RG|NOM//nummod//122 och//KN//cc//122 28//RG|NOM//nummod//127 §//NN|AN//nmod//128 §//NN|AN//nmod//122 och//KN//cc//131 3//RG|NOM//nummod//131 kap.//NN|AN//nmod//132 3//RG|NOM//nummod//133 b//NN|NEU|SIN|IND|NOM//nmod//134 §//NN|AN//nmod//119 ,//MID//punct//91 och//KN//cc//142 närmast//AB|SUV//advmod//142 före//PP//case//142 2//RG|NOM//nummod//140 kap.//NN|AN//nmod//141 15//RG|NOM//nummod//142 l//NN|AN//conj//91 ,//MID//punct//142 15//RG|NOM//nummod//142 o//NN|NEU|PLU|IND|NOM//cc//142 och//KN//fixed//145 27//RG|NOM//nummod//148 §//NN|AN//nmod//149 §//NN|AN//nmod//142 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//151 rubriker//NN|UTR|PLU|IND|NOM//nmod//142 av//PP//case//154 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//154 lydelse//NN|UTR|SIN|IND|NOM//nmod//151 .//MAD//punct//1
1.2 Förslag till lag om ändring i ellagen (1997:857);Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 lydelse//NN|UTR|SIN|IND|NOM//nmod//3 Föreslagen//PC|PRF|UTR|SIN|IND|NOM//amod//3 lydelse//NN|UTR|SIN|IND|NOM//ROOT//3

1.2 Förslag till lag om ändring i ellagen (1997:857) / 1 kap.;4//RG|NOM//nummod//1 §//NN|AN//ROOT//1
1.2 Förslag till lag om ändring i ellagen (1997:857) / 1 kap.;Med//PP//case//1 anslutning//NN|UTR|SIN|IND|NOM//obl//5 av//PP//case//4 elektriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 anläggningar//NN|UTR|PLU|IND|NOM//nmod//1 avses//VB|PRS|SFO//ROOT//5 också//AB//advmod//5 återinkoppling//NN|UTR|SIN|IND|NOM//nsubj:pass//5 av//PP//case//11 en//DT|UTR|SIN|IND//det//11 befintlig//JJ|POS|UTR|SIN|IND|NOM//amod//11 anläggning//NN|UTR|SIN|IND|NOM//nmod//7 och//KN//cc//13 höjning//NN|UTR|SIN|IND|NOM//conj//11 av//PP//case//16 avtalad//PC|PRF|UTR|SIN|IND|NOM//amod//16 effekt//NN|UTR|SIN|IND|NOM//nmod//13 i//PP//case//18 inmatnings-//NN|UTR|-|-|SMS//nmod//13 eller//KN//cc//20 uttagspunkt//NN|UTR|SIN|IND|NOM//conj//18 .//MAD//punct//5
1.2 Förslag till lag om ändring i ellagen (1997:857) / 1 kap.;2//RG|NOM//nummod//23 kap.//NN|AN//appos//5  //_SP////23 1//RG|NOM//nummod//26 §//NN|AN//nmod//23
1.2 Förslag till lag om ändring i ellagen (1997:857) / 1 kap.;En//DT|UTR|SIN|IND//det//2 elektrisk//JJ|POS|UTR|SIN|IND|NOM//amod//2 starkströmsledning//NN|UTR|SIN|IND|NOM//nsubj:pass//5 får//VB|PRS|AKT//aux//5 inte//AB//advmod//5 byggas//VB|INF|SFO//ROOT//5 eller//KN//cc//7 användas//VB|INF|SFO//conj//5 utan//PP//case//9 tillstånd//NN|NEU|SIN|IND|NOM//obl//5 (//PAD//punct//11 nätkoncession//NN|UTR|SIN|IND|NOM//appos//9 )//PAD//punct//11 .//MAD//punct//5
1.2 Förslag till lag om ändring i ellagen (1997:857) / 1 kap.;Till//PP//case//15 byggandet//NN|NEU|SIN|DEF|NOM//obl//19 av//PP//case//18 en//DT|UTR|SIN|IND//det//18 ledning//NN|UTR|SIN|IND|NOM//nmod//15 räknas//VB|PRS|SFO//conj//5 även//AB//advmod//19 schaktning//NN|UTR|SIN|IND|NOM//nsubj:pass//19 ,//MID//punct//23 skogsavverkning//NN|UTR|SIN|IND|NOM//conj//21 eller//KN//cc//26 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 åtgärder//NN|UTR|PLU|IND|NOM//conj//21 för//PP//mark//29 att//IE//mark//29 bereda//VB|INF|AKT//advcl//19 plats//NN|UTR|SIN|IND|NOM//obj//29 för//PP//case//32 ledningen//NN|UTR|SIN|DEF|NOM//obl//29 .//MAD//punct//5
1.2 Förslag till lag om ändring i ellagen (1997:857) / 1 kap.;2//RG|NOM//nummod//35 §//NN|AN//appos//5
1.2 Förslag till lag om ändring i ellagen (1997:857) / 1 kap.;En//DT|UTR|SIN|IND//det//1 nätkoncession//NN|UTR|SIN|IND|NOM//nsubj//3 ska//VB|PRS|AKT//aux//3 avse//VB|INF|AKT//ROOT//3 en//DT|UTR|SIN|IND//det//5 ledning//NN|UTR|SIN|IND|NOM//obj//3 med//PP//case//10 i//PP//advmod//9 huvudsak//NN|UTR|SIN|IND|NOM//fixed//7 bestämd//PC|PRF|UTR|SIN|IND|NOM//amod//10 sträckning//NN|UTR|SIN|IND|NOM//nmod//5 (//PAD//punct//10 nätkoncession//NN|UTR|SIN|IND|NOM//appos//10 för//PP//case//14 linje//NN|UTR|SIN|IND|NOM//nmod//12 )//PAD//punct//12 eller//KN//cc//18 ett//DT|NEU|SIN|IND//det//18 ledningsnät//NN|NEU|SIN|IND|NOM//conj//10 inom//PP//case//22 ett//DT|NEU|SIN|IND//det//22 visst//JJ|POS|NEU|SIN|IND|NOM//amod//22 område//NN|NEU|SIN|IND|NOM//nmod//18 (//PAD//punct//24 nätkoncession//NN|UTR|SIN|IND|NOM//appos//22 för//PP//case//26 område//NN|NEU|SIN|IND|NOM//nmod//24 )//PAD//punct//24 .//MAD//punct//3
1.2 Förslag till lag om ändring i ellagen (1997:857) / 1 kap.;1//RG|NOM//punct//3 .//MAD//punct//3
1.2 Förslag till lag om ändring i ellagen (1997:857) / 1 kap.;den//DT|UTR|SIN|DEF//det//32 spänning//NN|UTR|SIN|IND|NOM//parataxis//3 som//HP|-|-|-//nsubj:pass//35 kan//VB|PRS|AKT//aux//35 förutses//VB|INF|SFO//acl:relcl//32 behövas//VB|INF|SFO//xcomp//35 för//PP//mark//39 att//IE//mark//39 driva//VB|INF|AKT//advcl//36 ledningsnätet//NN|NEU|SIN|DEF|NOM//obj//39 ,//MID//punct//39 2//RG|NOM//punct//3 .//MAD//punct//3
1.2 Förslag till lag om ändring i ellagen (1997:857) / 1 kap.;inverkan//NN|UTR|SIN|IND|NOM//parataxis//3 på//PP//case//46 miljön//NN|UTR|SIN|DEF|NOM//nmod//44 vid//PP//case//50 en//DT|UTR|SIN|IND//det//50 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 utbyggnad//NN|UTR|SIN|IND|NOM//nmod//46 av//PP//case//52 nätet//NN|NEU|SIN|DEF|NOM//nmod//50 ,//MID//punct//44 3//RG|NOM//nummod//44 .//MAD//punct//44
1.2 Förslag till lag om ändring i ellagen (1997:857) / 1 kap.;säkerställandet//NN|NEU|SIN|DEF|NOM//appos//44 av//PP//case//61 en//DT|UTR|SIN|IND//det//61 samhällsekonomiskt//AB|POS//advmod//60 motiverad//PC|PRF|UTR|SIN|IND|NOM//amod//61 utbyggnad//NN|UTR|SIN|IND|NOM//nmod//56 av//PP//case//63 nätet//NN|NEU|SIN|DEF|NOM//nmod//61 ,//MID//punct//56 och//KN//cc//66 4//RG|NOM//conj//56 .//MAD//punct//44
1.2 Förslag till lag om ändring i ellagen (1997:857) / 1 kap.;konsekvenser//NN|UTR|PLU|IND|NOM//conj//44 för//PP//case//71 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//71 kunder//NN|UTR|PLU|IND|NOM//nmod//68 .//MAD//punct//3
