Utbildningsanställning;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
Till statsrådet Hillevi Engström;Från//PP//case//29 och//KN//fixed//24 med//PP//fixed//24 den//DT|UTR|SIN|DEF//det//29 24//RG|NOM//nummod//29 januari//NN|UTR|SIN|IND|NOM//obl//31 2012//RG|NOM//nummod//29 entledigades//VB|PRT|SFO//parataxis//4 Per//PM|NOM//nsubj:pass//31 Byström//PM|NOM//flat//32 och//KN//cc//35 ersattes//VB|PRT|SFO//conj//31 av//PP//case//38 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//38 Jacob//PM|NOM//obl:agent//35 Johansson//PM|NOM//flat:name//38 ,//MID//punct//41 Utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//conj//38 .//MAD//punct//31
Till statsrådet Hillevi Engström;Från//PP//advmod//48 och//KN//fixed//43 med//PP//fixed//43 den//DT|UTR|SIN|DEF//det//48 15//RG|NOM//nummod//48 februari//NN|UTR|SIN|IND|NOM//obl//50 2012//RG|NOM//nummod//48 entledigades//VB|PRT|SFO//conj//4 Katarina//PM|NOM//nsubj:pass//50 Richardson//PM|NOM//flat//51 och//KN//cc//54 ersattes//VB|PRT|SFO//conj//50 av//PP//case//57 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//57 Martin//PM|NOM//obl:agent//54 Söderström//PM|NOM//flat:name//57 ,//MID//punct//57 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//57 .//MAD//punct//4
Till statsrådet Hillevi Engström;Berndt//PM|NOM//nsubj//9 Ericson//PM|NOM//flat//0 ,//MID//punct//0 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 ämnesråd//NN|NEU|PLU|IND|NOM//appos//0 vid//PP//case//6 Utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//nmod//4 ,//MID//punct//0 har//VB|PRS|AKT//aux//9 bistått//VB|SUP|AKT//ROOT//9 utredningen//NN|UTR|SIN|DEF|NOM//obj//9 med//PP//case//12 underlagstexter//NN|UTR|PLU|IND|NOM//nmod//10 om//PP//case//15 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//15 vuxenutbildning//NN|UTR|SIN|IND|NOM//nmod//12 och//KN//cc//17 fil.dr//PM|NOM//conj//15 .//MID//punct//9
Till statsrådet Hillevi Engström;Åsa//PM|NOM//discourse//22 Sohlman//PM|NOM//nsubj//22 har//VB|PRS|AKT//aux//22 upprättat//VB|SUP|AKT//conj//9 underlag//NN|NEU|SIN|IND|NOM//obj//22 till//PP//case//25 konsekvensanalys//NN|UTR|SIN|IND|NOM//nmod//23 .//MID//punct//22
Till statsrådet Hillevi Engström;Flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//28 kommuner//NN|UTR|PLU|IND|NOM//nsubj//30 har//VB|PRS|AKT//aux//30 bistått//VB|SUP|AKT//conj//22 utredningen//NN|UTR|SIN|DEF|NOM//obj//30 med//PP//case//33 beskrivningar//NN|UTR|PLU|IND|NOM//nmod//31 av//PP//mark//37 hur//HA//advmod//37 vuxenutbildningen//NN|UTR|SIN|DEF|NOM//nsubj//37 arbetar//VB|PRS|AKT//acl//33 med//PP//case//40 arbetsplatsförlagt//PC|PRF|NEU|SIN|IND|NOM//amod//40 lärande//NN|NEU|SIN|IND|NOM//obl//37 .//MAD//punct//22
Till statsrådet Hillevi Engström;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 beställt//VB|SUP|AKT//ROOT//2 uppgifter//NN|UTR|PLU|IND|NOM//obj//2 från//PP//case//5 SCB//PM|NOM//nmod//3 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//2 ungdomars//NN|UTR|PLU|IND|GEN//nmod:poss//8 etablerings-//NN|UTR|-|-|SMS//obj//6 och//KN//cc//10 försörjningsförhållanden//NN|NEU|PLU|IND|NOM//conj//8 .//MAD//punct//2
Till statsrådet Hillevi Engström;Statistiken//NN|UTR|SIN|DEF|NOM//nsubj//14 har//VB|PRS|AKT//aux//14 legat//VB|SUP|AKT//parataxis//2 till//PP//case//19 grund//NN|UTR|SIN|IND|NOM//fixed//15 för//PP//fixed//15 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 bedömningar//NN|UTR|PLU|IND|NOM//obl//14 av//PP//case//22 ungas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//nmod:poss//22 etableringsvillkor//NN|UTR|PLU|IND|NOM//nmod//19 och//KN//cc//25 för//PP//case//25 bedömningar//NN|UTR|PLU|IND|NOM//conj//22 av//PP//case//29 hur//HA//advmod//28 stor//JJ|POS|UTR|SIN|IND|NOM//amod//29 målgruppen//NN|UTR|SIN|DEF|NOM//nmod//25 för//PP//case//32 en//DT|UTR|SIN|IND//det//32 anställningsform//NN|UTR|SIN|IND|NOM//nmod//29 för//PP//case//34 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//32 med//PP//case//36 utbildningsinslag//NN|NEU|PLU|IND|NOM//nmod//34 är//VB|PRS|AKT//advmod//14 .//MAD//punct//14
Till statsrådet Hillevi Engström;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 under//PP//case//4 arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//4 gång//NN|UTR|SIN|IND|NOM//obl//5 haft//VB|SUP|AKT//ROOT//5 möten//NN|NEU|PLU|IND|NOM//obj//5 med//PP//case//8 företrädare//NN|UTR|PLU|IND|NOM//obl//5 för//PP//case//11 arbetsmarknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 parter//NN|UTR|PLU|IND|NOM//nmod//8 (//PAD//punct//5 såväl//KN//advmod//15 från//PP//case//15 centralorganisationerna//NN|UTR|PLU|DEF|NOM//obl//5 som//HP|-|-|-//mark//19 från//PP//case//19 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 förbund//NN|NEU|PLU|IND|NOM//nmod//15 )//PAD//punct//5 ,//MID//punct//22 Företagarna//NN|UTR|PLU|DEF|NOM//appos//5 ,//MID//punct//22 de//DT|UTR/NEU|PLU|DEF//det//26 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 ungdomsförbunden//NN|NEU|PLU|DEF|NOM//conj//22 ,//MID//punct//28 Arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//conj//22 ,//MID//punct//28 Myndigheten//NN|UTR|SIN|DEF|NOM//conj//22 för//PP//case//32 yrkeshögskolan//NN|UTR|SIN|DEF|NOM//nmod//30 ,//MID//punct//34 Skolverket//PM|NOM//conj//32 ,//MID//punct//36 Ungdomsstyrelsen//NN|UTR|SIN|DEF|NOM//conj//32 samt//KN//cc//39 Sveriges//PM|GEN//nmod:poss//39 Kommuner//NN|UTR|PLU|IND|NOM//conj//32 och//KN//cc//41 Landsting//NN|UTR|SIN|IND|NOM//conj//39 (//PAD//punct//30 avdelningen//NN|UTR|SIN|DEF|NOM//conj//22 för//PP//case//45 lärande//NN|NEU|SIN|IND|NOM//nmod//43 och//KN//cc//47 arbetsmarknad//NN|UTR|SIN|IND|NOM//conj//45 )//PAD//punct//22 .//MAD//punct//53
Till statsrådet Hillevi Engström;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//53 har//VB|PRS|AKT//aux//53 även//AB//advmod//53 träffat//VB|SUP|AKT//conj//5 företrädare//NN|UTR|PLU|IND|NOM//obj//53 för//PP//case//56 Yrkesåret//NN|NEU|SIN|DEF|NOM//obl//53 ,//MID//punct//56 Swedbanks//PM|GEN//amod//59 projekt//NN|NEU|SIN|IND|NOM//nmod//61 Unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 jobb//NN|NEU|PLU|IND|NOM//conj//56 och//KN//cc//63 Lärling//NN|UTR|SIN|IND|NOM//conj//56 i//PP//case//65 butik//NN|UTR|SIN|IND|NOM//nmod//63 inom//PP//case//67 handeln//NN|UTR|SIN|DEF|NOM//obl//53 .//MAD//punct//5
Till statsrådet Hillevi Engström;Samråd//NN|NEU|SIN|IND|NOM//nsubj:pass//71 har//VB|PRS|AKT//aux//71 hållits//VB|SUP|SFO//parataxis//5 med//PP//case//73 representanter//NN|UTR|PLU|IND|NOM//obl//71 för//PP//case//75 yrkesnämnder//NN|UTR|PLU|IND|NOM//nmod//73 och//KN//cc//79 med//PP//case//79 arbetsmarknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//79 parter//NN|UTR|PLU|IND|NOM//conj//75 .//MAD//punct//71
Till statsrådet Hillevi Engström;Näringslivets//NN|NEU|SIN|DEF|GEN//nmod:poss//82 Regelnämnd//NN|UTR|SIN|IND|NOM//nsubj//84 har//VB|PRS|AKT//aux//84 beretts//VB|SUP|SFO//conj//71 tillfälle//NN|NEU|SIN|IND|NOM//obj//84 att//IE//mark//87 lämna//VB|INF|AKT//acl//85 synpunkter//NN|UTR|PLU|IND|NOM//obj//87 .//MAD//punct//71
Till statsrådet Hillevi Engström;I//PP//case//91 augusti//NN|UTR|SIN|IND|NOM//obl//92 genomförde//VB|PRT|AKT//conj//71 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//92 en//DT|UTR|SIN|IND//det//95 konferens//NN|UTR|SIN|IND|NOM//obj//92 med//PP//case//99 över//AB//advmod//98 100//RG|NOM//nummod//99 deltagare//NN|UTR|PLU|IND|NOM//obl//92 .//MID//punct//71
Till statsrådet Hillevi Engström;Anna//PM|NOM//nsubj:pass//108 Danielsson//PM|NOM//flat:name//101 Öberg//PM|NOM//flat:name//101 ,//MID//punct//105 frilansjournalist//NN|UTR|SIN|IND|NOM//conj//101 ,//MID//punct//101 har//VB|PRS|AKT//aux//108 anlitats//VB|SUP|SFO//conj//71 för//PP//mark//111 att//IE//mark//111 skriva//VB|INF|AKT//advcl//108 referat//NN|NEU|PLU|IND|NOM//xcomp//111 från//PP//case//114 denna//PN|UTR|SIN|DEF|SUB/OBJ//obl//111 .//MAD//punct//5
Till statsrådet Hillevi Engström;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 får//VB|PRS|AKT//aux//3 härmed//AB//advmod//3 överlämna//VB|INF|AKT//ROOT//3 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//5 Utbildningsanställning//NN|UTR|SIN|IND|NOM//obj//3 (//PAD//punct//5 SOU//PM|NOM//appos//5 2012:80//RG|NOM//nummod//7 )//PAD//punct//5 .//MAD//punct//3
Till statsrådet Hillevi Engström;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 november//NN|UTR|SIN|IND|NOM//obl//0 2012//RG|NOM//nummod//2 .//MAD//punct//0
Till statsrådet Hillevi Engström;Claes//PM|NOM//ROOT//0 Stråth//PM|NOM//flat:name//0 /Sara//RG|NOM//case//3 Kullgren//PM|NOM//conj//0
Till statsrådet Hillevi Engström;Jonas//PM|NOM//nmod:poss//2 Olofsson//PM|NOM//flat//0 2.4//RG|NOM//obl//4 En//DT|UTR|SIN|IND//det//4 fördjupning//NN|UTR|SIN|IND|NOM//nsubj//12 om//PP//case//6 betydelsen//NN|UTR|SIN|DEF|NOM//nmod//4 av//PP//case//8 utbildning//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//10 8.2//RG|NOM//conj//8 Anställning//NN|UTR|SIN|IND|NOM//conj//8 förutsätter//VB|PRS|AKT//ROOT//12 att//SN//mark//15 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//15 behöver//VB|PRS|AKT//ccomp//12 8.9//RG|NOM//nmod:poss//17 Utbildningsanställning//NN|UTR|SIN|IND|NOM//obj//15 är//VB|PRS|AKT//cop//19 tillåten//JJ|POS|UTR|SIN|IND|NOM//ccomp//12 så//AB//advmod//21 länge//AB|POS//advmod//19 utbildning//NN|UTR|SIN|IND|NOM//nmod//23 9.2//RG|NOM//nsubj//25 Hur//HA//advmod//25 kompletterar//VB|PRS|AKT//parataxis//12 utbildningsanställning//NN|UTR|SIN|IND|NOM//obj//25 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 insatser//NN|UTR|PLU|IND|NOM//obj//25 för//PP//mark//31 att//IE//mark//31 underlätta//VB|INF|AKT//advcl//25 för//PP//case//33 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//31 att//IE//mark//35 etablera//VB|INF|AKT//advcl//31 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//35 på//PP//case//38 9.4//RG|NOM//nummod//39 Överlappar//NN|UTR|PLU|IND|NOM//obl//35 den//DT|UTR|SIN|DEF//det//42 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 anställningsformen//NN|UTR|SIN|DEF|NOM//nsubj//39 andra//RO|NOM//amod//44 11.2//RG|NOM//nummod//45 Förslaget//NN|NEU|SIN|DEF|NOM//obj//39 till//PP//case//47 förordning//NN|UTR|SIN|IND|NOM//obl//35 om//PP//case//49 statsbidrag//NN|NEU|SIN|IND|NOM//nmod//47 för//PP//case//51 vuxenutbildning//NN|UTR|SIN|IND|NOM//nmod//49 i//PP//case//57 samband//NN|NEU|SIN|IND|NOM//fixed//52 med//PP//fixed//52 en//DT|UTR|SIN|IND//det//56 11.3//RG|NOM//nmod//57 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//51 till//PP//case//59 förordning//NN|UTR|SIN|IND|NOM//nmod//49 om//PP//case//61 statsbidrag//NN|NEU|SIN|IND|NOM//nmod//59 för//PP//case//63 utbildningsanställning//NN|UTR|SIN|IND|NOM//nmod//61 enligt//PP//case//65 lagen//NN|UTR|SIN|DEF|NOM//nmod//63 (//PAD//punct//25 1982:80//RG|NOM//appos//25 )//PAD//punct//25 om//PP//case//12


1 Förslag till lag om ändring i lagen (1982:80) om anställningsskydd;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 (//PAD//punct//5 1982:80//RG|NOM//conj//5 )//PAD//punct//5 om//PP//case//10 anställningsskydd//NN|NEU|SIN|IND|NOM//nmod//5 ,//MID//punct//17 dels//KN//advmod//17  //_SP////12 att//SN//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//17 ska//VB|PRS|AKT//aux//17 införas//VB|INF|SFO//advcl//1 fyra//RG|NOM//nummod//20 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 paragrafer//NN|UTR|PLU|IND|NOM//nsubj:pass//17 ,//MID//punct//23 5//RG|NOM//nummod//23 a–5//NN|UTR|SIN|DEF|NOM//appos//20 c//NN|NEU|SIN|IND|NOM//punct//23 samt//KN//cc//26 30//RG|NOM//conj//20 b//NN|NEU|SIN|IND|NOM//case//29 §//NN|AN//nmod//29 §//NN|AN//obl//26 ,//MID//punct//17 dels//KN//advmod//40  //_SP////31 att//SN//mark//40 2//RG|NOM//nummod//37 och//KN//cc//34 4//RG|NOM//nummod//34 §//NN|AN//nmod//38 §//NN|AN//nsubj//40 ska//VB|PRS|AKT//aux//40 ha//VB|INF|AKT//conj//17 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 lydelse//NN|UTR|SIN|IND|NOM//obj//40 .//MAD//punct//1
1 Förslag till lag om ändring i lagen (1982:80) om anställningsskydd;Om//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 i//PP//case//5 en//DT|UTR|SIN|IND//det//5 annan//JJ|POS|UTR|SIN|IND|NOM//amod//5 lag//NN|UTR|SIN|IND|NOM//obl//18 eller//KN//cc//9 i//PP//case//9 en//DT|UTR|SIN|IND//det//9 förordning//NN|UTR|SIN|IND|NOM//conj//5 som//HP|-|-|-//nsubj:pass//12 har//VB|PRS|AKT//aux//12 meddelats//VB|SUP|SFO//acl:relcl//9 med//PP//case//14 stöd//NN|NEU|SIN|IND|NOM//obl//12 av//PP//case//17 en//DT|UTR|SIN|IND//det//17 lag//NN|UTR|SIN|IND|NOM//nmod//14 finns//VB|PRS|SFO//advcl//30 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 föreskrifter//NN|UTR|PLU|IND|NOM//nsubj//18 som//HP|-|-|-//nsubj//22 avviker//VB|PRS|AKT//acl:relcl//20 från//PP//case//25 denna//DT|UTR|SIN|DEF//det//25 lag//NN|UTR|SIN|IND|NOM//obl//22 ,//MID//punct//18 skall//VB|PRS|AKT//aux//30 dessa//DT|UTR/NEU|PLU|DEF//det//29 föreskrifter//NN|UTR|PLU|IND|NOM//nsubj//30 gälla//VB|INF|AKT//ROOT//30 .//MAD//punct//30
1 Förslag till lag om ändring i lagen (1982:80) om anställningsskydd;Ett//DT|NEU|SIN|IND//det//1 avtal//NN|NEU|SIN|IND|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 ogiltigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 i//PP//case//6 den//DT|UTR|SIN|DEF//det//6 mån//NN|UTR|SIN|IND|NOM//obl//3 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//8 upphäver//VB|PRS|AKT//advcl//3 eller//KN//cc//10 inskränker//VB|PRS|AKT//conj//8
1 Förslag till lag om ändring i lagen (1982:80) om anställningsskydd;Avtal//NN|NEU|PLU|IND|NOM//nsubj//7 om//PP//case//2 avvikelser//NN|UTR|PLU|IND|NOM//nmod//0 från//PP//case//5 21//RG|NOM//nummod//5 §//NN|AN//nmod//2 får//VB|PRS|AKT//aux//7 träffas//VB|INF|SFO//ROOT//7 även//AB//advmod//10 utanför//PP//case//10 kollektivavtalsförhållanden//NN|UTR|SIN|DEF|NOM//obl//7 ,//MID//punct//7 om//SN//mark//14 avtalet//NN|NEU|SIN|DEF|NOM//nsubj//14 innebär//VB|PRS|AKT//advcl//7 att//SN//mark//24 kollektivavtal//NN|NEU|SIN|IND|NOM//nsubj:pass//24 som//HP|-|-|-//mark//19 med//PP//case//19 stöd//NN|NEU|SIN|IND|NOM//nmod//16 av//PP//case//22 fjärde//RO|NOM//amod//22 stycket//NN|NEU|SIN|DEF|NOM//nmod//19 har//VB|PRS|AKT//aux//24 träffats//VB|SUP|SFO//ccomp//14 för//PP//case//26 verksamhetsområdet//NN|NEU|SIN|DEF|NOM//obl//24 skall//VB|PRS|AKT//aux//28 tillämpas//VB|INF|SFO//advcl//7 .//MAD//punct//7
