Kommittédirektiv;Allmännyttiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 bostadsföretag//NN|NEU|PLU|IND|NOM//ROOT//1 och//KN//cc//4 bostadssocial//JJ|POS|UTR|SIN|IND|NOM//amod//4 utveckling//NN|UTR|SIN|IND|NOM//conj//1
Bilaga 1 / Sammanfattning av uppdraget;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//5 skall//VB|PRS|AKT//aux//5 dessutom//AB//advmod//5 i//PP//advmod//5 huvudsak//NN|UTR|SIN|IND|NOM//fixed//3 fullfölja//VB|INF|AKT//ROOT//5 de//DT|UTR/NEU|PLU|DEF//det//7 uppgifter//NN|UTR|PLU|IND|NOM//obj//5 som//HP|-|-|-//nsubj//9 Boendesociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//acl:relcl//7 beredningen//NN|UTR|SIN|DEF|NOM//obj//9 enligt//PP//case//13 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//13 direktiv//NN|NEU|PLU|IND|NOM//nmod//10 (//PAD//punct//7 dir//NN|AN//appos//7 .//MAD//punct//5
Bilaga 1 / Sammanfattning av uppdraget;1998:56//RG|NOM//punct//5 )//PAD//punct//5 har//VB|PRS|AKT//aux//21 att//IE//mark//21 följa//VB|INF|AKT//conj//5 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//21 på//PP//case//26 det//DT|NEU|SIN|DEF//det//26 bostadssociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 området//NN|NEU|SIN|DEF|NOM//obl//21 och//KN//cc//29 kunna//VB|INF|AKT//aux//29 lämna//VB|INF|AKT//conj//21 förslag//NN|NEU|SIN|IND|NOM//obj//29 till//PP//case//32 åtgärder//NN|UTR|PLU|IND|NOM//nmod//30 för//PP//mark//35 att//IE//mark//35 stödja//VB|INF|AKT//advcl//29 särskilt//AB//advmod//37 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//38 grupper//NN|UTR|PLU|IND|NOM//obj//35 på//PP//case//40 bostadsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//38 .//MAD//punct//5

Bilaga 1 / Bakgrund;Ansvarsfördelningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 inom//PP//case//2 bostadspolitiken//NN|UTR|SIN|DEF|NOM//nmod//0 grundas//VB|PRS|SFO//ROOT//3 på//PP//case//6 en//DT|UTR|SIN|IND//det//6 uppgiftsfördelning//NN|UTR|SIN|IND|NOM//obl//3 där//HA//advmod//9 staten//NN|UTR|SIN|DEF|NOM//nsubj//9 svarar//VB|PRS|AKT//acl:relcl//6 för//PP//mark//16 att//SN//mark//16 legala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 och//KN//cc//14 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//12 instrument//NN|NEU|PLU|IND|NOM//nsubj//16 finns//VB|PRS|SFO//advcl//9 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//16 för//PP//case//19 bostadsbyggandet//NN|NEU|SIN|DEF|NOM//obl//16 medan//SN//mark//26 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//26 tillsammans//AB//advmod//25 med//PP//case//25 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 aktörer//NN|UTR|PLU|IND|NOM//nmod//21 svarar//VB|PRS|AKT//advcl//16 för//PP//mark//34 att//SN//mark//34 de//DT|UTR/NEU|PLU|DEF//det//30 bostäder//NN|UTR|PLU|IND|NOM//nsubj//34 som//HP|-|-|-//nsubj:pass//32 behövs//VB|PRS|SFO//acl:relcl//30 också//AB//advmod//32 erbjuds//VB|PRS|SFO//advcl//26 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//36 invånare//NN|UTR|PLU|IND|NOM//obj//34 .//MAD//punct//3
Bilaga 1 / Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//2 allmännyttiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 bostadsföretagen//NN|NEU|PLU|DEF|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 ett//DT|NEU|SIN|IND//det//7 mycket//AB|POS//advmod//6 betydelsefullt//JJ|POS|NEU|SIN|IND|NOM//amod//7 verktyg//NN|NEU|SIN|IND|NOM//ROOT//7 för//PP//case//9 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//7 när//HA//mark//13 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//13 skall//VB|PRS|AKT//aux//13 uppfylla//VB|INF|AKT//advcl//7 sitt//PS|NEU|SIN|DEF//nmod:poss//15 ansvar//NN|NEU|SIN|IND|NOM//obj//13 inom//PP//case//18 bostadsförsörjningens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 område//NN|NEU|SIN|IND|NOM//obl//13 .//MAD//punct//7
Bilaga 1 / Bakgrund;Företagen//NN|NEU|PLU|DEF|NOM//nsubj//21 har//VB|PRS|AKT//parataxis//7 alltsedan//PP//obj//21 sin//PS|UTR|SIN|DEF//nmod:poss//24 tillkomst//NN|UTR|SIN|IND|NOM//obj//21 förutsatts//VB|SUP|SFO//conj//21 arbeta//VB|INF|AKT//xcomp//25 utan//PP//case//29 enskilt//JJ|POS|NEU|SIN|IND|NOM//amod//29 vinstintresse//NN|NEU|SIN|IND|NOM//obl//26 och//KN//cc//32 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//32 bostäder//NN|UTR|PLU|IND|NOM//conj//29 är//VB|PRS|AKT//cop//34 till//PL//advmod//21 för//PP//case//36 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//21 utan//PP//case//38 gränser//NN|UTR|PLU|IND|NOM//nmod//36 eller//KN//cc//40 villkor//NN|NEU|PLU|IND|NOM//conj//38 när//HA//mark//43 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 gäller//VB|PRS|AKT//advcl//21 t.ex.//AB|AN//advmod//43 inkomst//NN|UTR|SIN|IND|NOM//obj//43 och//KN//cc//47 familjestorlek//NN|UTR|SIN|IND|NOM//conj//45 .//MAD//punct//49
Bilaga 1 / Bakgrund;Tack//NN|NEU|SIN|IND|NOM//case//54 vare//VB|KON|PRS|AKT//fixed//49 de//DT|UTR/NEU|PLU|DEF//det//53 allmännyttiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 bostadsföretagens//NN|NEU|PLU|DEF|GEN//nmod:poss//54 roll//NN|UTR|SIN|IND|NOM//obl//59 kan//VB|PRS|AKT//aux//59 den//DT|UTR|SIN|DEF//det//58 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 bostadsmarknaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//59 sägas//VB|INF|SFO//conj//21 vara//VB|INF|AKT//cop//61 unik//JJ|POS|UTR|SIN|IND|NOM//xcomp//59 i//PP//case//63 Europa//PM|NOM//obl//61 ,//MID//punct//21 eftersom//SN//mark//68 vi//PN|UTR|PLU|DEF|SUB//nsubj//68 inte//AB//advmod//68 har//VB|PRS|AKT//advcl//21 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//70 bostäder//NN|UTR|PLU|IND|NOM//obj//68 som//HP|-|-|-//nsubj//73 är//VB|PRS|AKT//cop//73 reserverade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//70 för//PP//case//77 ekonomiskt//AB|POS//advmod//76 svaga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 hushåll//NN|NEU|PLU|IND|NOM//obl//73 i//PP//case//79 samhället//NN|NEU|SIN|DEF|NOM//obl//73 .//MAD//punct//21
Bilaga 1 / Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//2 allmännyttiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 bostadsföretagen//NN|NEU|PLU|DEF|NOM//nsubj//3 fungerar//VB|PRS|AKT//ROOT//3 i//PP//advmod//3 dag//NN|UTR|SIN|IND|NOM//fixed//4 på//PP//case//8 en//DT|UTR|SIN|IND//det//8 marknad//NN|UTR|SIN|IND|NOM//obl//3 som//HP|-|-|-//nsubj//14 i//PP//case//12 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//12 avseenden//NN|NEU|PLU|IND|NOM//obl//14 är//VB|PRS|AKT//cop//14 annorlunda//AB//acl:relcl//8 än//KN//case//19 bara//AB//advmod//19 för//PP//case//19 något//DT|NEU|SIN|IND//det//19 årtionde//NN|NEU|SIN|IND|NOM//obl//14 sedan//AB//advmod//14 .//MAD//punct//3
Bilaga 1 / Bakgrund;Bostadsmarknaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//25 har//VB|PRS|AKT//aux//25 delvis//AB//advmod//25 omreglerats//VB|SUP|SFO//parataxis//3 .//MID//punct//3
Bilaga 1 / Bakgrund;Alla//DT|UTR/NEU|PLU|IND/DEF//det//29 gynnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 särregler//NN|UTR|PLU|IND|NOM//nsubj:pass//31 har//VB|PRS|AKT//aux//31 avskaffats//VB|SUP|SFO//parataxis//3 .//MAD//punct//31
Bilaga 1 / Bakgrund;Förändringar//NN|UTR|PLU|IND|NOM//nsubj//43 i//PP//case//35 skatteregler//NN|UTR|PLU|IND|NOM//nmod//33 och//KN//cc//37 villkoren//NN|NEU|PLU|DEF|NOM//conj//35 för//PP//case//39 finansieringen//NN|UTR|SIN|DEF|NOM//nmod//37 av//PP//case//41 bostadsproduktionen//NN|UTR|SIN|DEF|NOM//nmod//39 har//VB|PRS|AKT//aux//43 gjort//VB|SUP|AKT//parataxis//31 att//SN//mark//48 företagen//NN|NEU|PLU|DEF|NOM//nsubj//48 i//PP//advmod//48 dag//NN|UTR|SIN|IND|NOM//fixed//46 konkurrerar//VB|PRS|AKT//ccomp//43 med//PP//case//51 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 bostadsföretag//NN|NEU|PLU|IND|NOM//obl//48 på//PP//case//56 i//PP//advmod//55 huvudsak//NN|UTR|SIN|IND|NOM//fixed//53 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 villkor//NN|NEU|PLU|IND|NOM//obl//48 .//MAD//punct//31
Bilaga 1 / Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//75 som//HP|-|-|-//nsubj//62 i//PP//advmod//62 dag//NN|UTR|SIN|IND|NOM//fixed//60 särskiljer//VB|PRS|AKT//acl:relcl//58 de//DT|UTR/NEU|PLU|DEF//det//65 allmännyttiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 bostadsföretagen//NN|NEU|PLU|DEF|NOM//obj//62 från//PP//case//68 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 bostadsföretag//NN|NEU|PLU|IND|NOM//obl//62 är//VB|PRS|AKT//cop//75 i//PP//case//75 första//RO|NOM//fixed//70 hand//NN|UTR|SIN|IND|NOM//fixed//70 det//DT|NEU|SIN|DEF//det//75 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//75 ägandet//NN|NEU|SIN|DEF|NOM//parataxis//31 och//KN//cc//77 inflytandet//NN|NEU|SIN|DEF|NOM//conj//75 i//PP//case//79 företagen//NN|NEU|PLU|DEF|NOM//nmod//77 samt//KN//cc//82 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//82 roll//NN|UTR|SIN|IND|NOM//conj//75 för//PP//case//84 hyressättningen//NN|UTR|SIN|DEF|NOM//nmod//82 .//MAD//punct//3
Bilaga 1 / Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 måste//VB|PRS|AKT//aux//5 även//AB//advmod//5 i//PP//case//4 framtiden//NN|UTR|SIN|DEF|NOM//obl//5 finnas//VB|INF|SFO//amod//28 fastighetsägare//NN|UTR|PLU|IND|NOM//obj//5 som//HP|-|-|-//nsubj//12 i//PP//case//11 särskilt//AB//advmod//10 hög//JJ|POS|UTR|SIN|IND|NOM//amod//11 grad//NN|UTR|SIN|IND|NOM//obl//12 står//VB|PRS|AKT//acl:relcl//6 för//PP//case//14 ansvarstagande//NN|NEU|SIN|IND|NOM//obl//12 och//KN//cc//16 långsiktighet//NN|UTR|SIN|IND|NOM//conj//14 och//KN//cc//19 som//HP|-|-|-//nsubj//19 bedriver//VB|PRS|AKT//conj//12 sin//PS|UTR|SIN|DEF//nmod:poss//21 verksamhet//NN|UTR|SIN|IND|NOM//obj//19 utan//PP//case//24 enskilt//JJ|POS|NEU|SIN|IND|NOM//amod//24 vinstintresse//NN|NEU|SIN|IND|NOM//obl//19 .//MAD//punct//5
Bilaga 1 / Bakgrund;Väl//AB|POS//advmod//27 förvaltade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//28 bostadsföretag//NN|NEU|PLU|IND|NOM//nsubj//44 som//HP|-|-|-//nsubj:pass//30 drivs//VB|PRS|SFO//acl:relcl//28 utan//PP//case//32 vinstsyfte//NN|NEU|SIN|IND|NOM//obl//30 och//KN//cc//36 som//HP|-|-|-//nsubj//36 är//VB|PRS|AKT//cop//36 öppna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//30 för//PP//case//39 alla//DT|UTR/NEU|PLU|IND/DEF//det//39 grupper//NN|UTR|PLU|IND|NOM//obl//36 av//PP//case//41 medborgare//NN|UTR|PLU|IND|NOM//nmod//39 är//VB|PRS|AKT//cop//44 också//AB//advmod//44 fortsatt//VB|SUP|AKT//ROOT//44 ett//DT|NEU|SIN|IND//det//47 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 inslag//NN|NEU|SIN|IND|NOM//obj//44 i//PP//case//51 den//DT|UTR|SIN|DEF//det//51 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//51 bostadspolitiken//NN|UTR|SIN|DEF|NOM//nmod//47 .//MAD//punct//44
Bilaga 1 / Bakgrund;Utredningen//NN|UTR|SIN|DEF|NOM//ROOT//0 om//PP//case//2 allmännyttan//NN|UTR|SIN|DEF|NOM//nmod//0 och//KN//cc//4 bruksvärdet//NN|NEU|SIN|DEF|NOM//conj//2
Bilaga 1 / Bakgrund;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 6//RO|NOM//nummod//4 maj//NN|UTR|SIN|IND|NOM//obj//1 i//PP//case//8 år//NN|NEU|SIN|IND|NOM//fixed//5 om//PP//case//8 direktiv//NN|NEU|PLU|IND|NOM//nmod//4 till//PP//case//12 en//DT|UTR|SIN|IND//det//12 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//12 utredare//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj//15 skall//VB|PRS|AKT//aux//15 ta//VB|INF|AKT//acl:relcl//12 fram//PL//compound:prt//15 underlag//NN|NEU|SIN|IND|NOM//obj//15 för//PP//case//20 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 beslut//NN|NEU|PLU|IND|NOM//nmod//17 om//PP//case//23 allmännyttiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 bostadsföretag//NN|NEU|PLU|IND|NOM//nmod//20 (//PAD//punct//23 dir//NN|AN//conj//23 .//MAD//punct//1
Bilaga 1 / Bakgrund;1999:32//RG|NOM//advmod//1 )//PAD//punct//27 .//MAD//punct//1
Bilaga 1 / Bakgrund;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//32 har//VB|PRS|AKT//aux//32 antagit//VB|SUP|AKT//conj//1 namnet//NN|NEU|SIN|DEF|NOM//nmod//34 Utredningen//NN|UTR|SIN|DEF|NOM//obj//32 om//PP//case//36 allmännyttan//NN|UTR|SIN|DEF|NOM//nmod//34 och//KN//cc//38 bruksvärdet//NN|NEU|SIN|DEF|NOM//conj//36 (//PAD//punct//34 Fi//PM|NOM//appos//34 1999:05//RG|NOM//obj//40 )//PAD//punct//34 .//MAD//punct//32
Bilaga 1 / Bakgrund;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 uppdraget//NN|NEU|SIN|DEF|NOM//obj//1 att//IE//mark//5 –//RG|NOM//punct//5 göra//VB|INF|AKT//xcomp//1 en//DT|UTR|SIN|IND//det//8 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//8 analys//NN|UTR|SIN|IND|NOM//obj//5 av//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 regelverk//NN|NEU|PLU|IND|NOM//nmod//8 som//HP|-|-|-//nsubj//13 styr//VB|PRS|AKT//acl:relcl//11 verksamheten//NN|UTR|SIN|DEF|NOM//obj//13 i//PP//case//18 de//DT|UTR/NEU|PLU|DEF//det//18 allmännyttiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 bostadsföretagen//NN|NEU|PLU|DEF|NOM//obl//13 samt//KN//cc//20 överväga//VB|INF|AKT//conj//13 om//SN//mark//23 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//23 behövs//VB|PRS|SFO//advcl//20 ett//DT|NEU|SIN|IND//det//26 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//26 regelverk//NN|NEU|SIN|IND|NOM//nsubj:pass//23 ,//MID//punct//5 –//PAD//punct//29 analysera//VB|INF|AKT//conj//1 vilka//HD|UTR/NEU|PLU|IND//det//31 verksamhetsformer//NN|UTR|PLU|IND|NOM//obj//29 som//HP|-|-|-//nsubj//35 kan//VB|PRS|AKT//aux//35 vara//VB|INF|AKT//cop//35 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//31 för//PP//case//39 de//DT|UTR/NEU|PLU|DEF//det//39 allmännyttiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 företagen//NN|NEU|PLU|DEF|NOM//obl//35 ,//MID//punct//29 –//RG|NOM//punct//42 klarlägga//VB|INF|AKT//conj//29 efter//PP//compound:prt//42 vilka//HD|UTR/NEU|PLU|IND//det//45 kriterier//NN|NEU|PLU|IND|NOM//dislocated//48 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//48 skall//VB|PRS|AKT//aux//48 bedömas//VB|INF|SFO//ccomp//42 om//SN//case//51 ett//DT|NEU|SIN|IND//det//51 bostadsföretag//NN|NEU|SIN|IND|NOM//obl//48 skall//VB|PRS|AKT//aux//53 inta//VB|INF|AKT//conj//29 den//DT|UTR|SIN|DEF//det//55 särställning//NN|UTR|SIN|IND|NOM//obj//53 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//57 innebär//VB|PRS|AKT//acl:relcl//55 att//IE//mark//62 vara//VB|INF|AKT//cop//62 ett//DT|NEU|SIN|IND//det//62 allmännyttigt//JJ|POS|NEU|SIN|IND|NOM//amod//62 bostadsföretag//NN|NEU|SIN|IND|NOM//ccomp//57 ,//MID//punct//29 samt//KN//cc//66 –//RG|NOM//punct//66 lämna//VB|INF|AKT//conj//29 förslag//NN|NEU|SIN|IND|NOM//obj//66 till//PP//mark//74 hur//HA//advmod//74 de//DT|UTR/NEU|PLU|DEF//det//72 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 bostadsföretagen//NN|NEU|PLU|DEF|NOM//nsubj:pass//74 kan//VB|PRS|AKT//aux//74 utvecklas//VB|INF|SFO//advcl//66 genom//PP//mark//78 att//SN//mark//78 hyresgästerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//78 ges//VB|PRS|SFO//advcl//74 ett//DT|NEU|SIN|IND//det//81 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//81 inflytande//NN|NEU|SIN|IND|NOM//obj//78 .//MAD//punct//1
Bilaga 1 / Bakgrund;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 presentera//VB|INF|AKT//ROOT//2 ett//DT|NEU|SIN|IND//det//4 diskussionsbetänkande//NN|NEU|SIN|IND|NOM//obj//2 om//PP//case//7 dessa//DT|UTR/NEU|PLU|DEF//det//7 frågor//NN|UTR|PLU|IND|NOM//obl//2 före//PP//case//11 den//DT|UTR|SIN|DEF//det//11 1//RO|NOM//nummod//11 januari//NN|UTR|SIN|IND|NOM//nmod//7 2000//RG|NOM//nummod//11 .//MAD//punct//2
Bilaga 1 / Bakgrund;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//15 skall//VB|PRS|AKT//conj//2 vidare//AB|KOM//advmod//15 senast//AB|SUV//case//20 den//DT|UTR|SIN|DEF//det//20 1//RO|NOM//nummod//20 mars//NN|UTR|SIN|IND|NOM//obl//22 2000//RG|NOM//nummod//20 redovisa//VB|INF|AKT//advcl//15 en//DT|UTR|SIN|IND//det//24 utvärdering//NN|UTR|SIN|IND|NOM//obj//22 av//PP//case//26 bruksvärdessystemet//NN|NEU|SIN|DEF|NOM//nmod//24 .//MAD//punct//2
