Allmänna utgångspunkter;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//13 (//PAD//punct//2 1999:116//RG|NOM//appos//0 )//PAD//punct//2 om//PP//case//5 skiljeförfarande//NN|NEU|SIN|IND|NOM//nmod//0 (//PAD//punct//5 LSF//PM|NOM//appos//5 )//PAD//punct//5 är//VB|PRS|AKT//cop//13 nu//AB//advmod//13 femton//RG|NOM//nummod//12 år//NN|NEU|PLU|IND|NOM//nmod//13 gammal//JJ|POS|UTR|SIN|IND|NOM//ROOT//13 .//MID//punct//13
Allmänna utgångspunkter;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//69 har//VB|PRS|AKT//aux//69 i//PP//advmod//69 linje//NN|UTR|SIN|IND|NOM//fixed//66 härmed//AB//fixed//66 lagt//VB|SUP|AKT//parataxis//30 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//71 vikt//NN|UTR|SIN|IND|NOM//obj//69 vid//PP//case//73 frågor//NN|UTR|PLU|IND|NOM//obl//69 med//PP//case//76 denna//DT|UTR|SIN|DEF//det//76 inriktning//NN|UTR|SIN|IND|NOM//nmod//73 .//MAD//punct//30
Allmänna utgångspunkter;I//PP//case//1 betänkandet//NN|NEU|SIN|DEF|NOM//obl//2 diskuteras//VB|PRS|SFO//ROOT//2 en//DT|UTR|SIN|IND//det//4 del//NN|UTR|SIN|IND|NOM//nmod//5 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//2 beträffande//PP//mark//10 vilka//HP|UTR/NEU|PLU|IND//obl//10 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//10 inte//AB//advmod//10 lägger//VB|PRS|AKT//advcl//2 fram//PL//compound:prt//10 förslag//NN|NEU|PLU|IND|NOM//obj//10 .//MID//punct//2
Allmänna utgångspunkter;De//DT|UTR/NEU|PLU|DEF//det//15 förslag//NN|NEU|PLU|IND|NOM//nsubj//19 som//HP|-|-|-//obj//18 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//18 lämnar//VB|PRS|AKT//acl:relcl//15 framgår//VB|PRS|AKT//parataxis//2 huvudsakligen//AB//advmod//19 av//PP//case//22 följande//NN|NEU|SIN|IND|NOM//obl//19 .//MAD//punct//2


Begreppet ”platsen” ersätts av ”säte”.;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//2 ”//PAD//punct//2 platsen//NN|UTR|SIN|DEF|NOM//nsubj//6 ”//PM|NOM//punct//2 för//PP//case//5 skiljeförfarandet//NN|NEU|SIN|DEF|NOM//nmod//2 förekommer//VB|PRS|AKT//ROOT//6 i//PP//case//9 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//9 bestämmelser//NN|UTR|PLU|IND|NOM//obl//6 i//PP//case//11 lagen//NN|UTR|SIN|DEF|NOM//nmod//9 .//MAD//punct//6
Begreppet ”platsen” ersätts av ”säte”.;Begreppet//NN|NEU|SIN|DEF|NOM//nsubj//16 är//VB|PRS|AKT//aux:pass//16 inte//AB//advmod//16 avsett//PC|PRF|NEU|SIN|IND|NOM//parataxis//6 att//IE//mark//18 begränsa//VB|INF|AKT//advcl//16 ett//DT|NEU|SIN|IND//det//21 skiljeförfarande//NN|NEU|SIN|IND|NOM//amod//21 geografiskt//AB|POS//obj//18 utan//KN//cc//23 har//VB|PRS|AKT//conj//18 en//DT|UTR|SIN|IND//det//27 närmast//AB|SUV//advmod//27 juridisk-teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//27 karaktär//NN|UTR|SIN|IND|NOM//obj//23 som//HP|-|-|-//nsubj//29 har//VB|PRS|AKT//acl:relcl//27 betydelse//NN|UTR|SIN|IND|NOM//obj//29 för//PP//mark//38 om//SN//fixed//31 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//36 eller//KN//cc//35 utländsk//JJ|POS|UTR|SIN|IND|NOM//conj//33 rätt//NN|UTR|SIN|IND|NOM//nsubj:pass//38 ska//VB|PRS|AKT//aux//38 tillämpas//VB|INF|SFO//advcl//23 på//PP//case//40 proceduren//NN|UTR|SIN|DEF|NOM//obl//38 .//MAD//punct//16
Begreppet ”platsen” ersätts av ”säte”.;Begreppet//NN|NEU|SIN|DEF|NOM//nsubj//44 har//VB|PRS|AKT//aux//44 orsakat//VB|SUP|AKT//parataxis//16 missuppfattning//NN|UTR|SIN|IND|NOM//obj//44 i//PP//case//48 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//48 fall//NN|NEU|PLU|IND|NOM//obl//44 och//KN//cc//50 förarbetena//NN|NEU|PLU|DEF|NOM//conj//48 till//PP//case//54 de//DT|UTR/NEU|PLU|DEF//det//54 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 reglerna//NN|UTR|PLU|DEF|NOM//nmod//50 är//VB|PRS|AKT//cop//58 inte//AB//advmod//58 helt//AB|POS//advmod//58 klargörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//44 .//MAD//punct//44
Begreppet ”platsen” ersätts av ”säte”.;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//61 föreslår//VB|PRS|AKT//conj//44 att//SN//mark//64 LSF//PM|NOM//nsubj:pass//64 anpassas//VB|PRS|SFO//ccomp//61 till//PP//case//67 den//DT|UTR|SIN|DEF//det//67 terminologi//NN|UTR|SIN|IND|NOM//obl//64 som//HP|-|-|-//nsubj//73 internationellt//AB|POS//advmod//70 sett//PC|PRF|NEU|SIN|IND|NOM//advcl//73 är//VB|PRS|AKT//cop//73 det//DT|NEU|SIN|DEF//expl//73 vanligaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//acl:relcl//67 på//PP//case//75 området//NN|NEU|SIN|DEF|NOM//obl//73 och//KN//cc//78 som//HP|-|-|-//nsubj//78 innebär//VB|PRS|AKT//conj//61 att//SN//mark//85 ”//PAD//punct//81 platsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//85 ”//PM|NOM//punct//81 för//PP//case//84 förfarandet//NN|NEU|SIN|DEF|NOM//obl//85 ersätts//VB|PRS|SFO//ccomp//78 med//PP//case//89 begreppet//NN|NEU|SIN|DEF|NOM//nmod//89 ”//PAD//punct//89 sätet//NN|NEU|SIN|DEF|NOM//obl//85 ”//PM|NOM//punct//89 för//PP//case//92 förfarandet//NN|NEU|SIN|DEF|NOM//nmod//89 .//MID//punct//44
Begreppet ”platsen” ersätts av ”säte”.;Därmed//AB//advmod//95 blir//VB|PRS|AKT//conj//44 innebörden//NN|UTR|SIN|DEF|NOM//nsubj//95 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//95 inte//AB//advmod//97 minst//AB|SUV//advmod//102 för//PP//case//102 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//102 skiljemän//NN|UTR|PLU|IND|NOM//xcomp//95 och//KN//cc//104 parter//NN|UTR|PLU|IND|NOM//conj//102 .//MAD//punct//16
Begreppet ”platsen” ersätts av ”säte”.;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//108 är//VB|PRS|AKT//cop//108 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//16 men//KN//cc//111 också//AB//advmod//111 tillräckligt//JJ|POS|NEU|SIN|IND|NOM//conj//108 att//SN//mark//117 skiljeförfarandets//NN|NEU|SIN|DEF|GEN//nmod:poss//114 anknytning//NN|UTR|SIN|IND|NOM//nsubj//117 till//PP//case//116 Sverige//PM|NOM//nmod//114 består//VB|PRS|AKT//csubj//111 i//PP//mark//123 att//SN//mark//123 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//121 säte//NN|NEU|SIN|IND|NOM//nsubj//123 är//VB|PRS|AKT//cop//123 bestämt//PC|PRF|NEU|SIN|IND|NOM//advcl//117 till//PP//case//127 en//DT|UTR|SIN|IND//det//127 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//127 ort//NN|UTR|SIN|IND|NOM//obl//123 för//PP//mark//133 att//SN//mark//133 LSF//PM|NOM//nsubj//133 ska//VB|PRS|AKT//aux//133 vara//VB|INF|AKT//cop//133 tillämplig//JJ|POS|UTR|SIN|IND|NOM//acl//127 på//PP//case//135 förfarandet//NN|NEU|SIN|DEF|NOM//obl//133 .//MAD//punct//16

Skiljenämnden åläggs att följa parternas val av tillämplig materiell rätt. I brist på partsöverenskommelse ska skiljenämnden bestämma materiell rätt med beaktande av de rättsregler som tvisten har närmast anknytning till. Skiljedom får grundas på skälighet och billighet endast om parterna uttryckligen har bestämt det.;I//PP//case//1 LSF//PM|NOM//obl//2 finns//VB|PRS|SFO//advcl//82 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 inte//AB//advmod//2 nu//AB//advmod//2 några//DT|UTR/NEU|PLU|IND//det//7 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//2 om//PP//mark//10 hur//HA//advmod//10 skiljemän//NN|UTR|PLU|IND|NOM//acl//7 ska//VB|PRS|AKT//aux//12 fastställa//VB|INF|AKT//conj//10 den//DT|UTR|SIN|DEF//det//15 materiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 rätt//NN|UTR|SIN|IND|NOM//obj//12 som//HP|-|-|-//nsubj:pass//18 ska//VB|PRS|AKT//aux//18 tillämpas//VB|INF|SFO//acl:relcl//15 på//PP//case//20 tvisten//NN|UTR|SIN|DEF|NOM//obl//18 .//MID//punct//2
Skiljenämnden åläggs att följa parternas val av tillämplig materiell rätt. I brist på partsöverenskommelse ska skiljenämnden bestämma materiell rätt med beaktande av de rättsregler som tvisten har närmast anknytning till. Skiljedom får grundas på skälighet och billighet endast om parterna uttryckligen har bestämt det.;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//27 är//VB|PRS|AKT//cop//27 otvivelaktigt//AB|POS//advmod//27 en//DT|UTR|SIN|IND//det//27 viss//JJ|POS|UTR|SIN|IND|NOM//amod//27 brist//NN|UTR|SIN|IND|NOM//parataxis//2 .//MAD//punct//27
Skiljenämnden åläggs att följa parternas val av tillämplig materiell rätt. I brist på partsöverenskommelse ska skiljenämnden bestämma materiell rätt med beaktande av de rättsregler som tvisten har närmast anknytning till. Skiljedom får grundas på skälighet och billighet endast om parterna uttryckligen har bestämt det.;Efter//PP//case//30 mönster//NN|NEU|SIN|IND|NOM//obl//39 av//PP//case//32 regleringen//NN|UTR|SIN|DEF|NOM//nmod//30 i//PP//case//36 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 länders//NN|NEU|PLU|IND|GEN//nmod:poss//36 lagar//NN|UTR|PLU|IND|NOM//nmod//32 om//PP//case//38 skiljeförfarande//NN|NEU|SIN|IND|NOM//nmod//36 föreslår//VB|PRS|AKT//conj//2 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//39 en//DT|UTR|SIN|IND//det//42 bestämmelse//NN|UTR|SIN|IND|NOM//obj//39 om//PP//mark//47 att//SN//mark//47 tvisten//NN|UTR|SIN|DEF|NOM//nsubj:pass//47 ska//VB|PRS|AKT//aux//47 avgöras//VB|INF|SFO//advcl//39 med//PP//case//49 tillämpning//NN|UTR|SIN|IND|NOM//obl//47 av//PP//case//54 den//PN|UTR|SIN|DEF|SUB/OBJ//det//54 eller//KN//cc//53 de//DT|UTR/NEU|PLU|DEF//conj//51 lagar//NN|UTR|PLU|IND|NOM//nmod//49 eller//KN//cc//57 de//DT|UTR/NEU|PLU|DEF//det//57 rättsregler//NN|UTR|PLU|IND|NOM//conj//49 som//HP|-|-|-//obl//61 parterna//NN|UTR|PLU|DEF|NOM//nsubj//61 har//VB|PRS|AKT//aux//61 kommit//VB|SUP|AKT//acl:relcl//57 överens//PL//compound:prt//61 om//PP//case//58 .//MAD//punct//2
Skiljenämnden åläggs att följa parternas val av tillämplig materiell rätt. I brist på partsöverenskommelse ska skiljenämnden bestämma materiell rätt med beaktande av de rättsregler som tvisten har närmast anknytning till. Skiljedom får grundas på skälighet och billighet endast om parterna uttryckligen har bestämt det.;Har//VB|PRS|AKT//aux//67 parterna//NN|UTR|PLU|DEF|NOM//nsubj//67 kommit//VB|SUP|AKT//parataxis//2 överens//PL//compound:prt//67 om//PP//mark//76 att//SN//mark//76 ett//DT|NEU|SIN|IND//det//73 visst//JJ|POS|NEU|SIN|IND|NOM//amod//73 lands//NN|NEU|SIN|IND|GEN//nmod:poss//74 lag//NN|UTR|SIN|IND|NOM//nsubj:pass//76 ska//VB|PRS|AKT//aux//76 tillämpas//VB|INF|SFO//advcl//67 ,//MID//punct//2 ska//VB|PRS|AKT//aux//82 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//82 enligt//PP//case//81 förslaget//NN|NEU|SIN|DEF|NOM//obl//82 tolkas//VB|PRS|SFO//ROOT//82 som//KN//case//85 en//DT|UTR|SIN|IND//det//85 hänvisning//NN|UTR|SIN|IND|NOM//obl//82 till//PP//case//90 det//DT|NEU|SIN|DEF//det//88 landets//NN|NEU|SIN|DEF|GEN//nmod:poss//90 materiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//90 rätt//NN|UTR|SIN|IND|NOM//nmod//85 och//KN//cc//95 inte//AB//advmod//95 till//PP//case//95 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//95 lagvalsregler//NN|UTR|PLU|IND|NOM//conj//90 ,//MID//punct//85 om//SN//mark//102 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//102 inte//AB//advmod//102 uttryckligen//AB//advmod//102 har//VB|PRS|AKT//aux//102 avtalats//VB|SUP|SFO//advcl//82 .//MAD//punct//82
Skiljenämnden åläggs att följa parternas val av tillämplig materiell rätt. I brist på partsöverenskommelse ska skiljenämnden bestämma materiell rätt med beaktande av de rättsregler som tvisten har närmast anknytning till. Skiljedom får grundas på skälighet och billighet endast om parterna uttryckligen har bestämt det.;För//PP//mark//111 det//DT|NEU|SIN|DEF//fixed//104 fall//NN|NEU|SIN|IND|NOM//fixed//104 att//SN//mark//111 parterna//NN|UTR|PLU|DEF|NOM//nsubj//111 inte//AB//advmod//111 har//VB|PRS|AKT//aux//111 träffat//VB|SUP|AKT//advcl//117 någon//DT|UTR|SIN|IND//det//113 överenskommelse//NN|UTR|SIN|IND|NOM//obj//111 om//PP//case//116 tillämplig//JJ|POS|UTR|SIN|IND|NOM//amod//116 lag//NN|UTR|SIN|IND|NOM//nmod//113 innebär//VB|PRS|AKT//parataxis//82 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//119 förslag//NN|NEU|SIN|IND|NOM//obj//117 att//SN//mark//122 skiljemännen//NN|UTR|SIN|DEF|NOM//nsubj//122 bestämmer//VB|PRS|AKT//acl//119 vilken//HD|UTR|SIN|IND//det//124 lag//NN|UTR|SIN|IND|NOM//xcomp//122 eller//KN//cc//127 vilka//HD|UTR/NEU|PLU|IND//det//127 rättsregler//NN|UTR|PLU|IND|NOM//conj//124 som//HP|-|-|-//nsubj:pass//130 ska//VB|PRS|AKT//aux//130 tillämpas//VB|INF|SFO//acl:relcl//127 ,//MID//punct//122 varvid//HA//advmod//135 särskilt//AB//advmod//135 ska//VB|PRS|AKT//aux//135 beaktas//VB|INF|SFO//conj//122 till//PP//case//138 vilka//HD|UTR/NEU|PLU|IND//det//138 rättsregler//NN|UTR|PLU|IND|NOM//obl//135 tvistefrågorna//NN|UTR|PLU|DEF|NOM//nsubj//140 har//VB|PRS|AKT//acl:relcl//138 närmast//AB|SUV//advmod//140 anknytning//NN|UTR|SIN|IND|NOM//obj//140 .//MAD//punct//82
Skiljenämnden åläggs att följa parternas val av tillämplig materiell rätt. I brist på partsöverenskommelse ska skiljenämnden bestämma materiell rätt med beaktande av de rättsregler som tvisten har närmast anknytning till. Skiljedom får grundas på skälighet och billighet endast om parterna uttryckligen har bestämt det.;Vidare//AB|KOM//advmod//145 föreslås//VB|PRS|SFO//parataxis//82 en//DT|UTR|SIN|IND//det//147 regel//NN|UTR|SIN|IND|NOM//nsubj:pass//145 om//PP//mark//151 att//SN//mark//151 skiljenämnden//NN|UTR|SIN|DEF|NOM//nsubj//151 får//VB|PRS|AKT//advcl//145 grunda//VB|INF|AKT//amod//153 skiljedomen//NN|UTR|SIN|DEF|NOM//obj//151 på//PP//case//155 skälighet//NN|UTR|SIN|IND|NOM//obl//151 och//KN//cc//157 billighet//NN|UTR|SIN|IND|NOM//conj//155 endast//AB//advmod//163 om//SN//mark//163 parterna//NN|UTR|PLU|DEF|NOM//nsubj//163 uttryckligen//AB//advmod//163 har//VB|PRS|AKT//aux//163 bestämt//VB|SUP|AKT//advcl//151 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//163 .//MAD//punct//82
Skiljenämnden åläggs att följa parternas val av tillämplig materiell rätt. I brist på partsöverenskommelse ska skiljenämnden bestämma materiell rätt med beaktande av de rättsregler som tvisten har närmast anknytning till. Skiljedom får grundas på skälighet och billighet endast om parterna uttryckligen har bestämt det.;Någon//DT|UTR|SIN|IND//det//168 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//168 regel//NN|UTR|SIN|IND|NOM//nsubj//169 finns//VB|PRS|SFO//parataxis//82 inte//AB//advmod//169 i//PP//case//172 LSF//PM|NOM//obl//169 i//PP//advmod//169 dag//NN|UTR|SIN|IND|NOM//fixed//173 ,//MID//punct//82 men//KN//cc//182 en//DT|UTR|SIN|IND//det//178 regel//NN|UTR|SIN|IND|NOM//nsubj:pass//182 av//PP//case//181 denna//DT|UTR|SIN|DEF//det//181 innebörd//NN|UTR|SIN|IND|NOM//nmod//178 rekommenderas//VB|PRS|SFO//conj//82 i//PP//case//184 modellagen//NN|UTR|SIN|DEF|NOM//obl//182 och//KN//cc//187 är//VB|PRS|AKT//cop//187 standard//NN|UTR|SIN|IND|NOM//conj//182 i//PP//case//191 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//190 länders//NN|NEU|PLU|IND|GEN//nmod:poss//191 lagar//NN|UTR|PLU|IND|NOM//nmod//187 om//PP//case//193 skiljeförfaranden//NN|UTR|SIN|DEF|NOM//nmod//191 .//MAD//punct//82

