Till statsrådet och chefen för Arbetsmarknadsdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 14//RG|NOM//nummod//4 februari//NN|UTR|SIN|IND|NOM//obj//1 2013//RG|NOM//nummod//4 att//SN//mark//11 en//DT|UTR|SIN|IND//det//9 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//9 utredare//NN|UTR|SIN|IND|NOM//nsubj:pass//11 skulle//VB|PRT|AKT//aux//11 tillsättas//VB|INF|SFO//ccomp//1 för//PP//mark//14 att//IE//mark//14 se//VB|INF|AKT//advcl//11 över//PL//case//16 skyddet//NN|NEU|SIN|DEF|NOM//obl//14 för//PP//case//18 arbetstagare//NN|UTR|PLU|IND|NOM//obl//14 som//HP|-|-|-//nsubj//20 slår//VB|PRS|AKT//acl:relcl//18 larm//NN|NEU|SIN|IND|NOM//obj//20 om//PP//case//24 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 former//NN|UTR|PLU|IND|NOM//obl//20 av//PP//case//26 missförhållanden//NN|NEU|PLU|IND|NOM//nmod//24 ,//MID//punct//28 oegentligheter//NN|UTR|PLU|IND|NOM//conj//26 eller//KN//cc//30 brott//NN|NEU|PLU|IND|NOM//conj//26 och//KN//cc//32 föreslå//VB|INF|AKT//conj//20 åtgärder//NN|UTR|PLU|IND|NOM//obj//32 som//HP|-|-|-//nsubj//35 syftar//VB|PRS|AKT//acl:relcl//33 till//PP//mark//38 att//IE//mark//38 stärka//VB|INF|AKT//advcl//35 skyddet//NN|NEU|SIN|DEF|NOM//obj//38 och//KN//cc//41 skapa//VB|INF|AKT//conj//35 ett//DT|NEU|SIN|IND//det//44 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 regelverk//NN|NEU|SIN|IND|NOM//obj//41 (//PAD//punct//44 dir//NN|AN//appos//44 .//MAD//punct//1


Förslag till lag om stärkt skydd för arbetstagare som slår larm om allvarliga missförhållanden;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

Lagens syfte och tillämpningsområde;1//RG|NOM//nummod//1 §//NN|AN//nsubj//4  //_SP////1 Lagen//NN|UTR|SIN|DEF|NOM//nmod//1 syftar//VB|PRS|AKT//ROOT//4 till//PP//mark//7 att//IE//mark//7 ge//VB|INF|AKT//advcl//4 ett//DT|NEU|SIN|IND//det//10 stärkt//PC|PRF|NEU|SIN|IND|NOM//amod//10 skydd//NN|NEU|SIN|IND|NOM//obj//7 för//PP//case//12 arbetstagare//NN|UTR|PLU|IND|NOM//obl//7 som//HP|-|-|-//nsubj//14 slår//VB|PRS|AKT//acl:relcl//12 larm//NN|NEU|SIN|IND|NOM//obj//14 om//PP//case//18 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 missförhållanden//NN|NEU|PLU|IND|NOM//obl//14 i//PP//case//21 arbetsgivarens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 verksamhet//NN|UTR|SIN|IND|NOM//nmod//18 .//MAD//punct//4
Lagens syfte och tillämpningsområde;Med//PP//case//2 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 missförhållanden//NN|NEU|PLU|IND|NOM//obl//3 avses//VB|PRS|SFO//ROOT//3 förhållanden//NN|NEU|PLU|IND|NOM//nsubj:pass//3 som//HP|-|-|-//nsubj//8 skäligen//AB//advmod//8 kan//VB|PRS|AKT//aux//8 misstänkas//VB|INF|SFO//acl:relcl//4 avse//VB|INF|AKT//advcl//3 brott//NN|NEU|SIN|IND|NOM//obj//9 ,//MID//punct//16 på//PP//case//14 vilket//HD|NEU|SIN|IND//det//14 fängelse//NN|NEU|SIN|IND|NOM//obl//16 kan//VB|PRS|AKT//aux//16 följa//VB|INF|AKT//conj//3 ,//MID//punct//21 eller//KN//cc//21 därmed//AB//advmod//20 jämförliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 missförhållanden//NN|NEU|PLU|IND|NOM//conj//16 .//MAD//punct//3

Avvikande avtal;2//RG|NOM//nummod//1 §//NN|AN//nsubj//6  //_SP////1 Ett//DT|NEU|SIN|IND//det//4 avtal//NN|NEU|SIN|IND|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 ogiltigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//6 i//PP//case//9 den//DT|UTR|SIN|DEF//det//9 utsträckning//NN|UTR|SIN|IND|NOM//obl//6 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//11 upphäver//VB|PRS|AKT//acl:relcl//9 eller//KN//cc//13 inskränker//VB|PRS|AKT//conj//11 arbetstagares//NN|UTR|PLU|IND|GEN//nmod:poss//15 skydd//NN|NEU|SIN|IND|NOM//obj//6 enligt//PP//case//18 denna//DT|UTR|SIN|DEF//det//18 lag//NN|UTR|SIN|IND|NOM//obl//6 .//MAD//punct//6
Avvikande avtal;Undantag//NN|NEU|PLU|IND|NOM//nsubj:pass//5 från//PP//case//2 lagen//NN|UTR|SIN|DEF|NOM//nmod//0 får//VB|PRS|AKT//aux//5 dock//AB//advmod//5 göras//VB|INF|SFO//ROOT//5 helt//AB|POS//advmod//5 eller//KN//cc//8 delvis//AB//conj//6 genom//PP//case//10 kollektivavtal//NN|NEU|PLU|IND|NOM//obl//5 som//HP|-|-|-//nsubj:pass//13 har//VB|PRS|AKT//aux//13 slutits//VB|SUP|SFO//acl:relcl//10 eller//KN//cc//15 godkänts//VB|SUP|SFO//conj//13 av//PP//case//19 en//DT|UTR|SIN|IND//det//19 central//JJ|POS|UTR|SIN|IND|NOM//amod//19 arbetstagarorganisation//NN|UTR|SIN|IND|NOM//obl:agent//15 .//MAD//punct//5
Avvikande avtal;En//DT|UTR|SIN|IND//det//1 arbetsgivare//NN|UTR|SIN|IND|NOM//nsubj//9 som//HP|-|-|-//nsubj//4 är//VB|PRS|AKT//aux:pass//4 bunden//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//1 av//PP//case//7 ett//DT|NEU|SIN|IND//det//7 kollektivavtal//NN|NEU|SIN|IND|NOM//obl//4 får//VB|PRS|AKT//aux//9 tillämpa//VB|INF|AKT//ROOT//9 avtalet//NN|NEU|SIN|DEF|NOM//obj//9 även//AB//advmod//13 på//PP//case//13 arbetstagare//NN|UTR|PLU|IND|NOM//obl//9 som//HP|-|-|-//nsubj//17 inte//AB//advmod//17 är//VB|PRS|AKT//cop//17 medlemmar//NN|UTR|PLU|IND|NOM//acl:relcl//13 av//PP//case//21 den//DT|UTR|SIN|DEF//det//21 avtalsslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 arbetstagarorganisationen//NN|UTR|SIN|DEF|NOM//obl:agent//17 men//KN//cc//23 sysselsätts//VB|PRS|SFO//conj//17 i//PP//case//25 arbete//NN|NEU|SIN|IND|NOM//obl//23 som//HP|-|-|-//nsubj:pass//27 avses//VB|PRS|SFO//acl:relcl//23 med//PP//case//29 avtalet//NN|NEU|SIN|DEF|NOM//obl//27 .//MAD//punct//9

Vad lagen skyddar mot;3//RG|NOM//nummod//1 §//NN|AN//obl//7  //_SP////1 En//DT|UTR|SIN|IND//det//4 arbetsgivare//NN|UTR|SIN|IND|NOM//nsubj//7 får//VB|PRS|AKT//aux//7 inte//AB//advmod//7 utsätta//VB|INF|AKT//ROOT//7 en//DT|UTR|SIN|IND//det//9 arbetstagare//NN|UTR|SIN|IND|NOM//obj//7 för//PP//case//11 repressalier//NN|UTR|PLU|IND|NOM//nmod//9 som//HP|-|-|-//nsubj//13 grundar//VB|PRS|AKT//acl:relcl//11 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//13 på//PP//mark//18 att//SN//mark//18 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//18 slår//VB|PRS|AKT//advcl//13 larm//NN|NEU|SIN|IND|NOM//obj//18 enligt//PP//case//21 lagen//NN|UTR|SIN|DEF|NOM//obl//18 .//MAD//punct//7
Vad lagen skyddar mot;Bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//5 om//PP//case//2 skydd//NN|NEU|SIN|IND|NOM//nmod//0 för//PP//case//4 anställningen//NN|UTR|SIN|DEF|NOM//nmod//2 finns//VB|PRS|SFO//ROOT//5 i//PP//case//7 lagen//NN|UTR|SIN|DEF|NOM//obl//5 (//PAD//punct//5 1982:80//RG|NOM//parataxis//5 )//PAD//punct//9 om//PP//case//12 anställningsskydd//NN|NEU|SIN|IND|NOM//obl//5 .//MAD//punct//5

Olika sätt att slå larm;Interna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 larm//NN|NEU|PLU|IND|NOM//nsubj//11 och//KN//cc//3 larm//NN|NEU|SIN|IND|NOM//conj//1 till//PP//case//5 arbetstagarorganisation//NN|UTR|SIN|IND|NOM//obl//1 4//RG|NOM//nummod//7 §//NN|AN//obl//1  //_SP////7 En//DT|UTR|SIN|IND//det//10 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//11 har//VB|PRS|AKT//aux//18 skydd//NN|NEU|SIN|IND|NOM//obj//11 enligt//PP//case//15 3//RG|NOM//nummod//15 §//NN|AN//obl//11 om//SN//case//17 arbetstagaren//NN|UTR|SIN|DEF|NOM//nmod//15 slår//VB|PRS|AKT//ROOT//18 larm//NN|NEU|SIN|IND|NOM//obj//18 om//PP//case//22 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 missförhållanden//NN|NEU|PLU|IND|NOM//obl//18 i//PP//case//25 arbetsgivarens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 verksamhet//NN|UTR|SIN|IND|NOM//nmod//22 genom//PP//mark//28 att//IE//mark//28 rapportera//VB|INF|AKT//advcl//18 till//PP//case//30 arbetsgivaren//NN|UTR|SIN|DEF|NOM//obl//28 eller//KN//cc//33 en//DT|UTR|SIN|IND//det//33 representant//NN|UTR|SIN|IND|NOM//conj//28 för//PP//case//35 denne//PN|MAS|SIN|DEF|SUB/OBJ//nmod//33 eller//KN//cc//39 om//SN//mark//39 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//39 använder//VB|PRS|AKT//conj//28 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//39 av//PP//case//44 arbetsgivarens//NN|UTR|SIN|DEF|GEN//nmod:poss//44 interna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 rutiner//NN|UTR|PLU|IND|NOM//obl//39 för//PP//case//46 rapportering//NN|UTR|SIN|IND|NOM//nmod//44 av//PP//case//49 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//49 förhållanden//NN|NEU|PLU|IND|NOM//nmod//46 .//MAD//punct//18
Olika sätt att slå larm;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//1 gäller//VB|PRS|AKT//ROOT//1 när//HA//mark//4 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//4 slår//VB|PRS|AKT//advcl//1 larm//NN|NEU|SIN|IND|NOM//obj//4 genom//PP//mark//8 att//IE//mark//8 vända//VB|INF|AKT//advcl//4 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//8 till//PP//case//12 sin//PS|UTR|SIN|DEF//nmod:poss//12 arbetstagarorganisation//NN|UTR|SIN|IND|NOM//obl//8 ,//MID//punct//4 om//SN//mark//17 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//17 är//VB|PRS|AKT//cop//17 bunden//PC|PRF|UTR|SIN|IND|NOM//advcl//4 av//PP//case//19 kollektivavtal//NN|NEU|SIN|IND|NOM//obl//17 med//PP//case//21 organisationen//NN|UTR|SIN|DEF|NOM//nmod//19 .//MAD//punct//1
Olika sätt att slå larm;Externa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 larm//NN|NEU|PLU|IND|NOM//nsubj//29 5//RG|NOM//nummod//3 §//NN|AN//nmod//1  //_SP////3 Om//SN//mark//8 en//DT|UTR|SIN|IND//det//7 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//8 slår//VB|PRS|AKT//acl:relcl//1 larm//NN|NEU|SIN|IND|NOM//obj//8 om//PP//case//12 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 missförhållanden//NN|NEU|PLU|IND|NOM//obl//8 i//PP//case//15 arbetsgivarens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 verksamhet//NN|UTR|SIN|IND|NOM//obl//8 genom//PP//mark//18 att//IE//mark//18 offentliggöra//VB|INF|AKT//advcl//8 uppgifter//NN|UTR|PLU|IND|NOM//obj//18 eller//KN//cc//23 genom//PP//mark//23 att//IE//mark//23 vända//VB|INF|AKT//conj//18 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//23 till//PP//case//27 en//DT|UTR|SIN|IND//det//27 myndighet//NN|UTR|SIN|IND|NOM//obl//23 ,//MID//punct//1 har//VB|PRS|AKT//ROOT//29 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//29 skydd//NN|NEU|SIN|IND|NOM//obj//29 enligt//PP//case//34 3//RG|NOM//nummod//34 §//NN|AN//obl//29 om//PP//case//36 1//RG|NOM//nmod//34 .//MAD//punct//29
Olika sätt att slå larm;arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//43 a//NN|NEU|SIN|IND|NOM//nmod//38 )//PAD//punct//38 först//AB//advmod//43 har//VB|PRS|AKT//aux//43 slagit//VB|SUP|AKT//parataxis//29 larm//NN|NEU|SIN|IND|NOM//obj//43 internt//AB|POS//obj//43 enligt//PP//case//48 4//RG|NOM//nummod//48 §//NN|AN//nmod//50 första//RO|NOM//amod//50 stycket//NN|NEU|SIN|DEF|NOM//obl//43 utan//PP//mark//54 att//SN//mark//54 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//54 vidtagit//VB|SUP|AKT//advcl//43 skäliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 åtgärder//NN|UTR|PLU|IND|NOM//obj//54 med//PP//case//58 anledning//NN|UTR|SIN|IND|NOM//obl//54 av//PP//case//60 larmet//NN|NEU|SIN|DEF|NOM//nmod//58 ,//MID//punct//63 eller//KN//cc//63 b//NN|NEU|SIN|IND|NOM//conj//54 )//PAD//punct//63 vid//PP//case//66 tidpunkten//NN|UTR|SIN|DEF|NOM//obl//54 för//PP//case//68 larmet//NN|NEU|SIN|DEF|NOM//nmod//66 av//PP//case//72 något//DT|NEU|SIN|IND//det//72 annat//JJ|POS|NEU|SIN|IND|NOM//amod//72 skäl//NN|NEU|SIN|IND|NOM//nmod//68 hade//VB|PRT|AKT//conj//29 befogad//JJ|POS|UTR|SIN|IND|NOM//amod//75 anledning//NN|UTR|SIN|IND|NOM//obj//73 att//IE//mark//77 slå//VB|INF|AKT//acl//75 larm//NN|NEU|SIN|IND|NOM//obj//77 externt//AB|POS//advmod//77 ,//MID//punct//29 och//KN//cc//82 2//RG|NOM//conj//29 .//MAD//punct//29
Olika sätt att slå larm;arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//89 vid//PP//case//86 tidpunkten//NN|UTR|SIN|DEF|NOM//nmod//84 för//PP//case//88 larmet//NN|NEU|SIN|DEF|NOM//nmod//86 hade//VB|PRT|AKT//parataxis//29 fog//NN|NEU|SIN|IND|NOM//obj//89 för//PP//case//92 uppfattningen//NN|UTR|SIN|DEF|NOM//obl//89 att//SN//mark//102 de//DT|UTR/NEU|PLU|DEF//det//95 sakförhållanden//NN|NEU|PLU|IND|NOM//nsubj//102 som//HP|-|-|-//obl//98 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//98 slagit//VB|SUP|AKT//acl:relcl//95 larm//NN|NEU|SIN|IND|NOM//obj//98 om//PP//mark//102 var//VB|PRT|AKT//cop//102 riktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//92 .//MAD//punct//102
