DANIEL JOHANNESSON  ,  generaldirektör för SJ, samtalsledare HANS EGNÉUS  ,  professor i humanekologi vid Göteborgs universitet ;THOMAS//PM|NOM//nmod//1 B//PM|NOM//ROOT//1  //_SP////1 .//MAD//punct//1
Energi för det globala samhället på 2000-talet;Med//PP//case//2 den//DT|UTR|SIN|DEF//det//2 frågan//NN|UTR|SIN|DEF|NOM//obl//7 från//PP//case//4 Daniel//PM|NOM//nmod//2 Johannesson//PM|NOM//flat//4 ,//MID//punct//2 generaldirektör//NN|UTR|SIN|IND|NOM//ROOT//7 för//PP//case//9 SJ//PM|NOM//obl//7 ,//MID//punct//7 gick//VB|PRT|AKT//parataxis//7 fyra//RG|NOM//nummod//13 deltagare//NN|UTR|PLU|IND|NOM//nsubj//11 in//PL//advmod//17 i//PP//case//17 ett//DT|NEU|SIN|IND//det//17 samtal//NN|NEU|SIN|IND|NOM//obl//11 i//PP//case//20 Kungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 vänthallen//NN|UTR|SIN|DEF|NOM//nmod//17 ,//MID//punct//22 Centralstationen//NN|UTR|SIN|DEF|NOM//obl//11 i//PP//case//24 Stockholm//PM|NOM//nmod//22 den//DT|UTR|SIN|DEF//det//27 15//RG|NOM//nummod//27 oktober//NN|UTR|SIN|IND|NOM//nmod//22 1999//RG|NOM//nummod//27 .//MID//punct//7
Energi för det globala samhället på 2000-talet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 var//VB|PRT|AKT//cop//33 Hans//PM|NOM//nmod:poss//33 Egnéus//PM|NOM//parataxis//7 ,//MID//punct//33 professor//NN|UTR|SIN|IND|NOM//conj//33 i//PP//case//37 humanekologi//NN|UTR|SIN|IND|NOM//nmod//35 vid//PP//case//40 Göteborgs//PM|GEN//nmod:poss//40 universitet//NN|NEU|SIN|IND|NOM//nmod//35 ,//MID//punct//42 Thomas//PM|NOM//conj//33 B.//PM|NOM//flat:name//42 Johansson//PM|NOM//flat:name//42 ,//MID//punct//42 professor//NN|UTR|SIN|IND|NOM//conj//33 och//KN//cc//48 direktör//NN|UTR|SIN|IND|NOM//conj//46 för//PP//case//50 energi-//NN|UTR|-|-|SMS//nmod//48 och//KN//cc//52 atmosfärprogrammet//NN|NEU|SIN|DEF|NOM//conj//50 vid//PP//case//54 UNDP//PM|NOM//nmod//33 i//PP//case//56 New//PM|NOM//nmod//54 York//PM|NOM//flat//56 ,//MID//punct//59 Tomas//PM|NOM//conj//33 Kåberger//PM|NOM//flat:name//59 ,//MID//punct//62 tekn//NN|UTR|SIN|IND|NOM//conj//33 .//MID//punct//33
Energi för det globala samhället på 2000-talet;dr//NN|AN//nmod//33 .//MAD//punct//64
Energi för det globala samhället på 2000-talet;vid//PP//case//69 Chalmers//PM|GEN//nmod:poss//69 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 högskola//NN|UTR|SIN|IND|NOM//conj//33 och//KN//cc//71 Britt//PM|NOM//conj//69 Sahleström//PM|NOM//flat:name//71 ,//MID//punct//74 miljöchef//NN|UTR|SIN|IND|NOM//conj//69 vid//PP//case//77 Birka//PM|GEN//amod//77 Energi//NN|UTR|SIN|IND|NOM//nmod//74 i//PP//case//79 Stockholm//PM|NOM//nmod//77 .//MAD//punct//33
Energi för det globala samhället på 2000-talet;Sammanfattningsvis//AB//advmod//36 är//VB|PRS|AKT//cop//0 man//PN|UTR|SIN|IND|SUB//nsubj//0 överens//PL//compound:prt//0 om//PP//mark//14 att//SN//mark//14 tekniken//NN|UTR|SIN|DEF|NOM//nsubj//7 ﬁnns//VB|PRS|SFO//nsubj//14 för//PP//case//11 ett//DT|NEU|SIN|IND//det//11 uthålligt//JJ|POS|NEU|SIN|IND|NOM//amod//11 energisystem//NN|NEU|SIN|IND|NOM//nmod//7 .//MAD//punct//7
Energi för det globala samhället på 2000-talet;Problemet//NN|NEU|SIN|DEF|NOM//nsubj//14 består//VB|PRS|AKT//advcl//0 i//PP//mark//19 hur//HA//advmod//19 vi//PN|UTR|PLU|DEF|SUB//nsubj//19 kan//VB|PRS|AKT//aux//19 skapa//VB|INF|AKT//advcl//14 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 ,//MID//punct//22 marknadsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//20 och//KN//cc//24 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//20 förutsättningar//NN|UTR|PLU|IND|NOM//obj//19 som//HP|-|-|-//nsubj//27 gynnar//VB|PRS|AKT//acl:relcl//25 beslut//NN|NEU|PLU|IND|NOM//obj//27 kring//PP//case//31 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 tekniksatsningar//NN|UTR|PLU|IND|NOM//obl//27 .//MAD//punct//0
Energi för det globala samhället på 2000-talet;Man//PN|UTR|SIN|IND|SUB//nsubj//36 är//VB|PRS|AKT//cop//36 också//AB//advmod//36 eniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//36 om//PP//case//36 att//SN//mark//40 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 krävs//VB|PRS|SFO//advcl//36 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//42 strukturer//NN|UTR|PLU|IND|NOM//nsubj:pass//40 att//SN//mark//46 miljökonventioner//NN|UTR|PLU|IND|NOM//nsubj:pass//46 kan//VB|PRS|AKT//aux//46 genomföras//VB|INF|SFO//acl//42 och//KN//cc//48 övervakas//VB|INF|SFO//conj//46 ,//MID//punct//36 och//KN//cc//52 att//SN//mark//52 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//36 som//HP|-|-|-//nsubj//54 bryter//VB|PRS|AKT//acl:relcl//52 mot//PP//case//57 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//det//57 bestraffas//VB|PRS|SFO//obl//54 .//MAD//punct//52
Energi för det globala samhället på 2000-talet;Britt//PM|NOM//nsubj//2 Sahleström//PM|NOM//flat//0 konstaterar//VB|PRS|AKT//ROOT//2 att//SN//mark//5 idag//AB//advmod//5 använder//VB|PRS|AKT//ccomp//2 tjugo//RG|NOM//nummod//7 procent//NN|UTR|PLU|IND|NOM//obj//5 av//PP//case//11 befolkningen//NN|UTR|SIN|DEF|NOM//nmod//11 åttio//RG|NOM//nummod//11 procent//NN|UTR|PLU|IND|NOM//nmod//7 av//PP//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 energiresurser//NN|UTR|PLU|IND|NOM//nmod//11 som//HP|-|-|-//nsubj:pass//16 brukas//VB|PRS|SFO//acl:relcl//14 i//PP//case//18 världen//NN|UTR|SIN|DEF|NOM//obl//16 .//MAD//punct//2
Energi för det globala samhället på 2000-talet;Hon//PN|UTR|SIN|DEF|SUB//nsubj//21 menar//VB|PRS|AKT//parataxis//2 att//SN//mark//25 vi//PN|UTR|PLU|DEF|SUB//nsubj//25 måste//VB|PRS|AKT//aux//25 börja//VB|INF|AKT//ccomp//21 titta//VB|INF|AKT//xcomp//25 på//PP//case//28 solen//NN|UTR|SIN|DEF|NOM//obl//26 som//KN//mark//30 energikälla//NN|UTR|SIN|IND|NOM//acl//28 om//SN//mark//33 befolkningen//NN|UTR|SIN|DEF|NOM//nsubj//33 fortsätter//VB|PRS|AKT//advcl//26 att//IE//mark//35 växa//VB|INF|AKT//xcomp//33 som//HA//obj//38 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//38 gör//VB|PRS|AKT//advcl//35 .//MAD//punct//21
Energi för det globala samhället på 2000-talet;Solen//NN|UTR|SIN|DEF|NOM//nsubj//58 som//KN//case//43 en//DT|UTR|SIN|IND//det//43 bas//NN|UTR|SIN|IND|NOM//nmod//40 ,//MID//punct//40 och//KN//cc//48 därefter//AB//advmod//48 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 energikällor//NN|UTR|PLU|IND|NOM//conj//40 i//PP//case//52 olika//AB//amod//52 hög//JJ|POS|UTR|SIN|IND|NOM//amod//52 grad//NN|UTR|SIN|IND|NOM//nmod//48 .//MAD//punct//40
Energi för det globala samhället på 2000-talet;Industrivärldens//NN|UTR|SIN|DEF|GEN//nmod:poss//55 befolkning//NN|UTR|SIN|IND|NOM//conj//40 måste//VB|PRS|AKT//aux//58 också//AB//advmod//58 jobba//VB|INF|AKT//ccomp//21 mycket//AB|POS//advmod//60 hårdare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//58 med//PP//mark//63 att//IE//mark//63 använda//VB|INF|AKT//advcl//58 energin//NN|UTR|SIN|DEF|NOM//obj//63 effektivare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//63 .//MAD//punct//21
Energi för det globala samhället på 2000-talet;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//71 är//VB|PRS|AKT//cop//71 en//DT|UTR|SIN|IND//det//71 stor//JJ|POS|UTR|SIN|IND|NOM//amod//71 utmaning//NN|UTR|SIN|IND|NOM//conj//2 för//KN//case//73 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//71 kräver//VB|PRS|AKT//conj//2 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//74 av//PP//case//77 oss//PN|UTR|PLU|DEF|OBJ//obl//74 .//MAD//punct//2
Energi för det globala samhället på 2000-talet;Att//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//5 är//VB|PRS|AKT//cop//5 en//DT|UTR|SIN|IND//det//5 stor//JJ|POS|UTR|SIN|IND|NOM//amod//5 utmaning//NN|UTR|SIN|IND|NOM//obl//6 håller//VB|PRS|AKT//ROOT//6 Thomas//PM|NOM//nsubj//6 B.//PM|NOM//flat:name//7 Johansson//PM|NOM//flat:name//7 med//PP//case//11 om//PP//compound:prt//6 .//MAD//punct//6
Energi för det globala samhället på 2000-talet;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//14 är//VB|PRS|AKT//parataxis//6 om//SN//mark//17 vi//PN|UTR|PLU|DEF|SUB//nsubj//17 inser//VB|PRS|AKT//advcl//14 hur//HA//advmod//19 stor//JJ|POS|UTR|SIN|IND|NOM//ccomp//17 den//DT|UTR|SIN|DEF//det//21 utmaningen//NN|UTR|SIN|DEF|NOM//nsubj//19 verkligen//AB//advmod//19 är//VB|PRS|AKT//cop//19 .//MAD//punct//6 –//RG|NOM//punct//6
Energi för det globala samhället på 2000-talet;I//PP//case//32 dag//NN|UTR|SIN|IND|NOM//fixed//26 lagar//VB|PRS|AKT//fixed//26 två//RG|NOM//nummod//30 miljarder//NN|UTR|PLU|IND|NOM//nmod//31 människor//NN|UTR|PLU|IND|NOM//conj//26 mat//NN|UTR|SIN|IND|NOM//obl//6 på//PP//case//37 fasta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 ,//MID//punct//34 traditionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 bränslen//NN|NEU|PLU|IND|NOM//nmod//32 ,//MID//punct//37 som//HP|-|-|-//nsubj//40 leder//VB|PRS|AKT//acl:relcl//37 till//PP//case//44 mycket//AB|POS//advmod//43 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 problem//NN|NEU|PLU|IND|NOM//obl//40 för//PP//case//46 hälsa//NN|UTR|SIN|IND|NOM//nmod//44 och//KN//cc//48 miljö//NN|UTR|SIN|IND|NOM//conj//46 .//MAD//punct//6
Energi för det globala samhället på 2000-talet;Dessutom//AB//advmod//51 saknar//VB|PRS|AKT//parataxis//6 mer//AB|KOM//advmod//54 än//KN//fixed//52 en//RG|UTR|SIN|IND|NOM//det//60 och//KN//cc//59 en//DT|UTR|SIN|IND//det//58 halv//JJ|POS|UTR|SIN|IND|NOM//fixed//56 miljard//NN|UTR|SIN|IND|NOM//nmod//59 människor//NN|UTR|PLU|IND|NOM//conj//54 tillgång//NN|UTR|SIN|IND|NOM//obj//51 till//PP//case//62 elektricitet//NN|UTR|SIN|IND|NOM//nmod//60 ,//MID//punct//70 och//KN//cc//70 därmed//AB//advmod//70 har//VB|PRS|AKT//aux//70 man//PN|UTR|SIN|IND|SUB//nsubj//70 väldigt//AB|POS//advmod//69 begränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//70 möjligheter//NN|UTR|PLU|IND|NOM//conj//6 både//KN//cc//73 ur//PP//case//73 livsstilssynpunkt//NN|UTR|SIN|IND|NOM//nmod//70 och//KN//cc//76 ur//PP//case//76 produktions-//NN|UTR|-|-|SMS//conj//73 och//KN//cc//78 inkomstskapande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//76 synpunkt//NN|UTR|SIN|IND|NOM//conj//73 .//MAD//punct//6
Energi för det globala samhället på 2000-talet;Thomas//PM|NOM//nsubj//3 B.//PM|NOM//flat:name//0 Johansson//PM|NOM//flat:name//1 menar//VB|PRS|AKT//ROOT//3 att//SN//mark//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 ﬁnns//VB|PRS|SFO//det//8 tre//RG|NOM//nummod//8 huvudfaktorer//NN|UTR|PLU|IND|NOM//ccomp//3 som//HP|-|-|-//nsubj:pass//11 måste//VB|PRS|AKT//aux//11 göras//VB|INF|SFO//acl:relcl//8 bättre//AB|KOM//advmod//11 .//MAD//punct//8
Energi för det globala samhället på 2000-talet;För//PP//case//16 det//DT|NEU|SIN|DEF//det//16 första//RO|NOM//obl//19 måste//VB|PRS|AKT//aux//19 man//PN|UTR|SIN|IND|SUB//nsubj//19 använda//VB|INF|AKT//conj//3 energin//NN|UTR|SIN|DEF|NOM//obj//19 mycket//AB|POS//advmod//22 mer//AB|KOM//advmod//23 effektivt//AB|POS//xcomp//19 ,//MID//punct//19 framför//PP//case//26 allt//PN|NEU|SIN|IND|SUB/OBJ//obl//19 i//PP//case//29 slutlig//JJ|POS|UTR|SIN|IND|NOM//amod//29 användning//NN|UTR|SIN|IND|NOM//nmod//26 .//MAD//punct//19
Energi för det globala samhället på 2000-talet;För//PP//case//33 det//DT|NEU|SIN|DEF//det//33 andra//RO|NOM//obl//36 måste//VB|PRS|AKT//aux//36 man//PN|UTR|SIN|IND|SUB//nsubj//36 försöka//VB|INF|AKT//parataxis//19 få//VB|INF|AKT//xcomp//36 in//PL//compound:prt//37 mycket//AB|POS//advmod//40 mer//AB|KOM//obj//37 av//PP//case//43 förnyelsebara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 energikällor//NN|UTR|PLU|IND|NOM//nmod//40 i//PP//case//45 energisystemet//NN|NEU|SIN|DEF|NOM//obl//37 ,//MID//punct//53 och//KN//cc//53 för//PP//case//50 det//DT|NEU|SIN|DEF//det//50 tredje//RO|NOM//obl//53 måste//VB|PRS|AKT//aux//53 man//PN|UTR|SIN|IND|SUB//nsubj//53 föra//VB|INF|AKT//conj//19 in//PL//compound:prt//53 ny//JJ|POS|UTR|SIN|IND|NOM//amod//56 teknik//NN|UTR|SIN|IND|NOM//obj//53 för//PP//mark//59 att//IE//mark//59 utnyttja//VB|INF|AKT//advcl//53 de//DT|UTR/NEU|PLU|DEF//det//62 konventionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 bränslena//NN|NEU|PLU|DEF|NOM//obj//59 på//PP//case//67 ett//DT|NEU|SIN|IND//det//67 mycket//AB|POS//advmod//66 renare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 sätt//NN|NEU|SIN|IND|NOM//obl//59 .//MAD//punct//19 –//PAD//punct//71
Energi för det globala samhället på 2000-talet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 ﬁnns//VB|PRS|SFO//conj//3 en//DT|UTR|SIN|IND//det//74 lång//JJ|POS|UTR|SIN|IND|NOM//amod//74 rad//NN|UTR|SIN|IND|NOM//nmod//75 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//71 till//PP//case//77 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//75 ,//MID//punct//79 säger//VB|PRS|AKT//parataxis//71 han//PN|UTR|SIN|DEF|SUB//nsubj//79 ,//MID//punct//79 men//KN//cc//84 det//DT|NEU|SIN|DEF//det//84 intressanta//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//79 är//VB|PRS|AKT//cop//84 att//SN//mark//88 ingenting//PN|NEU|SIN|IND|SUB/OBJ//nsubj//88 händer//VB|PRS|AKT//csubj//84 av//PL//case//90 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//88 självt//JJ|POS|NEU|SIN|IND|NOM//amod//90 .//MID//punct//79
Energi för det globala samhället på 2000-talet;Vad//HP|NEU|SIN|IND//obj//96 vi//PN|UTR|PLU|DEF|SUB//nsubj//96 måste//VB|PRS|AKT//aux//96 titta//VB|INF|AKT//advcl//100 på//PP//case//96 är//VB|PRS|AKT//cop//100 de//DT|UTR/NEU|PLU|DEF//det//100 incitamentsstrukturer//NN|UTR|PLU|IND|NOM//parataxis//71 ,//MID//punct//102 regelverk//NN|NEU|PLU|IND|NOM//conj//100 och//KN//cc//104 annat//PN|NEU|SIN|IND|SUB/OBJ//conj//100 som//HP|-|-|-//nsubj//106 gör//VB|PRS|AKT//acl:relcl//104 att//SN//mark//110 vi//PN|UTR|PLU|DEF|SUB//nsubj//110 kan//VB|PRS|AKT//aux//110 styra//VB|INF|AKT//ccomp//106 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//110 .//MAD//punct//71
Energi för det globala samhället på 2000-talet;TEKNISKT//JJ|POS|NEU|SIN|IND|NOM//ROOT//0 INGA//DT|UTR/NEU|PLU|IND//det//2 PROBLEM//NN|NEU|PLU|IND|NOM//obj//0
Energi för det globala samhället på 2000-talet;Från//PP//case//3 rent//AB|POS//advmod//2 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//3 synvinkel//NN|UTR|SIN|IND|NOM//obl//4 ser//VB|PRS|AKT//ROOT//4 Hans//PM|NOM//nmod:poss//6 Egnéus//PM|NOM//nsubj//4 inga//DT|UTR/NEU|PLU|IND//xcomp//4 som//KN//case//10 helst//AB|SUV//fixed//8 problem//NN|NEU|PLU|IND|NOM//nmod//7 .//MAD//punct//4
Energi för det globala samhället på 2000-talet;Vi//PN|UTR|PLU|DEF|SUB//nsubj//13 har//VB|PRS|AKT//parataxis//4 tillgång//NN|UTR|SIN|IND|NOM//obj//13 till//PP//case//17 strålande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 energi//NN|UTR|SIN|IND|NOM//nmod//14 .//MAD//punct//4
Energi för det globala samhället på 2000-talet;Antingen//KN//cc//22 kan//VB|PRS|AKT//aux//22 vi//PN|UTR|PLU|DEF|SUB//nsubj//22 ta//VB|INF|AKT//conj//4 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//22 direkt//AB|POS//advmod//22 eller//KN//cc//28 vi//PN|UTR|PLU|DEF|SUB//nsubj//28 kan//VB|PRS|AKT//aux//28 omvandla//VB|INF|AKT//conj//22 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//28 och//KN//cc//31 använda//VB|INF|AKT//conj//28 förnyelsebara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 energiresurser//NN|UTR|PLU|IND|NOM//obj//31 som//KN//mark//35 biomassa//NN|UTR|SIN|IND|NOM//xcomp//31 ,//MID//punct//37 växter//NN|UTR|PLU|IND|NOM//conj//35 av//PP//case//40 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 slag//NN|NEU|PLU|IND|NOM//nmod//37 .//MAD//punct//22
Energi för det globala samhället på 2000-talet;Tittar//VB|PRS|AKT//dislocated//52 man//PN|UTR|SIN|IND|SUB//nsubj//42 på//PP//case//45 potential//NN|UTR|SIN|IND|NOM//obl//42 så//KN//advcl//52 är//VB|PRS|AKT//cop//52 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//52 i//PP//case//50 princip//NN|UTR|SIN|IND|NOM//obl//52 inga//DT|UTR/NEU|PLU|IND//det//52 problem//NN|NEU|PLU|IND|NOM//parataxis//22 på//PP//case//54 tillförselsidan//NN|UTR|SIN|DEF|NOM//nmod//52 .//MAD//punct//22
Energi för det globala samhället på 2000-talet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//63 ﬁnns//VB|PRS|SFO//nsubj//63 alltså//AB//advmod//57 tillräckligt//AB|POS//advmod//60 mycket//AB|POS//advmod//61 förnyelsebar//JJ|POS|UTR|SIN|IND|NOM//amod//62 energi//NN|UTR|SIN|IND|NOM//nsubj//63 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//parataxis//22 ,//MID//punct//63 om//SN//mark//68 man//PN|UTR|SIN|IND|SUB//nsubj//68 kan//VB|PRS|AKT//aux//68 ta//VB|INF|AKT//advcl//63 hand//NN|UTR|SIN|IND|NOM//compound:prt//68 om//PP//case//71 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//68 .//MAD//punct//22
Energi för det globala samhället på 2000-talet;Vi//PN|UTR|PLU|DEF|SUB//nsubj//74 vet//VB|PRS|AKT//parataxis//22 också//AB//advmod//74 att//SN//advmod//74 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//78 ﬁnns//VB|PRS|SFO//ccomp//74 tekniker//NN|UTR|PLU|IND|NOM//nmod//78 i//PP//case//82 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//82 läge//NN|NEU|SIN|IND|NOM//nmod//79 som//HP|-|-|-//nsubj//84 gör//VB|PRS|AKT//acl:relcl//79 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//84 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//84 .//MAD//punct//22
Energi för det globala samhället på 2000-talet;Ekologiskt//AB|POS//advmod//1 ser//VB|PRS|AKT//ROOT//1 han//PN|UTR|SIN|DEF|SUB//nsubj//1 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 problem//NN|NEU|PLU|IND|NOM//obj//1 ,//MID//punct//8 bland//PP//case//8 annat//PN|NEU|SIN|IND|SUB/OBJ//amod//8 utsläpp//NN|NEU|SIN|IND|NOM//obl//1 .//MAD//punct//1
