Genomförande av Seveso III-direktivet ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//3 Seveso//PM|NOM//nmod//3 III-utredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet och chefen för Försvarsdepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 med//PP//case//4 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//5 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//5 .//MAD//punct//5
Till statsrådet och chefen för Försvarsdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 mars//NN|UTR|SIN|IND|NOM//obl//0 2014//RG|NOM//nummod//2
Till statsrådet och chefen för Försvarsdepartementet;Stefan//PM|NOM//nsubj//8 Rubenson//PM|NOM//flat:name//0 /Kristina//RG|NOM//cc//3 Jonsson//PM|NOM//conj//0 4.4//RG|NOM//nmod//5 EU-förordningar//NN|UTR|PLU|IND|NOM//nmod//0 och//KN//cc//7 direktiv//NN|NEU|PLU|IND|NOM//conj//5 utgör//VB|PRS|AKT//ROOT//8 del//NN|UTR|SIN|IND|NOM//obj//8 av//PP//case//11 grunden//NN|UTR|SIN|DEF|NOM//nmod//9 för//PP//case//8

6 Förändringar i bilaga 1 i Seveso III direktivet och dess effekt på antalet verksamheter som omfattas av;8.2//RG|NOM//nmod//1 Seveso//PM|NOM//nsubj//20  //_SP////1 II-direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//4 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//1 om//PP//case//6 delegering//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//8 8.3//RG|NOM//conj//6 Genomförande//NN|NEU|SIN|IND|NOM//amod//1 i//PP//case//12 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//12 rätt//NN|UTR|SIN|IND|NOM//nmod//1 av//PP//case//14 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//12 om//PP//case//17 8.4//RG|NOM//nmod//17 Seveso//PM|NOM//nmod//14  //_SP////17 III-direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//20 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//93 om//PP//case//22 delegering//NN|UTR|SIN|IND|NOM//nmod//20 och//KN//cc//24 12.1//RG|NOM//nmod//25 Seveso//PM|NOM//nmod//22  //_SP////25 III-direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//28 bestämmelser//NN|UTR|PLU|IND|NOM//conj//20 om//PP//case//30 bedömning//NN|UTR|SIN|IND|NOM//nmod//28 av//PP//case//32 faran//NN|UTR|SIN|DEF|NOM//nmod//30 för//PP//case//36 en//DT|UTR|SIN|IND//det//36 allvarlig//JJ|POS|UTR|SIN|IND|NOM//amod//36 olyckshändelse//NN|UTR|SIN|IND|NOM//nmod//30 för//PP//case//42 ett//DT|NEU|SIN|IND//det//42 visst//JJ|POS|NEU|SIN|IND|NOM//amod//42 farligt//JJ|POS|NEU|SIN|IND|NOM//amod//42 22.1//RG|NOM//nummod//42 Allmänt//JJ|POS|NEU|SIN|IND|NOM//nmod//36 om//PP//case//44 upplysningar//NN|UTR|PLU|IND|NOM//nmod//42 som//HP|-|-|-//nsubj:pass//47 ska//VB|PRS|AKT//aux//47 lämnas//VB|INF|SFO//acl:relcl//44 av//PP//case//49 verksamhetsutövaren//NN|UTR|SIN|DEF|NOM//obl//47 och//KN//cc//51 åtgärder//NN|UTR|PLU|IND|NOM//conj//49 som//HP|-|-|-//nsubj:pass//54 ska//VB|PRS|AKT//aux//54 vidtas//VB|INF|SFO//acl:relcl//51 efter//PP//case//57 23.3//RG|NOM//nummod//57 Seveso//PM|NOM//obl//54  //_SP////57 III-direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//60 bestämmelser//NN|UTR|PLU|IND|NOM//obl//47 om//PP//case//62 åtgärder//NN|UTR|PLU|IND|NOM//nmod//60 som//HP|-|-|-//nsubj:pass//65 ska//VB|PRS|AKT//aux//65 vidtas//VB|INF|SFO//acl:relcl//62 av//PP//case//69 den//DT|UTR|SIN|DEF//det//69 behöriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 myndigheten//NN|UTR|SIN|DEF|NOM//obl:agent//65 efter//PP//case//73 en//DT|UTR|SIN|IND//det//73 allvarlig//JJ|POS|UTR|SIN|IND|NOM//amod//73 24.4//RG|NOM//nmod//69 Seveso//PM|NOM//nmod//73  //_SP////74 III-direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//77 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//69 om//PP//case//79 upplysningar//NN|UTR|PLU|IND|NOM//nmod//77 som//HP|-|-|-//nsubj:pass//82 ska//VB|PRS|AKT//aux//82 lämnas//VB|INF|SFO//acl:relcl//79 av//PP//case//84 medlemsstaterna//NN|UTR|PLU|DEF|NOM//obl:agent//82 efter//PP//case//89 en//DT|UTR|SIN|IND//det//88 allvarlig//JJ|POS|UTR|SIN|IND|NOM//amod//88 26.9//RG|NOM//nummod//89 Resultatet//NN|NEU|SIN|DEF|NOM//nmod//84 av//PP//case//91 tillsynen//NN|UTR|SIN|DEF|NOM//nmod//89 ska//VB|PRS|AKT//aux//93 meddelas//VB|INF|SFO//ROOT//93 verksamhetsutövaren//NN|UTR|SIN|DEF|NOM//obj//93 senast//AB|SUV//case//97 två//RG|NOM//nummod//97 månader//NN|UTR|PLU|IND|NOM//obl//93 efter//AB//case//93

6 Förändringar i bilaga 1 i Seveso III direktivet och dess effekt på antalet verksamheter som omfattas av / 4.2Inledning;I//PP//case//1 december//NN|UTR|SIN|IND|NOM//obl//3 2010//RG|NOM//nummod//1 lämnade//VB|PRT|AKT//advcl//61 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//3 förslag//NN|NEU|SIN|IND|NOM//obj//3 till//PP//case//9 en//DT|UTR|SIN|IND//det//9 revidering//NN|UTR|SIN|IND|NOM//nmod//6 av//PP//case//12 Seveso//PM|NOM//nmod//12 II-direktivet//NN|NEU|SIN|DEF|NOM//nmod//9 som//HP|-|-|-//nsubj//16 så//AB//advmod//16 småningom//AB//fixed//14 ledde//VB|PRT|AKT//acl:relcl//12 fram//PL//compound:prt//16 till//PP//case//23 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//23 och//KN//cc//21 rådets//NN|NEU|SIN|DEF|GEN//conj//19 direktiv//NN|NEU|PLU|IND|NOM//amod//23 2012/18//RG|NOM//obl//16 ///MID//cc//25 EU//PM|NOM//conj//23 om//PP//case//27 åtgärder//NN|UTR|PLU|IND|NOM//obl//16 för//PP//mark//30 att//IE//mark//30 förebygga//VB|INF|AKT//advcl//16 och//KN//cc//32 begränsa//VB|INF|AKT//conj//30 faran//NN|UTR|SIN|DEF|NOM//obj//32 för//PP//case//36 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 olyckshändelser//NN|UTR|PLU|IND|NOM//obl//32 där//HA//advmod//40 farliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 ämnen//NN|NEU|PLU|IND|NOM//nsubj//40 ingår//VB|PRS|AKT//acl:relcl//36 och//KN//cc//43 om//SN//case//43 ändring//NN|UTR|SIN|IND|NOM//obl//40 och//KN//cc//46 senare//AB|KOM//advmod//46 upphävande//NN|NEU|SIN|IND|NOM//conj//40 av//PP//case//50 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//49 direktiv//NN|NEU|SIN|IND|NOM//amod//50 96/82//RG|NOM//obl:agent//46 ///MID//cc//52 EG//PM|NOM//nmod//50 ,//MID//punct//3 det//DT|NEU|SIN|DEF//nsubj//56 så//AB//advmod//56 kallade//PC|PRF|UTR/NEU|SIN|DEF|NOM//conj//3 Seveso//PM|NOM//nmod//58 III-direktivet//NN|NEU|SIN|DEF|NOM//nsubj//56 .//MAD//punct//3
6 Förändringar i bilaga 1 i Seveso III direktivet och dess effekt på antalet verksamheter som omfattas av / 4.2Inledning;Direktivet//NN|NEU|SIN|DEF|NOM//nsubj//3 antogs//VB|PRT|SFO//ROOT//61 den//DT|UTR|SIN|DEF//det//64 4//RO|NOM//nummod//64 juli//NN|UTR|SIN|IND|NOM//nsubj:pass//61 2012//RG|NOM//nummod//64 och//KN//cc//67 trädde//VB|PRT|AKT//conj//61 i//PP//advmod//67 kraft//NN|UTR|SIN|IND|NOM//fixed//68 den//DT|UTR|SIN|DEF//det//71 13//RG|NOM//nummod//72 augusti//NN|UTR|SIN|IND|NOM//obl//67 2012//RG|NOM//nummod//72 .//MAD//punct//61
6 Förändringar i bilaga 1 i Seveso III direktivet och dess effekt på antalet verksamheter som omfattas av / 4.2Inledning;Enligt//PP//case//77 artikel//NN|UTR|SIN|IND|NOM//nmod//77 32.1//RG|NOM//obl//84 i//PP//case//79 Seveso//PM|NOM//nmod//77 III-direktivet//NN|NEU|SIN|DEF|NOM//nmod//77 ska//VB|PRS|AKT//aux//84 Seveso//PM|NOM//nmod:poss//83 IIdirektivet//NN|NEU|SIN|DEF|NOM//nsubj//84 upphöra//VB|INF|AKT//conj//61 att//IE//mark//86 gälla//VB|INF|AKT//xcomp//84 den//DT|UTR|SIN|DEF//det//89 1//RO|NOM//nummod//89 juni//NN|UTR|SIN|IND|NOM//obl//86 2015//RG|NOM//nummod//89 .//MAD//punct//61
6 Förändringar i bilaga 1 i Seveso III direktivet och dess effekt på antalet verksamheter som omfattas av / 4.2Inledning;Medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//94 ska//VB|PRS|AKT//aux//94 sätta//VB|INF|AKT//conj//61 i//PP//compound:prt//94 kraft//NN|UTR|SIN|IND|NOM//fixed//95 de//DT|UTR/NEU|PLU|DEF//det//98 bestämmelser//NN|UTR|PLU|IND|NOM//obj//94 i//PP//case//100 lagar//NN|UTR|PLU|IND|NOM//nmod//98 och//KN//cc//103 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//103 författningar//NN|UTR|PLU|IND|NOM//conj//100 som//HP|-|-|-//nsubj//106 är//VB|PRS|AKT//cop//106 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//103 för//PP//mark//109 att//IE//mark//109 följa//VB|INF|AKT//advcl//94 Seveso//PM|NOM//iobj//109 III-direktivet//NN|NEU|SIN|DEF|NOM//obj//109 senast//AB|SUV//case//115 den//DT|UTR|SIN|DEF//det//115 31//RG|NOM//nummod//115 maj//NN|UTR|SIN|IND|NOM//obl//109 2015//RG|NOM//nummod//115 .//MAD//punct//94
6 Förändringar i bilaga 1 i Seveso III direktivet och dess effekt på antalet verksamheter som omfattas av / 4.2Inledning;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//120 ska//VB|PRS|AKT//aux//120 tillämpa//VB|INF|AKT//conj//94 bestämmelserna//NN|UTR|PLU|DEF|NOM//obj//120 från//PP//case//127 och//KN//fixed//122 med//PP//fixed//122 den//DT|UTR|SIN|DEF//det//127 1//RO|NOM//nummod//127 juni//NN|UTR|SIN|IND|NOM//obl//120 2015//RG|NOM//nummod//127 .//MAD//punct//94
6 Förändringar i bilaga 1 i Seveso III direktivet och dess effekt på antalet verksamheter som omfattas av / 4.2Inledning;Den//DT|UTR|SIN|DEF//det//2 främsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//2 förändringen//NN|UTR|SIN|DEF|NOM//nsubj//9 mot//PP//case//6 det//DT|NEU|SIN|DEF//det//6 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 direktivet//NN|NEU|SIN|DEF|NOM//nmod//2 är//VB|PRS|AKT//cop//9 en//DT|UTR|SIN|IND//det//9 anpassning//NN|UTR|SIN|IND|NOM//ROOT//9 av//PP//case//11 klassificeringssystemet//NN|NEU|SIN|DEF|NOM//nmod//9 för//PP//case//14 farliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 ämnen//NN|NEU|PLU|IND|NOM//nmod//11 till//PP//case//19 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//19 och//KN//cc//18 rådets//NN|NEU|SIN|DEF|GEN//conj//16 förordning//NN|UTR|SIN|IND|NOM//nmod//11 (//PAD//punct//21 EG//PM|NOM//appos//19 )//PAD//punct//21 nr//NN|AN//nmod//24 1272/2008//RG|NOM//conj//19 av//PP//case//28 den//DT|UTR|SIN|DEF//det//28 16//RG|NOM//nummod//28 december//NN|UTR|SIN|IND|NOM//nmod//24 2008//RG|NOM//nummod//28 om//PP//case//31 klassificering//NN|UTR|SIN|IND|NOM//nmod//28 ,//MID//punct//33 märkning//NN|UTR|SIN|IND|NOM//conj//31 och//KN//cc//35 förpackning//NN|UTR|SIN|IND|NOM//conj//31 av//PP//case//37 ämnen//NN|NEU|PLU|IND|NOM//nmod//35 och//KN//cc//39 blandningar//NN|UTR|PLU|IND|NOM//conj//37 ,//MID//punct//44 den//DT|UTR|SIN|DEF//det//44 så//AB//advmod//43 kallade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//44 CLP-förordningen//NN|UTR|SIN|DEF|NOM//appos//9 .//MAD//punct//9
6 Förändringar i bilaga 1 i Seveso III direktivet och dess effekt på antalet verksamheter som omfattas av / 4.2Inledning;Direktivet//NN|NEU|SIN|DEF|NOM//nsubj//47 innehåller//VB|PRS|AKT//parataxis//9 också//AB//advmod//47 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 ändringar//NN|UTR|PLU|IND|NOM//obj//47 som//HP|-|-|-//nsubj//52 rör//VB|PRS|AKT//acl:relcl//50 definitioner//NN|UTR|PLU|IND|NOM//obj//52 ,//MID//punct//55 rapportering//NN|UTR|SIN|IND|NOM//conj//53 och//KN//cc//57 tillsyn//NN|UTR|SIN|IND|NOM//conj//53 .//MID//punct//47
