Vårt uppdrag;Vårt//PS|NEU|SIN|DEF//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 att//IE//mark//4 ta//VB|INF|AKT//ccomp//2 ställning//NN|UTR|SIN|IND|NOM//obj//4 till//PP//mark//8 om//PP//mark//8 återkallande//NN|NEU|SIN|IND|NOM//acl//5 av//PP//case//12 ett//DT|NEU|SIN|IND//det//12 gynnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 förvaltningsbeslut//NN|NEU|SIN|IND|NOM//nmod//8 om//PP//case//14 antagning//NN|UTR|SIN|IND|NOM//nmod//12 till//PP//case//16 högskoleutbildning//NN|UTR|SIN|IND|NOM//nmod//14 på//PP//mark//23 grund//NN|UTR|SIN|IND|NOM//fixed//17 av//PP//fixed//17 att//SN//mark//23 sökanden//NN|UTR|SIN|DEF|NOM//nsubj//23 har//VB|PRS|AKT//aux//23 lämnat//VB|SUP|AKT//advcl//2 oriktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 eller//KN//cc//26 vilseledande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//24 uppgifter//NN|UTR|PLU|IND|NOM//obj//23 också//AB//advmod//30 ska//VB|PRS|AKT//aux//30 leda//VB|INF|AKT//conj//2 till//PP//mark//33 att//SN//mark//33 godkänt//PC|PRF|NEU|SIN|IND|NOM//advcl//30 betyg//NN|NEU|SIN|IND|NOM//obj//33 på//PP//case//37 en//DT|UTR|SIN|IND//det//37 högskolekurs//NN|UTR|SIN|IND|NOM//obl//33 eller//KN//cc//40 ett//DT|NEU|SIN|IND//det//40 utbildningsprogram//NN|NEU|SIN|IND|NOM//conj//37 ska//VB|PRS|AKT//aux//42 återkallas//VB|INF|SFO//parataxis//2 .//MAD//punct//2

Vi bedömer att gällande rätt inte medger återkallelse av betygsbeslut beträffande en student som fuskat vid antagningen;De//DT|UTR/NEU|PLU|DEF//det//2 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 principerna//NN|UTR|PLU|DEF|NOM//nsubj//8 om//PP//case//4 högskoleutbildning//NN|UTR|SIN|IND|NOM//nmod//2 vid//PP//case//7 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 lärosäten//NN|NEU|PLU|IND|NOM//nmod//4 finns//VB|PRS|SFO//ROOT//8 i//PP//case//10 högskolelagen//NN|UTR|SIN|DEF|NOM//obl//8 (//PAD//punct//10 1992:1434//RG|NOM//appos//10 ,//MID//punct//14 HL//NN|AN//conj//12 )//PAD//punct//10 .//MAD//punct//8
Vi bedömer att gällande rätt inte medger återkallelse av betygsbeslut beträffande en student som fuskat vid antagningen;Lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//18 kompletteras//VB|PRS|SFO//parataxis//8 av//PP//case//20 högskoleförordningen//NN|UTR|SIN|DEF|NOM//obl:agent//18 (//PAD//punct//22 1993:100//RG|NOM//appos//20 ,//MID//punct//22 HF//NN|AN//nmod//22 )//PAD//punct//22 ,//MID//punct//20 som//HP|-|-|-//nsubj//29 bl.a.//AB|AN//advmod//29 innehåller//VB|PRS|AKT//acl:relcl//20 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 bestämmelser//NN|UTR|PLU|IND|NOM//obj//29 om//PP//case//33 tillträde//NN|NEU|SIN|IND|NOM//obl//29 till//PP//case//35 utbildning//NN|UTR|SIN|IND|NOM//nmod//33 ,//MID//punct//37 urval//NN|NEU|SIN|IND|NOM//conj//35 och//KN//cc//39 betyg//NN|NEU|PLU|IND|NOM//conj//35 .//MAD//punct//8
Vi bedömer att gällande rätt inte medger återkallelse av betygsbeslut beträffande en student som fuskat vid antagningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 inte//AB//advmod//1 några//DT|UTR/NEU|PLU|IND//det//5 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//5 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//1 om//PP//case//7 ändring//NN|UTR|SIN|IND|NOM//nmod//5 eller//KN//cc//9 återkallelse//NN|UTR|SIN|IND|NOM//conj//7 av//PP//case//11 antagningsbeslut//NN|NEU|SIN|IND|NOM//nmod//9 eller//KN//cc//13 betygsbeslut//NN|NEU|SIN|IND|NOM//conj//11 i//PP//case//15 högskolelagen//NN|UTR|SIN|DEF|NOM//nmod//9 ,//MID//punct//5 högskoleförordningen//NN|UTR|SIN|DEF|NOM//appos//5 eller//KN//cc//21 någon//DT|UTR|SIN|IND//det//21 annan//JJ|POS|UTR|SIN|IND|NOM//amod//21 lagstiftning//NN|UTR|SIN|IND|NOM//conj//17 .//MID//punct//1
Vi bedömer att gällande rätt inte medger återkallelse av betygsbeslut beträffande en student som fuskat vid antagningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 är//VB|PRS|AKT//cop//27 i//PP//advmod//27 stället//NN|NEU|SIN|DEF|NOM//fixed//25 förvaltningslagens//NN|UTR|SIN|DEF|GEN//parataxis//1 (//PAD//punct//27 2017:900//RG|NOM//conj//27 ,//MID//punct//31 FL//PM|NOM//conj//29 )//PAD//punct//29 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 bestämmelser//NN|UTR|PLU|IND|NOM//conj//27 som//HP|-|-|-//nsubj//36 gäller//VB|PRS|AKT//acl:relcl//34 i//PP//case//38 frågorna//NN|UTR|PLU|DEF|NOM//obl//36 .//MAD//punct//1
Vi bedömer att gällande rätt inte medger återkallelse av betygsbeslut beträffande en student som fuskat vid antagningen;En//DT|UTR|SIN|IND//det//2 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 princip//NN|UTR|SIN|IND|NOM//nsubj:pass//28 inom//PP//case//4 förvaltningsrätten//NN|UTR|SIN|DEF|NOM//nmod//2 är//VB|PRS|AKT//cop//2 att//SN//mark//20 ett//DT|NEU|SIN|IND//det//8 beslut//NN|NEU|SIN|IND|NOM//nsubj//20 som//HP|-|-|-//nsubj//14 till//PP//case//12 sin//PS|UTR|SIN|DEF//nmod:poss//12 karaktär//NN|UTR|SIN|IND|NOM//obl//14 är//VB|PRS|AKT//cop//14 gynnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//8 för//PP//case//18 någon//DT|UTR|SIN|IND//det//18 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//18 part//NN|UTR|SIN|IND|NOM//obl//14 ska//VB|PRS|AKT//aux//20 stå//VB|INF|AKT//ccomp//5 fast//PL//compound:prt//20 .//MID//punct//2
Vi bedömer att gällande rätt inte medger återkallelse av betygsbeslut beträffande en student som fuskat vid antagningen;Ett//DT|NEU|SIN|IND//det//25 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//25 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//28 får//VB|PRS|AKT//aux//28 dock//AB//advmod//28 ändras//VB|INF|SFO//ROOT//28 i//PP//case//33 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 särskilt//AB//advmod//32 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//33 fall//NN|NEU|PLU|IND|NOM//obl//28 ,//MID//punct//28 bl.a.//AB|AN//advmod//38 om//SN//mark//38 felaktigheten//NN|UTR|SIN|DEF|NOM//nsubj//38 beror//VB|PRS|AKT//advcl//28 på//PP//mark//43 att//SN//mark//43 parten//NN|UTR|SIN|DEF|NOM//nsubj//43 har//VB|PRS|AKT//aux//43 lämnat//VB|SUP|AKT//advcl//38 oriktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 eller//KN//cc//46 vilseledande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//44 uppgifter//NN|UTR|PLU|IND|NOM//obj//43 (//PAD//punct//47 37//RG|NOM//nummod//50 §//NN|AN//nmod//52 andra//RO|NOM//amod//52 stycket//NN|NEU|SIN|DEF|NOM//appos//47 3//RG|NOM//nummod//54 FL//PM|NOM//nmod//52 )//PAD//punct//47 .//MAD//punct//28
Vi bedömer att gällande rätt inte medger återkallelse av betygsbeslut beträffande en student som fuskat vid antagningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//60 är//VB|PRS|AKT//cop//60 denna//DT|UTR|SIN|DEF//det//60 bestämmelse//NN|UTR|SIN|IND|NOM//parataxis//28 som//HP|-|-|-//nsubj//62 ligger//VB|PRS|AKT//acl:relcl//60 till//PP//case//67 grund//NN|UTR|SIN|IND|NOM//fixed//63 för//PP//fixed//63 lärosätenas//NN|UTR|PLU|DEF|GEN//nmod:poss//67 beslut//NN|NEU|PLU|IND|NOM//obl//62 att//IE//mark//69 återkalla//VB|INF|AKT//acl//67 antagningsbeslut//NN|NEU|PLU|IND|NOM//obj//69 i//PP//case//73 de//DT|UTR/NEU|PLU|DEF//det//73 fall//NN|NEU|PLU|IND|NOM//obl//69 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//75 uppdagas//VB|PRS|SFO//acl:cleft//60 att//SN//mark//80 en//DT|UTR|SIN|IND//det//78 person//NN|UTR|SIN|IND|NOM//nsubj//80 har//VB|PRS|AKT//aux//80 fuskat//VB|SUP|AKT//csubj//75 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//80 in//PL//compound:prt//80 på//PP//case//85 en//DT|UTR|SIN|IND//det//85 utbildning//NN|UTR|SIN|IND|NOM//obl//80 med//PP//case//91 hjälp//NN|UTR|SIN|IND|NOM//fixed//86 av//PP//fixed//86 ett//DT|NEU|SIN|IND//det//91 ogiltigt//JJ|POS|NEU|SIN|IND|NOM//amod//91 resultat//NN|NEU|SIN|IND|NOM//nmod//85 på//PP//case//93 högskoleprovet//NN|NEU|SIN|DEF|NOM//nmod//91 eller//KN//cc//97 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//97 falska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//97 meriter//NN|UTR|PLU|IND|NOM//conj//93 .//MAD//punct//60
Vi bedömer att gällande rätt inte medger återkallelse av betygsbeslut beträffande en student som fuskat vid antagningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//100 råder//VB|PRS|AKT//parataxis//60 delade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//100 meningar//NN|UTR|PLU|IND|NOM//obj//101 om//PP//mark//107 bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//107 också//AB//advmod//107 kan//VB|PRS|AKT//aux//107 ligga//VB|INF|AKT//advcl//100 till//PP//case//111 grund//NN|UTR|SIN|IND|NOM//fixed//108 för//PP//fixed//108 återkallelse//NN|UTR|SIN|IND|NOM//obl//107 av//PP//case//113 betygsbeslut//NN|NEU|SIN|IND|NOM//nmod//111 i//PP//case//116 de//DT|UTR/NEU|PLU|DEF//det//116 fall//NN|NEU|PLU|IND|NOM//obl//107 som//HP|-|-|-//nsubj:pass//118 behandlas//VB|PRS|SFO//acl:relcl//116 här//AB//advmod//118 .//MAD//punct//60
Vi bedömer att gällande rätt inte medger återkallelse av betygsbeslut beträffande en student som fuskat vid antagningen;Två//RG|NOM//nummod//2 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 synsätt//NN|NEU|PLU|IND|NOM//ROOT//2
Vi bedömer att gällande rätt inte medger återkallelse av betygsbeslut beträffande en student som fuskat vid antagningen;Enligt//PP//case//2 37//RG|NOM//nummod//2 §//NN|AN//nmod//4 andra//RO|NOM//amod//4 stycket//NN|NEU|SIN|DEF|NOM//obl//7 3//RG|NOM//nummod//6 FL//PM|NOM//nmod//4 krävs//VB|PRS|SFO//ROOT//7 ett//DT|NEU|SIN|IND//det//9 orsakssamband//NN|NEU|SIN|IND|NOM//nsubj:pass//7 mellan//PP//case//16 den//DT|UTR|SIN|DEF//det//12 enskildes//JJ|POS|MAS|SIN|DEF|GEN//nmod:poss//16 oriktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 eller//KN//cc//15 vilseledande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//13 uppgifter//NN|UTR|PLU|IND|NOM//nmod//9 och//KN//cc//21 att//SN//mark//21 ett//DT|NEU|SIN|IND//det//20 beslut//NN|NEU|SIN|IND|NOM//nsubj//21 blivit//VB|SUP|AKT//conj//7 felaktigt//JJ|POS|NEU|SIN|IND|NOM//advmod//21 .//MAD//punct//7
Vi bedömer att gällande rätt inte medger återkallelse av betygsbeslut beträffande en student som fuskat vid antagningen;Kravet//NN|NEU|SIN|DEF|NOM//nsubj//27 på//PP//case//26 orsakssamband//NN|NEU|SIN|IND|NOM//nmod//24 får//VB|PRS|AKT//parataxis//7 betydelse//NN|UTR|SIN|IND|NOM//obj//27 för//PP//case//30 frågan//NN|UTR|SIN|DEF|NOM//obl//27 om//PP//case//32 undantagsbestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//30 kan//VB|PRS|AKT//aux//34 läggas//VB|INF|SFO//advcl//27 till//PP//mark//38 grund//NN|UTR|SIN|IND|NOM//fixed//35 för//PP//fixed//35 återkallande//NN|NEU|SIN|IND|NOM//obl//34 av//PP//case//40 betygsbeslut//NN|NEU|SIN|IND|NOM//nmod//38 .//MAD//punct//27
Vi bedömer att gällande rätt inte medger återkallelse av betygsbeslut beträffande en student som fuskat vid antagningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 finns//VB|PRS|SFO//parataxis//27 i//PP//advmod//43 huvudsak//NN|UTR|SIN|IND|NOM//fixed//44 två//RG|NOM//nummod//48 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 synsätt//NN|NEU|PLU|IND|NOM//nsubj//43 i//PP//case//51 denna//DT|UTR|SIN|DEF//det//51 fråga//NN|UTR|SIN|IND|NOM//obl//43 .//MAD//punct//43
Vi bedömer att gällande rätt inte medger återkallelse av betygsbeslut beträffande en student som fuskat vid antagningen;Enligt//PP//case//3 det//DT|NEU|SIN|DEF//det//3 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 synsättet//NN|NEU|SIN|DEF|NOM//obl//5 är//VB|PRS|AKT//cop//5 antagningsärenden//NN|UTR|SIN|DEF|NOM//ROOT//5 och//KN//cc//7 betygsärenden//NN|UTR|SIN|DEF|NOM//conj//5 under//PP//case//12 utbildningen//NN|UTR|SIN|DEF|NOM//nmod//12 två//RG|NOM//nummod//12 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 typer//NN|UTR|PLU|IND|NOM//nmod//7 av//PP//case//14 ärenden//NN|NEU|PLU|IND|NOM//nmod//12 som//HP|-|-|-//nsubj//17 är//VB|PRS|AKT//cop//17 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//12 av//PP//case//19 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//17 .//MAD//punct//5
Vi bedömer att gällande rätt inte medger återkallelse av betygsbeslut beträffande en student som fuskat vid antagningen;Antagningsbeslut//NN|NEU|PLU|IND|NOM//advmod//22 baseras//VB|PRS|SFO//parataxis//5 på//PP//case//25 sökandens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 gymnasiebetyg//NN|NEU|PLU|IND|NOM//obl//22 och//KN//cc//28 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 meriter//NN|UTR|PLU|IND|NOM//conj//25 vid//PP//case//30 tiden//NN|UTR|SIN|DEF|NOM//nmod//28 för//PP//case//32 antagning//NN|UTR|SIN|IND|NOM//nmod//30 ,//MID//punct//38 medan//SN//mark//38 de//DT|UTR/NEU|PLU|DEF//det//37 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 betygsbesluten//NN|NEU|PLU|DEF|NOM//nsubj:pass//38 fattas//VB|PRS|SFO//conj//22 på//PP//mark//45 grundval//NN|NEU|SIN|IND|NOM//fixed//39 av//PP//fixed//39 vad//HP|NEU|SIN|IND//obj//45 studenten//NN|UTR|SIN|DEF|NOM//nsubj//45 har//VB|PRS|AKT//aux//45 presterat//VB|SUP|AKT//advcl//38 under//PP//case//47 utbildningen//NN|UTR|SIN|DEF|NOM//obl//45 .//MAD//punct//5
