KERSTIN CARLSSON  ,  chef för Arbetsförmedlingen i Laholm och förbundsordförande i Svenska Orienteringsförbundet, samtalsledare MALIN HANSSON  ,  civilingenjör och ordförande i orienteringsklubben OK Vilse –87 ;JENS//PM|NOM//nmod//1 LINDQUIST//PM|NOM//ROOT//1  //_SP////1 ,//MID//punct//5  //_SP////3 ansvarig//JJ|POS|UTR|SIN|IND|NOM//conj//1 för//PP//case//7 utbildning//NN|UTR|SIN|IND|NOM//obl//5 och//KN//cc//9 föreningsutveckling//NN|UTR|SIN|IND|NOM//conj//7 på//PP//case//13 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 Orienteringsförbundet//NN|NEU|SIN|DEF|NOM//nmod//13 JAN//PM|NOM//nmod//9 LINDROTH//PM|NOM//conj//1  //_SP////14 ,//MID//punct//18  //_SP////16 professor//NN|UTR|SIN|IND|NOM//conj//1 i//PP//case//20 idrottshistoria//NN|UTR|SIN|IND|NOM//nmod//18 vid//PP//case//23 Stockholms//PM|GEN//nmod:poss//23 universitet//NN|NEU|SIN|IND|NOM//nmod//18
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Samtalsdeltagarna//NN|UTR|PLU|DEF|NOM//nsubj//48 försökte//VB|PRT|AKT//parataxis//1 också//AB//advmod//48 se//VB|INF|AKT//xcomp//48 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 vägar//NN|UTR|PLU|IND|NOM//obj//50 till//PP//case//56 ett//DT|NEU|SIN|IND//det//56 modernt//JJ|POS|NEU|SIN|IND|NOM//amod//56 ledarskap//NN|NEU|SIN|IND|NOM//obl//50 .//MAD//punct//1
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Är//VB|PRS|AKT//cop//59 samarbete//NN|NEU|SIN|IND|NOM//nsubj//63 med//PP//case//61 skolan//NN|UTR|SIN|DEF|NOM//nmod//59 en//DT|UTR|SIN|IND//det//63 väg//NN|UTR|SIN|IND|NOM//nsubj:pass//1 ?//MID//punct//63
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;På//PP//case//67 vilka//HD|UTR/NEU|PLU|IND//det//67 sätt//NN|NEU|PLU|IND|NOM//obl//70 kan//VB|PRS|AKT//aux//70 ledaren//NN|UTR|SIN|DEF|NOM//nsubj//70 skapa//VB|INF|AKT//parataxis//1 tydlighet//NN|UTR|SIN|IND|NOM//obj//70 inom//PP//case//75 och//KN//fixed//72 utom//PP//fixed//72 föreningen//NN|UTR|SIN|DEF|NOM//obl//70 ?//MAD//punct//1
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Deltog//VB|PRT|AKT//nsubj//6 i//PP//case//2 samtalet//NN|NEU|SIN|DEF|NOM//nmod//0 på//PP//case//5 Nordiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 museet//NN|NEU|SIN|DEF|NOM//nmod//2 gjorde//VB|PRT|AKT//ROOT//6 Malin//PM|NOM//nsubj//6 Hansson//PM|NOM//flat//7 ,//MID//punct//10 civilingenjör//NN|UTR|SIN|IND|NOM//conj//7 och//KN//cc//12 ordförande//NN|UTR|SIN|IND|NOM//conj//7 i//PP//case//15 orienteringsklubben//NN|UTR|SIN|DEF|NOM//nmod//15 OK//PM|NOM//nmod//16 Vilse//PM|NOM//obj//6 -87//RG|NOM//nummod//16 ,//MID//punct//16 Jens//PM|NOM//conj//16 Lindquist//PM|NOM//flat//19 ,//MID//punct//19 ansvarig//JJ|POS|UTR|SIN|IND|NOM//conj//16 för//PP//case//24 utbildning//NN|UTR|SIN|IND|NOM//obl//22 och//KN//cc//26 föreningsutveckling//NN|UTR|SIN|IND|NOM//conj//24 på//PP//case//29 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 Orienteringsförbundet//PM|NOM//nmod//26 ,//MID//punct//31 Jan//PM|NOM//conj//16 Lindroth//PM|NOM//flat:name//31 ,//MID//punct//31 professor//NN|UTR|SIN|IND|NOM//conj//16 i//PP//case//36 idrottshistoria//NN|UTR|SIN|IND|NOM//nmod//34 vid//PP//case//39 Stockholms//PM|GEN//nmod:poss//39 universitet//NN|NEU|SIN|IND|NOM//nmod//34 och//KN//cc//41 Gertrud//PM|NOM//conj//39 Åström//PM|NOM//flat:name//41 ,//MID//punct//44 forskare//NN|UTR|PLU|IND|NOM//conj//34 i//PP//case//47 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//47 historia//NN|UTR|SIN|IND|NOM//nmod//44 vid//PP//case//50 Stockholms//PM|GEN//nmod:poss//50 universitet//NN|NEU|SIN|IND|NOM//nmod//47 .//MAD//punct//6
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 är//VB|PRS|AKT//cop//5 under//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//5 åren//NN|NEU|PLU|DEF|NOM//ROOT//5 som//HP|-|-|-//obj//10 Kerstin//PM|NOM//nsubj//10 Carlsson//PM|NOM//flat:name//7 har//VB|PRS|AKT//aux//10 börjat//VB|SUP|AKT//acl:cleft//5 grubbla//VB|INF|AKT//xcomp//10 över//PP//case//15 det//DT|NEU|SIN|DEF//det//15 ideella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 ledarskapet//NN|NEU|SIN|DEF|NOM//obl//11 .//MAD//punct//5 –//RG|NOM//punct//20
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;I//PP//case//19 samhället//NN|NEU|SIN|DEF|NOM//obl//20 sker//VB|PRS|AKT//parataxis//5 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 förändringar//NN|UTR|PLU|IND|NOM//obj//20 ,//MID//punct//20 och//KN//cc//26 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//26 är//VB|PRS|AKT//conj//5 med//PP//case//28 oro//NN|UTR|SIN|IND|NOM//obl//26 jag//PN|UTR|SIN|DEF|SUB//nsubj//30 funderar//VB|PRS|AKT//acl:relcl//28 över//PP//mark//34 hur//HA//advmod//34 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//34 ser//VB|PRS|AKT//ccomp//30 ut//PL//compound:prt//34 när//HA//mark//43 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//43 som//HP|-|-|-//nsubj//40 är//VB|PRS|AKT//cop//40 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//37 i//PP//advmod//43 dag//NN|UTR|SIN|IND|NOM//fixed//41 behöver//VB|PRS|AKT//advcl//30 ledarstöd//NN|NEU|SIN|IND|NOM//obj//43 ,//MID//punct//46 säger//VB|PRS|AKT//parataxis//5 hon//PN|UTR|SIN|DEF|SUB//nsubj//46 .//MAD//punct//5
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Hur//HA//advmod//50 säkerställer//VB|PRS|AKT//parataxis//5 man//PN|UTR|SIN|IND|SUB//nsubj//50 tillgången//NN|UTR|SIN|DEF|NOM//obj//50 till//PP//case//55 duktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 ledare//NN|UTR|PLU|IND|NOM//nmod//52 för//PP//case//57 ungdomarna//NN|UTR|PLU|DEF|NOM//nmod//55 ,//MID//punct//50 oavsett//AB|POS//mark//63 om//SN//mark//63 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//63 har//VB|PRS|AKT//aux//63 pannlampa//NN|UTR|SIN|IND|NOM//advcl//50 ,//MID//punct//65 fotboll//NN|UTR|SIN|IND|NOM//conj//63 eller//KN//cc//67 tennisracket//NN|UTR|SIN|IND|NOM//conj//63 ?//MID//punct//50
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Vilka//HD|UTR/NEU|PLU|IND//det//70 risker//NN|UTR|PLU|IND|NOM//parataxis//50 ﬁnns//VB|PRS|SFO//cop//70 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 att//SN//mark//76 de//DT|UTR/NEU|PLU|DEF//det//75 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//76 lämnar//VB|PRS|AKT//csubj//71 idrotten//NN|UTR|SIN|DEF|NOM//obj//76 för//PP//case//80 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 aktiviteter//NN|UTR|PLU|IND|NOM//obl//76 ?//MAD//punct//50
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 läste//VB|PRT|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//3 artikel//NN|UTR|SIN|IND|NOM//obj//1 där//HA//advmod//8 två//RG|NOM//nummod//7 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 idrottare//NN|UTR|PLU|IND|NOM//nsubj//8 berättar//VB|PRS|AKT//acl:relcl//3 vad//HP|NEU|SIN|IND//obj//11 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//11 skrivit//VB|SUP|AKT//ccomp//8 på//PP//case//15 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//14 klubbdräkters//NN|UTR|PLU|IND|GEN//nmod:poss//15 bröstﬁckor//NN|UTR|PLU|IND|NOM//obl//11 .//MAD//punct//1
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 står//VB|PRS|AKT//parataxis//1 mamma//NN|UTR|SIN|IND|NOM//nsubj//18 på//PP//case//22 den//DT|UTR|SIN|DEF//det//22 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//18 och//KN//cc//24 pappa//NN|UTR|SIN|IND|NOM//conj//22 på//PP//case//27 den//DT|UTR|SIN|DEF//det//27 andra//RO|NOM//obl//18 ,//MID//punct//32 för//PP//case//32 de//DT|UTR/NEU|PLU|DEF//det//32 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//32 sponsorerna//NN|UTR|PLU|DEF|NOM//obl//18 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//36 har//VB|PRS|AKT//aux//36 är//VB|PRS|AKT//cop//36 föräldrarna//NN|UTR|PLU|DEF|NOM//acl:relcl//32 .//MAD//punct//18
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Då//AB//advmod//39 funderade//VB|PRT|AKT//parataxis//18 jag//PN|UTR|SIN|DEF|SUB//nsubj//39 på//PP//compound:prt//39 om//SN//mark//47 man//PN|UTR|SIN|IND|SUB//nsubj//47 inte//AB//advmod//47 också//AB//advmod//47 kunde//VB|PRT|AKT//aux//47 ha//VB|INF|AKT//advcl//39 namnet//NN|NEU|SIN|DEF|NOM//obj//47 på//PP//case//50 ledaren//NN|UTR|SIN|DEF|NOM//obl//47 där//AB//advmod//47 ,//MID//punct//57 ledaren//NN|UTR|SIN|DEF|NOM//nsubj//57 är//VB|PRS|AKT//cop//57 också//AB//advmod//57 ”//PM|NOM//punct//57 sponsor//NN|UTR|SIN|IND|NOM//parataxis//39 ”//PAD//punct//57 –//PAD//punct//57 i//PP//case//62 sin//PS|UTR|SIN|DEF//nmod:poss//62 roll//NN|UTR|SIN|IND|NOM//conj//57 att//IE//mark//64 få//VB|INF|AKT//acl//62 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//64 att//IE//mark//67 trivas//VB|INF|SFO//xcomp//64 med//PP//case//69 idrotten//NN|UTR|SIN|DEF|NOM//obl//67 .//MAD//punct//18
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Malin//PM|NOM//nsubj//2 Hansson//PM|NOM//flat:name//0 är//VB|PRS|AKT//ROOT//2 med//PL//case//6 i//PP//case//5 OK//PM|NOM//nmod//6 Vilse//PM|NOM//obl//2 ,//MID//punct//10 en//DT|UTR|SIN|IND//det//10 framgångsrik//JJ|POS|UTR|SIN|IND|NOM//amod//10 ungdomsklubb//NN|UTR|SIN|IND|NOM//conj//6 .//MAD//punct//2
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Hon//PN|UTR|SIN|DEF|SUB//nsubj//13 berättar//VB|PRS|AKT//parataxis//2 hur//HA//advmod//16 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//16 började//VB|PRT|AKT//ccomp//13 .//MAD//punct//13 –//RG|NOM//punct//25
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Redan//AB//advmod//24 när//HA//mark//24 jag//PN|UTR|SIN|DEF|SUB//nsubj//24 var//VB|PRT|AKT//cop//24 tretton//RG|NOM//nummod//24 år//NN|NEU|PLU|IND|NOM//obl//25 blev//VB|PRT|AKT//conj//13 jag//PN|UTR|SIN|DEF|SUB//nsubj//25 kommittéledare//NN|UTR|SIN|IND|NOM//advmod//25 i//PP//case//29 informationskommittén//NN|UTR|SIN|DEF|NOM//obl//25 i//PP//case//32 OK//PM|NOM//nmod//32 Vilse//PM|NOM//nmod//29 .//MAD//punct//25
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//42 som//HP|-|-|-//nsubj//36 satt//VB|PRT|AKT//acl:relcl//34 i//PP//case//38 styrelsen//NN|UTR|SIN|DEF|NOM//obl//36 på//PP//case//41 den//DT|UTR|SIN|DEF//det//41 tiden//NN|UTR|SIN|DEF|NOM//obl//36 jobbade//VB|PRT|AKT//parataxis//25 aktivt//AB|POS//advmod//42 med//PP//mark//46 att//IE//mark//46 ta//VB|INF|AKT//advcl//42 vara//NN|-|-|-|-//xcomp//46 på//PP//case//50 ungdomarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//50 förmåga//NN|UTR|SIN|IND|NOM//obl//46 att//IE//mark//52 få//VB|INF|AKT//acl//50 någonting//PN|NEU|SIN|IND|SUB/OBJ//obj//52 att//IE//mark//55 hända//VB|INF|AKT//xcomp//52 .//MAD//punct//13
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Det//PN|NEU|SIN|DEF|SUB/OBJ//obj//58 tror//VB|PRS|AKT//parataxis//13 jag//PN|UTR|SIN|DEF|SUB//nsubj//58 är//VB|PRS|AKT//cop//62 en//DT|UTR|SIN|IND//det//62 nyckel//NN|UTR|SIN|IND|NOM//ccomp//58 i//PP//case//64 framtiden//NN|UTR|SIN|DEF|NOM//nmod//62 också//AB//advmod//58 ,//MID//punct//58 att//SN//mark//70 man//PN|UTR|SIN|IND|SUB//nsubj//70 ska//VB|PRS|AKT//aux//70 ställa//VB|INF|AKT//ccomp//58 krav//NN|NEU|PLU|IND|NOM//obj//70 .//MAD//punct//58
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//75 är//VB|PRS|AKT//cop//75 ingenting//PN|NEU|SIN|IND|SUB/OBJ//parataxis//58 som//HP|-|-|-//nsubj//77 skrämmer//VB|PRS|AKT//acl:cleft//75 bort//PL//compound:prt//77 folk//NN|NEU|PLU|IND|NOM//obj//77 .//MAD//punct//13
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Däremot//AB//advmod//3 är//VB|PRS|AKT//cop//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 svårt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 att//IE//mark//5 få//VB|INF|AKT//csubj//3 folk//NN|NEU|PLU|IND|NOM//obj//5 att//IE//mark//8 ta//VB|INF|AKT//xcomp//5 ansvar//NN|NEU|SIN|IND|NOM//obj//8 i//PP//case//11 klubben//NN|UTR|SIN|DEF|NOM//nmod//9 nuförtiden//AB//obj//8 ,//MID//punct//14 säger//VB|PRS|AKT//parataxis//3 hon//PN|UTR|SIN|DEF|SUB//nsubj//14 .//MAD//punct//3
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Hon//PN|UTR|SIN|DEF|SUB//nsubj//18 tror//VB|PRS|AKT//parataxis//3 att//SN//mark//25 arbetsutvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//25 och//KN//cc//22 samhällsutvecklingen//NN|UTR|SIN|DEF|NOM//conj//20 kommer//VB|PRS|AKT//aux//25 att//IE//mark//25 påverka//VB|INF|AKT//ccomp//18 det//DT|NEU|SIN|DEF//det//28 ideella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 ledarskapets//NN|NEU|SIN|DEF|GEN//nmod:poss//29 framtid//NN|UTR|SIN|IND|NOM//obj//25 .//MAD//punct//18
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;När//HA//mark//35 de//DT|UTR/NEU|PLU|DEF//det//34 rena//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 industrijobben//NN|NEU|PLU|DEF|NOM//nsubj//35 blir//VB|PRS|AKT//advcl//39 mer//AB|KOM//advmod//37 relationsinriktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//35 ,//MID//punct//39 har//VB|PRS|AKT//ccomp//18 folk//NN|NEU|PLU|IND|NOM//nsubj//39 inte//AB//advmod//39 samma//DT|UTR/NEU|SIN/PLU|IND//det//43 behov//NN|NEU|SIN|IND|NOM//obj//39 av//PP//mark//47 att//IE//mark//47 ”//PAD//aux:pass//47 prata//VB|INF|AKT//acl//43 av//PL//case//49 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//47 ”//RG|NOM//punct//47 efter//PP//case//52 arbetet//NN|NEU|SIN|DEF|NOM//obl//47 ,//MID//punct//39 man//PN|UTR|SIN|IND|SUB//nsubj//55 blir//VB|PRS|AKT//conj//39 mindre//AB|KOM//amod//57 benägen//JJ|POS|UTR|SIN|IND|NOM//xcomp//55 att//IE//mark//59 engagera//VB|INF|AKT//acl//57 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//59 .//MAD//punct//39
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Inﬂyttningen//NN|UTR|SIN|DEF|NOM//nsubj//65 till//PP//case//64 städerna//NN|UTR|PLU|DEF|NOM//nmod//62 påverkar//VB|PRS|AKT//parataxis//39 förstås//AB//advmod//65 också//AB//advmod//65 ,//MID//punct//72 men//KN//cc//72 Malin//PM|NOM//nsubj//72 Hansson//PM|NOM//flat//70 tror//VB|PRS|AKT//conj//18 att//SN//mark//76 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//76 kan//VB|PRS|AKT//aux//76 bli//VB|INF|AKT//ccomp//72 tvärtom//AB//advmod//76 också//AB//advmod//76 .//MID//punct//72
Ideellt ledarskap i framtiden, främst inom idrottsrörelsen;Om//SN//mark//84 idén//NN|UTR|SIN|DEF|NOM//nsubj//84 med//PP//case//83 distansarbete//NN|NEU|SIN|IND|NOM//nmod//81 slår//VB|PRS|AKT//advcl//94 rot//NN|UTR|SIN|IND|NOM//obj//84 och//KN//cc//88 folk//NN|NEU|PLU|IND|NOM//nsubj//88 prioriterar//VB|PRS|AKT//conj//84 att//IE//mark//90 bo//VB|INF|AKT//xcomp//88 närmare//AB|KOM//amod//92 naturen//NN|UTR|SIN|DEF|NOM//obj//90 ,//MID//punct//94 blir//VB|PRS|AKT//parataxis//72 underlaget//NN|NEU|SIN|DEF|NOM//nsubj//94 till//PP//case//97 idrottsföreningarna//NN|UTR|PLU|DEF|NOM//obl//94 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//94 .//MAD//punct//18

Reformera idrottsrörelsen;Jan//PM|NOM//nsubj//2 Lindroth//PM|NOM//flat//0 tror//VB|PRS|AKT//ROOT//2 också//AB//advmod//2 att//SN//mark//11 arbetslivet//NN|NEU|SIN|DEF|NOM//nsubj//11 och//KN//cc//7 samhällsutvecklingen//NN|UTR|SIN|DEF|NOM//conj//5 i//PP//advmod//11 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//8 är//VB|PRS|AKT//cop//11 negativ//JJ|POS|UTR|SIN|IND|NOM//ccomp//2 för//PP//case//16 det//DT|NEU|SIN|DEF//det//16 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 ideella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 ledarskapet//NN|NEU|SIN|DEF|NOM//obl//11 .//MAD//punct//2 –//RG|NOM//punct//24
Reformera idrottsrörelsen;Folk//NN|NEU|PLU|IND|NOM//nsubj//24 vill//VB|PRS|AKT//aux//24 mer//AB|KOM//advmod//24 och//KN//fixed//21 mer//AB|KOM//fixed//21 gå//VB|INF|AKT//parataxis//2 rakt//AB|POS//advmod//24 på//PP//case//27 aktiviteten//NN|UTR|SIN|DEF|NOM//obl//24 och//KN//cc//29 hoppa//VB|INF|AKT//conj//24 över//PL//case//32 den//DT|UTR|SIN|DEF//det//32 byråkrati//NN|UTR|SIN|IND|NOM//obl//29 som//HP|-|-|-//obj//35 föreningslivet//NN|NEU|SIN|DEF|NOM//nsubj//35 utgör//VB|PRS|AKT//acl:relcl//32 .//MAD//punct//2
