Uppdraget;Mitt//PS|NEU|SIN|DEF//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//2 består//VB|PRS|AKT//ROOT//2 av//PP//case//5 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//5 delar//NN|UTR|PLU|IND|NOM//obl//2 .//MAD//punct//2
Resultatet av utvärderingen;Materialåtervinning//NN|UTR|SIN|IND|NOM//nsubj//36 är//VB|PRS|AKT//cop//36 att//IE//mark//36 föredra//VB|INF|AKT//parataxis//10 framför//PP//case//38 energiutvinning//NN|UTR|SIN|IND|NOM//obl//36 .//MAD//punct//36
Resultatet av utvärderingen;I//PP//case//42 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 fall//NN|NEU|PLU|IND|NOM//obl//46 är//VB|PRS|AKT//cop//46 de//DT|UTR/NEU|PLU|DEF//det//46 miljömässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 skillnaderna//NN|UTR|PLU|DEF|NOM//parataxis//36 mellan//PP//case//48 materialåtervinning//NN|UTR|SIN|IND|NOM//nmod//46 och//KN//cc//50 energiutvinning//NN|UTR|SIN|IND|NOM//conj//48 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//36 ,//MID//punct//51 t.ex.//AB|AN//advmod//55 för//PP//case//55 pappersförpackningar//NN|UTR|PLU|IND|NOM//obl//36 .//MAD//punct//36
Resultatet av utvärderingen;Producentansvaret//NN|NEU|SIN|DEF|NOM//nsubj//59 har//VB|PRS|AKT//aux//59 lett//VB|SUP|AKT//conj//36 till//PP//case//62 minskad//PC|PRF|UTR|SIN|IND|NOM//amod//62 användning//NN|UTR|SIN|IND|NOM//obl//59 av//PP//case//66 farliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 kemiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 ämnen//NN|NEU|PLU|IND|NOM//nmod//62 men//KN//cc//73 här//AB//advmod//73 har//VB|PRS|AKT//aux//73 även//AB//advmod//73 annan//JJ|POS|UTR|SIN|IND|NOM//amod//72 lagstiftning//NN|UTR|SIN|IND|NOM//nsubj//73 haft//VB|SUP|AKT//conj//59 stor//JJ|POS|UTR|SIN|IND|NOM//amod//75 betydelse//NN|UTR|SIN|IND|NOM//obj//73 .//MAD//punct//73
Resultatet av utvärderingen;Pantsystemet//NN|NEU|SIN|DEF|NOM//nsubj//81 för//PP//case//79 dryckesförpackningar//NN|UTR|PLU|IND|NOM//nmod//77 har//VB|PRS|AKT//aux//81 bidragit//VB|SUP|AKT//parataxis//73 till//PP//case//84 minskad//PC|PRF|UTR|SIN|IND|NOM//amod//84 nedskräpning//NN|UTR|SIN|IND|NOM//obl//81 .//MAD//punct//36
Resultatet av utvärderingen;Samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 effekter//NN|UTR|PLU|IND|NOM//nsubj//5 .//MAD//punct//1
Resultatet av utvärderingen; //_SP////2 Utvärderingen//NN|UTR|SIN|DEF|NOM//nsubj//5 visar//VB|PRS|AKT//ROOT//5 att//SN//mark//12 nu//AB//advmod//12 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 återvinningsnivåer//NN|UTR|PLU|IND|NOM//nsubj//12 är//VB|PRS|AKT//cop//12 samhällsekonomiskt//AB|POS//advmod//12 försvarbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//5 .//MID//punct//5
Resultatet av utvärderingen;Dock//AB//advmod//21 måste//VB|PRS|AKT//aux//21 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod:poss//18 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 ändringar//NN|UTR|PLU|IND|NOM//nsubj:pass//21 av//PP//case//20 målnivåerna//NN|UTR|PLU|DEF|NOM//nmod//18 bedömas//VB|INF|SFO//parataxis//5 utifrån//PP//case//25 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 analyser//NN|UTR|PLU|IND|NOM//obl//21 .//MAD//punct//5
Resultatet av utvärderingen;Aktörernas//NN|UTR|PLU|DEF|GEN//nmod:poss//1 roller//NN|UTR|PLU|IND|NOM//nsubj//38 och//KN//cc//4 systemens//NN|NEU|PLU|DEF|GEN//nmod:poss//4 effektivitet//NN|UTR|SIN|IND|NOM//conj//1 .//MAD//punct//1
Resultatet av utvärderingen;Jag//PN|UTR|SIN|DEF|SUB//nsubj//7 konstaterar//VB|PRS|AKT//parataxis//1 att//SN//mark//16 de//DT|UTR/NEU|PLU|DEF//det//10 problem//NN|NEU|PLU|IND|NOM//nsubj//16 som//HP|-|-|-//nsubj//12 finns//VB|PRS|SFO//acl:relcl//10 i//PP//case//14 systemen//NN|NEU|PLU|DEF|NOM//obl//12 ofta//AB|POS//advmod//16 handlar//VB|PRS|AKT//ccomp//7 om//PP//case//18 oklarheter//NN|UTR|PLU|IND|NOM//obl//16 i//PP//case//21 aktörernas//NN|UTR|PLU|DEF|GEN//nmod:poss//21 roller//NN|UTR|PLU|IND|NOM//nmod//18 ,//MID//punct//7 vilket//HP|NEU|SIN|IND//nsubj//27 i//PP//case//26 sin//PS|UTR|SIN|DEF//nmod:poss//26 tur//NN|UTR|SIN|IND|NOM//obl//27 påverkar//VB|PRS|AKT//acl:relcl//7 samarbetet//NN|NEU|SIN|DEF|NOM//obj//27 negativt//AB|POS//advmod//27 .//MAD//punct//7
Resultatet av utvärderingen;Systemen//NN|NEU|PLU|DEF|NOM//nsubj//38 för//PP//case//33 insamling//NN|UTR|SIN|IND|NOM//nmod//31 från//PP//case//35 hushållen//NN|NEU|PLU|DEF|NOM//nmod//33 är//VB|PRS|AKT//cop//38 relativt//AB|POS//advmod//38 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//38 och//KN//cc//40 behöver//VB|PRS|AKT//aux//41 utvecklas//VB|INF|SFO//conj//38 vidare//AB|KOM//advmod//41 bl.a.//AB|AN//advmod//41 för//PP//mark//46 att//IE//mark//46 underlätta//VB|INF|AKT//advcl//41 för//PP//case//48 konsumenterna//NN|UTR|PLU|DEF|NOM//obl//46 .//MAD//punct//38
Resultatet av utvärderingen;Producentansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//52 har//VB|PRS|AKT//aux//52 byggts//VB|SUP|SFO//conj//38 ut//PL//compound:prt//52 stegvis//AB//advmod//57 för//PP//case//57 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 varugrupper//NN|UTR|PLU|IND|NOM//obl//52 .//MAD//punct//52
Resultatet av utvärderingen;I//PP//case//60 fortsättningen//NN|UTR|SIN|DEF|NOM//obl//61 behövs//VB|PRS|SFO//conj//52 mer//AB|KOM//advmod//63 helhetstänkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//61 kring//PP//mark//67 hur//HA//advmod//67 systemen//NN|NEU|PLU|DEF|NOM//nsubj//67 hänger//VB|PRS|AKT//advcl//61 samman//PL//compound:prt//67 och//KN//cc//72 ett//DT|NEU|SIN|IND//det//72 starkare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//72 fokus//NN|NEU|SIN|IND|NOM//conj//67 på//PP//case//74 konsumenten//NN|UTR|SIN|DEF|NOM//nmod//72 som//HP|-|-|-//nsubj//79 är//VB|PRS|AKT//cop//79 en//DT|UTR|SIN|IND//det//79 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//79 länk//NN|UTR|SIN|IND|NOM//obl//67 i//PP//case//81 producentansvarskedjan//NN|UTR|SIN|DEF|NOM//nmod//79 .//MAD//punct//38
Resultatet av utvärderingen;Konkurrens//NN|UTR|SIN|IND|NOM//nsubj//6 .//MID//punct//0
Resultatet av utvärderingen;Det//DT|NEU|SIN|DEF//det//4 lagstadgade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//4 producentansvaret//NN|NEU|SIN|DEF|NOM//nsubj//6 har//VB|PRS|AKT//aux//6 givit//VB|SUP|AKT//ROOT//6 upphov//NN|NEU|SIN|IND|NOM//obj//6 både//KN//cc//10 till//PP//case//10 monopoltendenser//NN|UTR|PLU|IND|NOM//obl//6 och//KN//cc//12 problem//NN|NEU|PLU|IND|NOM//conj//10 med//PP//case//14 friåkare//NN|UTR|PLU|IND|NOM//nmod//12 ,//MID//punct//14 dvs.//AB|AN//advmod//17 producenter//NN|UTR|PLU|IND|NOM//appos//10 som//HP|-|-|-//nsubj//20 inte//AB//advmod//20 tar//VB|PRS|AKT//acl:relcl//17 sitt//PS|NEU|SIN|DEF//nmod:poss//22 ansvar//NN|NEU|SIN|IND|NOM//obj//20 .//MAD//punct//17
Resultatet av utvärderingen;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 problem//NN|NEU|PLU|IND|NOM//nsubj//28 är//VB|PRS|AKT//cop//28 otillräcklig//JJ|POS|UTR|SIN|IND|NOM//amod//28 tillsyn//NN|UTR|SIN|IND|NOM//conj//17 och//KN//cc//30 uppföljning//NN|UTR|SIN|IND|NOM//conj//28 .//MAD//punct//6
Resultatet av utvärderingen;Sammanfattningsvis//AB//advmod//2  //_SP////0 gör//VB|PRS|AKT//ROOT//2 jag//PN|UTR|SIN|DEF|SUB//nsubj//2 bedömningen//NN|UTR|SIN|DEF|NOM//obj//2 att//SN//mark//11 nu//AB//advmod//11 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 producentansvar//NN|NEU|SIN|IND|NOM//obl//11 är//VB|PRS|AKT//cop//11 både//KN//cc//11 miljömässigt//JJ|POS|NEU|SIN|IND|NOM//acl//4 och//KN//cc//13 samhällsekonomiskt//AB|POS//advmod//14 motiverat//PC|PRF|NEU|SIN|IND|NOM//conj//11 .//MID//punct//2
Resultatet av utvärderingen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 bör//VB|PRS|AKT//aux//19 därför//AB//advmod//19 fortsätta//VB|INF|AKT//parataxis//2 att//IE//mark//21 gälla//VB|INF|AKT//advcl//19 i//PP//advmod//28 stort//AB//fixed//22 sett//PC|PRF|NEU|SIN|IND|NOM//fixed//22 i//PP//case//28 sin//PS|UTR|SIN|DEF//nmod:poss//28 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 utformning//NN|UTR|SIN|IND|NOM//obl//21 .//MAD//punct//2
Resultatet av utvärderingen;Eftersom//SN//mark//34 systemen//NN|NEU|PLU|DEF|NOM//nsubj//34 inte//AB//advmod//34 har//VB|PRS|AKT//aux//34 funnits//VB|SUP|SFO//advcl//2 så//AB//advmod//36 länge//AB|POS//advmod//34 ,//MID//punct//38 finns//VB|PRS|SFO//parataxis//2 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//38 enligt//PP//case//42 min//PS|UTR|SIN|DEF//nmod:poss//42 mening//NN|UTR|SIN|IND|NOM//obl//38 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 oprövade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//45 lösningar//NN|UTR|PLU|IND|NOM//nsubj//38 att//IE//mark//47 testa//VB|INF|AKT//acl//45 för//PP//mark//50 att//IE//mark//50 få//VB|INF|AKT//advcl//47 bukt//NN|UTR|SIN|IND|NOM//obj//50 med//PP//case//54 de//DT|UTR/NEU|PLU|DEF//det//54 problem//NN|NEU|PLU|IND|NOM//obl//50 som//HP|-|-|-//nsubj//56 handlar//VB|PRS|AKT//acl:relcl//54 om//PP//case//58 konkurrens//NN|UTR|SIN|IND|NOM//obl//56 ,//MID//punct//61 aktörernas//NN|UTR|PLU|DEF|GEN//nmod:poss//61 roller//NN|UTR|PLU|IND|NOM//conj//58 och//KN//cc//63 samverkan//NN|UTR|SIN|IND|NOM//conj//58 samt//KN//cc//66 systemens//NN|NEU|PLU|DEF|GEN//nmod:poss//66 effektivitet//NN|UTR|SIN|IND|NOM//conj//58 .//MAD//punct//2
Resultatet av utvärderingen;Kopplingen//NN|UTR|SIN|DEF|NOM//nsubj//9 till//PP//case//3 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 styrmedel//NN|NEU|PLU|IND|NOM//nmod//0 .//MAD//punct//0
Resultatet av utvärderingen;Förordningarna//NN|UTR|PLU|DEF|NOM//appos//0 om//PP//case//7 producentansvar//NN|NEU|SIN|IND|NOM//nmod//5 är//VB|PRS|AKT//cop//9 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//9 av//PP//case//12 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 styrmedel//NN|NEU|PLU|IND|NOM//obl//9 för//PP//mark//15 att//IE//mark//15 fungera//VB|INF|AKT//advcl//9 bra//AB|POS//advmod//15 .//MID//punct//9
Resultatet av utvärderingen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 behövs//VB|PRS|SFO//parataxis//9 information//NN|UTR|SIN|IND|NOM//nsubj:pass//19 till//PP//case//22 aktörerna//NN|UTR|PLU|DEF|NOM//nmod//20 om//PP//mark//26 hur//HA//advmod//26 systemen//NN|NEU|PLU|DEF|NOM//nsubj//26 fungerar//VB|PRS|AKT//advcl//19 och//KN//cc//31 varför//HA//advmod//31 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//31 har//VB|PRS|AKT//aux//31 införts//VB|SUP|SFO//conj//26 .//MAD//punct//19
Resultatet av utvärderingen;Förordningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//36 behöver//VB|PRS|AKT//aux//36 även//AB//advmod//36 kombineras//VB|INF|SFO//conj//9 med//PP//case//39 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 styrmedel//NN|NEU|PLU|IND|NOM//obl//36 som//HP|-|-|-//nsubj//41 fungerar//VB|PRS|AKT//acl:relcl//39 som//KN//mark//43 drivkrafter//NN|UTR|PLU|IND|NOM//xcomp//41 för//PP//case//46 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//46 återvinning//NN|UTR|SIN|IND|NOM//nmod//43 t.ex.//AB|AN//advmod//46 skatt//NN|UTR|SIN|IND|NOM//obj//41 på//PP//case//50 deponering//NN|UTR|SIN|IND|NOM//nmod//48 .//MAD//punct//9
Resultatet av utvärderingen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 kan//VB|PRS|AKT//aux//4 vara//VB|INF|AKT//cop//4 en//DT|UTR|SIN|IND//det//4 fördel//NN|UTR|SIN|IND|NOM//ROOT//4 att//IE//mark//6 låta//VB|INF|AKT//csubj//4 lagstiftning//NN|UTR|SIN|IND|NOM//obj//6 om//PP//case//9 producentansvar//NN|NEU|SIN|IND|NOM//obl//6 föregås//VB|PRS|SFO//conj//4 av//PP//case//13 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 åtaganden//NN|NEU|PLU|IND|NOM//obl//10 för//PP//mark//16 att//IE//mark//16 få//VB|INF|AKT//advcl//10 tid//NN|UTR|SIN|IND|NOM//obj//16 att//IE//mark//19 lära//VB|INF|AKT//xcomp//16 mer//AB|KOM//advmod//19 om//PP//mark//24 hur//HA//advmod//24 systemen//NN|NEU|PLU|DEF|NOM//nsubj//24 fungerar//VB|PRS|AKT//advcl//19 när//HA//case//28 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//25 gäller//VB|PRS|AKT//fixed//25 konkurrens//NN|UTR|SIN|IND|NOM//obl//24 ,//MID//punct//30 samhällsekonomi//NN|UTR|SIN|IND|NOM//conj//28 och//KN//cc//32 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 frågor//NN|UTR|PLU|IND|NOM//conj//28 .//MID//punct//4
Resultatet av utvärderingen;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//38 kan//VB|PRS|AKT//aux//38 även//AB//advmod//38 resultera//VB|INF|AKT//parataxis//4 i//PP//mark//44 att//SN//mark//44 det//DT|NEU|SIN|DEF//det//43 frivilliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//43 åtagandet//NN|NEU|SIN|DEF|NOM//nsubj//44 fungerar//VB|PRS|AKT//advcl//38 så//AB//advmod//46 bra//AB|POS//advmod//44 att//SN//mark//50 lagstiftning//NN|UTR|SIN|IND|NOM//nsubj:pass//50 inte//AB//advmod//50 behövs//VB|PRS|SFO//advcl//44 .//MAD//punct//4

Min vision;År//NN|NEU|SIN|IND|NOM//nmod//1 2010//RG|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 en//DT|UTR|SIN|IND//det//5 blomstrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 återvinningsmarknad//NN|UTR|SIN|IND|NOM//nsubj//2 .//MAD//punct//2
