Populärkulturens makt och medborgarrollens förändring;Li//PM|NOM//ROOT//0 Bennich-Björkman//PM|NOM//obj//0
Vad skall demokratin med kulturen till?;Allt//DT|NEU|SIN|IND/DEF//det//72 medkännande//NN|NEU|SIN|IND|NOM//nsubj//80 som//HP|-|-|-//nsubj:pass//75 inte//AB//advmod//75 grundas//VB|PRS|SFO//acl:relcl//72 i//PP//case//77 upplevelser//NN|UTR|PLU|IND|NOM//obl//75 är//VB|PRS|AKT//cop//80 tomma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 ord//NN|NEU|PLU|IND|NOM//ccomp//60 .//MAD//punct//60
Vad skall demokratin med kulturen till?;Det//DT|NEU|SIN|DEF//det//83 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//89 som//HP|-|-|-//nsubj//85 ger//VB|PRS|AKT//acl:relcl//83 verklig//JJ|POS|UTR|SIN|IND|NOM//amod//87 kunskap//NN|UTR|SIN|IND|NOM//obj//85 är//VB|PRS|AKT//cop//89 erfarenhet//NN|UTR|SIN|IND|NOM//ccomp//60 ”//RG|NOM//obj//60 (//PAD//punct//90 s.//NN|AN//nmod//93 217//RG|NOM//appos//90 )//PAD//punct//60 .//MAD//punct//60
Vad skall demokratin med kulturen till?;"Och//KN//cc//100 så//AB//advmod//100 må//VB|PRS|AKT//aux//100 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//100 vara//VB|INF|AKT//conj//60 ;//MID//punct//60"
Vad skall demokratin med kulturen till?;men//KN//cc//103 empati//NN|UTR|SIN|IND|NOM//nsubj:pass//110 och//KN//cc//105 förmåga//NN|UTR|SIN|IND|NOM//conj//103 till//PP//case//107 inlevelse//NN|UTR|SIN|IND|NOM//nmod//105 kan//VB|PRS|AKT//aux//110 också//AB//advmod//110 födas//VB|INF|SFO//conj//60 ur//PP//case//114 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//111 än//KN//case//114 erfarenhet//NN|UTR|SIN|IND|NOM//obl//110 och//KN//cc//116 upplevelse//NN|UTR|SIN|IND|NOM//conj//114 ,//MID//punct//121 nämligen//AB//advmod//121 genom//PP//mark//121 att//IE//mark//121 komma//VB|INF|AKT//advcl//110 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//123 människor//NN|UTR|PLU|IND|NOM//obj//121 nära//AB|POS//advmod//121 på//PP//case//129 ”//PAD//punct//129 konstgjord//JJ|POS|UTR|SIN|IND|NOM//amod//128 ”//JJ|POS|UTR|SIN|IND|NOM//nmod//129 väg//NN|UTR|SIN|IND|NOM//obl//121 .//MAD//punct//60
Vad skall demokratin med kulturen till?;Här//AB//advmod//132 kommer//VB|PRS|AKT//aux//164 konst//NN|UTR|SIN|IND|NOM//nsubj//132 och//KN//cc//135 kultur//NN|UTR|SIN|IND|NOM//conj//133 och//KN//cc//139 populärkulturens//NN|UTR|SIN|DEF|GEN//nmod:poss//139 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//139 uttryck//NN|NEU|PLU|IND|NOM//conj//133 in//PL//compound:prt//132 ,//MID//punct//132 och//KN//cc//143 förlänar//VB|PRS|AKT//conj//132 därigenom//AB//advmod//143 kulturen//NN|UTR|SIN|DEF|NOM//obj//143 en//DT|UTR|SIN|IND//det//148 särdeles//AB//amod//148 ställning//NN|UTR|SIN|IND|NOM//obj//143 i//PP//case//152 en//DT|UTR|SIN|IND//det//152 modern//JJ|POS|UTR|SIN|IND|NOM//amod//152 demokrati//NN|UTR|SIN|IND|NOM//nmod//148 .//MAD//punct//143
Vad skall demokratin med kulturen till?;Genom//PP//case//155 kulturen//NN|UTR|SIN|DEF|NOM//obl//164 kan//VB|PRS|AKT//aux//164 medkänsla//NN|UTR|SIN|IND|NOM//nsubj:pass//164 och//KN//cc//159 inlevelse//NN|UTR|SIN|IND|NOM//conj//157 ,//MID//punct//161 tolerans//NN|UTR|SIN|IND|NOM//conj//157 och//KN//cc//163 förståelse//NN|UTR|SIN|IND|NOM//conj//157 skapas//VB|PRS|SFO//conj//60 –//RG|NOM//punct//168 men//KN//cc//168 också//AB//advmod//168 alienation//NN|UTR|SIN|IND|NOM//conj//164 ,//MID//punct//170 främlingskap//NN|NEU|SIN|IND|NOM//conj//168 och//KN//cc//172 aggression//NN|UTR|SIN|IND|NOM//conj//168 .//MAD//punct//60
Vad skall demokratin med kulturen till?;I//PP//case//176 en//DT|UTR|SIN|IND//det//176 analys//NN|UTR|SIN|IND|NOM//obl//60 av//PP//case//183 ”//RO|NOM//punct//179 kändispressens//NN|UTR|SIN|DEF|GEN//nmod:poss//180 ”//PAD//obl//183 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//182 sidor//NN|UTR|PLU|IND|NOM//nsubj//183 konstaterar//VB|PRS|AKT//nmod//176 Marianne//PM|NOM//nsubj//183 Östergren//PM|NOM//flat//184 att//SN//mark//189 ”//PM|NOM//punct//189 vi//PN|UTR|PLU|DEF|SUB//nsubj//189 ges//VB|PRS|SFO//ccomp//183 möjlighet//NN|UTR|SIN|IND|NOM//obj//189 till//PP//case//192 identifikation//NN|UTR|SIN|IND|NOM//nmod//190 .//MAD//punct//176
Vad skall demokratin med kulturen till?;När//HA//mark//201 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//201 ,//MID//punct//197 känd//PC|PRF|UTR|SIN|IND|NOM//amod//195 eller//KN//cc//199 okänd//JJ|POS|UTR|SIN|IND|NOM//conj//197 ,//MID//punct//195 talar//VB|PRS|AKT//advcl//60 öppet//AB|POS//advmod//201 om//PP//case//206 ett//DT|NEU|SIN|IND//det//206 känsligt//JJ|POS|NEU|SIN|IND|NOM//amod//206 ämne//NN|NEU|SIN|IND|NOM//obl//201 ,//MID//punct//60 får//VB|PRS|AKT//conj//60 vi//PN|UTR|PLU|DEF|SUB//nsubj//208 en//DT|UTR|SIN|IND//det//211 infallsvinkel//NN|UTR|SIN|IND|NOM//obj//208 till//PP//case//215 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//215 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//215 liv//NN|NEU|PLU|IND|NOM//obl//208 ”//PAD//punct//60 .//MAD//punct//60
Vad skall demokratin med kulturen till?;K//PM|NOM//ROOT//0 ÄNSLOMAKAREN//NN|UTR|SIN|DEF|NOM//flat//0
Vad skall demokratin med kulturen till?;I//PP//case//2 synnerhet//NN|UTR|SIN|IND|NOM//fixed//0 populärkulturen//NN|UTR|SIN|DEF|NOM//obl//3 står//VB|PRS|AKT//ROOT//3 idag//AB//advmod//3 mer//AB|KOM//advmod//3 än//KN//mark//7 någonsin//AB//advcl//3 förr//AB//advmod//3 fri//JJ|POS|UTR|SIN|IND|NOM//xcomp//3 från//PP//case//11 statsmakten//NN|UTR|SIN|DEF|NOM//obl//3 ,//MID//punct//14 både//KN//cc//14 finansiellt//AB|POS//conj//3 och//KN//cc//19 när//HA//case//19 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//16 gäller//VB|PRS|AKT//fixed//16 kontrollen//NN|UTR|SIN|DEF|NOM//conj//14 över//PP//case//21 utbud//NN|NEU|SIN|IND|NOM//nmod//19 och//KN//cc//23 innehåll//NN|NEU|SIN|IND|NOM//conj//21 .//MAD//punct//3
Vad skall demokratin med kulturen till?;Den//DT|UTR|SIN|DEF//det//27 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//28 har//VB|PRS|AKT//aux//32 på//PP//case//31 kort//JJ|POS|UTR|SIN|IND|NOM//amod//31 tid//NN|UTR|SIN|IND|NOM//obl//32 möjliggjort//VB|SUP|AKT//parataxis//3 framväxten//NN|UTR|SIN|DEF|NOM//obj//32 av//PP//case//35 medier//NN|NEU|PLU|IND|NOM//nmod//33 för//PP//case//37 masskonsumtion//NN|UTR|SIN|IND|NOM//nmod//35 t.o.m.//AB|AN//advmod//32 på//PP//case//41 global//JJ|POS|UTR|SIN|IND|NOM//amod//41 nivå//NN|UTR|SIN|IND|NOM//obl//32 .//MAD//punct//32
Vad skall demokratin med kulturen till?;Filmen//NN|UTR|SIN|DEF|NOM//appos//32 ,//MID//punct//45 serie-//NN|UTR|-|-|SMS//conj//43 och//KN//cc//47 veckotidningar//NN|UTR|PLU|IND|NOM//conj//43 ,//MID//punct//51 den//DT|UTR|SIN|DEF//det//51 gigantiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//51 musikindustrin//NN|UTR|SIN|DEF|NOM//conj//43 och//KN//cc//57 inte//AB//advmod//55 minst//AB|SUV//advmod//55 tv//NN|UTR|SIN|IND|NOM//obl//57 har//VB|PRS|AKT//aux//57 skapat//VB|SUP|AKT//conj//43 en//PN|UTR|SIN|IND|SUB/OBJ//det//66 från//PP//case//60 statsmakten//NN|UTR|SIN|DEF|NOM//nmod//58 helt//AB|POS//advmod//62 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 och//KN//fixed//62 mycket//AB|POS//advmod//65 inflytelserik//JJ|POS|UTR|SIN|IND|NOM//amod//66 påverkanssfär//NN|UTR|SIN|IND|NOM//obj//57 som//KN//nsubj//71 med//PP//case//70 all//DT|UTR|SIN|IND/DEF//det//70 säkerhet//NN|UTR|SIN|IND|NOM//obl//71 spelar//VB|PRS|AKT//acl:relcl//66 en//DT|UTR|SIN|IND//det//74 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 roll//NN|UTR|SIN|IND|NOM//obj//71 i//PP//case//76 formandet//NN|NEU|SIN|DEF|NOM//obl//71 av//PP//case//80 en//DT|UTR|SIN|IND//det//80 samhällelig//JJ|POS|UTR|SIN|IND|NOM//amod//80 mentalitet//NN|UTR|SIN|IND|NOM//nmod//76 .//MAD//punct//32
Vad skall demokratin med kulturen till?;I//PP//case//85 en//DT|UTR|SIN|IND//det//85 pluralistisk//JJ|POS|UTR|SIN|IND|NOM//amod//85 demokrati//NN|UTR|SIN|IND|NOM//obl//3 som//HP|-|-|-//obj//89 den//DT|UTR|SIN|DEF//det//88 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//89 utgör//VB|PRS|AKT//acl:relcl//85 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//89 uppenbarligen//AB//advmod//89 en//DT|UTR|SIN|IND//det//94 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//94 maktkälla//NN|UTR|SIN|IND|NOM//obj//89 .//MAD//punct//85
Vad skall demokratin med kulturen till?;"Samtidigt//AB//mark//101 som//HA//nsubj//98 få//JJ|POS|UTR/NEU|PLU|IND|NOM//advcl//101 idag//AB//advmod//101 skulle//VB|PRT|AKT//aux//101 förespråka//VB|INF|AKT//advcl//3 någon//DT|UTR|SIN|IND//det//103 slags//NN|NEU|SIN|IND|GEN//nmod:poss//104 kontroll//NN|UTR|SIN|IND|NOM//obj//101 över//PP//case//106 kulturen//NN|UTR|SIN|DEF|NOM//nmod//104 ,//MID//punct//112 så//AB//advcl//112 är//VB|PRS|AKT//cop//112 en//DT|UTR|SIN|IND//det//112 central//JJ|POS|UTR|SIN|IND|NOM//amod//112 fråga//NN|UTR|SIN|IND|NOM//conj//101 ,//MID//punct//112 med//PP//case//118 tanke//NN|UTR|SIN|IND|NOM//fixed//114 på//PP//fixed//114 populärkulturens//NN|UTR|SIN|DEF|GEN//nmod:poss//118 genomslag//NN|NEU|SIN|IND|NOM//dep//112 inte//AB//advmod//124 minst//AB|SUV//advmod//124 i//PP//case//124 de//DT|UTR/NEU|PLU|DEF//det//124 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//124 generationerna//NN|UTR|PLU|DEF|NOM//obl//101 ,//MID//punct//124 hur//HA//advmod//137 de//DT|UTR/NEU|PLU|DEF//det//128 värderingar//NN|UTR|PLU|IND|NOM//nsubj//137 och//KN//cc//130 avsiktliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//128 liksom//PP//case//133 oavsiktliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//133 budskap//NN|NEU|PLU|IND|NOM//nmod//128 som//HP|-|-|-//obj//136 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//136 förmedlar//VB|PRS|AKT//acl:relcl//128 förhåller//VB|PRS|AKT//acl:relcl//124 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//137 till//PP//case//140 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//137 som//HP|-|-|-//nsubj//142 är//VB|PRS|AKT//acl:relcl//140 ,//MID//punct//101 eller//KN//cc//148 i//PP//case//147 varje//DT|UTR/NEU|SIN|IND//det//147 fall//NN|NEU|SIN|IND|NOM//obl//148 varit//VB|SUP|AKT//fixed//143 ,//MID//punct//151 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//151 grundvalar//NN|UTR|PLU|IND|NOM//conj//101 ;//MID//punct//151"
Vad skall demokratin med kulturen till?;livskraftiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//155 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//155 institutioner//NN|UTR|PLU|IND|NOM//appos//151 och//KN//cc//159 en//DT|UTR|SIN|IND//det//159 vital//JJ|POS|UTR|SIN|IND|NOM//amod//159 medborgarkultur//NN|UTR|SIN|IND|NOM//conj//155 ?//MAD//punct//3
Vad skall demokratin med kulturen till?;Vad//HP|NEU|SIN|IND//obj//2 jag//PN|UTR|SIN|DEF|SUB//nsubj//2 sagt//VB|SUP|AKT//advcl//4 ovan//AB//advmod//2 innebär//VB|PRS|AKT//ROOT//4 att//SN//mark//26 populärkultur//NN|UTR|SIN|IND|NOM//nsubj//26 ,//MID//punct//8 musiken//NN|UTR|SIN|DEF|NOM//conj//6 ,//MID//punct//10 filmen//NN|UTR|SIN|DEF|NOM//conj//6 ,//MID//punct//12 tvsåpor//NN|UTR|PLU|IND|NOM//conj//6 och//KN//cc//14 shower//NN|UTR|PLU|IND|NOM//conj//6 och//KN//cc//16 veckopress//NN|UTR|SIN|IND|NOM//conj//6 ,//MID//punct//16 som//HP|-|-|-//nsubj//19 når//VB|PRS|AKT//acl:relcl//16 väldigt//AB|POS//advmod//21 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//xcomp//19 ,//MID//punct//26 har//VB|PRS|AKT//aux//26 kommit//VB|SUP|AKT//aux//26 att//IE//mark//26 utgöra//VB|INF|AKT//ccomp//4 en//DT|UTR|SIN|IND//det//28 källa//NN|UTR|SIN|IND|NOM//obj//26 till//PP//case//30 reflektion//NN|UTR|SIN|IND|NOM//obl//26 ,//MID//punct//32 socialisation//NN|UTR|SIN|IND|NOM//conj//30 och//KN//cc//34 normbildning//NN|UTR|SIN|IND|NOM//conj//30 .//MAD//punct//4
Vad skall demokratin med kulturen till?;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//37 speglar//VB|PRS|AKT//parataxis//4 på//PP//case//43 ett//DT|NEU|SIN|IND//det//43 ofta//AB|POS//advmod//41 ganska//AB//advmod//42 direkt//JJ|POS|NEU|SIN|IND|NOM//amod//43 sätt//NN|NEU|SIN|IND|NOM//obl//37 samtidens//NN|UTR|SIN|DEF|GEN//nmod:poss//45 livsmönster//NN|NEU|SIN|IND|NOM//obj//37 ,//MID//punct//47 väcker//VB|PRS|AKT//conj//37 känslor//NN|UTR|PLU|IND|NOM//obj//47 och//KN//cc//50 ger//VB|PRS|AKT//conj//37 insikter//NN|UTR|PLU|IND|NOM//obj//50 i//PP//mark//55 hur//HA//advmod//55 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//55 tänker//VB|PRS|AKT//advcl//50 och//KN//cc//57 lever//VB|PRS|AKT//conj//55 .//MAD//punct//37
Vad skall demokratin med kulturen till?;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//60 fångar//VB|PRS|AKT//nsubj//65 också//AB//advmod//60 och//KN//cc//63 gestaltar//VB|PRS|AKT//conj//60 ,//MID//punct//65 ger//VB|PRS|AKT//parataxis//37 liv//NN|NEU|SIN|IND|NOM//obj//65 och//KN//cc//68 kraft//NN|UTR|SIN|IND|NOM//conj//66 åt//PP//case//70 drömmar//NN|UTR|PLU|IND|NOM//obl//65 ,//MID//punct//72 längtan//NN|UTR|SIN|IND|NOM//conj//70 och//KN//cc//74 förhoppningar//NN|UTR|PLU|IND|NOM//conj//70 hos//PP//case//78 i//PP//advmod//78 synnerhet//NN|UTR|SIN|IND|NOM//fixed//76 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//74 men//KN//cc//81 också//AB//advmod//81 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//78 .//MAD//punct//37
Vad skall demokratin med kulturen till?;Samtidigt//AB//advmod//84 framstår//VB|PRS|AKT//parataxis//37 empati//NN|UTR|SIN|IND|NOM//obj//84 ,//MID//punct//87 inlevelseförmåga//NN|UTR|SIN|IND|NOM//conj//85 och//KN//cc//89 medkänsla//NN|UTR|SIN|IND|NOM//conj//85 –//RG|NOM//punct//85 tillsammans//AB//advmod//95 med//PP//case//95 ett//DT|NEU|SIN|IND//det//95 kollektivt//JJ|POS|NEU|SIN|IND|NOM//amod//95 minne//NN|NEU|SIN|IND|NOM//conj//85 –//PAD//punct//99 som//KN//case//99 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 känslor//NN|UTR|PLU|IND|NOM//conj//85 som//HP|-|-|-//nsubj//102 måste//VB|PRS|AKT//aux//102 vägleda//VB|INF|AKT//acl:relcl//99 demokratisk//JJ|POS|UTR|SIN|IND|NOM//amod//104 mentalitet//NN|UTR|SIN|IND|NOM//obj//102 .//MAD//punct//37
Vad skall demokratin med kulturen till?;För//PP//case//107 demokratiteori//NN|UTR|SIN|IND|NOM//obl//108 blir//VB|PRS|AKT//conj//37 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//108 då//AB//advmod//111 viktigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//108 att//IE//mark//113 fråga//VB|INF|AKT//acl//111 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//113 om//PP//case//118 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//118 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//118 känslor//NN|UTR|PLU|IND|NOM//obl//113 framförallt//AB//advmod//120 grundläggs//VB|PRS|SFO//obl//113 genom//PP//case//124 den//DT|UTR|SIN|DEF//det//124 fristående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//124 kraft//NN|UTR|SIN|IND|NOM//obl//113 som//HP|-|-|-//obj//127 kulturen//NN|UTR|SIN|DEF|NOM//nsubj//127 utgör//VB|PRS|AKT//acl:relcl//124 och//KN//cc//152 hur//HA//advmod//152 de//DT|UTR/NEU|PLU|DEF//det//131 bilder//NN|UTR|PLU|IND|NOM//nsubj//152 ,//MID//punct//131 de//DT|UTR/NEU|PLU|DEF//det//134 intryck//NN|NEU|PLU|IND|NOM//conj//131 ,//MID//punct//134 den//DT|UTR|SIN|DEF//det//138 ’//JJ|POS|MAS|SIN|DEF|GEN//punct//138 moralitet//NN|UTR|SIN|IND|NOM//conj//134 ’//PM|NOM//punct//138 som//HP|-|-|-//nsubj:pass//141 förmedlas//VB|PRS|SFO//acl:relcl//138 i//PP//case//143 populärkulturen//NN|UTR|SIN|DEF|NOM//obl//141 –//RG|NOM//punct//143 som//HP|-|-|-//nsubj//150 definitivt//AB|POS//advmod//150 är//VB|PRS|AKT//cop//150 en//DT|UTR|SIN|IND//det//150 kollektiv//JJ|POS|UTR|SIN|IND|NOM//amod//150 arena//NN|UTR|SIN|IND|NOM//acl:relcl//143 –//RG|NOM//punct//138 hänger//VB|PRS|AKT//conj//127 samman//PL//compound:prt//152 med//PP//case//155 rollen//NN|UTR|SIN|DEF|NOM//obl//152 som//KN//case//158 demokratisk//JJ|POS|UTR|SIN|IND|NOM//amod//158 medborgare//NN|UTR|SIN|IND|NOM//nmod//155 ?//MAD//punct//37
