konkurrenskraft Förord;Långtidsutredningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 1999//RG|NOM//nummod//0 utarbetas//VB|PRS|SFO//ROOT//2 inom//PP//case//5 Finansdepartementets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 strukturenhet//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
konkurrenskraft Förord;Stefan//PM|NOM//ROOT//0 Lundgren//PM|NOM//flat:name//0
konkurrenskraft Förord;Finansråd//NN|NEU|SIN|IND|NOM//nmod//1 3.3//RG|NOM//nummod//2 Specialisering//NN|UTR|SIN|IND|NOM//nsubj//14 och//KN//cc//4 konkurrenskraft//NN|UTR|SIN|IND|NOM//conj//2 i//PP//case//8 det//DT|NEU|SIN|DEF//det//7 3.3.1//RG|NOM//fixed//5 Exportkvot//PM|NOM//nmod//4 och//KN//cc//10 specialiseringskvot//NN|UTR|SIN|IND|NOM//conj//8 för//PP//case//13 branscher//NN|UTR|PLU|IND|NOM//nmod//13 3.3.2//RG|NOM//nmod//10 Har//VB|PRS|AKT//ROOT//14 Sverige//PM|NOM//nsubj//14 en//DT|UTR|SIN|IND//det//18 oförmånlig//JJ|POS|UTR|SIN|IND|NOM//amod//18 närings5.2//NN|UTR|SIN|IND|NOM//nmod//19 Näringsstrukturen//NN|UTR|SIN|DEF|NOM//obj//14 och//KN//cc//21 konkurrenskraften//NN|UTR|SIN|DEF|NOM//conj//19 5.3//RG|NOM//obj//14 Ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//24 politik//NN|UTR|SIN|IND|NOM//obj//14 och//KN//cc//26 tillgången//NN|UTR|SIN|DEF|NOM//conj//24 på//PP//case//29 realkapital//NN|NEU|SIN|IND|NOM//nmod//29 5.3.1//RG|NOM//nmod//26 Internationell//JJ|POS|UTR|SIN|IND|NOM//amod//31 konkurrens//NN|UTR|SIN|IND|NOM//obj//14 om//PP//case//14

Författarens förord;Jag//PN|UTR|SIN|DEF|SUB//nsubj//2 vill//VB|PRS|AKT//aux//2 tacka//VB|INF|AKT//ROOT//2 Linda//PM|NOM//obj//2 Andersson//PM|NOM//flat//3 ,//MID//punct//6 Jan//PM|NOM//obl//2 Broman//PM|NOM//flat:name//6 ,//MID//punct//9 Ola//PM|NOM//conj//6 Gustafsson//PM|NOM//flat:name//9 ,//MID//punct//12 Patrik//PM|NOM//conj//6 Gustavsson//PM|NOM//flat//12 och//KN//cc//15 Erik//PM|NOM//conj//12 Norlin//PM|NOM//flat:name//15 som//HP|-|-|-//nsubj//18 bidragit//VB|SUP|AKT//acl:relcl//12 med//PP//case//21 kompetent//JJ|POS|UTR|SIN|IND|NOM//amod//21 databearbetning//NN|UTR|SIN|IND|NOM//obl//18 och//KN//cc//24 ekonometrisk//JJ|POS|UTR|SIN|IND|NOM//amod//24 analys//NN|UTR|SIN|IND|NOM//conj//21 ,//MID//punct//12 och//KN//cc//27 Dan//PM|NOM//conj//6 Andersson//PM|NOM//flat//27 ,//MID//punct//30 Gunnar//PM|NOM//appos//6 Fors//PM|NOM//flat:name//30 ,//MID//punct//33 Kerstin//PM|NOM//conj//6 Krafft//PM|NOM//flat:name//33 ,//MID//punct//36 Arvid//PM|NOM//conj//6 Wallgren//PM|NOM//flat:name//36 samt//KN//cc//40 mina//PS|UTR/NEU|PLU|DEF//nmod:poss//40 kollegor//NN|UTR|PLU|IND|NOM//conj//6 på//PP//case//42 FIEF//PM|NOM//nmod//40 ,//MID//punct//45 speciellt//AB|POS//advmod//45 Pär//PM|NOM//nmod//48 Hansson//PM|NOM//flat:name//45 ,//MID//punct//45 Sten//PM|NOM//nmod//6 Johansson//PM|NOM//flat:name//48 och//KN//cc//51 Johnny//PM|NOM//conj//48 Zetterberg//PM|NOM//flat:name//51 ,//MID//punct//56 för//PP//case//56 konstruktiv//JJ|POS|UTR|SIN|IND|NOM//amod//56 kritik//NN|UTR|SIN|IND|NOM//conj//48 och//KN//cc//59 värdefulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 synpunkter//NN|UTR|PLU|IND|NOM//conj//56 och//KN//cc//62 för//PP//case//62 tillgång//NN|UTR|SIN|IND|NOM//conj//56 till//PP//case//64 underlagsmaterial//NN|NEU|SIN|IND|NOM//nmod//62 .//MAD//punct//2
Författarens förord;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 utförts//VB|SUP|SFO//ROOT//2 vid//PP//case//4 FIEF//PM|NOM//obl//2 ,//MID//punct//7 Fackföreningsrörelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 Institut//NN|NEU|SIN|IND|NOM//conj//4 för//PP//case//10 Ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//10 Forskning//NN|UTR|SIN|IND|NOM//nmod//7 .//MAD//punct//7
Författarens förord;För//PP//case//14 rapportens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 resultat//NN|NEU|PLU|IND|NOM//obl//24 och//KN//cc//16 slutsatser//NN|UTR|PLU|IND|NOM//conj//14 liksom//PP//case//20 för//PP//case//20 kvarstående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 felaktigheter//NN|UTR|PLU|IND|NOM//conj//14 är//VB|PRS|AKT//cop//24 författaren//NN|UTR|SIN|DEF|NOM//nsubj//24 ensam//JJ|POS|UTR|SIN|IND|NOM//amod//24 ansvarig//JJ|POS|UTR|SIN|IND|NOM//conj//2 .//MAD//punct//2
Författarens förord;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 augusti//NN|UTR|SIN|IND|NOM//obl//0 1999//RG|NOM//nummod//0
Författarens förord;Lars//PM|NOM//ROOT//0 Lundberg//PM|NOM//flat:name//0


1.1 Vad är konkurrenskraft?;Sveriges//PM|GEN//nmod:poss//2 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 konkurrenskraft//NN|UTR|SIN|IND|NOM//nsubj//11 är//VB|PRS|AKT//cop//11 ett//RG|NEU|SIN|IND|NOM//nsubj//11 i//PP//case//8 den//DT|UTR|SIN|DEF//det//8 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 debatten//NN|UTR|SIN|DEF|NOM//nmod//11 flitigt//AB|POS//advmod//10 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 begrepp//NN|NEU|PLU|IND|NOM//ROOT//11 ,//MID//punct//11 där//HA//advmod//16 debattörerna//NN|UTR|PLU|DEF|NOM//nsubj//16 ofta//AB|POS//advmod//16 har//VB|PRS|AKT//acl:relcl//11 bestämda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//18 åsikter//NN|UTR|PLU|IND|NOM//obj//16 om//PP//mark//22 hur//HA//advmod//22 konkurrenskraften//NN|UTR|SIN|DEF|NOM//nsubj:pass//22 utvecklas//VB|PRS|SFO//advcl//16 ,//MID//punct//16 vilka//HP|UTR/NEU|PLU|IND//det//32 orsakerna//NN|UTR|PLU|DEF|NOM//nsubj//32 till//PP//case//27 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//25 är//VB|PRS|AKT//cop//32 och//KN//cc//32 vilken//HD|UTR|SIN|IND//det//32 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//32 politik//NN|UTR|SIN|IND|NOM//nsubj//11 som//HP|-|-|-//nsubj:pass//34 krävs//VB|PRS|SFO//acl:relcl//32 för//PP//mark//37 att//IE//mark//37 förbättra//VB|INF|AKT//advcl//34 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//37 .//MAD//punct//11
1.1 Vad är konkurrenskraft?;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//41 publiceras//VB|PRS|SFO//parataxis//11 fortlöpande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 listor//NN|UTR|PLU|IND|NOM//nsubj:pass//41 där//HA//advmod//47 länders//NN|NEU|PLU|IND|GEN//nmod:poss//46 konkurrenskraft//NN|UTR|SIN|IND|NOM//nsubj:pass//47 rangordnas//VB|PRS|SFO//acl:relcl//43 ,//MID//punct//41 och//KN//cc//54 förändringar//NN|UTR|PLU|IND|NOM//nsubj:pass//54 av//PP//case//53 Sveriges//PM|GEN//nmod:poss//53 position//NN|UTR|SIN|IND|NOM//nmod//50 kommenteras//VB|PRS|SFO//conj//41 i//PP//case//56 dagspressen//NN|UTR|SIN|DEF|NOM//obl//54 .//MAD//punct//41
1.1 Vad är konkurrenskraft?;Man//PN|UTR|SIN|IND|SUB//nsubj//62 skulle//VB|PRT|AKT//aux//62 kanske//AB//advmod//62 därför//AB//advmod//62 vänta//VB|INF|AKT//conj//11 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//62 att//SN//mark//69 begreppet//NN|NEU|SIN|DEF|NOM//nmod//66 konkurrenskraft//NN|UTR|SIN|IND|NOM//nsubj//69 är//VB|PRS|AKT//cop//69 entydigt//AB|POS//advmod//69 definierat//PC|PRF|NEU|SIN|IND|NOM//ccomp//62 ,//MID//punct//75 och//KN//cc//75 att//SN//mark//75 debattörerna//NN|UTR|PLU|DEF|NOM//nsubj//75 är//VB|PRS|AKT//cop//75 överens//PL//conj//62 om//PP//mark//84 vilka//HP|UTR/NEU|PLU|IND//det//78 konkurrenskraftens//NN|UTR|SIN|DEF|GEN//nmod:poss//79 bestämningsfaktorer//NN|UTR|PLU|IND|NOM//nsubj//84 är//VB|PRS|AKT//cop//84 och//KN//cc//84 hur//HA//advmod//84 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//84 verkar//VB|PRS|AKT//advcl//75 .//MAD//punct//62
1.1 Vad är konkurrenskraft?;Vid//PP//case//3 ett//DT|NEU|SIN|IND//det//3 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 betraktande//NN|NEU|SIN|IND|NOM//obl//4 visar//VB|PRS|AKT//ROOT//4 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//4 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//4 dessvärre//AB//xcomp//4 att//SN//mark//12 så//AB//advmod//12 inte//AB//advmod//12 är//VB|PRS|AKT//cop//12 fallet//NN|NEU|SIN|DEF|NOM//ccomp//4 .//MAD//punct//17
1.1 Vad är konkurrenskraft?;Termen//NN|UTR|SIN|DEF|NOM//nmod//16 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//16 konkurrenskraft//NN|UTR|SIN|IND|NOM//nsubj:pass//17 används//VB|PRS|SFO//acl//12 i//PP//case//19 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//17 (//PAD//punct//23 och//KN//cc//23 stundom//AB//advmod//23 motsägande//NN|NEU|SIN|IND|NOM//conj//17 )//PAD//punct//23 betydelser//NN|UTR|PLU|IND|NOM//xcomp//17 ,//MID//punct//25 ofta//AB|POS//advmod//25 utan//PP//mark//33 att//SN//mark//33 någon//DT|UTR|SIN|IND//det//32 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 definition//NN|UTR|SIN|IND|NOM//nsubj:pass//33 ges//VB|PRS|SFO//advcl//17 .//MAD//punct//4
1.1 Vad är konkurrenskraft?;För//PP//mark//37 att//IE//mark//37 belysa//VB|INF|AKT//advcl//40 konkurrenskraftens//NN|UTR|SIN|DEF|GEN//nmod:poss//39 utveckling//NN|UTR|SIN|IND|NOM//obj//37 används//VB|PRS|SFO//parataxis//4 en//DT|UTR|SIN|IND//det//42 rad//NN|UTR|SIN|IND|NOM//nmod//44 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 mått//NN|NEU|PLU|IND|NOM//nsubj:pass//40 som//HP|-|-|-//nsubj//47 ibland//AB//advmod//47 leder//VB|PRS|AKT//acl:relcl//44 till//PP//case//51 diametralt//AB|POS//advmod//50 motsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//51 slutsatser//NN|UTR|PLU|IND|NOM//obl//47 .//MAD//punct//4
1.1 Vad är konkurrenskraft?;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//57 om//PP//case//56 konkurrenskraftens//NN|UTR|SIN|DEF|GEN//nmod:poss//56 bestämningsfaktorer//NN|UTR|PLU|IND|NOM//nmod//53 blir//VB|PRS|AKT//parataxis//4 därmed//AB//advmod//57 också//AB//advmod//57 i//PP//case//62 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 mån//NN|UTR|SIN|IND|NOM//obl//63 oklar//JJ|POS|UTR|SIN|IND|NOM//advcl//57 .//MAD//punct//57
1.1 Vad är konkurrenskraft?;En//DT|UTR|SIN|IND//det//66 källa//NN|UTR|SIN|IND|NOM//appos//57 till//PP//case//68 förvirring//NN|UTR|SIN|IND|NOM//nmod//66 är//VB|PRS|AKT//cop//66 att//SN//mark//73 man//PN|UTR|SIN|IND|SUB//nsubj//73 inte//AB//advmod//73 skiljer//VB|PRS|AKT//acl//66 mellan//PP//case//75 konkurrenskraften//NN|UTR|SIN|DEF|NOM//obl//73 på//PP//case//77 mikro-planet//NN|NEU|SIN|DEF|NOM//nmod//75 ,//MID//punct//73 dvs.//AB|AN//advmod//82 för//PP//case//82 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 företag//NN|NEU|PLU|IND|NOM//obl//73 och//KN//cc//84 branscher//NN|UTR|PLU|IND|NOM//conj//82 ,//MID//punct//66 och//KN//cc//88 på//PP//case//88 makro-planet//NN|NEU|SIN|DEF|NOM//conj//66 ,//MID//punct//92 för//KN//case//92 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//92 näringslivet//NN|NEU|SIN|DEF|NOM//nmod//88 i//PP//case//95 ett//DT|NEU|SIN|IND//det//95 land//NN|NEU|SIN|IND|NOM//nmod//92 ,//MID//punct//66 eller//KN//cc//98 drar//VB|PRS|AKT//conj//57 missvisande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//100 analogier//NN|UTR|PLU|IND|NOM//obj//98 mellan//PP//case//102 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obl//98 .//MAD//punct//4
1.1 Vad är konkurrenskraft?;Man//PN|UTR|SIN|IND|SUB//nsubj//107 måste//VB|PRS|AKT//aux//107 också//AB//advmod//107 göra//VB|INF|AKT//parataxis//4 klart//AB|POS//advmod//107 för//PP//case//110 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//107 vilka//HD|UTR/NEU|PLU|IND//det//112 konkurrensmedel//NN|NEU|PLU|IND|NOM//dislocated//122 –//RG|NOM//punct//114 priser//NN|NEU|PLU|IND|NOM//conj//112 ,//MID//punct//116 produktkvalitet//NN|UTR|SIN|IND|NOM//conj//112 eller//KN//cc//118 annat//PN|NEU|SIN|IND|SUB/OBJ//conj//112 –//RG|NOM//punct//112 som//HP|-|-|-//nsubj//122 är//VB|PRS|AKT//cop//122 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//107 .//MAD//punct//122
1.1 Vad är konkurrenskraft?;14//RG|NOM//nummod//128  //_SP////124 Sveriges//PM|GEN//nmod:poss//128 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//128 konkurrenskraft//NN|UTR|SIN|IND|NOM//appos//122 ://MID//punct//128
1.1 Vad är konkurrenskraft?;en//DT|UTR|SIN|IND//det//131 begreppsdiskussion//NN|UTR|SIN|IND|NOM//nmod//132 Bilaga//NN|UTR|SIN|IND|NOM//appos//128 5//RG|NOM//nummod//132 till//PP//case//135 LU//PM|NOM//nmod//128 99//RG|NOM//nummod//135
1.1 Vad är konkurrenskraft?;Inledningsvis//AB//advmod//5 kommer//VB|PRS|AKT//aux//5 vi//PN|UTR|PLU|DEF|SUB//nsubj//5 därför//AB//advmod//5 att//IE//mark//5 diskutera//VB|INF|AKT//ROOT//5 vad//HP|NEU|SIN|IND//obj//9 man//PN|UTR|SIN|IND|SUB//nsubj//9 kan//VB|PRS|AKT//aux//9 mena//VB|INF|AKT//ccomp//5 med//PP//case//13 begreppet//NN|NEU|SIN|DEF|NOM//nmod//13 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//13 konkurrenskraft//NN|UTR|SIN|IND|NOM//obl//9 .//MAD//punct//5
1.1 Vad är konkurrenskraft?;Men//KN//cc//18 innan//SN//mark//18 man//PN|UTR|SIN|IND|SUB//nsubj//18 ger//VB|PRS|AKT//advcl//30 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//18 in//PL//compound:prt//18 på//PP//mark//23 att//IE//mark//23 jämföra//VB|INF|AKT//advcl//18 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 mått//NN|NEU|PLU|IND|NOM//obj//23 borde//VB|PRT|AKT//aux//30 man//PN|UTR|SIN|IND|SUB//nsubj//30 kanske//AB//advmod//30 först//AB//advmod//30 ställa//VB|INF|AKT//parataxis//5 den//DT|UTR|SIN|DEF//det//33 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 frågan//NN|UTR|SIN|DEF|NOM//obj//30 varför//HA//advmod//39  //_SP////34 Sveriges//PM|GEN//nmod:poss//37 konkurrenskraft//NN|UTR|SIN|IND|NOM//nsubj//39 är//VB|PRS|AKT//cop//39 viktig//JJ|POS|UTR|SIN|IND|NOM//advcl//30 .//MAD//punct//39
1.1 Vad är konkurrenskraft?;I//PP//case//44 den//DT|UTR|SIN|DEF//det//44 populära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 debatten//NN|UTR|SIN|DEF|NOM//obl//45 förefaller//VB|PRS|AKT//conj//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//45 som//KN//mark//51 om//SN//fixed//47 svaret//NN|NEU|SIN|DEF|NOM//nsubj//51 är//VB|PRS|AKT//cop//51 självklart//JJ|POS|NEU|SIN|IND|NOM//advcl//45 ://MID//punct//45
1.1 Vad är konkurrenskraft?;(//PAD//punct//54 stark//JJ|POS|UTR|SIN|IND|NOM//amod//58 och//KN//cc//56 förstärkt//PC|PRF|UTR|SIN|IND|NOM//conj//54 )//PAD//punct//54 konkurrenskraft//NN|UTR|SIN|IND|NOM//parataxis//45 är//VB|PRS|AKT//cop//61 en//DT|UTR|SIN|IND//det//61 förutsättning//NN|UTR|SIN|IND|NOM//conj//5 för//PP//advmod//61 (//PAD//punct//64 stor//JJ|POS|UTR|SIN|IND|NOM//appos//61 och//KN//cc//66 växande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//64 )//PAD//punct//68 export//NN|UTR|SIN|IND|NOM//conj//64 .//MAD//punct//61
1.1 Vad är konkurrenskraft?;"Exporttillväxten//NN|NEU|PLU|DEF|NOM//nsubj//75 i//PP//case//73 sin//PS|UTR|SIN|DEF//nmod:poss//73 tur//NN|UTR|SIN|IND|NOM//nmod//70 ""//PAD//punct//70 skapar//VB|PRS|AKT//parataxis//5 jobb//NN|NEU|PLU|IND|NOM//obj//75 ""//PAD//punct//75 ,//MID//punct//75 dvs.//AB|AN//advmod//80 medför//VB|PRS|AKT//parataxis//75 tillväxt//NN|UTR|SIN|IND|NOM//obj//80 av//PP//case//83 produktion//NN|UTR|SIN|IND|NOM//nmod//81 och//KN//cc//85 sysselsättning//NN|UTR|SIN|IND|NOM//conj//83 .//MAD//punct//75"
1.1 Vad är konkurrenskraft?;Resonemanget//NN|NEU|SIN|DEF|NOM//nsubj//1 förutsätter//VB|PRS|AKT//ROOT//1 att//SN//mark//6 produktion//NN|UTR|SIN|IND|NOM//nsubj:pass//6 och//KN//cc//5 sysselsättning//NN|UTR|SIN|IND|NOM//conj//3 bestäms//VB|PRS|SFO//ccomp//1 av//PP//case//8 efterfrågan//NN|UTR|SIN|DEF|NOM//obl:agent//6 på//PP//case//11 landets//NN|NEU|SIN|DEF|GEN//nmod:poss//11 produkter//NN|UTR|PLU|IND|NOM//nmod//8 .//MAD//punct//1
