Kommunala samverkansformer m.m. i Danmark och i Norge –;Vilhelm//PM|NOM//ROOT//0 Persson//PM|NOM//flat:name//0
Kommunala samverkansformer m.m. i Danmark och i Norge – Del 1;Först//AB//advmod//7 beskrivs//VB|PRS|SFO//parataxis//1 rättsläget//NN|NEU|SIN|DEF|NOM//nsubj:pass//7 i//PP//case//10 Danmark//PM|NOM//obl//7 ,//MID//punct//13 därefter//AB//advmod//13 redovisas//VB|PRS|SFO//conj//7 rättsläget//NN|NEU|SIN|DEF|NOM//nsubj:pass//13 i//PP//case//16 Norge//PM|NOM//nmod//14 .//MAD//punct//1

DANMARK;I//PP//case//1 Danmark//PM|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 en//DT|UTR|SIN|IND//det//4 lokal//JJ|POS|UTR|SIN|IND|NOM//nsubj//2 och//KN//cc//9 en//DT|UTR|SIN|IND//det//9 regional//JJ|POS|UTR|SIN|IND|NOM//amod//9 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//9 förvaltningsnivå//NN|UTR|SIN|IND|NOM//conj//4 .//MAD//punct//2
DANMARK;På//PP//case//13 lokal//JJ|POS|UTR|SIN|IND|NOM//amod//13 nivå//NN|UTR|SIN|IND|NOM//obl//16 är//VB|PRS|AKT//cop//16 Danmark//PM|NOM//nsubj//16 indelat//PC|PRF|NEU|SIN|IND|NOM//parataxis//2 i//PP//case//19 273//RG|NOM//nummod//19 kommuner//NN|UTR|PLU|IND|NOM//obl//16 .//MID//punct//2
DANMARK;Det//DT|NEU|SIN|DEF//det//23 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 invånarantalet//NN|NEU|SIN|DEF|NOM//nsubj//26 är//VB|PRS|AKT//cop//26 ca//AB|AN//advmod//26 19.000//RG|NOM//parataxis//2 ,//MID//punct//2 men//KN//cc//31 variationerna//NN|UTR|PLU|DEF|NOM//nsubj//31 är//VB|PRS|AKT//cop//31 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//2 .//MAD//punct//31
DANMARK;På//PP//case//35 regional//JJ|POS|UTR|SIN|IND|NOM//amod//35 nivå//NN|UTR|SIN|IND|NOM//obl//38 är//VB|PRS|AKT//cop//38 Danmark//PM|NOM//nsubj//38 indelat//PC|PRF|NEU|SIN|IND|NOM//advcl//31 i//PP//case//41 14//RG|NOM//nummod//41 amter//NN|UTR|PLU|IND|NOM//obl//38 ,//MID//punct//41 även//AB//advmod//44 kallade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//45 amtskommuner//NN|UTR|PLU|IND|NOM//appos//41 .//MID//punct//2
DANMARK;Dessutom//AB//advmod//48 fungerar//VB|PRS|AKT//parataxis//2 Köpenhamns//PM|GEN//nmod:poss//52 och//KN//cc//51 Frederiksbergs//PM|GEN//conj//49 kommuner//NN|UTR|PLU|IND|NOM//nsubj//48 både//KN//cc//55 som//KN//case//55 primärkommuner//NN|UTR|PLU|IND|NOM//conj//52 och//KN//cc//58 som//KN//mark//58 amtskommuner//NN|UTR|PLU|IND|NOM//conj//55 .//MID//punct//52
DANMARK;"Även//AB//advmod//62 amtskommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//62 storlek//NN|UTR|SIN|IND|NOM//nsubj//63 varierar//VB|PRS|AKT//conj//48 ;//MID//punct//63"
DANMARK;i//PP//case//66 genomsnitt//NN|NEU|SIN|IND|NOM//obl//48 har//VB|PRS|AKT//nsubj//2 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//67 för//PP//advmod//73 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//fixed//69 ca//AB|AN//advmod//72 325.000//RG|NOM//nummod//73 invånare//NN|UTR|PLU|IND|NOM//obl//67 .//MAD//punct//2
DANMARK;Såväl//KN//cc//78 de//DT|UTR/NEU|PLU|DEF//det//78 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 kommunerna//NN|UTR|PLU|DEF|NOM//appos//2 som//HA//mark//81 amtskommunerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//81 styrs//VB|PRS|SFO//acl:relcl//78 av//PP//case//84 folkvalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//84 församlingar//NN|UTR|PLU|IND|NOM//obl:agent//81 som//HP|-|-|-//nsubj:pass//86 utses//VB|PRS|SFO//acl:relcl//84 genom//PP//case//89 direkta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//89 val//NN|NEU|PLU|IND|NOM//obl//86 .//MAD//punct//2
DANMARK;För//PP//case//1 tydlighetens//NN|UTR|SIN|DEF|GEN//obl//3 skulle//VB|PRT|AKT//aux//3 kommer//VB|PRS|AKT//ROOT//3 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//3 på//PP//case//7 lokal//JJ|POS|UTR|SIN|IND|NOM//amod//7 nivå//NN|UTR|SIN|IND|NOM//nmod//4 nedan//AB//advmod//3 att//IE//mark//10 benämnas//VB|INF|SFO//advcl//3 primärkommuner//NN|UTR|PLU|IND|NOM//obj//10 .//MAD//punct//3
DANMARK;Med//PP//case//15 termen//NN|UTR|SIN|DEF|NOM//nmod//15 kommuner//NN|UTR|PLU|IND|NOM//obl//16 avses//VB|PRS|SFO//parataxis//3 nedan//AB//advmod//16 både//KN//cc//19 primärkommuner//NN|UTR|PLU|IND|NOM//obl//16 och//KN//cc//21 amtskommuner//NN|UTR|PLU|IND|NOM//conj//19 .//MAD//punct//16

2. Grundläggande rättsliga principer som gäller för kommunal verksamhet i Danmark;Inom//PP//case//3 den//DT|UTR|SIN|DEF//det//3 danska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 kommunalrätten//NN|UTR|SIN|DEF|NOM//obl//4 råder//VB|PRS|AKT//ROOT//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 brist//NN|UTR|SIN|IND|NOM//nsubj//4 på//PP//case//10 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 publicerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 regler//NN|UTR|PLU|IND|NOM//nmod//6 .//MAD//punct//4
2. Grundläggande rättsliga principer som gäller för kommunal verksamhet i Danmark;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//13 medför//VB|PRS|AKT//parataxis//4 att//SN//mark//23 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 förvaltningsrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 principer//NN|UTR|PLU|IND|NOM//nsubj//23 och//KN//cc//20 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 rättsprinciper//NN|UTR|PLU|IND|NOM//conj//17 är//VB|PRS|AKT//cop//23 särskilt//AB//advmod//23 betydelsefulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//13 inom//PP//case//26 detta//DT|NEU|SIN|DEF//det//26 rättsområde//NN|NEU|SIN|IND|NOM//obl//23 .//MAD//punct//13
2. Grundläggande rättsliga principer som gäller för kommunal verksamhet i Danmark;Liksom//PP//mark//7 övrig//JJ|POS|UTR|SIN|IND|NOM//amod//3 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//3 förvaltning//NN|UTR|SIN|IND|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 även//AB//advmod//7 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//7 förvaltning//NN|UTR|SIN|IND|NOM//obl//8 underkastad//PC|PRF|UTR|SIN|IND|NOM//ROOT//8 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 förvaltningsrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 principer//NN|UTR|PLU|IND|NOM//obj//8 .//MAD//punct//8
2. Grundläggande rättsliga principer som gäller för kommunal verksamhet i Danmark;Sålunda//AB//advmod//16 är//VB|PRS|AKT//cop//16 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//16 bundna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//8 av//PP//case//20 till//PP//advmod//20 exempel//NN|NEU|SIN|IND|NOM//fixed//18 legalitetsprincipen//NN|UTR|SIN|DEF|NOM//obl//16 .//MID//punct//16
2. Grundläggande rättsliga principer som gäller för kommunal verksamhet i Danmark;Denna//DT|UTR|SIN|DEF//det//23 princip//NN|UTR|SIN|IND|NOM//nsubj//24 innebär//VB|PRS|AKT//conj//8 dels//KN//advmod//24 att//SN//mark//29 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//29 måste//VB|PRS|AKT//aux//29 respektera//VB|INF|AKT//ccomp//24 författningshierarkin//NN|NEU|SIN|IND|NOM//obj//29 –//PAD//punct//29 dvs.//AB|AN//advmod//35 att//SN//mark//35 lagar//NN|UTR|PLU|IND|NOM//nsubj//35 gäller//VB|PRS|AKT//advcl//29 före//PP//case//40 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//40 och//KN//cc//39 förvaltningsmyndigheters//NN|UTR|PLU|IND|GEN//conj//37 normgivning//NN|UTR|SIN|IND|NOM//obl//35 –//RG|NOM//punct//46 dels//KN//advmod//46 att//SN//mark//46 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//46 måste//VB|PRS|AKT//aux//46 ha//VB|INF|AKT//advcl//35 lagstöd//NN|NEU|SIN|IND|NOM//obj//46 för//PP//case//50 de//DT|UTR/NEU|PLU|DEF//det//50 beslut//NN|NEU|PLU|IND|NOM//obl//46 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//52 fattar//VB|PRS|AKT//acl:relcl//50 .//MID//punct//46
2. Grundläggande rättsliga principer som gäller för kommunal verksamhet i Danmark;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 förvaltningsrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 principer//NN|UTR|PLU|IND|NOM//nsubj//58 syftar//VB|PRS|AKT//parataxis//46 till//PP//mark//65 att//SN//mark//65 endast//AB//advmod//63 sakliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 skäl//NN|NEU|PLU|IND|NOM//nsubj:pass//65 skall//VB|PRS|AKT//aux//65 läggs//VB|INF|SFO//advcl//58 till//PP//case//69 grund//NN|UTR|SIN|IND|NOM//fixed//66 för//PP//fixed//66 förvaltningsbeslut//NN|NEU|PLU|IND|NOM//obl//65 .//MAD//punct//24
2. Grundläggande rättsliga principer som gäller för kommunal verksamhet i Danmark;En//DT|UTR|SIN|IND//det//73 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//73 princip//NN|UTR|SIN|IND|NOM//nsubj//75 är//VB|PRS|AKT//cop//75 specialitetsprincipen//NN|UTR|SIN|DEF|NOM//parataxis//24 ,//MID//punct//75 som//HP|-|-|-//nsubj//78 medför//VB|PRS|AKT//acl:relcl//75 att//SN//mark//84 den//DT|UTR|SIN|DEF//det//82 beslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//82 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//84 skall//VB|PRS|AKT//aux//84 inrikta//VB|INF|AKT//ccomp//78 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//84 på//PP//case//88 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//88 ändamål//NN|NEU|SIN|IND|NOM//obl//84 och//KN//cc//93 i//PP//case//91 princip//NN|UTR|SIN|IND|NOM//obl//93 inte//AB//advmod//93 tillvarata//VB|INF|AKT//conj//84 hänsyn//NN|UTR|SIN|IND|NOM//obj//93 som//HP|-|-|-//obj//97 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//97 ankommer//VB|PRS|AKT//acl:relcl//94 på//PP//case//100 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//100 myndigheter//NN|UTR|PLU|IND|NOM//obl//97 att//IE//mark//102 tillvarata//VB|INF|AKT//acl//100 .//MAD//punct//24
2. Grundläggande rättsliga principer som gäller för kommunal verksamhet i Danmark;Vidare//AB|KOM//punct//8 innebär//VB|PRS|AKT//conj//8 likhetsprincipen//NN|UTR|SIN|DEF|NOM//obj//105 att//SN//mark//112 väsentligen//AB//advmod//112 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 situationer//NN|UTR|PLU|IND|NOM//nsubj:pass//112 skall//VB|PRS|AKT//aux//112 behandlas//VB|INF|SFO//advcl//105 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//112 från//PP//case//116 rättslig//JJ|POS|UTR|SIN|IND|NOM//amod//116 synpunkt//NN|UTR|SIN|IND|NOM//obl//112 .//MAD//punct//8
2. Grundläggande rättsliga principer som gäller för kommunal verksamhet i Danmark;Danska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//119 förvaltningsrätt//NN|UTR|SIN|IND|NOM//nsubj//120 ger//VB|PRS|AKT//parataxis//8 dessutom//AB//advmod//120 i//PP//case//124 viss//JJ|POS|UTR|SIN|IND|NOM//amod//124 mån//NN|UTR|SIN|IND|NOM//obl//120 riktlinjer//NN|UTR|PLU|IND|NOM//obj//120 för//PP//case//128 hur//HA//advmod//128 myndigheter//NN|UTR|PLU|IND|NOM//obl//120 skall//VB|PRS|AKT//aux//130 förfara//VB|INF|AKT//conj//8 om//SN//mark//133 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//133 krävs//VB|PRS|SFO//advcl//8 avvägningar//NN|UTR|PLU|IND|NOM//nsubj:pass//133 mellan//PP//case//137 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//137 skäl//NN|NEU|PLU|IND|NOM//nmod//134 eller//KN//cc//139 intressen//NN|NEU|PLU|IND|NOM//conj//137 som//HP|-|-|-//nsubj//144 i//PP//case//142 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//144 är//VB|PRS|AKT//cop//144 sakliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//139 .//MAD//punct//8
2. Grundläggande rättsliga principer som gäller för kommunal verksamhet i Danmark;En//DT|UTR|SIN|IND//det//149 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//148 förvaltningsrättslig//JJ|POS|UTR|SIN|IND|NOM//amod//149 princip//NN|UTR|SIN|IND|NOM//nsubj//151 är//VB|PRS|AKT//cop//151 proportionalitetsprincipen//NN|UTR|SIN|DEF|NOM//parataxis//8 ,//MID//punct//154 som//HP|-|-|-//nsubj//154 innebär//VB|PRS|AKT//acl:relcl//151 att//SN//mark//160 om//SN//mark//160 en//DT|UTR|SIN|IND//det//158 myndighet//NN|UTR|SIN|IND|NOM//nsubj//160 kan//VB|PRS|AKT//aux//160 välja//VB|INF|AKT//ccomp//154 mellan//PP//case//163 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//163 åtgärder//NN|UTR|PLU|IND|NOM//obl//160 för//PP//mark//166 att//IE//mark//166 uppnå//VB|INF|AKT//advcl//160 önskat//PC|PRF|NEU|SIN|IND|NOM//amod//168 syfte//NN|NEU|SIN|IND|NOM//obj//166 ,//MID//punct//172 skall//VB|PRS|AKT//aux//172 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//172 välja//VB|INF|AKT//conj//8 det//DT|NEU|SIN|DEF//obj//172 minst//AB|SUV//advmod//175 ingripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//172 .//MAD//punct//8
2. Grundläggande rättsliga principer som gäller för kommunal verksamhet i Danmark;Förutom//PP//case//3 ovannämnda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 principer//NN|UTR|PLU|IND|NOM//obl//5 ,//MID//punct//5 finns//VB|PRS|SFO//ROOT//5 rättsprinciper//NN|UTR|PLU|IND|NOM//nsubj//5 som//HP|-|-|-//nsubj//8 bestämmer//VB|PRS|AKT//acl:relcl//6 de//DT|UTR/NEU|PLU|DEF//det//11 sakliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 gränserna//NN|UTR|PLU|DEF|NOM//obj//8 för//PP//case//15 den//DT|UTR|SIN|DEF//det//15 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//15 kompetensen//NN|UTR|SIN|DEF|NOM//obl//8 .//MAD//punct//5
2. Grundläggande rättsliga principer som gäller för kommunal verksamhet i Danmark;Dessa//DT|UTR/NEU|PLU|DEF//det//18 principer//NN|UTR|PLU|IND|NOM//nsubj:pass//19 behandlas//VB|PRS|SFO//parataxis//5 i//PP//case//22 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 avsnitt//NN|NEU|SIN|IND|NOM//obl//19 .//MAD//punct//5

3. Uppgifter/sakfrågor som ligger på kommunala enheter i Danmark – den kommunala kompetensen i Danmark;De//DT|UTR/NEU|PLU|DEF//det//2 danska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//3 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//4 har//VB|PRS|AKT//ROOT//4 i//PP//advmod//7 huvudsak//NN|UTR|SIN|IND|NOM//fixed//5 karaktär//NN|UTR|SIN|IND|NOM//obj//4 av//PP//case//9 bidragsverksamhet//NN|UTR|SIN|IND|NOM//nmod//7 eller//KN//cc//12 annan//JJ|POS|UTR|SIN|IND|NOM//amod//12 serviceverksamhet//NN|UTR|SIN|IND|NOM//conj//9 .//MAD//punct//4
3. Uppgifter/sakfrågor som ligger på kommunala enheter i Danmark – den kommunala kompetensen i Danmark;I//PP//case//15 Danmark//PM|NOM//obl//16 inrättades//VB|PRT|SFO//conj//4 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//16 ursprungligen//AB//advmod//16 genom//PP//case//20 lagar//NN|UTR|PLU|IND|NOM//obl//16 som//HP|-|-|-//nsubj//23 samtidigt//AB//advmod//23 angav//VB|PRT|AKT//acl:relcl//20 vilka//HD|UTR/NEU|PLU|IND//det//25 uppgifter//NN|UTR|PLU|IND|NOM//obj//28 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//28 skulle//VB|PRT|AKT//aux//28 utföra//VB|INF|AKT//ccomp//23 .//MAD//punct//4
3. Uppgifter/sakfrågor som ligger på kommunala enheter i Danmark – den kommunala kompetensen i Danmark;Kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//33 har//VB|PRS|AKT//aux//33 sedermera//AB//advmod//33 spelat//VB|SUP|AKT//parataxis//4 en//DT|UTR|SIN|IND//det//35 nyckelroll//NN|UTR|SIN|IND|NOM//obj//33 för//PP//case//39 det//DT|NEU|SIN|DEF//det//39 praktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 genomförandet//NN|NEU|SIN|DEF|NOM//nmod//35 av//PP//case//42 de//DT|UTR/NEU|PLU|DEF//det//42 lagar//NN|UTR|PLU|IND|NOM//nmod//39 som//HP|-|-|-//nsubj//44 reglerar//VB|PRS|AKT//acl:relcl//42 välfärdssamhället//NN|NEU|SIN|DEF|NOM//obj//44 .//MAD//punct//4
3. Uppgifter/sakfrågor som ligger på kommunala enheter i Danmark – den kommunala kompetensen i Danmark;Fortfarande//AB//advmod//51 är//VB|PRS|AKT//cop//51 den//DT|UTR|SIN|DEF//det//51 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//51 delen//NN|UTR|SIN|DEF|NOM//nsubj:pass//56 av//PP//case//55 de//DT|UTR/NEU|PLU|DEF//det//55 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 uppgifterna//NN|UTR|PLU|DEF|NOM//nmod//51 reglerad//PC|PRF|UTR|SIN|IND|NOM//advcl//4 av//PP//case//58 lagar//NN|UTR|PLU|IND|NOM//obl:agent//56 .//MAD//punct//4
