Sammanfattning av referensalternativen för BPA i termopapper och livsmedelsförpackningar;Redogörelsen//NN|UTR|SIN|DEF|NOM//nsubj//2 ovan//AB//advmod//2 beskriver//VB|PRS|AKT//ROOT//2 vår//PS|UTR|SIN|DEF//nmod:poss//4 bedömning//NN|UTR|SIN|IND|NOM//obj//2 av//PP//mark//11 hur//HA//advmod//11 förekomsten//NN|UTR|SIN|DEF|NOM//nsubj:pass//11 av//PP//case//9 BPA//PM|NOM//nmod//7 kan//VB|PRS|AKT//aux//11 förväntas//VB|INF|SFO//acl//4 minska//VB|INF|AKT//xcomp//11 i//PP//case//14 framtiden//NN|UTR|SIN|DEF|NOM//obl//12 .//MAD//punct//2
År;Den//DT|UTR|SIN|DEF//det//2 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 exponeringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//6 referensåret//NN|NEU|SIN|DEF|NOM//nsubj:pass//6 2015//RG|NOM//nummod//3 har//VB|PRS|AKT//aux//6 räknats//VB|SUP|SFO//ROOT//6 om//PL//compound:prt//6 till//PP//case//10 ett//DT|NEU|SIN|IND//det//10 indextal//NN|NEU|SIN|IND|NOM//obl//6 för//PP//mark//13 att//IE//mark//13 åskådliggöra//VB|INF|AKT//advcl//6 förändringen//NN|UTR|SIN|DEF|NOM//obj//13 över//PP//case//16 tid//NN|UTR|SIN|IND|NOM//obl//13 och//KN//cc//18 fördelningen//NN|UTR|SIN|DEF|NOM//conj//16 mellan//PP//case//21 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 källor//NN|UTR|PLU|IND|NOM//nmod//18 för//PP//case//23 exponering//NN|UTR|SIN|IND|NOM//nmod//18 .//MAD//punct//6
År;Den//DT|UTR|SIN|DEF//det//26 exponering//NN|UTR|SIN|IND|NOM//nsubj:pass//32 som//HP|-|-|-//nsubj:pass//28 beskrivs//VB|PRS|SFO//acl:relcl//26 i//PP//case//30 figuren//NN|UTR|SIN|DEF|NOM//obl//28 ovan//AB//advmod//28 baseras//VB|PRS|SFO//parataxis//6 på//PP//case//34 Efsas//PM|NOM//obl//32 (//PAD//punct//34 2014//RG|NOM//appos//34 )//PAD//punct//34 beräknade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//39 exponering//NN|UTR|SIN|IND|NOM//obl//32 för//PP//case//41 kvinnor//NN|UTR|PLU|IND|NOM//nmod//39 i//PP//case//43 åldern//NN|UTR|SIN|DEF|NOM//nmod//44 18–45//RG|NOM//nummod//45 år//NN|NEU|PLU|IND|NOM//nmod//39 (//PAD//punct//45 som//HP|-|-|-//nsubj//54 enligt//PP//case//49 problembeskrivningen//NN|UTR|SIN|DEF|NOM//obl//54 är//VB|PRS|AKT//cop//54 en//DT|UTR|SIN|IND//det//54 särskilt//AB//advmod//53 utpekad//PC|PRF|UTR|SIN|IND|NOM//amod//54 grupp//NN|UTR|SIN|IND|NOM//appos//45 )//PAD//punct//45 .//MAD//punct//6
År;För//PP//case//59 denna//DT|UTR|SIN|DEF//det//59 grupp//NN|UTR|SIN|IND|NOM//obl//62 av//PP//case//61 befolkningen//NN|UTR|SIN|DEF|NOM//nmod//59 står//VB|PRS|AKT//conj//6 exponeringen//NN|UTR|SIN|DEF|NOM//nsubj//62 från//PP//case//65 livsmedel//NN|NEU|SIN|IND|NOM//nmod//63 för//PP//case//68 64//RG|NOM//nummod//68 procent//NN|UTR|PLU|IND|NOM//nmod//65 i//PP//case//70 medeltal//NN|NEU|SIN|IND|NOM//obl//62 ,//MID//punct//62 varav//HA//parataxis//62 livsmedelsförpackningar//NN|UTR|PLU|IND|NOM//nsubj:pass//76 av//PP//case//75 metall//NN|UTR|SIN|IND|NOM//nmod//73 antas//VB|PRS|SFO//acl:relcl//72 stå//VB|INF|AKT//xcomp//76 för//PP//case//80 75//RG|NOM//nummod//80 procent//NN|UTR|PLU|IND|NOM//obl//77 .//MAD//punct//62
År;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//83 innebär//VB|PRS|AKT//parataxis//62 att//SN//mark//95 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//86 hälften//NN|UTR|SIN|DEF|NOM//nsubj:pass//95 av//PP//case//90 den//DT|UTR|SIN|DEF//det//90 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//90 exponeringen//NN|UTR|SIN|DEF|NOM//nmod//86 för//PP//case//92 BPA//PM|NOM//nmod//90 år//NN|NEU|SIN|IND|NOM//nmod//94 2015//RG|NOM//nmod//90 antas//VB|PRS|SFO//ccomp//83 komma//VB|INF|AKT//xcomp//95 från//PP//case//98 livsmedelsförpackningar//NN|UTR|PLU|IND|NOM//obl//96 av//PP//case//100 metall//NN|UTR|SIN|IND|NOM//nmod//98 .//MAD//punct//83
År;Närmare//AB|KOM//advmod//103 16//RG|NOM//nummod//104 procent//NN|UTR|PLU|IND|NOM//nsubj:pass//112 av//PP//case//108 den//DT|UTR|SIN|DEF//det//108 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//108 exponeringen//NN|UTR|SIN|DEF|NOM//nmod//104 i//PP//case//110 referensåret//NN|NEU|SIN|DEF|NOM//nmod//108 2015//RG|NOM//nummod//110 bedöms//VB|PRS|SFO//advcl//83 komma//VB|INF|AKT//xcomp//112 från//PP//case//115 livsmedel//NN|NEU|SIN|IND|NOM//obl//113 där//HA//advmod//122 man//PN|UTR|SIN|IND|SUB//nsubj//122 ännu//AB//advmod//122 inte//AB//advmod//122 har//VB|PRS|AKT//aux//122 kunnat//VB|SUP|AKT//aux//122 identifiera//VB|INF|AKT//acl:relcl//115 orsaken//NN|UTR|SIN|DEF|NOM//obj//122 till//PP//case//125 förekomst//NN|UTR|SIN|IND|NOM//nmod//123 av//PP//case//127 BPA//PM|NOM//nmod//125 ,//MID//punct//131 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//131 vill//VB|PRS|AKT//aux//131 säga//VB|INF|AKT//advcl//143 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//133 källor//NN|UTR|PLU|IND|NOM//obj//131 till//PP//case//135 BPA//PM|NOM//nmod//133 i//PP//case//137 livsmedel//NN|NEU|SIN|IND|NOM//nmod//135 än//KN//mark//139 metallförpackningar//NN|UTR|PLU|IND|NOM//xcomp//131 .//MAD//punct//131
År;I//PP//case//142 referensalternativet//NN|NEU|SIN|DEF|NOM//obl//143 antas//VB|PRS|SFO//xcomp//112 denna//DT|UTR|SIN|DEF//det//145 källa//NN|UTR|SIN|IND|NOM//nsubj:pass//143 till//PP//case//147 exponering//NN|UTR|SIN|IND|NOM//nmod//145 förbli//VB|INF|AKT//xcomp//143 oförändrad//JJ|POS|UTR|SIN|IND|NOM//xcomp//148 eftersom//SN//mark//155 konkreta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//152 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//155 knappast//AB|SUV//advmod//155 kan//VB|PRS|AKT//aux//155 göras//VB|INF|SFO//advcl//148 utan//PP//mark//160 att//SN//mark//160 man//PN|UTR|SIN|IND|SUB//nsubj//160 har//VB|PRS|AKT//aux//160 identifierat//VB|SUP|AKT//advcl//155 källan//NN|UTR|SIN|DEF|NOM//obj//160 till//PP//case//163 problemet//NN|NEU|SIN|DEF|NOM//obl//160 .//MAD//punct//83
År;Övrig//JJ|POS|UTR|SIN|IND|NOM//amod//166 exponering//NN|UTR|SIN|IND|NOM//nsubj:pass//170 i//PP//case//168 referensåret//NN|NEU|SIN|DEF|NOM//nmod//166 2015//RG|NOM//nummod//168 antas//VB|PRS|SFO//advcl//83 komma//VB|INF|AKT//xcomp//170 från//PP//case//173 termopapper//NN|NEU|PLU|IND|NOM//obl//171 .//MAD//punct//6
År;I//PP//case//1 referensalternativet//NN|NEU|SIN|DEF|NOM//obl//2 minskar//VB|PRS|AKT//ROOT//2 exponeringen//NN|UTR|SIN|DEF|NOM//nsubj//2 för//PP//case//5 BPA//PM|NOM//nmod//3 mellan//PP//case//7 2015–2017//NN|UTR|PLU|IND|NOM//obl//2 till//PP//case//12 följd//NN|UTR|SIN|IND|NOM//fixed//8 av//PP//fixed//8 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 åtgärder//NN|UTR|PLU|IND|NOM//obl//2 hos//PP//case//14 aktörer//NN|UTR|PLU|IND|NOM//nmod//12 i//PP//case//16 livsmedelskedjan//NN|UTR|SIN|DEF|NOM//nmod//14 och//KN//cc//19 minskningen//NN|UTR|SIN|DEF|NOM//nsubj//19 fortsätter//VB|PRS|AKT//conj//2 fram//AB//compound:prt//19 till//PP//case//22 2020//RG|NOM//obl//19 .//MAD//punct//2
År;Minskningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//25 antas//VB|PRS|SFO//parataxis//2 vara//VB|INF|AKT//cop//27 störst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//xcomp//25 hos//PP//case//32 de//DT|UTR/NEU|PLU|DEF//det//32 tre//RG|NOM//nummod//32 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 dagligvarukedjorna//NN|UTR|PLU|DEF|NOM//obl//27 .//MAD//punct//25
År;I//PP//case//35 referensalternativet//NN|NEU|SIN|DEF|NOM//obl//36 T1//NN|AN//obl:agent//25 kvarstår//VB|PRS|AKT//xcomp//25 exponeringen//NN|UTR|SIN|DEF|NOM//nsubj//37 från//PP//case//40 termopapper//NN|NEU|PLU|IND|NOM//nmod//38 år//NN|NEU|SIN|IND|NOM//nmod//42 2020//RG|NOM//obl//37 på//PP//case//45 samma//DT|UTR/NEU|SIN/PLU|IND//det//45 nivå//NN|UTR|SIN|IND|NOM//obl//37 som//KN//mark//48 föregående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 åren//NN|NEU|PLU|DEF|NOM//nmod//45 .//MAD//punct//25
År;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 är//VB|PRS|AKT//cop//52 baserat//PC|PRF|NEU|SIN|IND|NOM//parataxis//25 på//PP//case//55 detta//DT|NEU|SIN|DEF//det//55 referensalternativ//NN|NEU|SIN|IND|NOM//obl//52 som//HP|-|-|-//obj//58 vi//PN|UTR|PLU|DEF|SUB//nsubj//58 diskuterar//VB|PRS|AKT//acl:relcl//55 åtgärdsalternativ//NN|NEU|SIN|IND|NOM//xcomp//58 i//PP//case//61 konsekvensutredningen//NN|UTR|SIN|DEF|NOM//obl//58 .//MAD//punct//52
År;Totalt//AB|POS//advmod//64 sett//PC|PRF|NEU|SIN|IND|NOM//advcl//69 kan//VB|PRS|AKT//aux//69 den//DT|UTR|SIN|DEF//det//68 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//68 förändringen//NN|UTR|SIN|DEF|NOM//nsubj//69 ske//VB|INF|AKT//parataxis//52 i//PP//case//71 exponeringen//NN|UTR|SIN|DEF|NOM//obl//69 från//PP//case//73 termopapper//NN|NEU|PLU|IND|NOM//nmod//71 om//PP//case//75 referensalternativet//NN|NEU|SIN|DEF|NOM//nmod//73 T0//NN|AN//conj//52 förverkligas//VB|INF|SFO//xcomp//76 (//PAD//punct//52 detta//DT|NEU|SIN|DEF//det//80 scenario//NN|NEU|SIN|IND|NOM//nsubj//81 syns//VB|PRS|SFO//parataxis//52 inte//AB//advmod//81 i//PP//case//84 figuren//NN|UTR|SIN|DEF|NOM//obl//81 )//PAD//punct//81 då//HA//mark//92 en//DT|UTR|SIN|IND//det//89 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//89 begränsning//NN|UTR|SIN|IND|NOM//nsubj//92 enligt//PP//case//91 Reach//PM|NOM//nmod//89 börjar//VB|PRS|AKT//advcl//81 gälla//VB|INF|AKT//xcomp//92 i//PP//case//95 EU//PM|NOM//obl//93 och//KN//cc//97 exponeringen//NN|UTR|SIN|DEF|NOM//conj//95 från//PP//case//99 termopapper//NN|NEU|PLU|IND|NOM//nmod//97 antas//VB|PRS|SFO//conj//52 upphöra//VB|INF|AKT//xcomp//100 .//MAD//punct//25

10.3.2 Åtgärd T1: Ge underlag till EU-kommissionen för begränsning enligt artikel 68.2 i Reach;Denna//DT|UTR|SIN|DEF//det//1 åtgärd//NN|UTR|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 endast//AB//advmod//4 aktuell//JJ|POS|UTR|SIN|IND|NOM//ROOT//4 i//PP//case//7 det//DT|NEU|SIN|DEF//det//7 fall//NN|NEU|SIN|IND|NOM//obl//4 Frankrikes//PM|GEN//nmod:poss//9 förslag//NN|NEU|SIN|IND|NOM//conj//4 till//PP//case//11 Reach-begränsning//NN|UTR|SIN|IND|NOM//nmod//9 (//PAD//punct//11 enligt//PP//case//15 artikel//NN|UTR|SIN|IND|NOM//nmod//15 69//RG|NOM//appos//11 )//PAD//punct//4 inte//AB//advmod//18 genomförs//VB|PRS|SFO//conj//4 .//MID//punct//4
10.3.2 Åtgärd T1: Ge underlag till EU-kommissionen för begränsning enligt artikel 68.2 i Reach;Effekterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//25 av//PP//case//22 åtgärden//NN|UTR|SIN|DEF|NOM//nmod//20 ska//VB|PRS|AKT//aux//25 därför//AB//advmod//25 jämföras//VB|INF|SFO//conj//4 med//PP//case//28 referensalternativ//NN|NEU|SIN|IND|NOM//amod//28 T1//NN|AN//obl//25 .//MAD//punct//4
10.3.2 Åtgärd T1: Ge underlag till EU-kommissionen för begränsning enligt artikel 68.2 i Reach;En//DT|UTR|SIN|IND//det//1 begränsning//NN|UTR|SIN|IND|NOM//nsubj//7 enligt//PP//case//4 artikel//NN|UTR|SIN|IND|NOM//nmod//4 68.2//RG|NOM//nmod//1 i//PP//case//6 Reach//PM|NOM//nmod//4 bygger//VB|PRS|AKT//ROOT//7 på//PP//case//10 en//DT|UTR|SIN|IND//det//10 möjlighet//NN|UTR|SIN|IND|NOM//obl//7 att//IE//mark//12 begränsa//VB|INF|AKT//acl//10 CMR-ämnen//NN|NEU|PLU|IND|NOM//obj//12   //_SP////13 i//PP//case//16 beredningar//NN|UTR|PLU|IND|NOM//obl//12 och//KN//cc//18 varor//NN|UTR|PLU|IND|NOM//conj//16 till//PP//case//20 konsumenter//NN|UTR|PLU|IND|NOM//obl//12 (//PAD//punct//22 se//VB|IMP|AKT//parataxis//7 kapitel//NN|NEU|SIN|IND|NOM//nmod//24 8.2.1//RG|NOM//obj//22 )//PAD//punct//22 Om//SN//mark//28 BPA//PM|NOM//nsubj//28 får//VB|PRS|AKT//advcl//46 en//DT|UTR|SIN|IND//det//31 ny//JJ|POS|UTR|SIN|IND|NOM//amod//31 klassificering//NN|UTR|SIN|IND|NOM//obj//28 som//KN//mark//35 reproduktionstoxiskt//JJ|POS|NEU|SIN|IND|NOM//amod//34 kategori//NN|UTR|SIN|IND|NOM//nmod//35 1B//RG|NOM//nmod//31 ,//MID//punct//41 i//PP//case//41 linje//NN|UTR|SIN|IND|NOM//fixed//37 med//PP//case//41 Frankrikes//PM|GEN//nmod:poss//41 förslag//NN|NEU|SIN|IND|NOM//obl//28 till//PP//case//44 harmoniserad//PC|PRF|UTR|SIN|IND|NOM//amod//44 klassificering//NN|UTR|SIN|IND|NOM//nmod//41 ,//MID//punct//46 uppfylls//VB|PRS|SFO//conj//7 kriterierna//NN|NEU|PLU|DEF|NOM//nsubj:pass//46 en//DT|UTR|SIN|IND//det//49 begränsning//NN|UTR|SIN|IND|NOM//nsubj:pass//46 av//PP//case//51 BPA//PM|NOM//nmod//49 i//PP//case//53 termopapper//NN|NEU|PLU|IND|NOM//nmod//51 enligt//PP//case//56 denna//DT|UTR|SIN|DEF//det//56 artikel//NN|UTR|SIN|IND|NOM//obl//46 .//MAD//punct//7
10.3.2 Åtgärd T1: Ge underlag till EU-kommissionen för begränsning enligt artikel 68.2 i Reach;Beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//8 om//PP//case//2 begränsning//NN|UTR|SIN|IND|NOM//nmod//0 enligt//PP//case//5 artikel//NN|UTR|SIN|IND|NOM//nmod//5 68.2//RG|NOM//nmod//2 i//PP//case//7 Reach//PM|NOM//nmod//5 fattas//VB|PRS|SFO//ROOT//8 direkt//AB|POS//advmod//8 av//PP//case//11 EU-kommissionen//NN|UTR|SIN|DEF|NOM//obl//8 till//PP//case//13 skillnad//NN|UTR|SIN|IND|NOM//obl//8 från//PP//case//16 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 begränsning//NN|UTR|SIN|IND|NOM//nmod//13 enligt//PP//case//19 artikel//NN|UTR|SIN|IND|NOM//nmod//19 69//RG|NOM//obl//8 som//HP|-|-|-//nsubj:pass//22 först//AB//advmod//22 bedöms//VB|PRS|SFO//acl:relcl//19 i//PP//case//26 Echas//PM|GEN//amod//26 vetenskapliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 kommittéer//NN|UTR|PLU|IND|NOM//obl//22 .//MID//punct//8
10.3.2 Åtgärd T1: Ge underlag till EU-kommissionen för begränsning enligt artikel 68.2 i Reach;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//29 innebär//VB|PRS|AKT//parataxis//8 troligen//AB//advmod//29 att//SN//mark//33 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 krävs//VB|PRS|SFO//ccomp//29 ett//DT|NEU|SIN|IND//det//39 relativt//AB|POS//advmod//36 sett//PC|PRF|NEU|SIN|IND|NOM//amod//39 mindre//AB|KOM//advmod//38 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 underlag//NN|NEU|SIN|IND|NOM//nsubj:pass//33 för//PP//case//41 beslut//NN|NEU|SIN|IND|NOM//nmod//39 .//MAD//punct//8
10.3.2 Åtgärd T1: Ge underlag till EU-kommissionen för begränsning enligt artikel 68.2 i Reach;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 finns//VB|PRS|SFO//parataxis//8 i//PP//advmod//44 dagsläget//NN|NEU|SIN|DEF|NOM//fixed//45 inget//DT|NEU|SIN|IND//det//49 utarbetat//PC|PRF|NEU|SIN|IND|NOM//amod//49 arbetssätt//NN|NEU|SIN|IND|NOM//nsubj//44 för//PP//case//52 denna//DT|UTR|SIN|DEF//det//52 typ//NN|UTR|SIN|IND|NOM//nmod//49 av//PP//case//54 begränsningar//NN|UTR|PLU|IND|NOM//nmod//52 .//MAD//punct//44
10.3.2 Åtgärd T1: Ge underlag till EU-kommissionen för begränsning enligt artikel 68.2 i Reach;Eftersom//SN//mark//58 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//58 saknas//VB|PRS|SFO//advcl//62 en//DT|UTR|SIN|IND//det//61 etablerad//PC|PRF|UTR|SIN|IND|NOM//amod//61 procedur//NN|UTR|SIN|IND|NOM//nsubj:pass//58 går//VB|PRS|AKT//conj//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//62 inte//AB//advmod//62 att//IE//mark//66 förutse//VB|INF|AKT//csubj//62 när//HA//advmod//66 ,//MID//punct//66 hur//HA//advmod//75 eller//KN//cc//72 om//SN//case//72 EU-kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//75 kommer//VB|PRS|AKT//aux//75 att//IE//mark//75 bedöma//VB|INF|AKT//appos//66 ett//DT|NEU|SIN|IND//det//78 eventuellt//JJ|POS|NEU|SIN|IND|NOM//amod//78 underlag//NN|NEU|SIN|IND|NOM//obj//75 från//PP//case//80 Sverige//PM|NOM//nmod//78 .//MAD//punct//62
10.3.2 Åtgärd T1: Ge underlag till EU-kommissionen för begränsning enligt artikel 68.2 i Reach;Om//SN//mark//84 begränsningsprocessen//NN|UTR|SIN|DEF|NOM//nsubj:pass//84 initieras//VB|PRS|SFO//advcl//62 år//NN|NEU|SIN|IND|NOM//nmod//86 2017//RG|NOM//obl//84 och//KN//cc//89 Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//89 arbetar//VB|PRS|AKT//conj//8 skyndsamt//AB|POS//advmod//89 bedömer//VB|PRS|AKT//parataxis//8 vi//PN|UTR|PLU|DEF|SUB//nsubj//91 ändå//AB//advmod//91 att//SN//mark//103 en//DT|UTR|SIN|IND//det//96 reglering//NN|UTR|SIN|IND|NOM//nsubj//103 på//PP//case//99  //_SP////97 EU-nivå//NN|UTR|SIN|IND|NOM//nmod//96  //_SP////99 skulle//VB|PRT|AKT//aux//103 kunna//VB|INF|AKT//aux//103 börja//VB|INF|AKT//ccomp//91 gälla//VB|INF|AKT//xcomp//103 i//PP//case//106 slutet//NN|NEU|SIN|DEF|NOM//obl//104 av//PP//case//109 år//NN|NEU|SIN|IND|NOM//nmod//109 2020//RG|NOM//nmod//106 ,//MID//punct//8 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//113 vill//VB|PRS|AKT//aux//113 säga//VB|INF|AKT//conj//8 efter//PP//case//116 en//DT|UTR|SIN|IND//det//116 beslutsprocess//NN|UTR|SIN|IND|NOM//obl//113 och//KN//cc//120 tre//RG|NOM//nummod//119 års//NN|NEU|PLU|IND|GEN//nmod:poss//120 övergångstid//NN|UTR|SIN|IND|NOM//conj//116 .//MAD//punct//8
10.3.2 Åtgärd T1: Ge underlag till EU-kommissionen för begränsning enligt artikel 68.2 i Reach;En//DT|UTR|SIN|IND//det//1 begränsning//NN|UTR|SIN|IND|NOM//nsubj//9 enligt//PP//case//4 artikel//NN|UTR|SIN|IND|NOM//nmod//4 68.2//RG|NOM//nmod//1 i//PP//case//6 Reach//PM|NOM//nmod//4 skulle//VB|PRT|AKT//aux//9 troligen//AB//advmod//9 ge//VB|INF|AKT//ROOT//9 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 konsekvenser//NN|UTR|PLU|IND|NOM//obj//9 som//HP|-|-|-//obl//26 den//DT|UTR|SIN|DEF//det//14 begränsning//NN|UTR|SIN|IND|NOM//nsubj:pass//26 som//HP|-|-|-//obj//18 Frankrike//PM|NOM//nsubj//18 har//VB|PRS|AKT//aux//18 föreslagit//VB|SUP|AKT//acl:relcl//14 ,//MID//punct//21 under//PP//case//21 antagandet//NN|NEU|SIN|DEF|NOM//nmod//14 att//SN//mark//26 omfattning//NN|UTR|SIN|IND|NOM//nsubj:pass//26 och//KN//cc//25 avgränsning//NN|UTR|SIN|IND|NOM//conj//23 görs//VB|PRS|SFO//acl:relcl//11 på//PP//case//29 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 sätt//NN|NEU|PLU|IND|NOM//obl//26 .//MAD//punct//9
