Informationsutbyte vid samarbete mot grov organiserad brottslighet;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 informationsutbyte//NN|NEU|SIN|IND|NOM//nmod//2 vid//PP//case//6 brottsbekämpning//NN|UTR|SIN|IND|NOM//nmod//4 m.m.//AB|AN//conj//0
Till statsrådet och chefen för Justitiedepartementet;De//DT|UTR/NEU|PLU|DEF//det//1 experter//NN|UTR|PLU|IND|NOM//nsubj//17 som//HP|-|-|-//nsubj:pass//3 förordnades//VB|PRT|SFO//acl:relcl//1 från//PP//case//9 och//KN//fixed//4 med//PP//fixed//4 den//DT|UTR|SIN|DEF//det//9 12//RG|NOM//nummod//9 januari//NN|UTR|SIN|IND|NOM//obl//3 respektive//AB//fixed//9 den//DT|UTR|SIN|DEF//det//13 25//RG|NOM//nummod//13 januari//NN|UTR|SIN|IND|NOM//obl//17 2011//RG|NOM//nummod//13 har//VB|PRS|AKT//aux//17 inte//AB//advmod//17 deltagit//VB|SUP|AKT//ROOT//17 i//PP//case//19 arbetet//NN|NEU|SIN|DEF|NOM//obl//17 med//PP//case//22 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 delbetänkande//NN|NEU|SIN|IND|NOM//obl//17 (//PAD//punct//24 se//VB|IMP|AKT//parataxis//17 nedan//AB//advmod//24 )//PAD//punct//24 .//MAD//punct//17
Till statsrådet och chefen för Justitiedepartementet;Från//PP//advmod//5 och//KN//fixed//0 med//PP//fixed//0 den//DT|UTR|SIN|DEF//det//5 16//RG|NOM//nummod//5 mars//NN|UTR|SIN|IND|NOM//obl//7 2011//RG|NOM//nummod//5 entledigades//VB|PRT|SFO//ROOT//7 Helena//PM|NOM//nsubj:pass//7 Bontin//PM|NOM//flat//8 ,//MID//punct//11 Nicklas//PM|NOM//obl:agent//7 Hjertonsson//PM|NOM//flat:name//11 ,//MID//punct//11 Tommy//PM|NOM//dep//11 Kangasvieri//PM|NOM//flat:name//14 och//KN//cc//17 Annika//PM|NOM//conj//14 Waller//PM|NOM//flat:name//14 från//PP//case//20 uppdragen//NN|NEU|PLU|DEF|NOM//nmod//14 som//KN//mark//22 experter//NN|UTR|PLU|IND|NOM//nmod//11 i//PP//case//24 utredningen//NN|UTR|SIN|DEF|NOM//nmod//22 .//MAD//punct//7
Till statsrådet och chefen för Justitiedepartementet;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//2 anställdes//VB|PRT|SFO//ROOT//2 från//PP//case//8 och//KN//fixed//3 med//PP//fixed//3 den//DT|UTR|SIN|DEF//det//8 1//RO|NOM//nummod//8 april//NN|UTR|SIN|IND|NOM//obl//2 2010//RG|NOM//nummod//8 numera//AB//advmod//11 rådmannen//NN|UTR|SIN|DEF|NOM//nmod//13 Hans//PM|NOM//nmod:poss//13 Wikner//PM|NOM//obj//2 .//MAD//punct//2
Till statsrådet och chefen för Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Utredningen//NN|UTR|SIN|DEF|NOM//obj//2 om//PP//case//6 informationsutbyte//NN|NEU|SIN|IND|NOM//nmod//4 vid//PP//case//8 brottsbekämpning//NN|UTR|SIN|IND|NOM//nmod//6 m.m.//AB|AN//nmod//4 (//PAD//punct//4 Ju//KN//advmod//12 2010:02//RG|NOM//appos//4 )//PAD//punct//12 .//MAD//punct//2
Till statsrådet och chefen för Justitiedepartementet;Den//DT|UTR|SIN|DEF//det//2 15//RG|NOM//nummod//2 mars//NN|UTR|SIN|IND|NOM//obl//4 2011//RG|NOM//nummod//2 överlämnade//VB|PRT|AKT//ROOT//4 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//4 delbetänkandet//NN|NEU|SIN|DEF|NOM//obj//4
Till statsrådet och chefen för Justitiedepartementet;DATASKYDD//NN|NEU|SIN|IND|NOM//amod//1 VID//PP//nsubj//6 EUROPEISKT//NN|NEU|SIN|DEF|NOM//nmod//4 POLISIÄRT//NN|UTR|SIN|IND|NOM//nmod:poss//4 OCH//KN//nmod//1 STRAFFRÄTTSLIGT//PM|NOM//conj//1 SAMARBETE//NN|NEU|SIN|IND|NOM//ROOT//6 Dataskyddsrambeslutet//NN|NEU|SIN|DEF|NOM//obj//6 ,//MID//punct//10 Europolanställdas//PM|GEN//amod//10 befattning//NN|UTR|SIN|IND|NOM//conj//6 med//PP//case//13 hemliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 uppgifter//NN|UTR|PLU|IND|NOM//nmod//10 (//PAD//punct//13 SOU//PM|NOM//appos//13 2011:20//RG|NOM//obl//6 )//PAD//punct//6 .//MAD//punct//6
Till statsrådet och chefen för Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 slutbetänkandet//NN|NEU|SIN|DEF|NOM//obj//1
Till statsrådet och chefen för Justitiedepartementet;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 bedrivits//VB|SUP|SFO//ROOT//2 i//PP//case//5 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 samråd//NN|NEU|SIN|IND|NOM//obl//2 med//PP//case//8 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 experter//NN|UTR|PLU|IND|NOM//nmod//5 och//KN//cc//12 är//VB|PRS|AKT//cop//12 därför//AB//advmod//12 skrivet//PC|PRF|NEU|SIN|IND|NOM//conj//2 i//PP//case//14 vi-form//NN|UTR|SIN|IND|NOM//obl//12 .//MID//punct//2
Till statsrådet och chefen för Justitiedepartementet;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 innebär//VB|PRS|AKT//parataxis//2 inte//AB//advmod//17 att//SN//mark//24 experterna//NN|UTR|PLU|DEF|NOM//nsubj//24 i//PP//case//23 alla//DT|UTR/NEU|PLU|IND/DEF//det//23 delar//NN|UTR|PLU|IND|NOM//nmod//20 står//VB|PRS|AKT//ccomp//17 bakom//PL//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 slutsatser//NN|UTR|PLU|IND|NOM//obl//24 som//HP|-|-|-//nsubj:pass//29 redovisas//VB|PRS|SFO//acl:relcl//27 i//PP//case//31 betänkandet//NN|NEU|SIN|DEF|NOM//obl//29 .//MAD//punct//17
Till statsrådet och chefen för Justitiedepartementet;Till//PP//case//1 slutbetänkandet//NN|NEU|SIN|DEF|NOM//obl//2 fogas//VB|PRS|SFO//ROOT//2 två//RG|NOM//nummod//4 stycken//NN|UTR|PLU|IND|NOM//nmod//6 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//6 yttranden//NN|NEU|PLU|IND|NOM//nsubj:pass//2 .//MAD//punct//2
Till statsrådet och chefen för Justitiedepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//12 är//VB|PRS|AKT//cop//12 härmed//AB//advmod//12 slutfört//PC|PRF|NEU|SIN|IND|NOM//parataxis//2 .//MAD//punct//2
Till statsrådet och chefen för Justitiedepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 november//NN|UTR|SIN|IND|NOM//obl//0 2011//RG|NOM//nummod//0
Till statsrådet och chefen för Justitiedepartementet;Sten//PM|NOM//ROOT//0 Wahlqvist//PM|NOM//flat:name//0 /Hans//RG|NOM//cc//3 Wikner//PM|NOM//nmod//0 4.5//RG|NOM//flat:name//0 Tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 förslag//NN|NEU|PLU|IND|NOM//conj//0 till//PP//case//9 sekretessbrytande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 regler//NN|UTR|PLU|IND|NOM//nmod//6 vid//PP//case//13 6.1//RG|NOM//nummod//13 Förbättrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 möjligheter//NN|UTR|PLU|IND|NOM//nmod//9 till//PP//case//15 utbyte//NN|NEU|SIN|IND|NOM//nmod//13 av//PP//case//17 uppgifter//NN|UTR|PLU|IND|NOM//nmod//15 mellan//PP//case//20 8.3//RG|NOM//nmod//20 Spår//NN|NEU|PLU|IND|NOM//nmod//17 2//RG|NOM//nummod//20  //_SP////21 –//RG|NOM//punct//26 En//DT|UTR|SIN|IND//det//26 ny//JJ|POS|UTR|SIN|IND|NOM//amod//26 lag//NN|UTR|SIN|IND|NOM//appos//13 med//PP//case//28 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//26 om//PP//case//32 myndigheters//NN|UTR|PLU|IND|GEN//nmod:poss//31 12.3//RG|NOM//nmod//32 Effekter//NN|UTR|PLU|IND|NOM//nmod//28 för//PP//case//36 den//DT|UTR|SIN|DEF//det//36 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 integriteten//NN|UTR|SIN|DEF|NOM//nmod//32 vid//PP//case//38 informationsutbyte//NN|NEU|SIN|IND|NOM//nmod//36 vid//PP//case//40 samarbete//NN|NEU|SIN|IND|NOM//nmod//38 mot//PP//case//43 grov//JJ|POS|UTR|SIN|IND|NOM//amod//43 organiserad//PC|PRF|UTR|SIN|IND|NOM//nmod//40

Enbart mängden myndigheter – både brottsbekämpande och icke brottsbekämpande sådana – som är involverade i informationsutbytet vid samarbetet mot grov organiserad brottslighet, det därigenom stora informationsflödet mellan myndigheterna, att den typ av underrättelseinformation som utbyts är ”bred”, samt att det aktuella samarbetet även avser andra samhällets åtgärder än lagföring av brott, ställer enligt vår mening krav på att utforma ett författningsförslag med ett starkt integritetsskydd.;En//DT|UTR|SIN|IND//det//2 annan//JJ|POS|UTR|SIN|IND|NOM//amod//2 förutsättning//NN|UTR|SIN|IND|NOM//ROOT//2 i//PP//case//5 vårt//PS|NEU|SIN|DEF//nmod:poss//5 arbete//NN|NEU|SIN|IND|NOM//nmod//2 har//VB|PRS|AKT//aux//7 varit//VB|SUP|AKT//cop//2 att//IE//mark//9 lägga//VB|INF|AKT//csubj//2 fram//PL//compound:prt//9 författningsförslag//NN|NEU|PLU|IND|NOM//obj//9 som//HP|-|-|-//mark//14 kraftfullt//JJ|POS|NEU|SIN|IND|NOM//advmod//14 förbättrar//VB|PRS|AKT//acl:relcl//11 och//KN//cc//17 inte//AB//advmod//17 försämrar//VB|PRS|AKT//conj//14 eller//KN//cc//19 begränsar//VB|PRS|AKT//conj//14 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//19 nu//AB//advmod//19 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 samarbetet//NN|NEU|SIN|DEF|NOM//obj//19 .//MID//punct//2
Enbart mängden myndigheter – både brottsbekämpande och icke brottsbekämpande sådana – som är involverade i informationsutbytet vid samarbetet mot grov organiserad brottslighet, det därigenom stora informationsflödet mellan myndigheterna, att den typ av underrättelseinformation som utbyts är ”bred”, samt att det aktuella samarbetet även avser andra samhällets åtgärder än lagföring av brott, ställer enligt vår mening krav på att utforma ett författningsförslag med ett starkt integritetsskydd.;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 innebär//VB|PRS|AKT//parataxis//2 t.ex.//AB|AN//advmod//26 att//SN//mark//55 de//DT|UTR/NEU|PLU|DEF//det//31 sekretessbrytande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//55 i//PP//case//33 OSL//PM|NOM//nmod//31 som//HP|-|-|-//nsubj:pass//37 i//PP//advmod//37 dag//NN|UTR|SIN|IND|NOM//fixed//35 används//VB|PRS|SFO//acl:relcl//31 av//PP//case//39 myndigheterna//NN|UTR|PLU|DEF|NOM//obl:agent//37 –//RG|NOM//punct//31 i//PP//advmod//43 huvudsak//NN|UTR|SIN|IND|NOM//fixed//41 10//RG|NOM//nummod//44 kap.//NN|AN//nmod//46 27//RG|NOM//nummod//46 §//NN|AN//nmod//31 –//RG|NOM//punct//46 även//AB//advmod//49 fortsättningsvis//AB//advmod//55 i//PP//case//52 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 sammanhang//NN|NEU|PLU|IND|NOM//obl//55 ska//VB|PRS|AKT//aux//55 kunna//VB|INF|AKT//aux//55 tillämpas//VB|INF|SFO//ccomp//26 ,//MID//punct//55 dock//AB//advmod//63 att//SN//mark//63 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//63 inte//AB//advmod//63 ska//VB|PRS|AKT//aux//63 behöva//VB|INF|AKT//aux//63 användas//VB|INF|SFO//advcl//55 i//PP//case//67 så//AB//advmod//66 regelmässig//JJ|POS|UTR|SIN|IND|NOM//amod//67 omfattning//NN|UTR|SIN|IND|NOM//obl//63 som//HP|-|-|-//nsubj:pass//70 nu//AB//advmod//70 görs//VB|PRS|SFO//acl:relcl//67 .//MAD//punct//2
Enbart mängden myndigheter – både brottsbekämpande och icke brottsbekämpande sådana – som är involverade i informationsutbytet vid samarbetet mot grov organiserad brottslighet, det därigenom stora informationsflödet mellan myndigheterna, att den typ av underrättelseinformation som utbyts är ”bred”, samt att det aktuella samarbetet även avser andra samhällets åtgärder än lagföring av brott, ställer enligt vår mening krav på att utforma ett författningsförslag med ett starkt integritetsskydd.;En//DT|UTR|SIN|IND//det//2 central//JJ|POS|UTR|SIN|IND|NOM//amod//2 faktor//NN|UTR|SIN|IND|NOM//nsubj//8 i//PP//case//5 vår//PS|UTR|SIN|DEF//nmod:poss//5 bedömning//NN|UTR|SIN|IND|NOM//nmod//2 är//VB|PRS|AKT//cop//8 de//DT|UTR/NEU|PLU|DEF//det//8 slutsatser//NN|UTR|PLU|IND|NOM//ROOT//8 och//KN//cc//10 överväganden//NN|NEU|PLU|IND|NOM//conj//8 som//HP|-|-|-//nsubj:pass//12 gjorts//VB|SUP|SFO//acl:relcl//10 i//PP//case//15 snarlika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 frågor//NN|UTR|PLU|IND|NOM//obl//12 av//PP//case//18 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 utredningar//NN|UTR|PLU|IND|NOM//nmod//15 .//MAD//punct//8
