Sammanfattning;Felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 utbetalningar//NN|UTR|PLU|IND|NOM//nsubj//2 undergräver//VB|PRS|AKT//ROOT//2 förtroendet//NN|NEU|SIN|DEF|NOM//obj//2 för//PP//case//5 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//3 .//MAD//punct//2
Tillåtande attityd till vissa former av bidragsfusk;Mest//AB|SUV//advmod//21 allvarligt//AB|POS//advmod//22 anses//VB|PRS|SFO//parataxis//11 et//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//22 vara//VB|INF|AKT//cop//26 att//IE//mark//26 arbeta//VB|INF|AKT//xcomp//11 svart//AB|POS//xcomp//26 samtidigt//AB//mark//31 som//HA//fixed//28 man//PN|UTR|SIN|IND|SUB//nsubj//31 får//VB|PRS|AKT//advcl//26 sjuk-//NN|UTR|SIN|IND|NOM//obj//31 eller//KN//cc//34 arbetslöshetsersättning//NN|UTR|SIN|IND|NOM//conj//32 .//MAD//punct//26
Tillåtande attityd till vissa former av bidragsfusk;Att//IE//mark//37 ta//VB|INF|AKT//advcl//26 ut//PL//compound:prt//37 en//DT|UTR|SIN|IND//det//41 extra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 sjukdag//NN|UTR|SIN|IND|NOM//obj//37 trots//PP//mark//47 att//SN//mark//47 man//PN|UTR|SIN|IND|SUB//nsubj//47 inte//AB//advmod//47 är//VB|PRS|AKT//cop//47 sjuk//JJ|POS|UTR|SIN|IND|NOM//advcl//37 eller//KN//cc//50 att//IE//mark//50 ta//VB|INF|AKT//conj//47 ut//PL//compound:prt//50 tillfällig//JJ|POS|UTR|SIN|IND|NOM//amod//53 föräldrapenning//NN|UTR|SIN|IND|NOM//obj//50 för//PP//mark//56 att//IE//mark//56 umgås//VB|INF|SFO//advcl//50 med//PP//case//58 barnen//NN|NEU|PLU|DEF|NOM//obl//56 trots//PP//mark//64 att//SN//mark//64 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//64 inte//AB//advmod//64 är//VB|PRS|AKT//cop//64 sjuka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//50 ses//VB|INF|SFO//conj//37 som//KN//mark//68 minst//AB|SUV//advmod//68 allvarligt//JJ|POS|NEU|SIN|IND|NOM//advmod//65 .//MID//punct//26
Tillåtande attityd till vissa former av bidragsfusk;För//PP//case//72 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 former//NN|UTR|PLU|IND|NOM//obl//26 av//PP//case//74 bidragsfusk//NN|NEU|PLU|IND|NOM//nmod//72 finns//VB|PRS|SFO//conj//11 alltså//AB//advmod//75 en//DT|UTR|SIN|IND//det//80 mer//AB|KOM//advmod//79 tillåtande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 attityd//NN|UTR|SIN|IND|NOM//nsubj//75 ,//MID//punct//80 vilket//HP|NEU|SIN|IND//nsubj//85 är//VB|PRS|AKT//cop//85 särskilt//AB//advmod//85 tydligt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//80 bland//PP//case//88 de//DT|UTR/NEU|PLU|DEF//det//88 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//85 .//MAD//punct//11
Tillåtande attityd till vissa former av bidragsfusk;En//DT|UTR|SIN|IND//det//93 förhållandevis//AB//advmod//92 stor//JJ|POS|UTR|SIN|IND|NOM//amod//93 grupp//NN|UTR|SIN|IND|NOM//nsubj//94 anger//VB|PRS|AKT//parataxis//11 också//AB//advmod//94 att//SN//mark//99 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//99 skulle//VB|PRT|AKT//aux//99 behålla//VB|INF|AKT//ccomp//94 en//DT|UTR|SIN|IND//det//101 utbetalning//NN|UTR|SIN|IND|NOM//obj//99 som//HP|-|-|-//obj//104 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//104 fått//VB|SUP|AKT//acl:relcl//101 felaktigt//AB|POS//advmod//104 .//MAD//punct//11

Unga har en mer tillåtande attityd än äldre;Unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 genomgående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 en//DT|UTR|SIN|IND//det//6 mer//AB|KOM//advmod//5 tillåtande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 attityd//NN|UTR|SIN|IND|NOM//obj//1 till//PP//case//8 fusk//NN|NEU|SIN|IND|NOM//nmod//6 med//PP//case//10 bidrag//NN|NEU|PLU|IND|NOM//nmod//8 än//KN//mark//12 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//10 .//MAD//punct//1
Unga har en mer tillåtande attityd än äldre;Till//PP//advmod//16 exempel//NN|NEU|SIN|IND|NOM//fixed//14 anser//VB|PRS|AKT//parataxis//1 endast//AB//advmod//16 lite//AB|POS//advmod//16 över//PP//case//20 hälften//NN|UTR|SIN|DEF|NOM//obl//16 i//PP//case//24 den//DT|UTR|SIN|DEF//det//24 yngsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//24 åldersgruppen//NN|UTR|SIN|DEF|NOM//nmod//20 att//SN//mark//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 är//VB|PRS|AKT//cop//29 mycket//AB|POS//advmod//29 allvarligt//JJ|POS|NEU|SIN|IND|NOM//acl//24 att//IE//mark//31 arbeta//VB|INF|AKT//csubj//29 svart//AB|POS//xcomp//31 samtidigt//AB//mark//36 som//HA//fixed//33 man//PN|UTR|SIN|IND|SUB//nsubj//36 får//VB|PRS|AKT//advcl//31 sjuk-//NN|UTR|SIN|IND|NOM//obj//36 eller//KN//cc//39 arbetslöshetsersättning//NN|UTR|SIN|IND|NOM//conj//37 ,//MID//punct//43 medan//SN//mark//43 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 siffra//NN|UTR|SIN|IND|NOM//conj//29 för//PP//case//47 den//DT|UTR|SIN|DEF//det//47 äldsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//47 åldersgruppen//NN|UTR|SIN|DEF|NOM//nmod//43 är//VB|PRS|AKT//cop//51 över//AB//advmod//50 90//RG|NOM//nummod//51 procent//NN|UTR|PLU|IND|NOM//nsubj//16 .//MAD//punct//16
Unga har en mer tillåtande attityd än äldre;Tre//RG|NOM//nummod//54 gånger//NN|UTR|PLU|IND|NOM//obl//55 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//appos//16 i//PP//case//59 den//DT|UTR|SIN|DEF//det//59 yngsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//59 åldersgruppen//NN|UTR|SIN|DEF|NOM//obl//55 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//63 med//PP//fixed//60 den//DT|UTR|SIN|DEF//det//63 äldsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//nsubj//66 skulle//VB|PRT|AKT//aux//66 också//AB//advmod//66 behålla//VB|INF|AKT//acl:relcl//59 en//DT|UTR|SIN|IND//det//69 felaktig//JJ|POS|UTR|SIN|IND|NOM//amod//69 utbetalning//NN|UTR|SIN|IND|NOM//obj//66 .//MAD//punct//1
Unga har en mer tillåtande attityd än äldre;En//DT|UTR|SIN|IND//det//3 annan//JJ|POS|UTR|SIN|IND|NOM//amod//3 tydlig//JJ|POS|UTR|SIN|IND|NOM//amod//3 vattendelare//NN|UTR|SIN|IND|NOM//ROOT//3 är//VB|PRS|AKT//cop//3 att//SN//mark//11 personer//NN|UTR|PLU|IND|NOM//nsubj//11 som//HP|-|-|-//nsubj//8 står//VB|PRS|AKT//acl:relcl//6 utanför//PP//case//10 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//obl//8 har//VB|PRS|AKT//advcl//26 en//DT|UTR|SIN|IND//det//15 mer//AB|KOM//advmod//14 tillåtande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 attityd//NN|UTR|SIN|IND|NOM//obj//11 till//PP//case//17 bidragsfusk//NN|NEU|SIN|IND|NOM//nmod//15 jämfört//PC|PRF|NEU|SIN|IND|NOM//mark//20 med//PP//fixed//18 yrkesverksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//11 och//KN//cc//22 pensionärer//NN|UTR|PLU|IND|NOM//conj//20 .//MAD//punct//11
Unga har en mer tillåtande attityd än äldre;Även//AB//advmod//25 utbildningsnivå//NN|UTR|SIN|IND|NOM//obl//26 tycks//VB|PRS|SFO//csubj//3 ha//VB|INF|AKT//xcomp//26 betydelse//NN|UTR|SIN|IND|NOM//obj//27 för//PP//case//30 attityder//NN|UTR|PLU|IND|NOM//obl//27 till//PP//case//32 fusk//NN|NEU|PLU|IND|NOM//nmod//30 ,//MID//punct//34 personer//NN|UTR|PLU|IND|NOM//conj//32 med//PP//case//37 enbart//AB//advmod//37 grundskolenivå//NN|UTR|SIN|IND|NOM//nmod//34 har//VB|PRS|AKT//xcomp//26 en//DT|UTR|SIN|IND//det//42 mer//AB|KOM//advmod//41 tillåtande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 attityd//NN|UTR|SIN|IND|NOM//obj//38 än//KN//mark//47 de//PN|UTR/NEU|PLU|DEF|SUB//fixed//43 med//PP//case//47 akademisk//JJ|POS|UTR|SIN|IND|NOM//amod//47 utbildning//NN|UTR|SIN|IND|NOM//acl//42 .//MAD//punct//3

Många tror att fusket är omfattande och att främsta orsaken är att personer i ledande ställning fuskar;Många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//1 tror//VB|PRS|AKT//ROOT//1 att//SN//mark//3 fusk//NN|NEU|SIN|IND|NOM//xcomp//1 med//PP//case//5 bidrag//NN|NEU|PLU|IND|NOM//obl//3 är//VB|PRS|AKT//cop//7 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//1 ,//MID//punct//7 nästan//AB//advmod//10 70//RG|NOM//nummod//11 procent//NN|UTR|PLU|IND|NOM//nsubj//15 av//PP//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 svarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//11 tror//VB|PRS|AKT//conj//7 att//SN//mark//22 fusket//NN|NEU|SIN|DEF|NOM//nsubj//22 är//VB|PRS|AKT//cop//22 ganska//AB//advmod//22 eller//KN//cc//21 mycket//AB|POS//advmod//22 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//15 .//MAD//punct//22
Många tror att fusket är omfattande och att främsta orsaken är att personer i ledande ställning fuskar;Äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//34 ,//MID//punct//24 de//PN|UTR/NEU|PLU|DEF|SUB//appos//24 som//HP|-|-|-//nsubj//28 arbetar//VB|PRS|AKT//acl:relcl//26 och//KN//cc//30 de//PN|UTR/NEU|PLU|DEF|SUB//conj//24 som//HP|-|-|-//nsubj//33 är//VB|PRS|AKT//cop//33 pensionärer//NN|UTR|PLU|IND|NOM//acl:relcl//30 tror//VB|PRS|AKT//conj//1 i//PP//case//37 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 utsträckning//NN|UTR|SIN|IND|NOM//obl//34 att//SN//mark//41 fusket//NN|NEU|SIN|DEF|NOM//nsubj//41 är//VB|PRS|AKT//cop//41 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//37 .//MAD//punct//34
Många tror att fusket är omfattande och att främsta orsaken är att personer i ledande ställning fuskar;Jämfört//PC|PRF|NEU|SIN|IND|NOM//advmod//47 med//PP//case//47 de//DT|UTR/NEU|PLU|DEF//det//47 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 undersökningarna//NN|UTR|PLU|DEF|NOM//nsubj//48 har//VB|PRS|AKT//conj//34 uppfattningen//NN|UTR|SIN|DEF|NOM//obj//48 om//PP//mark//55 hur//HA//advmod//55 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 bidragsfusket//NN|NEU|SIN|DEF|NOM//nsubj:pass//55 är//VB|PRS|AKT//cop//55 förändrats//VB|SUP|SFO//acl//49 relativt//AB|POS//advmod//57 lite//AB|POS//advmod//55 .//MAD//punct//48
Många tror att fusket är omfattande och att främsta orsaken är att personer i ledande ställning fuskar;Att//SN//mark//64 så//AB//advmod//61 pass//NN|NEU|SIN|IND|NOM//advmod//62 hög//JJ|POS|UTR|SIN|IND|NOM//amod//63 andel//NN|UTR|SIN|IND|NOM//nsubj//64 tror//VB|PRS|AKT//csubj//70 att//SN//mark//68 bidragsfusket//NN|NEU|SIN|DEF|NOM//nsubj//68 är//VB|PRS|AKT//cop//68 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//70 är//VB|PRS|AKT//cop//70 oroande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//34 .//MAD//punct//1
Många tror att fusket är omfattande och att främsta orsaken är att personer i ledande ställning fuskar;De//DT|UTR/NEU|PLU|DEF//det//2 främsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//2 orsakerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//7 till//PP//mark//6 att//SN//mark//6 människor//NN|UTR|PLU|IND|NOM//nsubj//6 fuskar//VB|PRS|AKT//acl//2 uppges//VB|PRS|SFO//ROOT//7 vara//VB|INF|AKT//xcomp//7 att//SN//mark//16 politiker//NN|UTR|PLU|IND|NOM//nsubj//16 och//KN//cc//12 personer//NN|UTR|PLU|IND|NOM//conj//10 i//PP//case//15 ledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 ställning//NN|UTR|SIN|IND|NOM//nmod//12 fuskar//VB|PRS|AKT//ccomp//8 och//KN//cc//21 att//SN//mark//21 upptäcktsrisken//NN|UTR|SIN|DEF|NOM//nsubj//21 är//VB|PRS|AKT//cop//21 liten//JJ|POS|UTR|SIN|IND|NOM//conj//16 .//MAD//punct//7
Många tror att fusket är omfattande och att främsta orsaken är att personer i ledande ställning fuskar;Av//PP//case//2 de//DT|UTR/NEU|PLU|DEF//det//2 svarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//3 anser//VB|PRS|AKT//ROOT//3 2//RG|NOM//nummod//3 av//PP//case//6 5//RG|NOM//nmod//4 att//SN//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//10 är//VB|PRS|AKT//cop//10 troligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//3 att//IE//mark//13 bli//VB|INF|AKT//aux:pass//13 upptäckt//PC|PRF|UTR|SIN|IND|NOM//csubj//10 om//SN//mark//16 man//PN|UTR|SIN|IND|SUB//nsubj//16 fuskar//VB|PRS|AKT//csubj//10 men//KN//cc//19 få//PN|UTR/NEU|PLU|IND|SUB/OBJ//aux//19 har//VB|PRS|AKT//conj//16 erfarenhet//NN|UTR|SIN|IND|NOM//obj//19 av//PP//case//22 återkrav//NN|NEU|SIN|IND|NOM//nmod//20 .//MAD//punct//3
Många tror att fusket är omfattande och att främsta orsaken är att personer i ledande ställning fuskar;En//DT|UTR|SIN|IND//det//25 femtedel//NN|UTR|SIN|IND|NOM//nsubj//26 anser//VB|PRS|AKT//parataxis//3 att//SN//mark//30 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//30 är//VB|PRS|AKT//cop//30 lätt//JJ|POS|NEU|SIN|IND|NOM//ccomp//26 att//IE//mark//32 fuska//VB|INF|AKT//csubj//30 och//KN//cc//36 att//SN//mark//36 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//36 finns//VB|PRS|SFO//conj//30 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//36 att//IE//mark//41 inte//AB//advmod//41 anmäla//VB|INF|AKT//acl//38 ändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//43 förhållanden//NN|NEU|PLU|IND|NOM//obj//41 .//MAD//punct//45
Många tror att fusket är omfattande och att främsta orsaken är att personer i ledande ställning fuskar;Uppfattningen//NN|UTR|SIN|DEF|NOM//nsubj//64 att//SN//mark//49 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//49 är//VB|PRS|AKT//cop//49 lätt//JJ|POS|NEU|SIN|IND|NOM//ccomp//45 att//IE//mark//51 få//VB|INF|AKT//csubj//49 ut//PL//compound:prt//51 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 bidrag//NN|NEU|PLU|IND|NOM//obj//51 och//KN//cc//56 ersättningar//NN|UTR|PLU|IND|NOM//conj//54 än//SN//mark//59 man//PN|UTR|SIN|IND|SUB//nsubj//59 har//VB|PRS|AKT//acl//56 rätt//PL//obj//59 till//PP//compound:prt//59 har//VB|PRS|AKT//aux//64 dock//AB//advmod//64 minskat//VB|SUP|AKT//conj//3 .//MAD//punct//3
Många tror att fusket är omfattande och att främsta orsaken är att personer i ledande ställning fuskar;Endast//AB//advmod//1 1//RG|NOM//nsubj//4 av//PP//case//3 10//RG|NOM//nmod//1 anser//VB|PRS|AKT//ROOT//4 att//SN//mark//7 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//7 kontrollerar//VB|PRS|AKT//ccomp//4 för//AB//advmod//9 mycket//AB|POS//advmod//7 och//KN//cc//16 att//SN//mark//16 informationsutbytet//NN|NEU|SIN|DEF|NOM//nsubj//16 mellan//PP//case//14 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//12 är//VB|PRS|AKT//cop//16 tillräckligt//JJ|POS|NEU|SIN|IND|NOM//conj//7 .//MAD//punct//4

Lågt förtroende för välfärdsmyndigheterna;Endast//AB//advmod//1 17//RG|NOM//nummod//2 procent//NN|UTR|PLU|IND|NOM//nsubj//3 anser//VB|PRS|AKT//ROOT//3 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 är//VB|PRS|AKT//cop//7 enkelt//JJ|POS|NEU|SIN|IND|NOM//ccomp//3 att//IE//mark//9 göra//VB|INF|AKT//csubj//7 rätt//PL//obj//9 när//HA//mark//13 man//PN|UTR|SIN|IND|SUB//nsubj//13 ansöker//VB|PRS|AKT//advcl//9 om//PP//case//15 bidrag//NN|NEU|SIN|IND|NOM//obl//13 och//KN//cc//20 att//SN//mark//20 bidragssystemen//NN|NEU|PLU|DEF|NOM//nsubj//20 är//VB|PRS|AKT//cop//20 lätta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//13 att//IE//mark//22 förstå//VB|INF|AKT//advcl//20 .//MAD//punct//3
