och strukturell diskriminering;Redaktörer//NN|UTR|PLU|IND|NOM//ROOT//0 ://MID//punct//0
Förord;Numera//AB//advmod//44 utgör//VB|PRS|AKT//parataxis//23 hälso-//NN|UTR|-|-|SMS//nsubj//44 och//KN//cc//47 sjukvården//NN|UTR|SIN|DEF|NOM//conj//45 inte//AB//advmod//44 bara//AB//advmod//44 vårdgivarinstans//AB//obj//44 ,//MID//punct//44 utan//KN//cc//55 också//AB//advmod//55 en//DT|UTR|SIN|IND//det//55 arbetsplats//NN|UTR|SIN|IND|NOM//conj//44 för//PP//case//57 personer//NN|UTR|PLU|IND|NOM//nmod//55 med//PP//case//59 invandrarbakgrund//NN|UTR|SIN|IND|NOM//nmod//57 .//MAD//punct//23
Förord;Den//DT|UTR|SIN|DEF//det//2 biologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 rasismens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 historia//NN|UTR|SIN|IND|NOM//nsubj//16 inom//PP//case//5 naturvetenskaperna//NN|UTR|PLU|DEF|NOM//nmod//3 i//PP//nmod//3 allmänhet//NN|UTR|SIN|IND|NOM//fixed//6 och//KN//cc//11 inom//PP//case//11 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//11 forskning//NN|UTR|SIN|IND|NOM//conj//6 och//KN//cc//13 utbildning//NN|UTR|SIN|IND|NOM//conj//11 i//PP//advmod//11 synnerhet//NN|UTR|SIN|IND|NOM//fixed//14 har//VB|PRS|AKT//ROOT//16 en//DT|UTR|SIN|IND//det//19 lång//JJ|POS|UTR|SIN|IND|NOM//amod//19 tradition//NN|UTR|SIN|IND|NOM//obj//16 i//PP//case//21 Sverige//PM|NOM//obl//16 med//PP//case//24 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//24 rötter//NN|UTR|PLU|IND|NOM//obl//16 i//PP//case//28 1700-talets//NN|NEU|SIN|DEF|GEN//nmod:poss//28 rasbiologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 sällskap//NN|NEU|SIN|IND|NOM//nmod//24 som//HP|-|-|-//nsubj:pass//30 skapades//VB|PRT|SFO//acl:relcl//28 i//PP//case//35 Carl//PM|NOM//nmod:poss//35 von//PM|NOM//flat:name//32 Linnés//PM|GEN//flat//32 fotspår//NN|NEU|PLU|IND|NOM//obl//30 .//MAD//punct//16
Förord;Kategorisering//NN|UTR|SIN|IND|NOM//parataxis//16 av//PP//case//39 människor//NN|UTR|PLU|IND|NOM//nmod//37 i//PP//case//43 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 ”//PAD//punct//43 raser//NN|UTR|PLU|IND|NOM//nmod//37 ”//PAD//punct//16 satte//VB|PRT|AKT//conj//16 djupa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 spår//NN|NEU|PLU|IND|NOM//obj//45 inom//PP//case//51 de//DT|UTR/NEU|PLU|DEF//det//51 medicinska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 traditionerna//NN|UTR|PLU|DEF|NOM//obl//45 i//PP//case//53 Sverige//PM|NOM//nmod//51 ,//MID//punct//45 med//PP//case//56 konsekvenser//NN|UTR|PLU|IND|NOM//obl//45 långt//AB|POS//advmod//58 in//AB//advmod//60 på//PP//case//60 1900-talet//NN|NEU|SIN|DEF|NOM//nmod//56 .//MAD//punct//16
Förord;Etableringen//NN|UTR|SIN|DEF|NOM//obj//16 av//PP//case//66 den//DT|UTR|SIN|DEF//det//66 rasbiologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 institutionen//NN|UTR|SIN|DEF|NOM//nmod//62 ,//MID//punct//68 behandlingen//NN|UTR|SIN|DEF|NOM//conj//62 av//PP//case//72 den//DT|UTR|SIN|DEF//det//72 samiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//72 minoriteten//NN|UTR|SIN|DEF|NOM//nmod//68 och//KN//cc//74 steriliseringarna//NN|UTR|PLU|DEF|NOM//conj//72 av//PP//case//78 ”//RG|NOM//punct//78 mentalsjuka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 ”//NN|UTR|SIN|IND|NOM//nmod//74 för//PP//mark//81 att//IE//mark//81 skydda//VB|INF|AKT//advcl//87 den//DT|UTR|SIN|DEF//det//84 högtstående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//84 nationen//NN|UTR|SIN|DEF|NOM//obj//81 är//VB|PRS|AKT//cop//87 mörka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//87 avsnitt//NN|NEU|PLU|IND|NOM//parataxis//16 i//PP//case//91 Sveriges//PM|GEN//nmod:poss//91 rasistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//91 historia//NN|UTR|SIN|IND|NOM//nmod//87 .//MID//punct//87
Förord;Avskaffandet//NN|NEU|SIN|DEF|NOM//appos//87 av//PP//case//97 denna//DT|UTR|SIN|DEF//det//97 rasistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//97 praxis//NN|UTR|SIN|IND|NOM//nmod//93 och//KN//cc//101 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//100 institutioner//NN|UTR|PLU|IND|NOM//nsubj//101 innebar//VB|PRT|AKT//conj//16 dock//AB//advmod//101 inte//AB//advmod//101 slutet//NN|NEU|SIN|DEF|NOM//obj//101 på//PP//case//106 rasism//NN|UTR|SIN|IND|NOM//nmod//104 och//KN//cc//108 diskriminering//NN|UTR|SIN|IND|NOM//conj//106 .//MAD//punct//16
Förord;Rasismen//NN|UTR|SIN|DEF|NOM//nsubj//112 har//VB|PRS|AKT//aux//112 ändrat//VB|SUP|AKT//parataxis//16 karaktär//NN|UTR|SIN|IND|NOM//obj//112 och//KN//cc//115 har//VB|PRS|AKT//aux//119 i//PP//case//118 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 fall//NN|NEU|PLU|IND|NOM//obl//119 omvandlats//VB|SUP|SFO//conj//112 till//PP//dep//119 en//DT|UTR|SIN|IND//det//122 ”//JJ|POS|UTR|SIN|IND|NOM//punct//123 kulturrasism//NN|UTR|SIN|IND|NOM//obl//119 ”//PM|NOM//punct//123 som//HP|-|-|-//nsubj//126 genomsyrar//VB|PRS|AKT//acl:relcl//123 vården//NN|UTR|SIN|DEF|NOM//obj//126 .//MAD//punct//112
Förord;Människor//NN|UTR|PLU|IND|NOM//nsubj:pass//3 med//PP//case//2 invandrarbakgrund//NN|UTR|SIN|IND|NOM//nmod//0 kulturaliseras//VB|INF|SFO//ROOT//3 inom//PP//case//5 vården//NN|UTR|SIN|DEF|NOM//obl//3 och//KN//cc//7 kategoriseras//VB|PRS|SFO//conj//3 efter//PP//case//12 väsenskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//12 ”//PAD//punct//9 kulturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 skillnader//NN|UTR|PLU|IND|NOM//obl//7 ”//RG|NOM//punct//3 .//MAD//punct//3
Förord;Mängder//NN|UTR|PLU|IND|NOM//nsubj//22 av//PP//case//17 studiematerial//NN|NEU|PLU|IND|NOM//nmod//15 som//HP|-|-|-//nsubj//19 förmedlar//VB|PRS|AKT//acl:relcl//17 rasistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 föreställningar//NN|UTR|PLU|IND|NOM//obj//19 florerar//VB|PRS|AKT//parataxis//3 inom//PP//case//24 vårdutbildningen//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//3
Förord;Ett//DT|NEU|SIN|IND//det//27 exempel//NN|NEU|SIN|IND|NOM//nsubj//29 är//VB|PRS|AKT//cop//29 läromedel//NN|NEU|SIN|IND|NOM//conj//3 om//PP//mark//34 ”//PM|NOM//punct//34 mångkulturell//JJ|POS|UTR|SIN|IND|NOM//amod//34 ”//PAD//punct//34 vård//NN|UTR|SIN|IND|NOM//nmod//29 som//HP|-|-|-//nsubj//36 skapar//VB|PRS|AKT//acl:relcl//34 föreställningar//NN|UTR|PLU|IND|NOM//obj//36 om//PP//case//40 invandrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//40 vårdtagare//NN|UTR|PLU|IND|NOM//nmod//37 som//KN//mark//43 kulturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 objekt//NN|NEU|PLU|IND|NOM//acl//40 ,//MID//punct//46 vilka//HP|UTR/NEU|PLU|IND//nsubj//46 saknar//VB|PRS|AKT//acl:relcl//40 förmåga//NN|UTR|SIN|IND|NOM//obj//46 att//IE//mark//49 förstå//VB|INF|AKT//acl//47 rationaliteten//NN|UTR|SIN|DEF|NOM//obj//49 i//PP//case//56 ”//PAD//punct//56 det//DT|NEU|SIN|DEF//det//56 medicinska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 tänkandet//NN|NEU|SIN|DEF|NOM//nmod//50 ”//PAD//punct//29 .//MID//punct//3
Förord;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//60 har//VB|PRS|AKT//conj//3 diskriminerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 konsekvenser//NN|UTR|PLU|IND|NOM//obj//60 för//PP//case//65 dessa//DT|UTR/NEU|PLU|DEF//det//65 människor//NN|UTR|PLU|IND|NOM//nmod//62 vilket//HP|NEU|SIN|IND//nsubj//68 också//AB//advmod//68 omöjliggör//VB|PRS|AKT//acl:relcl//62 en//DT|UTR|SIN|IND//det//71 likvärdig//JJ|POS|UTR|SIN|IND|NOM//amod//71 vård//NN|UTR|SIN|IND|NOM//obj//68 för//PP//case//73 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//71 oavsett//PP//case//78 etnisk//JJ|POS|UTR|SIN|IND|NOM//amod//78 och//KN//cc//77 religiös//JJ|POS|UTR|SIN|IND|NOM//conj//75 bakgrund//NN|UTR|SIN|IND|NOM//nmod//73 .//MAD//punct//60
Förord;Vårdens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 diskursiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 och//KN//cc//3 materiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 diskriminering//NN|UTR|SIN|IND|NOM//nsubj//5 har//VB|PRS|AKT//ROOT//5 också//AB//advmod//5 en//DT|UTR|SIN|IND//det//8 könsdimension//NN|UTR|SIN|IND|NOM//obj//5 .//MAD//punct//5
Förord;Den//DT|UTR|SIN|DEF//det//12 feministiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 forskningen//NN|UTR|SIN|DEF|NOM//nsubj//13 visar//VB|PRS|AKT//parataxis//5 att//SN//mark//21 vårdens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 strukturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 utgångspunkter//NN|UTR|PLU|IND|NOM//nsubj//21 och//KN//cc//20 institutionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 praktiker//NN|UTR|PLU|IND|NOM//conj//17 diskriminerar//VB|PRS|AKT//ccomp//13 kvinnliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 patienter//NN|UTR|PLU|IND|NOM//obj//21 .//MAD//punct//5
Förord;Denna//DT|UTR|SIN|DEF//det//26 forskning//NN|UTR|SIN|IND|NOM//nsubj//29 måste//VB|PRS|AKT//aux//29 vara//VB|INF|AKT//cop//29 vägledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//5 för//PP//case//31 forskning//NN|UTR|SIN|IND|NOM//obl//29 om//PP//case//33 hälsa//NN|UTR|SIN|IND|NOM//nmod//31 och//KN//cc//35 etnicitet//NN|UTR|SIN|IND|NOM//conj//33 .//MAD//punct//5
Förord;De//DT|UTR/NEU|PLU|DEF//det//1 studier//NN|UTR|PLU|IND|NOM//nsubj//7 som//HP|-|-|-//nsubj:pass//3 presenteras//VB|PRS|SFO//acl:relcl//1 i//PP//case//6 denna//DT|UTR|SIN|DEF//det//6 rapport//NN|UTR|SIN|IND|NOM//obl//3 visar//VB|PRS|AKT//ROOT//7 på//PP//case//11 ett//DT|NEU|SIN|IND//det//11 starkt//JJ|POS|NEU|SIN|IND|NOM//amod//11 samband//NN|NEU|SIN|IND|NOM//obl//7 mellan//PP//case//14 upplevd//PC|PRF|UTR|SIN|IND|NOM//amod//14 diskriminering//NN|UTR|SIN|IND|NOM//nmod//11 (//PAD//punct//14 både//KN//cc//17 mellanmänsklig//JJ|POS|UTR|SIN|IND|NOM//appos//14 och//KN//cc//19 institutionell//JJ|POS|UTR|SIN|IND|NOM//conj//17 )//PAD//punct//17 och//KN//cc//25 psykisk//JJ|POS|UTR|SIN|IND|NOM//amod//25 och//KN//cc//24 fysisk//JJ|POS|UTR|SIN|IND|NOM//conj//22 ohälsa//NN|UTR|SIN|IND|NOM//conj//17 bland//PP//case//28 utrikes//AB//fixed//26 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//17 i//PP//case//32 det//DT|NEU|SIN|DEF//det//32 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 samhället//NN|NEU|SIN|DEF|NOM//obl//17 .//MAD//punct//7
Förord;Studierna//NN|UTR|PLU|DEF|NOM//nsubj//35 visar//VB|PRS|AKT//parataxis//7 en//DT|UTR|SIN|IND//det//37 variation//NN|UTR|SIN|IND|NOM//obj//35 mellan//PP//case//40 utlandsfödda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//40 kvinnor//NN|UTR|PLU|IND|NOM//nmod//37 och//KN//cc//42 män//NN|UTR|PLU|IND|NOM//conj//40 ,//MID//punct//35 men//KN//cc//46 ännu//AB//advmod//46 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//35 mellan//PP//case//49 utlandsfödda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//49 kvinnor//NN|UTR|PLU|IND|NOM//nmod//46 ///MID//cc//51 män//NN|UTR|PLU|IND|NOM//conj//49 och//KN//cc//54 infödda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 kvinnor//NN|UTR|PLU|IND|NOM//conj//49 ///MID//cc//56 män//NN|UTR|PLU|IND|NOM//conj//49 .//MAD//punct//35
Förord;Resultaten//NN|NEU|PLU|DEF|NOM//nsubj//59 pekar//VB|PRS|AKT//conj//35 på//PP//case//69 att//SN//mark//69 den//DT|UTR|SIN|DEF//det//64 psykiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 ohälsan//NN|UTR|SIN|DEF|NOM//nsubj//69 är//VB|PRS|AKT//cop//69 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//69 bland//PP//case//69 utlandsfödda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//69 män//NN|UTR|PLU|IND|NOM//obl//59 än//KN//case//72 infödda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 män//NN|UTR|PLU|IND|NOM//nmod//69 och//KN//cc//84 att//SN//mark//84 den//DT|UTR|SIN|DEF//det//79 psykiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//79 och//KN//cc//78 fysiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//76 ohälsan//NN|UTR|SIN|DEF|NOM//nsubj//84 är//VB|PRS|AKT//cop//84 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//84 bland//PP//case//84 utlandsfödda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//84 kvinnor//NN|UTR|PLU|IND|NOM//conj//69 än//KN//mark//87 infödda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//87 kvinnor//NN|UTR|PLU|IND|NOM//nmod//84 .//MAD//punct//35
Förord;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//90 tyder//VB|PRS|AKT//parataxis//35 enligt//PP//case//92 författarna//NN|UTR|PLU|DEF|NOM//obl//90 på//PP//mark//106 att//SN//mark//106 rasism//NN|UTR|SIN|IND|NOM//nsubj//106 ,//MID//punct//98 vardaglig//JJ|POS|UTR|SIN|IND|NOM//amod//98 diskriminering//NN|UTR|SIN|IND|NOM//conj//95 ,//MID//punct//100 erfarenheter//NN|UTR|PLU|IND|NOM//conj//95 av//PP//case//105 orättvisa//NN|UTR|SIN|IND|NOM//amod//105 och//KN//cc//104 kränkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//102 behandlingar//NN|UTR|PLU|IND|NOM//nmod//100 har//VB|PRS|AKT//advcl//90 effekter//NN|UTR|PLU|IND|NOM//obj//106 på//PP//case//113 den//DT|UTR|SIN|DEF//det//113 fysiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//113 och//KN//cc//112 psykiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//110 hälsan//NN|UTR|SIN|DEF|NOM//nmod//107 ,//MID//punct//115 effekter//NN|UTR|PLU|IND|NOM//conj//107 som//HP|-|-|-//nsubj//117 går//VB|PRS|AKT//acl:relcl//115 bortom//PP//case//120 en//DT|UTR|SIN|IND//det//120 analys//NN|UTR|SIN|IND|NOM//obl//117 av//PP//case//125 enbart//AB//advmod//125 de//DT|UTR/NEU|PLU|DEF//det//125 socioekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//125 förhållandena//NN|NEU|PLU|DEF|NOM//nmod//120 .//MAD//punct//35
Förord;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//128 visar//VB|PRS|AKT//conj//7 också//AB//advmod//128 relevansen//NN|UTR|SIN|DEF|NOM//obj//128 av//PP//mark//133 att//IE//mark//133 analysera//VB|INF|AKT//acl//130 diskriminering//NN|UTR|SIN|IND|NOM//obj//133 och//KN//cc//136 ohälsa//NN|UTR|SIN|IND|NOM//conj//134 ur//PP//case//139 ett//DT|NEU|SIN|IND//det//139 köns-//NN|NEU|-|-|SMS//obl//133 och//KN//cc//141 etnicitetsperspektiv//NN|NEU|SIN|IND|NOM//conj//139 .//MAD//punct//7
Förord;Forskningen//NN|UTR|SIN|DEF|NOM//nsubj//9 om//PP//case//2 diskriminering//NN|UTR|SIN|IND|NOM//nmod//0 inom//PP//case//4 hälsovården//NN|UTR|SIN|DEF|NOM//nmod//2 är//VB|PRS|AKT//cop//0 fortfarande//AB//advmod//5 i//PP//case//9 sin//PS|UTR|SIN|DEF//nmod:poss//9 linda//NN|UTR|SIN|IND|NOM//ROOT//9 .//MID//punct//9
