Urkunden I T iden ;–//RG|NOM//punct//3 en//DT|UTR|SIN|IND//det//3 straffrättslig//JJ|POS|UTR|SIN|IND|NOM//amod//3 anpassning//NN|UTR|SIN|IND|NOM//ROOT//3
Till statsrådet och chefen för Justitiedepartementet;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//2 anställdes//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//mark//17 den//DT|UTR|SIN|DEF//det//6 15//RG|NOM//nummod//6 augusti//NN|UTR|SIN|IND|NOM//nmod//10 2005//RG|NOM//nummod//10 numera//AB//advmod//10 rådmannen//NN|UTR|SIN|DEF|NOM//nmod//10 Karin//PM|NOM//discourse//17 Mårtensson//PM|NOM//flat:name//10 Telde//PM|NOM//flat:name//10 .//MAD//punct//10
Till statsrådet och chefen för Justitiedepartementet;Hovrättsassessorn//NN|UTR|SIN|DEF|NOM//dep//17 Anette//PM|NOM//flat:name//14 Ohlsson//PM|NOM//flat:name//15 anställdes//VB|PRT|SFO//advcl//2 som//KN//mark//19 sekreterare//NN|UTR|SIN|IND|NOM//obl//17 i//PP//case//21 utredningen//NN|UTR|SIN|DEF|NOM//nmod//19 fr.o.m.//AB|AN//case//25 den//DT|UTR|SIN|DEF//det//25 1//RO|NOM//nummod//25 april//NN|UTR|SIN|IND|NOM//obl//17 2006//RG|NOM//nummod//25 och//KN//cc//31 fr.o.m.//AB|AN//case//31 den//DT|UTR|SIN|DEF//det//31 18//RG|NOM//nummod//31 april//NN|UTR|SIN|IND|NOM//conj//25 2006//RG|NOM//nummod//31 entledigades//VB|PRT|SFO//conj//2 Karin//PM|NOM//nsubj:pass//33 Mårtensson//PM|NOM//flat:name//34 Telde//PM|NOM//flat:name//34 från//PP//case//39 sin//PS|UTR|SIN|DEF//nmod:poss//39 funktion//NN|UTR|SIN|IND|NOM//obl//33 i//PP//case//41 utredningen//NN|UTR|SIN|DEF|NOM//obl//33 .//MAD//punct//2
Till statsrådet och chefen för Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//10 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 IT-förfalskningsutredningen//NN|UTR|SIN|DEF|NOM//obj//4 ,//MID//punct//0 får//VB|PRS|AKT//aux//10 härmed//AB//advmod//10 överlämna//VB|INF|AKT//ROOT//10 sitt//PS|NEU|SIN|DEF//nmod:poss//12 betänkande//NN|NEU|SIN|IND|NOM//obj//10 Urkunden//NN|UTR|SIN|DEF|NOM//obj//10 I//PP//case//15 Tiden//PM|NOM//nmod//13 –//RG|NOM//punct//19 en//DT|UTR|SIN|IND//det//19 straffrättslig//JJ|POS|UTR|SIN|IND|NOM//amod//19 anpassning//NN|UTR|SIN|IND|NOM//appos//10 (//PAD//punct//19 SOU//PM|NOM//appos//19 2007:92//RG|NOM//nmod//21 )//PAD//punct//21 .//MAD//punct//27
Till statsrådet och chefen för Justitiedepartementet;Betänkandet//NN|NEU|SIN|DEF|NOM//nsubj//27 är//VB|PRS|AKT//cop//27 skrivet//PC|PRF|NEU|SIN|IND|NOM//conj//19 i//PP//case//29 vi-form//NN|UTR|SIN|IND|NOM//obl//27 ,//MID//punct//27 eftersom//SN//mark//33 experterna//NN|UTR|PLU|DEF|NOM//nsubj//33 instämmer//VB|PRS|AKT//advcl//27 i//PP//case//36 de//DT|UTR/NEU|PLU|DEF//det//36 förslag//NN|NEU|PLU|IND|NOM//obl//33 som//HP|-|-|-//nsubj:pass//38 lämnas//VB|PRS|SFO//acl:relcl//36 .//MAD//punct//10
Till statsrådet och chefen för Justitiedepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 härmed//AB//advmod//4 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Stockholm//PM|NOM//ROOT//0 den//DT|UTR|SIN|DEF//det//3 28//RG|NOM//nummod//3 november//NN|UTR|SIN|IND|NOM//obj//0 2007//RG|NOM//nummod//3
Till statsrådet och chefen för Justitiedepartementet;Pia//PM|NOM//ROOT//0 Johansson//PM|NOM//flat:name//0 /Anette//RG|NOM//cc//3 Ohlsson//PM|NOM//flat:name//0

Författningsförslag;1//RG|NOM//nummod//1 Förslag//NN|NEU|PLU|IND|NOM//ROOT//1 till//PP//case//3 lag//NN|UTR|SIN|IND|NOM//nmod//1 om//PP//case//5 ändring//NN|UTR|SIN|IND|NOM//nmod//3 i//PP//case//7 brottsbalken//NN|UTR|SIN|DEF|NOM//nmod//5
Författningsförslag;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//case//5 brottsbalken//NN|UTR|SIN|DEF|NOM//obl//1 dels//KN//mark//22 att//SN//mark//22 14//RG|NOM//nummod//9 kap.//NN|AN//nmod//10 1–5//RG|NOM//nsubj//22 och//KN//cc//10 7–12//NN|NEU|SIN|IND|NOM//conj//10 §//NN|AN//nmod//14 §//NN|AN//nmod//10 samt//KN//cc//14 15//RG|NOM//nummod//17 kap.//NN|AN//nmod//20 10–15//RG|NOM//nummod//19 §//NN|AN//nmod//20 §//NN|AN//nmod//10 ska//VB|PRS|AKT//aux//22 ha//VB|INF|AKT//acl//5 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 lydelse//NN|UTR|SIN|IND|NOM//obj//22 ,//MID//punct//1 dels//KN//advmod//32 att//SN//mark//32 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//32 i//PP//case//30 balken//NN|UTR|SIN|DEF|NOM//obl//32 ska//VB|PRS|AKT//aux//32 införas//VB|INF|SFO//advcl//1 tre//RG|NOM//nummod//35 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 paragrafer//NN|UTR|PLU|IND|NOM//nsubj:pass//32 ,//MID//punct//35 14//RG|NOM//nummod//38 kap.//NN|AN//appos//35 9//RG|NOM//nummod//38 a//NN|NEU|SIN|IND|NOM//case//41 §//NN|AN//nmod//38 och//KN//cc//41 15//RG|NOM//nummod//44 kap.//NN|AN//obl//45 11//RG|NOM//nummod//46 a//NN|NEU|SIN|IND|NOM//obl//38 och//KN//cc//46 11//RG|NOM//nummod//46 b//NN|NEU|SIN|IND|NOM//case//51 §//NN|AN//nmod//51 §//NN|AN//nmod//38 ,//MID//punct//35 av//PP//case//55 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 lydelse//NN|UTR|SIN|IND|NOM//nmod//35 .//MAD//punct//1
Författningsförslag;14//RG|NOM//nummod//58 kap.//NN|AN//appos//1 1//RG|NOM//nummod//60 §//NN|AN//obl//58
Författningsförslag;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//25 som//HP|-|-|-//nsubj//5 ,//MID//punct//5 genom//PP//mark//5 att//IE//mark//5 skriva//VB|INF|AKT//acl:relcl//0 annan//JJ|POS|UTR|SIN|IND|NOM//advmod//5 ,//MID//punct//8 verklig//JJ|POS|UTR|SIN|IND|NOM//conj//6 eller//KN//cc//10 diktad//PC|PRF|UTR|SIN|IND|NOM//conj//8 ,//MID//punct//13 persons//NN|UTR|SIN|DEF|GEN//nmod:poss//13 namn//NN|NEU|SIN|IND|NOM//conj//6 eller//KN//cc//18 genom//PP//mark//18 att//IE//mark//18 falskeligen//AB//advmod//18 förskaffa//VB|INF|AKT//conj//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//18 annans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//21 underskrift//NN|UTR|SIN|IND|NOM//obj//18 eller//KN//cc//23 annorledes//VB|PRT|SFO//conj//21 ,//MID//punct//0 framställer//VB|PRS|AKT//ROOT//25 falsk//JJ|POS|UTR|SIN|IND|NOM//amod//27 urkund//NN|UTR|SIN|IND|NOM//obj//25 eller//KN//cc//31 ock//AB//advmod//31 falskeligen//AB//advmod//31 ändrar//VB|PRS|AKT//conj//25 eller//KN//cc//33 utfyller//VB|PRS|AKT//conj//31 äkta//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 urkund//NN|UTR|SIN|IND|NOM//obj//33 ,//MID//punct//37 dömes//NN|UTR|SIN|IND|NOM//conj//31 ,//MID//punct//41 om//SN//mark//41 åtgärden//NN|UTR|SIN|DEF|NOM//nsubj//41 innebär//VB|PRS|AKT//conj//31 fara//NN|UTR|SIN|IND|NOM//xcomp//41 i//PP//case//44 bevishänseende//NN|NEU|SIN|IND|NOM//nmod//42 ,//MID//punct//48 för//PP//case//48 urkunds//NN|NEU|SIN|IND|GEN//nmod//48 U//PM|NOM//obl//31  //_SP////48 -//MID//punct//25 förfalskning//NN|UTR|SIN|IND|NOM//nmod//52 U//PM|NOM//appos//25  //_SP////52 till//PP//case//55 fängelse//NN|NEU|SIN|IND|NOM//obl//52 i//PP//case//59 högst//AB|SUV//advmod//58 två//RG|NOM//nummod//59 år//NN|NEU|PLU|IND|NOM//nmod//55 .//MAD//punct//25
Författningsförslag;Såsom//KN//mark//2 urkund//NN|UTR|SIN|IND|NOM//nsubj:pass//2 anses//VB|PRS|SFO//advcl//76 protokoll//NN|NEU|SIN|IND|NOM//nsubj:pass//2 ,//MID//punct//5 kontrakt//NN|NEU|PLU|IND|NOM//conj//3 ,//MID//punct//7 skuldebrev//NN|NEU|PLU|IND|NOM//conj//3 ,//MID//punct//9 intyg//NN|NEU|SIN|IND|NOM//conj//3 och//KN//cc//12 annan//JJ|POS|UTR|SIN|IND|NOM//amod//12 handling//NN|UTR|SIN|IND|NOM//conj//3 ,//MID//punct//3 som//HP|-|-|-//nsubj:pass//15 upprättats//VB|SUP|SFO//acl:relcl//3 till//PP//case//17 bevis//NN|NEU|PLU|IND|NOM//obl//15 eller//KN//cc//22 eljest//AB//advmod//22 är//VB|PRS|AKT//cop//22 av//PP//case//22 betydelse//NN|UTR|SIN|IND|NOM//conj//15 såsom//KN//mark//24 bevis//NN|NEU|SIN|IND|NOM//acl//22 ,//MID//punct//2 så//AB//advmod//27 ock//AB//advmod//2 legitimationskort//NN|NEU|SIN|IND|NOM//nsubj:pass//2 ,//MID//punct//30 biljett//NN|UTR|SIN|IND|NOM//conj//28 och//KN//cc//32 dylikt//JJ|POS|NEU|SIN|IND|NOM//conj//28 bevismärke//NN|NEU|SIN|IND|NOM//conj//28 .//MAD//punct//2
Författningsförslag;eller//KN//cc//43 om//SN//mark//43 gärningen//NN|UTR|SIN|DEF|NOM//nsubj//43 eljest//AB//advmod//43 var//VB|PRT|AKT//cop//43 av//PP//case//43 särskilt//AB//advmod//42 farlig//JJ|POS|UTR|SIN|IND|NOM//amod//43 art//NN|UTR|SIN|IND|NOM//conj//2 .//MAD//punct//43
Författningsförslag;på//PP//case//46 sätt//NN|NEU|SIN|IND|NOM//obl//47 ovan//AB//advmod//48 sägs//VB|PRS|SFO//advcl//2 ,//MID//punct//50 dömes//NN|UTR|SIN|IND|NOM//conj//48 ,//MID//punct//2 om//SN//mark//54 åtgärden//NN|UTR|SIN|DEF|NOM//nsubj//54 innebär//VB|PRS|AKT//advcl//2 fara//NN|UTR|SIN|IND|NOM//xcomp//54 i//PP//case//57 bevishänseende//NN|NEU|SIN|IND|NOM//nmod//55 ,//MID//punct//60 för//PP//case//60 brukande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//54 av//PP//case//63 det//DT|NEU|SIN|DEF//det//63 förfalskade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nmod//60 såsom//KN//mark//68 hade//VB|PRT|AKT//aux//68 han//PN|UTR|SIN|DEF|SUB//nsubj//68 själv//JJ|POS|UTR|SIN|IND|NOM//amod//66 gjort//VB|SUP|AKT//advcl//60 förfalskningen//NN|UTR|SIN|DEF|NOM//obj//68 .//MAD//punct//2
Författningsförslag;på//PP//case//72 sätt//NN|NEU|SIN|IND|NOM//obl//74 ovan//AB//advmod//74 sägs//VB|PRS|SFO//advcl//2 ,//MID//punct//74 döms//VB|PRS|SFO//ROOT//76 ,//MID//punct//76 om//SN//mark//80 åtgärden//NN|UTR|SIN|DEF|NOM//nsubj//80 innebär//VB|PRS|AKT//advcl//76 fara//NN|UTR|SIN|IND|NOM//xcomp//80 i//PP//case//83 bevishänseende//NN|NEU|SIN|IND|NOM//nmod//81 ,//MID//punct//86 för//PP//case//86 brukande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//80 av//PP//case//89 det//DT|NEU|SIN|DEF//det//89 förfalskade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nmod//86 som//KN//mark//95 om//SN//fixed//90 han//PN|UTR|SIN|DEF|SUB//nsubj//95 själv//JJ|POS|UTR|SIN|IND|NOM//amod//92 hade//VB|PRT|AKT//aux//95 gjort//VB|SUP|AKT//advcl//86 förfalskningen//NN|UTR|SIN|DEF|NOM//obj//95 .//MAD//punct//76
Författningsförslag;9//RG|NOM//nummod//100 a//NN|NEU|SIN|IND|NOM//case//100 §//NN|AN//appos//76
Författningsförslag;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//13 som//HP|-|-|-//nsubj//7 i//PP//case//7 en//DT|UTR|SIN|IND//det//7 rättslig//JJ|POS|UTR|SIN|IND|NOM//amod//7 eller//KN//cc//6 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//conj//4 angelägenhet//NN|UTR|SIN|IND|NOM//acl:relcl//0 ,//MID//punct//10 i//PP//case//10 syfte//NN|NEU|SIN|IND|NOM//conj//7 att//IE//mark//13 orättmätigt//AB|POS//advmod//13 skaffa//VB|INF|AKT//ROOT//13 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//13 en//DT|UTR|SIN|IND//det//16 förmån//NN|UTR|SIN|IND|NOM//obj//13 eller//KN//cc//18 undgå//VB|INF|AKT//conj//13 en//DT|UTR|SIN|IND//det//20 förpliktelse//NN|UTR|SIN|IND|NOM//obj//18 ,//MID//punct//22 sanningslöst//AB|POS//conj//20 utger//VB|PRS|AKT//conj//13 en//DT|UTR|SIN|IND//det//26 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//26 handling//NN|UTR|SIN|IND|NOM//obj//23 för//PP//mark//29 att//IE//mark//29 härröra//VB|INF|AKT//advcl//23 från//PP//case//32 angiven//PC|PRF|UTR|SIN|IND|NOM//amod//32 utställare//NN|UTR|SIN|IND|NOM//obl//29 ,//MID//punct//13 döms//VB|PRS|SFO//conj//13 ,//MID//punct//34 om//SN//mark//40 handlingen//NN|UTR|SIN|DEF|NOM//advmod//40 är//VB|PRS|AKT//cop//40 av//PP//case//40 betydelse//NN|UTR|SIN|IND|NOM//obl//34 som//KN//mark//42 bevis//NN|NEU|SIN|IND|NOM//conj//40 och//KN//cc//44 åtgärden//NN|UTR|SIN|DEF|NOM//conj//42 innebär//VB|PRS|AKT//conj//13 fara//NN|UTR|SIN|IND|NOM//xcomp//45 i//PP//case//48 bevishänseende//NN|NEU|SIN|IND|NOM//nmod//46 ,//MID//punct//52 för//PP//case//52 brukande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 U//PM|NOM//appos//13  //_SP////52 av//PP//case//57 falsk//JJ|POS|UTR|SIN|IND|NOM//amod//57 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//57 handling//NN|UTR|SIN|IND|NOM//nmod//58 U//PM|NOM//nummod//52  //_SP////58 till//PP//case//61 böter//NN|UTR|PLU|IND|NOM//obl//13 eller//KN//cc//63 fängelse//NN|NEU|SIN|IND|NOM//conj//61 i//PP//case//67 högst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//66 sex//RG|NOM//nummod//67 månader//NN|UTR|PLU|IND|NOM//obl//13 .//MAD//punct//13
Författningsförslag;Sker//VB|PRS|AKT//ROOT//0 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//2 gärning//NN|UTR|SIN|IND|NOM//nsubj//0 av//PP//case//5 grov//JJ|POS|UTR|SIN|IND|NOM//amod//5 oaktsamhet//NN|UTR|SIN|IND|NOM//nmod//2 ,//MID//punct//7 dömes//NN|UTR|SIN|IND|NOM//conj//0 för//PP//case//10 vårdslös//JJ|POS|UTR|SIN|IND|NOM//amod//10 U//PM|NOM//obl//7  //_SP////10 försäkran//NN|UTR|SIN|IND|NOM//obl//7  //_SP////12 till//PP//case//15 U//PM|NOM//obl//7  //_SP////15 böter//NN|UTR|PLU|IND|NOM//conj//15 eller//KN//cc//19 fängelse//NN|NEU|SIN|IND|NOM//conj//17 i//PP//case//23 högst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//22 sex//RG|NOM//nummod//23 månader//NN|UTR|PLU|IND|NOM//nmod//19 .//MAD//punct//0
Författningsförslag;Sker//VB|PRS|AKT//advcl//7 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//2 gärning//NN|UTR|SIN|IND|NOM//nsubj//0 av//PP//case//5 grov//JJ|POS|UTR|SIN|IND|NOM//amod//5 oaktsamhet//NN|UTR|SIN|IND|NOM//nmod//2 ,//MID//punct//7 döms//VB|PRS|SFO//ROOT//7 för//PP//case//11 U//PM|NOM//nummod//11 vårdslös//JJ|POS|UTR|SIN|IND|NOM//amod//11 försäkran//NN|UTR|SIN|IND|NOM//nmod//12 U//PM|NOM//nsubj//7  //_SP////12 till//PP//case//15 böter//NN|UTR|PLU|IND|NOM//obl//7 eller//KN//cc//17 fängelse//NN|NEU|SIN|IND|NOM//conj//15 i//PP//case//21 högst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//20 sex//RG|NOM//nummod//21 månader//NN|UTR|PLU|IND|NOM//nmod//17 .//MAD//punct//7
Författningsförslag;11//RG|NOM//nummod//24 §//NN|AN//obl//7
Författningsförslag;Lämnar//VB|PRS|AKT//advcl//61 någon//PN|UTR|SIN|IND|SUB/OBJ//obj//0 i//PP//case//3 intyg//NN|NEU|SIN|IND|NOM//obl//0 eller//KN//cc//6 annan//JJ|POS|UTR|SIN|IND|NOM//amod//6 urkund//NN|UTR|SIN|IND|NOM//nmod//8 osann//JJ|POS|UTR|SIN|IND|NOM//amod//8 uppgift//NN|UTR|SIN|IND|NOM//obj//0 om//PP//mark//12 vem//HP|UTR|SIN|IND//dislocated//12 han//PN|UTR|SIN|DEF|SUB//nsubj//12 är//VB|PRS|AKT//cop//18 eller//KN//cc//18 om//SN//fixed//13 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//14 än//KN//case//18 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 angelägenheter//NN|UTR|PLU|IND|NOM//obj//0 eller//KN//cc//20 upprättar//VB|PRS|AKT//conj//0 någon//PN|UTR|SIN|IND|SUB/OBJ//obj//20 för//PP//case//24 skens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 skull//NN|UTR|SIN|IND|NOM//obl//20 urkund//NN|UTR|SIN|IND|NOM//obj//20 rörande//PP//case//27 rättshandling//NN|UTR|SIN|IND|NOM//nmod//25 ,//MID//punct//29 dömes//NN|UTR|SIN|IND|NOM//conj//25 ,//MID//punct//20 om//SN//mark//33 åtgärden//NN|UTR|SIN|DEF|NOM//nsubj//33 innebär//VB|PRS|AKT//advcl//20 fara//NN|UTR|SIN|IND|NOM//xcomp//33 i//PP//case//36 bevishänseende//NN|NEU|SIN|IND|NOM//nmod//34 ,//MID//punct//40 för//AB//case//40 osant//JJ|POS|NEU|SIN|IND|NOM//amod//40 U//NN|NEU|SIN|IND|NOM//nmod//43  //_SP////40 intygande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 U//PM|NOM//obl//33  //_SP////43 till//PP//case//46 böter//NN|UTR|PLU|IND|NOM//obl//33 eller//KN//cc//48 fängelse//NN|NEU|SIN|IND|NOM//conj//46 i//PP//case//52 högst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//51 sex//RG|NOM//nummod//52 månader//NN|UTR|PLU|IND|NOM//nmod//48 .//MAD//punct//0
