Styrkraft i funktionshinderspolitiken;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
Till statsrådet och chefen för Socialdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 tagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//obj//2 Styrutredningen//PM|NOM//advmod//2 för//PP//case//6 funktionshinderspolitiken//NN|UTR|SIN|DEF|NOM//obl//2 .//MAD//punct//2
Till statsrådet och chefen för Socialdepartementet;Martin//PM|NOM//nsubj//2 Olauzon//PM|NOM//flat//0 svarar//VB|PRS|AKT//ROOT//2 som//KN//case//5 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//5 utredare//NN|UTR|SIN|IND|NOM//obl//2 ensam//JJ|POS|UTR|SIN|IND|NOM//xcomp//2 för//PP//case//8 innehållet//NN|NEU|SIN|DEF|NOM//obl//2 i//PP//case//10 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//8 .//MID//punct//2
Till statsrådet och chefen för Socialdepartementet;Han//PN|UTR|SIN|DEF|SUB//nsubj//14 har//VB|PRS|AKT//aux//14 tagit//VB|SUP|AKT//conj//2 råd//NN|NEU|SIN|IND|NOM//obj//14 av//PP//compound:prt//14 och//KN//cc//18 mottagit//VB|SUP|AKT//conj//14 underlag//NN|NEU|SIN|IND|NOM//obj//18 från//PP//case//22 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 experter//NN|UTR|PLU|IND|NOM//nmod//19 som//HP|-|-|-//nsubj//25 därigenom//AB//advmod//25 bidragit//VB|SUP|AKT//acl:relcl//19 till//PP//case//27 betänkandet//NN|NEU|SIN|DEF|NOM//obl//25 .//MAD//punct//31
Till statsrådet och chefen för Socialdepartementet;I//PP//case//30 betänkandet//NN|NEU|SIN|DEF|NOM//obl//31 används//VB|PRS|SFO//advcl//14 därför//AB//advmod//31 ”//PAD//punct//34 vi-formen//NN|UTR|SIN|DEF|NOM//xcomp//31 ”//PAD//punct//34 .//MAD//punct//14
Till statsrådet och chefen för Socialdepartementet;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//38 hindrar//VB|PRS|AKT//conj//14 inte//AB//advmod//38 att//SN//mark//44 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//42 uppfattningar//NN|UTR|PLU|IND|NOM//nsubj//44 kan//VB|PRS|AKT//aux//44 finnas//VB|INF|SFO//ccomp//38 .//MAD//punct//14
Till statsrådet och chefen för Socialdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//4 Styrkraft//NN|UTR|SIN|IND|NOM//obj//1 i//PP//case//6 funktionshinderspolitiken//NN|UTR|SIN|DEF|NOM//obl//1  //_SP////6 (//PAD//punct//1 SOU//PM|NOM//parataxis//1 2019:23//RG|NOM//nummod//9 )//PAD//punct//9 .//MAD//punct//15
Till statsrådet och chefen för Socialdepartementet;Till//PP//case//14 betänkandet//NN|NEU|SIN|DEF|NOM//obl//15 fogas//VB|PRS|SFO//conj//1 ett//DT|NEU|SIN|IND//det//18 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//18 yttrande//NN|NEU|SIN|IND|NOM//nsubj:pass//15 .//MAD//punct//1
Till statsrådet och chefen för Socialdepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 härmed//AB//advmod//4 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 .//MAD//punct//4
Till statsrådet och chefen för Socialdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 april//NN|UTR|SIN|IND|NOM//obl//0 2019//RG|NOM//nummod//0
Till statsrådet och chefen för Socialdepartementet;Martin//PM|NOM//ROOT//0 Olauzon//PM|NOM//flat//0 /Anders//MID//nmod//3 Berg//PM|NOM//conj//0 Hanna//PM|NOM//flat:name//3 Åkesson//PM|NOM//flat:name//3

Förteckning över dem som har deltagit i utredningens arbete;Särskild//PC|PRF|UTR|SIN|IND|NOM//amod//1 utredare//NN|UTR|SIN|IND|NOM//ROOT//1
Förteckning över dem som har deltagit i utredningens arbete;Martin//PM|NOM//ROOT//0 Olauzon//PM|NOM//flat:name//0 ,//MID//punct//0 2018-02-01//RG|NOM//appos//0 till//PP//case//5 2019-05-07//RG|NOM//nmod//3
Förteckning över dem som har deltagit i utredningens arbete;Experter//NN|UTR|PLU|IND|NOM//ROOT//0

Arbetsmarknadsdepartementet;Helena//PM|NOM//nmod//3 Hagelroth//PM|NOM//flat//0 ,//MID//punct//0 2018-09-03//RG|NOM//ROOT//3 till//PP//case//5 2019-05-07//RG|NOM//nmod//3

Finansdepartementet;Frida//PM|NOM//ROOT//0 Nannesson//PM|NOM//flat//0 ,//MID//punct//3 2018-04-03//RG|NOM//conj//0 till//PP//case//5 2019-01-30//RG|NOM//nmod//3

Justitiedepartementet;Lena//PM|NOM//ROOT//0 Warstrand//PM|NOM//flat:name//0 ,//MID//punct//3 2019-01-30//RG|NOM//conj//0 till//PP//case//5 2019-05-07//RG|NOM//nmod//3

Kulturdepartementet;Anna//PM|NOM//ROOT//0 Schölin//PM|NOM//flat:name//0 ,//MID//punct//3 2018-04-03//RG|NOM//conj//0 till//PP//case//5 2019-05-07//RG|NOM//nmod//3

Näringsdepartementet;Sophie//PM|NOM//ROOT//0 Ahlstrand//PM|NOM//flat:name//0 ,//MID//punct//3 2018-04-03//RG|NOM//conj//0 till//PP//case//6 2019-01-30//RG|NOM//nmod//6 Ingrid//PM|NOM//nmod//3 Birgersson//PM|NOM//flat:name//6 ,//MID//punct//6 2019-01-31//RG|NOM//punct//3 till//PP//case//11 2019-05-07//RG|NOM//nmod//3
Näringsdepartementet;Sofia//PM|NOM//ROOT//0 Wennberg//PM|NOM//flat:name//0 DiGasper//PM|NOM//obj//0 ,//MID//punct//4 2018-04-03//RG|NOM//conj//0 till//PP//case//8 2018-09-03//RG|NOM//nummod//7 Anders//PM|NOM//nmod//8 Hektor//PM|NOM//nmod//4 ,//MID//punct//10 2018-09-03//RG|NOM//conj//0 till//PP//case//13 2019-05-07//RG|NOM//nummod//13 Jeannette//PM|NOM//nmod//10 Jarmlinger//PM|NOM//flat//13 ,//MID//punct//16 2019-03-18//RG|NOM//conj//0 till//PP//case//18 2019-05-07//RG|NOM//nmod//16 Linda//PM|NOM//nmod//16 Svanhed//PM|NOM//flat//19 ,//MID//punct//22 2018-04-03//RG|NOM//conj//0 till//PP//case//24 2019-03-18//RG|NOM//obl//22

Socialdepartementet;Lars//PM|NOM//ROOT//0 Nilsson//PM|NOM//flat:name//0 ,//MID//punct//3 2018-04-03//RG|NOM//conj//0 till//PP//case//5 2019-05-07//RG|NOM//nmod//3

Utbildningsdepartementet;Christina//PM|NOM//ROOT//0 Hassel//PM|NOM//flat:name//0 ,//MID//punct//3 2018-04-03//RG|NOM//conj//0 till//PP//case//5 2019-05-07//RG|NOM//nmod//3
Utbildningsdepartementet;Annika//PM|NOM//ROOT//0 Järemo//PM|NOM//flat:name//0 ,//MID//punct//3 2018-04-03//RG|NOM//conj//0 till//PP//case//5 2019-05-07//RG|NOM//nmod//3

Statliga myndigheter;Karl-Oskar//PM|NOM//ROOT//0 Öhman//PM|NOM//flat:name//0 ,//MID//punct//0 Myndigheten//NN|UTR|SIN|DEF|NOM//appos//0 för//PP//case//5 delaktighet//NN|UTR|SIN|IND|NOM//nmod//3 ,//MID//punct//7 2018-04-03//RG|NOM//conj//0 till//PP//case//9 2019-05-07//RG|NOM//nmod//7

Organisationer;Amanda//PM|NOM//ROOT//0 Lindberg//PM|NOM//flat:name//0 ,//MID//punct//4 Lika//AB//advmod//4 Unika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//0 ,//MID//punct//6 2018-04-03//RG|NOM//conj//0 till//PP//case//8 2019-05-07//RG|NOM//nmod//6
Organisationer;Anna//PM|NOM//ROOT//0 Thomsson//PM|NOM//flat:name//0 ,//MID//punct//4 Sveriges//PM|GEN//nmod:poss//4 Kommuner//NN|UTR|PLU|IND|NOM//conj//0 och//KN//cc//6 Landsting//NN|UTR|SIN|IND|NOM//conj//4 ,//MID//punct//8 2018-04-03//RG|NOM//conj//0 till//PP//case//10 2019-05-07//RG|NOM//nmod//8
Organisationer;Elisabeth//PM|NOM//ROOT//0 Wallenius//PM|NOM//flat//0 ,//MID//punct//1 Funktionsrätt//PM|NOM//nmod//4 Sverige//PM|NOM//appos//0 ,//MID//punct//6 2018-04-03//RG|NOM//conj//0 till//PP//case//8 2019-05-07//RG|NOM//nmod//6

Forskare;Anna//PM|NOM//ROOT//0 Bruce//PM|NOM//flat:name//0 ,//MID//punct//4 Lunds//PM|GEN//nmod:poss//4 universitet//NN|NEU|SIN|IND|NOM//conj//0 ,//MID//punct//6 2018-04-03//RG|NOM//conj//0 till//PP//case//9 2019-05-07//RG|NOM//nummod//9 Per-Olof//PM|NOM//nmod//6 Hedvall//PM|NOM//flat//0 ,//MID//punct//14 Lunds//PM|GEN//nmod:poss//14 Tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 Högskola//NN|UTR|SIN|IND|NOM//conj//0 ,//MID//punct//14 LTH//PM|NOM//conj//0 ,//MID//punct//18 2018-04-03//RG|NOM//conj//0 till//PP//case//20 2019-05-07//RG|NOM//nmod//18
Forskare;Martin//PM|NOM//ROOT//0 Qvist//PM|NOM//flat:name//0 ,//MID//punct//4 Stockholms//PM|GEN//nmod:poss//4 universitet//NN|NEU|SIN|IND|NOM//appos//0 ,//MID//punct//6 2018-04-03//RG|NOM//conj//0 till//PP//case//8 2019-05-07//RG|NOM//nmod//6

Sekretariat;Anders//PM|NOM//nmod//1 Berg//PM|NOM//ROOT//1 ,//MID//punct//3 utredningssekreterare//NN|UTR|PLU|IND|NOM//conj//1 ,//MID//punct//5 2018-03-01//RG|NOM//conj//1 till//PP//case//8 2019-05-07//RG|NOM//nummod//8 Malin//PM|NOM//nmod//5 Gedda//PM|NOM//flat//8 ,//MID//punct//11 utredningssekreterare//NN|UTR|PLU|IND|NOM//conj//1 ,//MID//punct//13 2018-03-29//RG|NOM//conj//1 till//PP//case//16 2018-04-18//RG|NOM//nmod//16 Hanna//PM|NOM//nmod//13 Åkesson//PM|NOM//flat//16 ,//MID//punct//19 utredningssekreterare//NN|UTR|SIN|IND|NOM//conj//1 ,//MID//punct//21 2018-04-23//RG|NOM//conj//1 till//PP//case//23 2019-05-07//RG|NOM//nmod//21


1.1 Förslag till förordning om ändring i förordningen (2001:100) om den officiella statistiken;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreskriver//VB|PRS|AKT//ROOT//1 att//SN//mark//14 bilagan//NN|UTR|SIN|DEF|NOM//nsubj//14 till//PP//case//5 förordningen//NN|UTR|SIN|DEF|NOM//nmod//3 (//PAD//punct//7 2001:100//RG|NOM//appos//3 )//PAD//punct//7 om//PP//mark//14 den//DT|UTR|SIN|DEF//det//12 officiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 statistiken//NN|UTR|SIN|DEF|NOM//nsubj//14 ska//VB|PRS|AKT//aux//14 ha//VB|INF|AKT//ccomp//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 lydelse//NN|UTR|SIN|IND|NOM//obj//14 .//MAD//punct//1
1.1 Förslag till förordning om ändring i förordningen (2001:100) om den officiella statistiken;Denna//DT|UTR|SIN|DEF//det//1 förordning//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2020//RG|NOM//nummod//7 .//MAD//punct//2
1.1 Förslag till förordning om ändring i förordningen (2001:100) om den officiella statistiken;Bilaga//NN|UTR|SIN|IND|NOM//ROOT//0

1.1 Förslag till förordning om ändring i förordningen (2001:100) om den officiella statistiken / Den officiella statistiken;-//MID//ROOT//0 -//MID//punct//0 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1 -//MID//punct//1
1.1 Förslag till förordning om ändring i förordningen (2001:100) om den officiella statistiken / Den officiella statistiken;Officiell//JJ|POS|UTR|SIN|IND|NOM//amod//1 statistik//NN|UTR|SIN|IND|NOM//nmod//2 Ansvarig//JJ|POS|UTR|SIN|IND|NOM//compound//3 myndighet//NN|UTR|SIN|IND|NOM//ROOT//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3 -//MID//punct//3
1.1 Förslag till förordning om ändring i förordningen (2001:100) om den officiella statistiken / Den officiella statistiken;Behandling//NN|UTR|SIN|IND|NOM//ROOT//0 av//PP//case//3 känsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//0
1.1 Förslag till förordning om ändring i förordningen (2001:100) om den officiella statistiken / Den officiella statistiken;För//PP//case//1 framställning//NN|UTR|SIN|IND|NOM//obl//13 av//PP//case//3 statistik//NN|UTR|SIN|IND|NOM//nmod//1 över//PP//case//5 Levnadsförhållanden//NN|UTR|SIN|DEF|NOM//nmod//3 och//KN//cc//7 Levnadsförhållanden//NN|NEU|PLU|IND|NOM//conj//5 för//PP//case//9 personer//NN|UTR|PLU|IND|NOM//nmod//1 med//PP//case//11 funktionsnedsättning//NN|UTR|SIN|IND|NOM//nmod//9  //_SP////11 får//VB|PRS|AKT//aux//18 personuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//18 enligt//PP//case//17 8//RG|NOM//nummod//17 §//NN|AN//nmod//14 behandlas//VB|PRS|SFO//ROOT//18 som//HP|-|-|-//nsubj//20 avser//VB|PRS|AKT//advcl//18 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 personers//NN|UTR|PLU|IND|GEN//nmod:poss//23 hälsotillstånd//NN|NEU|PLU|IND|NOM//obj//20 och//KN//cc//25 medlemskap//NN|NEU|SIN|IND|NOM//conj//23 i//PP//case//27 fackförening//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//18

1.2 Förslag till förordning om ändring i förordningen (2001:526) om de statliga myndigheternas ansvar för genomförande av funktionshinderspolitiken;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreskriver//VB|PRS|AKT//ROOT//1 i//PP//case//5 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 förordningen//NN|UTR|SIN|DEF|NOM//obl//1 (//PAD//punct//5 2001:526//RG|NOM//appos//5 )//PAD//punct//5 om//PP//case//13 de//DT|UTR/NEU|PLU|DEF//det//12 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//13 ansvar//NN|NEU|SIN|IND|NOM//nmod//5 för//PP//case//15 genomförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//13 av//PP//case//17 funktionshinderspolitiken//NN|UTR|SIN|DEF|NOM//nmod//15 dels//KN//advmod//13  //_SP////18 att//SN//mark//33 1//RG|NOM//nummod//24 och//KN//cc//21 2//RG|NOM//nummod//21 §//NN|AN//nmod//25 §//NN|AN//nsubj//33 och//KN//cc//27 rubriken//NN|UTR|SIN|DEF|NOM//conj//25 närmast//AB|SUV//advmod//31 före//PP//case//31 1//RG|NOM//nummod//31 §//NN|AN//nmod//27 ska//VB|PRS|AKT//aux//33 ha//VB|INF|AKT//acl//13 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 lydelse//NN|UTR|SIN|IND|NOM//obj//33 ,//MID//punct//1 dels//KN//advmod//42  //_SP////37 att//SN//mark//42 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//42 ska//VB|PRS|AKT//aux//42 införas//VB|INF|SFO//conj//1 tre//RG|NOM//nummod//45 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 paragrafer//NN|UTR|PLU|IND|NOM//nsubj:pass//42 ,//MID//punct//45 1//RG|NOM//nummod//48 a//NN|NEU|SIN|IND|NOM//appos//45 ,//MID//punct//48 1//RG|NOM//nummod//51 b//NN|NEU|SIN|IND|NOM//obl//48 och//KN//cc//51 4//RG|NOM//nummod//54 §//NN|AN//nmod//55 §//NN|AN//obl//48 ,//MID//punct//1 och//KN//cc//66 att//SN//mark//66 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 närmast//AB|SUV//advmod//66 före//PP//advmod//62 1//RG|NOM//nummod//63 b//NN|NEU|SIN|IND|NOM//nmod//64 §//NN|AN//obl//60 ska//VB|PRS|AKT//aux//66 införas//VB|INF|SFO//conj//1 en//DT|UTR|SIN|IND//det//68 rubrik//NN|UTR|SIN|IND|NOM//nsubj:pass//66 av//PP//case//71 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//71 lydelse//NN|UTR|SIN|IND|NOM//nmod//68 .//MAD//punct//1
1.2 Förslag till förordning om ändring i förordningen (2001:526) om de statliga myndigheternas ansvar för genomförande av funktionshinderspolitiken;nernas//NN|UTR|PLU|DEF|GEN//nmod:poss//74 konvention//NN|UTR|SIN|IND|NOM//nsubj//82 om//PP//case//76 rättigheter//NN|UTR|PLU|IND|NOM//nmod//74 för//PP//case//78 personer//NN|UTR|PLU|IND|NOM//nmod//74 med//PP//case//80 funktionsnedsättning//NN|UTR|SIN|IND|NOM//nmod//78 vara//VB|INF|AKT//cop//82 vägledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//1 .//MAD//punct//1
1.2 Förslag till förordning om ändring i förordningen (2001:526) om de statliga myndigheternas ansvar för genomförande av funktionshinderspolitiken;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//8 ska//VB|PRS|AKT//aux//8 i//PP//case//4 sitt//PS|NEU|SIN|DEF//nmod:poss//4 arbete//NN|NEU|SIN|IND|NOM//obl//8 enligt//PP//case//7 första//RO|NOM//amod//7 stycket//NN|NEU|SIN|DEF|NOM//nmod//4 beakta//VB|INF|AKT//ROOT//8 ansvars-//NN|NEU|-|-|SMS//obj//8 och//KN//cc//11 finansieringsprincipen//NN|UTR|SIN|DEF|NOM//conj//9 .//MAD//punct//8
1.2 Förslag till förordning om ändring i förordningen (2001:526) om de statliga myndigheternas ansvar för genomförande av funktionshinderspolitiken;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 verka//VB|INF|AKT//ROOT//2 för//PP//mark//8 att//SN//mark//8 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//8 med//PP//case//7 funktionsnedsättning//NN|UTR|SIN|IND|NOM//nmod//5 ges//VB|PRS|SFO//advcl//2 full//JJ|POS|UTR|SIN|IND|NOM//amod//10 delaktighet//NN|UTR|SIN|IND|NOM//obj//8 i//PP//case//12 samhällslivet//NN|NEU|SIN|DEF|NOM//nmod//10 och//KN//cc//14 jämlikhet//NN|UTR|SIN|IND|NOM//conj//12 i//PP//case//16 levnadsvillkor//NN|NEU|PLU|IND|NOM//nmod//14 .//MAD//punct//2
1.2 Förslag till förordning om ändring i förordningen (2001:526) om de statliga myndigheternas ansvar för genomförande av funktionshinderspolitiken;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//22 ska//VB|PRS|AKT//aux//22  //_SP////19 särskilt//AB//advmod//22 verka//VB|INF|AKT//conj//2 för//PP//mark//32 att//SN//mark//32 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//26 lokaler//NN|UTR|PLU|IND|NOM//nsubj//32 ,//MID//punct//28 verksamhet//NN|UTR|SIN|IND|NOM//conj//26 och//KN//cc//30 information//NN|UTR|SIN|IND|NOM//conj//26 är//VB|PRS|AKT//cop//32 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//22 för//PP//case//34 personer//NN|UTR|PLU|IND|NOM//nmod//32 med//PP//case//36 funktionsnedsättning//NN|UTR|SIN|IND|NOM//nmod//34 .//MAD//punct//22
1.2 Förslag till förordning om ändring i förordningen (2001:526) om de statliga myndigheternas ansvar för genomförande av funktionshinderspolitiken; //_SP////37 I//PP//case//41 detta//DT|NEU|SIN|DEF//det//41 arbete//NN|NEU|SIN|IND|NOM//obl//51 ska//VB|PRS|AKT//aux//51 konventionen//NN|UTR|SIN|DEF|NOM//nsubj//51 om//PP//case//45 rättigheter//NN|UTR|PLU|IND|NOM//nmod//43 för//PP//case//47 personer//NN|UTR|PLU|IND|NOM//nmod//45 med//PP//case//49 funktionsnedsättning//NN|UTR|SIN|IND|NOM//nmod//47 vara//VB|INF|AKT//cop//51 vägledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//22
