Utredningens uppdrag;Med//PP//case//1 målsättningen//NN|UTR|SIN|DEF|NOM//obl//17 att//IE//mark//3 skapa//VB|INF|AKT//acl//1 en//DT|UTR|SIN|IND//det//6 kunskapsbaserad//PC|PRF|UTR|SIN|IND|NOM//amod//6 missbruks-//NN|NEU|-|-|SMS//obj//3 och//KN//cc//8 beroendevård//NN|UTR|SIN|IND|NOM//conj//6 som//HP|-|-|-//nsubj//10 utgår//VB|PRS|AKT//acl:relcl//8 från//PP//case//14 den//DT|UTR|SIN|DEF//det//14 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//14 behov//NN|NEU|SIN|IND|NOM//obl//10 ska//VB|PRS|AKT//aux//17 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//17 se//VB|INF|AKT//ROOT//17 över//PL//case//19 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//17 i//PP//case//21 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//nmod//19 (//PAD//punct//23 2001:453//RG|NOM//appos//21 )//PAD//punct//23 (//PAD//punct//26 SoL//NN|AN//appos//21 )//PAD//punct//26 ,//MID//punct//29 hälso-//NN|UTR|-|-|SMS//appos//17 och//KN//cc//31 sjukvårdslagen//NN|UTR|SIN|DEF|NOM//conj//29 (//PAD//punct//29 1982:763//RG|NOM//nummod//29 )//PAD//punct//29 (//PAD//punct//36 HSL//NN|AN//appos//29 )//PAD//punct//36 ,//MID//punct//39 lagen//NN|UTR|SIN|DEF|NOM//conj//29 (//PAD//punct//41 1988:870//RG|NOM//nmod//39 )//PAD//punct//41 om//PP//case//44 vård//NN|UTR|SIN|IND|NOM//nmod//39 av//PP//case//46 missbrukare//NN|UTR|PLU|IND|NOM//nmod//44 i//PP//case//49 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 fall//NN|NEU|PLU|IND|NOM//nmod//44 (//PAD//punct//39 LVM//PM|NOM//appos//39 )//PAD//punct//39 samt//KN//cc//54 lagen//NN|UTR|SIN|DEF|NOM//conj//29 (//PAD//punct//56 1991:1128//RG|NOM//nmod//54 )//PAD//punct//56 om//PP//case//60 psykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//60 tvångsvård//NN|UTR|SIN|IND|NOM//nmod//54 (//PAD//punct//62 LPT//NN|AN//appos//60 )//PAD//punct//62 och//KN//cc//65 lämna//VB|INF|AKT//conj//17 förslag//NN|NEU|SIN|IND|NOM//obj//65 till//PP//case//68 förändringar//NN|UTR|PLU|IND|NOM//nmod//66 .//MAD//punct//17
Utredningens uppdrag;•//NN|UTR|SIN|IND|NOM//nsubj//1 Analysera//VB|IMP|AKT//ROOT//1 ansvaret//NN|NEU|SIN|DEF|NOM//obj//1 för//PP//mark//5 att//IE//mark//5 planera//VB|INF|AKT//advcl//1 och//KN//cc//7 samordna//VB|INF|AKT//amod//8 vården//NN|UTR|SIN|DEF|NOM//obj//5 samt//KN//cc//10 följa//VB|INF|AKT//conj//5 upp//PL//compound:prt//10 insatsernas//NN|UTR|PLU|DEF|GEN//nmod:poss//13 effekter//NN|UTR|PLU|IND|NOM//obj//10 och//KN//cc//15 effektivitet//NN|UTR|SIN|IND|NOM//conj//13 .//MAD//punct//1
Utredningens uppdrag;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 överlämna//VB|INF|AKT//ROOT//2 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//4 förslag//NN|NEU|PLU|IND|NOM//obj//2 till//PP//case//6 regeringen//NN|UTR|SIN|DEF|NOM//nmod//4 senast//AB|SUV//case//10 den//DT|UTR|SIN|DEF//det//10 15//RG|NOM//nummod//10 april//NN|UTR|SIN|IND|NOM//obl//2 2011//RG|NOM//nummod//10 .//MAD//punct//2

Arbetsprocessen;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 arbetsprocess//NN|UTR|SIN|IND|NOM//nsubj:pass//8 från//PP//case//3 analys//NN|UTR|SIN|IND|NOM//nmod//1 till//PP//case//6 slutliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 förslag//NN|NEU|PLU|IND|NOM//nmod//3 har//VB|PRS|AKT//aux//8 organiserats//VB|SUP|SFO//ROOT//8 och//KN//cc//10 bedrivits//VB|SUP|SFO//conj//8 i//PP//case//14 ett//DT|NEU|SIN|IND//det//13 antal//NN|NEU|SIN|IND|NOM//nmod//14 steg//NN|NEU|PLU|IND|NOM//obl//10 .//MAD//punct//8
Arbetsprocessen;1//RG|NOM//punct//8 .//MAD//punct//8
Arbetsprocessen;Kartläggningar//NN|UTR|PLU|IND|NOM//nsubj:pass//85 av//PP//case//21 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 förhållanden//NN|NEU|PLU|IND|NOM//nmod//18 i//PP//case//23 Sverige//PM|NOM//nmod//21 2//RG|NOM//nummod//23 .//MAD//punct//18
Arbetsprocessen;Internationell//JJ|POS|UTR|SIN|IND|NOM//amod//27 översikt//NN|UTR|SIN|IND|NOM//conj//18 3//RG|NOM//nummod//27 .//MAD//punct//18
Arbetsprocessen;Diskussionspromemorian//PM|GEN//nmod:poss//33  //_SP////30 Bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 vård//NN|UTR|SIN|IND|NOM//conj//18 och//KN//cc//35 stöd//NN|NEU|SIN|IND|NOM//conj//33 för//PP//case//37 individen//NN|UTR|SIN|DEF|NOM//nmod//35 .//MAD//punct//18
Arbetsprocessen;Om//SN//case//40 ansvar//NN|NEU|SIN|IND|NOM//nmod//18 och//KN//cc//42 tvång//NN|NEU|SIN|IND|NOM//conj//40 i//PP//case//46 den//DT|UTR|SIN|DEF//det//46 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 missbruks-//NN|NEU|-|-|SMS//nmod//40 och//KN//cc//48 beoendevården//NN|NEU|PLU|DEF|NOM//conj//46 med//PP//case//51 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 lösningsförslag//NN|NEU|PLU|IND|NOM//nmod//48 ,//MID//punct//53 publicerades//VB|PRT|SFO//conj//40 i//PP//case//55 januari//NN|UTR|SIN|IND|NOM//obl//53 2010//RG|NOM//nummod//55 4//RG|NOM//nummod//55 .//MAD//punct//40
Arbetsprocessen;Analys//NN|UTR|SIN|IND|NOM//conj//40 av//PP//case//62 75//RG|NOM//nummod//62 remissvar//NN|NEU|PLU|IND|NOM//nmod//59 på//PP//case//65 diskussionspromemorian//NN|UTR|SIN|DEF|NOM//nmod//65 5//RG|NOM//nmod//62 .//MAD//punct//40
Arbetsprocessen;Delbetänkandet//NN|NEU|SIN|DEF|NOM//conj//40  //_SP////67 Missbruket//NN|NEU|SIN|DEF|NOM//nmod//67 ,//MID//punct//69 Kunskapen//NN|UTR|SIN|DEF|NOM//conj//69 ,//MID//punct//73 Vården//NN|UTR|SIN|DEF|NOM//conj//69 (//PAD//punct//73 SOU//PM|NOM//conj//40 2011:6//RG|NOM//conj//40 )//PAD//punct//18 med//PP//case//80 vetenskapliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 underlag//NN|NEU|PLU|IND|NOM//nmod//18 för//PP//case//83 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//83 förslag//NN|NEU|SIN|IND|NOM//nmod//80 ,//MID//punct//18 publicerades//VB|PRT|SFO//parataxis//8 i//PP//case//87 januari//NN|UTR|SIN|IND|NOM//obl//85 2011//RG|NOM//nummod//89 6//RG|NOM//nummod//87 .//MID//punct//8
Arbetsprocessen;Detta//DT|NEU|SIN|DEF//det//95 slutbetänkande//NN|NEU|SIN|IND|NOM//amod//95  //_SP////92 Bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//95 insatser//NN|UTR|PLU|IND|NOM//parataxis//8 vid//PP//case//97 missbruk//NN|NEU|SIN|IND|NOM//nmod//95 eller//KN//cc//99 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//95 .//MAD//punct//95
Arbetsprocessen;Individen//NN|UTR|SIN|DEF|NOM//nsubj:pass//116 ,//MID//punct//103 kunskapen//NN|UTR|SIN|DEF|NOM//conj//101 och//KN//cc//105 ansvaret//NN|NEU|SIN|DEF|NOM//conj//101 (//PAD//punct//101 SOU//PM|NOM//appos//101 2011:35//RG|NOM//nmod//107 )//PAD//punct//107 med//PP//case//112 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//112 förslag//NN|NEU|SIN|IND|NOM//conj//101 och//KN//cc//114 analys//NN|UTR|SIN|IND|NOM//conj//112 ,//MID//punct//101 publiceras//VB|PRS|SFO//conj//8 i//PP//case//118 april//NN|UTR|SIN|IND|NOM//obl//116 2011//RG|NOM//nummod//118 (//PAD//punct//116 2//RG|NOM//nummod//122 volymer//NN|UTR|PLU|IND|NOM//obl//116 )//PAD//punct//8
Arbetsprocessen;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 analys//NN|UTR|SIN|IND|NOM//nsubj//14 och//KN//cc//3 förslag//NN|NEU|SIN|IND|NOM//conj//1 till//PP//case//6 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 missbruks-//NN|NEU|-|-|SMS//nmod//3 och//KN//cc//8 beroendevård//NN|UTR|SIN|IND|NOM//conj//6 i//PP//case//11 föreliggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 slutbetänkande//NN|NEU|SIN|IND|NOM//nmod//8 är//VB|PRS|AKT//cop//14 en//DT|UTR|SIN|IND//det//14 produkt//NN|UTR|SIN|IND|NOM//ROOT//14 av//PP//case//19 den//DT|UTR|SIN|DEF//det//19 ovan//AB//advmod//18 beskrivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//19 arbetsprocessen//NN|UTR|SIN|DEF|NOM//nmod//14 .//MAD//punct//14

Utredarens avsiktsförklaring;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj//3 ska//VB|PRS|AKT//aux//3 syfta//VB|INF|AKT//ROOT//3 till//PP//mark//6 att//IE//mark//6 stärka//VB|INF|AKT//advcl//3 individens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 ställning//NN|UTR|SIN|IND|NOM//obj//6 och//KN//cc//10 förbättra//VB|INF|AKT//conj//6 tillgängligheten//NN|UTR|SIN|DEF|NOM//obj//10 till//PP//case//14 kunskapsbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 insatser//NN|UTR|PLU|IND|NOM//nmod//11 för//PP//case//16 personer//NN|UTR|PLU|IND|NOM//nmod//14 med//PP//case//18 missbruk//NN|NEU|SIN|IND|NOM//nmod//16 eller//KN//cc//22 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//22 av//PP//fixed//20 alkohol//NN|UTR|SIN|IND|NOM//conj//18 ,//MID//punct//24 narkotika//NN|UTR|SIN|IND|NOM//conj//22 ,//MID//punct//26 läkemedel//NN|NEU|PLU|IND|NOM//conj//22 eller//KN//cc//28 dopningsmedel//NN|NEU|SIN|IND|NOM//conj//22 ,//MID//punct//32 samt//KN//cc//32 för//PP//case//32 personer//NN|UTR|PLU|IND|NOM//conj//3 som//HP|-|-|-//nsubj//34 har//VB|PRS|AKT//acl:relcl//32 en//DT|UTR|SIN|IND//det//37 riskabel//JJ|POS|UTR|SIN|IND|NOM//amod//37 konsumtion//NN|UTR|SIN|IND|NOM//obj//34 .//MID//punct//3
Utredarens avsiktsförklaring;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 är//VB|PRS|AKT//cop//43 vidare//AB|KOM//advmod//43 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//43 utgångspunkt//NN|UTR|SIN|IND|NOM//parataxis//3 att//SN//mark//50 missbruks-//NN|NEU|-|-|SMS//nsubj//50 och//KN//cc//47 beroendevården//NN|UTR|SIN|DEF|NOM//conj//45 ska//VB|PRS|AKT//aux//50 vara//VB|INF|AKT//cop//50 frivillig//JJ|POS|UTR|SIN|IND|NOM//csubj//43 ,//MID//punct//54 i//PP//case//54 den//DT|UTR|SIN|DEF//det//54 mening//NN|UTR|SIN|IND|NOM//obl//50 att//SN//mark//58 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//58 ska//VB|PRS|AKT//aux//58 erbjudas//VB|INF|SFO//acl//54 vård//NN|UTR|SIN|IND|NOM//obj//58 ,//MID//punct//61 behandling//NN|UTR|SIN|IND|NOM//conj//59 och//KN//cc//63 stöd//NN|NEU|SIN|IND|NOM//conj//59 som//HP|-|-|-//obj//67 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//67 kan//VB|PRS|AKT//aux//67 samtycka//VB|INF|AKT//acl:relcl//59 till//PP//compound:prt//67 eller//KN//cc//70 avböja//VB|INF|AKT//conj//67 .//MAD//punct//54
Utredarens avsiktsförklaring;Vård//NN|UTR|SIN|IND|NOM//conj//43 utan//PP//case//74 samtycke//NN|NEU|SIN|IND|NOM//nmod//72 ska//VB|PRS|AKT//aux//80 i//PP//case//78 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 undantagsfall//NN|NEU|PLU|IND|NOM//obl//80 kunna//VB|INF|AKT//aux//80 ingå//VB|INF|AKT//conj//43 som//KN//case//84 en//DT|UTR|SIN|IND//det//84 avgränsad//PC|PRF|UTR|SIN|IND|NOM//amod//84 del//NN|UTR|SIN|IND|NOM//obl//80 i//PP//case//88 en//DT|UTR|SIN|IND//det//88 sammanhängande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//88 vård-//NN|UTR|-|-|SMS//nmod//84 och//KN//cc//90 stödprocess//NN|UTR|SIN|IND|NOM//conj//88 .//MAD//punct//43

Tio motiv för en reform;De//DT|UTR/NEU|PLU|DEF//det//1 lagar//NN|UTR|PLU|IND|NOM//nsubj//7 som//HP|-|-|-//nsubj//3 reglerar//VB|PRS|AKT//acl:relcl//1 missbruks-//NN|NEU|-|-|SMS//obj//3 och//KN//cc//6 beroendevården//NN|UTR|SIN|DEF|NOM//conj//4 tillkom//VB|PRT|AKT//ROOT//7 för//PP//case//11 omkring//AB//advmod//10 30//RG|NOM//nummod//11 år//NN|NEU|PLU|IND|NOM//obl//7 sedan//AB//fixed//11 .//MAD//punct//7
Tio motiv för en reform;Samhällsutvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//47 ,//MID//punct//14 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//18 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//18 rörlighet//NN|UTR|SIN|IND|NOM//conj//14 ,//MID//punct//18 framväxten//NN|UTR|SIN|DEF|NOM//conj//14 av//PP//case//23 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 värderingar//NN|UTR|PLU|IND|NOM//nmod//20 ,//MID//punct//25 förändringar//NN|UTR|PLU|IND|NOM//conj//14 i//PP//case//27 missbrukssituationen//NN|UTR|SIN|DEF|NOM//nmod//25 och//KN//cc//29 vårdbehoven//NN|NEU|PLU|DEF|NOM//conj//27 ,//MID//punct//31 patienternas//NN|UTR|PLU|DEF|GEN//conj//14 och//KN//cc//33 klienternas//NN|UTR|PLU|DEF|GEN//nmod:poss//34 önskemål//NN|NEU|PLU|IND|NOM//conj//14 om//PP//case//37 vårdens//NN|UTR|SIN|DEF|GEN//nmod:poss//37 organisering//NN|UTR|SIN|IND|NOM//nmod//34 ,//MID//punct//41 samt//KN//cc//41 ny//JJ|POS|UTR|SIN|IND|NOM//amod//41 kunskap//NN|UTR|SIN|IND|NOM//conj//14 om//PP//case//44 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 behandlings-//NN|UTR|-|-|SMS//nmod//41 och//KN//cc//46 stödinsatser//NN|UTR|PLU|IND|NOM//conj//44 motiverar//VB|PRS|AKT//conj//7 en//DT|UTR|SIN|IND//det//49 omprövning//NN|UTR|SIN|IND|NOM//obj//47 av//PP//case//51 lagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//49 och//KN//cc//54 en//DT|UTR|SIN|IND//det//54 reform//NN|UTR|SIN|IND|NOM//conj//49 av//PP//case//56 vården//NN|UTR|SIN|DEF|NOM//nmod//54 .//MAD//punct//47
