Arbetslöshet och ekonomiskt bistånd;Betänkande//NN|NEU|SIN|IND|NOM//nsubj//7 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 stöd//NN|NEU|SIN|IND|NOM//nmod//2 och//KN//cc//6 krav//NN|NEU|SIN|IND|NOM//conj//4 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//7 arbetslösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 personer//NN|UTR|PLU|IND|NOM//obj//7 som//HP|-|-|-//nsubj//11 tar//VB|PRS|AKT//acl:relcl//9 emot//PL//compound:prt//11 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//14 bistånd//NN|NEU|SIN|IND|NOM//obj//11
Till statsrådet Åsa Regnér;Den//DT|UTR|SIN|DEF//det//2 14//RG|NOM//nummod//2 april//NN|UTR|SIN|IND|NOM//nsubj:pass//4 2014//RG|NOM//nummod//2 förordnades//VB|PRT|SFO//ROOT//4 som//KN//mark//6 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//4 i//PP//case//8 utredningen//NN|UTR|SIN|DEF|NOM//nmod//6 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//10 Andreas//PM|NOM//obl//4 Hermansson//PM|NOM//flat:name//10 ,//MID//punct//10 kanslirådet//NN|NEU|SIN|DEF|NOM//conj//10
Till statsrådet Åsa Regnér;Hugo//PM|NOM//discourse//61 Lindgren//PM|NOM//flat:name//0 ,//MID//punct//3 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//4 Johan//PM|NOM//appos//0 Lycke//PM|NOM//flat:name//4 ,//MID//punct//4 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//8 Karin//PM|NOM//appos//4 Moberg//PM|NOM//flat:name//8 ,//MID//punct//8 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//12 Karin//PM|NOM//conj//4 Stillerud//PM|NOM//flat:name//12 och//KN//cc//15 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//16 Hanna//PM|NOM//conj//12 Zeland//PM|NOM//flat:name//16 .//MAD//punct//0
Till statsrådet Åsa Regnér;Samma//DT|UTR/NEU|SIN/PLU|IND//det//20 dag//NN|UTR|SIN|IND|NOM//obl//21 förordnades//VB|PRT|SFO//parataxis//0 utredaren//NN|UTR|SIN|DEF|NOM//nmod//23 Anette//PM|NOM//nsubj//21 Agenmark//PM|NOM//flat:name//23 vid//PP//case//26 Socialstyrelsen//PM|NOM//obl//21 ,//MID//punct//28 utredaren//NN|UTR|SIN|DEF|NOM//nmod//29 Gunnar//PM|NOM//conj//0 Anderzon//PM|NOM//flat:name//29 vid//PP//case//33 Sveriges//PM|GEN//nmod:poss//33 Kommuner//NN|UTR|PLU|IND|NOM//nmod//29 och//KN//cc//35 Landsting//NN|UTR|SIN|IND|NOM//conj//33 ,//MID//punct//29 kvalificerade//VB|PRT|AKT//amod//38 handläggaren//NN|UTR|SIN|DEF|NOM//nmod//39 Caroline//PM|NOM//nsubj//0 Enevold//PM|NOM//flat:name//39 vid//PP//case//42 Arbetsförmedlingen//PM|NOM//nmod//0 och//KN//cc//45 enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//45 Maria//PM|NOM//conj//42 Nyman//PM|NOM//flat:name//45 vid//PP//case//48 Myndigheten//NN|UTR|SIN|DEF|NOM//nmod//0 för//PP//case//50 ungdoms-//NN|UTR|-|-|SMS//nmod//48 och//KN//cc//52 civilsamhällesfrågor//NN|UTR|PLU|IND|NOM//conj//50 som//KN//mark//54 experter//NN|UTR|PLU|IND|NOM//nmod//48 att//IE//mark//56 biträda//VB|INF|AKT//acl//0 utredningen//NN|UTR|SIN|DEF|NOM//obj//56 .//MAD//punct//0
Till statsrådet Åsa Regnér;Caroline//PM|NOM//nsubj:pass//61 Enevold//PM|NOM//flat//59 entledigades//VB|PRT|SFO//ROOT//61 från//PP//case//63 uppdraget//NN|NEU|SIN|DEF|NOM//obl//61 den//DT|UTR|SIN|DEF//det//66 20//RG|NOM//nummod//66 november//NN|UTR|SIN|IND|NOM//obl//61 2014//RG|NOM//nummod//66 och//KN//cc//70 kvalificerade//VB|PRT|AKT//amod//70 handläggaren//NN|UTR|SIN|DEF|NOM//nsubj:pass//75 vid//PP//case//74 Arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//nmod//74 Christina//PM|NOM//flat//72 Carlsmeden//PM|NOM//nmod//70 förordnades//VB|PRT|SFO//conj//61 som//KN//mark//77 expert//NN|UTR|SIN|IND|NOM//advcl//75 samma//DT|UTR/NEU|SIN/PLU|IND//amod//79 dag//NN|UTR|SIN|IND|NOM//obl//75 .//MAD//punct//61
Till statsrådet Åsa Regnér;Docenten//NN|UTR|SIN|DEF|NOM//nsubj//8 i//PP//case//4 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//4 rätt//NN|UTR|SIN|IND|NOM//amod//4 Ewa//PM|NOM//nmod//0 Gustafsson//PM|NOM//flat//4 har//VB|PRS|AKT//aux//8 varit//VB|SUP|AKT//cop//8 anställd//PC|PRF|UTR|SIN|IND|NOM//ROOT//8 som//KN//case//10 sekreterare//NN|UTR|SIN|IND|NOM//obl//8 fr.o.m.//AB|AN//case//14 den//DT|UTR|SIN|DEF//det//14 1//RO|NOM//nummod//14 april//NN|UTR|SIN|IND|NOM//nmod//10 –//NN|AN//punct//14 31//RG|NOM//nummod//17 maj//NN|UTR|SIN|IND|NOM//obl//8 2014//RG|NOM//nummod//17 på//PP//case//20 halvtid//NN|UTR|SIN|IND|NOM//obl//8 och//KN//cc//25 fr.o.m.//AB|AN//case//25 den//DT|UTR|SIN|DEF//det//25 1//RO|NOM//nummod//25 juni//NN|UTR|SIN|IND|NOM//conj//20 2014//RG|NOM//nummod//25 på//PP//case//28 heltid//NN|UTR|SIN|IND|NOM//nmod//25 .//MAD//punct//25
Till statsrådet Åsa Regnér;Jur.//NN|AN//nummod//31 kand//NN|AN//appos//25 .//MID//punct//25
Till statsrådet Åsa Regnér;Caroline//PM|NOM//nsubj//38 Olivia//PM|NOM//flat//33 Elgán//PM|NOM//flat//33 har//VB|PRS|AKT//aux//38 varit//VB|SUP|AKT//cop//38 anställd//PC|PRF|UTR|SIN|IND|NOM//conj//8 som//KN//case//40 sekreterare//NN|UTR|SIN|IND|NOM//obl//38 fr.o.m.//AB|AN//case//44 den//DT|UTR|SIN|DEF//det//44 28//RG|NOM//nummod//44 april//NN|UTR|SIN|IND|NOM//nmod//40 2014//RG|NOM//nummod//44 .//MAD//punct//8
Till statsrådet Åsa Regnér;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//4 Arbetslöshet//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//7 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//7 bistånd//NN|NEU|SIN|IND|NOM//conj//4  //_SP////7 (//PAD//punct//10 SOU//PM|NOM//parataxis//1 2015:44//RG|NOM//nummod//10 )//PAD//punct//10 .//MAD//punct//1
Till statsrådet Åsa Regnér;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 därmed//AB//advmod//4 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 .//MAD//punct//4
Till statsrådet Åsa Regnér;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 april//NN|UTR|SIN|IND|NOM//obl//0 2015//RG|NOM//nummod//2
Till statsrådet Åsa Regnér;Gunilla//PM|NOM//ROOT//0 Malmborg//PM|NOM//flat:name//0 ///MID//cc//3 Ewa//PM|NOM//conj//0 Gustafsson//PM|NOM//flat:name//3
Till statsrådet Åsa Regnér;Caroline//PM|NOM//ROOT//0 Olivia//PM|NOM//flat//0 Elgán//PM|NOM//flat//0


1.1 Förslag till lag om ändring i socialtjänstlagen (2001:453);Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 (//PAD//punct//7 2001:453//RG|NOM//appos//5 )//PAD//punct//7 att//SN//mark//15 4//RG|NOM//nummod//11 kap.//NN|AN//nmod//12 1//RG|NOM//nummod//13 §//NN|AN//nsubj//15 ska//VB|PRS|AKT//aux//15 ha//VB|INF|AKT//acl//5 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 lydelse//NN|UTR|SIN|IND|NOM//obj//15 .//MAD//punct//1

1.1 Förslag till lag om ändring i socialtjänstlagen (2001:453) / 4 kap.;1//RG|NOM//nummod//1 §//NN|AN//ROOT//1
1.1 Förslag till lag om ändring i socialtjänstlagen (2001:453) / 4 kap.;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//16 som//HP|-|-|-//nsubj//5 inte//AB//advmod//3 själv//JJ|POS|UTR|SIN|IND|NOM//advmod//5 kan//VB|PRS|AKT//aux//5 tillgodose//VB|INF|AKT//acl:relcl//0 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//7 behov//NN|NEU|PLU|IND|NOM//obj//5 eller//KN//cc//10 kan//VB|PRS|AKT//aux//10 få//VB|INF|AKT//conj//5 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//10 tillgodosedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//10 på//PP//case//15 annat//JJ|POS|NEU|SIN|IND|NOM//amod//15 sätt//NN|NEU|SIN|IND|NOM//obl//10 har//VB|PRS|AKT//ROOT//16 rätt//NN|UTR|SIN|IND|NOM//obj//16 till//PP//case//19 bistånd//NN|NEU|SIN|IND|NOM//obl//16 av//PP//case//21 socialnämnden//NN|UTR|SIN|DEF|NOM//nmod//19 för//PP//case//24 sin//PS|UTR|SIN|DEF//nmod:poss//24 försörjning//NN|UTR|SIN|IND|NOM//obl//16 (//PAD//punct//26 försörjningsstöd//NN|NEU|SIN|IND|NOM//appos//24 )//PAD//punct//26 och//KN//cc//31 för//PP//case//31 sin//PS|UTR|SIN|DEF//nmod:poss//31 livsföring//NN|UTR|SIN|IND|NOM//conj//24 i//PP//advmod//16 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//32 .//MAD//punct//16
1.1 Förslag till lag om ändring i socialtjänstlagen (2001:453) / 4 kap.;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//15 som//HP|-|-|-//nsubj//3 är//VB|PRS|AKT//cop//3 arbetsför//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//0 och//KN//cc//5 oförhindrad//JJ|POS|UTR|SIN|IND|NOM//conj//3 att//IE//mark//7 arbeta//VB|INF|AKT//advcl//3 är//VB|PRS|AKT//cop//0 ,//MID//punct//13 i//PP//case//13 fråga//NN|UTR|SIN|IND|NOM//fixed//10 om//PP//case//13 försörjningsstöd//NN|NEU|SIN|IND|NOM//nmod//0 ,//MID//punct//15 skyldig//JJ|POS|UTR|SIN|IND|NOM//ROOT//15 att//IE//mark//19 vara//VB|INF|AKT//cop//19 aktivt//AB|POS//advmod//19 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//15 ,//MID//punct//21 anmäld//PC|PRF|UTR|SIN|IND|NOM//conj//15 som//KN//mark//23 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//21 hos//PP//case//27 den//DT|UTR|SIN|DEF//det//27 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//obl//21 och//KN//cc//32 även//AB//advmod//32 i//PP//advmod//32 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//30 stå//VB|INF|AKT//conj//15 till//PP//case//35 arbetsmarknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 förfogande//NN|NEU|SIN|IND|NOM//obl//32 ,//MID//punct//40 om//SN//mark//40 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 inte//AB//advmod//40 finns//VB|PRS|SFO//conj//15 godtagbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 skäl//NN|NEU|PLU|IND|NOM//nsubj//40 .//MAD//punct//15
1.1 Förslag till lag om ändring i socialtjänstlagen (2001:453) / 4 kap.;Vid//PP//case//1 prövningen//NN|UTR|SIN|DEF|NOM//obl//10 av//PP//case//3 behovet//NN|NEU|SIN|DEF|NOM//nmod//1 av//PP//case//5 bistånd//NN|NEU|SIN|IND|NOM//nmod//3 för//PP//case//7 livsföringen//NN|UTR|SIN|DEF|NOM//nmod//3 i//PP//advmod//10 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//8 får//VB|PRS|AKT//aux//13 hänsyn//NN|UTR|SIN|IND|NOM//nsubj:pass//13 inte//AB//advmod//13 tas//VB|INF|SFO//ROOT//13 till//PP//case//18 den//DT|UTR|SIN|DEF//det//16 enskildes//JJ|POS|MAS|SIN|DEF|GEN//nmod:poss//18 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 förhållanden//NN|NEU|PLU|IND|NOM//obl//13 om//PP//case//20 rätten//NN|UTR|SIN|DEF|NOM//obl//13 att//IE//mark//22 ta//VB|INF|AKT//acl//20 ut//PL//compound:prt//22 avgifter//NN|UTR|PLU|IND|NOM//obj//22 för//PP//case//26 biståndet//NN|NEU|SIN|DEF|NOM//obl//22 regleras//VB|PRS|SFO//advcl//13 i//PP//case//30 8//RG|NOM//nummod//30 kap.//NN|AN//obl//27
1.1 Förslag till lag om ändring i socialtjänstlagen (2001:453) / 4 kap.;Den//DT|UTR|SIN|DEF//det//1 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nsubj:pass//5 ska//VB|PRS|AKT//aux//5 genom//PP//case//4 biståndet//NN|NEU|SIN|DEF|NOM//obl//5 tillförsäkras//VB|INF|SFO//ROOT//5 en//DT|UTR|SIN|IND//det//8 skälig//JJ|POS|UTR|SIN|IND|NOM//amod//8 levnadsnivå//NN|UTR|SIN|IND|NOM//nsubj:pass//5 .//MAD//punct//5
1.1 Förslag till lag om ändring i socialtjänstlagen (2001:453) / 4 kap.;Biståndet//NN|NEU|SIN|DEF|NOM//nsubj:pass//12 ska//VB|PRS|AKT//aux//12 utformas//VB|INF|SFO//parataxis//5 så//AB//mark//16 att//SN//mark//16 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//16 stärker//VB|PRS|AKT//advcl//12 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//20 eller//KN//cc//19 hennes//PS|UTR/NEU|SIN/PLU|DEF//conj//17 möjligheter//NN|UTR|PLU|IND|NOM//obj//16 att//IE//mark//22 leva//VB|INF|AKT//acl//20 ett//DT|NEU|SIN|IND//det//25 självständigt//JJ|POS|NEU|SIN|IND|NOM//amod//25 liv//NN|NEU|SIN|IND|NOM//obj//22 .//MAD//punct//5
1.1 Förslag till lag om ändring i socialtjänstlagen (2001:453) / 4 kap.;Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 april//NN|UTR|SIN|IND|NOM//obl//2 2016//RG|NOM//nummod//7 .//MAD//punct//2

