Kärnavfallsrådets yttrande över SKB:s Fud-program 2016;Yttrande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Kärnavfallsrådet//NN|NEU|SIN|DEF|NOM//nmod//0
Till statsrådet och chefen för Miljö- och energidepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 juni//NN|UTR|SIN|IND|NOM//obl//0 2017//RG|NOM//nummod//2

Ledamöter;Carl//PM|NOM//ROOT//0 Reinhold//PM|NOM//flat:name//0 Bråkenhielm//PM|NOM//flat:name//0 (//PAD//punct//4 ordförande//NN|UTR|SIN|IND|NOM//appos//2 )//PAD//punct//4 ,//MID//punct//8 senior//NN|UTR|SIN|IND|NOM//amod//8 professor//NN|UTR|SIN|IND|NOM//conj//0 i//PP//case//11 empirisk//JJ|POS|UTR|SIN|IND|NOM//amod//11 livsåskådningsforskning//NN|UTR|SIN|IND|NOM//nmod//8 ,//MID//punct//14 Uppsala//PM|GEN//amod//14 universitet//NN|NEU|SIN|IND|NOM//conj//0
Ledamöter;Sophie//PM|NOM//ROOT//0 Grape//PM|NOM//flat//0 ,//MID//punct//0 docent//NN|UTR|SIN|IND|NOM//appos//0 i//PP//case//5 fysik//NN|UTR|SIN|IND|NOM//nmod//3 med//PP//case//7 inriktning//NN|UTR|SIN|IND|NOM//nmod//3 mot//PP//case//10 tillämpad//PC|PRF|UTR|SIN|IND|NOM//amod//10 kärnfysik//NN|UTR|SIN|IND|NOM//nmod//7 ,//MID//punct//13 Uppsala//PM|GEN//amod//13 universitet//NN|NEU|SIN|IND|NOM//conj//7
Ledamöter;Mats//PM|NOM//nmod//1 Harms-Ringdahl//PM|NOM//ROOT//1 ,//MID//punct//1 professor//NN|UTR|SIN|IND|NOM//nmod//4 emeritus//NN|UTR|SIN|IND|NOM//appos//1 i//PP//case//6 strålningsbiologi//NN|UTR|SIN|IND|NOM//nmod//1 ,//MID//punct//9 Stockholms//PM|GEN//nmod:poss//9 universitet//NN|NEU|SIN|IND|NOM//conj//6
Ledamöter;Tuija//PM|NOM//nmod:poss//7 Hilding-Rydevik//PM|NOM//flat:name//0 ,//MID//punct//0 (//PAD//punct//5 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//5 ordförande//NN|UTR|SIN|IND|NOM//appos//0 )//PAD//punct//5 professor//NN|UTR|SIN|IND|NOM//ROOT//7 i//PP//case//9 miljöbedömning//NN|UTR|SIN|IND|NOM//nmod//7 ,//MID//punct//12 Sveriges//PM|GEN//nmod:poss//12 lantbruksuniversitet//NN|NEU|SIN|IND|NOM//conj//7 ,//MID//punct//14 Uppsala//PM|NOM//conj//12
Ledamöter;Karin//PM|NOM//ROOT//0 Högdahl//PM|NOM//flat:name//0 ,//MID//punct//0 docent//NN|UTR|SIN|IND|NOM//appos//0 i//PP//case//5 geologi//NN|UTR|SIN|IND|NOM//nmod//3 ,//MID//punct//8 Uppsala//PM|GEN//amod//8 universitet//NN|NEU|SIN|IND|NOM//conj//3
Ledamöter;Lennart//PM|NOM//ROOT//0 Johansson//PM|NOM//flat:name//0 ,//MID//punct//0 professor//NN|UTR|SIN|IND|NOM//appos//0 i//PP//case//5 radiofysik//NN|UTR|SIN|IND|NOM//nmod//3 ,//MID//punct//0 adjungerad//PC|PRF|UTR|SIN|IND|NOM//acl//0 vid//PP//case//9 Institutionen//NN|UTR|SIN|DEF|NOM//obl//7 för//PP//case//11 strålningsvetenskaper//NN|UTR|PLU|IND|NOM//nmod//9 ,//MID//punct//13 Umeå//PM|GEN//conj//0 universitet//NN|NEU|SIN|IND|NOM//obj//13
Ledamöter;Thomas//PM|NOM//ROOT//0 Kaiserfeld//PM|NOM//flat:name//0 ,//MID//punct//3 professor//NN|UTR|SIN|IND|NOM//conj//0 i//PP//case//5 idé-//NN|UTR|-|-|SMS//nmod//3 och//KN//cc//7 lärdomshistoria//NN|UTR|SIN|IND|NOM//conj//5 ,//MID//punct//3 Lunds//PM|GEN//nmod:poss//10 universitet//NN|NEU|SIN|IND|NOM//conj//0
Ledamöter;Mikael//PM|NOM//ROOT//0 Karlsson//PM|NOM//flat:name//0 ,//MID//punct//0 fil.dr//PM|NOM//conj//0 .//MAD//punct//0 ,//MID//punct//6
Ledamöter;miljöforskare//NN|UTR|PLU|IND|NOM//conj//0 ,//MID//punct//6 Kungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 Tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 högskolan//NN|UTR|SIN|DEF|NOM//conj//6 ,//MID//punct//12 Stockholm//PM|NOM//conj//6
Ledamöter;Jenny//PM|NOM//nsubj//11 Palm//PM|NOM//flat:name//0 ,//MID//punct//0 professor//NN|UTR|SIN|IND|NOM//appos//0 i//PP//case//6 hållbar//JJ|POS|UTR|SIN|IND|NOM//amod//6 stadsutveckling//NN|UTR|SIN|IND|NOM//nmod//3 vid//PP//case//9 the//PM|NOM//det//9 International//PM|NOM//nmod//6 Institute//PM|NOM//nmod//3 for//PM|NOM//ROOT//11 Industrial//PM|NOM//nmod//13 Environmental//PM|NOM//nmod//14 Economics//PM|NOM//obj//11 ,//MID//punct//17 Lunds//PM|GEN//nmod:poss//17 universitet//NN|NEU|SIN|IND|NOM//conj//14
Ledamöter;Ingmar//PM|NOM//ROOT//0 Persson//PM|NOM//flat:name//0 ,//MID//punct//0 professor//NN|UTR|SIN|IND|NOM//appos//0 i//PP//case//5 oorganisk//JJ|POS|UTR|SIN|IND|NOM//amod//8 och//KN//cc//7 fysikalisk//JJ|POS|UTR|SIN|IND|NOM//conj//5 kemi//NN|UTR|SIN|IND|NOM//nmod//3 ,//MID//punct//11 Sveriges//PM|GEN//nmod:poss//11 lantbruksuniversitet//NN|NEU|SIN|IND|NOM//conj//3 ,//MID//punct//13 Uppsala//PM|NOM//conj//3

Sakkunniga;Hannu//PM|NOM//nmod//1 Hänninen//PM|NOM//ROOT//1 ,//MID//punct//1 professor//NN|UTR|SIN|IND|NOM//appos//1 i//PP//case//5 maskinteknik//NN|UTR|SIN|IND|NOM//nmod//3 ,//MID//punct//7 Aalto//PM|NOM//amod//8 universitet//NN|NEU|SIN|IND|NOM//conj//1 ,//MID//punct//10 Finland//PM|NOM//conj//8
Sakkunniga;Ingvar//PM|NOM//ROOT//0 Persson//PM|NOM//flat:name//0 ,//MID//punct//3 f.d.//JJ|AN//conj//0 chefsjurist//NN|UTR|SIN|IND|NOM//obj//3 på//PP//case//7 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 kärnkraftinspektion//NN|UTR|SIN|IND|NOM//obl//3

Kansli;Peter//PM|NOM//ROOT//0 Andersson//PM|NOM//flat:name//0 ,//MID//punct//3 kanslichef//NN|UTR|SIN|IND|NOM//conj//0
Kansli;Johanna//PM|NOM//ROOT//0 Swedin//PM|NOM//flat//0 ,//MID//punct//4 vetenskaplig//JJ|POS|UTR|SIN|IND|NOM//amod//4 sekreterare//NN|UTR|SIN|IND|NOM//conj//0
Kansli;Evis//PM|NOM//nmod//1 Bergenlöv//PM|NOM//ROOT//1 ,//MID//punct//4 biträdande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 sekreterare//NN|UTR|SIN|IND|NOM//conj//1

1 Inledning och rekommendationer till regeringen;Kärnavfallsrådet//NN|NEU|SIN|DEF|NOM//nsubj//16 har//VB|PRS|AKT//aux//2 granskat//VB|SUP|AKT//amod//4 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//4 Kärnbränslehantering//NN|UTR|SIN|IND|NOM//nmod//5 AB//PM|NOM//nmod//0 ://MID//punct//5 s//NN|AN//punct//0 (//PAD//punct//7 SKB//PM|NOM//appos//7 )//PAD//punct//9 forskningsprogram//NN|NEU|SIN|IND|NOM//conj//7 Fud-program//PM|NOM//conj//7  //_SP////12 2016//RG|NOM//conj//7 .//MAD//punct//0
1 Inledning och rekommendationer till regeringen;Program//NN|NEU|SIN|IND|NOM//ROOT//16 för//PP//case//18 forskning//NN|UTR|SIN|IND|NOM//nmod//16 ,//MID//punct//20 utveckling//NN|UTR|SIN|IND|NOM//conj//18 och//KN//cc//22 demonstration//NN|UTR|SIN|IND|NOM//conj//18 av//PP//case//24 metoder//NN|UTR|PLU|IND|NOM//nmod//22 för//PP//case//26 hantering//NN|UTR|SIN|IND|NOM//nmod//24 och//KN//cc//28 slutförvaring//NN|UTR|SIN|IND|NOM//conj//26 av//PP//case//30 kärnavfall//NN|NEU|SIN|IND|NOM//nmod//28  //_SP////30 (//PAD//punct//16 Fud-program//NN|NEU|SIN|IND|NOM//appos//16 2016//RG|NOM//nummod//33 )//PAD//punct//16 och//KN//cc//37 fokuserat//VB|SUP|AKT//conj//16 på//PP//case//40 de//DT|UTR/NEU|PLU|DEF//det//40 områden//NN|NEU|PLU|IND|NOM//obl//37 där//HA//advmod//43 ledamöterna//NN|UTR|PLU|DEF|NOM//nsubj//43 har//VB|PRS|AKT//acl:relcl//40 specialkompetens//NN|UTR|SIN|IND|NOM//obj//43 .//MAD//punct//16
1 Inledning och rekommendationer till regeringen;Rådet//NN|NEU|SIN|DEF|NOM//nsubj//48 har//VB|PRS|AKT//aux//48 anlitat//VB|SUP|AKT//parataxis//16 en//DT|UTR|SIN|IND//det//50 konsult//NN|UTR|SIN|IND|NOM//obj//48 för//PP//mark//53 att//IE//mark//53 genomföra//VB|INF|AKT//acl//50 en//DT|UTR|SIN|IND//det//55 utredning//NN|UTR|SIN|IND|NOM//obj//53 inom//PP//case//57 området//NN|NEU|SIN|DEF|NOM//obl//53 geosfär//NN|UTR|SIN|IND|NOM//advmod//53 .//MAD//punct//48
1 Inledning och rekommendationer till regeringen;Formerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//6 för//PP//nmod//0 och//KN//cc//3 inriktningar//NN|UTR|PLU|IND|NOM//conj//1 av//PP//case//5 Fud-programmet//NN|NEU|SIN|DEF|NOM//nmod//3 regleras//VB|PRS|SFO//ROOT//6 i//PP//case//8 lagen//NN|UTR|SIN|DEF|NOM//obl//6 (//PAD//punct//10 1984:3//RG|NOM//appos//8 )//PAD//punct//10 om//PP//case//14 kärnteknisk//JJ|POS|UTR|SIN|IND|NOM//amod//14 verksamhet//NN|UTR|SIN|IND|NOM//obl//6 (//PAD//punct//14 kärntekniklagen//NN|UTR|SIN|DEF|NOM//appos//14 )//PAD//punct//14 .//MAD//punct//19
1 Inledning och rekommendationer till regeringen;Utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj//24 för//PP//case//22 Kärnavfallsrådets//NN|NEU|SIN|DEF|GEN//nmod:poss//22 granskning//NN|UTR|SIN|IND|NOM//nmod//19 är//VB|PRS|AKT//cop//24 kraven//NN|NEU|PLU|DEF|NOM//parataxis//6 enligt//PP//case//26 kärntekniklagen//NN|UTR|SIN|DEF|NOM//obl//24 och//KN//cc//29 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//29 förarbeten//NN|NEU|PLU|IND|NOM//conj//26 .//MAD//punct//24
1 Inledning och rekommendationer till regeringen;Där//AB//advmod//32 anges//VB|PRS|SFO//parataxis//24 att//SN//mark//35 forskningsprogrammet//NN|NEU|SIN|DEF|NOM//nsubj//35 ska//VB|PRS|AKT//ccomp//32 ://MAD//punct//24
1 Inledning och rekommendationer till regeringen;•//NN|UTR|SIN|IND|NOM//nsubj//2 vara//VB|INF|AKT//cop//2 allsidigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//2
1 Inledning och rekommendationer till regeringen;•//NN|UTR|SIN|IND|NOM//nsubj//1 inrikta//VB|INF|AKT//ROOT//1 forskningen//NN|UTR|SIN|DEF|NOM//obj//1 mot//PP//case//4 den//DT|UTR|SIN|DEF//obl//1 eller//KN//cc//7 de//DT|UTR/NEU|PLU|DEF//det//7 metoder//NN|UTR|PLU|IND|NOM//conj//1 som//HP|-|-|-//nsubj//9 framstår//VB|PRS|AKT//acl:relcl//7 som//KN//mark//11 bäst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//9 med//PP//case//15 hänsyn//NN|UTR|SIN|IND|NOM//fixed//12 till//PP//fixed//12 säkerhet//NN|UTR|SIN|IND|NOM//obl//9 och//KN//cc//17 strålskydd//NN|NEU|SIN|IND|NOM//conj//15
1 Inledning och rekommendationer till regeringen;•//NN|UTR|SIN|IND|NOM//nsubj//1 redogöra//VB|INF|AKT//ROOT//1 för//PP//case//4 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 processkedjan//NN|UTR|SIN|DEF|NOM//obl//1 med//PP//case//6 hantering//NN|UTR|SIN|IND|NOM//nmod//4 ,//MID//punct//8 mellanlagring//NN|UTR|SIN|IND|NOM//conj//6 och//KN//cc//10 slutförvar//NN|NEU|SIN|IND|NOM//conj//6
1 Inledning och rekommendationer till regeringen;•//RG|NOM//nsubj//1 ha//VB|INF|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//4 långsiktig//JJ|POS|UTR|SIN|IND|NOM//amod//4 inriktning//NN|UTR|SIN|IND|NOM//obj//1 ,//MID//punct//1 och//KN//cc//7 säkerställa//VB|INF|AKT//conj//1 att//SN//mark//11 reaktorinnehavarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//10 ansvar//NN|NEU|SIN|IND|NOM//nsubj//11 gäller//VB|PRS|AKT//ccomp//7 tills//SN//mark//16 kärnämnet//NN|NEU|SIN|DEF|NOM//nsubj:pass//16 och//KN//cc//15 kärnavfallet//NN|NEU|SIN|DEF|NOM//conj//13 placerats//VB|SUP|SFO//advcl//11 i//PP//case//19 ett//DT|NEU|SIN|IND//det//19 slutförvar//NN|NEU|SIN|IND|NOM//obl//16 som//HP|-|-|-//nsubj:pass//22 slutligt//AB|POS//advmod//22 förslutits//VB|SUP|SFO//acl:relcl//19 .//MAD//punct//1
1 Inledning och rekommendationer till regeringen;•//NN|UTR|SIN|IND|NOM//nsubj//1 redovisa//VB|INF|AKT//ROOT//1 både//KN//cc//3 uppnådda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 forskningsresultat//NN|NEU|PLU|IND|NOM//obj//1 och//KN//cc//9 den//DT|UTR|SIN|DEF//det//9 planerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//9 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 forskningen//NN|UTR|SIN|DEF|NOM//conj//4
1 Inledning och rekommendationer till regeringen;"Planering//NN|UTR|SIN|IND|NOM//ROOT//0 för//PP//case//2 avveckling//NN|UTR|SIN|IND|NOM//nmod//0 av//PP//case//4 SKB//PM|NOM//nmod//2 ://MID//punct//0 s//NN|AN//case//7 anläggningar//NN|UTR|PLU|IND|NOM//nmod//0 ;//MID//punct//0"
1 Inledning och rekommendationer till regeringen;kapitel//NN|NEU|SIN|IND|NOM//nmod//10 19//RG|NOM//nummod//13  //_SP////10 Fortsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 aktiviteter//NN|UTR|PLU|IND|NOM//appos//0 inom//PP//case//15 avveckling//NN|UTR|SIN|IND|NOM//nmod//13 .//MAD//punct//0
1 Inledning och rekommendationer till regeringen;•//NN|UTR|SIN|IND|NOM//nsubj//1 redovisa//VB|INF|AKT//ROOT//1 och//KN//cc//3 följa//VB|INF|AKT//conj//1 upp//PL//compound:prt//3 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 hanterings-//NN|UTR|-|-|SMS//obj//3 och//KN//cc//8 förvaringsmetoder//NN|UTR|PLU|IND|NOM//conj//6 som//HP|-|-|-//nsubj//10 framkommer//VB|PRS|AKT//acl:relcl//8 under//PP//case//15 såväl//KN//advmod//15 den//DT|UTR|SIN|DEF//det//15 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 forskningen//NN|UTR|SIN|DEF|NOM//obl//10 som//HP|-|-|-//mark//24 i//PP//case//24 samband//NN|NEU|SIN|IND|NOM//fixed//17 med//PP//case//24 annan//JJ|POS|UTR|SIN|IND|NOM//amod//24 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//24 och//KN//cc//23 internationell//JJ|POS|UTR|SIN|IND|NOM//conj//21 forskning//NN|UTR|SIN|IND|NOM//nmod//15
1 Inledning och rekommendationer till regeringen;•//NN|UTR|SIN|IND|NOM//nsubj//1 medge//VB|INF|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//3 öppenhet//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//5 insyn//NN|UTR|SIN|IND|NOM//conj//3 i//PP//case//8 de//DT|UTR/NEU|PLU|DEF//det//8 problem//NN|NEU|PLU|IND|NOM//nmod//5 som//HP|-|-|-//nsubj//10 återstår//VB|PRS|AKT//acl:relcl//8 att//IE//mark//12 lösa//VB|INF|AKT//xcomp//10
1 Inledning och rekommendationer till regeringen;Kärnavfallsrådet//NN|NEU|SIN|DEF|NOM//nsubj//1 anger//VB|PRS|AKT//ROOT//1 i//PP//case//3 kapitel//NN|NEU|SIN|IND|NOM//obl//1 2//RG|NOM//nummod//6 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//6 synpunkter//NN|UTR|PLU|IND|NOM//obl//1 när//HA//case//10 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//7 gäller//VB|PRS|AKT//fixed//7 Fudprogram//PM|NOM//obl//1 2016//RG|NOM//nummod//10 och//KN//cc//14 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//14 allsidighet//NN|UTR|SIN|IND|NOM//conj//10 ,//MID//punct//16 insyn//NN|UTR|SIN|IND|NOM//conj//14 och//KN//cc//18 öppenhet//NN|UTR|SIN|IND|NOM//conj//14 .//MAD//punct//1
1 Inledning och rekommendationer till regeringen;I//PP//case//22 kapitel//NN|NEU|SIN|IND|NOM//nmod//22 3//RG|NOM//obl//23 lyfter//VB|PRS|AKT//conj//1 rådet//NN|NEU|SIN|DEF|NOM//nsubj//23 fram//PL//compound:prt//23 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//28 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//28 synpunkter//NN|UTR|PLU|IND|NOM//obj//23 som//HP|-|-|-//nsubj//30 kommit//VB|SUP|AKT//acl:relcl//28 fram//PL//compound:prt//30 under//PP//case//33 granskningen//NN|UTR|SIN|DEF|NOM//obl//30 .//MAD//punct//23
1 Inledning och rekommendationer till regeringen;I//PP//case//37 kapitel//NN|NEU|SIN|IND|NOM//nmod//37 4//RG|NOM//nummod//38 finns//VB|PRS|SFO//parataxis//23 synpunkter//NN|UTR|PLU|IND|NOM//nsubj//38 på//PP//case//41 områden//NN|NEU|PLU|IND|NOM//obl//38 som//HP|-|-|-//obj//44 Kärnavfallsrådet//NN|NEU|SIN|DEF|NOM//nsubj//44 anser//VB|PRS|AKT//acl:relcl//41 bör//VB|PRS|AKT//aux//46 finnas//VB|INF|SFO//conj//38 med//PL//compound:prt//46 i//PP//case//50 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 Fud-program//NN|NEU|SIN|IND|NOM//obl//46 2019//RG|NOM//nummod//50 och//KN//cc//53 framåt//AB//conj//50 .//MAD//punct//23

1 Inledning och rekommendationer till regeringen / Kärnavfallsrådets rekommendationer till regeringen;Sammantaget//AB//nsubj//1 anser//VB|PRS|AKT//ROOT//1 Kärnavfallsrådet//NN|NEU|SIN|DEF|NOM//nsubj//1 att//SN//mark//18 den//DT|UTR|SIN|DEF//det//5 forsknings-//NN|UTR|-|-|SMS//nsubj//18 och//KN//cc//7 utvecklingsverksamhet//NN|UTR|SIN|IND|NOM//conj//5 som//HP|-|-|-//nsubj:pass//9 beskrivs//VB|PRS|SFO//acl:relcl//7 i//PP//case//13 2016//RG|NOM//nummod//12 års//NN|NEU|SIN|IND|GEN//nmod:poss//13 Fud-program//NN|NEU|SIN|IND|NOM//obl//9 inte//AB//advmod//18 i//PP//case//17 alla//DT|UTR/NEU|PLU|IND/DEF//det//17 avseenden//NN|NEU|PLU|IND|NOM//obl//18 uppfyller//VB|PRS|AKT//ccomp//1 de//DT|UTR/NEU|PLU|DEF//det//20 krav//NN|NEU|PLU|IND|NOM//obj//18 på//PP//case//22 forskningsverksamheten//NN|UTR|SIN|DEF|NOM//obl//18 som//HP|-|-|-//nsubj:pass//24 föreskrivs//VB|PRS|SFO//acl:relcl//22 enligt//PP//case//28 11//RG|NOM//nummod//27 §//NN|AN//nmod//28 kärntekniklagen//NN|UTR|SIN|DEF|NOM//obl//24 .//MAD//punct//1
1 Inledning och rekommendationer till regeringen / Kärnavfallsrådets rekommendationer till regeringen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 finns//VB|PRS|SFO//parataxis//1 avsnitt//NN|NEU|PLU|IND|NOM//nsubj//31 i//PP//case//34 Fud-programmet//NN|NEU|SIN|DEF|NOM//nmod//32 som//HP|-|-|-//nsubj:pass//37 behöver//VB|PRS|AKT//aux:pass//37 förtydligas//VB|INF|SFO//acl:relcl//32 och//KN//cc//39 forskning//NN|UTR|SIN|IND|NOM//conj//37 som//HP|-|-|-//nsubj:pass//42 behöver//VB|PRS|AKT//aux//42 genomföras//VB|INF|SFO//acl:relcl//39 för//PP//mark//45 att//IE//mark//45 visa//VB|INF|AKT//advcl//42 att//SN//mark//50 forsknings-//NN|UTR|-|-|SMS//nsubj//50 och//KN//cc//49 utvecklingsverksamheten//NN|UTR|SIN|DEF|NOM//conj//47 möjliggör//VB|PRS|AKT//ccomp//45 säker//JJ|POS|UTR|SIN|IND|NOM//amod//52 avveckling//NN|UTR|SIN|IND|NOM//obj//50 och//KN//cc//54 slutförvaring//NN|UTR|SIN|IND|NOM//conj//52 .//MAD//punct//1
