– granskning och förslag;Expertrapporter//NN|UTR|SIN|IND|NOM//ROOT//0 från//PP//case//4 2005//RG|NOM//nummod//3 års//NN|NEU|SIN|IND|GEN//nmod:poss//4 katastrofkommission//NN|UTR|SIN|IND|NOM//nmod//0
1. Inledning (1);nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//145 och//KN//cc//144 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//142 tidningar//NN|UTR|PLU|IND|NOM//parataxis//138 ,//MID//punct//147 radio//NN|UTR|SIN|IND|NOM//conj//145 och//KN//cc//149 television//NN|UTR|SIN|IND|NOM//conj//145 .//MAD//punct//119
1. Inledning (1);Personal//NN|UTR|SIN|IND|NOM//nsubj//161 från//PP//case//153 myndigheter//NN|UTR|PLU|IND|NOM//nmod//151 och//KN//cc//155 företag//NN|NEU|PLU|IND|NOM//conj//153 som//HP|-|-|-//nsubj//157 befinner//VB|PRS|AKT//acl:relcl//155 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//157 i//PP//case//160 området//NN|NEU|SIN|DEF|NOM//obl//157 tar//VB|PRS|AKT//conj//68 kontakt//NN|UTR|SIN|IND|NOM//obj//161 för//PP//mark//165 att//IE//mark//165 få//VB|INF|AKT//advcl//161 information//NN|UTR|SIN|IND|NOM//obj//165 ,//MID//punct//161 men//KN//cc//172 även//AB//advmod//170 privatpersoner//NN|UTR|PLU|IND|NOM//nsubj//172 vill//VB|PRS|AKT//aux//172 veta//VB|INF|AKT//conj//161 hur//HA//advmod//175 läget//NN|NEU|SIN|DEF|NOM//nsubj//175 utvecklar//VB|PRS|AKT//ccomp//172 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//175 .//MAD//punct//161
1. Inledning (1);Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//179 finns//VB|PRS|SFO//parataxis//161 ett//DT|NEU|SIN|IND//det//182 stort//JJ|POS|NEU|SIN|IND|NOM//amod//182 behov//NN|NEU|SIN|IND|NOM//nsubj//179 av//PP//case//184 information//NN|UTR|SIN|IND|NOM//nmod//182 i//PP//case//188 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//188 alla//DT|UTR/NEU|PLU|IND/DEF//det//188 delar//NN|UTR|PLU|IND|NOM//nmod//184 .//MAD//punct//179
1. Inledning (1);I//PP//case//192 denna//DT|UTR|SIN|DEF//det//192 promemoria//NN|UTR|SIN|IND|NOM//obl//193 försöker//VB|PRS|AKT//conj//161 jag//PN|UTR|SIN|DEF|SUB//nsubj//193 dels//KN//advmod//196 beskriva//VB|INF|AKT//xcomp//193 händelseförloppet//NN|NEU|SIN|DEF|NOM//obj//196 utifrån//PP//case//201 min//PS|UTR|SIN|DEF//nmod:poss//201 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//201 situation//NN|UTR|SIN|IND|NOM//obl//196 som//KN//nsubj//203 ansvarig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//201 för//PP//case//206 seismologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//206 nätet//NN|NEU|SIN|DEF|NOM//obl//203 i//PP//case//208 Sverige//PM|NOM//nmod//206 ,//MID//punct//211 dels//KN//advmod//211 informera//VB|INF|AKT//conj//161 om//PP//case//214 den//DT|UTR|SIN|DEF//det//214 kunskap//NN|UTR|SIN|IND|NOM//obl//211 om//PP//case//218 geologiskt//AB|POS//advmod//217 relaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//218 naturkatastrofer//NN|UTR|PLU|IND|NOM//nmod//214 vi//PN|UTR|PLU|DEF|SUB//nsubj//220 besitter//VB|PRS|AKT//acl//218 .//MAD//punct//161
1. Inledning (1);Jag//PN|UTR|SIN|DEF|SUB//nsubj//223 börjar//VB|PRS|AKT//conj//161 dock//AB//advmod//223 med//PP//case//227 lite//AB|POS//amod//227 bakgrundsinformation//NN|UTR|SIN|IND|NOM//obl//223 om//PP//case//229 orsakerna//NN|UTR|PLU|DEF|NOM//obl//223 till//PP//case//231 denna//PN|UTR|SIN|DEF|SUB/OBJ//nmod//229 ,//MID//punct//237 och//KN//cc//237 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//237 ,//MID//punct//237 “//PAD//nsubj//237 geokatastrofer//NN|UTR|SIN|IND|NOM//conj//223 ”//PAD//punct//223 .//MAD//punct//10

2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;Yttersta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//1 delen//NN|UTR|SIN|DEF|NOM//nsubj//4 av//PP//case//3 jorden//NN|UTR|SIN|DEF|NOM//nmod//1 består//VB|PRS|AKT//ROOT//4 av//PP//case//7 ett//DT|NEU|SIN|IND//det//7 antal//NN|NEU|SIN|IND|NOM//nmod//11 sk//AB|AN//amod//11 .//MAD//punct//8
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;tektoniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 plattor//NN|UTR|PLU|IND|NOM//nsubj//4 (//PAD//punct//11 7//RG|NOM//nummod//14 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//appos//11 och//KN//cc//16 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//14 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//14 )//PAD//punct//14 som//HP|-|-|-//nsubj//20 rör//VB|PRS|AKT//acl:relcl//11 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//20 sinsemellan//AB//advmod//20 där//HA//advmod//26 de//PN|UTR/NEU|PLU|DEF|SUB//det//25 “//NN|AN//nsubj//26 flyter//VB|PRS|AKT//advcl//20 ”//PM|NOM//punct//26 fram//AB//advmod//34 på//PP//case//34 den//DT|UTR|SIN|DEF//det//34 underliggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 ,//MID//punct//33 mjukare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 manteln//NN|UTR|SIN|DEF|NOM//obl//26 .//MAD//punct//11
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;I//PP//case//38 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 områden//NN|NEU|PLU|IND|NOM//obl//46 ,//MID//punct//38 som//KN//case//41 Kalifornien//PM|NOM//appos//38 och//KN//cc//44 norra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 Turkiet//PM|NOM//conj//41 ,//MID//punct//38 glider//VB|PRS|AKT//parataxis//4 plattorna//NN|UTR|PLU|DEF|NOM//nsubj//46 mot//PP//case//49 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//46 och//KN//cc//51 orsakar//VB|PRS|AKT//conj//46 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 jordbävningar//NN|UTR|PLU|IND|NOM//obj//51 .//MAD//punct//46
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;Vid//PP//case//56 oceanryggarna//NN|UTR|PLU|DEF|NOM//obl//57 utökas//VB|PRS|SFO//parataxis//46 plattornas//NN|UTR|PLU|DEF|GEN//nmod:poss//59 yta//NN|UTR|SIN|IND|NOM//nsubj:pass//57 ,//MID//punct//57 medan//SN//mark//63 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//63 minskas//VB|PRS|SFO//advcl//57 vid//PP//case//65 oceangravar//NN|UTR|PLU|IND|NOM//obl//63 och//KN//cc//67 bergskedjor//NN|UTR|PLU|IND|NOM//conj//65 .//MAD//punct//71
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;Båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 processerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//71 åtföljs//VB|PRS|SFO//conj//46 ,//MID//punct//74 trots//PP//case//74 olikheterna//NN|UTR|PLU|DEF|NOM//obl//71 ,//MID//punct//77 av//PP//case//77 vulkanutbrott//NN|NEU|SIN|IND|NOM//conj//74 och//KN//cc//79 jordskalv//NN|NEU|SIN|IND|NOM//conj//77 .//MID//punct//46
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//88 är//VB|PRS|AKT//cop//88 dock//AB//advmod//88 bara//AB//advmod//88 i//PP//case//88 de//DT|UTR/NEU|PLU|DEF//det//88 sistnämnda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//88 områdena//NN|NEU|PLU|DEF|NOM//parataxis//46 som//HP|-|-|-//obj//94 de//DT|UTR/NEU|PLU|DEF//det//93 allra//AB//advmod//92 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//93 jordbävningarna//NN|UTR|PLU|DEF|NOM//nsubj//94 inträffar//VB|PRS|AKT//acl:relcl//88 .//MAD//punct//4
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 vet//VB|PRS|AKT//ROOT//1 ,//MID//punct//5 av//PP//case//5 smärtsam//JJ|POS|UTR|SIN|IND|NOM//amod//5 erfarenhet//NN|UTR|SIN|IND|NOM//obj//1 ,//MID//punct//5 att//SN//mark//13 jordskalv//NN|NEU|SIN|IND|NOM//nsubj//13 inte//AB//advmod//13 behöver//VB|PRS|AKT//aux//13 vara//VB|INF|AKT//cop//13 särskilt//AB//advmod//13 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//1 för//PP//mark//16 att//IE//mark//16 orsaka//VB|INF|AKT//advcl//13 stor//JJ|POS|UTR|SIN|IND|NOM//amod//19 direkt//JJ|POS|UTR|SIN|IND|NOM//amod//19 förödelse//NN|UTR|SIN|IND|NOM//obj//16 .//MAD//punct//1
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;Skalvets//NN|NEU|SIN|DEF|GEN//nmod:poss//22 närhet//NN|UTR|SIN|IND|NOM//nsubj//33 till//PP//case//24 befolkningscentra//NN|NEU|PLU|IND|NOM//nmod//22 och//KN//cc//26 standarden//NN|UTR|SIN|DEF|NOM//conj//24 på//PP//case//28 bebyggelsen//NN|UTR|SIN|DEF|NOM//nmod//26 är//VB|PRS|AKT//cop//33 i//PP//advmod//33 stället//NN|NEU|SIN|DEF|NOM//fixed//30 direkt//AB|POS//advmod//33 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//1 .//MID//punct//33
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;Så//AB//advmod//36 orsakade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//1 till//PP//advmod//36 exempel//NN|NEU|SIN|IND|NOM//fixed//37 annandag//NN|UTR|SIN|IND|NOM//amod//40 påsk-skalvet//NN|NEU|SIN|DEF|NOM//nsubj//36 utanför//PP//case//43 Sumatra//PM|NOM//nmod//43 2005//RG|NOM//nmod//40 (//PAD//punct//45 M=8.7//NN|AN//obl//36 )//PAD//punct//45 endast//AB//advmod//49 ca//AB|AN//advmod//49 1//RG|NOM//nummod//51 300//RG|NOM//nummod//51 dödsfall//NN|NEU|PLU|IND|NOM//nsubj//36 pga//AB|AN//nmod//51 .//MAD//punct//51
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;"liten//JJ|POS|UTR|SIN|IND|NOM//amod//55 befolkningsmängd//NN|UTR|SIN|IND|NOM//appos//51 i//PP//case//57 närområdet//NN|NEU|SIN|DEF|NOM//nmod//55 ;//MID//punct//51"
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;"skalvet//NN|NEU|SIN|DEF|NOM//nsubj//73 i//PP//case//61 närheten//NN|UTR|SIN|DEF|NOM//nmod//59 av//PP//case//63 Kobe//PM|NOM//nmod//61 i//PP//case//65 Japan//PM|NOM//nmod//59 1995//RG|NOM//nummod//65 (//PAD//punct//68 M=6.9//NN|AN//appos//59 )//PAD//punct//68 ca//AB|AN//advmod//71 5//RG|NOM//nummod//73 500//RG|NOM//nummod//73 dödsfall//NN|NEU|PLU|IND|NOM//nsubj//132 vilket//HP|NEU|SIN|IND//nsubj//76 skulle//VB|PRT|AKT//aux//76 blivit//VB|SUP|AKT//acl:relcl//73 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//78 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//xcomp//76 om//SN//mark//84 inte//AB//advmod//84 byggnadsstandarden//NN|UTR|SIN|DEF|NOM//nsubj//84 varit//VB|SUP|AKT//cop//84 så//AB//advmod//84 god//JJ|POS|UTR|SIN|IND|NOM//acl//78 ;//MID//punct//73"
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;skalvet//NN|NEU|SIN|DEF|NOM//appos//73 i//PP//case//88 Bam//PM|NOM//nmod//86 ,//MID//punct//90 Iran//PM|NOM//conj//88 ,//MID//punct//92 2003//RG|NOM//conj//86 (//PAD//punct//94 M=6.6//NN|AN//appos//86 )//PAD//punct//94 ca//AB|AN//advmod//97 26//RG|NOM//nummod//99 000//RG|NOM//nummod//99 dödsfall//NN|NEU|PLU|IND|NOM//nmod//86 ,//MID//punct//86 eftersom//SN//mark//103 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//103 skedde//VB|PRT|AKT//advcl//73 mitt//AB//advmod//106 under//PP//case//106 staden//NN|UTR|SIN|DEF|NOM//obl//103 och//KN//cc//108 byggnaderna//NN|UTR|PLU|DEF|NOM//nsubj//112 inte//AB//advmod//112 alls//AB//advmod//112 var//VB|PRT|AKT//cop//112 konstruerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//103 med//PP//case//116 tanke//NN|UTR|SIN|IND|NOM//fixed//113 på//PP//fixed//113 jordskalv//NN|NEU|PLU|IND|NOM//obl//112 .//MID//punct//73
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;"De//DT|UTR/NEU|PLU|DEF//det//121 mest//AB|SUV//advmod//120 förödande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//121 jordbävningar//NN|UTR|PLU|IND|NOM//nsubj:pass//126 vi//PN|UTR|PLU|DEF|SUB//nsubj//123 känner//VB|PRS|AKT//acl:relcl//121 till//PL//compound:prt//123 har//VB|PRS|AKT//aux//126 inträffat//VB|SUP|AKT//parataxis//73 i//PP//case//128 Kina//PM|NOM//obl//126 ;//MID//punct//73"
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;år//NN|NEU|SIN|IND|NOM//nmod//131 1556//RG|NOM//nmod//73 omkom//VB|PRT|AKT//parataxis//51 ca//AB|AN//advmod//134 830//RG|NOM//nummod//135 000//RG|NOM//obl//132 ,//MID//punct//132 och//KN//cc//139 1976//RG|NOM//nsubj//139 dog//VB|PRT|AKT//conj//132 förmodligen//AB//advmod//139 ca//AB|AN//advmod//142 650//RG|NOM//nummod//143 000//RG|NOM//nummod//144 människor//NN|UTR|PLU|IND|NOM//obj//139 .//MAD//punct//139
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;Skadeverkningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//150 från//PP//case//149 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//149 jordbävningar//NN|UTR|PLU|IND|NOM//nmod//146 mångfaldigas//VB|PRS|SFO//parataxis//139 ofta//AB|POS//advmod//150 av//PP//case//155 de//DT|UTR/NEU|PLU|DEF//det//155 sekundära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//155 effekter//NN|UTR|PLU|IND|NOM//obl:agent//150 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//157 har//VB|PRS|AKT//acl:relcl//155 ,//MID//punct//155 som//KN//mark//161 att//IE//mark//161 generera//VB|INF|AKT//acl:relcl//155 jordskred//NN|NEU|PLU|IND|NOM//xcomp//161 eller//KN//cc//164 flodvågor//NN|UTR|PLU|IND|NOM//conj//162 ,//MID//punct//162 sk//AB|AN//conj//162 .//MAD//punct//166
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;tsunamier//NN|UTR|PLU|IND|NOM//conj//162 .//MAD//punct//36
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;När//HA//mark//4 riktigt//AB//advmod//2 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 jordskalv//NN|NEU|PLU|IND|NOM//nsubj//4 inträffar//VB|PRS|AKT//advcl//7 under//PP//case//6 havsbotten//NN|UTR|SIN|IND|NOM//obl//4 finns//VB|PRS|SFO//ROOT//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 risk//NN|UTR|SIN|IND|NOM//nsubj//7 för//PP//mark//13 att//SN//mark//13 tsunamier//NN|UTR|PLU|IND|NOM//nsubj:pass//13 bildas//VB|PRS|SFO//advcl//7 .//MAD//punct//7
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;Om//SN//mark//22 den//DT|UTR|SIN|DEF//det//18 vertikala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 rörelsen//NN|UTR|SIN|DEF|NOM//nsubj//22 i//PP//case//20 havsbotten//NN|UTR|SIN|IND|NOM//nmod//18 är//VB|PRS|AKT//cop//22 stor//JJ|POS|UTR|SIN|IND|NOM//advcl//23 överförs//VB|PRS|SFO//conj//7 en//DT|UTR|SIN|IND//det//26 stor//JJ|POS|UTR|SIN|IND|NOM//amod//26 mängd//NN|UTR|SIN|IND|NOM//nmod//27 lägesenergi//NN|UTR|SIN|IND|NOM//nsubj:pass//23 från//PP//case//29 berggrunden//NN|UTR|SIN|DEF|NOM//obl//23 till//PP//case//31 vattenvolymen//NN|UTR|SIN|DEF|NOM//nmod//29 .//MAD//punct//7
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;Denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//34 omvandlas//VB|PRS|SFO//parataxis//7 sedan//AB//advmod//34 till//PP//case//37 rörelseenergi//NN|UTR|SIN|IND|NOM//obl//34 hos//PP//case//39 vågorna//NN|UTR|PLU|DEF|NOM//nmod//37 .//MAD//punct//7
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;Den//DT|UTR|SIN|DEF//det//42 energi//NN|UTR|SIN|IND|NOM//nsubj//49 som//HP|-|-|-//nsubj:pass//44 utlöstes//VB|PRT|SFO//acl:relcl//42 vid//PP//case//46 jordbävningen//NN|UTR|SIN|DEF|NOM//obl//44 annandag//NN|UTR|SIN|IND|NOM//advmod//48 jul//NN|UTR|SIN|IND|NOM//obl//44 motsvarar//VB|PRS|AKT//parataxis//7 Sveriges//PM|GEN//nmod:poss//52 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 energiförbrukning//NN|UTR|SIN|IND|NOM//obj//49 i//PP//case//56 närmare//AB|KOM//advmod//55 tio//RG|NOM//nummod//56 år//NN|NEU|PLU|IND|NOM//obl//49 .//MAD//punct//7
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//60 är//VB|PRS|AKT//cop//60 uppenbart//JJ|POS|NEU|SIN|IND|NOM//parataxis//7 att//SN//mark//71 dessa//DT|UTR/NEU|PLU|DEF//det//64 energirika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 vågor//NN|UTR|PLU|IND|NOM//nsubj//71 när//HA//mark//67 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//67 når//VB|PRS|AKT//advcl//71 land//NN|NEU|SIN|IND|NOM//obj//67 är//VB|PRS|AKT//cop//71 mycket//AB|POS//advmod//71 farliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//csubj//60 och//KN//cc//77 i//PP//case//75 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 fall//NN|NEU|PLU|IND|NOM//obl//77 kan//VB|PRS|AKT//aux//77 bli//VB|INF|AKT//conj//71 förödande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//77 .//MAD//punct//60
2. Geokatastrofer – vulkanutbrott, jordbävningar, jordskred och tsunamier;Tsunamier//NN|NEU|PLU|IND|NOM//nsubj:pass//83 kan//VB|PRS|AKT//aux//83 också//AB//advmod//83 orsakas//VB|INF|SFO//parataxis//60 av//PP//case//85 vulkanutbrott//NN|NEU|PLU|IND|NOM//obl:agent//83 .//MAD//punct//83
