
Anders Sundström;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 26//RG|NOM//nummod//4 januari//NN|UTR|SIN|IND|NOM//obl//6 1995//RG|NOM//nummod//4 bemyndigade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 statsrådet//NN|NEU|SIN|DEF|NOM//nmod//9 Sundström//PM|NOM//obj//6 att//IE//mark//11 tillkalla//VB|INF|AKT//xcomp//6 en//DT|UTR|SIN|IND//det//14 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//14 kommitté//NN|UTR|SIN|IND|NOM//obj//11 med//PP//case//16 uppgift//NN|UTR|SIN|IND|NOM//nmod//14 att//IE//mark//18 utreda//VB|INF|AKT//acl//14 effekter//NN|UTR|PLU|IND|NOM//obj//18 av//PP//case//22 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 arbetstidsförändringar//NN|UTR|PLU|IND|NOM//nmod//19 ,//MID//punct//6 m.m.//AB|AN//appos//6 Den//DT|UTR|SIN|DEF//det//27 26//RG|NOM//nummod//27 januari//NN|UTR|SIN|IND|NOM//obl//29 1995//RG|NOM//nummod//27 förordnades//VB|PRT|SFO//parataxis//6 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//31 Ulrica//PM|NOM//nsubj//29 Messing//PM|NOM//flat//31 (//PAD//punct//32 s//NN|AN//nmod//32 )//PAD//punct//32 som//KN//case//37 ordförande//NN|UTR|SIN|IND|NOM//xcomp//29 .//MAD//punct//6
Anders Sundström;109//RG|NOM//nummod//25 åtaganden//NN|NEU|PLU|IND|NOM//conj//0 på//PP//case//27 arbetstidsområdet//NN|NEU|SIN|DEF|NOM//nmod//25 .//MAD//punct//25 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//45
Anders Sundström;111//RG|NOM//nummod//43 6//RG|NOM//nummod//45 Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 konsekvenser//NN|UTR|PLU|IND|NOM//appos//0 av//PP//case//47 förslagen//NN|NEU|PLU|DEF|NOM//nmod//45 .//MAD//punct//45 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//68
Anders Sundström;113//RG|NOM//nummod//68 7//RG|NOM//nummod//68 Författningskommentarer//NN|UTR|PLU|IND|NOM//appos//0 .//MAD//punct//68 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//94
Anders Sundström;115//RG|NOM//nummod//94 Reservationer//NN|UTR|PLU|IND|NOM//conj//0 och//KN//cc//97 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//97 yttranden//NN|NEU|PLU|IND|NOM//conj//94 .//MAD//punct//94 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0
Anders Sundström;122//RG|NOM//nummod//0

Bilagor;Bilaga//NN|UTR|SIN|IND|NOM//nmod//2 1//RG|NOM//nummod//2 Kommittédirektiv//NN|UTR|SIN|IND|NOM//ROOT//2 (//PAD//punct//2 Dir//NN|AN//appos//2 1995:6//RG|NOM//nummod//4 )//PAD//punct//2
Bilagor;Bilaga//NN|UTR|SIN|IND|NOM//nsubj//5 2//RG|NOM//nummod//2 EG//PM|NOM//conj//0 ://MID//punct//2 s//PP//amod//5 arbetstidsdirektiv//NN|NEU|SIN|IND|NOM//ROOT//5 på//PP//case//7 svenska//NN|UTR|SIN|IND|NOM//nmod//5 och//KN//cc//9 engelska//NN|UTR|SIN|IND|NOM//conj//7

Förklaringar av vissa begrepp, definitioner m.m. Direktiv;Bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 EG-föreskrifter//NN|UTR|PLU|IND|NOM//nsubj:pass//24 vad//HP|NEU|SIN|IND//nsubj//3 gäller//VB|PRS|AKT//acl:relcl//1 de//DT|UTR/NEU|PLU|DEF//det//5 resultat//NN|NEU|PLU|IND|NOM//obj//3 som//HP|-|-|-//nsubj:pass//8 skall//VB|PRS|AKT//aux//8 uppnås//VB|INF|SFO//acl:relcl//5 utfärdas//VB|INF|SFO//xcomp//8 i//PP//case//13 form//NN|UTR|SIN|IND|NOM//fixed//10 av//PP//fixed//10 direktiv//NN|NEU|PLU|IND|NOM//obl//9 .//MAD//punct//1
Förklaringar av vissa begrepp, definitioner m.m. Direktiv;Tillvägagångssättet//NN|NEU|SIN|DEF|NOM//nsubj:pass//24 för//PP//mark//18 att//IE//mark//18 nå//VB|INF|AKT//acl//15 de//DT|UTR/NEU|PLU|DEF//det//21 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//21 målen//NN|NEU|PLU|DEF|NOM//obj//18 får//VB|PRS|AKT//aux//24 dock//AB//advmod//24 väljas//VB|INF|SFO//ROOT//24 av//PP//case//26 medlemsstaterna//NN|UTR|PLU|DEF|NOM//obl:agent//24 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//26 .//MAD//punct//24
Förklaringar av vissa begrepp, definitioner m.m. Direktiv;Direktiv//NN|NEU|PLU|IND|NOM//nsubj//33 är//VB|PRS|AKT//cop//33 den//DT|UTR|SIN|DEF//det//33 vanligaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//33 formen//NN|UTR|SIN|DEF|NOM//parataxis//24 för//PP//case//35 EG-lagstiftning//NN|UTR|SIN|IND|NOM//nmod//33 .//MAD//punct//33
Förklaringar av vissa begrepp, definitioner m.m. Direktiv;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//38 förekommer//VB|PRS|AKT//parataxis//33 ytterligare//AB|KOM//advmod//40 två//RG|NOM//nummod//41 typer//NN|UTR|PLU|IND|NOM//nsubj//38 av//PP//case//44 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 föreskrifter//NN|UTR|PLU|IND|NOM//nmod//41 ://MID//punct//41
Förklaringar av vissa begrepp, definitioner m.m. Direktiv;förordningar//NN|UTR|PLU|IND|NOM//appos//41 ,//MID//punct//46 som//HP|-|-|-//nsubj//53 till//PP//case//51 alla//DT|UTR/NEU|PLU|IND/DEF//det//51 delar//NN|UTR|PLU|IND|NOM//obl//53 är//VB|PRS|AKT//cop//53 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//46 och//KN//cc//56 direkt//AB|POS//advmod//56 tillämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//53 i//PP//case//59 varje//DT|UTR/NEU|SIN|IND//det//59 medlemsstat//NN|UTR|SIN|IND|NOM//obl//53 ,//MID//punct//62 och//KN//cc//62 beslut//NN|NEU|PLU|IND|NOM//conj//46 ,//MID//punct//46 vilka//HP|UTR/NEU|PLU|IND//nsubj//66 är//VB|PRS|AKT//cop//66 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//46 för//PP//case//68 den//DT|UTR|SIN|DEF//obl//66 eller//KN//cc//70 de//PN|UTR/NEU|PLU|DEF|SUB//conj//68 som//HP|-|-|-//nsubj:pass//72 berörs//VB|PRS|SFO//acl:relcl//70 av//PP//case//74 besluten//NN|NEU|PLU|DEF|NOM//obl:agent//72 .//MAD//punct//33

EG-domstolen;EG-domstolen//NN|UTR|SIN|DEF|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 den//DT|UTR|SIN|DEF//det//4 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//4 uttolkaren//NN|UTR|SIN|DEF|NOM//ROOT//4 av//PP//case//8 de//DT|UTR/NEU|PLU|DEF//det//8 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 fördragen//NN|NEU|PLU|DEF|NOM//nmod//4 samt//KN//cc//11 övrig//JJ|POS|UTR|SIN|IND|NOM//amod//11 gemenskapsrätt//NN|UTR|SIN|IND|NOM//conj//8 .//MAD//punct//4
EG-domstolen;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//14 består//VB|PRS|AKT//parataxis//4 av//PP//case//17 15//RG|NOM//nummod//17 domare//NN|UTR|PLU|IND|NOM//obl//14 ,//MID//punct//17 dvs.//AB|AN//advmod//20 en//DT|UTR|SIN|IND//appos//17 från//PP//case//23 varje//DT|UTR/NEU|SIN|IND//det//23 medlemssland//NN|UTR|SIN|IND|NOM//nmod//20 .//MAD//punct//14
EG-domstolen;EG-domstolen//NN|UTR|SIN|DEF|NOM//nsubj//26 har//VB|PRS|AKT//conj//4 en//DT|UTR|SIN|IND//det//29 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//29 roll//NN|UTR|SIN|IND|NOM//obj//26 för//PP//case//31 rättsbildningen//NN|UTR|SIN|DEF|NOM//nmod//29 inom//PP//case//33 EG//PM|NOM//nmod//31 och//KN//cc//35 anses//VB|PRS|SFO//conj//26 utveckla//VB|INF|AKT//xcomp//35 EG-rätten//NN|UTR|SIN|DEF|NOM//obj//36 i//PP//case//41 en//DT|UTR|SIN|IND//det//41 integrationsfrämjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 anda//NN|UTR|SIN|IND|NOM//obl//36 .//MAD//punct//26

EG:s sociala stadga;EG//PM|NOM//nsubj:pass//10 ://MID//punct//0 s//NN|AN//nummod//4 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 stadga//NN|UTR|SIN|IND|NOM//nsubj:pass//10 om//PP//case//9 arbetstagarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//9 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 rättigheter//NN|UTR|PLU|IND|NOM//nmod//4 antogs//VB|PRT|SFO//ROOT//10 av//PP//case//12 11//RG|NOM//obl:agent//10 av//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//16 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 EG-medlemsstaternas//NN|UTR|PLU|DEF|GEN//nmod:poss//17 statsöverhuvuden//NN|NEU|PLU|IND|NOM//nmod//12 vid//PP//case//21 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//21 möte//NN|NEU|SIN|IND|NOM//nmod//17 i//PP//case//23 december//NN|UTR|SIN|IND|NOM//nmod//21 1989//RG|NOM//nummod//23 .//MAD//punct//10
EG:s sociala stadga;Storbritannien//PM|NOM//nsubj//27 skrev//VB|PRT|AKT//parataxis//10 inte//AB//advmod//27 under//PL//compound:prt//27 .//MAD//punct//27
