– konturerna till en ny politisk modell;En//DT|UTR|SIN|IND//det//1 bok//NN|UTR|SIN|IND|NOM//ROOT//1 från//PP//case//3 PISA-projektet//NN|NEU|SIN|DEF|NOM//nmod//1
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//3 här//AB//fixed//0 är//VB|PRS|AKT//cop//3 en//PN|UTR|SIN|IND|SUB/OBJ//ROOT//3 av//PP//case//6 tretton//RG|NOM//nummod//6 böcker//NN|UTR|PLU|IND|NOM//nmod//3 där//HA//advmod//16 drygt//AB|POS//advmod//11 ett//DT|NEU|SIN|IND//det//11 hundra//RG|NOM//nummod//11 forskare//NN|UTR|PLU|IND|NOM//nsubj//16 inom//PP//case//13 samhällsvetenskap//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//15 humaniora//NN|UTR|SIN|IND|NOM//conj//13 belyser//VB|PRS|AKT//acl:relcl//6 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 aspekter//NN|UTR|PLU|IND|NOM//obj//16 av//PP//case//23 den//DT|UTR|SIN|DEF//det//22 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 folkstyrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 utveckling//NN|UTR|SIN|IND|NOM//nmod//18 .//MAD//punct//3
Förord;Författarna//NN|UTR|PLU|DEF|NOM//nsubj//27 är//VB|PRS|AKT//cop//27 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//3 inom//PP//case//32 drygt//AB|POS//advmod//30 tio//RG|NOM//nummod//32 vetenskapliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 ämnesområden//NN|NEU|PLU|IND|NOM//obl//27 .//MAD//punct//27
Förord;Artiklarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//36 vetenskapliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 kvalitet//NN|UTR|SIN|IND|NOM//nsubj:pass//39 har//VB|PRS|AKT//aux//39 vanligtvis//AB//advmod//39 säkerställts//VB|SUP|SFO//conj//27 genom//PP//mark//44 att//SN//mark//44 författarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//43 kollegor//NN|UTR|PLU|IND|NOM//nsubj//44 granskat//VB|SUP|AKT//advcl//39 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//44 inom//PP//case//50 ramen//NN|UTR|SIN|DEF|NOM//fixed//46 för//PP//fixed//46 institutionernas//NN|UTR|PLU|DEF|GEN//nmod:poss//50 forskarseminarier//NN|NEU|PLU|IND|NOM//obl//44 .//MAD//punct//27
Förord;Forskarvolymerna//NN|UTR|PLU|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 tillkommit//VB|SUP|AKT//ROOT//2 efter//PP//case//5 en//DT|UTR|SIN|IND//det//5 genomgång//NN|UTR|SIN|IND|NOM//obl//2 av//PP//case//9 den//DT|UTR|SIN|DEF//det//9 demokratirelevanta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 forskning//NN|UTR|SIN|IND|NOM//nmod//5 som//HP|-|-|-//nsubj//11 pågår//VB|PRS|AKT//acl:relcl//9 på//PP//case//13 universitet//NN|NEU|PLU|IND|NOM//obl//11 och//KN//cc//15 högskolor//NN|UTR|PLU|IND|NOM//conj//13 .//MAD//punct//2
Förord;En//DT|UTR|SIN|IND//det//18 del//NN|UTR|SIN|IND|NOM//nmod//19 forskare//NN|UTR|PLU|IND|NOM//nsubj//21 har//VB|PRS|AKT//aux//21 ombetts//VB|SUP|SFO//parataxis//2 att//IE//mark//23 redovisa//VB|INF|AKT//advcl//21 forskningsläget//NN|NEU|SIN|DEF|NOM//obj//23 jämte//PP//case//33 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//33 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 ,//MID//punct//29 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//27 eller//KN//cc//32 nyligen//AB//advmod//32 avslutade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//27 studier//NN|UTR|PLU|IND|NOM//obl//23 .//MAD//punct//2
Förord;Andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//37 har//VB|PRS|AKT//aux//37 fått//VB|SUP|AKT//conj//2 uppdraget//NN|NEU|SIN|DEF|NOM//obj//37 att//IE//mark//40 genomföra//VB|INF|AKT//xcomp//37 studier//NN|UTR|PLU|IND|NOM//obj//40 inom//PP//case//43 områden//NN|NEU|PLU|IND|NOM//obl//40 som//HP|-|-|-//obl//46 forskningen//NN|UTR|SIN|DEF|NOM//nsubj//46 eftersatt//VB|SUP|AKT//acl:relcl//43 men//KN//cc//50 som//HP|-|-|-//obl//50 Demokratiutredningen//NN|UTR|SIN|DEF|NOM//nsubj//50 behöver//VB|PRS|AKT//conj//46 kunskap//NN|UTR|SIN|IND|NOM//obj//50 om//PP//case//48 .//MAD//punct//54
Förord;Tack//NN|NEU|SIN|IND|NOM//mark//63 vare//VB|KON|PRS|AKT//mark//63 att//SN//mark//63 nästan//AB//advmod//58 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//63 som//HP|-|-|-//nsubj//61 blivit//VB|SUP|AKT//aux:pass//61 ombedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//58 också//AB//advmod//63 lämnat//VB|SUP|AKT//advcl//37 ett//DT|NEU|SIN|IND//det//65 bidrag//NN|NEU|SIN|IND|NOM//obj//63 har//VB|PRS|AKT//conj//2 denna//DT|UTR|SIN|DEF//det//75 breda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//75 ,//MID//punct//68 om//AB//mark//75 än//AB//case//75 långt//AB|POS//advmod//75 ifrån//PP//case//75 fullständiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 exponering//NN|UTR|SIN|IND|NOM//obj//66 av//PP//case//78 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//78 kunskaper//NN|UTR|PLU|IND|NOM//nmod//75 om//PP//mark//81 demokratin//NN|UTR|SIN|DEF|NOM//nsubj//81 blivit//VB|SUP|AKT//advcl//75 möjlig//JJ|POS|UTR|SIN|IND|NOM//xcomp//81 .//MID//punct//2
Förord;Att//SN//mark//86 forskarna//NN|UTR|PLU|DEF|NOM//nsubj//86 ser//VB|PRS|AKT//csubj//102 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//86 som//KN//case//90 en//DT|UTR|SIN|IND//det//90 del//NN|UTR|SIN|IND|NOM//obl//86 av//PP//case//93 sin//PS|UTR|SIN|DEF//nmod:poss//93 yrkesroll//NN|UTR|SIN|IND|NOM//nmod//90 att//IE//mark//95 leverera//VB|INF|AKT//acl//90 underlag//NN|NEU|SIN|IND|NOM//obj//95 för//PP//case//100 det//DT|NEU|SIN|DEF//det//100 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//100 samtalet//NN|NEU|SIN|DEF|NOM//nmod//96 är//VB|PRS|AKT//cop//102 värt//JJ|POS|NEU|SIN|IND|NOM//conj//2 att//IE//mark//104 notera//VB|INF|AKT//advcl//102 med//PP//case//106 tillfredsställelse//NN|UTR|SIN|IND|NOM//obl//104 .//MID//punct//2
Förord;Inte//AB//advmod//113 för//PP//mark//113 att//SN//mark//113 forskarna//NN|UTR|PLU|DEF|NOM//nsubj//113 skulle//VB|PRT|AKT//aux//113 sitta//VB|INF|AKT//conj//2 inne//PL//compound:prt//113 med//PP//case//117 alla//DT|UTR/NEU|PLU|IND/DEF//det//117 svaren//NN|NEU|PLU|DEF|NOM//obl//113 .//MAD//punct//113
Förord;Men//KN//cc//135 för//PP//mark//130 att//SN//fixed//120 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//125 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//125 teoretiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//125 infallsvinklar//NN|UTR|PLU|IND|NOM//nsubj//130 och//KN//cc//127 verklighetsbilder//NN|UTR|PLU|IND|NOM//conj//125 kanske//AB//advmod//130 kan//VB|PRS|AKT//aux//130 göra//VB|INF|AKT//advcl//135 det//DT|NEU|SIN|DEF//det//133 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//133 samtalet//NN|NEU|SIN|DEF|NOM//obj//130 mer//AB|KOM//advmod//135 insiktsfullt//AB|POS//conj//113 .//MAD//punct//135
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//140 är//VB|PRS|AKT//cop//140 en//DT|UTR|SIN|IND//det//140 mångfald//NN|UTR|SIN|IND|NOM//parataxis//135 som//HP|-|-|-//nsubj//142 komplicerar//VB|PRS|AKT//acl:cleft//140 .//MAD//punct//2
Förord;Att//IE//mark//1 analysera//VB|INF|AKT//csubj//8 lobbningens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 för-//NN|UTR|-|-|SMS//obj//1 och//KN//cc//6 nackdelar//NN|UTR|PLU|IND|NOM//conj//4 är//VB|PRS|AKT//cop//8 en//PN|UTR|SIN|IND|SUB/OBJ//ROOT//8 av//PP//case//11 Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 uppgifter//NN|UTR|PLU|IND|NOM//nmod//8 .//MAD//punct//8
Förord;Hur//HA//advmod//14 går//VB|PRS|AKT//parataxis//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 t.ex.//AB|AN//advmod//14 med//PP//case//18 pluralismen//NN|UTR|SIN|DEF|NOM//obl//14 ,//MID//punct//20 offentligheten//NN|UTR|SIN|DEF|NOM//conj//18 och//KN//cc//24 den//DT|UTR|SIN|DEF//det//24 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 jämlikheten//NN|UTR|SIN|DEF|NOM//conj//18 ?//MID//punct//14
Förord;I//PP//case//28 småskriften//NN|UTR|SIN|DEF|NOM//nmod//28 Lobbning//NN|UTR|SIN|IND|NOM//obl//14  //_SP////28 (//PAD//punct//28 SOU//PM|NOM//nmod//32 1998:146//RG|NOM//appos//28 )//PAD//punct//14 gav//VB|PRT|AKT//parataxis//14 vi//PN|UTR|PLU|DEF|SUB//nsubj//34 utrymme//NN|NEU|SIN|IND|NOM//obj//34 för//PP//case//40 några//DT|UTR/NEU|PLU|IND//det//40 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 erfarenheter//NN|UTR|PLU|IND|NOM//obl//34 och//KN//cc//43 principiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 perspektiv//NN|NEU|PLU|IND|NOM//conj//40 .//MAD//punct//14
Förord;I//PP//case//3 den//DT|UTR|SIN|DEF//det//3 här//AB//fixed//1 boken//NN|UTR|SIN|DEF|NOM//obl//4 redovisas//VB|PRS|SFO//ROOT//4 resultaten//NN|NEU|PLU|DEF|NOM//nsubj:pass//4 från//PP//case//9 ett//DT|NEU|SIN|IND//det//9 såväl//KN//advmod//9 teoretiskt//AB|POS//nmod//5 som//KN//punct//4
Förord;F//PM|NOM//nummod//6 ÖRORD//PM|NOM//flat:name//0 empiriskt//AB|POS//advmod//3 ovanligt//AB|POS//advmod//4 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 statsvetenskapligt//JJ|POS|NEU|SIN|IND|NOM//amod//6 forskningsprojekt//NN|NEU|SIN|IND|NOM//nsubj:pass//37 .//MAD//punct//6
Förord;Som//KN//mark//9 brukligt//JJ|POS|NEU|SIN|IND|NOM//conj//6 i//PP//case//12 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//12 skrifter//NN|UTR|PLU|IND|NOM//obl//9 har//VB|PRS|AKT//aux//17 Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//17 inte//AB//advmod//17 tagit//VB|SUP|AKT//conj//6 ställning//NN|UTR|SIN|IND|NOM//obj//17 till//PP//case//21 bokens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 innehåll//NN|NEU|SIN|IND|NOM//obl//17 .//MAD//punct//17
Förord;När//HA//case//27 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//23 gäller//VB|PRS|AKT//fixed//23 författarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//27 arbetsfördelningen//NN|UTR|SIN|DEF|NOM//obl//28 har//VB|PRS|AKT//aux//37 kapitel//NN|NEU|SIN|IND|NOM//nmod//30 1//RG|NOM//nsubj:pass//37 ,//MID//punct//30 2//RG|NOM//nummod//30 ,//MID//punct//32 3//RG|NOM//nummod//30 och//KN//cc//34 5//RG|NOM//nummod//34 författats//VB|SUP|SFO//ROOT//37 av//PP//case//39 Jörgen//PM|NOM//obl:agent//37 Hermansson//PM|NOM//flat//39 ,//MID//punct//39 Torsten//PM|NOM//appos//39 Svensson//PM|NOM//flat:name//42  //_SP////43 och//KN//cc//46 PerOla//NN|UTR|PLU|DEF|NOM//conj//39 Öberg//PM|NOM//flat:name//46  //_SP////47 tillsammans//AB//advmod//46 .//MID//punct//39
Förord;Anna//PM|NOM//nsubj//54 Lund//PM|NOM//flat:name//51  //_SP////52 ansvarar//VB|PRS|AKT//conj//37 ensam//JJ|POS|UTR|SIN|IND|NOM//xcomp//54 för//PP//case//58 kapitel//NN|NEU|SIN|IND|NOM//nmod//58 4//RG|NOM//obl//54 .//MID//punct//54
Förord;Det//DT|NEU|SIN|DEF//det//63 allra//AB//advmod//62 sista//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//63 kapitlet//NN|NEU|SIN|DEF|NOM//nsubj//67 är//VB|PRS|AKT//cop//67 forskarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//67 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 sammanfattning//NN|UTR|SIN|IND|NOM//parataxis//54 .//MAD//punct//54
Förord;Erik//PM|NOM//ROOT//0 Amnå//PM|NOM//flat:name//0
Förord;Huvudsekreterare//NN|UTR|SIN|IND|NOM//ROOT//0

1. Att påverka demokratiska beslut;Folkstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//1 bygger//VB|PRS|AKT//ROOT//1 på//PP//case//3 tanken//NN|UTR|SIN|DEF|NOM//obl//1 att//SN//mark//8 medborgarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//6 önskemål//NN|NEU|PLU|IND|NOM//nsubj//8 ska//VB|PRS|AKT//aux//8 vägleda//VB|INF|AKT//acl//3 de//DT|UTR/NEU|PLU|DEF//det//11 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 besluten//NN|NEU|PLU|DEF|NOM//obj//8 .//MAD//punct//1
1. Att påverka demokratiska beslut;I//PP//case//15 en//DT|UTR|SIN|IND//det//15 demokrati//NN|UTR|SIN|IND|NOM//obl//16 behövs//VB|PRS|SFO//conj//1 därför//AB//advmod//16 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 metoder//NN|UTR|PLU|IND|NOM//nsubj:pass//16 för//PP//case//21 medborgarna//NN|UTR|PLU|DEF|NOM//obl//16 att//IE//mark//23 förmedla//VB|INF|AKT//advcl//16 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//25 åsikter//NN|UTR|PLU|IND|NOM//obj//23 till//PP//case//27 beslutsfattarna//NN|UTR|PLU|DEF|NOM//obl//23 .//MAD//punct//16
1. Att påverka demokratiska beslut;De//DT|UTR/NEU|PLU|DEF//det//31 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 valen//NN|NEU|PLU|DEF|NOM//nsubj//34 är//VB|PRS|AKT//cop//34 naturligtvis//AB//advmod//34 ett//PN|NEU|SIN|IND|SUB/OBJ//parataxis//16 av//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//38 instrumenten//NN|NEU|PLU|DEF|NOM//nmod//34 för//PP//case//40 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//38 .//MAD//punct//1
1. Att påverka demokratiska beslut;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//45 är//VB|PRS|AKT//cop//45 också//AB//advmod//45 anledningen//NN|UTR|SIN|DEF|NOM//parataxis//1 till//PP//mark//52 att//SN//mark//52 det//DT|NEU|SIN|DEF//det//50 minskade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//50 valdeltagandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//52 måste//VB|PRS|AKT//aux//52 betraktas//VB|INF|SFO//acl//45 som//KN//case//56 ett//DT|NEU|SIN|IND//det//56 allvarligt//JJ|POS|NEU|SIN|IND|NOM//amod//56 problem//NN|NEU|SIN|IND|NOM//xcomp//52 .//MAD//punct//45
1. Att påverka demokratiska beslut;Alldeles//AB//advmod//8 bortsett//PC|PRF|NEU|SIN|IND|NOM//mark//8 från//PP//mark//8 hur//HA//advmod//4 väl//AB|POS//advmod//8 de//DT|UTR/NEU|PLU|DEF//det//7 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 valen//NN|NEU|PLU|DEF|NOM//nsubj//8 fungerar//VB|PRS|AKT//advcl//10 ,//MID//punct//10 fordras//VB|PRS|SFO//ROOT//10 emellertid//AB//advmod//10 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 kanaler//NN|UTR|PLU|IND|NOM//nsubj:pass//10 för//PP//mark//19 att//SN//mark//19 medborgarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//17 åsikter//NN|UTR|PLU|IND|NOM//nsubj//19 ska//VB|PRS|AKT//aux//19 nå//VB|INF|AKT//advcl//10 fram//PL//compound:prt//19 till//PP//case//24 de//DT|UTR/NEU|PLU|DEF//det//24 valda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//24 politikerna//NN|UTR|PLU|DEF|NOM//obl//19 .//MID//punct//10
1. Att påverka demokratiska beslut;Inte//AB//advmod//31 ens//AB//advmod//31 de//DT|UTR/NEU|PLU|DEF//det//31 mest//AB|SUV//advmod//30 utpräglade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 elitdemokraterna//NN|UTR|PLU|DEF|NOM//parataxis//10 –//RG|NOM//punct//33 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//59 som//HP|-|-|-//nsubj//36 inte//AB//advmod//36 anser//VB|PRS|AKT//acl:relcl//33 att//SN//mark//40 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 är//VB|PRS|AKT//cop//40 viktigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//36 att//SN//mark//43 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//43 deltar//VB|PRS|AKT//csubj//40 i//PP//case//45 politiken//NN|UTR|SIN|DEF|NOM//obl//43 och//KN//cc//56 inte//AB//advmod//48 heller//AB//advmod//56 att//SN//mark//56 elitens//NN|UTR|SIN|DEF|GEN//nmod:poss//51 åsikter//NN|UTR|PLU|IND|NOM//nsubj//56 i//PP//case//54 varje//DT|UTR/NEU|SIN|IND//det//54 läge//NN|NEU|SIN|IND|NOM//nmod//51 behöver//VB|PRS|AKT//aux//56 avspegla//VB|INF|AKT//conj//43 folkets//NN|NEU|SIN|DEF|GEN//obj//56 –//RG|NOM//punct//33 menar//VB|PRS|AKT//acl:relcl//31 att//SN//mark//65 de//DT|UTR/NEU|PLU|DEF//det//63 valda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//63 representanterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//65 ska//VB|PRS|AKT//aux//65 isoleras//VB|INF|SFO//ccomp//59 från//PP//case//69 det//DT|NEU|SIN|DEF//det//69 övriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 samhället//NN|NEU|SIN|DEF|NOM//obl//65 .//MAD//punct//31
1. Att påverka demokratiska beslut;Politikerna//NN|UTR|PLU|DEF|NOM//nsubj//73 bör//VB|PRS|AKT//aux//73 informera//VB|INF|AKT//conj//10 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//73 om//PP//case//77 de//DT|UTR/NEU|PLU|DEF//det//77 åsikter//NN|UTR|PLU|IND|NOM//obl//73 som//HP|-|-|-//nsubj//79 finns//VB|PRS|SFO//acl:relcl//77 bland//PP//case//81 medborgarna//NN|UTR|PLU|DEF|NOM//obl//79 ,//MID//punct//73 och//KN//cc//85 medborgarna//NN|UTR|PLU|DEF|NOM//nsubj//85 har//VB|PRS|AKT//conj//73 i//PP//advmod//85 sin//PS|UTR|SIN|DEF//fixed//86 tur//NN|UTR|SIN|IND|NOM//fixed//86 rätt//NN|UTR|SIN|IND|NOM//obj//85 att//IE//mark//91 framföra//VB|INF|AKT//acl//89 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//93 önskemål//NN|NEU|PLU|IND|NOM//obj//91 till//PP//case//95 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//91 som//HP|-|-|-//nsubj//98 är//VB|PRS|AKT//aux:pass//98 utsedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//95 att//IE//mark//100 fatta//VB|INF|AKT//advcl//98 besluten//NN|NEU|PLU|DEF|NOM//obj//100 .//MAD//punct//73
1. Att påverka demokratiska beslut;Hur//HA//advmod//3 en//DT|UTR|SIN|IND//det//3 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//3 kontaktverksamhet//NN|UTR|SIN|IND|NOM//nsubj//10 mellan//PP//case//5 politiker//NN|UTR|PLU|IND|NOM//nmod//3 och//KN//cc//7 väljare//NN|UTR|PLU|IND|NOM//conj//5 i//PP//case//9 realiteten//NN|UTR|SIN|DEF|NOM//nmod//5 går//VB|PRS|AKT//advcl//14 till//PL//compound:prt//10 kan//VB|PRS|AKT//aux//14 emellertid//AB//advmod//14 variera//VB|INF|AKT//ROOT//14 i//PP//case//17 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 grad//NN|UTR|SIN|IND|NOM//obl//14 .//MAD//punct//14
1. Att påverka demokratiska beslut;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 medborgare//NN|UTR|PLU|IND|NOM//nsubj//21 kontaktar//VB|PRS|AKT//parataxis//14 personligen//AB//advmod//21 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//25 valda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//25 företrädare//NN|UTR|PLU|IND|NOM//obj//21 .//MAD//punct//21
1. Att påverka demokratiska beslut;Andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//28 väljer//VB|PRS|AKT//parataxis//21 att//IE//mark//30 ingå//VB|INF|AKT//xcomp//28 i//PP//case//33 en//DT|UTR|SIN|IND//det//33 medborgarsammanslutning//NN|UTR|SIN|IND|NOM//obl//30 som//HP|-|-|-//nsubj//36 aktivt//AB|POS//advmod//36 försöker//VB|PRS|AKT//acl:relcl//33 påverka//VB|INF|AKT//xcomp//36 politikerna//NN|UTR|PLU|DEF|NOM//obj//37 .//MAD//punct//14
