Sammanfattning;enkel//JJ|POS|UTR|SIN|IND|NOM//amod//1 difference-in-difference-metod//NN|UTR|SIN|IND|NOM//ROOT//1 .//MAD//punct//1
Referenser;Utvärdering//NN|UTR|SIN|IND|NOM//conj//0 av//PP//case//18 jobbskatteavdraget//NN|NEU|SIN|DEF|NOM//nmod//16 samt//KN//cc//22 några//DT|UTR/NEU|PLU|IND//det//22 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 reformer//NN|UTR|PLU|IND|NOM//conj//16 ,//MID//punct//25 SNS//PM|NOM//nmod//25 rapport//NN|UTR|SIN|IND|NOM//conj//22 .//MAD//punct//0
Referenser;Flood//PM|NOM//ROOT//0 ,//MID//punct//0 L.R.//PM|NOM//conj//0 ,//MID//punct//4 Pylkkänen//NN|UTR|SIN|DEF|NOM//conj//0 ,//MID//punct//4 E.//PM|NOM//conj//0 ,//MID//punct//0 och//KN//cc//9 Wahlberg//PM|NOM//conj//0 ,//MID//punct//11 R.//PM|NOM//conj//0 ,//MID//punct//0 (//PAD//punct//14 2007//RG|NOM//nummod//0 )//PAD//punct//14 ,//MID//punct//18 From//PM|NOM//nmod//18 Welfare//PM|NOM//conj//0 to//PM|NOM//case//20 Work//PM|NOM//nmod//18 ://MID//punct//0
Referenser;Evaluating//PM|NOM//appos//0 a//UO//case//24 Tax//PM|NOM//nmod//22 and//PM|NOM//cc//24 Benefit//PM|NOM//conj//24 Reform//PM|NOM//nmod//22 Targeted//UO//nmod//22 at//UO//nmod//30 Single//PM|NOM//nmod//31 Mothers//PM|NOM//nmod//22 in//PM|NOM//case//33 Sweden//PM|NOM//nmod//22 ,//MID//punct//35 Labour//PM|NOM//conj//22  //_SP////35 21/3//RG|NOM//nmod//22 ,//MID//punct//22 s.//NN|AN//nmod//40 443–471//RG|NOM//nmod//22 .//MAD//punct//0
Referenser;Holmlund//PM|NOM//ROOT//0 ,//MID//punct//0 B.//PM|NOM//conj//0 och//KN//cc//4 Söderström//PM|NOM//conj//0 ,//MID//punct//0 M.//PM|NOM//conj//0 (//PAD//punct//6 2007//RG|NOM//nummod//6 )//PAD//punct//0 ,//MID//punct//12 Estimating//PM|NOM//nmod//12 Income//PM|NOM//conj//0 Responses//PM|NOM//flat:name//12 to//PM|NOM//case//16 Tax//PM|NOM//nmod//16 Changes//PM|NOM//nmod//12 ://MID//punct//12
Referenser;A//PM|NOM//compound//21 Dynamic//PM|NOM//flat//18 Panel//UO//compound//21 Data//UO//compound//22 Approach//UO//appos//12 ,//MID//punct//12 arbetsdokument//NN|NEU|SIN|IND|NOM//conj//0 2007:25//RG|NOM//conj//0 .//MAD//punct//0
Referenser;Nationalekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 institutionen//NN|UTR|SIN|DEF|NOM//conj//0 ,//MID//punct//31 Uppsala//PM|GEN//amod//31 universitet//NN|NEU|SIN|IND|NOM//conj//0 .//MAD//punct//0
Referenser;Prop//PM|NOM//ROOT//0 2008/09:1//RG|NOM//nummod//0 ,//MID//punct//1 ‘//PAD//nmod//4 Budgetpropositionen//NN|UTR|SIN|DEF|NOM//nmod//1 för//PP//case//6 2009//RG|NOM//nmod//4 .//MAD//punct//0
Referenser;Förslag//NN|NEU|PLU|IND|NOM//parataxis//0 till//PP//case//10 statsbudget//NN|NEU|SIN|DEF|NOM//nmod//8 för//PP//case//12 2009//RG|NOM//nmod//10 ,//MID//punct//14 finansplan//NN|UTR|SIN|IND|NOM//conj//10 och//KN//cc//16 skattefrågor//NN|UTR|PLU|IND|NOM//conj//10 m.m.//AB|AN//conj//10 ’//NN|NEU|SIN|IND|NOM//punct//0
Referenser;Sacklén//PM|NOM//ROOT//0 ,//MID//punct//0 H.//PM|NOM//conj//0 (//PAD//punct//2 2009//RG|NOM//nummod//2 )//PAD//punct//2 ,//MID//punct//0  //_SP////6 Arbetsutbudseffekter//NN|UTR|PLU|IND|NOM//conj//0 av//PP//case//10 reformer//NN|UTR|PLU|IND|NOM//nmod//8 på//PP//case//13 inkomstskatteområdet//NN|NEU|SIN|DEF|NOM//nmod//13 2007–2009//NN|NEU|SIN|IND|NOM//nmod//10 ,//MID//punct//16  //_SP////14 Rapport//NN|UTR|SIN|IND|NOM//conj//10 från//PP//case//19 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 avdelningen//NN|UTR|SIN|DEF|NOM//nmod//16 på//PP//case//21 Finansdepartementet//NN|NEU|SIN|DEF|NOM//nmod//19 .//MAD//punct//0
Referenser;Selén//PM|NOM//ROOT//0 ,//MID//punct//0 J.//PM|NOM//conj//0 (//PAD//punct//2 2005//RG|NOM//nummod//2 )//PAD//punct//2 ,//MID//punct//9  //_SP////6 Taxable//PM|NOM//amod//9 Income//PM|NOM//conj//0 Responses//PM|NOM//flat:name//9 to//PM|NOM//case//13 Tax//PM|NOM//nmod//13 Changes//PM|NOM//nmod//9 ://MID//punct//9
Referenser;Panel//UO//nmod//16 Analyses//UO//appos//9 of//PM|NOM//case//19 Swedish//PM|NOM//nmod//19 Reforms//PM|NOM//nmod//16 ,//MID//punct//9 otryckt//PC|PRF|UTR|SIN|IND|NOM//conj//0 ,//MID//punct//24 Fackföreningsrörelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 institut//NN|NEU|SIN|IND|NOM//conj//0 för//PP//case//27 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//27 forskning//NN|UTR|SIN|IND|NOM//nmod//24 .//MAD//punct//0
Referenser;Riksrevisionen//NN|UTR|SIN|DEF|NOM//ROOT//0 ,//MID//punct//2 Jobbskatteavdraget//NN|NEU|SIN|DEF|NOM//conj//0 ,//MID//punct//2 RiR//PM|NOM//conj//0 2009:20//RG|NOM//conj//0 .//MAD//punct//0
Referenser;Skatteverket//PM|NOM//ROOT//0 (//PAD//punct//0 2010//RG|NOM//nummod//0 )//PAD//punct//0 ,//MID//punct//5 Taxes//PM|NOM//conj//0 in//PM|NOM//compound:prt//5 Sweden//PM|NOM//obj//5 2009//RG|NOM//nummod//5 ,//MID//punct//5 SKV//PM|NOM//nmod//11 104//RG|NOM//conj//5 ,//MID//punct//11 utgåva//NN|UTR|SIN|IND|NOM//nmod//14 10//RG|NOM//obl//11 .//MAD//punct//0
Referenser;Uusitalo//PM|NOM//ROOT//0 ,//MID//punct//0 R.//PM|NOM//conj//0 (//PAD//punct//2 2005//RG|NOM//nummod//2 )//PAD//punct//0 ,//MID//punct//0 [//PAD//nmod//8 Did//PM|NOM//nmod//11 the//PM|NOM//det//10 Tax//PM|NOM//nmod//11 Deduction//PM|NOM//conj//0 on//PM|NOM//cc//11 Household//PM|NOM//compound//14 Services//PM|NOM//compound//15 Really//PM|NOM//compound//16 Increase//PM|NOM//conj//0 Employment//PM|NOM//flat:name//16 ?//MAD//punct//16 ]//PAD//punct//0
Referenser;(//PAD//punct//22 på//PP//case//22 finska//NN|UTR|SIN|IND|NOM//conj//0 )//PAD//punct//22 ,//MID//punct//26 Työpoliittinen//NN|UTR|SIN|DEF|NOM//nsubj//26 aikakauskirja//NN|UTR|SIN|IND|NOM//conj//0 2/2005//RG|NOM//nummod//26 .//MAD//punct//0


6.1 Data för mikrosimuleringar;För//PP//mark//2 att//IE//mark//2 erhålla//VB|INF|AKT//advcl//11 tröskeleffekter//NN|UTR|PLU|IND|NOM//obj//2 och//KN//cc//5 marginaleffekter//NN|UTR|PLU|IND|NOM//conj//3 för//PP//case//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 grupper//NN|UTR|PLU|IND|NOM//nmod//5 har//VB|PRS|AKT//aux//11 vi//PN|UTR|PLU|DEF|SUB//nsubj//11 använt//VB|SUP|AKT//ROOT//11 mikrosimuleringsmodellen//NN|UTR|SIN|DEF|NOM//nsubj//11 Fördelningsanalytiskt//JJ|POS|NEU|SIN|IND|NOM//amod//14 statistiksystem//NN|NEU|SIN|IND|NOM//obj//11 för//PP//case//16 inkomster//NN|UTR|PLU|IND|NOM//nmod//14 och//KN//cc//18 transfereringar//NN|UTR|PLU|IND|NOM//conj//16 (//PAD//punct//14 FASIT//PM|NOM//appos//14 )//PAD//punct//11 .//MAD//punct//11
6.1 Data för mikrosimuleringar;FASIT//PM|NOM//nsubj:pass//25 har//VB|PRS|AKT//aux//25 utvecklats//VB|SUP|SFO//parataxis//11 av//PP//case//28 Statistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 centralbyrån//NN|UTR|SIN|DEF|NOM//obl:agent//25 i//PP//case//30 samarbete//NN|NEU|SIN|IND|NOM//obl//25 med//PP//case//32 finansdepartementet//NN|NEU|SIN|DEF|NOM//nmod//30 .//MAD//punct//25
6.1 Data för mikrosimuleringar;I//PP//case//35 princip//NN|UTR|SIN|IND|NOM//obl//36 gör//VB|PRS|AKT//conj//11 FASIT//PM|NOM//nsubj//36 det//PN|NEU|SIN|DEF|SUB/OBJ//det//39 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//36 att//IE//mark//41 beräkna//VB|INF|AKT//acl//39 effekter//NN|UTR|PLU|IND|NOM//obj//41 av//PP//case//44 förändringar//NN|UTR|PLU|IND|NOM//nmod//42 i//PP//case//47 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 skatte-//NN|UTR|-|-|SMS//nmod//44 och//KN//cc//49 transfereringssystemet//NN|NEU|SIN|DEF|NOM//conj//47 .//MAD//punct//36
6.1 Data för mikrosimuleringar;I//PP//case//52 simuleringarna//NN|UTR|PLU|DEF|NOM//obl//55 har//VB|PRS|AKT//aux//55 vi//PN|UTR|PLU|DEF|SUB//nsubj//55 använt//VB|SUP|AKT//conj//11 uppgifter//NN|UTR|PLU|IND|NOM//obj//55 från//PP//case//59 Hushållens//NN|NEU|PLU|DEF|GEN//nmod:poss//59 ekonomi//NN|UTR|SIN|IND|NOM//nmod//56 (//PAD//punct//61 HEK//PM|NOM//appos//59 )//PAD//punct//61 .//MAD//punct//11
6.1 Data för mikrosimuleringar;Individer//NN|UTR|PLU|IND|NOM//obj//11 i//PP//case//66 åldrarna//NN|UTR|PLU|DEF|NOM//nmod//64 20–64//RG|NOM//nummod//68 år//NN|NEU|PLU|IND|NOM//nmod//64 har//VB|PRS|AKT//aux//70 ingått//VB|SUP|AKT//conj//11 i//PP//case//72 undersökningen//NN|UTR|SIN|DEF|NOM//obl//70 .//MAD//punct//11
6.1 Data för mikrosimuleringar;Simuleringarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//80 för//PP//case//76 2007//RG|NOM//nmod//74 och//KN//cc//78 2008//RG|NOM//conj//74 har//VB|PRS|AKT//aux//80 genomförts//VB|SUP|SFO//parataxis//11 med//PP//case//83 faktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 uppgifter//NN|UTR|PLU|IND|NOM//obl//80 för//PP//case//86 dessa//DT|UTR/NEU|PLU|DEF//det//86 år//NN|NEU|PLU|IND|NOM//obl//80 ,//MID//punct//80 medan//SN//mark//91 inkomstprognoser//NN|UTR|PLU|IND|NOM//nsubj:pass//91 har//VB|PRS|AKT//aux//91 använts//VB|SUP|SFO//advcl//80 för//PP//mark//94 att//IE//mark//94 få//VB|INF|AKT//advcl//91 fram//PL//compound:prt//94 simuleringsresultaten//NN|UTR|SIN|DEF|NOM//obj//94 för//PP//case//98 2009//RG|NOM//nmod//96 och//KN//cc//98 2010//RG|NOM//nummod//98 .//MID//punct//80
6.1 Data för mikrosimuleringar;De//DT|UTR/NEU|PLU|DEF//det//104 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//104 förändringarna//NN|UTR|PLU|DEF|NOM//nsubj//111 av//PP//case//106 tröskeleffekter//NN|UTR|PLU|IND|NOM//nmod//104 och//KN//cc//108 marginaleffekter//NN|UTR|PLU|IND|NOM//conj//106 mellan//PP//case//110 åren//NN|NEU|PLU|DEF|NOM//nmod//108 återspeglar//VB|PRS|AKT//conj//80 förändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//113 regler//NN|UTR|PLU|IND|NOM//obj//111 i//PP//case//115 skatte-//NN|UTR|-|-|SMS//nmod//113 och//KN//cc//117 transfereringssystemet//NN|NEU|SIN|DEF|NOM//conj//115 .//MAD//punct//80
6.1 Data för mikrosimuleringar;I//PP//case//121 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//121 omfattning//NN|UTR|SIN|IND|NOM//obl//126 kan//VB|PRS|AKT//aux//126 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//126 emellertid//AB//advmod//126 också//AB//advmod//126 återspegla//VB|INF|AKT//conj//80 demografiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//128 förändringar//NN|UTR|PLU|IND|NOM//obj//126 .//MAD//punct//126
6.1 Data för mikrosimuleringar;I//PP//advmod//134 huvudsak//NN|UTR|SIN|IND|NOM//fixed//130 har//VB|PRS|AKT//aux//134 vi//PN|UTR|PLU|DEF|SUB//nsubj//134 följt//VB|SUP|AKT//conj//80 de//DT|UTR/NEU|PLU|DEF//det//136 förfaranden//NN|NEU|PLU|IND|NOM//obj//134 som//HP|-|-|-//nsubj:pass//138 beskrivs//VB|PRS|SFO//acl:relcl//136 i//PP//case//140 Eklind//PM|NOM//obl//138 m.fl.//AB|AN//flat//140 (//PAD//punct//143 2004//RG|NOM//nmod//141 )//PAD//punct//143 .//MAD//punct//11
6.1 Data för mikrosimuleringar;Förvärvsinkomstens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 storlek//NN|UTR|SIN|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 erhållits//VB|SUP|SFO//ROOT//3 på//PP//case//6 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 sätt//NN|NEU|SIN|IND|NOM//obl//3 .//MAD//punct//3
6.1 Data för mikrosimuleringar;För//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 personer//NN|UTR|PLU|IND|NOM//obl//13 som//HP|-|-|-//nsubj//12 förvärvsarbetar//VB|PRS|AKT//acl:relcl//10 används//VB|PRS|SFO//parataxis//3 faktiskt//AB|POS//advmod//15 förvärvsinkomst//NN|UTR|SIN|IND|NOM//obj//13 .//MAD//punct//3
6.1 Data för mikrosimuleringar;För//PP//case//19 de//DT|UTR/NEU|PLU|DEF//det//19 personer//NN|UTR|PLU|IND|NOM//obl//23 som//HP|-|-|-//nsubj//22 inte//AB//advmod//22 förvärvsarbetar//VB|PRS|AKT//acl:relcl//19 ersätts//VB|PRS|SFO//parataxis//3 förvärvsinkomsten//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 av//PP//case//27 den//DT|UTR|SIN|DEF//det//27 förvärvsinkomst//NN|UTR|SIN|IND|NOM//nmod//24 som//HP|-|-|-//obl//33 individen//NN|UTR|SIN|DEF|NOM//nsubj//33 rimligen//AB//advmod//33 skulle//VB|PRT|AKT//aux//33 ha//VB|INF|AKT//aux//33 uppburit//VB|SUP|AKT//acl:relcl//27 om//SN//mark//37 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//37 hade//VB|PRT|AKT//aux//37 valt//VB|SUP|AKT//ccomp//33 att//IE//mark//39 arbeta//VB|INF|AKT//xcomp//37 .//MAD//punct//23
6.1 Data för mikrosimuleringar;I//PP//case//42 simuleringarna//NN|UTR|PLU|DEF|NOM//obl//43 antas//VB|PRS|SFO//conj//23 att//SN//mark//53 de//DT|UTR/NEU|PLU|DEF//det//46 personer//NN|UTR|PLU|IND|NOM//nsubj//53 som//HP|-|-|-//nsubj//51 för//PP//case//49 närvarande//NN|NEU|SIN|IND|NOM//obl//51 inte//AB//advmod//51 förvärvsarbetar//VB|PRS|AKT//acl:relcl//46 skulle//VB|PRT|AKT//aux//53 tjäna//VB|INF|AKT//ccomp//43 en//DT|UTR|SIN|IND//det//55 inkomst//NN|UTR|SIN|IND|NOM//obj//53 i//PP//case//63 enlighet//NN|UTR|SIN|IND|NOM//fixed//56 med//PP//fixed//56 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//63 ///MID//cc//63 hennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//63 sjukpenninggrundande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//63 inkomst//NN|UTR|SIN|IND|NOM//nmod//55 (//PAD//punct//53 SGI//PM|NOM//appos//53 )//PAD//punct//53 om//PP//mark//73 han//PN|UTR|SIN|DEF|SUB//nsubj//73 ///MID//cc//70 hon//PN|UTR|SIN|DEF|SUB//conj//68 skulle//VB|PRT|AKT//aux//73 ha//VB|INF|AKT//aux//73 förvärvsarbetat//VB|SUP|AKT//advcl//53 .//MAD//punct//3
6.1 Data för mikrosimuleringar;SGI//PM|NOM//nsubj:pass//76 används//VB|PRS|SFO//parataxis//3 av//PP//case//80 de//DT|UTR/NEU|PLU|DEF//det//80 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 myndigheterna//NN|UTR|PLU|DEF|NOM//obl:agent//76 för//PP//mark//85 att//IE//mark//85 till//PP//advmod//85 exempel//NN|NEU|SIN|IND|NOM//fixed//83 beräkna//VB|INF|AKT//advcl//76 individens//NN|UTR|SIN|DEF|GEN//nmod:poss//87 rätt//NN|UTR|SIN|IND|NOM//obj//85 till//PP//case//89 sjukpenning//NN|UTR|SIN|IND|NOM//nmod//87 .//MAD//punct//3
6.1 Data för mikrosimuleringar;Den//DT|UTR|SIN|DEF//det//93 sjukpenninggrundande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//93 inkomsten//NN|UTR|SIN|DEF|NOM//nsubj:pass//94 baseras//VB|PRS|SFO//parataxis//3 på//PP//case//97 faktisk//JJ|POS|UTR|SIN|IND|NOM//amod//97 löneinkomst//NN|UTR|SIN|IND|NOM//obl//94 .//MAD//punct//3
6.1 Data för mikrosimuleringar;Om//SN//mark//102 individen//NN|UTR|SIN|DEF|NOM//nsubj//102 är//VB|PRS|AKT//cop//102 arbetslös//JJ|POS|UTR|SIN|IND|NOM//advcl//3 och//KN//cc//105 aktivt//AB|POS//advmod//105 söker//VB|PRS|AKT//conj//102 ett//DT|NEU|SIN|IND//det//108 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//108 arbete//NN|NEU|SIN|IND|NOM//obj//105 behåller//VB|PRS|AKT//conj//102 han//PN|UTR|SIN|DEF|SUB//nsubj//109 ///MID//cc//112 hon//PN|UTR|SIN|DEF|SUB//conj//110 sin//PS|UTR|SIN|DEF//nmod:poss//115 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//115 SGI//PM|NOM//obj//109 .//MAD//punct//3
6.1 Data för mikrosimuleringar;Om//SN//mark//121 individens//NN|UTR|SIN|DEF|GEN//nmod:poss//119 arbetsförmåga//NN|UTR|SIN|IND|NOM//nsubj//121 är//VB|PRS|AKT//cop//121 nedsatt//PC|PRF|UTR|SIN|IND|NOM//advcl//122 behåller//VB|PRS|AKT//parataxis//3 han//PN|UTR|SIN|DEF|SUB//nsubj//122 ///MID//cc//125 hon//PN|UTR|SIN|DEF|SUB//conj//122 också//AB//advmod//122 sin//PS|UTR|SIN|DEF//nmod:poss//128 SGI//NN|AN//obj//122 under//PP//case//130 sjukskrivningen//NN|UTR|SIN|DEF|NOM//obl//122 .//MAD//punct//122
6.1 Data för mikrosimuleringar;I//PP//case//134 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//134 avseenden//NN|NEU|PLU|IND|NOM//obl//122 (//PAD//punct//134 bland//PP//case//139 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//136 för//PP//fixed//136 studenter//NN|UTR|PLU|IND|NOM//appos//134 )//PAD//punct//134 är//VB|PRS|AKT//cop//142 reglerna//NN|UTR|PLU|DEF|NOM//conj//122 om//PP//case//144 SGI//PM|NOM//nmod//142 komplexa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//142 .//MID//punct//122
6.1 Data för mikrosimuleringar;Endast//AB//advmod//158 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//147 med//PP//case//151 en//DT|UTR|SIN|IND//det//151 förvärvsinkomst//NN|UTR|SIN|IND|NOM//nmod//148 som//HP|-|-|-//nsubj//153 överstiger//VB|PRS|AKT//acl:relcl//151 ett//DT|NEU|SIN|IND//obj//153 (//PAD//punct//154 1//RG|NOM//obl//153 )//PAD//punct//151 prisbasbelopp//NN|NEU|SIN|IND|NOM//nsubj//159 ingår//VB|PRS|AKT//conj//3 i//PP//case//161 simuleringarna//NN|UTR|PLU|DEF|NOM//obl//159 .//MAD//punct//3

6.2 Hur påverkas tröskeleffekter och marginaleffekter av indirekta skatter?;Man//PN|UTR|SIN|IND|SUB//nsubj//2 ska//VB|PRS|AKT//aux//2 komma//VB|INF|AKT//ROOT//2 ihåg//PL//compound:prt//2 att//SN//mark//13 de//DT|UTR/NEU|PLU|DEF//det//6 marginaleffekter//NN|UTR|PLU|IND|NOM//nsubj//13 som//HP|-|-|-//nsubj:pass//8 redovisas//VB|PRS|SFO//acl:relcl//6 i//PP//case//11 tabell//NN|UTR|SIN|IND|NOM//nmod//11 2.6//RG|NOM//obl//8 inte//AB//advmod//13 inbegriper//VB|PRS|AKT//ccomp//2 mervärdesskatt//NN|UTR|SIN|IND|NOM//obj//13 (//PAD//punct//16 moms//NN|UTR|SIN|IND|NOM//appos//14 )//PAD//punct//16 och//KN//cc//19 löneskatter//NN|UTR|PLU|IND|NOM//conj//14 .//MID//punct//2
