Sammanfattning av uppdraget;En//DT|UTR|SIN|IND//det//1 kommitté//NN|UTR|SIN|IND|NOM//nsubj:pass//2 tillkallas//VB|PRS|SFO//ROOT//2 för//PP//mark//5 att//IE//mark//5 bedöma//VB|INF|AKT//advcl//2 etiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 ,//MID//punct//8 medicinska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//6 ,//MID//punct//10 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//6 och//KN//cc//12 djurskyddsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//6 aspekter//NN|UTR|PLU|IND|NOM//obj//5 av//PP//case//15 överföring//NN|UTR|SIN|IND|NOM//nmod//13 av//PP//case//17 organ//NN|NEU|SIN|IND|NOM//nmod//15 ,//MID//punct//19 vävnad//NN|UTR|SIN|IND|NOM//conj//17 eller//KN//cc//21 celler//NN|UTR|PLU|IND|NOM//conj//17 från//PP//case//23 djur//NN|NEU|PLU|IND|NOM//nmod//21 till//PP//case//25 människa//NN|UTR|SIN|IND|NOM//obl//5 .//MAD//punct//2
Bakgrund;Ett//DT|NEU|SIN|IND//det//56 forskarlag//NN|NEU|SIN|IND|NOM//nsubj//67 i//PP//case//58 Cambridge//PM|NOM//nmod//56 ,//MID//punct//56 knutet//PC|PRF|NEU|SIN|IND|NOM//amod//56 till//PP//case//63 ett//DT|NEU|SIN|IND//det//63 bioteknologiföretag//NN|NEU|SIN|IND|NOM//obl//60 ,//MID//punct//56 har//VB|PRS|AKT//aux//67 tidigare//AB|KOM//advmod//67 räknat//VB|SUP|AKT//parataxis//35 med//PP//mark//82 att//SN//mark//82 den//DT|UTR|SIN|DEF//det//72 första//RO|NOM//amod//72 tranplantationen//NN|UTR|SIN|DEF|NOM//nsubj//82 av//PP//case//76 ett//DT|NEU|SIN|IND//det//76 transgent//NN|NEU|SIN|IND|NOM//amod//76 grishjärta//NN|UTR|SIN|IND|NOM//nmod//72 till//PP//case//79 en//DT|UTR|SIN|IND//det//79 människa//NN|UTR|SIN|IND|NOM//nmod//76 skall//VB|PRS|AKT//aux//82 kunna//VB|INF|AKT//aux//82 ske//VB|INF|AKT//advcl//67 under//PP//case//84 1997//RG|NOM//obl//82 .//MAD//punct//35
Bakgrund;I//PP//case//87 USA//PM|NOM//obl//88 pågår//VB|PRS|AKT//ROOT//88 dessutom//AB//advmod//88 forskning//NN|UTR|SIN|IND|NOM//nsubj//88 där//HA//advmod//93 grisceller//NN|UTR|PLU|IND|NOM//nsubj:pass//93 används//VB|PRS|SFO//acl:relcl//90 som//KN//case//95 alternativ//NN|NEU|PLU|IND|NOM//xcomp//93 till//PP//case//98 humana//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//98 fosterceller//NN|UTR|PLU|IND|NOM//obl//93 för//PP//case//100 patienter//NN|UTR|PLU|IND|NOM//obl//93 med//PP//case//103 Parkinsons//PM|GEN//nmod:poss//103 sjukdom//NN|UTR|SIN|IND|NOM//nmod//100 .//MAD//punct//88
Bakgrund;Sammanlagt//PC|PRF|NEU|SIN|IND|NOM//amod//107 tolv//RG|NOM//nummod//107 patienter//NN|UTR|PLU|IND|NOM//nsubj:pass//120 med//PP//case//110 Parkinsons//PM|GEN//nmod:poss//110 sjukdom//NN|UTR|SIN|IND|NOM//nmod//107 och//KN//cc//113 sex//RG|NOM//nummod//113 patienter//NN|UTR|PLU|IND|NOM//conj//110 med//PP//case//116 Huntingtons//PM|GEN//nmod:poss//116 sjukdom//NN|UTR|SIN|IND|NOM//nmod//113 har//VB|PRS|AKT//aux//120 i//PP//case//119 USA//PM|NOM//obl//120 transplanterats//VB|SUP|SFO//parataxis//88 med//PP//case//123 embryonal//JJ|POS|UTR|SIN|IND|NOM//amod//123 grisnervvävnad//NN|UTR|SIN|IND|NOM//obl//120 .//MAD//punct//88
Bakgrund;Sverige//PM|NOM//nsubj//1 tillhör//VB|PRS|AKT//ROOT//1 de//DT|UTR/NEU|PLU|DEF//det//3 länder//NN|NEU|PLU|IND|NOM//obj//1 som//HP|-|-|-//nsubj//5 bedriver//VB|PRS|AKT//acl:relcl//3 mest//AB|SUV//amod//7 forskning//NN|UTR|SIN|IND|NOM//obj//5 inom//PP//case//9 området//NN|NEU|SIN|DEF|NOM//obl//5 .//MAD//punct//1
Bakgrund;Sammanlagt//AB//nsubj//12 finns//VB|PRS|SFO//parataxis//1 10-15//RG|NOM//nummod//14 forskargrupper//NN|UTR|PLU|IND|NOM//nsubj//12 i//PP//case//16 Sverige//PM|NOM//nmod//14 .//MAD//punct//12
Bakgrund;Flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//22 av//PP//case//21 dessa//DT|UTR/NEU|PLU|DEF//det//21 projekt//NN|NEU|PLU|IND|NOM//nmod//18 bedriver//VB|PRS|AKT//parataxis//12 förutom//PP//case//25 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//25 forskning//NN|UTR|SIN|IND|NOM//obl//22 även//AB//advmod//22 verksamhet//NN|UTR|SIN|IND|NOM//obj//22 i//PP//case//29 samarbete//NN|NEU|SIN|IND|NOM//obl//22 med//PP//case//33 det//DT|NEU|SIN|DEF//det//33 engelska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//33 bioteknologiföretaget//NN|NEU|SIN|DEF|NOM//obl//22 .//MAD//punct//22
Bakgrund;"Bland//PP//advmod//37 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//35 bedrivs//VB|PRS|SFO//advcl//22 i//PP//case//39 Göteborg//PM|NOM//obl//37 ett//DT|NEU|SIN|IND//det//41 projekt//NN|NEU|SIN|IND|NOM//obj//37 kallat//PC|PRF|NEU|SIN|IND|NOM//xcomp//37 ""//PAD//punct//44 Xenotransplantation//NN|UTR|SIN|IND|NOM//obj//42 i//PP//case//46 Göteborg//PM|NOM//nmod//44 före//PP//case//49 år//NN|NEU|SIN|IND|NOM//nmod//49 2000//RG|NOM//obl//42 ""//PAD//punct//37 .//MAD//punct//12"
Bakgrund;Ett//DT|NEU|SIN|IND//det//54 första//RO|NOM//amod//54 delmål//NN|NEU|SIN|IND|NOM//nsubj:pass//58 för//PP//case//57 det//DT|NEU|SIN|DEF//det//57 projektet//NN|NEU|SIN|DEF|NOM//nmod//54 uppnåddes//VB|PRT|SFO//parataxis//12 i//PP//case//60 februari//NN|UTR|SIN|IND|NOM//obl//58 1995//RG|NOM//nummod//60 när//HA//mark//68 en//DT|UTR|SIN|IND//det//67 från//PP//case//65 gris//NN|UTR|SIN|IND|NOM//obl//66 utopererad//PC|PRF|UTR|SIN|IND|NOM//amod//67 njure//NN|UTR|SIN|IND|NOM//nsubj:pass//68 kopplades//VB|PRT|SFO//advcl//58 in//PL//compound:prt//68 i//PP//case//73 en//DT|UTR|SIN|IND//det//72 dialyspatients//NN|UTR|SIN|IND|GEN//nmod:poss//73 cirkulation//NN|UTR|SIN|IND|NOM//obl//68 .//MAD//punct//12
Bakgrund;En//DT|UTR|SIN|IND//det//77 annan//JJ|POS|UTR|SIN|IND|NOM//amod//77 forskargrupp//NN|UTR|SIN|IND|NOM//nsubj//80 i//PP//case//79 Göteborg//PM|NOM//nmod//77 bedriver//VB|PRS|AKT//parataxis//12 forskning//NN|UTR|SIN|IND|NOM//obj//80 som//HP|-|-|-//nsubj//83 syftar//VB|PRS|AKT//acl:relcl//81 till//PP//mark//86 att//IE//mark//86 använda//VB|INF|AKT//advcl//83 grislevrar//NN|UTR|PLU|IND|NOM//obj//86 som//KN//case//90 temporärt//JJ|POS|NEU|SIN|IND|NOM//amod//90 stöd//NN|NEU|SIN|IND|NOM//obl//87 i//PP//case//92 väntan//NN|UTR|SIN|IND|NOM//obl//87 på//PP//case//94 transplantation//NN|UTR|SIN|IND|NOM//nmod//92 av//PP//case//94 lever//NN|UTR|SIN|IND|NOM//advcl//80 från//PP//case//98 människa//NN|UTR|SIN|IND|NOM//obl//96 .//MAD//punct//12
Bakgrund;Vid//PP//case//102 Lunds//PM|GEN//nmod:poss//102 universitet//NN|NEU|SIN|IND|NOM//obl//103 bedrivs//VB|PRS|SFO//parataxis//12 forskning//NN|UTR|SIN|IND|NOM//nsubj:pass//103 där//HA//advmod//107 man//PN|UTR|SIN|IND|SUB//nsubj//107 utreder//VB|PRS|AKT//acl:relcl//104 möjligheten//NN|UTR|SIN|DEF|NOM//obj//107 att//IE//mark//110 använda//VB|INF|AKT//acl//108 nervceller//NN|UTR|PLU|IND|NOM//obj//110 från//PP//case//113 gris//NN|UTR|SIN|IND|NOM//obl//110 för//PP//case//115 transplantation//NN|UTR|SIN|IND|NOM//obl//110 till//PP//case//118 bl.a.//AB|AN//advmod//118 patienter//NN|UTR|PLU|IND|NOM//obl//110 med//PP//case//120 Parkinson//PM|NOM//nmod//118 .//MAD//punct//103
Bakgrund;Vid//PP//case//124 Karolinska//PM|NOM//amod//124 Institutet//NN|NEU|SIN|DEF|NOM//obl//128 och//KN//cc//127 Huddinge//PM|GEN//amod//127 sjukhus//NN|NEU|SIN|IND|NOM//conj//124 bedrivs//VB|PRS|SFO//conj//103 forskning//NN|UTR|SIN|IND|NOM//nsubj:pass//128 beträffande//PP//case//131 transplantation//NN|UTR|SIN|IND|NOM//nmod//129 av//PP//case//134 insulinproducerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//134 celler//NN|UTR|PLU|IND|NOM//nmod//131 från//PP//case//136 gris//NN|UTR|SIN|IND|NOM//nmod//134 .//MAD//punct//103
Bakgrund;Mellan//PP//case//139 1990//RG|NOM//nummod//142 och//KN//cc//139 1993//RG|NOM//nummod//139 transplanterades//VB|PRT|SFO//parataxis//103 10//RG|NOM//nummod//144 diabetiker//NN|UTR|PLU|IND|NOM//nsubj:pass//142 med//PP//case//147 insulinproducerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//147 celler//NN|UTR|PLU|IND|NOM//nmod//144 framställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//142 från//PP//case//150 grisfoster//NN|UTR|PLU|IND|NOM//obl//148 .//MAD//punct//1
Bakgrund;Samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 inställning//NN|UTR|SIN|IND|NOM//ROOT//1
