Enhetliga priser på receptbelagda läkemedel;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
Till statsrådet Annika Strandhäll;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 fr.o.m.//AB|AN//case//8 den//DT|UTR|SIN|DEF//det//8 3//RO|NOM//nummod//8 mars//NN|UTR|SIN|IND|NOM//obl//4 2016//RG|NOM//nummod//8 utredaren//NN|UTR|SIN|DEF|NOM//nmod//11 Carl//PM|NOM//conj//8 Magnus//PM|NOM//flat:name//11 Berglund//PM|NOM//flat:name//11 (//PAD//punct//8 Konsumentverket//NN|NEU|SIN|DEF|NOM//appos//8 )//PAD//punct//8 ,//MID//punct//19 verksamhetsområdesansvarige//JJ|POS|MAS|SIN|DEF|NOM//nmod//19 Pär-Ove//PM|NOM//dep//4 Bergquist//PM|NOM//flat:name//19 (//PAD//punct//22 Tillväxtverket//PM|NOM//appos//20 )//PAD//punct//22 ,//MID//punct//20 apotekaren//NN|UTR|SIN|DEF|NOM//nmod//26 Susanna//PM|NOM//flat:name//19 Eklund//PM|NOM//flat:name//26 (//PAD//punct//26 Sveriges//PM|GEN//nmod:poss//30 Kommuner//NN|UTR|PLU|IND|NOM//appos//26 och//KN//cc//32 Landsting//NN|UTR|SIN|IND|NOM//conj//30 )//PAD//punct//19 ,//MID//punct//35 överläkaren//NN|UTR|SIN|DEF|NOM//nmod//36 Inge//PM|NOM//dep//4 Eriksson//PM|NOM//flat:name//36 ,//MID//punct//36 (//PAD//punct//41 Landstinget//NN|NEU|SIN|DEF|NOM//nmod//41 Västmanland//PM|NOM//appos//36 )//PAD//punct//41 ,//MID//punct//4 projektledaren//NN|UTR|SIN|DEF|NOM//nmod//45 Erica//PM|NOM//dep//4 Hagblom//PM|NOM//flat:name//45 (//PAD//punct//45 Läkemedelsverket//NN|NEU|SIN|DEF|NOM//appos//45 )//PAD//punct//45 ,//MID//punct//77 avdelningsdirektören//NN|UTR|SIN|DEF|NOM//nmod//52 Suzanne//PM|NOM//nsubj//77 Isberg//PM|NOM//flat:name//52 (//PAD//punct//53 Datainspektionen//PM|NOM//conj//52 )//PAD//punct//52 ,//MID//punct//59 avdelningschefen//NN|UTR|SIN|DEF|NOM//nmod//59 Tomas//PM|NOM//appos//52 Lithner//PM|NOM//flat:name//59 (//PAD//punct//62 E-hälsomyndigheten//NN|UTR|SIN|DEF|NOM//appos//52 )//PAD//punct//62 ,//MID//punct//66 sakkunnige//JJ|POS|MAS|SIN|DEF|NOM//amod//66 ekonomen//NN|UTR|SIN|DEF|NOM//nmod//67 Leif//PM|NOM//conj//52 Nordqvist//PM|NOM//flat:name//67 (//PAD//punct//70 Konkurrensverket//PM|NOM//appos//52 )//PAD//punct//70 ,//MID//punct//73 inspektören//NN|UTR|SIN|DEF|NOM//parataxis//52 Sylvia//PM|NOM//flat:name//73 Norén//PM|NOM//flat//74 (//PAD//punct//73 Inspektionen//NN|UTR|SIN|DEF|NOM//conj//4 för//PP//case//79 vård//NN|UTR|SIN|IND|NOM//nmod//77 och//KN//cc//81 omsorg//NN|UTR|SIN|IND|NOM//conj//79 ,//MID//punct//83 IVO//PM|NOM//conj//79 )//PAD//punct//77 ,//MID//punct//86 utredaren//NN|UTR|SIN|DEF|NOM//parataxis//4 Eva//PM|NOM//nsubj//86 Nyman//PM|NOM//flat:name//87 (//PAD//punct//90 Socialstyrelsen//NN|UTR|SIN|DEF|NOM//appos//86 )//PAD//punct//90 och//KN//cc//94 enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//94 Svante//PM|NOM//conj//86 Rasmuson//PM|NOM//flat:name//94 (//PAD//punct//94 Tandvårds-//PM|SMS//appos//94 och//KN//cc//99 läkemedelsförmånsverket//NN|NEU|SIN|DEF|NOM//conj//97 )//PAD//punct//86 .//MAD//punct//4
Till statsrådet Annika Strandhäll;Fr.o.m.//AB|AN//nsubj:pass//5 den//DT|UTR|SIN|DEF//det//3 1//RO|NOM//nummod//3 juli//NN|UTR|SIN|IND|NOM//obl//5 2016//RG|NOM//nummod//3 entledigades//VB|PRT|SFO//ROOT//5 Tomas//PM|NOM//nsubj:pass//5 Lithner//PM|NOM//flat//6 och//KN//cc//9 Carl//PM|NOM//conj//6 Magnus//PM|NOM//flat:name//9 Berglund//PM|NOM//flat:name//9 .//MAD//punct//5
Till statsrådet Annika Strandhäll;Fr.o.m.//AB|AN//parataxis//5 den//DT|UTR|SIN|DEF//det//16 1//RO|NOM//nummod//16 juli//NN|UTR|SIN|IND|NOM//obl//18 2016//RG|NOM//nummod//16 förordnades//VB|PRT|SFO//conj//5 utredaren//NN|UTR|SIN|DEF|NOM//nmod//20 Rickard//PM|NOM//nsubj//18 Broddvall//PM|NOM//flat//20 (//PAD//punct//23 E-hälsomyndigheten//NN|UTR|SIN|DEF|NOM//parataxis//18 )//PAD//punct//23 som//KN//case//26 expert//NN|UTR|SIN|IND|NOM//xcomp//18 .//MID//punct//5
Till statsrådet Annika Strandhäll;Rickard//PM|NOM//nsubj:pass//33 Broddvall//PM|NOM//flat//28 och//KN//cc//31 Erica//PM|NOM//conj//28 Hagblom//PM|NOM//flat:name//31 entledigades//VB|PRT|SFO//parataxis//5 fr.o.m.//AB|AN//case//37 den//DT|UTR|SIN|DEF//det//37 20//RG|NOM//nummod//37 april//NN|UTR|SIN|IND|NOM//obl//33 2017//RG|NOM//nummod//37 .//MAD//punct//5
Till statsrådet Annika Strandhäll;Fr.o.m.//AB|AN//mark//5 den//DT|UTR|SIN|DEF//det//3 20//RG|NOM//nummod//3 april//NN|UTR|SIN|IND|NOM//obl//5 2017//RG|NOM//nummod//3 förordnades//VB|PRT|SFO//ROOT//5 utredaren//NN|UTR|SIN|DEF|NOM//nmod//7 Salumeh//PM|NOM//compound//8 Bastami//PM|NOM//nsubj:pass//5 (//PAD//punct//8 Folkhälsomyndigheten//NN|UTR|SIN|DEF|NOM//appos//8 )//PAD//punct//8 ,//MID//punct//14 enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//14 Gunilla//PM|NOM//conj//5 Andrew-Nielsen//PM|NOM//flat:name//14 (//PAD//punct//14 Läkemedelsverket//NN|NEU|SIN|DEF|NOM//appos//14 )//PAD//punct//14 och//KN//cc//21 utredaren//NN|UTR|SIN|DEF|NOM//nmod//21 Marianne//PM|NOM//conj//5 Nordling//PM|NOM//flat:name//21 (//PAD//punct//24 E-hälsomyndigheten//NN|UTR|SIN|DEF|NOM//appos//21 )//PAD//punct//24 som//KN//case//28 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 experter//NN|UTR|PLU|IND|NOM//nmod//21 .//MAD//punct//5
Till statsrådet Annika Strandhäll;Pär//PM|NOM//nsubj:pass//33 Ove//PM|NOM//nsubj:pass//33 Bergquist//PM|NOM//flat:name//31 entledigades//VB|PRT|SFO//parataxis//5 fr.o.m.//AB|AN//case//37 den//DT|UTR|SIN|DEF//det//36 13//RG|NOM//nummod//37 september//NN|UTR|SIN|IND|NOM//obl//33 2017//RG|NOM//nummod//37 .//MAD//punct//5
Till statsrådet Annika Strandhäll;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//7 har//VB|PRS|AKT//aux//7 i//PP//case//4 denna//DT|UTR|SIN|DEF//det//4 del//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//6 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//4 haft//VB|SUP|AKT//ROOT//7 en//DT|UTR|SIN|IND//det//9 referensgrupp//NN|UTR|SIN|IND|NOM//nmod//10 knuten//PC|PRF|UTR|SIN|IND|NOM//obj//7 till//PP//case//12 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//10 .//MAD//punct//7
Till statsrådet Annika Strandhäll;Deltagarna//NN|UTR|PLU|DEF|NOM//nsubj//17 i//PP//case//16 referensgruppen//NN|UTR|SIN|DEF|NOM//nmod//14 framgår//VB|PRS|AKT//parataxis//7 av//PP//case//19 bilaga//NN|UTR|SIN|IND|NOM//obl//17 5//RG|NOM//nummod//19 .//MAD//punct//7
Till statsrådet Annika Strandhäll;Som//KN//mark//1 huvudsekreterare//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 anställdes//VB|PRT|SFO//ROOT//4 kanslichefen//NN|UTR|SIN|DEF|NOM//nmod//6 Cristina//PM|NOM//nsubj:pass//4 Eriksson//PM|NOM//compound//8 Stephanson//PM|NOM//flat//6 fr.o.m.//AB|AN//case//12 den//DT|UTR|SIN|DEF//det//12 14//RG|NOM//nummod//12 januari//NN|UTR|SIN|IND|NOM//discourse//21 2016//RG|NOM//nummod//12 t.o.m.//AB|AN//advmod//17 den//DT|UTR|SIN|DEF//det//17 28//RG|NOM//nummod//17 februari//NN|UTR|SIN|IND|NOM//nmod//12 2017//RG|NOM//nummod//17 .//MAD//punct//12
Till statsrådet Annika Strandhäll;Vidare//AB|KOM//advmod//21 anställdes//VB|PRT|SFO//conj//4 som//KN//case//23 sekreterare//NN|UTR|SIN|IND|NOM//obl//21 leg//NN|AN//obj//21 .//MID//punct//21
Till statsrådet Annika Strandhäll;apotekaren//NN|UTR|SIN|DEF|NOM//appos//21 ,//MID//punct//28 Farm//PM|NOM//conj//26 .//MID//punct//26
Till statsrådet Annika Strandhäll;Dr.//NN|AN//conj//21 ,//MID//punct//30 Anna//PM|NOM//conj//30 Montgomery//PM|NOM//flat:name//32 fr.o.m.//AB|AN//case//37 den//DT|UTR|SIN|DEF//det//37 15//RG|NOM//nummod//37 februari//NN|UTR|SIN|IND|NOM//obl//21 2016//RG|NOM//nummod//37 t.o.m.//AB|AN//advmod//43 den//DT|UTR|SIN|DEF//det//42 9//RO|NOM//nummod//42 mars//NN|UTR|SIN|IND|NOM//nmod//43 2017//RG|NOM//nmod//37 ,//MID//punct//37 utredaren//NN|UTR|SIN|DEF|NOM//nmod//46 Thomas//PM|NOM//conj//37 Ringbom//PM|NOM//flat:name//46 fr.o.m.//AB|AN//case//51 den//DT|UTR|SIN|DEF//det//51 18//RG|NOM//nummod//51 april//NN|UTR|SIN|IND|NOM//nmod//37 2016//RG|NOM//nummod//51 ,//MID//punct//37 juristen//NN|UTR|SIN|DEF|NOM//nmod//55 Ulrika//PM|NOM//appos//37 Ternby//PM|NOM//flat:name//55 fr.o.m.//AB|AN//case//60 den//DT|UTR|SIN|DEF//det//60 1//RO|NOM//nummod//60 maj//NN|UTR|SIN|IND|NOM//obl//21 2016//RG|NOM//nummod//60 samt//KN//cc//77 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//64 Maria//PM|NOM//nsubj//77 Kling//PM|NOM//flat:name//64 från//PP//case//69 den//DT|UTR|SIN|DEF//det//69 7//RO|NOM//nummod//69 juni//NN|UTR|SIN|IND|NOM//nmod//64 2016//RG|NOM//nummod//69 t.o.m.//AB|AN//advmod//74 den//DT|UTR|SIN|DEF//det//74 9//RO|NOM//nummod//74 mars//NN|UTR|SIN|IND|NOM//nmod//64 2017//RG|NOM//nummod//74 .//MAD//punct//64
Till statsrådet Annika Strandhäll;Leg//NN|AN//discourse//86 .//MAD//punct//77
Till statsrådet Annika Strandhäll;apotekaren//NN|UTR|SIN|DEF|NOM//conj//77 ,//MID//punct//81 Farm//PM|NOM//conj//79 .//MID//punct//77
Till statsrådet Annika Strandhäll;Dr.//NN|AN//nsubj:pass//86 Björn//PM|NOM//nsubj:pass//86 Södergård//PM|NOM//flat:name//84 anställdes//VB|PRT|SFO//conj//21 som//KN//case//88 sekreterare//NN|UTR|SIN|IND|NOM//obl//86 fr.o.m.//AB|AN//case//92 den//DT|UTR|SIN|DEF//det//92 23//RG|NOM//nummod//92 januari//NN|UTR|SIN|IND|NOM//obl//21 2017//RG|NOM//nummod//92 .//MAD//punct//95
Till statsrådet Annika Strandhäll;Utredaren//NN|UTR|SIN|DEF|NOM//parataxis//4 Andrea//PM|NOM//nsubj:pass//98 Hasselrot//PM|NOM//flat:name//96 ställdes//VB|PRT|SFO//acl//95 till//PP//case//101 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//101 förfogande//NN|NEU|SIN|IND|NOM//obl//98 som//KN//case//103 stabsbiträde//NN|NEU|SIN|IND|NOM//obl//98 från//PP//case//105 Statskontoret//NN|NEU|SIN|DEF|NOM//nmod//103 fr.o.m.//AB|AN//case//109 den//DT|UTR|SIN|DEF//det//109 1//RO|NOM//nummod//109 maj//NN|UTR|SIN|IND|NOM//nmod//103 2017//RG|NOM//nummod//109 .//MAD//punct//4
Till statsrådet Annika Strandhäll;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//5 Nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 apoteksmarknadsutredningen//NN|UTR|SIN|DEF|NOM//obj//2 (//PAD//punct//7 S//PM|NOM//appos//5 2015:06//RG|NOM//advmod//7 )//PAD//punct//7 .//MAD//punct//5
Till statsrådet Annika Strandhäll;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//14 har//VB|PRS|AKT//aux//14 tidigare//AB|KOM//advmod//14 lämnat//VB|SUP|AKT//conj//2 delbetänkandet//NN|NEU|SIN|DEF|NOM//obj//14
Till statsrådet Annika Strandhäll;Kvalitet//NN|UTR|SIN|IND|NOM//ROOT//0 och//KN//cc//2 säkerhet//NN|UTR|SIN|IND|NOM//conj//0 på//PP//case//4 apoteksmarknaden//NN|UTR|SIN|DEF|NOM//nmod//0 (//PAD//punct//6 SOU//PM|NOM//appos//0 2017:15//RG|NOM//nmod//6 )//PAD//punct//6 .//MAD//punct//0
Till statsrådet Annika Strandhäll;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//11 överlämnar//VB|PRS|AKT//parataxis//0 härmed//AB//advmod//11 delbetänkandet//NN|NEU|SIN|DEF|NOM//obj//11  //_SP////13 Enhetliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 priser//NN|NEU|PLU|IND|NOM//obj//11 på//PP//case//19 receptbelagda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//19 läkemedel//NN|NEU|PLU|IND|NOM//obl//11 (//PAD//punct//19 SOU//PM|NOM//appos//19 2017:76//RG|NOM//nummod//21 )//PAD//punct//19 .//MAD//punct//11
Till statsrådet Annika Strandhäll;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 oktober//NN|UTR|SIN|IND|NOM//obl//0 2017//RG|NOM//nummod//2
Till statsrådet Annika Strandhäll;Anna-Lena//PM|NOM//nmod//2 Sörenson//PM|NOM//flat//0 /Thomas//MID//compound//3 Ringbom//PM|NOM//ROOT//3
Till statsrådet Annika Strandhäll;Ulrika//PM|NOM//ROOT//0 Ternby//PM|NOM//flat//0
Till statsrådet Annika Strandhäll;Björn//PM|NOM//ROOT//0 Södergård//PM|NOM//flat:name//0
Till statsrådet Annika Strandhäll;Andrea//PM|NOM//ROOT//0 Hasselrot//PM|NOM//flat//0


1.1 Förslag till lag om ändring i lagen (1996:1156) om receptregister;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 (//PAD//punct//5 1996:1156//RG|NOM//appos//5 )//PAD//punct//5 om//PP//case//10 receptregister//NN|UTR|PLU|IND|NOM//obl//1 att//SN//mark//15 6//RG|NOM//nummod//13 §//NN|AN//nsubj//15 ska//VB|PRS|AKT//aux//15 ha//VB|INF|AKT//acl//10 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 lydelse//NN|UTR|SIN|IND|NOM//obj//15 .//MAD//punct//1
1.1 Förslag till lag om ändring i lagen (1996:1156) om receptregister;6//RG|NOM//nummod//20 §//NN|AN//obl//1
1.1 Förslag till lag om ändring i lagen (1996:1156) om receptregister;Personuppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//4 i//PP//case//2 receptregistret//NN|NEU|SIN|DEF|NOM//nmod//0 får//VB|PRS|AKT//aux//4 behandlas//VB|INF|SFO//ROOT//4 om//SN//mark//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 är//VB|PRS|AKT//cop//8 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//advcl//4 för//PP//case//10 1//RG|NOM//obl//8 .//MAD//punct//4
1.1 Förslag till lag om ändring i lagen (1996:1156) om receptregister;expediering//NN|UTR|SIN|IND|NOM//obl//4 av//PP//case//14 läkemedel//NN|NEU|PLU|IND|NOM//nmod//12 och//KN//cc//17 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 varor//NN|UTR|PLU|IND|NOM//conj//14 som//HP|-|-|-//nsubj:pass//19 förskrivits//VB|SUP|SFO//acl:relcl//17 ,//MID//punct//12 2//RG|NOM//nummod//12 .//MID//punct//4
1.1 Förslag till lag om ändring i lagen (1996:1156) om receptregister;registrering//NN|UTR|SIN|IND|NOM//obl//4 av//PP//case//25 underlaget//NN|NEU|SIN|DEF|NOM//nmod//23 för//PP//case//27 tillämpningen//NN|UTR|SIN|DEF|NOM//nmod//23 av//PP//case//29 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//27 om//PP//case//31 läkemedelsförmåner//NN|UTR|PLU|IND|NOM//nmod//29 vid//PP//case//33 köp//NN|NEU|SIN|IND|NOM//nmod//31 av//PP//case//35 läkemedel//NN|NEU|PLU|IND|NOM//nmod//33 m.m.//AB|AN//conj//35 ,//MID//punct//23 3//RG|NOM//nummod//23 .//MAD//punct//4
1.1 Förslag till lag om ändring i lagen (1996:1156) om receptregister;debiteringen//NN|UTR|SIN|DEF|NOM//obl//4 till//PP//case//42 landstingen//NN|NEU|PLU|DEF|NOM//nmod//40 ,//MID//punct//42 4//RG|NOM//nummod//40 .//MAD//punct//40
1.1 Förslag till lag om ändring i lagen (1996:1156) om receptregister;ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//47 uppföljning//NN|UTR|SIN|IND|NOM//conj//40 och//KN//cc//49 framställning//NN|UTR|SIN|IND|NOM//conj//47 av//PP//case//51 statistik//NN|UTR|SIN|IND|NOM//nmod//49 hos//PP//case//53 E-hälsomyndigheten//NN|UTR|SIN|DEF|NOM//nmod//49 ,//MID//punct//47 5//RG|NOM//nummod//47 .//MAD//punct//47
1.1 Förslag till lag om ändring i lagen (1996:1156) om receptregister;registrering//NN|UTR|SIN|IND|NOM//conj//47 och//KN//cc//59 redovisning//NN|UTR|SIN|IND|NOM//conj//57 till//PP//case//61 landstingen//NN|NEU|PLU|DEF|NOM//nmod//59 av//PP//case//63 uppgifter//NN|UTR|PLU|IND|NOM//nmod//61 för//PP//case//68 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//68 och//KN//cc//67 medicinsk//JJ|POS|UTR|SIN|IND|NOM//conj//65 uppföljning//NN|UTR|SIN|IND|NOM//nmod//63 samt//KN//cc//71 för//PP//case//71 framställning//NN|UTR|SIN|IND|NOM//conj//68 av//PP//case//73 statistik//NN|UTR|SIN|IND|NOM//nmod//71 ,//MID//punct//71 6//RG|NOM//nmod//71 .//MID//punct//47
1.1 Förslag till lag om ändring i lagen (1996:1156) om receptregister;registrering//NN|UTR|SIN|IND|NOM//conj//47 och//KN//cc//79 redovisning//NN|UTR|SIN|IND|NOM//conj//77 till//PP//case//81 förskrivare//NN|UTR|PLU|IND|NOM//nmod//79 ,//MID//punct//84 till//PP//case//84 verksamhetschefer//NN|UTR|PLU|IND|NOM//conj//47 enligt//PP//case//86 hälso-//NN|UTR|-|-|SMS//nmod//84 och//KN//cc//88 sjukvårdslagen//NN|UTR|SIN|DEF|NOM//conj//86 (//PAD//punct//84 2017:30//RG|NOM//conj//47 )//PAD//punct//47 och//KN//cc//94 till//PP//case//94 läkemedelskommittéer//NN|UTR|PLU|IND|NOM//conj//47 enligt//PP//case//96 lagen//NN|UTR|SIN|DEF|NOM//nmod//94 (//PAD//punct//98 1996:1157//RG|NOM//conj//47 )//PAD//punct//98 om//PP//case//101 läkemedelskommittéer//NN|UTR|PLU|IND|NOM//conj//47 av//PP//case//103 uppgifter//NN|UTR|PLU|IND|NOM//nmod//101 för//PP//case//106 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//106 uppföljning//NN|UTR|SIN|IND|NOM//nmod//101 ,//MID//punct//108 utvärdering//NN|UTR|SIN|IND|NOM//conj//106 och//KN//cc//110 kvalitetssäkring//NN|UTR|SIN|IND|NOM//conj//106 i//PP//case//112 hälso-//NN|UTR|-|-|SMS//nmod//110 och//KN//cc//114 sjukvården//NN|UTR|SIN|DEF|NOM//conj//112 ,//MID//punct//101 7//RG|NOM//nummod//101 .//MAD//punct//47
