Kommitténs förslag:;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 är//VB|PRS|AKT//cop//5 viktigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//1 att//SN//mark//20 frivilligorganisationer//NN|UTR|PLU|IND|NOM//nsubj//20 som//HP|-|-|-//nsubj//9 arbetar//VB|PRS|AKT//acl:relcl//7 med//PP//case//11 hemlösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//9 och//KN//cc//13 frågor//NN|UTR|PLU|IND|NOM//conj//11 om//PP//case//15 hemlöshet//NN|UTR|SIN|IND|NOM//nmod//13 ,//MID//punct//7 årligen//AB//advmod//20 skall//VB|PRS|AKT//aux//20 kunna//VB|INF|AKT//aux//20 erhålla//VB|INF|AKT//csubj//5 medel//NN|NEU|PLU|IND|NOM//obj//20 för//PP//case//23 underlätta//VB|INF|AKT//obl//20 och//KN//cc//25 främja//VB|INF|AKT//conj//20 ett//DT|NEU|SIN|IND//det//28 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//28 utvecklings-//NN|UTR|-|-|SMS//obj//25 och//KN//cc//30 metodarbete//NN|NEU|SIN|IND|NOM//conj//28 inom//PP//case//32 området//NN|NEU|SIN|DEF|NOM//obl//25 .//MAD//punct//5
13.1 Frivilligt socialt arbete;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//24 är//VB|PRS|AKT//cop//24 också//AB//advmod//24 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//2 eftersom//SN//mark//27 de//DT|UTR/NEU|PLU|DEF//det//27 medlemmar//NN|UTR|PLU|IND|NOM//obl//24 som//HP|-|-|-//nsubj//29 vänder//VB|PRS|AKT//acl:relcl//27 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//29 till//PP//case//33 dessa//DT|UTR/NEU|PLU|DEF//det//33 organisationer//NN|UTR|PLU|IND|NOM//obl//29 väljer//VB|PRS|AKT//conj//24 att//IE//mark//36 delta//VB|INF|AKT//xcomp//34 i//PP//case//39 de//DT|UTR/NEU|PLU|DEF//det//39 verksamheter//NN|UTR|PLU|IND|NOM//obl//36 som//HP|-|-|-//obj//42 organisationen//NN|UTR|SIN|DEF|NOM//nsubj//42 anordnar//VB|PRS|AKT//acl:relcl//39 .//MAD//punct//24
13.1 Frivilligt socialt arbete;En//DT|UTR|SIN|IND//det//46 tredje//RO|NOM//amod//46 dimension//NN|UTR|SIN|IND|NOM//nsubj:pass//49 av//PP//case//48 frivilligheten//NN|UTR|SIN|DEF|NOM//nmod//46 inryms//VB|PRS|SFO//conj//24 i//PP//case//52 det//DT|NEU|SIN|DEF//det//52 förhållandet//NN|NEU|SIN|DEF|NOM//obl//49 att//SN//mark//57 organisationerna//NN|UTR|PLU|DEF|NOM//nsubj//57 delvis//AB//advmod//57 är//VB|PRS|AKT//cop//57 öppna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//52 för//PP//mark//61 ideellt//JJ|POS|NEU|SIN|IND|NOM//advmod//61 (//PAD//punct//61 oavlönat//PC|PRF|NEU|SIN|IND|NOM//advmod//57 )//PAD//punct//61 och//KN//cc//65 frivilligt//JJ|POS|NEU|SIN|IND|NOM//advmod//65 arbete//NN|NEU|SIN|IND|NOM//conj//57 .//MAD//punct//24
13.1 Frivilligt socialt arbete;Forskarna//NN|UTR|PLU|DEF|NOM//nmod//1 Eva//PM|NOM//nsubj//8 Jeppsson//PM|NOM//flat:name//1 Grassman//PM|NOM//flat:name//1 och//KN//cc//5 Lars//PM|NOM//conj//1 Svedberg//PM|NOM//flat//5 har//VB|PRS|AKT//aux//8 delat//VB|SUP|AKT//ROOT//8 in//PL//advmod//8 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 organisationer//NN|UTR|PLU|IND|NOM//obj//8 i//PP//case//15 två//RG|NOM//nummod//15 huvudgrupper//NN|UTR|PLU|IND|NOM//obl//8 ://MID//punct//15
13.1 Frivilligt socialt arbete;organisationer//NN|UTR|PLU|IND|NOM//appos//15 som//HP|-|-|-//nsubj:pass//19 baseras//VB|PRS|SFO//acl:relcl//17 på//PP//case//21 egenorganisering//NN|UTR|SIN|IND|NOM//obl//19 och//KN//cc//23 självhjälp//NN|UTR|SIN|IND|NOM//conj//21 ,//MID//punct//17 samt//KN//cc//26 organisationer//NN|UTR|PLU|IND|NOM//conj//15 vars//HS|DEF//nmod:poss//28 uppgift//NN|UTR|SIN|IND|NOM//nsubj//29 är//VB|PRS|AKT//cop//26 att//IE//mark//31 organisera//VB|INF|AKT//csubj//26 verksamheter//NN|UTR|PLU|IND|NOM//obj//31 och//KN//cc//34 utföra//VB|INF|AKT//conj//31 insatser//NN|UTR|PLU|IND|NOM//obj//34 åt//PP//case//37 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//34 .//MAD//punct//8
13.1 Frivilligt socialt arbete;Organisationer//NN|UTR|PLU|IND|NOM//nsubj//47 som//HP|-|-|-//nsubj//41 arbetar//VB|PRS|AKT//acl:relcl//39 för//PP//case//43 hemlösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//41 i//PP//case//46 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//46 verksamheter//NN|UTR|PLU|IND|NOM//nmod//43 tillhör//VB|PRS|AKT//parataxis//8 den//DT|UTR|SIN|DEF//det//49 grupp//NN|UTR|SIN|IND|NOM//obj//47 som//HP|-|-|-//nsubj//51 utför//VB|PRS|AKT//acl:relcl//49 insatser//NN|UTR|PLU|IND|NOM//obj//51 åt//PP//case//54 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//52 och//KN//cc//60 som//HP|-|-|-//nsubj//60 i//PP//case//59 sin//PS|UTR|SIN|DEF//nmod:poss//59 verksamhet//NN|UTR|SIN|IND|NOM//obl//60 arbetar//VB|PRS|AKT//conj//51 med//PP//case//62 stöd//NN|NEU|SIN|IND|NOM//obl//60 ///MID//cc//64 bistånd//NN|NEU|SIN|IND|NOM//conj//62 ,//MID//punct//66 behandling//NN|UTR|SIN|IND|NOM//conj//62 och//KN//cc//68 omsorg//NN|UTR|SIN|IND|NOM//conj//62 .//MAD//punct//47
13.1 Frivilligt socialt arbete;I//PP//case//4 förhållande//NN|NEU|SIN|IND|NOM//fixed//0 till//PP//case//4 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 länder//NN|NEU|PLU|IND|NOM//nmod//9 är//VB|PRS|AKT//cop//9 den//DT|UTR|SIN|DEF//det//9 socialt//AB|POS//advmod//8 inriktade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//9 frivilligsektorn//NN|UTR|SIN|DEF|NOM//obl//39 relativt//AB|POS//advmod//11 liten//JJ|POS|UTR|SIN|IND|NOM//amod//9 i//PP//case//13 Sverige//PM|NOM//nmod//11 .//MID//punct//9
13.1 Frivilligt socialt arbete;Om//SN//mark//18 man//PN|UTR|SIN|IND|SUB//nsubj//18 enbart//AB//advmod//18 tar//VB|PRS|AKT//advcl//39 hänsyn//NN|UTR|SIN|IND|NOM//obj//18 till//PP//case//22 den//DT|UTR|SIN|DEF//det//22 andel//NN|UTR|SIN|IND|NOM//obl//18 av//PP//case//24 frivilligsektorn//NN|UTR|SIN|DEF|NOM//nmod//22 som//HP|-|-|-//nsubj//26 driver//VB|PRS|AKT//acl:relcl//24 verksamheter//NN|UTR|PLU|IND|NOM//obj//26 inom//PP//case//30 välfärdsstatens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 kärnområden//NN|NEU|PLU|IND|NOM//obl//26 (//PAD//punct//30 utbildning//NN|UTR|SIN|IND|NOM//appos//30 ,//MID//punct//34 vård//NN|UTR|SIN|IND|NOM//conj//32 och//KN//cc//37 social//JJ|POS|UTR|SIN|IND|NOM//amod//37 omsorg//NN|UTR|SIN|IND|NOM//conj//32 )//PAD//punct//18 uppgår//VB|PRS|AKT//ROOT//39 denna//DT|UTR|SIN|DEF//det//41 andel//NN|UTR|SIN|IND|NOM//nsubj//39 i//PP//case//43 Sverige//PM|NOM//nmod//41 endast//AB//advmod//47 till//PP//case//47 27//RG|NOM//nummod//47 %//NN|AN//obl//39 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//51 med//PP//fixed//48 57//RG|NOM//nummod//51 %//NN|AN//obl//39 i//PP//case//53 Storbritannien//PM|NOM//nmod//51 och//KN//cc//56 84//RG|NOM//nummod//56 %//NN|AN//conj//53 i//PP//case//58 USA//PM|NOM//nmod//56 .//MAD//punct//39
13.1 Frivilligt socialt arbete;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//61 beror//VB|PRS|AKT//parataxis//39 på//PP//mark//71 att//SN//mark//71 den//DT|UTR|SIN|DEF//det//66 generella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 välfärdsnivån//NN|UTR|SIN|DEF|NOM//nsubj//71 i//PP//case//68 Sverige//PM|NOM//nmod//66 är//VB|PRS|AKT//cop//71 betydligt//AB//advmod//71 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//61 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//76 med//PP//fixed//72 dessa//DT|UTR/NEU|PLU|DEF//det//76 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 länder//NN|NEU|PLU|IND|NOM//obl//71 ,//MID//punct//76 varför//HA//advmod//89 utrymmet//NN|NEU|SIN|DEF|NOM//nsubj//89 för//PP//nmod//79 och//KN//cc//82 behovet//NN|NEU|SIN|DEF|NOM//conj//80 av//PP//case//86 frivilligt//JJ|POS|NEU|SIN|IND|NOM//advmod//86 socialt//JJ|POS|NEU|SIN|IND|NOM//amod//86 arbete//NN|NEU|SIN|IND|NOM//nmod//82 är//VB|PRS|AKT//cop//89 betydligt//AB//advmod//89 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//76 i//PP//case//92 dessa//DT|UTR/NEU|PLU|DEF//det//92 länder//NN|NEU|PLU|IND|NOM//obl//89 .//MAD//punct//39

13.2 Frivilligorganisationernas roll;Organisationer//NN|UTR|PLU|IND|NOM//nsubj//15 som//HP|-|-|-//nsubj//4 är//VB|PRS|AKT//cop//4 praktiskt//AB|POS//advmod//4 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//0 i//PP//case//6 hemlöshetsarbetet//NN|NEU|SIN|DEF|NOM//obl//4 och//KN//cc//11 som//HP|-|-|-//nsubj//11 till//PP//advmod//11 exempel//NN|NEU|SIN|IND|NOM//fixed//9 driver//VB|PRS|AKT//conj//4 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 boendeenheter//NN|UTR|PLU|IND|NOM//obj//11 ,//MID//punct//0 har//VB|PRS|AKT//ROOT//15 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 uppsökarteam//NN|NEU|PLU|IND|NOM//obj//15 och//KN//cc//19 ///MID//conj//17 eller//KN//cc//22 är//VB|PRS|AKT//cop//22 huvudmän//NN|UTR|PLU|IND|NOM//conj//15 för//PP//case//24 vård//NN|UTR|SIN|IND|NOM//nmod//22 och//KN//cc//26 behandling//NN|UTR|SIN|IND|NOM//conj//24 ,//MID//punct//15 har//VB|PRS|AKT//conj//15 ofta//AB|POS//advmod//28 en//DT|UTR|SIN|IND//det//35 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//35 och//KN//cc//34 organisatorisk//JJ|POS|UTR|SIN|IND|NOM//conj//32 relation//NN|UTR|SIN|IND|NOM//obj//28 till//PP//case//39 de//DT|UTR/NEU|PLU|DEF//det//39 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 myndigheterna//NN|UTR|PLU|DEF|NOM//obl//28 .//MID//punct//15
13.2 Frivilligorganisationernas roll;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 är//VB|PRS|AKT//cop//44 inte//AB//advmod//44 ovanligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//15 att//SN//mark//48 dessa//DT|UTR/NEU|PLU|DEF//det//47 organisationer//NN|UTR|PLU|IND|NOM//nsubj//48 arbetar//VB|PRS|AKT//csubj//44 utifrån//PP//case//51 konkreta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 uppdrag//NN|NEU|PLU|IND|NOM//obl//48  //_SP////51 från//PP//case//55 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 myndigheter//NN|UTR|PLU|IND|NOM//obl//48 och//KN//cc//57 ersätts//VB|PRS|SFO//conj//48 för//PP//case//62 utförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//62 och//KN//cc//61 specificerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//59 arbetsuppgifter//NN|UTR|PLU|IND|NOM//obl//57 .//MAD//punct//44
13.2 Frivilligorganisationernas roll;Frivilligheten//NN|UTR|SIN|DEF|NOM//nsubj//9 är//VB|PRS|AKT//cop//9 ,//MID//punct//9 vid//PP//case//5 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//5 uppdragskonstruktioner//NN|UTR|PLU|IND|NOM//obl//9 ,//MID//punct//9 givetvis//AB//advmod//9 något//AB//det//9 begränsad//PC|PRF|UTR|SIN|IND|NOM//ROOT//9 .//MAD//punct//9
13.2 Frivilligorganisationernas roll;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 finns//VB|PRS|SFO//parataxis//9 dock//AB//advmod//12 ett//DT|NEU|SIN|IND//det//16 stort//JJ|POS|NEU|SIN|IND|NOM//amod//16 värde//NN|NEU|SIN|IND|NOM//nsubj//12 i//PP//mark//22 att//SN//mark//22 medborgarna//NN|UTR|PLU|DEF|NOM//nsubj//22 fritt//AB|POS//advmod//22 kan//VB|PRS|AKT//aux//22 vända//VB|INF|AKT//advcl//12 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//22 till//PP//case//27 dessa//DT|UTR/NEU|PLU|DEF//det//26 organisationers//NN|UTR|PLU|IND|GEN//nmod:poss//27 verksamheter//NN|UTR|PLU|IND|NOM//obl//22 .//MAD//punct//12
13.2 Frivilligorganisationernas roll;Socialstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//33 har//VB|PRS|AKT//aux//33 till//PP//advmod//33 exempel//NN|NEU|SIN|IND|NOM//fixed//31 visat//VB|SUP|AKT//parataxis//12 att//SN//mark//41 ett//DT|NEU|SIN|IND//det//38 icke//AB//advmod//37 oansenligt//JJ|POS|NEU|SIN|IND|NOM//amod//38 antal//NN|NEU|SIN|IND|NOM//nmod//39 hemlösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//41 är//VB|PRS|AKT//cop//41 kända//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//33 enbart//AB//advmod//44 hos//PP//case//44 frivilligorganisationerna//NN|UTR|PLU|DEF|NOM//obl//41 och//KN//cc//49 således//AB//advmod//49 inte//AB//advmod//49 är//VB|PRS|AKT//cop//49 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//41 hos//PP//case//53 de//DT|UTR/NEU|PLU|DEF//det//53 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 myndigheterna//NN|UTR|PLU|DEF|NOM//obl//49 (//PAD//punct//53 i//PP//case//57 Socialstyrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//57 kartläggning//NN|UTR|SIN|IND|NOM//nmod//53 1993//RG|NOM//nummod//57 hade//VB|PRT|AKT//nsubj//12 12//RG|NOM//nummod//61 %//NN|AN//obj//59 av//PP//case//64 alla//DT|UTR/NEU|PLU|IND/DEF//det//64 hemlösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//61 enbart//AB//advmod//66 kontakt//NN|UTR|SIN|IND|NOM//obl//12 med//PP//case//69 dessa//DT|UTR/NEU|PLU|DEF//det//69 organisationer//NN|UTR|PLU|IND|NOM//obl//12 )//PAD//punct//12 .//MAD//punct//12
13.2 Frivilligorganisationernas roll;Ett//DT|NEU|SIN|IND//det//74 stort//JJ|POS|NEU|SIN|IND|NOM//amod//74 antal//NN|NEU|SIN|IND|NOM//nmod//76 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//76 människor//NN|UTR|PLU|IND|NOM//nsubj//77 vänder//VB|PRS|AKT//conj//12 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//77 uppenbarligen//AB//advmod//77 hellre//AB|KOM//advmod//77 till//PP//case//85 de//DT|UTR/NEU|PLU|DEF//det//85 mer//AB|KOM//advmod//84 öppna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 organisationerna//NN|UTR|PLU|DEF|NOM//obl//77 än//AB//mark//88 till//PP//case//88 myndigheterna//NN|UTR|PLU|DEF|NOM//obl//77 ,//MID//punct//95 vilket//HP|NEU|SIN|IND//nsubj//95 också//AB//advmod//95 riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//93 socialutskott//NN|NEU|SIN|IND|NOM//nsubj//95 starkt//AB|POS//advmod//95 betonade//VB|PRT|AKT//acl:relcl//88 i//PP//case//97 ett//PN|NEU|SIN|IND|SUB/OBJ//obl//95 av//PP//case//100 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//100 betänkanden//NN|NEU|PLU|IND|NOM//nmod//97 vid//PP//case//104 1997/98//RG|NOM//nummod//103 års//NN|NEU|SIN|IND|GEN//nmod:poss//104 riksmöte//NN|NEU|SIN|IND|NOM//nmod//100 ://MAD//punct//104 ”//PAD//punct//12 …//MID//punct//12
13.2 Frivilligorganisationernas roll;deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//109 insatser//NN|UTR|PLU|IND|NOM//nsubj//113 är//VB|PRS|AKT//cop//113 ett//DT|NEU|SIN|IND//det//113 utmärkt//PC|PRF|NEU|SIN|IND|NOM//amod//113 komplement//NN|NEU|SIN|IND|NOM//conj//12 till//PP//case//116 socialtjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//116 insatser//NN|UTR|PLU|IND|NOM//nmod//113 .//MAD//punct//12
13.2 Frivilligorganisationernas roll;Utskottet//NN|NEU|SIN|DEF|NOM//nsubj//119 anser//VB|PRS|AKT//conj//12 att//SN//mark//123 socialtjänsten//NN|UTR|SIN|DEF|NOM//nsubj//123 måste//VB|PRS|AKT//aux//123 söka//VB|INF|AKT//ccomp//119 få//VB|INF|AKT//xcomp//123 till//PP//compound:prt//124 stånd//NN|NEU|SIN|IND|NOM//fixed//125 en//DT|UTR|SIN|IND//det//129 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//129 samverkan//NN|UTR|SIN|IND|NOM//obj//124 med//PP//case//133 de//DT|UTR/NEU|PLU|DEF//det//133 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//133 organisationerna//NN|UTR|PLU|DEF|NOM//nmod//129 för//PP//mark//136 att//IE//mark//136 stödja//VB|INF|AKT//advcl//124 och//KN//cc//138 hjälpa//VB|INF|AKT//conj//136 de//DT|UTR/NEU|PLU|DEF//det//140 hemlösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//138 men//KN//cc//145 också//AB//advmod//145 för//PP//mark//145 att//IE//mark//145 nå//VB|INF|AKT//conj//136 de//DT|UTR/NEU|PLU|DEF//det//147 grupper//NN|UTR|PLU|IND|NOM//obj//145 av//PP//case//149 hemlösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//147 som//HP|-|-|-//nsubj//153 inte//AB//advmod//153 vill//VB|PRS|AKT//aux//153 ta//VB|INF|AKT//acl:relcl//149 kontakt//NN|UTR|SIN|IND|NOM//obj//153 med//PP//case//156 socialtjänsten//NN|UTR|SIN|DEF|NOM//obl//153 ”//PM|NOM//punct//12 .//MAD//punct//12
