Sammanfattning;1//RG|NOM//nummod//1 Uppdraget//NN|NEU|SIN|DEF|NOM//ROOT//1 och//KN//cc//9 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//7 genomförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 2//RG|NOM//nummod//6 Dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 utsökningsförfarande//NN|NEU|SIN|IND|NOM//amod//9 3//RG|NOM//nummod//9 Behovet//NN|NEU|SIN|DEF|NOM//conj//1 av//PP//case//12 en//DT|UTR|SIN|IND//det//12 översyn//NN|UTR|SIN|IND|NOM//nmod//9 av//PP//case//16 det//DT|NEU|SIN|DEF//det//16 utsökningsrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 regelverket//NN|NEU|SIN|DEF|NOM//nmod//12 och//KN//cc//18 utgångspunkter//NN|UTR|PLU|IND|NOM//conj//16 för//PP//case//21 vår//PS|UTR|SIN|DEF//nmod:poss//21 översyn//NN|UTR|SIN|IND|NOM//nmod//18 4//RG|NOM//nummod//21 En//DT|UTR|SIN|IND//det//25 modernare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 utsökningsbalk//NN|UTR|SIN|IND|NOM//nmod//28 5//RG|NOM//nummod//27 Kronofogdemyndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 medverkan//NN|UTR|SIN|IND|NOM//appos//1 till//PP//case//31 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 överenskommelser//NN|UTR|PLU|IND|NOM//nmod//28 och//KN//cc//33 processledning//NN|UTR|SIN|IND|NOM//conj//31 6//RG|NOM//nummod//35 Utredning//NN|UTR|SIN|IND|NOM//nmod//33 av//PP//case//37 tillgångar//NN|UTR|PLU|IND|NOM//nmod//35 och//KN//cc//39 myndighetssamverkan//NN|UTR|SIN|DEF|NOM//conj//37 7//RG|NOM//nummod//41 Reglerna//NN|UTR|PLU|DEF|NOM//conj//1 om//PP//case//43 beneficium//NN|NEU|SIN|IND|NOM//nmod//41 vid//PP//case//45 utmätning//NN|UTR|SIN|IND|NOM//nmod//43 8//RG|NOM//nummod//47 Löneutmätning//NN|UTR|SIN|IND|NOM//conj//1 9//RG|NOM//nummod//50 Tvångsvis//PM|GEN//amod//50 försäljning//NN|UTR|SIN|IND|NOM//conj//1 och//KN//cc//52 redovisning//NN|UTR|SIN|IND|NOM//conj//50 av//PP//case//54 pengar//NN|UTR|PLU|IND|NOM//nmod//52 10//RG|NOM//nummod//56 Avhysning//NN|UTR|SIN|IND|NOM//appos//1 11//RG|NOM//nummod//58 Avgifter//NN|UTR|PLU|IND|NOM//conj//1 och//KN//cc//60 rättegångskostnader//NN|UTR|PLU|IND|NOM//conj//58 12//RG|NOM//nummod//62 Överklagande-//NN|NEU|-|-|SMS//appos//1 och//KN//cc//64 delgivningsfrågor//NN|UTR|PLU|IND|NOM//conj//62
16.1 Inledning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 bör//VB|PRS|AKT//aux//3 också//AB//advmod//3 framhållas//VB|INF|SFO//ROOT//3 att//SN//mark//11 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//6 beräkningar//NN|UTR|PLU|IND|NOM//nsubj//11 och//KN//cc//8 uppskattningar//NN|UTR|PLU|IND|NOM//conj//6 som//HP|-|-|-//nsubj:pass//10 görs//VB|PRS|SFO//acl:relcl//8 rymmer//VB|PRS|AKT//csubj//3 ett//DT|NEU|SIN|IND//det//14 stort//JJ|POS|NEU|SIN|IND|NOM//amod//14 mått//NN|NEU|SIN|IND|NOM//obj//11 av//PP//case//16 osäkerhet//NN|UTR|SIN|IND|NOM//nmod//14 ,//MID//punct//11 särskilt//AB//advmod//11 eftersom//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 i//PP//case//23 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 fall//NN|NEU|PLU|IND|NOM//obl//25 inte//AB//advmod//25 går//VB|PRS|AKT//advcl//11 att//IE//mark//27 bedöma//VB|INF|AKT//csubj//25 hur//HA//advmod//32 förslagen//NN|NEU|PLU|DEF|NOM//nsubj//32 kommer//VB|PRS|AKT//aux//32 att//IE//mark//32 påverka//VB|INF|AKT//ccomp//27 beteendet//NN|NEU|SIN|DEF|NOM//obj//32 hos//PP//case//35 de//PN|UTR/NEU|PLU|DEF|SUB//obl//32 som//HP|-|-|-//nsubj:pass//37 berörs//VB|PRS|SFO//acl:relcl//35 av//PP//case//39 förslagen//NN|NEU|PLU|DEF|NOM//obl:agent//37 .//MAD//punct//3
16.1 Inledning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 är//VB|PRS|AKT//cop//44 därför//AB//advmod//44 påkallat//PC|PRF|NEU|SIN|IND|NOM//parataxis//3 att//SN//mark//50 alla//DT|UTR/NEU|PLU|IND/DEF//det//49 de//DT|UTR/NEU|PLU|DEF//det//49 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 konsekvenserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//50 värderas//VB|INF|SFO//ccomp//44 med//PP//case//52 försiktighet//NN|UTR|SIN|IND|NOM//obl//50 .//MAD//punct//44
16.1 Inledning;Enligt//PP//case//2 6//RG|NOM//nummod//2 §//NN|AN//nmod//3 2//RG|NOM//obl//16 i//PP//case//5 förordningen//NN|UTR|SIN|DEF|NOM//nmod//3 om//PP//case//7 konsekvensutredning//NN|UTR|SIN|IND|NOM//nmod//5 vid//PP//case//9 regelgivning//NN|UTR|SIN|IND|NOM//nmod//7 (//PAD//punct//3 2007:1244//RG|NOM//appos//3 )//PAD//punct//3 ska//VB|PRS|AKT//aux//16 en//DT|UTR|SIN|IND//det//15 konsekvensutredning//NN|UTR|SIN|IND|NOM//nsubj//16 innehålla//VB|INF|AKT//advcl//52 en//DT|UTR|SIN|IND//det//18 beskrivning//NN|UTR|SIN|IND|NOM//obj//16 av//PP//case//22 vilka//HD|UTR/NEU|PLU|IND//det//22 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 lösningar//NN|UTR|PLU|IND|NOM//nmod//18 som//HP|-|-|-//nsubj//24 finns//VB|PRS|SFO//acl:relcl//22 för//PP//case//27 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//25 utredningen//NN|UTR|SIN|DEF|NOM//obl//24 vill//VB|PRS|AKT//aux//29 uppnå//VB|INF|AKT//acl:relcl//18 och//KN//cc//33 vilka//HP|UTR/NEU|PLU|IND//obj//33 effekterna//NN|UTR|PLU|DEF|NOM//nsubj//33 blir//VB|PRS|AKT//conj//16 om//SN//mark//38 någon//DT|UTR|SIN|IND//det//36 reglering//NN|UTR|SIN|IND|NOM//nsubj//38 inte//AB//advmod//38 kommer//VB|PRS|AKT//ccomp//33 till//PP//compound:prt//38 stånd//NN|NEU|SIN|IND|NOM//fixed//39 ,//MID//punct//38 s.k.//AB|AN//amod//43 nollösning//NN|UTR|SIN|IND|NOM//xcomp//33 .//MAD//punct//16
16.1 Inledning;Vi//PN|UTR|PLU|DEF|SUB//nsubj//47 har//VB|PRS|AKT//aux//47 valt//VB|SUP|AKT//parataxis//16 att//IE//mark//49 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//47 i//PP//case//51 betänkandet//NN|NEU|SIN|DEF|NOM//obl//49 beskriva//VB|INF|AKT//ROOT//52 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 lösningar//NN|UTR|PLU|IND|NOM//obj//52 till//PP//case//57 de//DT|UTR/NEU|PLU|DEF//det//57 förslag//NN|NEU|PLU|IND|NOM//obl//52 som//HP|-|-|-//nsubj:pass//59 lämnas//VB|PRS|SFO//acl:relcl//57 och//KN//cc//61 motivera//VB|INF|AKT//conj//59 varför//HA//advmod//64 vi//PN|UTR|PLU|DEF|SUB//nsubj//64 valt//VB|SUP|AKT//ccomp//61 det//DT|NEU|SIN|DEF//det//67 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//67 alternativet//NN|NEU|SIN|DEF|NOM//obj//64 .//MAD//punct//52
16.1 Inledning;Eftersom//SN//mark//6 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//6 av//PP//case//4 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//4 förslag//NN|NEU|PLU|IND|NOM//nmod//1 kan//VB|PRS|AKT//aux//6 genomföras//VB|INF|SFO//advcl//15 självständigt//AB|POS//advmod//6 utan//PP//mark//12 att//SN//mark//12 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//11 förslag//NN|NEU|PLU|IND|NOM//nsubj:pass//12 genomförs//VB|PRS|SFO//advcl//6 har//VB|PRS|AKT//aux//15 vi//PN|UTR|PLU|DEF|SUB//nsubj//15 valt//VB|SUP|AKT//ROOT//15 att//IE//mark//18 inledningsvis//AB//advmod//18 beskriva//VB|INF|AKT//ccomp//15 de//DT|UTR/NEU|PLU|DEF//det//21 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 konsekvenserna//NN|UTR|PLU|DEF|NOM//obj//18 om//SN//mark//24 förslagen//NN|NEU|PLU|DEF|NOM//nsubj:pass//24 genomförs//VB|PRS|SFO//advcl//18 i//PP//case//27 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//27 helhet//NN|UTR|SIN|IND|NOM//obl//24 .//MAD//punct//15
16.1 Inledning;Därefter//AB//advmod//30 har//VB|PRS|AKT//parataxis//15 vi//PN|UTR|PLU|DEF|SUB//nsubj//30 ,//MID//punct//30 för//PP//mark//35 att//IE//mark//35 underlätta//VB|INF|AKT//advcl//30 läsningen//NN|UTR|SIN|DEF|NOM//obj//35 och//KN//cc//38 förståelsen//NN|UTR|SIN|DEF|NOM//conj//36 av//PP//case//43 de//DT|UTR/NEU|PLU|DEF//det//42 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 förslagens//NN|NEU|PLU|DEF|GEN//nmod:poss//43 konsekvenser//NN|UTR|PLU|IND|NOM//nmod//38 ,//MID//punct//45 valt//VB|SUP|AKT//conj//30 att//IE//mark//47 behandla//VB|INF|AKT//xcomp//45 konsekvenserna//NN|UTR|PLU|DEF|NOM//obj//47 av//PP//case//52 de//DT|UTR/NEU|PLU|DEF//det//52 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 delfrågorna//NN|UTR|PLU|DEF|NOM//nmod//48 och//KN//cc//54 förslagen//NN|NEU|PLU|DEF|NOM//conj//52 i//PP//case//57 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 avsnitt//NN|NEU|PLU|IND|NOM//nmod//54 .//MAD//punct//30
16.1 Inledning;Vi//PN|UTR|PLU|DEF|SUB//nsubj//60 inleder//VB|PRS|AKT//parataxis//30 således//AB//advmod//60 med//PP//mark//64 att//IE//mark//64 behandla//VB|INF|AKT//advcl//60 de//DT|UTR/NEU|PLU|DEF//det//69 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 och//KN//cc//68 samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//66 konsekvenserna//NN|UTR|PLU|DEF|NOM//obj//64 av//PP//case//71 förslagen//NN|NEU|PLU|DEF|NOM//nmod//69 i//PP//case//74 avsnitt//NN|NEU|SIN|IND|NOM//nmod//74 16.3–16.7//RG|NOM//nmod//71 .//MAD//punct//60
16.1 Inledning;Därefter//AB//advmod//77 följer//VB|PRS|AKT//conj//60 en//DT|UTR|SIN|IND//det//79 beskrivning//NN|UTR|SIN|IND|NOM//obj//77 av//PP//case//81 konsekvenserna//NN|UTR|PLU|DEF|NOM//nmod//79 av//PP//case//85 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//85 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 överväganden//NN|NEU|PLU|IND|NOM//nmod//81 i//PP//case//88 avsnitt//NN|NEU|SIN|IND|NOM//nmod//88 16.8–16.16//MID//nmod//85 .//MAD//punct//60

16.2 Övergripande konsekvenser av förslagen;Vår//PS|UTR|SIN|DEF//nmod:poss//1 bedömning//NN|UTR|SIN|IND|NOM//nsubj//7 ://MID//punct//1
