F-skattesystemet;–//PP//punct//4 några//DT|UTR/NEU|PLU|IND//det//4 särskilt//AB//advmod//3 utpekade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 frågor//NN|UTR|PLU|IND|NOM//ROOT//4
Till statsrådet och chefen för Finansdepartementet;Återstående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//9 som//HP|-|-|-//nsubj:pass//3 omfattas//VB|PRS|SFO//acl:relcl//1 av//PP//case//6 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 uppdrag//NN|NEU|SIN|IND|NOM//obl//3 kommer//VB|PRS|AKT//aux//9 att//IE//mark//9 behandlas//VB|INF|SFO//ROOT//9 i//PP//case//12 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 slutbetänkande//NN|NEU|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj:pass//15 ska//VB|PRS|AKT//aux//15 lämnas//VB|INF|SFO//acl:relcl//12 senast//AB|SUV//case//19 den//DT|UTR|SIN|DEF//det//19 3//RO|NOM//nummod//19 juni//NN|UTR|SIN|IND|NOM//obl//15 2019//RG|NOM//nummod//19 .//MAD//punct//9
Till statsrådet och chefen för Finansdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 juni//NN|UTR|SIN|IND|NOM//obl//0 2018//RG|NOM//nummod//2
Till statsrådet och chefen för Finansdepartementet;Lars-Erik//PM|NOM//ROOT//0 Lövdén//PM|NOM//flat//0 /Catarina//MID//cc//3 Fäger//PM|NOM//conj//0
Till statsrådet och chefen för Finansdepartementet;Liselotte//PM|NOM//ROOT//0 Westerlind//PM|NOM//flat:name//0
Till statsrådet och chefen för Finansdepartementet;Christer//PM|NOM//ROOT//0 Persson//PM|NOM//flat:name//0


1.1 Utredningens uppdrag;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 genom//PP//case//3 kommittédirektivet//NN|NEU|SIN|DEF|NOM//nmod//4 Översyn//NN|UTR|SIN|IND|NOM//obj//1 av//PP//fixed//4  //_SP////5 F-skattesystemet//NN|NEU|SIN|DEF|NOM//nmod//4  //_SP////7 (//PAD//punct//7 dir//NN|AN//obj//1 .//MAD//punct//1
1.1 Utredningens uppdrag;2017:108//RG|NOM//obj//1 )//PAD//punct//1 fått//VB|SUP|AKT//conj//1 i//PP//compound:prt//14 uppdrag//NN|NEU|SIN|IND|NOM//fixed//15 att//IE//mark//18 se//VB|INF|AKT//xcomp//14 över//PL//case//20 F-skattesystemet//NN|NEU|SIN|DEF|NOM//obl//18 och//KN//cc//22 analysera//VB|INF|AKT//conj//14 effekterna//NN|UTR|PLU|DEF|NOM//obj//22 i//PP//case//26 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 avseenden//NN|NEU|PLU|IND|NOM//nmod//23 av//PP//case//29 bestämmelsernas//NN|UTR|PLU|DEF|GEN//nmod:poss//29 utformning//NN|UTR|SIN|IND|NOM//nmod//26 och//KN//cc//31 tillämpning//NN|UTR|SIN|IND|NOM//conj//29 .//MAD//punct//1
1.1 Utredningens uppdrag;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//39 med//PP//case//35 översynen//NN|UTR|SIN|DEF|NOM//nmod//33 är//VB|PRS|AKT//cop//39 bl.a.//AB|AN//advmod//39 att//IE//mark//39 bekämpa//VB|INF|AKT//parataxis//1 skattefusk//NN|NEU|SIN|IND|NOM//obj//39 och//KN//cc//42 skatteundandragande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//40 .//MAD//punct//1
1.1 Utredningens uppdrag;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//5 ska//VB|PRS|AKT//aux//5 i//PP//case//4 sitt//PS|NEU|SIN|DEF//nmod:poss//4 huvudbetänkande//NN|NEU|SIN|IND|NOM//obl//5 analysera//VB|INF|AKT//ROOT//5 om//PP//case//7 utformningen//NN|UTR|SIN|DEF|NOM//obl//5 av//PP//case//9 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//7 om//PP//case//11 F-skatt//NN|UTR|SIN|IND|NOM//nmod//9 möjliggör//VB|PRS|AKT//advcl//5 att//SN//mark//15 F-skattesystemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//15 missbrukas//VB|INF|SFO//ccomp//12 för//PP//mark//18 att//IE//mark//18 undgå//VB|INF|AKT//advcl//15 skatter//NN|UTR|PLU|IND|NOM//obj//18 eller//KN//cc//21 avgifter//NN|UTR|PLU|IND|NOM//conj//19 ,//MID//punct//25 om//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 finns//VB|PRS|SFO//conj//18 behov//NN|NEU|PLU|IND|NOM//nsubj//25 av//PP//case//28 åtgärder//NN|UTR|PLU|IND|NOM//nmod//26 för//PP//mark//31 att//IE//mark//31 underlätta//VB|INF|AKT//advcl//25 och//KN//cc//33 förbättra//VB|INF|AKT//conj//31 Skatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//35 uppföljning//NN|UTR|SIN|IND|NOM//obj//31 av//PP//case//37 företag//NN|NEU|PLU|IND|NOM//nmod//35 som//HP|-|-|-//nsubj//40 är//VB|PRS|AKT//cop//40 godkända//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//35 för//PP//case//42 F-skatt//NN|UTR|SIN|IND|NOM//obl//40 ,//MID//punct//25 t.ex.//AB|AN//advmod//45 F-skatt//NN|UTR|SIN|IND|NOM//appos//25 på//PP//case//47 prov//NN|NEU|SIN|IND|NOM//nmod//45 eller//KN//cc//49 tidsbegränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//45 godkännanden//NN|NEU|PLU|IND|NOM//obj//49 för//PP//case//52 F-skatt//NN|UTR|SIN|IND|NOM//nmod//50 och//KN//cc//56 om//SN//mark//56 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//56 finns//VB|PRS|SFO//conj//45 behov//NN|NEU|SIN|IND|NOM//nsubj//56 av//PP//mark//60 att//IE//mark//60 införa//VB|INF|AKT//acl//57 en//DT|UTR|SIN|IND//det//62 möjlighet//NN|UTR|SIN|IND|NOM//obj//60 att//IE//mark//64 vägra//VB|INF|AKT//acl//62 eller//KN//cc//66 återkalla//VB|INF|AKT//conj//64 ett//DT|NEU|SIN|IND//det//68 godkännande//NN|NEU|SIN|IND|NOM//obj//66 för//PP//case//70 F-skatt//NN|UTR|SIN|IND|NOM//obl//66 vid//PP//case//72 kriminalitet//NN|UTR|SIN|IND|NOM//nmod//70 eller//KN//cc//74 överträdelse//NN|UTR|SIN|IND|NOM//conj//72 av//PP//case//76 konkurrensbestämmelser//NN|UTR|PLU|IND|NOM//nmod//74 som//HP|-|-|-//nsubj//79 inte//AB//advmod//79 lett//VB|SUP|AKT//acl:relcl//70 till//PP//case//81 näringsförbud//NN|NEU|SIN|IND|NOM//obl//79 .//MAD//punct//5
1.1 Utredningens uppdrag;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//86 ska//VB|PRS|AKT//aux//86 också//AB//advmod//86 analysera//VB|INF|AKT//parataxis//5 om//AB//compound:prt//86 och//KN//cc//92 på//PP//case//91 vilket//HD|NEU|SIN|IND//det//91 sätt//NN|NEU|SIN|IND|NOM//obl//92 utformningen//NN|UTR|SIN|DEF|NOM//nsubj//95 av//PP//case//94 F-skattesystemet//NN|NEU|SIN|DEF|NOM//nmod//92 inverkar//VB|PRS|AKT//advcl//86 på//PP//case//97 villkoren//NN|NEU|PLU|DEF|NOM//obl//95 för//PP//mark//100 att//IE//mark//100 starta//VB|INF|AKT//advcl//95 ,//MID//punct//102 driva//VB|INF|AKT//conj//100 och//KN//cc//104 utveckla//VB|INF|AKT//conj//100 företag//NN|NEU|PLU|IND|NOM//obj//104 samt//KN//cc//109 om//SN//mark//109 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//109 förekommer//VB|PRS|AKT//conj//86 ett//DT|NEU|SIN|IND//det//111 missbruk//NN|NEU|SIN|IND|NOM//nsubj//109 av//PP//case//113 F-skattesystemet//NN|NEU|SIN|DEF|NOM//nmod//111 för//PP//mark//116 att//IE//mark//116 kringgå//VB|INF|AKT//advcl//109 bestämmelserna//NN|UTR|PLU|DEF|NOM//obj//116 om//PP//case//119 skyddsregler//NN|UTR|PLU|IND|NOM//nmod//117 för//PP//case//121 arbetstagare//NN|UTR|PLU|IND|NOM//nmod//119 och//KN//cc//127 i//PP//case//125 vilken//HD|UTR|SIN|IND//det//125 utsträckning//NN|UTR|SIN|IND|NOM//obl//127 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//127 uppfattas//VB|PRS|SFO//conj//116 kunna//VB|INF|AKT//aux//129 ge//VB|INF|AKT//xcomp//127 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//131 effekter//NN|UTR|PLU|IND|NOM//obj//129 .//MAD//punct//86
1.1 Utredningens uppdrag;I//PP//case//2 ovanstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 delar//NN|UTR|PLU|IND|NOM//obl//3 ska//VB|PRS|AKT//aux//11 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//11 ,//MID//punct//4 om//SN//mark//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 bedöms//VB|PRS|SFO//acl//4 lämpligt//AB|POS//xcomp//8 ,//MID//punct//11 föreslå//VB|INF|AKT//ROOT//11 författningsändringar//NN|UTR|PLU|IND|NOM//obj//11 .//MAD//punct//11
1.1 Utredningens uppdrag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//15 ligger//VB|PRS|AKT//parataxis//11 inte//AB//advmod//15 i//PP//case//19 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 uppdrag//NN|NEU|SIN|IND|NOM//obl//15 att//IE//mark//21 överväga//VB|INF|AKT//acl//19 ett//DT|NEU|SIN|IND//det//23 slopande//NN|NEU|SIN|IND|NOM//obj//21 av//PP//case//25 F-skattesystemet//NN|NEU|SIN|DEF|NOM//nmod//23 .//MID//punct//15
1.1 Utredningens uppdrag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//28 ligger//VB|PRS|AKT//parataxis//15 inte//AB//advmod//28 heller//AB//advmod//28 i//PP//case//33 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 uppdrag//NN|NEU|SIN|IND|NOM//obl//28 att//IE//mark//35 lämna//VB|INF|AKT//acl//33 förslag//NN|NEU|SIN|IND|NOM//obj//35 på//PP//case//40 det//DT|NEU|SIN|DEF//det//40 arbetsrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 området//NN|NEU|SIN|DEF|NOM//nmod//36 .//MAD//punct//28
1.1 Utredningens uppdrag;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//44 ska//VB|PRS|AKT//aux//44 redovisa//VB|INF|AKT//conj//28 det//DT|NEU|SIN|DEF//det//47 slutliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 uppdraget//NN|NEU|SIN|DEF|NOM//obj//44 senast//AB|SUV//case//51 den//DT|UTR|SIN|DEF//det//51 3//RO|NOM//nummod//51 juni//NN|UTR|SIN|IND|NOM//obl//44 2019//RG|NOM//nummod//51 .//MAD//punct//15
1.1 Utredningens uppdrag;I//PP//case//2 ett//DT|NEU|SIN|IND//det//2 delbetänkande//NN|NEU|SIN|IND|NOM//obl//5 ska//VB|PRS|AKT//aux//5 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//5 lämna//VB|INF|AKT//advcl//112 en//DT|UTR|SIN|IND//det//7 analys//NN|UTR|SIN|IND|NOM//obj//5 av//PP//case//9 om//SN//nmod//7 och//KN//cc//15 i//PP//case//13 vilken//HD|UTR|SIN|IND//det//13 utsträckning//NN|UTR|SIN|IND|NOM//obl//15 F-skattesystemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//15 uppfattas//VB|PRS|SFO//conj//9 leda//VB|INF|AKT//xcomp//15 till//PP//mark//25 att//SN//mark//25 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//25 som//HP|-|-|-//nsubj//23 egentligen//AB//advmod//23 är//VB|PRS|AKT//cop//23 anställda//NN|UTR|PLU|IND|NOM//acl:relcl//19 har//VB|PRS|AKT//aux//25 anlitats//VB|SUP|SFO//advcl//16 som//KN//mark//27 näringsidkare//NN|UTR|PLU|IND|NOM//xcomp//25 ,//MID//punct//31 s.k.//AB|AN//amod//31 falska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 egenföretagare//NN|UTR|PLU|IND|NOM//conj//27 .//MAD//punct//5
1.1 Utredningens uppdrag;En//DT|UTR|SIN|IND//det//34 företeelse//NN|UTR|SIN|IND|NOM//parataxis//5 som//HP|-|-|-//obj//39 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//39 särskilt//AB//advmod//39 bör//VB|PRS|AKT//aux//39 analysera//VB|INF|AKT//acl:relcl//34 är//VB|PRS|AKT//cop//41 användandet//NN|NEU|SIN|DEF|NOM//obj//39 av//PP//case//44 s.k.//AB|AN//amod//44 faktureringsplattformar//NN|UTR|PLU|IND|NOM//nmod//41 ,//MID//punct//46 egenanställningsföretag//NN|NEU|PLU|IND|NOM//conj//44 eller//KN//cc//48 liknande//NN|NEU|SIN|IND|NOM//conj//44 ,//MID//punct//54 där//HA//advmod//54 personer//NN|UTR|PLU|IND|NOM//nsubj//54 med//PP//case//53 A-skatt//NN|UTR|SIN|IND|NOM//nmod//51 anser//VB|PRS|AKT//acl:relcl//41 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//54 i//PP//case//58 formell//JJ|POS|UTR|SIN|IND|NOM//amod//58 mening//NN|UTR|SIN|IND|NOM//nmod//59 anställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//54 av//PP//case//62 ett//DT|NEU|SIN|IND//det//62 faktureringsföretag//NN|NEU|SIN|IND|NOM//nmod//59 och//KN//cc//64 använder//VB|PRS|AKT//conj//5 det//PN|NEU|SIN|DEF|SUB/OBJ//det//67 företagets//NN|NEU|SIN|DEF|GEN//nmod:poss//67 F-skatt//NN|UTR|SIN|IND|NOM//obj//64 vid//PP//case//69 fakturering//NN|UTR|SIN|IND|NOM//nmod//67 av//PP//case//71 arbetet//NN|NEU|SIN|DEF|NOM//nmod//69 .//MAD//punct//5
1.1 Utredningens uppdrag;Detta//PN|NEU|SIN|DEF|SUB/OBJ//parataxis//5 trots//PP//mark//80 att//SN//mark//80 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//80 är//VB|PRS|AKT//cop//80 den//DT|UTR|SIN|DEF//det//80 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//80 utföraren//NN|UTR|SIN|DEF|NOM//advcl//5 som//HP|-|-|-//nsubj//83 har//VB|PRS|AKT//aux//83 fått//VB|SUP|AKT//acl:relcl//80 uppdraget//NN|NEU|SIN|DEF|NOM//obj//83 och//KN//cc//86 avtal//NN|NEU|SIN|IND|NOM//conj//84 om//PP//case//90 bl.a.//AB|AN//advmod//90 arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//90 utförande//NN|NEU|SIN|IND|NOM//nmod//86 och//KN//cc//92 pris//NN|NEU|SIN|IND|NOM//conj//90 har//VB|PRS|AKT//aux//94 träffats//VB|SUP|SFO//conj//5 mellan//PP//case//98 den//DT|UTR|SIN|DEF//det//98 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//98 utföraren//NN|UTR|SIN|DEF|NOM//obl//94 och//KN//cc//100 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//98 som//HP|-|-|-//nsubj//103 vill//VB|PRS|AKT//aux//103 få//VB|INF|AKT//acl:relcl//100 arbetet//NN|NEU|SIN|DEF|NOM//obj//103 utfört//PC|PRF|NEU|SIN|IND|NOM//xcomp//103 .//MAD//punct//5
1.1 Utredningens uppdrag;I//PP//case//108 deluppdraget//NN|NEU|SIN|DEF|NOM//obl//5 har//VB|PRS|AKT//aux//112 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//112 inte//AB//advmod//112 ingått//VB|SUP|AKT//ROOT//112 att//IE//mark//114 analysera//VB|INF|AKT//xcomp//112 de//DT|UTR/NEU|PLU|DEF//det//117 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//117 kriterier//NN|NEU|PLU|IND|NOM//obj//114 som//HP|-|-|-//nsubj:pass//119 beaktas//VB|PRS|SFO//acl:relcl//117 vid//PP//case//121 bedömningen//NN|UTR|SIN|DEF|NOM//obl//119 av//PP//mark//126 om//SN//mark//126 en//DT|UTR|SIN|IND//det//125 person//NN|UTR|SIN|IND|NOM//nsubj//126 bedriver//VB|PRS|AKT//acl//121 näringsverksamhet//NN|UTR|SIN|IND|NOM//obj//126 eller//KN//cc//130 är//VB|PRS|AKT//cop//130 anställd//PC|PRF|UTR|SIN|IND|NOM//conj//126 .//MAD//punct//112
