– kompletterande nationella bestämmelser om cybersäkerhetscertifiering;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Cybersäkerhetsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet Peter Hultqvist;Seniora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 rådgivaren//NN|UTR|SIN|DEF|NOM//nmod//15 Thomas//PM|NOM//nsubj:pass//17 Wallander//PM|NOM//flat:name//15 anställdes//VB|PRT|SFO//parataxis//4 som//KN//mark//19 huvudsekreterare//NN|UTR|SIN|IND|NOM//advcl//17 den//DT|UTR|SIN|DEF//det//22 10//RG|NOM//nummod//22 februari//NN|UTR|SIN|IND|NOM//obl//17 2020//RG|NOM//nummod//22 .//MAD//punct//4
Till statsrådet Peter Hultqvist;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 tagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Cybersäkerhetsutredningen//NN|UTR|SIN|DEF|NOM//obj//2 (//PAD//punct//4 Fö//NN|AN//nmod//7 2019:1//RG|NOM//appos//4 )//PAD//punct//4 .//MAD//punct//2
Till statsrådet Peter Hultqvist;Genom//PP//case//1 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 14//RG|NOM//nummod//4 maj//NN|UTR|SIN|IND|NOM//obl//6 2020//RG|NOM//nummod//4 förlängdes//VB|PRT|SFO//ROOT//6 utredningstiden//NN|UTR|SIN|DEF|NOM//nsubj:pass//6 för//PP//case//10 den//DT|UTR|SIN|DEF//det//10 del//NN|UTR|SIN|IND|NOM//nmod//7 av//PP//case//12 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//10 som//HP|-|-|-//nsubj//14 avser//VB|PRS|AKT//acl:relcl//12 anpassningar//NN|UTR|PLU|IND|NOM//obj//14 med//PP//case//17 anledning//NN|UTR|SIN|IND|NOM//nmod//15 av//PP//case//19 EU//PM|NOM//nmod//17 ://MID//punct//10 s//NN|NEU|SIN|IND|GEN//nummod//22 cybersäkerhetsakt//NN|UTR|SIN|IND|NOM//obl//6 (//PAD//punct//22 dir//NN|AN//appos//22 .//MAD//punct//22
Till statsrådet Peter Hultqvist;2020:57//RG|NOM//conj//22 )//PAD//punct//22 .//MAD//punct//6
Till statsrådet Peter Hultqvist;Härmed//AB//advmod//1 överlämnar//VB|PRS|AKT//ROOT//1 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 delbetänkandet//NN|NEU|SIN|DEF|NOM//obj//1 EU//PM|NOM//obj//1 ://MID//punct//4 s//NN|NEU|SIN|IND|GEN//nummod//7 cybersäkerhetsakt//NN|UTR|SIN|IND|NOM//appos//4 –//MID//punct//11 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 bestämmelser//NN|UTR|PLU|IND|NOM//conj//7 om//PP//case//13 cybersäkerhetscertifiering//NN|UTR|SIN|IND|NOM//nmod//11  //_SP////13 (//PAD//punct//11 SOU//PM|NOM//nmod//7 2020:58//RG|NOM//conj//7 )//PAD//punct//7 .//MAD//punct//1
Till statsrådet Peter Hultqvist;Uppdragets//NN|NEU|SIN|DEF|GEN//nmod:poss//22 första//RO|NOM//amod//22 del//NN|UTR|SIN|IND|NOM//nsubj//25 är//VB|PRS|AKT//cop//25 härigenom//AB//advmod//25 slutfört//PC|PRF|NEU|SIN|IND|NOM//parataxis//1 .//MAD//punct//1
Till statsrådet Peter Hultqvist;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 september//NN|UTR|SIN|IND|NOM//obl//0 2020//RG|NOM//nummod//2
Till statsrådet Peter Hultqvist;Nils//PM|NOM//amod//2 Cederstierna//PM|NOM//flat//0 /Thomas//RG|NOM//nmod//3 Wallander//PM|NOM//ROOT//3 ///MID//cc//5 Patrik//PM|NOM//conj//3 Roos//PM|NOM//flat:name//5


1.1 Förslag till lag med kompletterande bestämmelser till EU:s cybersäkerhetsakt (cybersäkerhetsakten);Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

1.1 Förslag till lag med kompletterande bestämmelser till EU:s cybersäkerhetsakt (cybersäkerhetsakten) / Inledande bestämmelse;1//RG|NOM//nummod//1 §//NN|AN//nsubj//5  //_SP////1 Denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//nsubj//5 kompletterar//VB|PRS|AKT//ROOT//5 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//9 och//KN//cc//9 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//9 förordning//NN|UTR|SIN|IND|NOM//obj//5 (//PAD//punct//9 EU//PM|NOM//appos//9 )//PAD//punct//13 2019/881//RG|NOM//appos//9 av//PP//case//17 den//DT|UTR|SIN|DEF//det//17 17//RG|NOM//nummod//17 april//NN|UTR|SIN|IND|NOM//nmod//13 2019//RG|NOM//nummod//17 om//PP//case//20 Enisa//PM|NOM//nmod//18 (//PAD//punct//24 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 unionens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 cybersäkerhetsbyrå//NN|UTR|SIN|IND|NOM//appos//20 )//PAD//punct//13 och//KN//cc//28 om//PP//case//28 cybersäkerhetscertifiering//NN|UTR|SIN|IND|NOM//conj//9 av//PP//case//30 informations-//NN|UTR|-|-|SMS//nmod//28 och//KN//cc//32 kommunikationsteknik//NN|UTR|SIN|IND|NOM//conj//30 och//KN//cc//35 om//PP//mark//35 upphävande//NN|NEU|SIN|IND|NOM//conj//28 av//PP//case//37 förordning//NN|UTR|SIN|IND|NOM//obl:agent//35 (//PAD//punct//35 EU//PM|NOM//appos//35 )//PAD//punct//42 nr//NN|AN//nmod//42 526/2013//RG|NOM//nmod//28 (//PAD//punct//42 cybersäkerhetsakten//NN|UTR|SIN|DEF|NOM//appos//42 )//PAD//punct//42 ,//MID//punct//42 här//AB//advmod//42 benämnd//PC|PRF|UTR|SIN|IND|NOM//nmod//49 EU//PM|NOM//nmod//42 ://MID//punct//49 s//NN|NEU|SIN|IND|GEN//nummod//52 cybersäkerhetsakt//NN|UTR|SIN|IND|NOM//nmod//28 .//MAD//punct//5
1.1 Förslag till lag med kompletterande bestämmelser till EU:s cybersäkerhetsakt (cybersäkerhetsakten) / Inledande bestämmelse;Termer//NN|UTR|PLU|IND|NOM//nsubj//6 och//KN//cc//2 uttryck//NN|NEU|PLU|IND|NOM//conj//0 i//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 lag//NN|UTR|SIN|IND|NOM//nmod//2 har//VB|PRS|AKT//ROOT//6 samma//DT|UTR/NEU|SIN/PLU|IND//det//8 betydelse//NN|UTR|SIN|IND|NOM//obj//6 som//KN//mark//11 i//PP//case//11 EU//PM|NOM//acl//8 ://MID//punct//11 s//NN|NEU|SIN|IND|GEN//nummod//14 cybersäkerhetsakt//NN|UTR|SIN|IND|NOM//obl//6 .//MAD//punct//6

1.1 Förslag till lag med kompletterande bestämmelser till EU:s cybersäkerhetsakt (cybersäkerhetsakten) / Nationell myndighet för cybersäkerhetscertifiering;2//RG|NOM//nummod//1 §//NN|AN//nsubj//24  //_SP////1 Den//DT|UTR|SIN|DEF//det//4 myndighet//NN|UTR|SIN|IND|NOM//appos//1 som//HP|-|-|-//obj//7 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//7 bestämmer//VB|PRS|AKT//acl:relcl//4 är//VB|PRS|AKT//cop//1 1//RG|NOM//nummod//1 .//MAD//punct//1
1.1 Förslag till lag med kompletterande bestämmelser till EU:s cybersäkerhetsakt (cybersäkerhetsakten) / Nationell myndighet för cybersäkerhetscertifiering;nationell//JJ|POS|UTR|SIN|IND|NOM//amod//12 myndighet//NN|UTR|SIN|IND|NOM//appos//1 för//PP//case//14 cybersäkerhetscertifiering//NN|UTR|SIN|IND|NOM//nmod//12 enligt//PP//case//16 EU//PM|NOM//nmod//14 ://MID//punct//12 s//NN|NEU|SIN|IND|GEN//nummod//19 cybersäkerhetsakt//NN|UTR|SIN|IND|NOM//appos//12 ,//MID//punct//12 och//KN//cc//1 2//RG|NOM//nummod//1 .//MID//punct//1
1.1 Förslag till lag med kompletterande bestämmelser till EU:s cybersäkerhetsakt (cybersäkerhetsakten) / Nationell myndighet för cybersäkerhetscertifiering;utövar//VB|PRS|AKT//ROOT//24 tillsyn//NN|UTR|SIN|IND|NOM//obj//24 över//PP//case//27 efterlevnaden//NN|UTR|SIN|DEF|NOM//obl//24 av//PP//case//30 denna//DT|UTR|SIN|DEF//det//30 lag//NN|UTR|SIN|IND|NOM//nmod//27 och//KN//cc//32 föreskrifter//NN|UTR|PLU|IND|NOM//conj//30 som//HP|-|-|-//nsubj:pass//35 har//VB|PRS|AKT//aux//35 meddelats//VB|SUP|SFO//acl:relcl//32 i//PP//case//37 anslutning//NN|UTR|SIN|IND|NOM//obl//35 till//PP//case//39 lagen//NN|UTR|SIN|DEF|NOM//obl//35 .//MAD//punct//24

1.1 Förslag till lag med kompletterande bestämmelser till EU:s cybersäkerhetsakt (cybersäkerhetsakten) / Ackreditering av organ för bedömning;3//RG|NOM//nummod//1 §//NN|AN//obl//12  //_SP////1 I//PP//case//7 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//7 och//KN//cc//6 rådets//NN|NEU|SIN|DEF|GEN//conj//4 förordning//NN|UTR|SIN|IND|NOM//nmod//1 (//PAD//punct//9 EG//PM|NOM//appos//7 )//PAD//punct//9 nr//NN|AN//obl//12 765/2008//RG|NOM//ROOT//12 om//PP//case//14 krav//NN|NEU|PLU|IND|NOM//obl//12 för//PP//case//16 ackreditering//NN|UTR|SIN|IND|NOM//nmod//14 och//KN//cc//18 marknadskontroll//NN|UTR|SIN|IND|NOM//conj//16 i//PP//case//22 samband//NN|NEU|SIN|IND|NOM//fixed//19 med//PP//case//22 saluföring//NN|UTR|SIN|IND|NOM//nmod//18 av//PP//case//24 produkter//NN|UTR|PLU|IND|NOM//nmod//22 och//KN//cc//26 upphävande//NN|NEU|SIN|IND|NOM//conj//14 av//PP//case//28 förordning//NN|UTR|SIN|IND|NOM//obl//26 (//PAD//punct//30 EEG//NN|AN//appos//12 )//PAD//punct//30 nr//NN|AN//nmod//33 339/93//RG|NOM//obl//12 och//KN//cc//36 i//PP//case//36 lagen//NN|UTR|SIN|DEF|NOM//conj//33 (//PAD//punct//38 2011:791//RG|NOM//conj//36 )//PAD//punct//38 om//PP//case//41 ackreditering//NN|UTR|SIN|IND|NOM//obl//12 och//KN//cc//44 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//44 kontroll//NN|UTR|SIN|IND|NOM//conj//41 finns//VB|PRS|SFO//conj//12 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//45 om//PP//case//48 ackreditering//NN|UTR|SIN|IND|NOM//nmod//46 av//PP//case//50 organ//NN|NEU|PLU|IND|NOM//nmod//48 för//PP//case//52 bedömning//NN|UTR|SIN|IND|NOM//obl//45 av//PP//case//54 överensstämmelse//NN|UTR|SIN|IND|NOM//nmod//52 enligt//PP//case//57 artikel//NN|UTR|SIN|IND|NOM//nmod//57 60.1//RG|NOM//nmod//54 i//PP//case//59 EU//PM|NOM//nmod//57 ://MID//punct//52 s//NN|NEU|SIN|IND|GEN//nummod//62 cybersäkerhetsakt//NN|UTR|SIN|IND|NOM//appos//52 .//MAD//punct//12
1.1 Förslag till lag med kompletterande bestämmelser till EU:s cybersäkerhetsakt (cybersäkerhetsakten) / Ackreditering av organ för bedömning;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//8 eller//KN//cc//3 den//DT|UTR|SIN|DEF//det//3 myndighet//NN|UTR|SIN|IND|NOM//conj//0 som//HP|-|-|-//obj//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 bestämmer//VB|PRS|AKT//acl:relcl//3 får//VB|PRS|AKT//aux//8 meddela//VB|INF|AKT//ROOT//8 föreskrifter//NN|UTR|PLU|IND|NOM//obj//8 om//PP//case//11 krav//NN|NEU|PLU|IND|NOM//obl//8 för//PP//case//13 ackreditering//NN|UTR|SIN|IND|NOM//nmod//11 av//PP//case//15 organ//NN|NEU|PLU|IND|NOM//nmod//13 för//PP//case//17 bedömning//NN|UTR|SIN|IND|NOM//nmod//11 av//PP//case//19 överensstämmelse//NN|UTR|SIN|IND|NOM//nmod//17 enligt//PP//case//22 artikel//NN|UTR|SIN|IND|NOM//nmod//22 60//RG|NOM//nmod//19 i//PP//case//24 EU//PM|NOM//nmod//19 ://MID//punct//17 s//NN|NEU|SIN|IND|GEN//nummod//27 cybersäkerhetsakt//NN|UTR|SIN|IND|NOM//appos//17 .//MAD//punct//8

1.1 Förslag till lag med kompletterande bestämmelser till EU:s cybersäkerhetsakt (cybersäkerhetsakten) / Tillsynsbefogenheter och sanktioner;4//RG|NOM//nummod//1 §//NN|AN//nsubj//8  //_SP////1 Den//DT|UTR|SIN|DEF//det//5 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 myndigheten//NN|UTR|SIN|DEF|NOM//appos//1 för//PP//case//7 cybersäkerhetscertifiering//NN|UTR|SIN|IND|NOM//nmod//5 har//VB|PRS|AKT//aux//48 de//DT|UTR/NEU|PLU|DEF//det//10 befogenheter//NN|UTR|PLU|IND|NOM//nsubj//48 som//HP|-|-|-//nsubj:pass//12 anges//VB|PRS|SFO//acl:relcl//10 i//PP//case//15 artikel//NN|UTR|SIN|IND|NOM//nmod//15 58.8//RG|NOM//obl//12 i//PP//case//17 EU//PM|NOM//nmod//15 ://MID//punct//15 s//NN|NEU|SIN|IND|GEN//case//20 cybersäkerhetsakt//NN|UTR|SIN|IND|NOM//appos//15 även//AB//advmod//23 vid//PP//case//23 tillsynen//NN|UTR|SIN|DEF|NOM//nmod//20 över//PP//case//25 efterlevnaden//NN|UTR|SIN|DEF|NOM//nmod//23 av//PP//case//28 denna//DT|UTR|SIN|DEF//det//28 lag//NN|UTR|SIN|IND|NOM//nmod//25 och//KN//cc//30 föreskrifter//NN|UTR|PLU|IND|NOM//conj//28 som//HP|-|-|-//nsubj:pass//33 har//VB|PRS|AKT//aux//33 meddelats//VB|SUP|SFO//acl:relcl//30 i//PP//case//35 anslutning//NN|UTR|SIN|IND|NOM//obl//33 till//PP//case//37 lagen//NN|UTR|SIN|DEF|NOM//obl//33 .//MAD//punct//20
1.1 Förslag till lag med kompletterande bestämmelser till EU:s cybersäkerhetsakt (cybersäkerhetsakten) / Tillsynsbefogenheter och sanktioner;5//RG|NOM//nummod//40 §//NN|AN//appos//20  //_SP////40 Den//DT|UTR|SIN|DEF//det//44 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 myndigheten//NN|UTR|SIN|DEF|NOM//appos//40 för//PP//case//46 cybersäkerhetscertifiering//NN|UTR|SIN|IND|NOM//nmod//44 får//VB|PRS|AKT//aux//48 besluta//VB|INF|AKT//ROOT//48 de//DT|UTR/NEU|PLU|DEF//det//50 förelägganden//NN|NEU|PLU|IND|NOM//obj//48 som//HP|-|-|-//nsubj:pass//52 behövs//VB|PRS|SFO//acl:relcl//50 för//PP//case//55 att//SN//fixed//53 EU//PM|NOM//nsubj:pass//83 ://MID//punct//58 s//NN|NEU|SIN|IND|GEN//nummod//58 cybersäkerhetsakt//NN|UTR|SIN|IND|NOM//appos//55 ,//MID//punct//58 de//DT|UTR/NEU|PLU|DEF//det//61 genomförandeakter//NN|UTR|PLU|IND|NOM//conj//55 som//HP|-|-|-//nsubj:pass//64 har//VB|PRS|AKT//aux//64 meddelats//VB|SUP|SFO//acl:relcl//61 med//PP//case//66 stöd//NN|NEU|SIN|IND|NOM//obl//64 av//PP//case//69 den//DT|UTR|SIN|DEF//det//69 förordningen//NN|UTR|SIN|DEF|NOM//nmod//66 ,//MID//punct//72 denna//DT|UTR|SIN|DEF//det//72 lag//NN|UTR|SIN|IND|NOM//conj//55 och//KN//cc//74 föreskrifter//NN|UTR|PLU|IND|NOM//conj//55 som//HP|-|-|-//nsubj:pass//77 har//VB|PRS|AKT//aux//77 meddelats//VB|SUP|SFO//acl:relcl//74 i//PP//case//79 anslutning//NN|UTR|SIN|IND|NOM//obl//77 till//PP//case//81 lagen//NN|UTR|SIN|DEF|NOM//obl//77 ska//VB|PRS|AKT//aux//83 följas//VB|INF|SFO//ccomp//52 .//MAD//punct//48
1.1 Förslag till lag med kompletterande bestämmelser till EU:s cybersäkerhetsakt (cybersäkerhetsakten) / Tillsynsbefogenheter och sanktioner;Ett//DT|NEU|SIN|IND//det//1 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//5 om//PP//mark//3 föreläggande//NN|NEU|SIN|IND|NOM//nmod//1 får//VB|PRS|AKT//aux//5 förenas//VB|INF|SFO//ROOT//5 med//PP//case//7 vite//NN|NEU|SIN|IND|NOM//obl//5 .//MAD//punct//5
