Risker för felaktiga utbetalningar från välfärdssystemen (1);Rapport//NN|UTR|SIN|IND|NOM//ROOT//0 1//RG|NOM//nummod//2 •//NN|AN//obl//0
Förord;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//10 för//PP//case//3 korrekta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//0 från//PP//case//5 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//3 har//VB|PRS|AKT//aux//10 i//PP//advmod//10 uppdrag//NN|NEU|SIN|IND|NOM//fixed//7 att//IE//mark//10 motverka//VB|INF|AKT//ROOT//10 överutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//10 av//PP//case//15 och//KN//cc//14 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//11 från//PP//case//17 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//15 och//KN//cc//24 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 närliggande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 skattefinansierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//24 eller//KN//cc//23 skattesubventionerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//21 system//NN|NEU|PLU|IND|NOM//conj//17 .//MAD//punct//10
Förord;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//32 ska//VB|PRS|AKT//aux//32 dessutom//AB//advmod//32 vara//VB|INF|AKT//cop//32 ett//DT|NEU|SIN|IND//det//32 samlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 organ//NN|NEU|SIN|IND|NOM//parataxis//10 och//KN//cc//35 ett//DT|NEU|SIN|IND//det//35 kunskapsforum//NN|NEU|SIN|IND|NOM//conj//32 som//HP|-|-|-//nsubj//37 främjar//VB|PRS|AKT//acl:relcl//35 samverkan//NN|UTR|SIN|IND|NOM//obj//37 och//KN//cc//40 tar//VB|PRS|AKT//conj//37 fram//PL//compound:prt//40 faktaunderlag//NN|NEU|SIN|IND|NOM//obj//40 till//PP//case//44 regeringen//NN|UTR|SIN|DEF|NOM//nmod//42 .//MAD//punct//10
Förord;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//51 ska//VB|PRS|AKT//aux//51 genom//PP//case//50 sitt//PS|NEU|SIN|DEF//nmod:poss//50 arbete//NN|NEU|SIN|IND|NOM//obl//51 bidra//VB|INF|AKT//parataxis//10 till//PP//mark//62 att//SN//mark//62 de//DT|UTR/NEU|PLU|DEF//det//55 resurser//NN|UTR|PLU|IND|NOM//nsubj//62 som//HP|-|-|-//nsubj:pass//57 fördelas//VB|PRS|SFO//acl:relcl//55 genom//PP//case//60 dessa//DT|UTR/NEU|PLU|DEF//det//60 system//NN|NEU|PLU|IND|NOM//obl//57 endast//AB//advmod//62 kommer//VB|PRS|AKT//advcl//51 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//62 till//PP//case//65 del//NN|UTR|SIN|IND|NOM//obl//62 som//HP|-|-|-//mark//69 resurserna//NN|UTR|PLU|DEF|NOM//nsubj//69 är//VB|PRS|AKT//cop//69 avsedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//65 för//PP//case//69 .//MAD//punct//10
Förord;Felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 utbetalningar//NN|UTR|PLU|IND|NOM//nsubj//74 undergräver//VB|PRS|AKT//parataxis//10 förtroendet//NN|NEU|SIN|DEF|NOM//obj//74 för//PP//advmod//74 ,//MID//punct//10 och//KN//cc//87 tilliten//NN|UTR|SIN|DEF|NOM//nsubj//87 till//PP//case//82 ,//MID//punct//82 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//79 .//MAD//punct//79
Förord;Därför//AB//advmod//87 är//VB|PRS|AKT//cop//87 området//NN|NEU|SIN|DEF|NOM//nsubj//87 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//10 att//IE//mark//89 undersöka//VB|INF|AKT//advcl//87 närmare//AB|KOM//advmod//89 .//MAD//punct//10
Förord;En//DT|UTR|SIN|IND//det//2 central//JJ|POS|UTR|SIN|IND|NOM//amod//2 del//NN|UTR|SIN|IND|NOM//nsubj:pass//50 av//PP//case//5 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 uppdrag//NN|NEU|SIN|IND|NOM//nmod//2 är//VB|PRS|AKT//cop//2 att//IE//mark//8 genomföra//VB|INF|AKT//csubj//2 omfattningsstudier//NN|UTR|PLU|IND|NOM//obj//8 av//PP//case//12 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//9 i//PP//case//14 ersättningssystem//NN|NEU|PLU|IND|NOM//nmod//12 där//HA//advmod//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 finns//VB|PRS|SFO//acl:relcl//2 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 risker//NN|UTR|PLU|IND|NOM//nsubj//17 för//PP//case//22 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//22 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//19 ,//MID//punct//2 och//KN//cc//30 där//HA//advmod//30 studier//NN|UTR|PLU|IND|NOM//nsubj:pass//30 av//PP//case//29 detta//DT|NEU|SIN|DEF//det//29 slag//NN|NEU|SIN|IND|NOM//nmod//26 saknas//VB|PRS|SFO//conj//2 eller//KN//cc//33 är//VB|PRS|AKT//cop//33 inaktuella//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//30 .//MAD//punct//2
Förord;För//PP//mark//38 att//IE//mark//38 kunna//VB|INF|AKT//aux//38 avgöra//VB|INF|AKT//advcl//50 vilka//HD|UTR/NEU|PLU|IND//det//40 system//NN|NEU|PLU|IND|NOM//obj//38 som//HP|-|-|-//nsubj//42 har//VB|PRS|AKT//acl:relcl//40 väsentlig//JJ|POS|UTR|SIN|IND|NOM//amod//44 risk//NN|UTR|SIN|IND|NOM//obj//42 för//PP//case//46 fel//NN|NEU|SIN|IND|NOM//nmod//44 behöver//VB|PRS|AKT//aux//50 ersättningssystemen//NN|NEU|PLU|DEF|NOM//nsubj:pass//50 kunna//VB|INF|AKT//aux//50 ställas//VB|INF|SFO//ROOT//50 mot//PP//case//52 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//50 på//PP//case//56 ett//DT|NEU|SIN|IND//det//56 strukturerat//PC|PRF|NEU|SIN|IND|NOM//amod//56 sätt//NN|NEU|SIN|IND|NOM//obl//50 .//MAD//punct//50
Förord;Därför//AB//advmod//59 har//VB|PRS|AKT//aux//66 en//DT|UTR|SIN|IND//det//61 arbetsgrupp//NN|UTR|SIN|IND|NOM//nsubj//66 på//PP//case//63 uppdrag//NN|NEU|SIN|IND|NOM//nmod//61 av//PP//case//65 delegationen//NN|UTR|SIN|DEF|NOM//nmod//63 arbetat//VB|SUP|AKT//parataxis//50 fram//PL//advmod//66 en//DT|UTR|SIN|IND//det//69 modell//NN|UTR|SIN|IND|NOM//obj//66 som//HP|-|-|-//nsubj//71 möjliggör//VB|PRS|AKT//acl:relcl//69 en//DT|UTR|SIN|IND//det//74 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//74 jämförelse//NN|UTR|SIN|IND|NOM//obj//71 .//MAD//punct//50
Förord;I//PP//case//1 arbetsgruppen//NN|UTR|SIN|DEF|NOM//obl//2 har//VB|PRS|AKT//ROOT//2 representanter//NN|UTR|PLU|IND|NOM//obj//2 för//PP//case//5 Arbetsförmedlingen//PM|NOM//nmod//3 ,//MID//punct//2
Förord;Centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//1 studiestödsnämnden//NN|UTR|SIN|DEF|NOM//dislocated//33 (//PAD//punct//1 CSN//PM|NOM//appos//1 )//PAD//punct//1 ,//MID//punct//6 Försäkringskassan//NN|UTR|SIN|DEF|NOM//appos//1 ,//MID//punct//6 Inspektionen//NN|UTR|SIN|DEF|NOM//conj//1 för//PP//case//10 arbetslöshetsförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//8 (//PAD//punct//1 IAF//PM|NOM//appos//1 )//PAD//punct//1 ,//MID//punct//15 Skatteverket//PM|NOM//conj//1 ,//MID//punct//15 Sveriges//PM|GEN//nmod:poss//18 Kommuner//NN|UTR|PLU|IND|NOM//conj//1 och//KN//cc//20 Landsting//NN|UTR|SIN|IND|NOM//conj//18 (//PAD//punct//18 SKL//PM|NOM//conj//18 )//PAD//punct//18 ,//MID//punct//1 Sveriges//PM|GEN//nmod:poss//26 a-kassor//NN|UTR|PLU|IND|NOM//conj//1 och//KN//cc//29 Pensionsmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//29 ingått//VB|SUP|AKT//conj//1 .//MAD//punct//1
Förord;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//33 har//VB|PRS|AKT//aux//33 letts//VB|SUP|SFO//ROOT//33 och//KN//cc//35 samordnats//VB|SUP|SFO//conj//33 av//PP//case//38 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//38 kansli//NN|NEU|SIN|IND|NOM//obl//35 .//MAD//punct//33
Förord;I//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 rapport//NN|UTR|SIN|IND|NOM//obl//3 redovisas//VB|PRS|SFO//ROOT//3 bland//PP//case//5 annat//PN|NEU|SIN|IND|SUB/OBJ//obl//3 hur//HA//advmod//19 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//19 med//PP//mark//10 att//IE//mark//10 identifiera//VB|INF|AKT//acl//7 ersättningssystem//NN|NEU|PLU|IND|NOM//obj//10 med//PP//case//14 väsentlig//JJ|POS|UTR|SIN|IND|NOM//amod//14 risk//NN|UTR|SIN|IND|NOM//obl//10 för//PP//case//17 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//14 har//VB|PRS|AKT//aux//19 bedrivits//VB|SUP|SFO//ccomp//3 och//KN//cc//29 hur//HA//advmod//29 de//DT|UTR/NEU|PLU|DEF//det//27 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//27 systemspecifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 och//KN//cc//26 systemövergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//24 riskerna//NN|UTR|PLU|DEF|NOM//nsubj//29 kan//VB|PRS|AKT//aux//29 manifestera//VB|INF|AKT//conj//19 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//29 i//PP//case//32 välfärdssystemen//NN|NEU|PLU|DEF|NOM//obl//29 .//MAD//punct//3
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//39 som//HP|-|-|-//nsubj:pass//36 redovisas//VB|PRS|SFO//acl:relcl//34 i//PP//case//38 rapporten//NN|UTR|SIN|DEF|NOM//obl//36 blir//VB|PRS|AKT//parataxis//3 en//PN|UTR|SIN|IND|SUB/OBJ//xcomp//39 av//PP//case//42 utgångspunkterna//NN|UTR|PLU|DEF|NOM//nmod//40 för//PP//case//44 delegationen//NN|UTR|SIN|DEF|NOM//nmod//42 i//PP//case//46 arbetet//NN|NEU|SIN|DEF|NOM//nmod//44 med//PP//mark//49 att//IE//mark//49 kvantifiera//VB|INF|AKT//advcl//39 felens//NN|NEU|PLU|DEF|GEN//nmod:poss//51 omfattning//NN|UTR|SIN|IND|NOM//obj//49 .//MAD//punct//3
Förord;Sven-Erik//PM|NOM//ROOT//0 Österberg//PM|NOM//flat//0
Förord;Ordförande//NN|UTR|SIN|IND|NOM//ROOT//0

1 Inledning;Delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//30 är//VB|PRS|AKT//cop//1 att//IE//mark//4 motverka//VB|INF|AKT//csubj//1 överutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//4 av//PP//case//9 och//KN//cc//8 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//5 från//PP//case//11 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//9 och//KN//cc//18 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 närliggande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 skattefinansierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//18 eller//KN//cc//17 skattesubventionerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//15 system//NN|NEU|PLU|IND|NOM//conj//11 (//PAD//punct//18 dir//NN|AN//obl//4 .//MAD//punct//1
1 Inledning;2016:60//RG|NOM//nmod//1 )//PAD//punct//1 .//MAD//punct//1
1 Inledning;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//30 ska//VB|PRS|AKT//aux//30 genom//PP//case//29 sitt//PS|NEU|SIN|DEF//nmod:poss//29 arbete//NN|NEU|SIN|IND|NOM//obl//30 bidra//VB|INF|AKT//ROOT//30 till//PP//mark//41 att//SN//mark//41 de//DT|UTR/NEU|PLU|DEF//det//34 resurser//NN|UTR|PLU|IND|NOM//nsubj//41 som//HP|-|-|-//nsubj:pass//36 fördelas//VB|PRS|SFO//acl:relcl//34 genom//PP//case//39 dessa//DT|UTR/NEU|PLU|DEF//det//39 system//NN|NEU|PLU|IND|NOM//obl//36 endast//AB//advmod//41 kommer//VB|PRS|AKT//advcl//30 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//41 till//PP//case//44 del//NN|UTR|SIN|IND|NOM//obl//41 som//HP|-|-|-//mark//48 resurserna//NN|UTR|PLU|DEF|NOM//nsubj//48 är//VB|PRS|AKT//cop//48 avsedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//44 för//PP//case//48 .//MAD//punct//30
1 Inledning;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//57 ska//VB|PRS|AKT//aux//57 dessutom//AB//advmod//57 vara//VB|INF|AKT//cop//57 ett//DT|NEU|SIN|IND//det//57 samlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 organ//NN|NEU|SIN|IND|NOM//parataxis//30 och//KN//cc//60 ett//DT|NEU|SIN|IND//det//60 kunskapsforum//NN|NEU|SIN|IND|NOM//conj//57 som//HP|-|-|-//nsubj//62 främjar//VB|PRS|AKT//acl:relcl//60 samverkan//NN|UTR|SIN|IND|NOM//obj//62 och//KN//cc//65 tar//VB|PRS|AKT//conj//62 fram//PL//compound:prt//65 faktaunderlag//NN|NEU|SIN|IND|NOM//obj//65 till//PP//case//69 regeringen//NN|UTR|SIN|DEF|NOM//nmod//67 .//MAD//punct//30
1 Inledning;Vidare//AB|KOM//advmod//74 ska//VB|PRS|AKT//aux//74 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//74 genomföra//VB|INF|AKT//parataxis//30 omfattningsstudier//NN|UTR|PLU|IND|NOM//obj//74 av//PP//case//78 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//75 från//PP//case//80 systemen//NN|NEU|PLU|DEF|NOM//nmod//78 där//HA//advmod//83 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//83 finns//VB|PRS|SFO//acl:relcl//75 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 risker//NN|UTR|PLU|IND|NOM//nsubj//83 för//PP//case//87 fel//NN|NEU|PLU|IND|NOM//amod//90 och//KN//cc//89 redovisa//VB|INF|AKT//conj//87 orsakerna//NN|UTR|PLU|DEF|NOM//nsubj//83 till//PP//case//92 felen//NN|NEU|PLU|DEF|NOM//nmod//90 .//MAD//punct//30
1 Inledning;Dessutom//AB//advmod//106 ska//VB|PRS|AKT//aux//106 en//DT|UTR|SIN|IND//det//97 bedömning//NN|UTR|SIN|IND|NOM//nsubj:pass//106 av//PP//case//101 den//DT|UTR|SIN|DEF//det//101 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//101 omfattningen//NN|UTR|SIN|DEF|NOM//nmod//97 av//PP//case//105 de//DT|UTR/NEU|PLU|DEF//det//105 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//105 utbetalningarna//NN|UTR|PLU|DEF|NOM//nmod//101 göras//VB|INF|SFO//conj//30 och//KN//cc//109 en//DT|UTR|SIN|IND//det//109 modell//NN|UTR|SIN|IND|NOM//conj//106 som//HP|-|-|-//nsubj//111 möjliggör//VB|PRS|AKT//acl:relcl//109 återkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//113 bedömningar//NN|UTR|PLU|IND|NOM//obj//111 presenteras//VB|PRS|SFO//conj//106 .//MAD//punct//30
1 Inledning;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//118 ska//VB|PRS|AKT//aux//118 genomföra//VB|INF|AKT//parataxis//30 undersökningar//NN|UTR|PLU|IND|NOM//obj//118 över//PP//case//121 inställningen//NN|UTR|SIN|DEF|NOM//nmod//119 till//PP//case//123 fel//NN|NEU|SIN|IND|NOM//nmod//121 och//KN//cc//125 överutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//123 och//KN//cc//127 bidra//VB|INF|AKT//conj//118 till//PP//mark//131 att//SN//mark//131 konsekvenserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//131 tas//VB|PRS|SFO//advcl//127 upp//PL//compound:prt//131 i//PP//case//136 den//DT|UTR|SIN|DEF//det//136 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//136 debatten//NN|UTR|SIN|DEF|NOM//obl//131 .//MAD//punct//30
1 Inledning;Förslag//NN|NEU|PLU|IND|NOM//nsubj:pass//140 ska//VB|PRS|AKT//aux//140 lämnas//VB|INF|SFO//parataxis//30 på//PP//mark//147 hur//HA//advmod//147 det//DT|NEU|SIN|DEF//det//145 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//145 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//147 bör//VB|PRS|AKT//aux//147 utformas//VB|INF|SFO//advcl//140 efter//PP//mark//152 att//SN//mark//152 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//152 har//VB|PRS|AKT//aux//152 avslutat//VB|SUP|AKT//advcl//147 sitt//PS|NEU|SIN|DEF//nmod:poss//154 uppdrag//NN|NEU|SIN|IND|NOM//obj//152 .//MAD//punct//30
1 Inledning;I//PP//case//1 delegationen//NN|UTR|SIN|DEF|NOM//obl//2 ingår//VB|PRS|AKT//ROOT//2 representanter//NN|UTR|PLU|IND|NOM//nsubj//2 för//PP//case//6 22//RG|NOM//nummod//6 myndigheter//NN|UTR|PLU|IND|NOM//nmod//3 och//KN//cc//8 organisationer//NN|UTR|PLU|IND|NOM//conj//6 .//MAD//punct//2
1 Inledning;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//2 avrapportera//VB|INF|AKT//xcomp//2 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 delar//NN|UTR|PLU|IND|NOM//obj//3 av//PP//case//7 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//5 och//KN//cc//14 senast//AB|SUV//case//12 den//DT|UTR|SIN|DEF//det//12 1//RO|NOM//nummod//12 december//NN|UTR|SIN|IND|NOM//obl//14 2019//RG|NOM//nummod//12 lämna//VB|INF|AKT//conj//2 en//DT|UTR|SIN|IND//det//17 slutlig//JJ|POS|UTR|SIN|IND|NOM//amod//17 redovisning//NN|UTR|SIN|IND|NOM//obj//14 av//PP//case//19 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//17 .//MAD//punct//2

1.1 Syftet med rapporten;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//17 med//PP//case//3 denna//DT|UTR|SIN|DEF//det//3 rapport//NN|UTR|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//0 att//IE//mark//6 avrapportera//VB|INF|AKT//csubj//0 arbetet//NN|NEU|SIN|DEF|NOM//obj//6 med//PP//mark//10 att//IE//mark//10 identifiera//VB|INF|AKT//advcl//6 system//NN|NEU|PLU|IND|NOM//obj//10 med//PP//case//14 väsentlig//JJ|POS|UTR|SIN|IND|NOM//amod//14 risk//NN|UTR|SIN|IND|NOM//obl//10 .//MAD//punct//0
1.1 Syftet med rapporten;Rapporten//NN|UTR|SIN|DEF|NOM//nsubj//17 utgör//VB|PRS|AKT//ROOT//17 ett//DT|NEU|SIN|IND//det//20 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//amod//20 underlag//NN|NEU|SIN|IND|NOM//obj//17 för//PP//mark//24 att//IE//mark//24 kunna//VB|INF|AKT//aux//24 gå//VB|INF|AKT//advcl//17 vidare//AB|KOM//advmod//24 med//PP//case//27 omfattningsstudier//NN|UTR|PLU|IND|NOM//obl//24 av//PP//case//30 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//27 .//MAD//punct//17
1.1 Syftet med rapporten;För//PP//mark//35 att//IE//mark//35 kunna//VB|INF|AKT//aux//35 identifiera//VB|INF|AKT//conj//17 system//NN|NEU|PLU|IND|NOM//obj//35 med//PP//case//39 väsentlig//JJ|POS|UTR|SIN|IND|NOM//amod//39 risk//NN|UTR|SIN|IND|NOM//nmod//36 har//VB|PRS|AKT//punct//17 risknivåerna//NN|UTR|PLU|DEF|NOM//obj//40 i//PP//case//44 de//DT|UTR/NEU|PLU|DEF//det//44 välfärdsystem//NN|NEU|PLU|IND|NOM//nmod//41 som//HP|-|-|-//obl//47 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//47 tittar//VB|PRS|AKT//acl:relcl//44 på//PP//case//49 värderats//VB|SUP|SFO//obl//47 och//KN//cc//51 jämförts//VB|SUP|SFO//conj//49 med//PP//case//53 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//51 .//MAD//punct//17
1.1 Syftet med rapporten;I//PP//case//56 rapporten//NN|UTR|SIN|DEF|NOM//obl//57 presenteras//VB|PRS|SFO//conj//17 den//DT|UTR|SIN|DEF//det//60 systemövergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 riskvärderingsmodell//NN|UTR|SIN|IND|NOM//nsubj:pass//57 som//HP|-|-|-//nsubj:pass//63 har//VB|PRS|AKT//aux//63 utarbetats//VB|SUP|SFO//acl:relcl//60 och//KN//cc//67 de//DT|UTR/NEU|PLU|DEF//det//67 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 risker//NN|UTR|PLU|IND|NOM//conj//60 för//PP//case//70 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//67 som//HP|-|-|-//nsubj:pass//73 har//VB|PRS|AKT//aux//73 identifierats//VB|SUP|SFO//acl:relcl//70 med//PP//case//77 hjälp//NN|UTR|SIN|IND|NOM//fixed//74 av//PP//fixed//74 modellen//NN|UTR|SIN|DEF|NOM//obl//73 .//MAD//punct//17
1.1 Syftet med rapporten;Rapporten//NN|UTR|SIN|DEF|NOM//nsubj//1 redovisar//VB|PRS|AKT//ROOT//1 även//AB//advmod//1 ett//DT|NEU|SIN|IND//det//4 antal//NN|NEU|SIN|IND|NOM//nmod//6 systemövergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 risker//NN|UTR|PLU|IND|NOM//obj//1 som//HP|-|-|-//nsubj//8 har//VB|PRS|AKT//acl:relcl//6 betydelse//NN|UTR|SIN|IND|NOM//obj//8 för//PP//case//11 utbetalningar//NN|UTR|PLU|IND|NOM//obl//8 från//PP//case//13 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//11 .//MAD//punct//1
