Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Jämfört//PC|PRF|NEU|SIN|IND|NOM//advmod//2 med//PP//fixed//0 distributionskostnaderna//NN|UTR|PLU|DEF|NOM//obl//9 för//PP//case//5 analoga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 FM-sändningar//NN|UTR|PLU|IND|NOM//nmod//2 år//NN|NEU|SIN|IND|NOM//nmod//7 2002//RG|NOM//nummod//5 kan//VB|PRS|AKT//aux//9 SR//PM|NOM//nsubj:pass//74 ://MID//punct//9 s//NN|AN//nummod//13 utökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 resursbehov//NN|NEU|SIN|IND|NOM//nsubj:pass//22 för//PP//case//15 distributionskostnaderna//NN|UTR|PLU|DEF|NOM//nmod//13 enligt//PP//case//17 SR//PM|NOM//nmod//15 ://MID//punct//13
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Om//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 under//PP//case//22 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 frekvensplaner//NN|UTR|PLU|IND|NOM//obl//25 i//PP//case//24 framtiden//NN|UTR|SIN|DEF|NOM//nmod//22 visar//VB|PRS|AKT//advcl//40 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//25 att//SN//mark//32 fältstyrkan//NN|UTR|SIN|DEF|NOM//nsubj:pass//32 inom//PP//case//30 täckningsområdena//NN|NEU|PLU|DEF|NOM//nmod//28 behöver//VB|PRS|AKT//aux//32 höjas//VB|INF|SFO//ccomp//25 för//PP//mark//36 att//IE//mark//36 t.ex.//AB|AN//advmod//36 förbättra//VB|INF|AKT//advcl//32 inomhustäckningen//NN|UTR|SIN|DEF|NOM//obj//36 kan//VB|PRS|AKT//aux//40 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//40 innebära//VB|INF|AKT//parataxis//6 att//SN//mark//44 sändarnäten//NN|UTR|SIN|DEF|NOM//nsubj//44 måste//VB|PRS|AKT//aux//44 förtätas//VB|INF|SFO//ccomp//40 med//PP//case//47 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//47 sändare//NN|UTR|PLU|IND|NOM//obl//44 .//MAD//punct//6
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//50 innebär//VB|PRS|AKT//parataxis//6 i//PP//case//53 sin//PS|UTR|SIN|DEF//nmod:poss//53 tur//NN|UTR|SIN|IND|NOM//obl//50 att//SN//mark//61 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//61 för//PP//case//57 näten//NN|NEU|PLU|DEF|NOM//nmod//55 sannolikt//AB|POS//advmod//61 kommer//VB|PRS|AKT//aux//61 att//IE//mark//61 öka//VB|INF|AKT//ccomp//50 ,//MID//punct//63 se//VB|IMP|AKT//conj//61 avsnitt//NN|NEU|SIN|IND|NOM//nmod//65 4.3.3//RG|NOM//obj//63 under//PP//case//67 rubriken//NN|UTR|SIN|DEF|NOM//nmod//70 ”//RG|NOM//punct//67 Påverkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 faktorer//NN|UTR|PLU|IND|NOM//obj//61 på//PP//case//72 kostnadskalkylerna//NN|UTR|PLU|DEF|NOM//nmod//70 ”//PM|NOM//punct//50 .//MAD//punct//6
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;En//DT|UTR|SIN|IND//det//1 osäkerhetsfaktor//NN|UTR|SIN|IND|NOM//nsubj//13 i//PP//case//3 beräkningarna//NN|UTR|PLU|DEF|NOM//nmod//1 av//PP//case//5 intäktsbortfallet//NN|NEU|SIN|DEF|NOM//nmod//3 för//PP//case//7 staten//NN|UTR|SIN|DEF|NOM//nmod//5 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 koncessionsavgifter//NN|UTR|PLU|IND|NOM//nmod//1 för//PP//case//12 analoga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 sändningstillstånd//NN|NEU|PLU|IND|NOM//nmod//9 ligger//VB|PRS|AKT//ROOT//13 i//PP//mark//17 att//SN//mark//17 RU//PM|NOM//nsubj//17 har//VB|PRS|AKT//advcl//13 avviserat//VB|SUP|AKT//obj//17 en//DT|UTR|SIN|IND//det//20 avveckling//NN|UTR|SIN|IND|NOM//obj//17 av//PP//case//24 ett//DT|NEU|SIN|IND//det//23 flertal//NN|NEU|SIN|IND|NOM//nmod//24 sändningstillstånd//NN|NEU|SIN|IND|NOM//nmod//20 om//SN//mark//28 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//28 inte//AB//advmod//28 genomförs//VB|PRS|SFO//advcl//17 en//DT|UTR|SIN|IND//det//30 lagändring//NN|UTR|SIN|IND|NOM//obj//28 som//HP|-|-|-//nsubj//32 får//VB|PRS|AKT//acl:relcl//30 till//PP//advmod//32 följd//NN|UTR|SIN|IND|NOM//fixed//33 att//SN//mark//38 programföretagen//NN|UTR|SIN|DEF|NOM//nsubj//38 får//VB|PRS|AKT//aux//38 betala//VB|INF|AKT//ccomp//32 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 koncessionsavgifter//NN|UTR|PLU|IND|NOM//obj//38 .//MAD//punct//13
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Denna//DT|UTR|SIN|DEF//det//43 avveckling//NN|UTR|SIN|IND|NOM//nsubj//44 innebär//VB|PRS|AKT//parataxis//13 helt//AB|POS//advmod//46 enkelt//AB|POS//obj//44 att//SN//mark//59 ett//DT|NEU|SIN|IND//det//49 flertal//NN|NEU|SIN|IND|NOM//nmod//50 tillståndshavare//NN|UTR|PLU|IND|NOM//nsubj//59 som//HP|-|-|-//nsubj//52 lyder//VB|PRS|AKT//acl:relcl//50 under//PP//case//56 det//DT|NEU|SIN|DEF//det//56 gamla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 regelverket//NN|NEU|SIN|DEF|NOM//obl//52 kommer//VB|PRS|AKT//aux//59 att//IE//mark//59 återlämna//VB|INF|AKT//advcl//44 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//61 sändningstillstånd//NN|NEU|PLU|IND|NOM//obj//59 .//MAD//punct//13
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//67 skulle//VB|PRT|AKT//aux//67 enligt//PP//case//66 RU//PM|NOM//obl//67 resultera//VB|INF|AKT//parataxis//13 i//PP//case//70 ett//DT|NEU|SIN|IND//det//70 bortfall//NN|NEU|SIN|IND|NOM//obl//67 av//PP//case//72 koncessionsavgifter//NN|UTR|PLU|IND|NOM//nmod//70 på//PP//case//76 mellan//PP//case//76 50–80//RG|NOM//nummod//76 mnkr//NN|NEU|PLU|IND|NOM//nmod//72 .//MAD//punct//67
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Alternativkostnaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//93 för//PP//mark//81 att//IE//mark//81 sänka//VB|INF|AKT//acl//78 koncessionsavgifterna//NN|UTR|PLU|DEF|NOM//obj//81 för//PP//case//85 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 tillståndshavare//NN|UTR|PLU|IND|NOM//obl//81 mot//PP//mark//89 att//SN//mark//89 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//89 inleder//VB|PRS|AKT//advcl//81 DAB-sändningar//NN|UTR|PLU|IND|NOM//obj//89 kan//VB|PRS|AKT//aux//93 därför//AB//advmod//93 beräknas//VB|INF|SFO//conj//67 uppgå//VB|INF|AKT//xcomp//93 till//PP//case//98 cirka//AB//advmod//97 30–60//RG|NOM//nummod//98 mnkr//NN|NEU|PLU|IND|NOM//obl//94 .//MAD//punct//93
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Utifrån//PP//case//102 detta//DT|NEU|SIN|DEF//det//102 perspektiv//NN|NEU|SIN|IND|NOM//obl//116 skulle//VB|PRT|AKT//aux//116 intäktsbortfallet//NN|NEU|SIN|DEF|NOM//nsubj:pass//116 för//PP//case//107 sänkta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//107 koncessionsavgifter//NN|UTR|PLU|IND|NOM//nmod//104 i//PP//case//111 enlighet//NN|UTR|SIN|IND|NOM//fixed//108 med//PP//fixed//108 RU//PM|NOM//nmod//107 ://MID//punct//104 s//JJ|AN//nummod//114 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//116 kunna//VB|INF|AKT//aux//116 beräknas//VB|INF|SFO//advcl//93 uppgå//VB|INF|AKT//xcomp//116 till//PP//case//123 cirka//AB//advmod//120 450//RG|NOM//nummod//123 –//NN|AN//punct//120 900//RG|NOM//nummod//123 mnkr//NN|NEU|PLU|IND|NOM//obl//117 under//PP//case//125 övergångsperioden//NN|UTR|SIN|DEF|NOM//obl//117 för//PP//case//128 ett//DT|NEU|SIN|IND//det//128 teknikskifte//NN|NEU|SIN|IND|NOM//nmod//125 .//MAD//punct//67
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;SR//PM|NOM//nsubj//5 ://MID//punct//0 s//PP//amod//3 alternativ//NN|NEU|SIN|IND|NOM//appos//0 2//RG|NOM//nummod//3 bygger//VB|PRS|AKT//ROOT//5 på//PP//case//9 en//DT|UTR|SIN|IND//det//9 successiv//JJ|POS|UTR|SIN|IND|NOM//amod//9 avveckling//NN|UTR|SIN|IND|NOM//obl//5 av//PP//case//11 SR//PM|NOM//nmod//9 ://MID//punct//9
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;s//JJ|AN//nummod//14 FMsändningar//NN|UTR|PLU|IND|NOM//obl//5 med//PP//case//17 början//NN|UTR|SIN|DEF|NOM//amod//17 år//NN|NEU|SIN|IND|NOM//nmod//18 2012//RG|NOM//nummod//14 .//MID//punct//5
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Om//SN//mark//26 en//DT|UTR|SIN|IND//det//24 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//24 successiv//JJ|POS|UTR|SIN|IND|NOM//amod//24 avveckling//NN|UTR|SIN|IND|NOM//nsubj//26 kan//VB|PRS|AKT//aux//26 komma//VB|INF|AKT//advcl//29 till//PP//compound:prt//26 stånd//NN|NEU|SIN|IND|NOM//fixed//27 beror//VB|PRS|AKT//conj//5 dock//AB//advmod//29 på//PP//case//35 ett//DT|NEU|SIN|IND//det//33 antal//NN|NEU|SIN|IND|NOM//nmod//35 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 faktorer//NN|UTR|PLU|IND|NOM//obl//29 ,//MID//punct//35 bl.a.//AB|AN//advmod//40 DAB-nätens//NN|UTR|SIN|DEF|GEN//nmod:poss//40 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 utbyggnadsgrad//PC|PRF|UTR|SIN|IND|NOM//appos//35 och//KN//cc//42 DAB-sändningars//NN|UTR|PLU|IND|GEN//conj//40 räckvidd//NN|UTR|SIN|IND|NOM//obj//40 bland//PP//case//47 den//DT|UTR|SIN|DEF//det//47 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 befolkningen//NN|UTR|SIN|DEF|NOM//nmod//43 .//MAD//punct//29
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Om//SN//mark//53 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//51 FM-nät//NN|NEU|PLU|IND|NOM//nsubj:pass//53 kan//VB|PRS|AKT//aux//53 släckas//VB|INF|SFO//advcl//29 först//AB//advmod//53 år//NN|NEU|SIN|IND|NOM//nmod//56 2020//RG|NOM//obl//53 kommer//VB|PRS|AKT//conj//5 SR//PM|NOM//nsubj//57 ://MID//punct//58 s//NN|AN//nummod//61 merkostnader//NN|UTR|PLU|IND|NOM//obj//5 för//PP//case//63 parallellsändningarna//NN|UTR|PLU|DEF|NOM//nmod//61 att//IE//mark//65 öka//VB|INF|AKT//acl//61 med//PP//case//70 ytterligare//AB|KOM//advmod//69 cirka//AB//advmod//69 300//RG|NOM//nummod//70 mnkr//NN|NEU|PLU|IND|NOM//obl//65 inkl.//PP|AN//cc//72 mervärdesskatt//NN|UTR|SIN|IND|NOM//conj//61 under//PP//case//74 övergångsperioden//NN|UTR|SIN|DEF|NOM//nmod//72 (//PAD//punct//61 åren//NN|NEU|PLU|DEF|NOM//nmod//77 2005–2020//UO//appos//61 )//PAD//punct//61 .//MAD//punct//5

7.3.8 Den tekniska utvecklingen;Den//DT|UTR|SIN|DEF//det//2 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//7 inom//PP//case//6 det//DT|NEU|SIN|DEF//det//6 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 området//NN|NEU|SIN|DEF|NOM//nmod//2 pågår//VB|PRS|AKT//ROOT//7 kontinuerligt//AB|POS//advmod//7 .//MAD//punct//7
7.3.8 Den tekniska utvecklingen;Befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 standarder//NN|UTR|PLU|IND|NOM//nsubj:pass//12 förbättras//VB|PRS|SFO//parataxis//7 och//KN//cc//16 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 standarder//NN|UTR|PLU|IND|NOM//nsubj:pass//16 tas//VB|PRS|SFO//conj//12 fram//PL//compound:prt//16 .//MAD//punct//12
7.3.8 Den tekniska utvecklingen;Utvecklingen//NN|UTR|SIN|DEF|NOM//conj//12 av//PP//case//21 distributionssystem//NN|NEU|PLU|IND|NOM//nmod//19 som//HP|-|-|-//nsubj//23 rör//VB|PRS|AKT//acl:relcl//21 digital//JJ|POS|UTR|SIN|IND|NOM//amod//25 broadcasting//NN|UTR|SIN|IND|NOM//obj//23 utgör//VB|PRS|AKT//conj//7 inget//DT|NEU|SIN|IND//det//28 undantag//NN|NEU|SIN|IND|NOM//nsubj//26 .//MAD//punct//26
7.3.8 Den tekniska utvecklingen;Under//PP//case//32 avsnitt//NN|NEU|SIN|IND|NOM//nmod//32 3.3//RG|NOM//obl//33 framgår//VB|PRS|AKT//parataxis//7 att//SN//mark//39 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 redan//AB//advmod//39 i//PP//advmod//39 dag//NN|UTR|SIN|IND|NOM//fixed//37 finns//VB|PRS|SFO//ccomp//33 ett//DT|NEU|SIN|IND//det//41 flertal//NN|NEU|SIN|IND|NOM//nmod//42 standarder//NN|UTR|PLU|IND|NOM//nsubj//39 som//HP|-|-|-//nsubj:pass//45 kan//VB|PRS|AKT//aux//45 användas//VB|INF|SFO//acl:relcl//42 för//PP//case//47 distribution//NN|UTR|SIN|IND|NOM//obl//45 av//PP//case//50 digital//JJ|POS|UTR|SIN|IND|NOM//nmod//50 radio//NN|UTR|SIN|IND|NOM//nmod//47 samt//KN//cc//55 att//SN//mark//55 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 standarder//NN|UTR|PLU|IND|NOM//nsubj//55 är//VB|PRS|AKT//conj//39 under//PP//case//57 utveckling//NN|UTR|SIN|IND|NOM//obl//55 .//MID//punct//33
7.3.8 Den tekniska utvecklingen;Ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 standarder//NN|UTR|PLU|IND|NOM//nsubj:pass//66 för//PP//case//63 digital//JJ|POS|UTR|SIN|IND|NOM//nmod//63 ljudradio//NN|UTR|SIN|IND|NOM//nmod//60 kan//VB|PRS|AKT//aux//66 också//AB//advmod//66 förväntas//VB|INF|SFO//parataxis//33 komma//VB|INF|AKT//xcomp//66 ut//PL//compound:prt//67 på//PP//case//70 marknaden//NN|UTR|SIN|DEF|NOM//obl//67 i//PP//case//72 framtiden//NN|UTR|SIN|DEF|NOM//nmod//70 .//MAD//punct//7
