av farligt gods;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 HNS-utredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet och chefen för Justitiedepartementet;Magnus//PM|NOM//ROOT//0 Göransson//PM|NOM//flat:name//0 ///MID//cc//3 Anna//PM|NOM//conj//0 Täcklind//PM|NOM//flat:name//3

HNS-konventionen har ännu inte trätt i kraft. När så kommer att ske är för närvarande inte möjligt att fastställa. Med hänsyn härtill föreslår utredningen att författningsförslagen skall träda i kraft den dag regeringen bestämmer. Eftersom Sverige skall kunna rapportera den mängd avgiftspliktigt HNS-gods som tagits emot eller lossats här året innan Sverige tillträder konventionen, bör det författningsförslag som reglerar uppgiftsskyldighet rörande HNSgods träda i kraft före de övriga förslagen.;HNS-konventionen//NN|UTR|SIN|DEF|NOM//nsubj//4 har//VB|PRS|AKT//aux//4 ännu//AB//advmod//4 inte//AB//advmod//4 trätt//VB|SUP|AKT//ROOT//4 i//PP//case//6 kraft//NN|UTR|SIN|IND|NOM//obl//4 .//MAD//punct//4
HNS-konventionen har ännu inte trätt i kraft. När så kommer att ske är för närvarande inte möjligt att fastställa. Med hänsyn härtill föreslår utredningen att författningsförslagen skall träda i kraft den dag regeringen bestämmer. Eftersom Sverige skall kunna rapportera den mängd avgiftspliktigt HNS-gods som tagits emot eller lossats här året innan Sverige tillträder konventionen, bör det författningsförslag som reglerar uppgiftsskyldighet rörande HNSgods träda i kraft före de övriga förslagen.;När//HA//advmod//12 så//AB//advmod//12 kommer//VB|PRS|AKT//aux//12 att//IE//mark//12 ske//VB|INF|AKT//advcl//17 är//VB|PRS|AKT//cop//17 för//PP//case//15 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//17 inte//AB//advmod//17 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//4 att//IE//mark//19 fastställa//VB|INF|AKT//advcl//17 .//MAD//punct//4
HNS-konventionen har ännu inte trätt i kraft. När så kommer att ske är för närvarande inte möjligt att fastställa. Med hänsyn härtill föreslår utredningen att författningsförslagen skall träda i kraft den dag regeringen bestämmer. Eftersom Sverige skall kunna rapportera den mängd avgiftspliktigt HNS-gods som tagits emot eller lossats här året innan Sverige tillträder konventionen, bör det författningsförslag som reglerar uppgiftsskyldighet rörande HNSgods träda i kraft före de övriga förslagen.;Med//PP//advmod//24 hänsyn//NN|UTR|SIN|IND|NOM//fixed//21 härtill//AB//fixed//21 föreslår//VB|PRS|AKT//advcl//4 utredningen//NN|UTR|SIN|DEF|NOM//obj//24 att//SN//mark//29 författningsförslagen//NN|UTR|SIN|DEF|NOM//nsubj//29 skall//VB|PRS|AKT//aux//29 träda//VB|INF|AKT//ccomp//24 i//PP//compound:prt//29 kraft//NN|UTR|SIN|IND|NOM//fixed//30 den//DT|UTR|SIN|DEF//det//33 dag//NN|UTR|SIN|IND|NOM//obl//29 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//35 bestämmer//VB|PRS|AKT//acl:relcl//33 .//MID//punct//4
HNS-konventionen har ännu inte trätt i kraft. När så kommer att ske är för närvarande inte möjligt att fastställa. Med hänsyn härtill föreslår utredningen att författningsförslagen skall träda i kraft den dag regeringen bestämmer. Eftersom Sverige skall kunna rapportera den mängd avgiftspliktigt HNS-gods som tagits emot eller lossats här året innan Sverige tillträder konventionen, bör det författningsförslag som reglerar uppgiftsskyldighet rörande HNSgods träda i kraft före de övriga förslagen.;Eftersom//SN//mark//41 Sverige//PM|NOM//nsubj//41 skall//VB|PRS|AKT//aux//41 kunna//VB|INF|AKT//aux//41 rapportera//VB|INF|AKT//advcl//4 den//DT|UTR|SIN|DEF//det//43 mängd//NN|UTR|SIN|IND|NOM//nmod//45 avgiftspliktigt//JJ|POS|NEU|SIN|IND|NOM//amod//45 HNS-gods//NN|NEU|SIN|IND|NOM//obj//41 som//HP|-|-|-//nsubj:pass//47 tagits//VB|SUP|SFO//acl:relcl//45 emot//PL//compound:prt//47 eller//KN//cc//50 lossats//VB|SUP|SFO//conj//47 här//AB//advmod//50 året//NN|NEU|SIN|DEF|NOM//obl//50 innan//SN//mark//55 Sverige//PM|NOM//nsubj//55 tillträder//VB|PRS|AKT//advcl//50 konventionen//NN|UTR|SIN|DEF|NOM//obj//55 ,//MID//punct//4 bör//VB|PRS|AKT//aux//60 det//DT|NEU|SIN|DEF//det//60 författningsförslag//NN|NEU|SIN|IND|NOM//conj//4 som//HP|-|-|-//nsubj//62 reglerar//VB|PRS|AKT//acl:relcl//60 uppgiftsskyldighet//NN|UTR|SIN|IND|NOM//obj//62 rörande//PP//case//65 HNSgods//NN|NEU|SIN|IND|GEN//nmod//63 träda//VB|INF|AKT//conj//60 i//PP//compound:prt//66 kraft//NN|UTR|SIN|IND|NOM//obj//66 före//PP//case//72 de//DT|UTR/NEU|PLU|DEF//det//72 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 förslagen//NN|NEU|PLU|DEF|NOM//obl//66 .//MAD//punct//4


The assignment Current law The HNS Convention;General//NN|UTR|SIN|IND|NOM//ROOT//0
The assignment Current law The HNS Convention;Government//PM|NOM//amod//1 ships//PM|NOM//ROOT//1
The assignment Current law The HNS Convention;The//PM|NOM//det//1 term//PM|NOM//nsubj//3 '//PAD//punct//3 receiver//NN|UTR|SIN|IND|NOM//ROOT//3 '//PAD//punct//3
The assignment Current law The HNS Convention;Insurance//PM|NOM//ROOT//0 and//UO//cc//0 certificates//UO//conj//0


1 Förslag till lag om ändring i sjölagen (1994:1009);Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 sjölagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 (//PAD//punct//5 1994:1009//RG|NOM//appos//5 )//PAD//punct//5 dels//KN//mark//46  //_SP////9 att//SN//mark//46 9//RG|NOM//nummod//13 kap.//NN|AN//nmod//15 3//RG|NOM//nummod//15 §//NN|AN//nsubj//46 ,//MID//punct//15 11//RG|NOM//nummod//18 kap.//NN|AN//nmod//15 ,//MID//punct//18 12//RG|NOM//nummod//21 kap.//NN|AN//nmod//15 1//RG|NOM//nummod//23 §//NN|AN//nmod//15 ,//MID//punct//23 19//RG|NOM//nummod//26 kap.//NN|AN//nmod//15 1//RG|NOM//nummod//28 §//NN|AN//nmod//15 ,//MID//punct//28 20//RG|NOM//nummod//31 kap.//NN|AN//nmod//15 15//RG|NOM//nummod//33 §//NN|AN//nmod//15 och//KN//cc//33 21//RG|NOM//nummod//36 kap.//NN|AN//nmod//37 6–7//RG|NOM//nummod//38 §//NN|AN//nmod//39 §//NN|AN//nmod//15 samt//KN//cc//41 rubriken//NN|UTR|SIN|DEF|NOM//conj//39 till//PP//case//44 11//RG|NOM//nummod//44 kap.//NN|AN//nmod//41 skall//VB|PRS|AKT//aux//46 ha//VB|INF|AKT//conj//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 lydelse//NN|UTR|SIN|IND|NOM//obj//46 ,//MID//punct//46 dels//KN//advmod//57  //_SP////50 att//SN//mark//57 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//57 i//PP//case//55 lagen//NN|UTR|SIN|DEF|NOM//obl//57 skall//VB|PRS|AKT//aux//57 införas//VB|INF|SFO//conj//46 en//DT|UTR|SIN|IND//det//60 ny//JJ|POS|UTR|SIN|IND|NOM//amod//60 paragraf//NN|UTR|SIN|IND|NOM//nsubj:pass//57 ,//MID//punct//60 21//RG|NOM//nummod//63 kap.//NN|AN//nmod//64 5//RG|NOM//nummod//66 a//NN|NEU|SIN|IND|NOM//case//66 §//NN|AN//obl//57 ,//MID//punct//66 av//PP//case//70 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 lydelse//NN|UTR|SIN|IND|NOM//conj//66 .//MAD//punct//1

1 Förslag till lag om ändring i sjölagen (1994:1009) / 9 kap. Om ansvarsbegränsning;3//RG|NOM//nummod//1 §//NN|AN//ROOT//1
1 Förslag till lag om ändring i sjölagen (1994:1009) / 9 kap. Om ansvarsbegränsning;Rätt//NN|UTR|SIN|IND|NOM//nsubj//3 till//PP//case//2 ansvarsbegränsning//NN|UTR|SIN|IND|NOM//nmod//0 föreligger//VB|PRS|AKT//ROOT//3 inte//AB//advmod//3 beträffande//PP//case//6 1//RG|NOM//obl//3 .//MAD//punct//3
1 Förslag till lag om ändring i sjölagen (1994:1009) / 9 kap. Om ansvarsbegränsning;en//DT|UTR|SIN|IND//det//9 fordran//NN|UTR|SIN|IND|NOM//appos//3 på//PP//case//11 bärgarlön//NN|UTR|SIN|IND|NOM//nmod//9 ,//MID//punct//9 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//15 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//15 ersättning//NN|UTR|SIN|IND|NOM//appos//9 som//HP|-|-|-//nsubj:pass//17 avses//VB|PRS|SFO//acl:relcl//15 i//PP//case//20 16//RG|NOM//nummod//20 kap.//NN|AN//obl//17 9//RG|NOM//nummod//22 §//NN|AN//obl//17 ,//MID//punct//24 bidrag//NN|NEU|SIN|IND|NOM//conj//22 till//PP//case//27 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//27 haveri//NN|NEU|SIN|IND|NOM//nmod//24 eller//KN//cc//30 på//PP//case//30 avtal//NN|NEU|SIN|IND|NOM//conj//27 grundad//PC|PRF|UTR|SIN|IND|NOM//xcomp//3 ersättning//NN|UTR|SIN|IND|NOM//obj//31 för//PP//case//34 åtgärder//NN|UTR|PLU|IND|NOM//obl//31 som//HP|-|-|-//nsubj:pass//36 avses//VB|PRS|SFO//acl:relcl//34 i//PP//case//39 2//RG|NOM//nummod//39 §//NN|AN//obl//36 första//RO|NOM//amod//41 stycket//NN|NEU|SIN|DEF|NOM//nmod//39 4//RG|NOM//nummod//41 ,//MID//punct//42 5//RG|NOM//nummod//39 eller//KN//cc//46 6//RG|NOM//conj//44 ,//MID//punct//39 2//RG|NOM//nummod//39 .//MAD//punct//3
1 Förslag till lag om ändring i sjölagen (1994:1009) / 9 kap. Om ansvarsbegränsning;en//DT|UTR|SIN|IND//det//51 fordran//NN|UTR|SIN|IND|NOM//conj//3 med//PP//case//53 anledning//NN|UTR|SIN|IND|NOM//nmod//51 av//PP//case//55 oljeskada//NN|UTR|SIN|IND|NOM//nmod//53 som//HP|-|-|-//nsubj:pass//57 omfattas//VB|PRS|SFO//acl:relcl//55 av//PP//case//62 10//RG|NOM//nummod//60 kap.//NN|AN//nmod//62 1//RG|NOM//nummod//62 §//NN|AN//obl//57 och//KN//cc//65 2//RG|NOM//nummod//65 §//NN|AN//conj//62 första//RO|NOM//amod//69 och//KN//cc//68 andra//RO|NOM//conj//66 styckena//NN|NEU|PLU|DEF|NOM//conj//62 ,//MID//punct//69 3//RG|NOM//nummod//51 .//MAD//punct//3
1 Förslag till lag om ändring i sjölagen (1994:1009) / 9 kap. Om ansvarsbegränsning;en//DT|UTR|SIN|IND//det//74 fordran//NN|UTR|SIN|IND|NOM//appos//3 som//HP|-|-|-//nsubj//77 är//VB|PRS|AKT//aux:pass//77 underkastad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//74 en//DT|UTR|SIN|IND//det//80 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//80 konvention//NN|UTR|SIN|IND|NOM//obj//77 eller//KN//cc//84 en//DT|UTR|SIN|IND//det//84 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//84 lag//NN|UTR|SIN|IND|NOM//conj//80 som//HP|-|-|-//nsubj//86 reglerar//VB|PRS|AKT//acl:relcl//84 eller//KN//cc//88 förbjuder//VB|PRS|AKT//conj//86 begränsning//NN|UTR|SIN|IND|NOM//obj//88 av//PP//case//91 ansvarighet//NN|UTR|SIN|IND|NOM//nmod//89 för//PP//case//93 atomskada//NN|UTR|SIN|IND|NOM//obl//88 ,//MID//punct//93 4//RG|NOM//nummod//93 .//MAD//punct//3
1 Förslag till lag om ändring i sjölagen (1994:1009) / 9 kap. Om ansvarsbegränsning;en//DT|UTR|SIN|IND//det//98 fordran//NN|UTR|SIN|IND|NOM//conj//3 med//PP//case//100 anledning//NN|UTR|SIN|IND|NOM//nmod//98 av//PP//case//102 atomskada//NN|UTR|SIN|IND|NOM//nmod//100 orsakad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//98 av//PP//case//105 atomfartyg//NN|NEU|PLU|IND|NOM//obl//103 ,//MID//punct//105 5//RG|NOM//conj//103 .//MAD//punct//3
1 Förslag till lag om ändring i sjölagen (1994:1009) / 9 kap. Om ansvarsbegränsning;en//DT|UTR|SIN|IND//det//110 fordran//NN|UTR|SIN|IND|NOM//conj//3 med//PP//case//112 anledning//NN|UTR|SIN|IND|NOM//nmod//110 av//PP//case//114 skada//NN|UTR|SIN|IND|NOM//nmod//112 som//HP|-|-|-//nsubj//117 har//VB|PRS|AKT//aux//117 drabbat//VB|SUP|AKT//acl:relcl//114 en//DT|UTR|SIN|IND//det//119 lots//NN|UTR|SIN|IND|NOM//obj//117 eller//KN//cc//121 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//119 som//HP|-|-|-//nsubj//124 är//VB|PRS|AKT//cop//124 anställd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//121 hos//PP//case//126 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//124 som//HP|-|-|-//nsubj:pass//128 avses//VB|PRS|SFO//acl:relcl//126 i//PP//case//131 1//RG|NOM//nummod//131 §//NN|AN//obl//128 första//RO|NOM//amod//133 stycket//NN|NEU|SIN|DEF|NOM//nmod//131 och//KN//cc//137 vars//HS|DEF//nmod:poss//136 skyldighet//NN|UTR|SIN|IND|NOM//nsubj//137 står//VB|PRS|AKT//conj//128 i//PP//advmod//137 samband//NN|NEU|SIN|IND|NOM//fixed//138 med//PP//case//142 fartygets//NN|NEU|SIN|DEF|GEN//nmod:poss//142 drift//NN|UTR|SIN|IND|NOM//obl//137 eller//KN//cc//145 med//PP//case//145 bärgningen//NN|UTR|SIN|DEF|NOM//conj//142 ,//MID//punct//110 och//KN//cc//148 5//RG|NOM//conj//110 .//MAD//punct//3
1 Förslag till lag om ändring i sjölagen (1994:1009) / 9 kap. Om ansvarsbegränsning;en//DT|UTR|SIN|IND//det//151 fordran//NN|UTR|SIN|IND|NOM//conj//3 med//PP//case//153 anledning//NN|UTR|SIN|IND|NOM//nmod//151 av//PP//case//155 skada//NN|UTR|SIN|IND|NOM//nmod//153 som//HP|-|-|-//nsubj//158 har//VB|PRS|AKT//aux//158 drabbat//VB|SUP|AKT//acl:relcl//155 en//DT|UTR|SIN|IND//det//160 lots//NN|UTR|SIN|IND|NOM//obj//158 eller//KN//cc//162 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//160 som//HP|-|-|-//nsubj//165 är//VB|PRS|AKT//cop//165 anställd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//162 hos//PP//case//167 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//165 som//HP|-|-|-//nsubj:pass//169 avses//VB|PRS|SFO//acl:relcl//167 i//PP//case//172 1//RG|NOM//nummod//172 §//NN|AN//obl//169 första//RO|NOM//amod//174 stycket//NN|NEU|SIN|DEF|NOM//nmod//172 och//KN//cc//178 vars//HS|DEF//nmod:poss//177 skyldighet//NN|UTR|SIN|IND|NOM//nsubj//178 står//VB|PRS|AKT//conj//169 i//PP//advmod//178 samband//NN|NEU|SIN|IND|NOM//fixed//179 med//PP//case//183 fartygets//NN|NEU|SIN|DEF|GEN//nmod:poss//183 drift//NN|UTR|SIN|IND|NOM//obl//178 eller//KN//cc//186 med//PP//case//186 bärgningen//NN|UTR|SIN|DEF|NOM//conj//183 ,//MID//punct//186 6//RG|NOM//nummod//186 .//MAD//punct//3
1 Förslag till lag om ändring i sjölagen (1994:1009) / 9 kap. Om ansvarsbegränsning;en//DT|UTR|SIN|IND//det//191 fordran//NN|UTR|SIN|IND|NOM//appos//3 på//PP//case//193 ränta//NN|UTR|SIN|IND|NOM//nmod//191 eller//KN//cc//195 ersättning//NN|UTR|SIN|IND|NOM//conj//193 för//PP//case//197 rättegångskostnader//NN|UTR|PLU|IND|NOM//nmod//191 .//MAD//punct//191
1 Förslag till lag om ändring i sjölagen (1994:1009) / 9 kap. Om ansvarsbegränsning;6//RG|NOM//nummod//191 .//MAD//punct//3
1 Förslag till lag om ändring i sjölagen (1994:1009) / 9 kap. Om ansvarsbegränsning;en//DT|UTR|SIN|IND//det//202 fordran//NN|UTR|SIN|IND|NOM//appos//3 på//PP//case//204 ränta//NN|UTR|SIN|IND|NOM//nmod//202 eller//KN//cc//206 ersättning//NN|UTR|SIN|IND|NOM//conj//204 för//PP//case//208 rättegångskostnader//NN|UTR|PLU|IND|NOM//nmod//202 ,//MID//punct//202  //_SP////209 och//KN//cc//212 7//RG|NOM//conj//209 .//MAD//punct//3
1 Förslag till lag om ändring i sjölagen (1994:1009) / 9 kap. Om ansvarsbegränsning;en//DT|UTR|SIN|IND//det//215 fordran//NN|UTR|SIN|IND|NOM//nsubj:pass//220 med//PP//case//217 anledning//NN|UTR|SIN|IND|NOM//nmod//215 av//PP//case//219 skada//NN|UTR|SIN|IND|NOM//nmod//217 orsakad//PC|PRF|UTR|SIN|IND|NOM//parataxis//3 av//PP//case//225 farliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//225 och//KN//cc//224 skadliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//222 ämnen//NN|NEU|PLU|IND|NOM//obl:agent//220 som//HP|-|-|-//nsubj:pass//227 omfattas//VB|PRS|SFO//acl:relcl//225 av//PP//case//232 11//RG|NOM//nummod//230 kap.//NN|AN//nmod//232 1//RG|NOM//nummod//232 §//NN|AN//obl:agent//227 och//KN//cc//235 2//RG|NOM//nummod//235 §//NN|AN//conj//232 första//RO|NOM//amod//239 och//KN//cc//238 andra//RO|NOM//conj//236 styckena//NN|NEU|PLU|DEF|NOM//obl//227 .//MAD//punct//3

