Utvärdering av utvecklingssamarbetet med Central- och Östeuropa;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 tillsatte//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 31//RG|NOM//nummod//4 maj//NN|UTR|SIN|IND|NOM//obj//1 2000//RG|NOM//nummod//4 en//DT|UTR|SIN|IND//det//7 Utredning//NN|UTR|SIN|IND|NOM//obj//1 om//PP//case//9 samarbetet//NN|NEU|SIN|DEF|NOM//nmod//7 med//PP//case//11 Central-//PM|SMS//nmod//9 och//KN//cc//13 Östeuropa//PM|NOM//conj//11 ,//MID//punct//11 Dir//NN|AN//conj//11 .//MAD//punct//1
ORD- OCH FÖRKORTNINGSLISTA;MDKK//NN|AN//case//2 miljoner//NN|UTR|PLU|IND|NOM//nmod//2 Euro//NN|AN//ROOT//2
ORD- OCH FÖRKORTNINGSLISTA;MEUR//NN|AN//discourse//3 miljoner//NN|UTR|PLU|IND|NOM//nmod//3 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 kronor//NN|UTR|PLU|IND|NOM//ROOT//3
ORD- OCH FÖRKORTNINGSLISTA;MSEK//NN|NEU|SIN|IND|NOM//ROOT//0
ORD- OCH FÖRKORTNINGSLISTA;Nordiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//1 miljöfinanseringsbolaget//NN|NEU|SIN|DEF|NOM//ROOT//1
ORD- OCH FÖRKORTNINGSLISTA;NEFCO//PM|NOM//ROOT//0

Säkerhetssamarbetet fortsätter att ha sin tyngdpunkt i Baltikum. Det har dels inneburit ett fortsatt samarbete inom bl.a. gränsskydd, brottsförebyggande och icke-spridning av kärnmaterial. Dels har det också kunnat utnyttja den nyss beslutade förbandsnedläggningen i Sverige till att genom en omfattande insats av försvarsmateriel stödja försvarskapaciteten i de baltiska länderna. Den insatsen bedöms i utvärderingen som metodologiskt ovanligt intressant – hög relevans i ländernas nuvarande utvecklingsfas, positiva effekter på deras försvarskapacitet, förstärkta grannlandsrelationer, och hushållning med materiella resurser. Kärnämneskontrollsamarbetet har hög relevans för utvecklingen. Ett flertal andra givare med större resurser är dock aktiva på området. Handläggningen av insatserna på säkerhetsområdet har under perioden börjat överföras från UD till Sida. Överföringen välkomnas. Den minskar antalet myndighetsfunktioner inom UD, samtidigt som Sida är en mer kompetent motpart till de svenska genomförarna av insatserna. De senare har nu bl.a. börjat inkorporera etablerade metoder för beredning och rapportering kring internationellt utvecklingssamarbete. Några av dem påtalar dock att överföringen till Sida resulterat i långsammare beslut. Den återstående hanteringen inom UD synes också ha stramats upp, bl.a. genom att;Säkerhetssamarbetet//NN|NEU|SIN|DEF|NOM//nsubj//2  //_SP////0 fortsätter//VB|PRS|AKT//ROOT//2 att//IE//mark//4 ha//VB|INF|AKT//xcomp//2 sin//PS|UTR|SIN|DEF//nmod:poss//6 tyngdpunkt//NN|UTR|SIN|IND|NOM//obj//4 i//PP//case//8 Baltikum//PM|NOM//obl//4 .//MAD//punct//2
Säkerhetssamarbetet fortsätter att ha sin tyngdpunkt i Baltikum. Det har dels inneburit ett fortsatt samarbete inom bl.a. gränsskydd, brottsförebyggande och icke-spridning av kärnmaterial. Dels har det också kunnat utnyttja den nyss beslutade förbandsnedläggningen i Sverige till att genom en omfattande insats av försvarsmateriel stödja försvarskapaciteten i de baltiska länderna. Den insatsen bedöms i utvärderingen som metodologiskt ovanligt intressant – hög relevans i ländernas nuvarande utvecklingsfas, positiva effekter på deras försvarskapacitet, förstärkta grannlandsrelationer, och hushållning med materiella resurser. Kärnämneskontrollsamarbetet har hög relevans för utvecklingen. Ett flertal andra givare med större resurser är dock aktiva på området. Handläggningen av insatserna på säkerhetsområdet har under perioden börjat överföras från UD till Sida. Överföringen välkomnas. Den minskar antalet myndighetsfunktioner inom UD, samtidigt som Sida är en mer kompetent motpart till de svenska genomförarna av insatserna. De senare har nu bl.a. börjat inkorporera etablerade metoder för beredning och rapportering kring internationellt utvecklingssamarbete. Några av dem påtalar dock att överföringen till Sida resulterat i långsammare beslut. Den återstående hanteringen inom UD synes också ha stramats upp, bl.a. genom att;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//13 har//VB|PRS|AKT//aux//13 dels//KN//advmod//13 inneburit//VB|SUP|AKT//parataxis//2 ett//DT|NEU|SIN|IND//det//16 fortsatt//PC|PRF|NEU|SIN|IND|NOM//amod//16 samarbete//NN|NEU|SIN|IND|NOM//obj//13 inom//PP//case//19 bl.a.//AB|AN//advmod//19 gränsskydd//NN|NEU|SIN|IND|NOM//obl//13 ,//MID//punct//21 brottsförebyggande//NN|NEU|SIN|IND|NOM//conj//19 och//KN//cc//23 icke-spridning//NN|UTR|SIN|IND|NOM//conj//19 av//PP//case//25 kärnmaterial//NN|NEU|SIN|IND|NOM//nmod//23 .//MAD//punct//13
Säkerhetssamarbetet fortsätter att ha sin tyngdpunkt i Baltikum. Det har dels inneburit ett fortsatt samarbete inom bl.a. gränsskydd, brottsförebyggande och icke-spridning av kärnmaterial. Dels har det också kunnat utnyttja den nyss beslutade förbandsnedläggningen i Sverige till att genom en omfattande insats av försvarsmateriel stödja försvarskapaciteten i de baltiska länderna. Den insatsen bedöms i utvärderingen som metodologiskt ovanligt intressant – hög relevans i ländernas nuvarande utvecklingsfas, positiva effekter på deras försvarskapacitet, förstärkta grannlandsrelationer, och hushållning med materiella resurser. Kärnämneskontrollsamarbetet har hög relevans för utvecklingen. Ett flertal andra givare med större resurser är dock aktiva på området. Handläggningen av insatserna på säkerhetsområdet har under perioden börjat överföras från UD till Sida. Överföringen välkomnas. Den minskar antalet myndighetsfunktioner inom UD, samtidigt som Sida är en mer kompetent motpart till de svenska genomförarna av insatserna. De senare har nu bl.a. börjat inkorporera etablerade metoder för beredning och rapportering kring internationellt utvecklingssamarbete. Några av dem påtalar dock att överföringen till Sida resulterat i långsammare beslut. Den återstående hanteringen inom UD synes också ha stramats upp, bl.a. genom att;Dels//KN//advmod//32 har//VB|PRS|AKT//aux//32 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 också//AB//advmod//32 kunnat//VB|SUP|AKT//aux//32 utnyttja//VB|INF|AKT//parataxis//13 den//DT|UTR|SIN|DEF//obj//32 nyss//AB//advmod//35 beslutade//PC|PRF|UTR/NEU|SIN|DEF|NOM//xcomp//32 förbandsnedläggningen//NN|UTR|SIN|DEF|NOM//obj//35 i//PP//case//38 Sverige//PM|NOM//obl//35 till//PP//mark//47 att//IE//mark//47 genom//PP//case//44 en//DT|UTR|SIN|IND//det//44 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 insats//NN|UTR|SIN|IND|NOM//obl//47 av//PP//case//46 försvarsmateriel//NN|UTR|SIN|IND|NOM//nmod//44 stödja//VB|INF|AKT//advcl//35 försvarskapaciteten//NN|UTR|SIN|DEF|NOM//obj//47 i//PP//case//52 de//DT|UTR/NEU|PLU|DEF//det//52 baltiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 länderna//NN|NEU|PLU|DEF|NOM//nmod//48 .//MAD//punct//56
Säkerhetssamarbetet fortsätter att ha sin tyngdpunkt i Baltikum. Det har dels inneburit ett fortsatt samarbete inom bl.a. gränsskydd, brottsförebyggande och icke-spridning av kärnmaterial. Dels har det också kunnat utnyttja den nyss beslutade förbandsnedläggningen i Sverige till att genom en omfattande insats av försvarsmateriel stödja försvarskapaciteten i de baltiska länderna. Den insatsen bedöms i utvärderingen som metodologiskt ovanligt intressant – hög relevans i ländernas nuvarande utvecklingsfas, positiva effekter på deras försvarskapacitet, förstärkta grannlandsrelationer, och hushållning med materiella resurser. Kärnämneskontrollsamarbetet har hög relevans för utvecklingen. Ett flertal andra givare med större resurser är dock aktiva på området. Handläggningen av insatserna på säkerhetsområdet har under perioden börjat överföras från UD till Sida. Överföringen välkomnas. Den minskar antalet myndighetsfunktioner inom UD, samtidigt som Sida är en mer kompetent motpart till de svenska genomförarna av insatserna. De senare har nu bl.a. börjat inkorporera etablerade metoder för beredning och rapportering kring internationellt utvecklingssamarbete. Några av dem påtalar dock att överföringen till Sida resulterat i långsammare beslut. Den återstående hanteringen inom UD synes också ha stramats upp, bl.a. genom att;Den//DT|UTR|SIN|DEF//det//55 insatsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//56 bedöms//VB|PRS|SFO//parataxis//13 i//PP//case//58 utvärderingen//NN|UTR|SIN|DEF|NOM//obl//56 som//KN//mark//62 metodologiskt//AB|POS//advmod//62 ovanligt//AB|POS//advmod//62 intressant//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//58 –//MID//punct//62 hög//JJ|POS|UTR|SIN|IND|NOM//amod//65 relevans//NN|UTR|SIN|IND|NOM//appos//62 i//PP//case//69 ländernas//NN|NEU|PLU|DEF|GEN//nmod:poss//69 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 utvecklingsfas//NN|UTR|SIN|IND|NOM//nmod//65 ,//MID//punct//72 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 effekter//NN|UTR|PLU|IND|NOM//conj//69 på//PP//case//75 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//75 försvarskapacitet//NN|UTR|SIN|IND|NOM//nmod//72 ,//MID//punct//78 förstärkta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//78 grannlandsrelationer//NN|UTR|PLU|IND|NOM//conj//69 ,//MID//punct//81 och//KN//cc//81 hushållning//NN|UTR|SIN|IND|NOM//conj//13 med//PP//case//84 materiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 resurser//NN|UTR|PLU|IND|NOM//nmod//81 .//MID//punct//13
Säkerhetssamarbetet fortsätter att ha sin tyngdpunkt i Baltikum. Det har dels inneburit ett fortsatt samarbete inom bl.a. gränsskydd, brottsförebyggande och icke-spridning av kärnmaterial. Dels har det också kunnat utnyttja den nyss beslutade förbandsnedläggningen i Sverige till att genom en omfattande insats av försvarsmateriel stödja försvarskapaciteten i de baltiska länderna. Den insatsen bedöms i utvärderingen som metodologiskt ovanligt intressant – hög relevans i ländernas nuvarande utvecklingsfas, positiva effekter på deras försvarskapacitet, förstärkta grannlandsrelationer, och hushållning med materiella resurser. Kärnämneskontrollsamarbetet har hög relevans för utvecklingen. Ett flertal andra givare med större resurser är dock aktiva på området. Handläggningen av insatserna på säkerhetsområdet har under perioden börjat överföras från UD till Sida. Överföringen välkomnas. Den minskar antalet myndighetsfunktioner inom UD, samtidigt som Sida är en mer kompetent motpart till de svenska genomförarna av insatserna. De senare har nu bl.a. börjat inkorporera etablerade metoder för beredning och rapportering kring internationellt utvecklingssamarbete. Några av dem påtalar dock att överföringen till Sida resulterat i långsammare beslut. Den återstående hanteringen inom UD synes också ha stramats upp, bl.a. genom att;Kärnämneskontrollsamarbetet//NN|NEU|SIN|DEF|NOM//nsubj//87 har//VB|PRS|AKT//parataxis//13 hög//JJ|POS|UTR|SIN|IND|NOM//amod//89 relevans//NN|UTR|SIN|IND|NOM//obj//87 för//PP//case//91 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//87 .//MAD//punct//13
Säkerhetssamarbetet fortsätter att ha sin tyngdpunkt i Baltikum. Det har dels inneburit ett fortsatt samarbete inom bl.a. gränsskydd, brottsförebyggande och icke-spridning av kärnmaterial. Dels har det också kunnat utnyttja den nyss beslutade förbandsnedläggningen i Sverige till att genom en omfattande insats av försvarsmateriel stödja försvarskapaciteten i de baltiska länderna. Den insatsen bedöms i utvärderingen som metodologiskt ovanligt intressant – hög relevans i ländernas nuvarande utvecklingsfas, positiva effekter på deras försvarskapacitet, förstärkta grannlandsrelationer, och hushållning med materiella resurser. Kärnämneskontrollsamarbetet har hög relevans för utvecklingen. Ett flertal andra givare med större resurser är dock aktiva på området. Handläggningen av insatserna på säkerhetsområdet har under perioden börjat överföras från UD till Sida. Överföringen välkomnas. Den minskar antalet myndighetsfunktioner inom UD, samtidigt som Sida är en mer kompetent motpart till de svenska genomförarna av insatserna. De senare har nu bl.a. börjat inkorporera etablerade metoder för beredning och rapportering kring internationellt utvecklingssamarbete. Några av dem påtalar dock att överföringen till Sida resulterat i långsammare beslut. Den återstående hanteringen inom UD synes också ha stramats upp, bl.a. genom att;Ett//DT|NEU|SIN|IND//det//94 flertal//NN|NEU|SIN|IND|NOM//nmod//96 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 givare//NN|UTR|PLU|IND|NOM//nsubj//102 med//PP//case//99 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//99 resurser//NN|UTR|PLU|IND|NOM//nmod//96 är//VB|PRS|AKT//cop//102 dock//AB//advmod//102 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//13 på//PP//case//104 området//NN|NEU|SIN|DEF|NOM//obl//102 .//MAD//punct//13
Säkerhetssamarbetet fortsätter att ha sin tyngdpunkt i Baltikum. Det har dels inneburit ett fortsatt samarbete inom bl.a. gränsskydd, brottsförebyggande och icke-spridning av kärnmaterial. Dels har det också kunnat utnyttja den nyss beslutade förbandsnedläggningen i Sverige till att genom en omfattande insats av försvarsmateriel stödja försvarskapaciteten i de baltiska länderna. Den insatsen bedöms i utvärderingen som metodologiskt ovanligt intressant – hög relevans i ländernas nuvarande utvecklingsfas, positiva effekter på deras försvarskapacitet, förstärkta grannlandsrelationer, och hushållning med materiella resurser. Kärnämneskontrollsamarbetet har hög relevans för utvecklingen. Ett flertal andra givare med större resurser är dock aktiva på området. Handläggningen av insatserna på säkerhetsområdet har under perioden börjat överföras från UD till Sida. Överföringen välkomnas. Den minskar antalet myndighetsfunktioner inom UD, samtidigt som Sida är en mer kompetent motpart till de svenska genomförarna av insatserna. De senare har nu bl.a. börjat inkorporera etablerade metoder för beredning och rapportering kring internationellt utvecklingssamarbete. Några av dem påtalar dock att överföringen till Sida resulterat i långsammare beslut. Den återstående hanteringen inom UD synes också ha stramats upp, bl.a. genom att;Handläggningen//NN|UTR|SIN|DEF|NOM//nsubj//114 av//PP//case//108 insatserna//NN|UTR|PLU|DEF|NOM//nmod//106 på//PP//case//110 säkerhetsområdet//NN|NEU|SIN|DEF|NOM//nmod//108 har//VB|PRS|AKT//aux//114 under//PP//case//113 perioden//NN|UTR|SIN|DEF|NOM//obl//114 börjat//VB|SUP|AKT//parataxis//13 överföras//VB|INF|SFO//xcomp//114 från//PP//case//117 UD//PM|NOM//obl//115 till//PP//case//119 Sida//NN|UTR|SIN|IND|NOM//obl//115 .//MAD//punct//13
Säkerhetssamarbetet fortsätter att ha sin tyngdpunkt i Baltikum. Det har dels inneburit ett fortsatt samarbete inom bl.a. gränsskydd, brottsförebyggande och icke-spridning av kärnmaterial. Dels har det också kunnat utnyttja den nyss beslutade förbandsnedläggningen i Sverige till att genom en omfattande insats av försvarsmateriel stödja försvarskapaciteten i de baltiska länderna. Den insatsen bedöms i utvärderingen som metodologiskt ovanligt intressant – hög relevans i ländernas nuvarande utvecklingsfas, positiva effekter på deras försvarskapacitet, förstärkta grannlandsrelationer, och hushållning med materiella resurser. Kärnämneskontrollsamarbetet har hög relevans för utvecklingen. Ett flertal andra givare med större resurser är dock aktiva på området. Handläggningen av insatserna på säkerhetsområdet har under perioden börjat överföras från UD till Sida. Överföringen välkomnas. Den minskar antalet myndighetsfunktioner inom UD, samtidigt som Sida är en mer kompetent motpart till de svenska genomförarna av insatserna. De senare har nu bl.a. börjat inkorporera etablerade metoder för beredning och rapportering kring internationellt utvecklingssamarbete. Några av dem påtalar dock att överföringen till Sida resulterat i långsammare beslut. Den återstående hanteringen inom UD synes också ha stramats upp, bl.a. genom att;Överföringen//NN|UTR|SIN|DEF|NOM//advmod//122 välkomnas//VB|PRS|SFO//conj//13 .//MAD//punct//13
Säkerhetssamarbetet fortsätter att ha sin tyngdpunkt i Baltikum. Det har dels inneburit ett fortsatt samarbete inom bl.a. gränsskydd, brottsförebyggande och icke-spridning av kärnmaterial. Dels har det också kunnat utnyttja den nyss beslutade förbandsnedläggningen i Sverige till att genom en omfattande insats av försvarsmateriel stödja försvarskapaciteten i de baltiska länderna. Den insatsen bedöms i utvärderingen som metodologiskt ovanligt intressant – hög relevans i ländernas nuvarande utvecklingsfas, positiva effekter på deras försvarskapacitet, förstärkta grannlandsrelationer, och hushållning med materiella resurser. Kärnämneskontrollsamarbetet har hög relevans för utvecklingen. Ett flertal andra givare med större resurser är dock aktiva på området. Handläggningen av insatserna på säkerhetsområdet har under perioden börjat överföras från UD till Sida. Överföringen välkomnas. Den minskar antalet myndighetsfunktioner inom UD, samtidigt som Sida är en mer kompetent motpart till de svenska genomförarna av insatserna. De senare har nu bl.a. börjat inkorporera etablerade metoder för beredning och rapportering kring internationellt utvecklingssamarbete. Några av dem påtalar dock att överföringen till Sida resulterat i långsammare beslut. Den återstående hanteringen inom UD synes också ha stramats upp, bl.a. genom att;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//125 minskar//VB|PRS|AKT//parataxis//13 antalet//NN|NEU|SIN|DEF|NOM//nmod//127 myndighetsfunktioner//NN|UTR|PLU|IND|NOM//nsubj//125 inom//PP//case//129 UD//PM|NOM//nmod//127 ,//MID//punct//127 samtidigt//AB//mark//138 som//HA//fixed//131 Sida//NN|UTR|SIN|IND|NOM//nsubj//138 är//VB|PRS|AKT//cop//138 en//DT|UTR|SIN|IND//det//138 mer//AB|KOM//advmod//137 kompetent//JJ|POS|UTR|SIN|IND|NOM//amod//138 motpart//NN|UTR|SIN|IND|NOM//appos//127 till//PP//case//142 de//DT|UTR/NEU|PLU|DEF//det//142 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//142 genomförarna//NN|UTR|PLU|DEF|NOM//nmod//138 av//PP//case//144 insatserna//NN|UTR|PLU|DEF|NOM//nmod//142 .//MAD//punct//125
Säkerhetssamarbetet fortsätter att ha sin tyngdpunkt i Baltikum. Det har dels inneburit ett fortsatt samarbete inom bl.a. gränsskydd, brottsförebyggande och icke-spridning av kärnmaterial. Dels har det också kunnat utnyttja den nyss beslutade förbandsnedläggningen i Sverige till att genom en omfattande insats av försvarsmateriel stödja försvarskapaciteten i de baltiska länderna. Den insatsen bedöms i utvärderingen som metodologiskt ovanligt intressant – hög relevans i ländernas nuvarande utvecklingsfas, positiva effekter på deras försvarskapacitet, förstärkta grannlandsrelationer, och hushållning med materiella resurser. Kärnämneskontrollsamarbetet har hög relevans för utvecklingen. Ett flertal andra givare med större resurser är dock aktiva på området. Handläggningen av insatserna på säkerhetsområdet har under perioden börjat överföras från UD till Sida. Överföringen välkomnas. Den minskar antalet myndighetsfunktioner inom UD, samtidigt som Sida är en mer kompetent motpart till de svenska genomförarna av insatserna. De senare har nu bl.a. börjat inkorporera etablerade metoder för beredning och rapportering kring internationellt utvecklingssamarbete. Några av dem påtalar dock att överföringen till Sida resulterat i långsammare beslut. Den återstående hanteringen inom UD synes också ha stramats upp, bl.a. genom att;De//DT|UTR/NEU|PLU|DEF//det//147 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//151 har//VB|PRS|AKT//aux//151 nu//AB//advmod//151 bl.a.//AB|AN//advmod//151 börjat//VB|SUP|AKT//parataxis//125 inkorporera//VB|INF|AKT//xcomp//151 etablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//154 metoder//NN|UTR|PLU|IND|NOM//obj//152 för//PP//case//156 beredning//NN|UTR|SIN|IND|NOM//nmod//154 och//KN//cc//158 rapportering//NN|UTR|SIN|IND|NOM//conj//156 kring//PP//case//161 internationellt//JJ|POS|NEU|SIN|IND|NOM//amod//161 utvecklingssamarbete//NN|NEU|SIN|IND|NOM//obl//152 .//MAD//punct//125
Säkerhetssamarbetet fortsätter att ha sin tyngdpunkt i Baltikum. Det har dels inneburit ett fortsatt samarbete inom bl.a. gränsskydd, brottsförebyggande och icke-spridning av kärnmaterial. Dels har det också kunnat utnyttja den nyss beslutade förbandsnedläggningen i Sverige till att genom en omfattande insats av försvarsmateriel stödja försvarskapaciteten i de baltiska länderna. Den insatsen bedöms i utvärderingen som metodologiskt ovanligt intressant – hög relevans i ländernas nuvarande utvecklingsfas, positiva effekter på deras försvarskapacitet, förstärkta grannlandsrelationer, och hushållning med materiella resurser. Kärnämneskontrollsamarbetet har hög relevans för utvecklingen. Ett flertal andra givare med större resurser är dock aktiva på området. Handläggningen av insatserna på säkerhetsområdet har under perioden börjat överföras från UD till Sida. Överföringen välkomnas. Den minskar antalet myndighetsfunktioner inom UD, samtidigt som Sida är en mer kompetent motpart till de svenska genomförarna av insatserna. De senare har nu bl.a. börjat inkorporera etablerade metoder för beredning och rapportering kring internationellt utvecklingssamarbete. Några av dem påtalar dock att överföringen till Sida resulterat i långsammare beslut. Den återstående hanteringen inom UD synes också ha stramats upp, bl.a. genom att;Några//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//166 av//PP//case//165 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//163 påtalar//VB|PRS|AKT//parataxis//125 dock//AB//advmod//166 att//SN//mark//172 överföringen//NN|UTR|SIN|DEF|NOM//nsubj//172 till//PP//case//171 Sida//NN|UTR|SIN|IND|NOM//nmod//169 resulterat//VB|SUP|AKT//ccomp//166 i//PP//case//175 långsammare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//175 beslut//NN|NEU|PLU|IND|NOM//obl//172 .//MAD//punct//166
