Sammanfattning;Nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//1 apoteksmarknadsutredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 haft//VB|SUP|AKT//ROOT//3 i//PP//compound:prt//3 uppdrag//NN|NEU|SIN|IND|NOM//fixed//4 att//IE//punct//3
Maskinell dosdispensering Maskinellt dosdispenserade läkemedel används av 200 000 patienter;Dosdispensering//NN|UTR|SIN|IND|NOM//nsubj:pass//50 används//VB|PRS|SFO//parataxis//23 huvudsakligen//AB//advmod//50 inom//PP//case//53 öppenvården//NN|UTR|SIN|DEF|NOM//obl//50 .//MAD//punct//23
Maskinell dosdispensering Maskinellt dosdispenserade läkemedel används av 200 000 patienter;Patienternas//NN|UTR|PLU|DEF|GEN//nmod:poss//56 läkemedelsförmåner//NN|UTR|PLU|IND|NOM//nsubj//58 är//VB|PRS|AKT//cop//58 desamma//PN|UTR/NEU|PLU|DEF|SUB/OBJ//parataxis//23 oavsett//AB|POS//mark//63 om//SN//mark//63 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//62 läkemedel//NN|NEU|PLU|IND|NOM//nsubj:pass//63 dosdispenseras//VB|PRS|SFO//advcl//58 eller//KN//cc//65 inte//AB//advmod//63 .//MAD//punct//23
Maskinell dosdispensering Maskinellt dosdispenserade läkemedel används av 200 000 patienter;Patienterna//NN|UTR|PLU|DEF|NOM//nsubj//1 behöver//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 betala//VB|INF|AKT//xcomp//1 för//PP//case//6 dosdispenseringen//NN|UTR|SIN|DEF|NOM//obl//4 ,//MID//punct//1 utan//KN//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//10 finansieras//VB|PRS|SFO//advcl//1 av//PP//case//12 landstingen//NN|NEU|PLU|DEF|NOM//obl:agent//10 .//MAD//punct//1
Maskinell dosdispensering Maskinellt dosdispenserade läkemedel används av 200 000 patienter;Bedömning//NN|UTR|SIN|IND|NOM//nsubj:pass//7 av//PP//mark//7 om//SN//case//4 en//DT|UTR|SIN|IND//det//4 patient//NN|UTR|SIN|IND|NOM//obl//7 behöver//VB|PRS|AKT//aux//7 dosläkemedel//NN|NEU|PLU|IND|NOM//nsubj:pass//7 görs//VB|PRS|SFO//ROOT//7 av//PP//case//9 förskrivaren//NN|UTR|SIN|DEF|NOM//obl:agent//7 vid//PP//case//11 förskrivningstillfället//NN|NEU|SIN|DEF|NOM//nmod//9 med//PP//case//13 stöd//NN|NEU|SIN|IND|NOM//nmod//11 av//PP//case//15 riktlinjer//NN|UTR|PLU|IND|NOM//nmod//13 som//HP|-|-|-//nsubj:pass//17 fastställts//VB|SUP|SFO//acl:relcl//11 av//PP//case//19 landstinget//NN|NEU|SIN|DEF|NOM//obl:agent//17 .//MID//punct//7
Maskinell dosdispensering Maskinellt dosdispenserade läkemedel används av 200 000 patienter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 finns//VB|PRS|SFO//parataxis//7 i//PP//advmod//22 dag//NN|UTR|SIN|IND|NOM//fixed//23 cirka//AB//advmod//26 200//RG|NOM//nummod//27 000//RG|NOM//nummod//28 dospatienter//NN|UTR|PLU|IND|NOM//nsubj//22 i//PP//case//30 landet//NN|NEU|SIN|DEF|NOM//nmod//28 som//HP|-|-|-//nsubj//33 regelbundet//AB//nsubj//33 använder//VB|PRS|AKT//acl:relcl//28 dosläkemedel//NN|NEU|PLU|IND|NOM//obj//33 .//MAD//punct//22

Tre dosaktörer på dosmarknaden;Sedan//PP//mark//7 omregleringen//NN|UTR|SIN|DEF|NOM//nsubj//7 av//PP//case//3 apoteksmarknaden//NN|UTR|SIN|DEF|NOM//nmod//1 2009//RG|NOM//nmod//1 är//VB|PRS|AKT//cop//7 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//7 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//25 för//PP//case//10 alla//DT|UTR/NEU|PLU|IND/DEF//det//10 öppenvårdsapotek//NN|NEU|PLU|IND|NOM//obl//7 att//IE//mark//16 efter//PP//case//13 tillstånd//NN|NEU|SIN|IND|NOM//obl//16 från//PP//case//15 Läkemedelsverket//NN|NEU|SIN|DEF|NOM//nmod//13 bedriva//VB|INF|AKT//amod//20 maskinell//JJ|POS|UTR|SIN|IND|NOM//amod//18 dosdispensering//NN|UTR|SIN|IND|NOM//obj//16 .//MAD//punct//16
Tre dosaktörer på dosmarknaden;Öppenvårdsapotek//PM|NOM//obl//7 som//HP|-|-|-//nsubj//22 fått//VB|SUP|AKT//acl:relcl//20 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//24 tillstånd//NN|NEU|SIN|IND|NOM//obj//22 benämns//VB|PRS|SFO//ROOT//25 dosapotek//NN|NEU|SIN|IND|NOM//nsubj:pass//25 .//MAD//punct//25
Tre dosaktörer på dosmarknaden;Dosapotek//PM|NOM//nsubj:pass//29 omfattas//VB|PRS|SFO//parataxis//25 i//PP//case//31 grunden//NN|UTR|SIN|DEF|NOM//obl//29 av//PP//case//34 samma//DT|UTR/NEU|SIN/PLU|IND//det//34 regler//NN|UTR|PLU|IND|NOM//nmod//31 och//KN//cc//36 krav//NN|NEU|PLU|IND|NOM//conj//34 som//KN//mark//39 vanliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 öppenvårdsapotek//NN|NEU|PLU|IND|NOM//obl//29 .//MAD//punct//29
Tre dosaktörer på dosmarknaden;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 dag//NN|UTR|SIN|IND|NOM//fixed//2 tre//RG|NOM//nummod//5 aktörer//NN|UTR|PLU|IND|NOM//nsubj//1 på//PP//case//7 dosmarknaden//NN|UTR|SIN|DEF|NOM//nmod//5 som//HP|-|-|-//nsubj//9 bedriver//VB|PRS|AKT//acl:relcl//5 maskinell//JJ|POS|UTR|SIN|IND|NOM//amod//11 dosdispensering//NN|UTR|SIN|IND|NOM//obj//9 inom//PP//case//13 öppenvården//NN|UTR|SIN|DEF|NOM//nmod//11 ,//MID//punct//5 med//PP//case//17 ett//DT|NEU|SIN|IND//det//17 dosapotek//NN|NEU|SIN|IND|NOM//obl//1 var//VB|PRT|AKT//nummod//1 .//MAD//punct//1
Tre dosaktörer på dosmarknaden;Dosmarknaden//NN|UTR|SIN|DEF|NOM//nsubj//23 är//VB|PRS|AKT//cop//23 en//DT|UTR|SIN|IND//det//23 upphandlingsmarknad//NN|UTR|SIN|IND|NOM//parataxis//1 där//HA//advmod//26 köparna//NN|UTR|PLU|DEF|NOM//nsubj:pass//26 utgörs//VB|PRS|SFO//acl:relcl//23 av//PP//case//30 framför//PP//case//30 allt//PN|NEU|SIN|IND|SUB/OBJ//det//30 landstingen//NN|NEU|PLU|DEF|NOM//obl:agent//26 som//HP|-|-|-//nsubj//32 upphandlar//VB|PRS|AKT//acl:relcl//30 och//KN//cc//34 finansierar//VB|PRS|AKT//conj//32 dostjänsten//NN|UTR|SIN|DEF|NOM//obj//34 till//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 patienter//NN|UTR|PLU|IND|NOM//obl//34 som//HP|-|-|-//obj//41 förskrivarna//NN|UTR|PLU|DEF|NOM//nsubj//41 bedömt//VB|SUP|AKT//acl:relcl//38 ska//VB|PRS|AKT//aux//43 få//VB|INF|AKT//conj//23 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//45 läkemedel//NN|NEU|PLU|IND|NOM//obj//43 dosdispenserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//43 .//MAD//punct//23

Maskinell dosdispensering tillför nytta utifrån flera olika perspektiv och efterfrågan på dostjänsten bedöms öka;Maskinell//JJ|POS|UTR|SIN|IND|NOM//amod//1 dosdispensering//NN|UTR|SIN|IND|NOM//nsubj//2 tillför//VB|PRS|AKT//ROOT//2 nytta//NN|UTR|SIN|IND|NOM//obj//2 utifrån//PP//case//7 såväl//KN//advmod//7 ett//DT|NEU|SIN|IND//det//7 patient-//NN|NEU|-|-|SMS//obl//2 ,//MID//punct//7 resurssom//SN//mark//10 miljöperspektiv//NN|NEU|SIN|IND|NOM//appos//7 ,//MID//punct//13 och//KN//cc//13 efterfrågas//VB|PRS|SFO//conj//2 av//PP//case//17 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//17 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 intressenter//NN|UTR|PLU|IND|NOM//obl:agent//13 .//MAD//punct//13
Maskinell dosdispensering tillför nytta utifrån flera olika perspektiv och efterfrågan på dostjänsten bedöms öka;Nyttan//NN|UTR|SIN|DEF|NOM//nsubj//20 består//VB|PRS|AKT//conj//2 bland//PP//advmod//20 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//21 i//PP//mark//26 att//SN//mark//26 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 underlättar//VB|PRS|AKT//advcl//20 för//PP//case//28 patienterna//NN|UTR|PLU|DEF|NOM//obl//26 att//IE//mark//30 ta//VB|INF|AKT//acl//28 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//32 läkemedel//NN|NEU|PLU|IND|NOM//obj//30 och//KN//cc//34 följa//VB|INF|AKT//conj//30 ordinerad//PC|PRF|UTR|SIN|IND|NOM//amod//36 läkemedelsbehandling//NN|UTR|SIN|IND|NOM//obj//34 ,//MID//punct//43 men//KN//cc//43 också//AB//advmod//43 i//PP//mark//43 att//SN//mark//43 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//43 skapar//VB|PRS|AKT//conj//20 tidsvinster//NN|UTR|PLU|IND|NOM//obj//43 för//PP//case//46 vårdpersonal//NN|UTR|SIN|IND|NOM//nmod//44 och//KN//cc//48 leder//VB|PRS|AKT//conj//43 till//PP//case//51 minskad//PC|PRF|UTR|SIN|IND|NOM//amod//51 kassation//NN|UTR|SIN|IND|NOM//obl//48 av//PP//case//53 läkemedel//NN|NEU|PLU|IND|NOM//nmod//51 .//MAD//punct//20
Maskinell dosdispensering tillför nytta utifrån flera olika perspektiv och efterfrågan på dostjänsten bedöms öka;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1 att//SN//mark//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 finns//VB|PRS|SFO//ccomp//1 ett//DT|NEU|SIN|IND//det//6 behov//NN|NEU|SIN|IND|NOM//nsubj//4 av//PP//case//20 ,//MID//punct//4 och//KN//cc//14 efterfrågan//NN|UTR|SIN|DEF|NOM//nsubj//14 på//PP//nmod//10 ,//MID//punct//14 maskinellt//AB|POS//advmod//14 dosdispenserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//4 läkemedel//NN|NEU|PLU|IND|NOM//obj//14 i//PP//advmod//14 dag//NN|UTR|SIN|IND|NOM//fixed//16 och//KN//cc//20 i//PP//case//20 framtiden//NN|UTR|SIN|DEF|NOM//obl//14 och//KN//cc//28 att//SN//mark//28 behovet//NN|NEU|SIN|DEF|NOM//nsubj//28 och//KN//cc//25 efterfrågan//NN|UTR|SIN|DEF|NOM//conj//23 kommer//VB|PRS|AKT//aux//28 att//IE//mark//28 öka//VB|INF|AKT//conj//4 .//MAD//punct//1
Maskinell dosdispensering tillför nytta utifrån flera olika perspektiv och efterfrågan på dostjänsten bedöms öka;I//PP//advmod//2 dag//NN|UTR|SIN|IND|NOM//fixed//0 är//VB|PRS|AKT//cop//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 landstingen//NN|NEU|PLU|DEF|NOM//ROOT//4 som//HP|-|-|-//nsubj//6 upphandlar//VB|PRS|AKT//acl:cleft//4 och//KN//cc//8 finansierar//VB|PRS|AKT//conj//6 maskinell//JJ|POS|UTR|SIN|IND|NOM//amod//10 dosdispensering//NN|UTR|SIN|IND|NOM//obj//8 ,//MID//punct//18 trots//PP//mark//18 att//SN//mark//18 både//KN//cc//15 landsting//NN|NEU|PLU|IND|NOM//nsubj//18 och//KN//cc//17 kommuner//NN|UTR|PLU|IND|NOM//conj//15 drar//VB|PRS|AKT//conj//4 nytta//NN|UTR|SIN|IND|NOM//obj//18 av//PP//compound:prt//18 och//KN//cc//23 kan//VB|PRS|AKT//aux//23 anses//VB|INF|SFO//conj//18 ha//VB|INF|AKT//xcomp//23 ett//DT|NEU|SIN|IND//det//26 ansvar//NN|NEU|SIN|IND|NOM//obj//24 för//PP//case//28 tjänsten//NN|UTR|SIN|DEF|NOM//nmod//26 .//MAD//punct//4
Maskinell dosdispensering tillför nytta utifrån flera olika perspektiv och efterfrågan på dostjänsten bedöms öka;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//31 anser//VB|PRS|AKT//parataxis//4 att//SN//mark//47 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 fördelning//NN|UTR|SIN|IND|NOM//nsubj//47 av//PP//case//36 kostnader//NN|UTR|PLU|IND|NOM//nmod//34 mellan//PP//case//38 landsting//NN|NEU|PLU|IND|NOM//nmod//36 och//KN//cc//40 kommuner//NN|UTR|PLU|IND|NOM//conj//38 för//PP//case//42 finansiering//NN|UTR|SIN|IND|NOM//nmod//40 av//PP//case//44 dostjänsten//NN|UTR|SIN|DEF|NOM//nmod//42 ,//MID//punct//34 inte//AB//advmod//47 speglar//VB|PRS|AKT//ccomp//31 nyttan//NN|UTR|SIN|DEF|NOM//obj//47 och//KN//cc//50 ansvaret//NN|NEU|SIN|DEF|NOM//conj//48 .//MAD//punct//4

Problem, risker och utmaningar när det gäller marknaden och regelverket för maskinell dosdispensering;De//DT|UTR/NEU|PLU|DEF//det//1 regelverk//NN|NEU|PLU|IND|NOM//nsubj//10 och//KN//cc//4 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 förutsättningar//NN|UTR|PLU|IND|NOM//conj//1 som//HP|-|-|-//nsubj//6 gäller//VB|PRS|AKT//acl:relcl//4 för//PP//case//9 maskinell//JJ|POS|UTR|SIN|IND|NOM//amod//9 dosdispensering//NN|UTR|SIN|IND|NOM//obl//6 gör//VB|PRS|AKT//ROOT//10 dosverksamheten//NN|UTR|SIN|DEF|NOM//nsubj//10 och//KN//cc//13 dosmarknaden//NN|UTR|SIN|DEF|NOM//conj//11 komplex//JJ|POS|UTR|SIN|IND|NOM//xcomp//10 .//MAD//punct//10
Problem, risker och utmaningar när det gäller marknaden och regelverket för maskinell dosdispensering;Exempel//NN|NEU|PLU|IND|NOM//obj//10 på//PP//case//18 problem//NN|NEU|PLU|IND|NOM//nmod//16 och//KN//cc//20 risker//NN|UTR|PLU|IND|NOM//conj//18 på//PP//case//22 dosmarknaden//NN|UTR|SIN|DEF|NOM//nmod//20 som//HP|-|-|-//obj//25 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//25 identifierat//VB|SUP|AKT//acl:relcl//16 är//VB|PRS|AKT//cop//16 ://MAD//punct//10
Problem, risker och utmaningar när det gäller marknaden och regelverket för maskinell dosdispensering;•//NN|UTR|SIN|IND|NOM//case//2 Begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//2 marknadsutveckling//NN|UTR|SIN|IND|NOM//ROOT//2 .//MAD//punct//2
Problem, risker och utmaningar när det gäller marknaden och regelverket för maskinell dosdispensering;•//NN|UTR|SIN|IND|NOM//case//2 Otydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 kostnader//NN|UTR|PLU|IND|NOM//ROOT//2 för//PP//case//5 maskinell//JJ|POS|UTR|SIN|IND|NOM//amod//5 dosdispensering//NN|UTR|SIN|IND|NOM//nmod//2 .//MAD//punct//2
Problem, risker och utmaningar när det gäller marknaden och regelverket för maskinell dosdispensering;•//NN|UTR|SIN|IND|NOM//case//1 Risker//NN|UTR|PLU|IND|NOM//obl//2 kopplat//PC|PRF|NEU|SIN|IND|NOM//ROOT//2 till//PP//case//4 kontinuitet//NN|UTR|SIN|IND|NOM//obl//2 och//KN//cc//6 beredskap//NN|UTR|SIN|IND|NOM//conj//4 .//MAD//punct//2
Problem, risker och utmaningar när det gäller marknaden och regelverket för maskinell dosdispensering;•//NN|UTR|SIN|IND|NOM//case//1 Problem//NN|NEU|PLU|IND|NOM//nsubj//2 kopplat//PC|PRF|NEU|SIN|IND|NOM//ROOT//2 till//PP//case//4 upphandling//NN|UTR|SIN|IND|NOM//obl//2 av//PP//case//7 maskinell//JJ|POS|UTR|SIN|IND|NOM//amod//7 dosdispensering//NN|UTR|SIN|IND|NOM//nmod//4 .//MAD//punct//2
Problem, risker och utmaningar när det gäller marknaden och regelverket för maskinell dosdispensering;I//PP//case//1 betänkandet//NN|NEU|SIN|DEF|NOM//obl//2 analyserar//VB|PRS|AKT//ROOT//2 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 bland//PP//case//7 annat//PN|NEU|SIN|IND|SUB/OBJ//amod//7 dessa//DT|UTR/NEU|PLU|DEF//det//7 frågor//NN|UTR|PLU|IND|NOM//obl//2 ,//MID//punct//10 samt//KN//cc//10 lämnar//VB|PRS|AKT//conj//2 förslag//NN|NEU|PLU|IND|NOM//obj//10 och//KN//cc//13 gör//VB|PRS|AKT//conj//10 ett//DT|NEU|SIN|IND//det//15 antal//NN|NEU|SIN|IND|NOM//nmod//16 bedömningar//NN|UTR|PLU|IND|NOM//obj//13 av//PP//case//18 betydelse//NN|UTR|SIN|IND|NOM//nmod//16 för//PP//case//20 marknaden//NN|UTR|SIN|DEF|NOM//nmod//18 och//KN//cc//22 regelverket//NN|NEU|SIN|DEF|NOM//conj//18 för//PP//case//25 maskinell//JJ|POS|UTR|SIN|IND|NOM//amod//25 dosdispensering//NN|UTR|SIN|IND|NOM//nmod//22 .//MAD//punct//2

Dagens pris- och ersättningsmodell för maskinell dosdispensering behöver förändras;Dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 pris-//NN|NEU|-|-|SMS//nsubj//7 och//KN//cc//3 ersättningsmodell//NN|UTR|SIN|IND|NOM//conj//1 är//VB|PRS|AKT//cop//7 i//PP//case//6 grunden//NN|UTR|SIN|DEF|NOM//obl//7 densamma//PN|UTR|SIN|DEF|SUB/OBJ//ROOT//7 för//PP//case//9 läkemedel//NN|NEU|PLU|IND|NOM//obl//7 som//HP|-|-|-//nsubj:pass//11 dosdispenseras//VB|PRS|SFO//acl:relcl//9 maskinellt//AB|POS//advmod//11 som//KN//case//15 för//PP//case//15 läkemedel//NN|NEU|PLU|IND|NOM//obl//11 som//HP|-|-|-//nsubj:pass//18 inte//AB//advmod//18 dosdispenseras//VB|PRS|SFO//acl:relcl//15 (//PAD//punct//20 helförpackningar//NN|UTR|PLU|IND|NOM//appos//18 )//PAD//punct//20 .//MAD//punct//7
Dagens pris- och ersättningsmodell för maskinell dosdispensering behöver förändras;Modellen//NN|UTR|SIN|DEF|NOM//nsubj//27 är//VB|PRS|AKT//cop//27 emellertid//AB//advmod//27 inte//AB//advmod//27 anpassad//PC|PRF|UTR|SIN|IND|NOM//conj//7 till//PP//case//29 förutsättningarna//NN|UTR|PLU|DEF|NOM//obl//27 vid//PP//case//31 dosdispensering//NN|UTR|SIN|IND|NOM//nmod//29 ,//MID//punct//34 vilket//HP|NEU|SIN|IND//nsubj//34 leder//VB|PRS|AKT//acl:relcl//31 till//PP//case//37 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//37 problem//NN|NEU|PLU|IND|NOM//obl//34 och//KN//cc//39 risker//NN|UTR|PLU|IND|NOM//conj//37 på//PP//case//41 dosmarknaden//NN|UTR|SIN|DEF|NOM//nmod//39 .//MAD//punct//44
Dagens pris- och ersättningsmodell för maskinell dosdispensering behöver förändras;Ett//DT|NEU|SIN|IND//det//44 exempel//NN|NEU|SIN|IND|NOM//conj//27 på//PP//case//46 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//44 är//VB|PRS|AKT//cop//44 att//SN//mark//51 dosapotek//NN|NEU|SIN|IND|NOM//nsubj//51 kan//VB|PRS|AKT//aux//51 välja//VB|INF|AKT//csubj//44 den//DT|UTR|SIN|DEF//det//53 läkemedelsförpackning//NN|UTR|SIN|IND|NOM//obj//51 som//HP|-|-|-//nsubj//57 genom//PP//case//56 handelsmarginalen//NN|UTR|SIN|DEF|NOM//obl//57 ger//VB|PRS|AKT//acl:relcl//53 störst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//59 intäkter//NN|UTR|PLU|IND|NOM//obj//57 ,//MID//punct//57 i//PP//case//65 stället//NN|NEU|SIN|DEF|NOM//fixed//61 för//PP//fixed//61 den//DT|UTR|SIN|DEF//det//65 förpackning//NN|UTR|SIN|IND|NOM//obl//57 som//HP|-|-|-//nsubj//67 innebär//VB|PRS|AKT//acl:relcl//65 lägst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//69 kostnad//NN|UTR|SIN|IND|NOM//obj//67 för//PP//case//71 landsting//NN|NEU|SIN|IND|NOM//nmod//69 och//KN//cc//73 patienter//NN|UTR|PLU|IND|NOM//conj//71 .//MAD//punct//27
